,Concept_ID,tt,da
202,Falle::N,капкын,fælde
203,Schlinge::N,элмәк,snare
204,Spur::N,эз,spor
205,Asche::N,көл,aske
206,Dreck::N,пычрак,snavs
207,Eisen::N,тимер,jern
208,Gold::N,алтын,guld
209,Silber::N,көмеш,sølv
210,Kohle::N,күмер,kul
211,Glas::N,пыяла,glas
212,Lehm::N,балчык,ler
213,Sand::N,ком,sand
214,Mensch::N,адәм,mennesge
215,Mensch::N,инсан,mennesge
216,Mann::N,ир,mand
217,Frau::N,хатын,kvinde
218,Kind::N,бала,barn
219,Junge::N,малай,dreng
220,Mädchen::N,кыз,pige
221,Familie::N,гаилә,familie
222,Großvater::N,бабай,bedstefar
223,Großmutter::N,әби,bedstemor
224,Eltern::N,ата-ана,forældre
225,Vater::N,ата,far
226,Mutter::N,ана,mor
227,Sohn::N,ул,søn
228,Tochter::N,кыз,datter
229,Bruder::N,кардәш,bror
230,Schwester::N,апа,søster
231,Schwester::N,сеңел,søster
232,Onkel::N,дәдә,onkel
233,Onkel::N,дәдәй,onkel
234,Tante::N,түти,tante
235,Tante::N,тәтәй,tante
236,Ehemann::N,ир,ægtemand
237,Ehefrau::N,хатын,hustru
238,Freude::N,сөенеч,glæde
239,Gelächter::N,көлү,latter
240,Gelächter::N,көлеш,latter
241,Glück::N,бәхет,lykke
242,Kummer::N,хәсрәт,sorg
243,Wunsch::N,теләк,ønske
244,Lust::N,теләк,lyst
245,Lust::N,теләү,lyst
246,Geist::N,рух,ånd
247,Gedanke::N,уй,tanke
248,Gedanke::N,фикер,tanke
249,Gedächtnis::N,хәтер,hukommelse
250,Verstand::N,акыл,forstand
251,Sinn::N,мәгънә,mening
252,Sinn::N,мәгънә,betydning
253,Grund::N,сәбәп,grund
254,Wahrheit::N,хак,sandhed
255,Gespräch::N,әңгәмә,samtale
256,Märchen::N,әкият,eventyr
257,Erzählung::N,хикәя,fortælling
258,Nachricht::N,хәбәр,efterretning
259,Neuigkeit::N,яңалык,nyhed
260,Name::N,исем,navn
261,Rätsel::N,табышмак,gåde
262,Rede::N,нотык,tale
263,Sprache::N,тел,sprog
264,Stimme::N,тавыш,stemme
265,Wort::N,сүз,ord
266,Zeichen::N,ишарә,tegn
267,Ruf::N,дәшү,råb
268,Lärm::N,шау,larm
269,Laut::N,аваз,lyd
270,Ton::N,шалтырату,tone
271,Lied::N,җыр,sang
272,Ruhe::N,тынлык,ro
273,Ruhe::N,тынлык,hvile
274,Leute::N,халык,folk
275,Leute::N,халык,mennesker
276,Volk::N,халык,folk
277,Arbeit::N,эш,arbejde
278,Arbeit::N,хезмәт,arbejde
279,Gast::N,кунак,gæst
280,Geschenk::N,бүләк,gave
281,Spiel::N,уен,leg
282,Gesellschaft::N,җәмгыять,selskab
283,Hilfe::N,ярдәм,hjælp
284,Hilfe::N,булышлык,hjælp
285,Freund::N,дус,ven
286,Kamerad::N,иптәш,kammerat
287,Angelegenheit::N,эш,sag
288,Angelegenheit::N,эш,anliggende
289,Anzahl::N,микъдар,antal
290,Art::N,төр,art
291,Stück::N,кисәк,stykke
292,Teil::N,өлеш,del
293,Hälfte::N,ярым,halvdel
294,Kreis::N,түгәрәк,cirkel
295,Kreuz::N,хач,kors
296,Kreuz::N,хач,kryds
297,Kreuz::N,тәре,kors
298,Kreuz::N,тәре,kryds
299,Linie::N,сызык,linie
300,Strich::N,сызык,streg
301,Abstand::N,ара,afstand
302,Entfernung::N,ераклык,afstand
303,Gegend::N,урын,egn
304,Platz::N,бушлык,plads
305,Ort::N,урын,sted
306,Seite::N,як,side
307,Mitte::N,урта,midte
308,Gegenstand::N,нәрсә,genstand
309,Sache::N,нәрсә,sag
310,Rand::N,чит,rand
311,Kante::N,кырый,kant
312,Ecke::N,почмак,hjørne
313,Spitze::N,оч,spids
314,Ende::N,азак,ende
315,Loch::N,тишек,hul
316,Winkel::N,почмак,vinkel
317,Muster::N,парча,mønster
318,Größe::N,зурлык,størrelse
319,Länge::N,озынлык,længde
320,Höhe::N,биеклек,højde
321,Gewicht::N,авырлык,vægt
322,Menge::N,микъдар,mængde
323,Haufen::N,өем,bunke
324,Reihe::N,рәт,række
325,Boot::N,каек,båd
326,Boot::N,көймә,båd
327,Ruder::N,ишкәк,åre
328,Schlitten::N,чана,kælk
329,Schlitten::N,чана,slæde
330,Ski::N,чаңгы,ski
331,Lagerfeuer::N,костёр,lejrbål
332,Last::N,йөк,last
333,Last::N,йөк,byrde
334,Gang::N,йөреш,gang
335,Schritt::N,адым,skridt
336,Norden::N,төньяк,nord
337,Süden::N,көньяк,syd
338,Westen::N,көнбатыш,vest
339,Osten::N,шәрык,øst
340,Osten::N,көнчыгыш,øst
341,Holz::N,агач,træ
342,Brett::N,такта,bræt
343,Platte::N,плитә,plade
344,Stütze::N,таяу,støtte
345,Stange::N,колга,stang
346,Stock::N,таяк,stok
347,Stab::N,таяк,stav
348,Rohr::N,торба,rør
349,Haus::N,өй,hus
350,Haus::N,йорт,hus
351,Heim::N,гаилә,hjem
352,Heim::N,нәсел,hjem
353,Ofen::N,мич,ovn
354,Fußboden::N,идән,gulv
355,Tisch::N,өстәл,bord
356,Stuhl::N,утыргыч,stol
357,Wiege::N,бишек,vugge
358,Bett::N,ятак,seng
359,Bett::N,урын-җир,seng
360,Regal::N,киштә,reol
361,Regal::N,шүрлек,reol
362,Kiste::N,әрҗә,kasse
363,Fenster::N,тәрәзә,vindue
364,Tür::N,ишек,dør
365,Tor::N,капка,port
366,Zaun::N,койма,stakit
367,Dach::N,түбә,tag
368,Leiter::N,баскыч,stige
369,Besen::N,себерке,kost
370,Spaten::N,көрәк,spade
371,Schaufel::N,көрәк,skovl
372,Gabel::N,чәннечке,gaffel
373,Löffel::N,кашык,ske
374,Messer::N,пычак,kniv
375,Nagel::N,кадак,søm
376,Netz::N,челтәр,net
377,Haken::N,ыргак,krog
378,Griff::N,тотка,tag
379,Griff::N,тотка,håndtag
380,Schloss::N,йозак,lås
381,Bild::N,рәсем,billede
382,Bild::N,картина,billede
383,Figur::N,сын,figur
384,Figur::N,фигура,figur
385,Puppe::N,курчак,dukke
386,Beutel::N,луза,pose
387,Bündel::N,бәйләм,bylt
388,Bündel::N,бәйләм,bundt
389,Tasche::N,букча,taske
390,Eimer::N,чиләк,spand
391,Deckel::N,капкач,låg
392,Geschirr::N,савыт-саба,husgeråd
393,Geschirr::N,кашык-аяк,husgeråd
394,Sack::N,капчык,sæk
395,Tasse::N,чынаяк,kop
396,Topf::N,чүлмәк,gryde
397,Kessel::N,казан,kedel
398,Essen::N,ашау,måltid
399,Nahrung::N,азык,mad
400,Nahrung::N,азык,næring
401,Nahrung::N,тәгам,mad
402,Nahrung::N,тәгам,næring
403,Nahrung::N,ашамлык,mad
404,Nahrung::N,ашамлык,næring
405,Speise::N,ризык,ret
406,Fleisch::N,ит,kød
407,Getreide::N,ашлык,korn
408,Brei::N,ботка,grød
409,Brot::N,ипи,brød
410,Brot::N,икмәк,brød
411,Scheibe::N,телем,skive
412,Fett::N,май,fedt
413,Butter::N,май,smør
414,Öl::N,май,olie
415,Salz::N,тоз,salt
416,Suppe::N,шулпа,suppe
417,Honig::N,бал,honning
418,Milch::N,сөт,mælk
419,Tee::N,чәй,te
420,Leder::N,күн,skind
421,Wolle::N,йон,uld
422,Stoff::N,тукыма,stof
423,Nadel::N,энә,nål
424,Faden::N,җеп,tråd
425,Knopf::N,төймә,knap
426,Knoten::N,төен,knude
427,Farbe::N,буяу,farve
428,Kleidung::N,кием,påklædning
429,Hemd::N,күлмәк,skjorte
430,Kragen::N,яка,krave
431,Ärmel::N,җиң,ærme
432,Hose::N,чалбар,bukser
433,Gürtel::N,билбау,bælte
434,Mütze::N,бүрек,hue
435,Schuh::N,башмак,sko
436,Stiefel::N,итек,støvle
437,Ring::N,балдак,ring
438,Band::N,тасма,bånd
439,Kamm::N,тарак,kam
440,Spiegel::N,көзге,spejl
441,Riemen::N,каеш,rem
442,Schnur::N,бау,snor
443,Leine::N,тезген,snor
444,Decke::N,юрган,tæppe
445,Kissen::N,мендәр,pude
446,Tuch::N,яулык,sjaltørklæde
447,Handtuch::N,сөлгә,håndklæde
448,Kraft::N,егәр,kraft
449,Kraft::N,дәрман,kraft
450,Stärke::N,көч,styrke
451,Stärke::N,дәрман,styrke
452,Gesundheit::N,саулык,sundhed
453,Krankheit::N,чир,sygdom
454,Krankheit::N,хаста,sygdom
455,Krankheit::N,сырхау,sygdom
456,Schmerz::N,авырту,smerte
457,Wunde::N,яра,sår
458,Wunde::N,җәрәхәт,sår
459,Fieber::N,бизгәк,feber
460,Arznei::N,дару,medicin
461,Arznei::N,дару,lægemiddel
462,Brücke::N,күпер,bro
463,Brunnen::N,кое,brønd
464,Weide::N,утлавык,græsgang
465,Pfad::N,сукмак,sti
466,Weg::N,юл,vej
467,Straße::N,урам,gade
468,Dorf::N,авыл,landsby
469,Stadt::N,шәһәр,by
470,Brief::N,хат,brev
471,Buch::N,китап,bog
472,Buchstabe::N,хәреф,bogstav
473,Zeitung::N,газет,avis
474,Zeitung::N,газета,avis
475,Leben::N,гомер,liv
476,Leben::N,тормыш,liv
477,Leben::N,тереклек,liv
478,Tod::N,үлем,død
479,Grab::N,гүр,grav
480,Grab::N,кабер,grav
481,Kirche::N,чиркәү,kirke
482,Sünde::N,язык,synd
483,Sünde::N,гөнаһ,synd
484,Gott::N,алла,gud
485,Gott::N,ходай,gud
486,Arbeiter::N,эшче,arbejder
487,Chef::N,башлык,chef
488,Meister::N,оста,mester
489,Arzt::N,врач,læge
490,Arzt::N,табиб,læge
491,Lehrer::N,укытучы,lærer
492,Lehrer::N,мөгаллим,lærer
493,Geld::N,акча,penge
494,Geschäft::N,эш,forretning
495,Laden::N,кибет,butik
496,Laden::N,кибет,forretning
497,Laden::N,магазин,butik
498,Laden::N,магазин,forretning
499,Preis::N,бәя,pris
500,Preis::N,бәһа,pris
501,Ware::N,товар,vare
502,Nutzen::N,файда,nytte
503,Reichtum::N,байлык,rigdom
504,Welt::N,дөнья,verden
505,Land::N,ил,land
506,Staat::N,дәүләт,stat
507,König::N,патша,konge
508,Macht::N,хакимият,magt
509,Grenze::N,чик,grænse
510,Krieg::N,сугыш,krig
511,Feind::N,дошман,fjende
512,Gewalt::N,көчләү,vold
513,Kampf::N,көрәш,kamp
514,Bogen[Waffe]::N,җәя,bue
515,Pfeil::N,ук,pil
516,Gewehr::N,мылтык,gevær
517,Fehler::N,хата,fejl
518,Lüge::N,ялган,løgn
519,Schaden::N,зыян,skade
520,Schaden::N,зарар,skade
521,Unglück::N,бәла,uheld
522,Unglück::N,бәла,ulykke
523,Schuld::N,гаеп,skyld
524,Alter::N,яшь,alder
525,Schluss::N,ахыр,slut
526,Schluss::N,ахыр,slutning
527,Zeit::N,заман,tid
528,Tag::N,көн,dag
529,Morgen::N,иртә,morgen
530,Mittag::N,өйлә,middag
531,Abend::N,кич,aften
532,Nacht::N,төн,nat
533,Woche::N,атна,uge
534,Monat::N,ай,måned
535,Jahr::N,ел,år
536,Frühling::N,яз,forår
537,Sommer::N,җәй,sommer
538,Herbst::N,көз,efterår
539,Winter::N,кыш,vinter
540,Januar::N,гыйнвар,januar
541,Februar::N,февраль,februar
542,März::N,март,marts
543,April::N,апрель,april
544,Mai::N,май,maj
545,Juni::N,июнь,juni
546,Juli::N,июль,juli
547,August::N,август,august
548,September::N,сентябрь,september
549,Oktober::N,октябрь,oktober
550,November::N,ноябрь,november
551,Dezember::N,декабрь,december
552,Montag::N,дүшәмбе,mandag
553,Dienstag::N,сишәмбе,tirsdag
554,Mittwoch::N,чәршәмбе,onsdag
555,Donnerstag::N,атнакич,torsdag
556,Donnerstag::N,пәнҗешәмбе,torsdag
557,Freitag::N,җомга,fredag
558,Samstag::N,шимбә,lørdag
559,Sonntag::N,якшәмбе,søndag
560,groß::A,зур,stor
561,klein::A,кечкенә,lille
562,lang::A,озын,lang
563,kurz::A,кыска,kort
564,breit::A,киң,bred
565,schmal::A,кысык,smal
566,dicht::A,куе,tæt
567,dick[Gegenstand]::A,калын,tyk
568,dünn::A,нечкә,tynd
569,fein::A,нәзакәтле,fin
570,fest::A,нык,fast
571,flach::A,яссы,flad
572,flach::A,ялпак,flad
573,glatt::A,шома,glat
574,hart::A,каты,hård
575,weich::A,йомшак,blød
576,rund::A,түгәрәк,rund
577,spitz::A,очлы,spids
578,scharf::A,үткен,skarp
579,stumpf::A,үтмәс,sløv
580,stumpf::A,үтмәс,stump
581,schwer::A,салмак,tung
582,schön::A,гүзәл,skøn
583,heiß::A,эссе,hed
584,warm::A,җылы,varm
585,kalt::A,суык,kold
586,kalt::A,салкын,kold
587,kühl::A,салкынча,kølig
588,frisch::A,салкынча,frisk
589,feucht::A,юеш,fugtig
590,nass::A,дымлы,våd
591,trocken::A,коры,tør
592,voll::A,тулы,fuld
593,leer::A,буш,tom
594,offen::A,ачык,åben
595,geschlossen::A,йомык,lukket
596,sauber::A,пакь,ren
597,sauber::A,чиста,ren
598,schmutzig::A,керле,snavset
599,schmutzig::A,пычрак,snavset
600,roh::A,чи,rå
601,reif::A,өлгергән,moden
602,lecker::A,тәмле,lækker
603,süß::A,татлы,sød
604,bitter::A,ачы,bitter
605,sauer::A,әче,sur
606,hell::A,якты,lys
607,dunkel::A,кара,mørk
608,schwarz::A,кара,sort
609,weiß::A,ак,hvid
610,rot::A,кызыл,rød
611,gelb::A,сары,gul
612,blau::A,күк,blå
613,grün::A,яшел,grøn
614,grau::A,соры,grå
615,bunt::A,чуар,broget
616,billig::A,арзан,billig
617,teuer::A,хаклы,dyr
618,wertvoll::A,кыйммәтле,værdifuld
619,blind::A,сукыр,blind
620,blind::A,күзсез,blind
621,taub::A,чукрак,døv
622,taub::A,саңгырау,døv
623,kräftig::A,егәрле,kraftig
624,stark::A,нык,stærk
625,stark::A,базык,stærk
626,schwach::A,зәгыйфь,svag
627,fett::A,симез,fed
628,schlank::A,нәзек,slank
629,hübsch::A,чибәр,køn
630,böse::A,усал,ond
631,böse::A,усал,slem
632,dumm::A,акылсыз,dum
633,faul::A,ялкау,doven
634,faul::A,иренчәк,doven
635,fleißig::A,тырыш,flittig
636,fleißig::A,тырышучан,flittig
637,geizig::A,саран,gerrig
638,klug::A,акыллы,klog
639,geschickt::A,маһир,dygtig
640,geschickt::A,маһир,behændig
641,lieb::A,сөекле,rar
642,lustig::A,күңелле,lystig
643,sanft::A,басынкы,blid
644,hungrig::A,ач,sulten
645,krank::A,чирле,syg
646,krank::A,сырхау,syg
647,nackt::A,шәрә,nøgen
648,traurig::A,ямансу,bedrøvet
649,lebendig::A,тере,levende
650,gut::A,яхшы,god
651,schlecht::A,начар,dårlig
652,richtig::A,дөрес,rigtig
653,schlimm::A,әшәкә,slem
654,wahr::A,чып-чын,sand
655,alt::A,иске,gammel
656,neu::A,яңа,ny
657,ehemalig::A,элекке,forhenværende
658,alt[Lebewesen]::A,карт,gammel
659,jung::A,яшь,ung
660,arm::A,фәкыйрь,fattig
661,reich::A,бай,rig
662,bekannt::A,таныш,kendt
663,berühmt::A,атаклы,berømt
664,fremd::A,ят,fremmed
665,verschieden::A,төрле,forskellig
666,nah::A,якын,nær
667,fern::A,ерак,fjern
668,linker::A,сул,venstre
669,rechter::A,уң,højre
670,anderer::A,бүтән,anden
671,erster::A,беренче,første
672,zweiter::A,икенче,anden
673,dritter::A,өченче,tredje
674,letzter::A,ахыргы,sidste
675,allein::ADV,ялгыз,alene
676,auf einmal::ADV,бердән,på én gang
677,zusammen::ADV,бергә,sammen
678,lange::ADV,озак,længe
679,plötzlich::ADV,искәрмәстән,pludselig
680,sofort::ADV,хәзер,straks
681,später::ADV,соңрак,senere
682,jetzt::ADV,хәзер,nu
683,heute::ADV,бүген,i dag
684,morgen::ADV,иртәгә,i morgen
685,bald::ADV,тиздән,snart
686,dann::ADV,аннары,så
687,gestern::ADV,кичә,i går
688,einst::ADV,берчак,engang
689,damals::ADV,ул вакытта,dengang
690,damals::ADV,ул чакта,dengang
691,danach::ADV,да,derefter
692,vorher::ADV,элек,før
693,vorher::ADV,элек,forud
694,zuerst::ADV,башта,først
695,einmal::ADV,бер,en gang
696,einmal::ADV,бер мәртәбә,en gang
697,manchmal::ADV,кайчакта,sommetider
698,oft::ADV,еш,ofte
699,immer::ADV,һәркайчан,altid
700,niemals::ADV,hичбер вакыт,aldrig
701,hier::ADV,монда,her
702,hier::ADV,биредә,her
703,hierhin::ADV,монда,hid
704,hierhin::ADV,монда,herhen
705,von hier::ADV,моннан,herfra
706,dort::ADV,анда,der
707,dorthin::ADV,тегеләй,derhen
708,geradeaus::ADV,турыдан-туры,lige ud
709,vorwärts::ADV,алга,fremad
710,rückwärts::ADV,кире,baglæns
711,zurück::ADV,кире,tilbage
712,unten::ADV,түбәндә,nede
713,unten::ADV,түбәндә,forneden
714,hinab::ADV,аска,ned
715,hinab::ADV,аска,nedad
716,oben::ADV,өстә,oppe
717,oben::ADV,өстә,ovenpå
718,oben::ADV,югарыда,oppe
719,oben::ADV,югарыда,ovenpå
720,hinauf::ADV,өскә,op
721,hinauf::ADV,өскә,opad
722,überall::ADV,hәркайда,overalt
723,nicht::ADV,түгел,ikke
724,ein wenig::ADV,бераз,lidt
725,kaum::ADV,көчкә,knap
726,kaum::ADV,көчкә,næppe
727,sehr::ADV,бик,meget
728,so::ADV,алай,så
729,noch::ADV,янә,endnu
730,noch::ADV,тагын,endnu
731,nur::ADV,фәкать,kun
732,nur::ADV,фәкать,bare
733,schon::ADV,инде,alt
734,schon::ADV,инде,allerede
735,wieder::ADV,янә,igen
736,wieder::ADV,тагын,igen
737,vergebens::ADV,юкка,forgæves
738,vor::PRP,алдыннан,foran
739,vor::PRP,алдыннан,uden for
740,hinter::PRP,арттан,bag
741,hinter::PRP,арттан,bagved
742,unter::PRP,астында,under
743,durch::PRP,аша,gennem
744,durch::PRP,аша,igennem
745,neben::PRP,тирәсендә,ved siden af
746,zwischen::PRP,арасында,mellem
747,wegen::PRP,сәбәпле,på grund af
748,dies::PRN,бу,dette
749,das::PRN,ул,det
750,alles::PRN,һәммә,alt
751,ich::PRN,мин,jeg
752,du::PRN,син,du
753,er::PRN,ул,han
754,wir::PRN,без,vi
755,ihr::PRN,сез,I
756,sie::PRN,ул,de
757,was::FPRN,ни,hvad
758,was::FPRN,нәрсә,hvad
759,wer::FPRN,кем,hvem
760,wo::FADV,кайда,hvor
761,wohin::FADV,кая,hvorhen
762,wie::FADV,ничек,hvordan
763,warum::FADV,нигә,hvorfor
764,wieviel::FNUM,ничә,hvor meget
765,eins::NUM,бер,én
766,zwei::NUM,ике,to
767,drei::NUM,өч,tre
768,vier::NUM,дүрт,fire
769,fünf::NUM,биш,fem
770,sechs::NUM,алты,seks
771,sieben::NUM,җиде,syv
772,acht::NUM,сигез,otte
773,neun::NUM,тугыз,ni
774,zehn::NUM,ун,ti
775,elf::NUM,унбер,elleve
776,zwölf::NUM,унике,tolv
777,zwanzig::NUM,егерме,tyve
778,dreißig::NUM,утыз,tredive
779,vierzig::NUM,кырык,fyrre
780,vierzig::NUM,кырык,fyrretyve
781,fünfzig::NUM,илле,halvtreds
782,sechzig::NUM,алтмыш,tres
783,siebzig::NUM,җитмеш,halvfjerds
784,achtzig::NUM,сиксән,firs
785,neunzig::NUM,туксан,halvfems
786,hundert::NUM,йөз,hundrede
787,tausend::NUM,мең,tusind
788,und::CNJ,вә,og
789,oder::CNJ,яки,eller
790,oder::CNJ,яисә,eller
791,stehen::V,тору,stå
792,sitzen::V,утыру,sidde
793,liegen::V,яту,ligge
794,hängen::V,эленү,hænge
795,werden::V,булу,blive
796,passieren::V,булу,ske
797,passieren::V,булу,hænde
798,beginnen::V,башлану,begynde
799,enden::V,бетү,ende
800,wechseln::V,үзгәртү,veksle
801,aufgehen[Sonne]::V,чыгу,gå op
802,aufgehen[Sonne]::V,чыгу,stå op
803,untergehen[Sonne]::V,бату,gå ned
804,scheinen[Sonne]::V,яктырту,skinne
805,donnern::V,күкрәү,tordne
806,wehen::V,исү,blæse
807,strömen::V,агу,strømme
808,fließen::V,агу,flyde
809,sich drehen::V,бөтерелү,dreje sig
810,schwanken::V,икеләнү,vakle
811,schwingen::V,тирбәлү,svinge
812,fallen::V,егылу,falde
813,brennen::V,яну,brænde
814,rauchen::V,төтәү,ryge
815,rauchen::V,төтенләү,ryge
816,regnen::V,яву,regne
817,gefrieren::V,кату,fryse
818,tauen::V,эрү,tø
819,tauen::V,эретү,tø
820,schmelzen::V,эрү,smelte
821,schmelzen::V,эретү,smelte
822,trocknen::V,кибү,tørre
823,sieden::V,ургылу,koge
824,faulen::V,черү,rådne
825,verfaulen::V,черү,rådne
826,reißen::V,өзелү,briste
827,versinken::V,бату,synke
828,versinken::V,бату,synke ned
829,vergehen::V,авышу,forløbe
830,erscheinen::V,пәйда булу,vise sig
831,verschwinden::V,югалу,forsvinde
832,verschwinden::V,юк булу,forsvinde
833,sinken::V,кимү,synke
834,sinken::V,кайту,synke
835,abnehmen::V,азаю,aftage
836,zunehmen::V,арту,tiltage
837,zunehmen::V,күбәю,tiltage
