,Concept_ID,sl,ady
99,Sumpf::N,močvírje,орыжъ
100,Moor::N,bárje,орыжъ
101,Wiese::N,trávnik,хъупӏэ́
102,Wiese::N,trávnik,мэкъупӏ
103,Wald::N,lés,мэзы́
104,Wald::N,gòzd,мэзы́
105,Hügel::N,brég,ӏуашъхь
106,Hügel::N,goríca,ӏуашъхь
107,Anhöhe::N,gríč,чӏыӏэтыгъ
108,Anhöhe::N,višína,чӏыӏэтыгъ
109,Berg::N,gôra,къушъхьэ́
110,Berg::N,planína,къушъхьэ́
111,Gipfel::N,vŕh,шыгу
112,Höhle::N,jáma,гъочӏэгъ
113,Höhle::N,votlína,гъочӏэгъ
114,Abhang::N,pobóčje,чапэ
115,Quelle::N,izvír,псынэчэ́чъ
116,Bach::N,pôtok,псышкуашку
117,Fluss::N,réka,псыхъо́
118,Ufer::N,brég,нэпкъы
119,Küste::N,obála,ӏушъо
120,Küste::N,obréžje,ӏушъо
121,Festland::N,celína,чӏл́ыгу
122,Festland::N,kopnína,чӏл́ыгу
123,Meer::N,mórje,хы
124,Bucht::N,zalív,хыблыгу
125,Insel::N,ôtok,хыгъэхъу́н
126,Blume::N,cvetlíca,къэгъа́гь
127,Gras::N,tráva,уцы́
128,Wurzel::N,korenína,лъапсэ́
129,Baum::N,drevó,чъыгы́
130,Stamm::N,dêblo,пкъы
131,Rinde::N,lúbje,пхъашъо́
132,Rinde::N,skórja,пхъашъо́
133,Ast::N,véja,куамэ
134,Zweig::N,véja,къутамэ́
135,Blatt::N,líst,тхьап
136,Birke::N,bréza,пчэн
137,Kiefer[Baum]::N,bòr,сэснэй
138,Weide[Baum]::N,vŕba,пце́л
139,Tanne::N,hója,ель
140,Horn::N,róg,бжъэ
141,Feder::N,peró,къамӏы́й
142,Fell::N,kŕzno,шъо
143,Flügel::N,krílo,тамэ́
144,Klaue::N,párkelj,лъэбжъа́н
145,Kralle::N,krémpelj,лъакъо
146,Schwanz::N,rèp,кӏэ
147,Ei::N,jájce,кӏэнкӏэ́
148,Nest::N,gnézdo,набгъо́
149,Bau::N,brlòg,гъу
150,Bau::N,brlòg,бы
151,Tier::N,živál,псэу́шъхь
152,Herde::N,čréda,ӏэхъогъу
153,Kuh::N,kráva,чэмы́
154,Bulle::N,bìk,цу
155,Pferd::N,kònj,шы
156,Schaf::N,ôvca,мэлы́
157,Schwein::N,svínja,къо
158,Hund::N,pès,бьэ
159,Katze::N,máčka,чэты́у
160,Bär::N,mêdved,мышъэ́
161,Eichhörnchen::N,véverica,цызэ́
162,Elch::N,lós,лось
163,Fuchs::N,lisíca,баджэ́
164,Hase::N,zájec,тхьакӏумкӏы́хь
165,Maus::N,mìš,цыгъо́
166,Wolf::N,vólk,тыгъу́жъ
167,Vogel::N,ptìč,бзы́у
168,Vogel::N,ptíca,бзы́у
169,Schwarm::N,játa,отэр
170,Huhn::N,kokóš,чэты́
171,Hahn::N,petêlin,атакъэ́
172,Gans::N,gós,къа́з
173,Adler::N,ôrel,
174,Ente::N,ráca,псычэ́т
175,Eule::N,sôva,тыгъурыгъу
176,Kranich::N,žerjàv,къэрэ́у
177,Krähe::N,vrána,къолэ́жъ
178,Kuckuck::N,kúkavica,куку́у
179,Schwan::N,labód,
180,Fisch::N,ríba,пцэжъы́й
181,Barsch::N,ostríž,тхыкъэц
182,Hecht::N,ščúka,лэнд
183,Schlange[Tier]::N,káča,блэ́
184,Wurm::N,čr̀v,хьамлыу
185,Wurm::N,glísta,хьамлыу
186,Spinne::N,pájek,бэдж
187,Ameise::N,mrávlja,къамзэ́гу
188,Laus::N,úš,цӏэ
189,Mücke::N,komár,аргъо́й
190,Fliege::N,múha,бадзэ́
191,Schmetterling::N,metúlj,хьампӏыра́шъу
192,Beere::N,jágoda,маткӏо
193,Apfel::N,jábolko,мыӏэры́с
194,Pilz::N,góba,хьаӏу
195,Zwiebel::N,čebúla,бжьыны́
196,Saat::N,séme,чылапхъ
197,Korn::N,zŕno,цэ
198,Heu::N,senó,мэкъу
199,Schale::N,lupína,кӏы́шъу
200,Grube::N,jáma,машэ́
201,Falle::N,pást,зэраубытырэ́ ӏэмэпсы́м
202,Schlinge::N,zánka,бзыуубыт
203,Schlinge::N,pêtlja,бзыуубыт
204,Spur::N,sléd,ужы
205,Spur::N,sléd,лъэуж
206,Asche::N,pepél,яжьэ́
207,Dreck::N,bláto,псынжъы
208,Eisen::N,želézo,гыучӏы́
209,Eisen::N,želézo,къэнджа́л
210,Gold::N,zlató,дышъэ́
211,Silber::N,srebró,тыжьы́н
212,Kohle::N,ógel,шӏомыкӏ
213,Glas::N,stêklo,апч
214,Lehm::N,ílo,етӏагъо́
215,Sand::N,pések,пшахъо
216,Mensch::N,člôvek,цӏыфы́
217,Mann::N,móž,хъулъфы́гъ
218,Mann::N,môški,хъулъфы́гъ
219,Frau::N,gospá,бӏылъфыгъэ́
220,Frau::N,žénska,бӏылъфыгъэ́
221,Kind::N,déte,кӏэлэцӏы́кӏу
222,Kind::N,otròk,кӏэлэцӏы́кӏу
223,Junge::N,fànt,кӏэлэцӏы́кӏу
224,Junge::N,déček,кӏэлэцӏы́кӏу
225,Mädchen::N,deklè,пшъэшъэжъый
226,Mädchen::N,déklica,пшъэшъэжъый
227,Familie::N,družína,быны́
228,Familie::N,družína,уна́гъу
229,Großvater::N,dèd,тэтэ́жъ
230,Großvater::N,dédek,тэтэ́жъ
231,Großmutter::N,bábica,нэнэ́жъ
232,Eltern::N,stárši,ны-тыхэ́р
233,Vater::N,ôče,ты
234,Mutter::N,máma,ны
235,Sohn::N,sín,къо
236,Tochter::N,hčí,пхъу
237,Tochter::N,hčérka,пхъу
238,Bruder::N,bràt,шы
239,Schwester::N,sêstra,шы́пхъу
240,Onkel::N,újec,янэ́ш
241,Onkel::N,stríc,янэ́ш
242,Tante::N,têta,атэшыпхъу
243,Tante::N,strína,атэшыпхъу
244,Ehemann::N,móž,лӏы
245,Ehemann::N,sopróg,лӏы
246,Ehefrau::N,žêna,шъу́з
247,Ehefrau::N,sopróga,шъу́з
248,Freude::N,rádost,гушӏуа́гъу
249,Freude::N,vesêlje,гушӏуа́гъу
250,Gelächter::N,sméh,щхыныр
251,Gelächter::N,grohòt,щхыныр
252,Glück::N,sréča,насы́п
253,Kummer::N,gorjé,тхьамыкӏагъу
254,Wunsch::N,žêlja,шӏонгъоны́гъ
255,Lust::N,poželênje,шӏонгъоны́гъ
256,Geist::N,dúša,гу
257,Gedanke::N,mísel,гупшыс
258,Gedächtnis::N,pámet,память
259,Sinn::N,pomèn,мэхьанэ
260,Sinn::N,smísel,мэхьанэ
261,Grund::N,vzròk,ушъхьагъу
262,Wahrheit::N,resníca,шъыпкъэ́
263,Gespräch::N,pogóvor,гущыӏ
264,Märchen::N,právljica,пшысэ
265,Erzählung::N,povést,къэба́р
266,Nachricht::N,sporočílo,къэба́р
267,Neuigkeit::N,novóst,къэбарыкӏ
268,Name::N,imé,цӏэ
269,Rätsel::N,ugánka,коджэхь-къоджэшх
270,Rede::N,góvor,гущыӏ
271,Sprache::N,jêzik,бзэ
272,Stimme::N,glás,макъэ́
273,Wort::N,beséda,гущыӏ
274,Zeichen::N,znák,тамы́гъ
275,Ruf::N,klíc,джэ макъ
276,Lärm::N,hrúp,макъэ
277,Lärm::N,trúšč,макъэ
278,Laut::N,glás,макъэ
279,Ton::N,tón,
280,Lied::N,pésem,орэ́д
281,Ruhe::N,pokòj,самбырыныгъ
282,Leute::N,ljudjé,цӏыфхэ́р
283,Volk::N,národ,цӏыф лъэпкъ
284,Arbeit::N,délo,ӏофшӏакӏэ́н
285,Gast::N,gòst,хьакӏэ́
286,Geschenk::N,darílo,шӏухьафтын
287,Spiel::N,ígra,еоны́р
288,Spiel::N,ígra,джэгуны́р
289,Spiel::N,ígra,къегъэӏоны́р
290,Gesellschaft::N,drúžba,обществ
291,Hilfe::N,pomóč,ӏэпыӏэгъу
292,Freund::N,prijátelj,ныбджэгъу
293,Kamerad::N,továriš,ныбджэгъу
294,Angelegenheit::N,zadéva,ӏофы́
295,Anzahl::N,števílo,пчъагъэ́
296,Art::N,vŕsta,изэрэщы́т
297,Art::N,vŕsta,лъэпкъ
298,Stück::N,kós,такъы́р
299,Teil::N,dél,щыщ
300,Teil::N,dél,ӏахь
301,Hälfte::N,polovíca,ныкъо́
302,Kreis::N,króg,хъура́й
303,Kreis::N,kolobár,хъура́й
304,Kreuz::N,kríž,къащ
305,Linie::N,próga,хъахъ
306,Linie::N,próga,итхъа́гъ
307,Strich::N,čŕta,хъахъ
308,Strich::N,čŕta,итхъагъ
309,Abstand::N,preslédek,азыфагу
310,Entfernung::N,oddáljenost,чӏыгууанэ
311,Gegend::N,kràj,чӏыпӏэ́
312,Gegend::N,dežêla,чӏыпӏэ́
313,Platz::N,prôstor,азыфагу
314,Ort::N,mésto,чӏыпӏэ́
315,Seite::N,bòk,лъэны́къу
316,Seite::N,strán,лъэны́къу
317,Mitte::N,sredína,гузэ́гу
318,Gegenstand::N,prédmet,пкъыгъо
319,Sache::N,réč,
320,Sache::N,stvár,
321,Rand::N,kràj,цакӏэ́
322,Kante::N,rób,цэгэналъ
323,Ecke::N,vogál,къогъу
324,Spitze::N,óst,пакӏэ
325,Ende::N,kônec,кӏэ
326,Loch::N,lúknja,гъуа́н
327,Winkel::N,kót,къогъу
328,Muster::N,vzórec,тхыпхъэ
329,Größe::N,veličína,иина́гъ
330,Länge::N,dolžína,икӏыхьа́гъ
331,Höhe::N,vršína,лъэгагъ
332,Gewicht::N,téža,онтэгъугъэ́
333,Menge::N,količína,пчъагъэ́
334,Haufen::N,kùp,ӏат
335,Haufen::N,kopíca,ӏат
336,Reihe::N,níz,саты́р
337,Reihe::N,vŕsta,саты́р
338,Boot::N,čóln,къуашъо́
339,Ruder::N,vêslo,къошъобэ́щ
340,Schlitten::N,saní,
341,Ski::N,smučí,лыжэхэр
342,Lagerfeuer::N,táborni ôgenj,пхъэмашӏу
343,Last::N,tôvor,
344,Gang::N,hòd,кӏоныр
345,Schritt::N,korák,лъэубэ́къу
346,Norden::N,séver,темы́р
347,Süden::N,júg,къыблэ́
348,Westen::N,zapàd,тыгъэкъохьа́пӏ
349,Osten::N,vzhòd,тыгьэкъокӏы́пӏ
350,Holz::N,lés,чъыгы́
351,Brett::N,deskà,пхъэ́мбгъу
352,Platte::N,plôča,упсыхьагъ
353,Stütze::N,opóra,кӏэгъэкъон
354,Stütze::N,zaslómba,кӏэгъэкъон
355,Stange::N,gréd,къорэ́гъ
356,Stock::N,pálica,бэщ
357,Stab::N,pálica,бэщ кӏы́хь
358,Rohr::N,cév,онджэкъ
359,Haus::N,híša,унэ́
360,Heim::N,dóm,унэ́
361,Ofen::N,péč,гъэжъэн
362,Fußboden::N,pòd,джэхашъу
363,Tisch::N,míza,стол
364,Stuhl::N,stòl,пхъэнтӏэ́кӏу
365,Wiege::N,zíbel,кушъэ́
366,Bett::N,póstelja,пӏэкӏо́р
367,Regal::N,políca,мэкӏай
368,Kiste::N,zabòj,ящык
369,Fenster::N,ôkno,шъхьаныгъу́пчъ
370,Tür::N,vráta,пчъэ
371,Tor::N,velíka vráta,къэла́пчъ
372,Zaun::N,ográja,шӏыхьагъэ́
373,Dach::N,stréha,шъхьэ́
374,Leiter::N,léstev,лъэо́й
375,Leiter::N,léstev,дэкӏояпӏэ́
376,Besen::N,mêtla,пхъэнкӏы́пхъ
377,Spaten::N,lopáta,къазгъы́р
378,Schaufel::N,lopáta,хэӏалъ
379,Gabel::N,vílice,цацэ
380,Löffel::N,žlíca,джэмы́шх
381,Messer::N,nòž,шъэжъы́й
382,Nagel::N,žebèlj,гъучӏыӏу́н
383,Netz::N,mréža,хъытыу
384,Haken::N,kljúka,хьажтӏаркъу
385,Griff::N,ročáj,къопс
386,Griff::N,oprijèm,къопс
387,Schloss::N,ključávnica,ӏункӏы́бз
388,Bild::N,slíka,сурэ́т
389,Figur::N,figúra,
390,Figur::N,postáva,
391,Puppe::N,lútka,нысхъа́п
392,Beutel::N,môšnja,дзыо́
393,Bündel::N,cúla,
394,Bündel::N,svéženj,
395,Tasche::N,tórba,ӏэлъмэ́къ
396,Tasche::N,tobôlec,ӏэлъмэ́къ
397,Eimer::N,vêdro,щалъ
398,Deckel::N,pokròv,шъхьэ
399,Deckel::N,poklópec,шъхьэ
400,Geschirr::N,posóda,хьакъу-шыкъу
401,Sack::N,vréča,дзыо́
402,Tasse::N,skodélica,чашк
403,Topf::N,lônec,кастрюль
404,Kessel::N,kôtel,шыуа́н
405,Essen::N,hrána,шхэн
406,Nahrung::N,živílo,шхэн
407,Speise::N,jéd,шхыныгъу
408,Fleisch::N,mesó,лы
409,Getreide::N,žíto,лэжьыгъацэ́
410,Brei::N,káša,пӏастэ́
411,Brot::N,krùh,хьалыгъу
412,Scheibe::N,réženj,такъы́р
413,Fett::N,mást,дагъэ́
414,Fett::N,maščôba,дагъэ́
415,Butter::N,máslo,тхъу
416,Öl::N,ólje,тхъу
417,Salz::N,sól,щыгъу
418,Suppe::N,júha,хьантхъупс
419,Honig::N,méd,шъоу́
420,Milch::N,mléko,щэ
421,Tee::N,čáj,щай
422,Leder::N,úsnje,кӏы́шъу
423,Wolle::N,vólna,цы
424,Stoff::N,blagó,шэкӏы
425,Nadel::N,ígla,бгъэ́хаӏу
426,Faden::N,nít,ӏуда́н
427,Knopf::N,gúmb,занкӏэу
428,Knoten::N,vôzel,зэкъодзапӏэ
429,Farbe::N,bárva,краск
430,Kleidung::N,obléka,щыгъы́ны
431,Hemd::N,srájca,джан
432,Kragen::N,ovrátnik,пшъапӏ
433,Ärmel::N,rokáv,гъуап
434,Hose::N,hláče,гъончэ́дж
435,Gürtel::N,pás,бгыры́пх
436,Mütze::N,kápa,паӏо́
437,Mütze::N,čépica,паӏо́
438,Schuh::N,čévelj,
439,Stiefel::N,škórenj,щазым
440,Ring::N,pŕstan,ӏэлъы́н
441,Band::N,trák,лент
442,Kamm::N,glavník,мажь
443,Spiegel::N,zrcálo,гъундж
444,Spiegel::N,ogledálo,гъундж
445,Riemen::N,jêrmen,бгыры́пх
446,Schnur::N,vŕvca,кӏапсэ́
447,Leine::N,konôpec,шъокӏапс
448,Decke::N,odéja,чыхӏэн
449,Kissen::N,blazína,шъхьант
450,Tuch::N,pŕt,шъхьэтехъу
451,Tuch::N,rúta,шъхьэтехъу
452,Handtuch::N,brisáča,ӏаплъэкӏ
453,Kraft::N,síla,къары́у
454,Kraft::N,síla,кӏуачӏэ́
455,Stärke::N,jákost,кӏуачӏэ́
456,Gesundheit::N,zdrávje,псауныгъ
457,Krankheit::N,bolézen,узы
458,Schmerz::N,ból,узы
459,Schmerz::N,bolečína,узы
460,Wunde::N,rána,уӏагъэ́
461,Fieber::N,vročína,техьа́гъу
462,Fieber::N,vročína,жъоку
463,Arznei::N,lék,ӏэзэ́гъу
464,Arznei::N,zdravílo,ӏэзэ́гъу
465,Brücke::N,móst,лъэмы́д ж
466,Brunnen::N,vodnják,псынэ́
467,Weide::N,páša,хъупӏэ́
468,Pfad::N,stezà,лъагъу
469,Weg::N,pót,гъо́гу
470,Straße::N,césta,гъо́гу
471,Dorf::N,vás,къуа́дж
472,Stadt::N,mésto,къалэ́
473,Brief::N,písmo,тхэн
474,Brief::N,písmo,письмэ
475,Buch::N,knjíga,тхы́лъ
476,Buchstabe::N,čŕka,хьары́ф
477,Zeitung::N,čásnik,газет
478,Leben::N,življênje,гъашӏэ́
479,Tod::N,smŕt,аджал
480,Grab::N,gròb,бэны́
481,Kirche::N,cérkev,чылы́с
482,Sünde::N,gréh,гунахь
483,Gott::N,bóg,тхьэ
484,Arbeiter::N,délavec,рабоч
485,Chef::N,šéf,гъэр
486,Meister::N,mójster,ӏэпыӏа́с
487,Arzt::N,zdravník,
488,Lehrer::N,učítelj,кӏэлэегъа́дж
489,Geld::N,denár,ахъщ
490,Geschäft::N,kupčíja,ӏофшӏэн
491,Laden::N,trgovína,туча́н
492,Preis::N,céna,уасэ́
493,Ware::N,róba,хьап-щып
494,Nutzen::N,príd,чар
495,Nutzen::N,príd,федэ́
496,Reichtum::N,bogástvo,байныгъ
497,Welt::N,svét,дуна́й
498,Land::N,dežêla,хэгъэ́́гу
499,Staat::N,držáva,къэралыгъу
500,König::N,králj,пачъы́хь
501,Macht::N,oblást,шынэгъакзэ́
502,Grenze::N,mêja,гъуна́пкъ
503,Krieg::N,vôjna,зао́
504,Feind::N,sovrážnik,пы́и
505,Gewalt::N,nasílje,егъэзыгъэныгъ
506,Kampf::N,bòj,бэнэныгъ
507,Kampf::N,bórba,бэнэныгъ
508,Bogen[Waffe]::N,lók,щабз
509,Pfeil::N,puščíca,щэбза́щ
510,Gewehr::N,púška,шхонч
511,Fehler::N,zmóta,хэукъоныгъ
512,Lüge::N,láž,пцӏы
513,Schaden::N,okvára,зэра́р
514,Unglück::N,nesréča,тхьамыкӏагъу
515,Schuld::N,krívda,мысагъэ́
516,Alter::N,dôba,ныбжь
517,Schluss::N,kônec,кӏэ
518,Zeit::N,čàs,уахътэ́
519,Tag::N,dán,мафэ́
520,Morgen::N,jútro,пчэды́жь
521,Mittag::N,póldan,щэджагьу́
522,Abend::N,večér,пчыхьэ́
523,Nacht::N,nóč,чэщы́
524,Woche::N,téden,тхьамафэ́
525,Monat::N,mésec,мазэ́
526,Jahr::N,léto,илъэ́с
527,Frühling::N,pomlád,гъатхэ́
528,Sommer::N,polétje,гъэмафэ́
529,Herbst::N,jesén,бжыхьэ́
530,Winter::N,zíma,кӏыма́ф
531,Januar::N,jánuar,январь
532,Februar::N,fébruar,февраль
533,März::N,márec,март
534,April::N,apríl,апрель
535,Mai::N,máj,май
536,Juni::N,júnij,июнь
537,Juli::N,júlij,июль
538,August::N,avgúst,август
539,September::N,septêmber,сентябрь
540,Oktober::N,október,октябрь
541,November::N,novêmber,ноябрь
542,Dezember::N,decémber,декабрь
543,Montag::N,ponedéljek,блыпэ́
544,Dienstag::N,tôrek,гъубдж
545,Mittwoch::N,sréda,бэрэскэжъый
546,Donnerstag::N,četŕtek,мэфэ́ку
547,Freitag::N,pétek,бэрэскэшху
548,Samstag::N,sobóta,шэмбэ́т
549,Sonntag::N,nedélja,тхьаума́ф
550,groß::A,vêlik,ины́
551,klein::A,májhen,цӏы́кӏу
552,lang::A,dólg,кӏыхьэ́
553,kurz::A,krátek,кӏэкӏы́
554,breit::A,širòk,шъуамбгъо́
555,schmal::A,ózek,бгъузэ́
556,dicht::A,góst,ӏужъу́
557,dick[Gegenstand]::A,dêbel,ӏужъу́
558,dünn::A,tánek,пӏуакӏэ́
559,fein::A,drôben,пӏуакӏэ́
560,fest::A,tŕden,пытэ́
561,flach::A,plán,тешъо́
562,flach::A,plòsk,тешъо́
563,glatt::A,gládek,зэны́бжь
564,hart::A,tŕd,пытэ́
565,weich::A,mehák,шъабэ́
566,rund::A,okrógel,хъура́й
567,spitz::A,šílast,папцӏэ́
568,scharf::A,óster,чан
569,stumpf::A,tóp,цако́
570,stumpf::A,skŕhan,цако́
571,schwer::A,têžek,онтэ́гъу
572,schön::A,lép,дахэ́
573,schön::A,krásen,дахэ́
574,heiß::A,vròč,жъо́ркъ
575,warm::A,tôpel,фабэ́у
576,kalt::A,mŕzel,чъыӏэ́
577,kalt::A,hláden,чъыӏэ́
578,kühl::A,hláden,чъыӏэтагъ
579,frisch::A,svéž,чъыӏэтагъ
580,feucht::A,vlážen,шынагъэ зиӏэ
581,feucht::A,vlážen,шынэгъакӏэ зиӏэ
582,nass::A,móker,цӏынэ́
583,trocken::A,súh,гъушъ
584,trocken::A,súh,чъэпхъыгъ
585,voll::A,póln,из
586,voll::A,póln,изыбз
587,leer::A,prázen,нэкӏы́
588,offen::A,odpŕt,зэдэхыгъэ
589,geschlossen::A,zapŕt,зэфэшӏыгъ
590,sauber::A,číst,къабзэ́
591,sauber::A,líčen,къабзэ́
592,schmutzig::A,umázan,шӏо́и
593,roh::A,suròv,мыжъо́
594,reif::A,zrèl,чъэпхъыгъ
595,lecker::A,okúsen,го́хьы
596,süß::A,sládek,ӏэшӏу
597,bitter::A,grenák,дыджы́
598,sauer::A,kísel,хафэ́
599,hell::A,svetèl,нэфын
600,dunkel::A,temèn,мэзэхэ
601,schwarz::A,čŕn,шӏуцӏэ
602,weiß::A,bél,фыжьы́
603,rot::A,rdèč,плъыжьы́
604,gelb::A,žólt,гъожьы́
605,gelb::A,rumèn,гъожьы́
606,blau::A,móder,шхъуантӏэ
607,grün::A,zelèn,шхъуантӏэ
608,grau::A,sív,шхъо
609,bunt::A,písan,къолэны
610,billig::A,pocéni,пыут
611,teuer::A,drág,сикӏа́с
612,teuer::A,drág,силъа́пӏ
613,wertvoll::A,dragocén,пкӏэ зиӏ
614,wertvoll::A,dragocén,уасэ́ зыфа́шӏ
615,blind::A,slép,нэшъу́
616,taub::A,glúh,дэгу
617,kräftig::A,močán,лъэ́ш
618,stark::A,ják,лъэ́ш
619,schwach::A,šíbek,хъыбэй
620,fett::A,dêbel,пщэры́
621,schlank::A,vítek,ищыгъэ
622,hübsch::A,lép,дахэ́
623,böse::A,zèl,ябгэ
624,böse::A,hudôben,ябгэ
625,dumm::A,glúp,делэ
626,dumm::A,bédast,делэ
627,faul::A,lén,шъхьахы́нэ
628,fleißig::A,marljív,егугъурэ
629,geizig::A,škŕt,тхьацэ
630,klug::A,pámeten,акъылышӏу́
631,geschickt::A,spréten,ӏэпэӏэсэ́
632,geschickt::A,spréten,шо́у шӏыгъэ́
633,lieb::A,míl,псэм фэд
634,lieb::A,ljúb,псэм фэд
635,lustig::A,vesél,чэф
636,sanft::A,láhek,ӏушъа́б
637,hungrig::A,láčen,гъаблэ́
638,krank::A,bolán,сыма́дж
639,nackt::A,nág,пцӏанэ́
640,traurig::A,túžen,нэшхъэй
641,lebendig::A,žív,
642,gut::A,dóber,дэгъу́
643,schlecht::A,malopríden,дэи
644,richtig::A,pravílen,тэрэз
645,schlimm::A,húd,щынэгъо
646,wahr::A,resníčen,шъыпкъэ́
647,alt::A,stàr,жъы
648,neu::A,nòv,кӏэ
649,ehemalig::A,nekdánji,-щтыгъэ
650,ehemalig::A,nekdánji,-гъэ
651,alt[Lebewesen]::A,stàr,жъы
652,jung::A,mlád,ныбжьыкӏэ́
653,arm::A,ubóg,тхьамы́кӏ
654,arm::A,réven,тхьамы́кӏ
655,reich::A,bogàt,бай
656,bekannt::A,znán,нэӏуа́с
657,berühmt::A,sláven,цӏэры́ӏу
658,berühmt::A,znamenít,цӏэры́ӏу
659,fremd::A,túj,хымэ
660,verschieden::A,razlíčen,зэфэшъхьафы
661,nah::A,blížnji,благъэ́
662,fern::A,dáleč,чыжьэ
663,linker::A,lévi,сэмэ́гу
664,rechter::A,désni,джабгъу
665,anderer::A,drúgi,нэмы́кӏ
666,erster::A,pŕvi,апэр
667,zweiter::A,drúgi,я́тӏонэр
668,dritter::A,trétji,ящэнэр
669,letzter::A,poslédnji,аужыр
670,allein::ADV,sám,зы
671,auf einmal::ADV,obênem,ардэдэм
672,auf einmal::ADV,obênem,асыхьатым
673,zusammen::ADV,skúpaj,зэгъусэхэ́у
674,lange::ADV,dólgo,бэрэ́
675,plötzlich::ADV,náglo,зэкӏэм
676,plötzlich::ADV,nenádoma,зэкӏэм
677,sofort::ADV,prècej,ардэдэм
678,sofort::ADV,prècej,асыхьатым
679,später::ADV,poznêje,нэужым
680,jetzt::ADV,zdàj,джы
681,heute::ADV,dánes,непэ́
682,morgen::ADV,jútri,неу́щы
683,bald::ADV,kmálu,псынкӏэу
684,dann::ADV,nató,нэужым
685,gestern::ADV,včéraj,тыгъуа́с
686,einst::ADV,nékdaj,зэгорэ́м
687,damals::ADV,tedàj,армэ
688,damals::ADV,tedàj,ащыгъум
