,Concept_ID,ba,it
156,Tier::N,жайуан,bestia
157,Tier::N,жайуан,animale
158,Tier::N,йыртҡыс,bestia
159,Tier::N,йыртҡыс,animale
160,Herde::N,көтөү,gregge
161,Kuh::N,һыйыр,vacca
162,Bulle::N,үгеҙ,toro
163,Pferd::N,ат,cavallo
164,Schaf::N,һарыҡ,pècora
165,Schwein::N,сусҡа,porco
166,Schwein::N,сусҡа,maiale
167,Hund::N,эт,cane
168,Katze::N,бесәй,gatta
169,Bär::N,айыу,orso
170,Eichhörnchen::N,тейен,scoiàttolo
171,Elch::N,мышы,alce
172,Fuchs::N,төлкө,volpe
173,Hase::N,ҡуян,lepre
174,Maus::N,сысҡан,topo
175,Maus::N,сысҡан,sorcio
176,Wolf::N,бүре,lupo
177,Vogel::N,ҡош,uccello
178,Schwarm::N,көтөү,stormo
179,Huhn::N,тауыҡ,gallina
180,Hahn::N,әтәс,gallo
181,Gans::N,ҡаҙ,oca
182,Adler::N,бөркөт,àquila
183,Ente::N,өйрәк,ànatra
184,Eule::N,өкө,gufo
185,Eule::N,өкө,civetta
186,Eule::N,ябалаҡ,gufo
187,Eule::N,ябалаҡ,civetta
188,Kranich::N,торна,gru
189,Krähe::N,ҡарға,cornacchia
190,Kuckuck::N,кәкүк,cuccù
191,Kuckuck::N,кәкүк,cùculo
192,Schwan::N,аҡҡош,cigno
193,Fisch::N,балыҡ,pesce
194,Barsch::N,алабуға,pèrsico
195,Hecht::N,суртан,luccio
196,Schlange[Tier]::N,йылан,serpente
197,Wurm::N,селяүсен,baco
198,Wurm::N,селяүсен,verme
199,Spinne::N,үрмәксе,ragno
200,Ameise::N,ҡырмыҫҡа,formica
201,Laus::N,бет,pidocchio
202,Mücke::N,серәкәй,zanzara
203,Fliege::N,себен,mosca
204,Schmetterling::N,күбәләк,farfalla
205,Beere::N,еләк,bacca
206,Apfel::N,алма,mela
207,Pilz::N,бәшмәк,fungo
208,Zwiebel::N,һуган,cipolla
209,Saat::N,орлоҡ,semente
210,Korn::N,иген,grano
211,Heu::N,бесән,fieno
212,Schale::N,ҡабыҡ,buccia
213,Grube::N,соҡор,cava
214,Grube::N,соҡор,fossa
215,Falle::N,тоҙак,tràppola
216,Falle::N,ҡапҡан,tràppola
217,Schlinge::N,тоҙак,laccio
218,Spur::N,әҫер,traccia
219,Asche::N,көл,cenere
220,Dreck::N,батҡаҡ,fango
221,Eisen::N,тимер,ferro
222,Gold::N,алтын,oro
223,Silber::N,көмөш,argento
224,Kohle::N,күмер,carbone
225,Glas::N,быяла,vetro
226,Lehm::N,балсыҡ,argilla
227,Sand::N,ҡом,arena
228,Sand::N,ҡом,sabbia
229,Mensch::N,кеше,uomo
230,Mensch::N,кеше,èssere umano
231,Mann::N,ир,uomo
232,Frau::N,ҡатын,donna
233,Kind::N,бала,bambino
234,Junge::N,малай,ragazzo
235,Mädchen::N,ҡыҙ,ragazza
236,Mädchen::N,ҡыҙыҡай,ragazza
237,Familie::N,ғаилә,famiglia
238,Großvater::N,олатай,nonno
239,Großmutter::N,әбәй,nonna
240,Eltern::N,ата-әсә,genitori
241,Vater::N,атай,padre
242,Mutter::N,әсә,madre
243,Sohn::N,ул,figlio
244,Tochter::N,ҡыҙ,figlia
245,Bruder::N,агай,fratello
246,Schwester::N,алай,sorella
247,Schwester::N,һеңле,sorella
248,Onkel::N,ағай,zio
249,Tante::N,апай,zia
250,Ehemann::N,ир,marito
251,Ehefrau::N,ҡатын,moglie
252,Freude::N,шатлыҡ,gioia
253,Freude::N,шатлыҡ,piacere
254,Freude::N,ҡыуаныс,gioia
255,Freude::N,ҡыуаныс,piacere
256,Gelächter::N,көлөү,risata
257,Glück::N,бәхет,felicità
258,Kummer::N,ҡайғы,afflizione
259,Wunsch::N,теләк,desiderio
260,Lust::N,әүәҫлек,voglia
261,Geist::N,аң,mente
262,Geist::N,аң,spìrito
263,Geist::N,рух,mente
264,Geist::N,рух,spìrito
265,Gedanke::N,уй,idea
266,Gedanke::N,уй,pensiero
267,Gedanke::N,фекер,idea
268,Gedanke::N,фекер,pensiero
269,Gedächtnis::N,хәтер,memoria
270,Verstand::N,аҡыл,intelletto
271,Sinn::N,мәғәня,senso
272,Sinn::N,мәғәня,significato
273,Grund::N,сәбәп,causa
274,Grund::N,сәбәп,motivo
275,Grund::N,сәбәп,ragione
276,Wahrheit::N,дөрөҫлөк,verità
277,Gespräch::N,әңгәмә,discorso
278,Gespräch::N,әңгәмә,conversazione
279,Märchen::N,әкиәт,fiaba
280,Märchen::N,әкиәт,fàvola
281,Erzählung::N,хикәйә,racconto
282,Erzählung::N,хикәйә,narrazione
283,Nachricht::N,хәбәр,messaggio
284,Neuigkeit::N,яңылыҡ,notizia
285,Name::N,исем,nome
286,Rätsel::N,йомаҡ,indovinello
287,Rede::N,телмәр,discorso
288,Sprache::N,тел,lingua
289,Sprache::N,тел,linguaggio
290,Sprache::N,телмәр,lingua
291,Sprache::N,телмәр,linguaggio
292,Stimme::N,тауыш,voce
293,Wort::N,һүҙ,parola
294,Zeichen::N,билдә,segno
295,Zeichen::N,билдә,segnale
296,Ruf::N,саҡырыу,chiamata
297,Lärm::N,шаулау,chiasso
298,Lärm::N,шаулау,strèpito
299,Laut::N,тауыш,suono
300,Ton::N,яңғырау,tono
301,Lied::N,йыр,canto
302,Lied::N,йыр,canzone
303,Ruhe::N,ял,calma
304,Ruhe::N,ял,tranquillità
305,Ruhe::N,тыныслыҡ,calma
306,Ruhe::N,тыныслыҡ,tranquillità
307,Leute::N,кешеләр,gente
308,Volk::N,халҡ,pòpolo
309,Arbeit::N,эш,lavoro
310,Gast::N,ҡунаҡ,òspite
311,Gast::N,ҡунаҡ,invitato
312,Geschenk::N,бүләк,regalo
313,Spiel::N,уйын,gioco
314,Gesellschaft::N,йәмғиәт,compagnìa
315,Hilfe::N,ярҙам,aiuto
316,Hilfe::N,ярҙам,soccorso
317,Freund::N,дуҫ,amico
318,Kamerad::N,иптәш,camerata
319,Angelegenheit::N,әш,affare
320,Angelegenheit::N,әш,faccenda
321,Anzahl::N,һан,nùmero
322,Anzahl::N,һан,quantità
323,Art::N,төр,tipo
324,Art::N,төр,specie
325,Stück::N,киҫәк,pezzo
326,Teil::N,өлөш,parte
327,Hälfte::N,ярты,metà
328,Kreis::N,түңәрәк,cìrcolo
329,Kreuz::N,тәре,croce
330,Linie::N,һыҙыҡ,lìnea
331,Strich::N,һыҙат,tratto
332,Abstand::N,ара,distanza
333,Entfernung::N,алыҫлыҡ,distanza
334,Entfernung::N,алыҫлыҡ,lontananza
335,Gegend::N,урын,regione
336,Platz::N,арауыҡ,posto
337,Platz::N,арауыҡ,spazio
338,Ort::N,ерҙәр,luogo
339,Ort::N,ерҙәр,località
340,Ort::N,урындар,luogo
341,Ort::N,урындар,località
342,Ort::N,эш урыны,luogo
343,Ort::N,эш урыны,località
344,Seite::N,яҡ,lato
345,Seite::N,яҡ,parte
346,Mitte::N,урталыҡ,mezzo
347,Mitte::N,урталыҡ,centro
348,Gegenstand::N,нәмә,oggetto
349,Sache::N,нәмә,cosa
350,Sache::N,әйбер,cosa
351,Rand::N,сит,orlo
352,Rand::N,сит,bordo
353,Kante::N,ҡабырға,spìgolo
354,Kante::N,ян,spìgolo
355,Ecke::N,мөйөш,canto
356,Spitze::N,ос,punta
357,Ende::N,аҙаҡ,capo
358,Ende::N,аҙаҡ,estremità
359,Loch::N,тишек,buco
360,Winkel::N,мөйөш,àngolo
361,Muster::N,биҙәк,disegno
362,Größe::N,ҙурлыҡ,taglia
363,Größe::N,ҙурлыҡ,grandezza
364,Länge::N,оҙонлоҡ,lunghezza
365,Höhe::N,бейеклек,altezza
366,Gewicht::N,үлсәү,peso
367,Menge::N,һан,quantità
368,Haufen::N,өйөм,cùmulo
369,Haufen::N,өйөм,mucchio
370,Reihe::N,рәт,fila
371,Boot::N,кәмә,barca
372,Boot::N,кәмә,battello
373,Ruder::N,ишкәк,remo
374,Schlitten::N,сана,slitta
375,Ski::N,саңгы,sci
376,Lagerfeuer::N,костер,falò
377,Lagerfeuer::N,костер,fuoco di bivacco
378,Last::N,ауырлыҡ,càrico
379,Gang::N,барыу,andata
380,Schritt::N,аҙым,passo
381,Norden::N,төньяҡ,nord
382,Norden::N,төньяҡ,settentrione
383,Süden::N,көньяҡ,sud
384,Süden::N,көньяҡ,meridione
385,Westen::N,көнбайыш,òvest
386,Westen::N,көнбайыш,occidente
387,Osten::N,көнсығыш,est
388,Osten::N,көнсығыш,oriente
389,Holz::N,үағас,legno
390,Brett::N,таҡта,asse
391,Brett::N,таҡта,tàvola
392,Platte::N,плита,lastra
393,Platte::N,плита,piastra
394,Stütze::N,терәк,supporto
395,Stange::N,кәртә,sbarra
396,Stange::N,кәртә,pèrtica
397,Stock::N,таяҡ,verga
398,Stock::N,таяҡ,bastone
399,Stock::N,таяҡ,bacchetta
400,Stab::N,ҡолға,asta
401,Rohr::N,торба,tubo
402,Haus::N,өй,casa
403,Haus::N,йорт,casa
404,Heim::N,өй,casa
405,Ofen::N,мейес,stufa
406,Fußboden::N,енес,pavimento
407,Tisch::N,өҫтәл,tàvolo
408,Stuhl::N,ултырғыс,sedia
409,Wiege::N,бишек,culla
410,Bett::N,карауат,letto
411,Regal::N,кәштә,scaffale
412,Kiste::N,йәшинк,cassa
413,Fenster::N,тәҙрә,finestra
414,Tür::N,ишек,porta
415,Tor::N,ҡапҡа,portone
416,Zaun::N,ҡойма,recinto
417,Dach::N,түбә,tetto
418,Dach::N,ҡыйыҡ,tetto
419,Leiter::N,баҫҡыс,scala
420,Leiter::N,баҫҡыс,scala a pioli
421,Besen::N,һепертке,scopa
422,Spaten::N,көрәк,vanga
423,Schaufel::N,көрәк,pala
424,Gabel::N,сәнске,forchetta
425,Löffel::N,ҡалаҡ,cucchiaio
426,Messer::N,бысаҡ,coltello
427,Nagel::N,сөй,chiodo
428,Netz::N,ау,rete
429,Haken::N,ыргаҡ,uncino
430,Griff::N,тотҡа,mànico
431,Griff::N,тотҡа,maniglia
432,Schloss::N,йоҙаҡ,serratura
433,Bild::N,картина,quadro
434,Bild::N,картина,immàgine
435,Figur::N,һын,figura
436,Puppe::N,ҡурсаҡ,bàmbola
437,Beutel::N,тоҡ,borsa
438,Beutel::N,тоҡ,sacchetto
439,Bündel::N,төргәк,fascio
440,Bündel::N,төргәк,fagotto
441,Tasche::N,сумка,borsa
442,Eimer::N,биҙрә,secchio
443,Deckel::N,ҡапҡас,coperchio
444,Geschirr::N,һауыт-һаба,stoviglie
445,Sack::N,тоҡ,sacco
446,Tasse::N,сынаяҡ,tazza
447,Topf::N,кәстрүл,pèntola
448,Kessel::N,ҡаҙан,paiolo
449,Kessel::N,ҡаҙан,calderone
450,Essen::N,ашау,pasto
451,Essen::N,ашау,mangiare
452,Nahrung::N,аҙыҡ,cibo
453,Nahrung::N,аҙыҡ,alimento
454,Speise::N,аш,piatto
455,Fleisch::N,ит,carne
456,Getreide::N,иген,cereali
457,Getreide::N,ашлыҡ,cereali
458,Brei::N,бутҡа,purè
459,Brei::N,бутҡа,pappa
460,Brot::N,икмәк,pane
461,Scheibe::N,телем,fetta
462,Scheibe::N,телем,trancia
463,Fett::N,май,grasso
464,Butter::N,май,burro
465,Öl::N,май буяуы,olio
466,Salz::N,тоҙ,sale
467,Suppe::N,һурпа,zuppa
468,Suppe::N,һурпа,minestra
469,Honig::N,бал,miele
470,Milch::N,һөт,latte
471,Tee::N,сәй,tè
472,Leder::N,күн,pelle
473,Wolle::N,йөн,lana
474,Stoff::N,туҡыма,panno
475,Stoff::N,туҡыма,tessuto
476,Nadel::N,энә,ago
477,Faden::N,еп,filo
478,Knopf::N,төймә,bottone
479,Knoten::N,төйөн,nodo
480,Farbe::N,буяу,pittura
481,Kleidung::N,кейем,vestiti
482,Kleidung::N,кейем,vestiario
483,Hemd::N,күлдәк,camicia
484,Kragen::N,яға,bàvero
485,Kragen::N,яға,colletto
486,Ärmel::N,ең,mànica
487,Hose::N,салбар,calzoni
488,Gürtel::N,ҡайыш,cintura
489,Mütze::N,бүрк,berretto
490,Schuh::N,туфли,scarpa
491,Stiefel::N,итек,stivale
492,Ring::N,йөҙөк,anello
493,Ring::N,балдаҡ,anello
494,Band::N,таҫма,nastro
495,Band::N,таҫма,fettuccia
496,Kamm::N,тараҡ,pèttine
497,Spiegel::N,көзгө,specchio
498,Riemen::N,ҡайыш,cinghia
499,Schnur::N,бау,corda
500,Leine::N,бау,guinzaglio
501,Decke::N,одеяд,coperta
502,Kissen::N,мендәр,cuscino
503,Kissen::N,мендәр,guanciale
504,Tuch::N,яулыҡ,fazzoletto
505,Handtuch::N,таҫтамал,asciugamano
506,Kraft::N,көс,forza
507,Stärke::N,көс,forza
508,Stärke::N,көс,vigore
509,Stärke::N,көс,fortezza
510,Gesundheit::N,һаулыҡ,salute
511,Krankheit::N,сир,malattìa
512,Krankheit::N,ауырыу,malattìa
513,Schmerz::N,һыҙлау,dolore
514,Schmerz::N,әрнеү,dolore
515,Wunde::N,йәрәхәт,piaga
516,Wunde::N,йәрәхәт,ferita
517,Fieber::N,тапма,febbre
518,Fieber::N,биҙгәк,febbre
519,Arznei::N,дарыу,fàrmaco
520,Arznei::N,дарыу,medicina
521,Brücke::N,күпер,ponte
522,Brunnen::N,ҡоҙоҡ,pozzo
523,Weide::N,көтөүлек,pàscolo
524,Pfad::N,һуҡмаҡ,sentiero
525,Weg::N,юл,via
526,Weg::N,юл,cammino
527,Straße::N,урам,strada
528,Dorf::N,ауыл,paese
529,Dorf::N,ауыл,villaggio
530,Stadt::N,ҡала,città
531,Brief::N,хат,lèttera
532,Buch::N,китап,libro
533,Buch::N,кенәгә,libro
534,Buchstabe::N,хәреф,lèttera
535,Zeitung::N,гәзит,giornale
536,Leben::N,йәшәү,vita
537,Tod::N,үлем,morte
538,Grab::N,ҡәбер,tomba
539,Grab::N,ҡәбер,sepolcro
540,Kirche::N,сиркәү,chiesa
541,Sünde::N,гөнаһ,peccato
542,Gott::N,алла,dio
543,Gott::N,хоҙай,dio
544,Arbeiter::N,эшсе,operaio
545,Arbeiter::N,эшсе,lavoratore
546,Chef::N,башлыҡ,capo
547,Chef::N,башлыҡ,padrone
548,Meister::N,оҫта,mastro
549,Meister::N,оҫта,maestro
550,Arzt::N,врач,mèdico
551,Arzt::N,врач,dottore
552,Lehrer::N,уҡытыусы,professore
553,Geld::N,аҡса,soldi
554,Geld::N,аҡса,denaro
555,Geschäft::N,эш,affare
556,Geschäft::N,эш,negozio
557,Laden::N,магазин,negozio
558,Preis::N,хаҡ,prezzo
559,Ware::N,тауар,merce
560,Nutzen::N,файҙа,ùtile
561,Nutzen::N,файҙа,profitto
562,Reichtum::N,байлыҡ,ricchezza
563,Welt::N,донъя,mondo
564,Land::N,ил,paese
565,Staat::N,дәүләт,Stato
566,König::N,король,re
567,Macht::N,власть,potere
568,Grenze::N,сик,confine
569,Grenze::N,сик,frontiera
570,Krieg::N,һуғыш,guerra
571,Feind::N,йылан,nemico
572,Gewalt::N,көслөк,violenza
573,Kampf::N,көрәш,lotta
574,Bogen[Waffe]::N,йәйә,arco
575,Pfeil::N,уҡ,freccia
576,Gewehr::N,мылтыҡ,fucile
577,Fehler::N,хата,errore
578,Fehler::N,хата,sbaglio
579,Lüge::N,ялған,bugìa
580,Lüge::N,ялған,menzogna
581,Schaden::N,зыян,danno
582,Schaden::N,зарар,danno
583,Unglück::N,ҡаза,sfortuna
584,Schuld::N,ғәйеп,colpa
585,Alter::N,йәш,età
586,Schluss::N,һуң,fine
587,Schluss::N,аҙаҡ,fine
588,Zeit::N,мәл,tempo
589,Zeit::N,заман,tempo
590,Tag::N,көн,giorno
591,Tag::N,көн,giornata
592,Morgen::N,иртә,mattina
593,Morgen::N,иртәнсәк,mattina
594,Mittag::N,төш,mezzogiorno
595,Abend::N,кис,sera
596,Abend::N,кис,serata
597,Nacht::N,төн,notte
598,Woche::N,аҙна,settimana
599,Monat::N,ай,mese
600,Jahr::N,йыл,anno
601,Frühling::N,яҙ,primavera
602,Sommer::N,йәй,estate
603,Herbst::N,көз,autunno
604,Winter::N,ҡыш,inverno
605,Januar::N,ғинуар,gennaio
606,Februar::N,февраль,febbraio
607,März::N,март,marzo
608,April::N,апрель,aprile
609,Mai::N,май,maggio
610,Juni::N,июнь,giugno
611,Juli::N,июль,luglio
612,August::N,август,agosto
613,September::N,сентябрь,settembre
614,Oktober::N,октябрь,ottobre
615,November::N,ноябрь,novembre
616,Dezember::N,декабрь,dicembre
617,Montag::N,дүшәмбе,lunedì
618,Dienstag::N,шишәмбе,martedì
619,Mittwoch::N,шаршамбы,mercoledì
620,Donnerstag::N,кесаҙна,giovedì
621,Freitag::N,йома,venerdì
622,Samstag::N,шәмбе,sàbato
623,Sonntag::N,йәкшәмбе,domenica
624,groß::A,ҙур,grande
625,klein::A,бәләкәс,pìccolo
626,lang::A,оҙон,lungo
627,kurz::A,ҡыҫҡа,corto
628,breit::A,киң,largo
629,schmal::A,тар,stretto
630,dicht::A,йыш,denso
631,dicht::A,ҡуйы,denso
632,dick[Gegenstand]::A,ҡалын,spesso
633,dünn::A,йоҡа,sottile
634,dünn::A,нәҙек,sottile
635,fein::A,нескә,fine
636,fein::A,нескә,delicato
637,fest::A,ныҡ,sodo
638,fest::A,ныҡ,fisso
639,flach::A,яҫы,piano
640,flach::A,яҫы,piatto
641,flach::A,ялпаҡ,piano
642,flach::A,ялпаҡ,piatto
643,glatt::A,шыма,liscio
644,hart::A,ҡаты,duro
645,weich::A,йомшаҡ,molle
646,rund::A,түңәрәк,rotondo
647,spitz::A,осло түбәле,aguzzo
648,spitz::A,осло түбәле,appuntito
649,scharf::A,үткер,affilato
650,scharf::A,үткер,tagliente
651,stumpf::A,утмәҫ,smussato
652,schwer::A,ауыр,pesante
653,schön::A,матур,bello
654,heiß::A,эҫе,caldo
655,heiß::A,эҫе,bollente
656,warm::A,йылы,caldo
657,kalt::A,һыуыҡ,freddo
658,kühl::A,һалҡынса,fresco
659,frisch::A,һалҡынса,fresco
660,feucht::A,еүеш,ùmido
661,feucht::A,дымлы,ùmido
662,nass::A,еүеш,bagnato
663,trocken::A,кипкән,secco
664,voll::A,тулы,pieno
665,leer::A,буш,vuoto
666,offen::A,асыҡ,aperto
667,geschlossen::A,ябыҡ,chiuso
668,sauber::A,таҙа,netto
669,sauber::A,таҙа,pulito
670,schmutzig::A,бысраҡ,sporco
671,schmutzig::A,бысраҡ,sùdicio
672,roh::A,сей,crudo
673,reif::A,өлгөрғән,maturo
674,lecker::A,тәмле,ghiotto
675,lecker::A,тәмле,squisito
676,süß::A,тямле,dolce
677,süß::A,тәм-том,dolce
678,bitter::A,әсе,amaro
679,sauer::A,әсе,aspro
680,sauer::A,әсе,acerbo
681,hell::A,яҡты,chiaro
682,dunkel::A,ҡараңғы,buio
683,dunkel::A,ҡараңғы,oscuro
684,schwarz::A,ҡара,nero
685,weiß::A,аҡ,bianco
686,rot::A,матур,rosso
687,rot::A,һылыу,rosso
688,rot::A,сибәр,rosso
689,gelb::A,һары,giallo
690,blau::A,күк,blu
691,blau::A,күк,azzurro
692,grün::A,йәшел,verde
693,grau::A,буҙ,grigio
694,bunt::A,сыбар,variopinto
695,bunt::A,ала-ҡола,variopinto
696,billig::A,арзан,a buon prezzo
697,billig::A,арзан,a buon mercato
698,teuer::A,ҡыйбатлы,caro
699,wertvoll::A,ҡиммәтле,prezioso
700,blind::A,һуҡыр,cieco
701,taub::A,һаңғырау,sordo
702,kräftig::A,көслө,forte
703,kräftig::A,көслө,robusto
704,kräftig::A,ҡеүәтле,forte
705,kräftig::A,ҡеүәтле,robusto
706,stark::A,көслө,forte
707,stark::A,көслө,vigoroso
708,stark::A,ҡеүәтле,forte
709,stark::A,ҡеүәтле,vigoroso
710,schwach::A,көсһөҙ,dèbole
711,fett::A,һимеҙ,grasso
712,schlank::A,зифа,snello
713,schlank::A,зифа,slanciato
714,hübsch::A,матур,bello
715,hübsch::A,матур,carino
716,böse::A,асыулы,cattivo
717,dumm::A,иҫәр,stùpido
718,faul::A,иренсәк,pigro
719,fleißig::A,тырыш,diligente
720,geizig::A,һаран,avaro
721,klug::A,аҡыллы,intelligente
722,geschickt::A,оҫта,àbile
723,lieb::A,яғымлы,caro
724,lustig::A,күңелле,gaio
725,lustig::A,күңелле,allegro
726,sanft::A,йыуаш,dolce
727,hungrig::A,ас,affamato
728,krank::A,сирле,malato
729,krank::A,сирле,infermo
730,krank::A,ауырыу,malato
731,krank::A,ауырыу,infermo
732,nackt::A,яланғас,nudo
733,traurig::A,яманһыу,triste
734,lebendig::A,тере,vivo
735,lebendig::A,йәнле,vivo
736,gut::A,яҡшы,buono
737,schlecht::A,хөрт,cattivo
738,schlecht::A,алама,cattivo
739,richtig::A,дөрөҫ,giusto
740,schlimm::A,хөрт,grave
741,schlimm::A,алама,grave
742,wahr::A,дөрөҫ,vero
743,alt::A,иҫке,vecchio
744,alt::A,боронғо,vecchio
745,neu::A,яңы,nuovo
746,ehemalig::A,элекке,vecchio
747,ehemalig::A,элекке,d'una_volta
748,alt[Lebewesen]::A,ҡарт,anziano
749,jung::A,йәш,giovane
750,arm::A,фәҡир,pòvero
751,reich::A,бай,ricco
752,bekannt::A,таныш,noto
753,bekannt::A,таныш,conosciuto
754,berühmt::A,атаҡлы,famoso
755,berühmt::A,атаҡлы,cèlebre
756,berühmt::A,данлыҡлы,famoso
757,berühmt::A,данлыҡлы,cèlebre
758,fremd::A,ят,estràneo
759,fremd::A,ят,straniero
760,fremd::A,сит,estràneo
761,fremd::A,сит,straniero
762,verschieden::A,төрлө,diverso
763,verschieden::A,төрлө,differente
764,nah::A,яҡын,vicino
765,nah::A,яҡын,propinquo
766,fern::A,алыҫ,lontano
767,fern::A,йыраҡ,lontano
768,linker::A,һул,sinistro
769,rechter::A,уң,destro
770,anderer::A,бутән,altro
771,erster::A,тәүге,primo
772,zweiter::A,икенсе,secondo
773,dritter::A,өсөнсө,terzo
774,letzter::A,һуңғы,ùltimo
775,allein::ADV,бер үҙе,solo
