,Concept_ID,ga,av
1419,rufen::V,glaoigh,ахӏизе
1420,prahlen::V,maígh,беццаризе
1421,übersetzen::V,aistrigh,буссинабизе
1422,denken::V,síl,ургъизе
1423,denken::V,ceap,ургъизе
1424,glauben::V,creid,божизе
1425,bemerken::V,tabhair faoi deara,берречӏчӏизе
1426,erkennen::V,aithin,лъазе
1427,erkennen::V,aithin,батӏаго бахъизе
1428,begreifen::V,tuig,бичӏчӏизе
1429,verstehen::V,tuig,
1430,lernen::V,foghlaim,цӏализе
1431,wissen::V,tá a fhios ag,лъазе
1432,sich erinnern an::V,cuimhnigh ar,ракӏалде щвезе
1433,sich erinnern an::V,is cuimhne ar,ракӏалде щвезе
1434,vergessen::V,dearmad,кӏочене
1435,messen::V,tomhais,борцине
1436,zählen::V,cuntais,рикӏкӏине
1437,rechnen::V,ríomh,рикӏкӏине
1438,rechnen::V,áirigh,рикӏкӏине
1439,lesen::V,léigh,цӏализе
1440,malen::V,péinteáil,бахъизе
1441,zeichnen::V,línigh,бахъизе
1442,zeichnen::V,tarraing,бахъизе
1443,schreiben::V,scríobh,хъвазе
1444,besitzen::V,is le,щвезе
1445,besitzen::V,is le,бу́кӏине
1446,kaufen::V,ceannaigh,босизе
1447,verkaufen::V,díol,бичизе
1448,bezahlen::V,íoc as,кьезе
1449,zahlen::V,íoc,кьезе
1450,beherrschen::V,rialaigh,
1451,ertragen::V,seas,баччизе
1452,ertragen::V,fulaing,баччизе
1453,ertragen::V,foighnigh,баччизе
1454,Ader::N,,бидурихь
1455,vorwärts::ADV,,цебехун
