,Concept_ID,hy,hy
64,Hunger::N,քաղց,քաղց
65,Träne::N,արտասուք,արտասուք
66,Geschmack::N,համ,համ
67,Geschmack::N,համ,բուրմունք
68,Geschmack::N,բուրմունք,համ
69,Geschmack::N,բուրմունք,բուրմունք
70,Geruch::N,հոտ,հոտ
71,Geruch::N,հոտ,բուրում
72,Geruch::N,բուրում,հոտ
73,Geruch::N,բուրում,բուրում
74,Schlaf::N,քուն,քուն
75,Traum::N,երազ,երազ
76,Himmel::N,երկինք,երկինք
77,Sonne::N,արեւ,արեւ
78,Mond::N,լուսին,լուսին
79,Stern::N,աստղ,աստղ
80,Luft::N,օդ,օդ
81,Wind::N,քամի,քամի
82,Welle::N,ալիք,ալիք
83,Wasser::N,ջուր,ջուր
84,Stein::N,քար,քար
85,Boden::N,գետին,գետին
86,Erde::N,հող,հող
87,Staub::N,փոշի,փոշի
88,Rauch::N,ծուխ,ծուխ
89,Funke::N,կայծ,կայծ
90,Feuer::N,կրակ,կրակ
91,Feuer::N,կրակ,հրդեհ
92,Feuer::N,հրդեհ,կրակ
93,Feuer::N,հրդեհ,հրդեհ
94,Licht::N,լույս,լույս
95,Schatten::N,ստվեր,ստվեր
96,Wetter::N,եղանակ,եղանակ
97,Nebel::N,մեգ,մեգ
98,Nebel::N,մեգ,մառախուղ
99,Nebel::N,մառախուղ,մեգ
100,Nebel::N,մառախուղ,մառախուղ
101,Wolke::N,ամպ,ամպ
102,Regen::N,անձրև,անձրև
103,Schnee::N,ձյուն,ձյուն
104,Eis::N,սառույց,սառույց
105,Frost::N,սառնամանիք,սառնամանիք
106,Kälte::N,դող,դող
107,Hitze::N,շոգ,շոգ
108,Raureif::N,ցօղեղեամ,ցօղեղեամ
109,Regenbogen::N,ծիածան,ծիածան
110,Donner::N,որոտ,որոտ
111,Strömung::N,հոսանք,հոսանք
112,Tropfen::N,կաթիլ,կաթիլ
113,Schaum::N,փրփուր,փրփուր
114,Schmutz::N,կեղտ,կեղտ
115,See::N,լիճ,լիճ
116,Sumpf::N,ճահիճ,ճահիճ
117,Moor::N,ճահիճ,ճահիճ
118,Wiese::N,մարգագետին,մարգագետին
119,Wald::N,անտառ,անտառ
120,Hügel::N,բլուր,բլուր
121,Anhöhe::N,բարձունք,բարձունք
122,Berg::N,լեռ,լեռ
123,Gipfel::N,գագաթ,գագաթ
124,Gipfel::N,գագաթ,կատար
125,Gipfel::N,կատար,գագաթ
126,Gipfel::N,կատար,կատար
127,Höhle::N,քարայր,քարայր
128,Abhang::N,լանջ,լանջ
129,Abhang::N,լանջ,զառիվայր
130,Abhang::N,զառիվայր,լանջ
131,Abhang::N,զառիվայր,զառիվայր
132,Quelle::N,աղբյուր,աղբյուր
133,Bach::N,վտակ,վտակ
134,Fluss::N,գետ,գետ
135,Ufer::N,ծովափ,ծովափ
136,Küste::N,ափ,ափ
137,Küste::N,ափ,ծովափ
138,Küste::N,ծովափ,ափ
139,Küste::N,ծովափ,ծովափ
140,Festland::N,ցամաք,ցամաք
141,Meer::N,ծով,ծով
142,Bucht::N,հաչիւն,հաչիւն
143,Insel::N,վղզի,վղզի
144,Blume::N,ծաղիկ,ծաղիկ
145,Gras::N,խոտ,խոտ
146,Wurzel::N,արմատ,արմատ
147,Baum::N,ծառ,ծառ
148,Stamm::N,իրան,իրան
149,Rinde::N,կեղեւ,կեղեւ
150,Rinde::N,կեղեւ,հաչոց
151,Rinde::N,հաչոց,կեղեւ
152,Rinde::N,հաչոց,հաչոց
153,Ast::N,ճյուղ,ճյուղ
154,Zweig::N,ճյուղ,ճյուղ
155,Blatt::N,տերեւ,տերեւ
156,Birke::N,ցարասի,ցարասի
157,Kiefer[Baum]::N,սոճի,սոճի
158,Weide[Baum]::N,ուռենի,ուռենի
159,Tanne::N,եղեւին,եղեւին
160,Feder::N,փետուր,փետուր
161,Fell::N,մորթի,մորթի
162,Flügel::N,թեւ,թեւ
163,Klaue::N,չանչ,չանչ
164,Kralle::N,ճանկ,ճանկ
165,Schwanz::N,պոչ,պոչ
166,Ei::N,ձու,ձու
167,Nest::N,բույն,բույն
168,Bau::N,որջ,որջ
169,Bau::N,որջ,բայոց
170,Bau::N,բայոց,որջ
171,Bau::N,բայոց,բայոց
172,Tier::N,կենդանի,կենդանի
173,Herde::N,հոտ,հոտ
174,Kuh::N,կով,կով
175,Bulle::N,ցուլ,ցուլ
176,Pferd::N,ձի,ձի
177,Schaf::N,ոչխար,ոչխար
178,Schwein::N,խոզ,խոզ
179,Hund::N,շուն,շուն
180,Katze::N,կատու,կատու
181,Bär::N,արջ,արջ
182,Eichhörnchen::N,սկյուռ,սկյուռ
183,Elch::N,հիւսիսային եղջերու,հիւսիսային եղջերու
184,Fuchs::N,աղվես,աղվես
185,Hase::N,նապաստակ,նապաստակ
186,Maus::N,մուկ,մուկ
187,Wolf::N,գայլ,գայլ
188,Vogel::N,թռչուն,թռչուն
189,Schwarm::N,երամ,երամ
190,Huhn::N,հավ,հավ
191,Hahn::N,աքաղաղ,աքաղաղ
192,Gans::N,սագ,սագ
193,Adler::N,արծիվ,արծիվ
194,Ente::N,բադ,բադ
195,Eule::N,բու,բու
196,Kranich::N,կռունկ,կռունկ
197,Krähe::N,ագռավ,ագռավ
198,Kuckuck::N,կուկու,կուկու
199,Schwan::N,կարապ,կարապ
200,Fisch::N,ձուկ,ձուկ
201,Barsch::N,պերկես,պերկես
202,Hecht::N,գայլաձուկ,գայլաձուկ
203,Schlange[Tier]::N,օձ,օձ
204,Wurm::N,որդ,որդ
205,Wurm::N,որդ,ճիճու
206,Wurm::N,ճիճու,որդ
207,Wurm::N,ճիճու,ճիճու
208,Spinne::N,սարդ,սարդ
209,Ameise::N,միջյուն,միջյուն
210,Laus::N,ոջիլ,ոջիլ
211,Mücke::N,մժղուկ,մժղուկ
212,Fliege::N,ճանճ,ճանճ
213,Schmetterling::N,թիթեռ,թիթեռ
214,Beere::N,հատապտուղ,հատապտուղ
215,Apfel::N,խնձոր,խնձոր
216,Pilz::N,սունկ,սունկ
217,Zwiebel::N,սոխ,սոխ
218,Saat::N,սերմ,սերմ
219,Korn::N,հատիկ,հատիկ
220,Heu::N,խոտ,խոտ
221,Schale::N,կեղեւ,կեղեւ
222,Grube::N,փոս,փոս
223,Falle::N,ծուղակ,ծուղակ
224,Schlinge::N,խեղդան,խեղդան
225,Spur::N,հետք,հետք
226,Asche::N,մոխիր,մոխիր
227,Dreck::N,աղտ,աղտ
228,Eisen::N,երկաթ,երկաթ
229,Gold::N,ոսկի,ոսկի
230,Silber::N,արծաթ,արծաթ
231,Kohle::N,քարածուխ,քարածուխ
232,Glas::N,ապակի,ապակի
233,Lehm::N,կավ,կավ
234,Sand::N,ավազ,ավազ
235,Mensch::N,մարդ,մարդ
236,Mann::N,մարդ,մարդ
237,Mann::N,մարդ,տղամարդ
238,Mann::N,տղամարդ,մարդ
239,Mann::N,տղամարդ,տղամարդ
240,Frau::N,կին,կին
241,Kind::N,զավակ,զավակ
242,Junge::N,տղա,տղա
243,Mädchen::N,աղջիկ,աղջիկ
244,Familie::N,ընտանիք,ընտանիք
245,Großvater::N,պապ,պապ
246,Großmutter::N,տատ,տատ
247,Eltern::N,ծնողներ,ծնողներ
248,Vater::N,հայր,հայր
249,Mutter::N,մայր,մայր
250,Sohn::N,որդի,որդի
251,Tochter::N,աղջիկ,աղջիկ
252,Tochter::N,աղջիկ,դուստր
253,Tochter::N,դուստր,աղջիկ
254,Tochter::N,դուստր,դուստր
255,Bruder::N,եղբայր,եղբայր
256,Schwester::N,քույր,քույր
257,Onkel::N,քեռի,քեռի
258,Onkel::N,քեռի,հորեղբայր
259,Onkel::N,հորեղբայր,քեռի
260,Onkel::N,հորեղբայր,հորեղբայր
261,Tante::N,մորաքույր,մորաքույր
262,Ehemann::N,մարդ,մարդ
263,Ehemann::N,մարդ,ամուսին
264,Ehemann::N,ամուսին,մարդ
265,Ehemann::N,ամուսին,ամուսին
266,Ehefrau::N,կին ամուսին,կին ամուսին
267,Freude::N,ուրախություն,ուրախություն
268,Gelächter::N,ծիծաղ,ծիծաղ
269,Glück::N,երջանկություն,երջանկություն
270,Kummer::N,վիշտ,վիշտ
271,Wunsch::N,ցանկություն,ցանկություն
272,Lust::N,փափագ,փափագ
273,Lust::N,փափագ,իղձ
274,Lust::N,իղձ,փափագ
275,Lust::N,իղձ,իղձ
276,Geist::N,ոգի,ոգի
277,Gedanke::N,միտք,միտք
278,Gedächtnis::N,հիշողություն,հիշողություն
279,Verstand::N,խելք,խելք
280,Sinn::N,իմաստ,իմաստ
281,Grund::N,պատճառ,պատճառ
282,Wahrheit::N,ճշմարտություն,ճշմարտություն
283,Gespräch::N,զրույց,զրույց
284,Märchen::N,պայիկի պատմություն,պայիկի պատմություն
285,Erzählung::N,պատմվածք,պատմվածք
286,Erzählung::N,պատմվածք,պատմություն
287,Erzählung::N,պատմություն,պատմվածք
288,Erzählung::N,պատմություն,պատմություն
289,Nachricht::N,հաղորդագրություն,հաղորդագրություն
290,Neuigkeit::N,լուր,լուր
291,Neuigkeit::N,լուր,նորություն
292,Neuigkeit::N,նորություն,լուր
293,Neuigkeit::N,նորություն,նորություն
294,Name::N,անուն,անուն
295,Rätsel::N,բարդ խնդիր,բարդ խնդիր
296,Rede::N,ճառ,ճառ
297,Rede::N,ճառ,ելույթ
298,Rede::N,ելույթ,ճառ
299,Rede::N,ելույթ,ելույթ
300,Sprache::N,լեզու,լեզու
301,Stimme::N,ձայն,ձայն
302,Wort::N,բառ,բառ
303,Zeichen::N,նշան,նշան
304,Ruf::N,կոչ,կոչ
305,Ruf::N,կոչ,կանչ
306,Ruf::N,կանչ,կոչ
307,Ruf::N,կանչ,կանչ
308,Lärm::N,աղմուկ,աղմուկ
309,Laut::N,հնչյուն,հնչյուն
310,Laut::N,հնչյուն,ձայն
311,Laut::N,ձայն,հնչյուն
312,Laut::N,ձայն,ձայն
313,Ton::N,տոն,տոն
314,Lied::N,երգ,երգ
315,Ruhe::N,անդորրություն,անդորրություն
316,Leute::N,մարդիկ,մարդիկ
317,Volk::N,ազգ,ազգ
318,Arbeit::N,գործ,գործ
319,Arbeit::N,գործ,աշխատանք
320,Arbeit::N,աշխատանք,գործ
321,Arbeit::N,աշխատանք,աշխատանք
322,Gast::N,հյուր,հյուր
323,Geschenk::N,նվեր,նվեր
324,Spiel::N,խաղ,խաղ
325,Gesellschaft::N,ընկերություն,ընկերություն
326,Hilfe::N,օգնությթուն,օգնությթուն
327,Freund::N,ընկեր,ընկեր
328,Freund::N,ընկեր,բարեկամ
329,Freund::N,բարեկամ,ընկեր
330,Freund::N,բարեկամ,բարեկամ
331,Kamerad::N,ուղեկից,ուղեկից
332,Angelegenheit::N,բան,բան
333,Angelegenheit::N,բան,գործ
334,Angelegenheit::N,գործ,բան
335,Angelegenheit::N,գործ,գործ
336,Anzahl::N,քանակ,քանակ
337,Anzahl::N,քանակ,գումար
338,Anzahl::N,գումար,քանակ
339,Anzahl::N,գումար,գումար
340,Art::N,տեսակ,տեսակ
341,Stück::N,կտոր,կտոր
342,Teil::N,մաս,մաս
343,Hälfte::N,կես,կես
344,Kreis::N,շիջանակ,շիջանակ
345,Kreuz::N,խաչ,խաչ
346,Linie::N,գիծ,գիծ
347,Strich::N,գիծ,գիծ
348,Abstand::N,անջրպետ,անջրպետ
349,Entfernung::N,հեռավորություն,հեռավորություն
350,Gegend::N,շրջան,շրջան
351,Platz::N,տարածություն,տարածություն
352,Ort::N,տեղ,տեղ
353,Ort::N,տեղ,վայր
354,Ort::N,վայր,տեղ
355,Ort::N,վայր,վայր
356,Seite::N,կողմ,կողմ
357,Mitte::N,մեջտեղ,մեջտեղ
358,Gegenstand::N,առարկա,առարկա
359,Sache::N,բան,բան
360,Rand::N,վերջք,վերջք
361,Kante::N,եզր,եզր
362,Ecke::N,անկյուն,անկյուն
363,Spitze::N,ծայր,ծայր
364,Ende::N,ծայր,ծայր
365,Loch::N,անցք,անցք
366,Winkel::N,անկյուն,անկյուն
367,Muster::N,օրինակ,օրինակ
368,Größe::N,մեծություն,մեծություն
369,Länge::N,երկարություն,երկարություն
370,Höhe::N,բարձրություն,բարձրություն
371,Gewicht::N,կշիռ,կշիռ
372,Menge::N,քանակ,քանակ
373,Haufen::N,դեզ,դեզ
374,Haufen::N,դեզ,կույտ
375,Haufen::N,կույտ,դեզ
376,Haufen::N,կույտ,կույտ
377,Reihe::N,շարք,շարք
378,Reihe::N,շարք,կարգ
379,Reihe::N,կարգ,շարք
380,Reihe::N,կարգ,կարգ
381,Boot::N,նավակ,նավակ
382,Ruder::N,թի,թի
383,Ruder::N,թի,թիակ
384,Ruder::N,թիակ,թի
385,Ruder::N,թիակ,թիակ
386,Schlitten::N,բալխիր,բալխիր
387,Ski::N,դահուկ,դահուկ
388,Lagerfeuer::N,բացօդեայ կրակ,բացօդեայ կրակ
389,Last::N,բեռ,բեռ
390,Gang::N,զբոսանք,զբոսանք
391,Schritt::N,քայլ,քայլ
392,Norden::N,հյուսիս,հյուսիս
393,Süden::N,հարավ,հարավ
394,Westen::N,արեւմուտք,արեւմուտք
395,Osten::N,արեւելք,արեւելք
396,Holz::N,փայտ,փայտ
397,Brett::N,տախտակ,տախտակ
398,Platte::N,թիթեղ,թիթեղ
399,Stütze::N,նեցուկ,նեցուկ
400,Stange::N,ձող,ձող
401,Stock::N,փայտ,փայտ
402,Stab::N,ցուպ,ցուպ
403,Stab::N,ցուպ,գավազան
404,Stab::N,գավազան,ցուպ
405,Stab::N,գավազան,գավազան
406,Rohr::N,խողովակ,խողովակ
407,Haus::N,տուն,տուն
408,Heim::N,տուն,տուն
409,Ofen::N,վառարան,վառարան
410,Fußboden::N,հատակ,հատակ
411,Tisch::N,սեղան,սեղան
412,Stuhl::N,աթոռ,աթոռ
413,Wiege::N,օրորոց,օրորոց
414,Bett::N,անկողին,անկողին
415,Regal::N,դարակ,դարակ
416,Kiste::N,տուփ,տուփ
417,Fenster::N,պատուհան,պատուհան
418,Tür::N,դուռ,դուռ
419,Tor::N,դարպաս,դարպաս
420,Zaun::N,ցանկապատ,ցանկապատ
421,Dach::N,տանիք,տանիք
422,Dach::N,տանիք,կտուր
423,Dach::N,կտուր,տանիք
424,Dach::N,կտուր,կտուր
425,Leiter::N,սանդուղք,սանդուղք
426,Besen::N,ավել,ավել
427,Spaten::N,բահ,բահ
428,Schaufel::N,թի,թի
429,Gabel::N,պատառաքաղ,պատառաքաղ
430,Löffel::N,գդալ,գդալ
431,Messer::N,դանակ,դանակ
432,Nagel::N,մեխ,մեխ
433,Netz::N,ցանց,ցանց
434,Haken::N,կարթ,կարթ
435,Griff::N,կոթ,կոթ
436,Griff::N,կոթ,բռնակ
437,Griff::N,բռնակ,կոթ
438,Griff::N,բռնակ,բռնակ
439,Schloss::N,կողպեք,կողպեք
440,Bild::N,նկար,նկար
441,Bild::N,նկար,պատկեր
442,Bild::N,պատկեր,նկար
443,Bild::N,պատկեր,պատկեր
444,Figur::N,քանդակ,քանդակ
445,Figur::N,քանդակ,պատկեր
446,Figur::N,պատկեր,քանդակ
447,Figur::N,պատկեր,պատկեր
448,Puppe::N,տիկնիկ,տիկնիկ
449,Beutel::N,տոպրակ,տոպրակ
450,Bündel::N,կապոց,կապոց
451,Tasche::N,պայուսակ,պայուսակ
452,Eimer::N,դույլ,դույլ
453,Deckel::N,կափարիչ,կափարիչ
454,Geschirr::N,ամանեղեն,ամանեղեն
455,Sack::N,պարկ,պարկ
456,Sack::N,պարկ,տոպրակ
457,Sack::N,տոպրակ,պարկ
458,Sack::N,տոպրակ,տոպրակ
459,Tasse::N,թաս,թաս
460,Tasse::N,թաս,գավաթ
461,Tasse::N,գավաթ,թաս
462,Tasse::N,գավաթ,գավաթ
463,Topf::N,անոթ,անոթ
464,Kessel::N,կաթսա,կաթսա
465,Essen::N,կերակուր,կերակուր
466,Nahrung::N,ուտելիք,ուտելիք
467,Speise::N,խորտիկ,խորտիկ
468,Speise::N,խորտիկ,կերակուր
469,Speise::N,կերակուր,խորտիկ
470,Speise::N,կերակուր,կերակուր
471,Fleisch::N,միս,միս
472,Getreide::N,հացահատիկ,հացահատիկ
473,Brei::N,լանդակ,լանդակ
474,Brot::N,հաց,հաց
475,Scheibe::N,կտոր,կտոր
476,Scheibe::N,կտոր,պատառ
477,Scheibe::N,պատառ,կտոր
478,Scheibe::N,պատառ,պատառ
479,Fett::N,ճարպ,ճարպ
480,Butter::N,կարագ,կարագ
481,Öl::N,ձեթ,ձեթ
482,Salz::N,աղ,աղ
483,Suppe::N,սուպ,սուպ
484,Suppe::N,սուպ,ապուր
485,Suppe::N,ապուր,սուպ
486,Suppe::N,ապուր,ապուր
487,Honig::N,մեղր,մեղր
488,Milch::N,կաթ,կաթ
489,Tee::N,թեյ,թեյ
490,Leder::N,կաշի,կաշի
491,Wolle::N,բուրդ,բուրդ
492,Stoff::N,գործվածք,գործվածք
493,Nadel::N,ասեղ,ասեղ
494,Faden::N,թել,թել
495,Knopf::N,կոճակ,կոճակ
496,Knoten::N,հանգույց,հանգույց
497,Farbe::N,ներկ,ներկ
498,Kleidung::N,հագուստ,հագուստ
499,Hemd::N,վերնաշապիկ,վերնաշապիկ
500,Kragen::N,օձիք,օձիք
501,Ärmel::N,թեւք,թեւք
502,Hose::N,շալվար,շալվար
503,Gürtel::N,գոտի,գոտի
504,Mütze::N,կեպի,կեպի
505,Schuh::N,կոշիկ,կոշիկ
506,Stiefel::N,երկարաճիթ կոշիկ,երկարաճիթ կոշիկ
507,Ring::N,զնգալ,զնգալ
508,Band::N,ժապավեն,ժապավեն
509,Kamm::N,սանր,սանր
510,Spiegel::N,հայելի,հայելի
511,Riemen::N,փոկ,փոկ
512,Schnur::N,լար,լար
513,Leine::N,փոկ,փոկ
514,Decke::N,վերմակ,վերմակ
515,Kissen::N,բարձ,բարձ
516,Tuch::N,թաշկինակ,թաշկինակ
517,Handtuch::N,սրբիչ,սրբիչ
518,Kraft::N,ուժ,ուժ
519,Stärke::N,պնդություն,պնդություն
520,Stärke::N,պնդություն,ամրություն
521,Stärke::N,ամրություն,պնդություն
522,Stärke::N,ամրություն,ամրություն
523,Gesundheit::N,առողջություն,առողջություն
524,Krankheit::N,ախտ,ախտ
525,Krankheit::N,ախտ,հիվանդություն
526,Krankheit::N,հիվանդություն,ախտ
527,Krankheit::N,հիվանդություն,հիվանդություն
528,Schmerz::N,ցավ,ցավ
529,Schmerz::N,ցավ,տանջանք
530,Schmerz::N,տանջանք,ցավ
531,Schmerz::N,տանջանք,տանջանք
532,Wunde::N,վերք,վերք
533,Fieber::N,տենդ,տենդ
534,Arznei::N,դեղ,դեղ
535,Brücke::N,կամուրջ,կամուրջ
536,Brunnen::N,հոր,հոր
537,Brunnen::N,հոր,ջրհոր
538,Brunnen::N,ջրհոր,հոր
539,Brunnen::N,ջրհոր,ջրհոր
540,Weide::N,արոտավայր,արոտավայր
541,Pfad::N,արահետ,արահետ
542,Weg::N,ուղի,ուղի
543,Straße::N,ճանապարհ,ճանապարհ
544,Dorf::N,գյուղ,գյուղ
545,Stadt::N,քաղաք,քաղաք
546,Brief::N,նամակ,նամակ
547,Buch::N,գիրք,գիրք
548,Buchstabe::N,տառ,տառ
549,Buchstabe::N,տառ,գիր
550,Buchstabe::N,գիր,տառ
551,Buchstabe::N,գիր,գիր
552,Zeitung::N,լրագիր,լրագիր
553,Leben::N,կյանք,կյանք
554,Tod::N,մահ,մահ
555,Grab::N,գերեզման,գերեզման
556,Kirche::N,եկեղեցի,եկեղեցի
557,Sünde::N,մեղք,մեղք
558,Gott::N,աստված,աստված
559,Arbeiter::N,բանվոր,բանվոր
560,Arbeiter::N,բանվոր,աշխատող
561,Arbeiter::N,աշխատող,բանվոր
562,Arbeiter::N,աշխատող,աշխատող
563,Chef::N,տեր,տեր
564,Meister::N,վարպետ,վարպետ
565,Arzt::N,բժիշկ,բժիշկ
566,Lehrer::N,ուսուցիչ,ուսուցիչ
567,Geld::N,փող,փող
568,Geschäft::N,գործ,գործ
569,Geschäft::N,գործ,աշխատանք
570,Geschäft::N,աշխատանք,գործ
571,Geschäft::N,աշխատանք,աշխատանք
572,Laden::N,կրպակ,կրպակ
573,Laden::N,կրպակ,խանութ
574,Laden::N,խանութ,կրպակ
575,Laden::N,խանութ,խանութ
576,Preis::N,գին,գին
577,Ware::N,ապրանք,ապրանք
578,Nutzen::N,օգուտ,օգուտ
579,Reichtum::N,հարստություն,հարստություն
580,Welt::N,աշխարհ,աշխարհ
581,Land::N,երկիր,երկիր
582,Staat::N,պետություն,պետություն
583,König::N,արքա,արքա
584,König::N,արքա,թագավոր
585,König::N,թագավոր,արքա
586,König::N,թագավոր,թագավոր
587,Macht::N,իշխանություն,իշխանություն
588,Grenze::N,սահման,սահման
589,Krieg::N,պատերազմ,պատերազմ
590,Feind::N,թշնամի,թշնամի
591,Gewalt::N,բռնություն,բռնություն
592,Gewalt::N,բռնություն,սաստկություն
593,Gewalt::N,սաստկություն,բռնություն
594,Gewalt::N,սաստկություն,սաստկություն
595,Kampf::N,մարտ,մարտ
596,Bogen[Waffe]::N,աղեղ,աղեղ
597,Pfeil::N,նետ,նետ
598,Gewehr::N,հրացան,հրացան
599,Fehler::N,սխալ,սխալ
600,Lüge::N,սուտ,սուտ
601,Schaden::N,վնաս,վնաս
602,Unglück::N,դժբախտություն,դժբախտություն
603,Schuld::N,պակասություն,պակասություն
604,Alter::N,հասակ,հասակ
605,Schluss::N,վերջ,վերջ
606,Schluss::N,վերջ,վախճան
607,Schluss::N,վախճան,վերջ
608,Schluss::N,վախճան,վախճան
609,Zeit::N,ժամանակ,ժամանակ
610,Tag::N,օր,օր
611,Morgen::N,առավոտ,առավոտ
612,Mittag::N,կեսօր,կեսօր
613,Abend::N,երեկո,երեկո
614,Nacht::N,գիշեր,գիշեր
615,Woche::N,շաբաթ,շաբաթ
616,Monat::N,ամիս,ամիս
617,Jahr::N,տարի,տարի
618,Frühling::N,գարուն,գարուն
619,Sommer::N,ամառ,ամառ
620,Herbst::N,աշուն,աշուն
621,Winter::N,ձմեռ,ձմեռ
622,Januar::N,հունվար,հունվար
623,Februar::N,փետրվար,փետրվար
624,März::N,մարտ,մարտ
625,April::N,ապրիլ,ապրիլ
626,Mai::N,մայիս,մայիս
627,Juni::N,հունիս,հունիս
628,Juli::N,հուլիս,հուլիս
629,August::N,օգոստոս,օգոստոս
630,September::N,սեպտեմբեր,սեպտեմբեր
631,Oktober::N,հոկտեմբեր,հոկտեմբեր
632,November::N,նոյեմբեր,նոյեմբեր
633,Dezember::N,դեկտեմբեր,դեկտեմբեր
634,Montag::N,երկուշաբթի,երկուշաբթի
635,Dienstag::N,երեքշաբթի,երեքշաբթի
636,Mittwoch::N,չորեքշաբթի,չորեքշաբթի
637,Donnerstag::N,հինգշաբթի,հինգշաբթի
638,Freitag::N,ուրբաթ,ուրբաթ
639,Samstag::N,շաբաթ,շաբաթ
640,Sonntag::N,կիրակի,կիրակի
641,groß::A,մեծ,մեծ
642,groß::A,մեծ,խոշոր
643,groß::A,խոշոր,մեծ
644,groß::A,խոշոր,խոշոր
645,klein::A,պստիկ,պստիկ
646,klein::A,պստիկ,փոքրիկ
647,klein::A,փոքրիկ,պստիկ
648,klein::A,փոքրիկ,փոքրիկ
649,lang::A,երկար,երկար
650,kurz::A,կարճ,կարճ
651,breit::A,լայն,լայն
652,schmal::A,նեղ,նեղ
653,dicht::A,խիտ,խիտ
654,dick[Gegenstand]::A,հաստ,հաստ
655,dünn::A,բարակ,բարակ
656,fein::A,նուրբ,նուրբ
657,fest::A,ամուր,ամուր
658,fest::A,ամուր,պինդ
659,fest::A,պինդ,ամուր
660,fest::A,պինդ,պինդ
661,flach::A,տափակ,տափակ
662,glatt::A,հարթ,հարթ
663,hart::A,կարծր,կարծր
664,weich::A,մեղմ,մեղմ
665,weich::A,մեղմ,փափուկ
666,weich::A,փափուկ,մեղմ
667,weich::A,փափուկ,փափուկ
668,rund::A,կլոր,կլոր
669,spitz::A,սրածայր,սրածայր
670,scharf::A,սուր,սուր
671,stumpf::A,գուլ,գուլ
672,schwer::A,ծանր,ծանր
673,schön::A,սիրուն,սիրուն
674,schön::A,սիրուն,գեղեցիկ
675,schön::A,գեղեցիկ,սիրուն
676,schön::A,գեղեցիկ,գեղեցիկ
677,heiß::A,թեժ,թեժ
678,warm::A,տաք,տաք
679,warm::A,տաք,ջերմ
680,warm::A,ջերմ,տաք
681,warm::A,ջերմ,ջերմ
682,kalt::A,ցուրտ,ցուրտ
683,kühl::A,զով,զով
684,frisch::A,թարմ,թարմ
685,feucht::A,ղոնավ,ղոնավ
686,nass::A,թաց,թաց
687,trocken::A,ցամաք,ցամաք
688,voll::A,լի,լի
689,voll::A,լի,լիքը
690,voll::A,լիքը,լի
691,voll::A,լիքը,լիքը
692,leer::A,դատարկ,դատարկ
693,offen::A,բաց,բաց
694,geschlossen::A,գոց,գոց
695,sauber::A,մաքուր,մաքուր
696,schmutzig::A,կեղտոտ,կեղտոտ
697,roh::A,հում,հում
698,reif::A,հասած,հասած
699,reif::A,հասած,հասուն
700,reif::A,հասուն,հասած
701,reif::A,հասուն,հասուն
