,Concept_ID,he,lt
70,Stein::N,אבן,akmuo
71,Boden::N,קרקע,žemė
72,Boden::N,קרקע,dugnas
73,Erde::N,אדמה,žemė
74,Staub::N,אבק,dulkės
75,Rauch::N,עשן,dūmai
76,Funke::N,ניצוץ,kibirkštis
77,Feuer::N,אש,ugnis
78,Licht::N,אור,šviesa
79,Schatten::N,צל,paūksmė
80,Wetter::N,מזג אויר,oras
81,Nebel::N,ערפל,migla
82,Nebel::N,ערפל,rūkas
83,Wolke::N,ענן,debesis
84,Regen::N,גשם,lietus
85,Schnee::N,שלג,sniegas
86,Eis::N,קרח,ledas
87,Frost::N,צנה,šalna
88,Kälte::N,קר,šaltis
89,Hitze::N,חם,karštis
90,Raureif::N,כפור,šerkšnas
91,Regenbogen::N,קשת,vaivorykštė
92,Donner::N,רעם,perkūnas
93,Donner::N,רעם,griaustinis
94,Strömung::N,זרימה,tėkmė
95,Tropfen::N,טפה,lašas
96,Schaum::N,קצף,putos
97,Schmutz::N,לכלוך,purvas
98,See::N,אגם,ežeras
99,Sumpf::N,בצה,klampynė
100,Sumpf::N,בצה,liūnas
101,Moor::N,בצה,pelkė
102,Wiese::N,מרעה,pieva
103,Wald::N,יער,miškas
104,Hügel::N,תל,kalva
105,Anhöhe::N,מעלה,kauburys
106,Berg::N,הר,kalnas
107,Gipfel::N,פסגה,viršūnė
108,Höhle::N,מערה,ola
109,Abhang::N,מדרון,šlaitas
110,Abhang::N,מדרון,nuokalnė
111,Abhang::N,שפוע,šlaitas
112,Abhang::N,שפוע,nuokalnė
113,Quelle::N,מעין,versmė
114,Quelle::N,מעין,šaltinis
115,Bach::N,נחל,upelis
116,Fluss::N,נהר,upė
117,Ufer::N,גדה,krantas
118,Küste::N,חוף,pajūris
119,Festland::N,יבשה,sausuma
120,Meer::N,ים,jūra
121,Bucht::N,מפרץ,įlanka
122,Bucht::N,מפרץ,užutekis
123,Insel::N,אי,sala
124,Blume::N,פרח,gėlė
125,Gras::N,דשא,žolė
126,Wurzel::N,שרש,šaknis
127,Baum::N,עץ,medis
128,Stamm::N,גזע,kamienas
129,Rinde::N,קלפת עץ,žievė
130,Ast::N,ענף,šaka
131,Zweig::N,ענף,šakelė
132,Blatt::N,עלה,lapas
133,Birke::N,שדר,beržas
134,Kiefer[Baum]::N,ארן,pušis
135,Weide[Baum]::N,ערבה,karklas
136,Tanne::N,אשוח,eglė
137,Tanne::N,אשוח,kėnis
138,Horn::N,קרן,ragas
139,Feder::N,נוצה,plunksna
140,Fell::N,פרוה,kailis
141,Flügel::N,כנף,sparnas
142,Klaue::N,טלף,kanopa
143,Kralle::N,טפר,nagas
144,Schwanz::N,זנב,uodega
145,Ei::N,ביצה,kiaušinis
146,Nest::N,קן,gūžta
147,Nest::N,קן,lizdas
148,Bau::N,מחלה,ola
149,Tier::N,חיה,gyvūnas
150,Herde::N,עדר,banda
151,Herde::N,עדר,kaimenė
152,Kuh::N,פרה,karvė
153,Bulle::N,פר,bulius
154,Pferd::N,סוס,arklys
155,Schaf::N,כבשה,avis
156,Schwein::N,חזיר,kiaulė
157,Hund::N,כלב,šuo
158,Katze::N,חתול,katė
159,Bär::N,דב,lokys
160,Eichhörnchen::N,סנאי,voveraitė
161,Elch::N,דישון,briedis
162,Fuchs::N,שועל,lapė
163,Hase::N,ארנב,kiškas
164,Maus::N,עכבר,pelė
165,Wolf::N,זאב,vilkas
166,Vogel::N,צפור,paukštis
167,Schwarm::N,נחיל,spiečius
168,Schwarm::N,להקה,spiečius
169,Huhn::N,תרנגלת,višta
170,Hahn::N,תרנגול,gaidys
171,Gans::N,אוז,žąsis
172,Adler::N,עיט,erelis
173,Ente::N,ברוז,antis
174,Eule::N,ינשוף,pelėda
175,Kranich::N,עגור,gervė
176,Kranich::N,כרוכיה,gervė
177,Krähe::N,עורב,varna
178,Kuckuck::N,קוקיה,gegužė
179,Schwan::N,ברבור,gulbė
180,Fisch::N,דג,žuvis
181,Barsch::N,אוקונוס,ešerys
182,Hecht::N,זאב הים,lydeka
183,Schlange[Tier]::N,נחש,gyvatė
184,Wurm::N,תולעת,kirmėlė
185,Spinne::N,עכביש,voras
186,Ameise::N,נמלה,skruzdė
187,Laus::N,כנה,utėlė
188,Mücke::N,יתוש,uodas
189,Fliege::N,זבוב,musė
190,Schmetterling::N,פרפר,drugys
191,Schmetterling::N,פרפר,peteliškė
192,Beere::N,ענבה,uoga
193,Apfel::N,תפוח,obuolys
194,Pilz::N,פטריה,grybas
195,Zwiebel::N,בצל,svogūnas
196,Saat::N,זרעים,sėkla
197,Korn::N,גרעין,grūdai
198,Heu::N,חציר,šienas
199,Schale::N,קלפה,žievelė
200,Grube::N,בור,duobė
201,Grube::N,שוחה,duobė
202,Falle::N,מלכדת,pinklės
203,Falle::N,מלכדת,žabangai
204,Schlinge::N,לולאה,kilpa
205,Spur::N,עקבה,vėžė
206,Spur::N,עקבה,pėdos
207,Spur::N,עקבה,pėdsakas
208,Asche::N,אפר,pelenai
209,Dreck::N,זהמה,purvas
210,Eisen::N,ברזל,geležis
211,Gold::N,זהב,auksas
212,Silber::N,כסף,sidabras
213,Kohle::N,פחם,anglis
214,Glas::N,זכוכית,stiklas
215,Lehm::N,חרסית,molis
216,Sand::N,חול,smėlis
217,Mensch::N,אדם,žmogus
218,Mann::N,איש,vyras
219,Mann::N,איש,vyriškis
220,Mann::N,גבר,vyras
221,Mann::N,גבר,vyriškis
222,Frau::N,אשה,moteris
223,Frau::N,גברת,moteris
224,Kind::N,ילד,vaikas
225,Junge::N,ילד,vaikinas
226,Junge::N,ילד,berniukas
227,Mädchen::N,נערה,mergytė
228,Mädchen::N,נערה,mergaitė
229,Familie::N,משפחה,šeima
230,Großvater::N,סבא,senelis
231,Großmutter::N,סבתא,senelė
232,Eltern::N,הורים,tėvai
233,Vater::N,אב,tėvas
234,Mutter::N,אם,motina
235,Sohn::N,בן,sūnus
236,Tochter::N,בת,duktė
237,Bruder::N,אח,brolis
238,Schwester::N,אחות,sesuo
239,Onkel::N,דוד,dėdė
240,Tante::N,דודה,teta
241,Ehemann::N,איש,vyras
242,Ehemann::N,בעל,vyras
243,Ehefrau::N,אשה,žmona
244,Freude::N,שמחה,džiaugsmas
245,Gelächter::N,צחוק,juokas
246,Glück::N,אשר,laimė
247,Kummer::N,יגון,vargas
248,Kummer::N,יגון,rūpestis
249,Kummer::N,עגמה,vargas
250,Kummer::N,עגמה,rūpestis
251,Wunsch::N,אחול,troškimas
252,Wunsch::N,אחול,pageidavimas
253,Wunsch::N,משאלה,troškimas
254,Wunsch::N,משאלה,pageidavimas
255,Lust::N,חשק,noras
256,Lust::N,חשק,geidulys
257,Lust::N,תשוקה,noras
258,Lust::N,תשוקה,geidulys
259,Geist::N,רוח,dvasia
260,Gedanke::N,מחשבה,mintis
261,Gedächtnis::N,זכרון,atmintis
262,Verstand::N,שכל,protas
263,Sinn::N,מובן,prasmė
264,Sinn::N,משמעות,prasmė
265,Grund::N,סבה,priežastis
266,Wahrheit::N,אמת,tiesa
267,Wahrheit::N,אמת,teisybė
268,Gespräch::N,דיון,pokalbis
269,Märchen::N,אגדה,pasaka
270,Erzählung::N,ספור,apsakymas
271,Erzählung::N,ספור,pasakojimas
272,Nachricht::N,ידיעה,žinia
273,Neuigkeit::N,חדשה,naujiena
274,Name::N,שם,vardas
275,Rätsel::N,תעלומה,mįslė
276,Rede::N,נאום,kalba
277,Sprache::N,לשון,kalba
278,Stimme::N,קול,balsas
279,Wort::N,מלה,žodis
280,Zeichen::N,סימן,žymė
281,Zeichen::N,סימן,ženklas
282,Ruf::N,קריאה,šauksmas
283,Lärm::N,רעש,triukšmas
284,Laut::N,הגה,garsas
285,Ton::N,צליל,tonas
286,Ton::N,צליל,garsas
287,Lied::N,שיר,daina
288,Lied::N,שיר,giesmė
289,Ruhe::N,שלוה,ramybė
290,Ruhe::N,שלוה,ramumas
291,Leute::N,אנשים,žmonės
292,Volk::N,עם,tauta
293,Arbeit::N,עבודה,darbas
294,Arbeit::N,עבודה,triūsas
295,Gast::N,אורח,svečias
296,Geschenk::N,מתנה,dovana
297,Spiel::N,משחק,žaismas
298,Spiel::N,משחק,žaidimas
299,Gesellschaft::N,חברה,draugija
300,Gesellschaft::N,חברה,kompanija
301,Hilfe::N,עזרה,pagalba
302,Freund::N,חבר,draugas
303,Freund::N,חבר,bičiulis
304,Freund::N,ידיד,draugas
305,Freund::N,ידיד,bičiulis
306,Kamerad::N,רע,draugas
307,Angelegenheit::N,ענין,dalykas
308,Angelegenheit::N,ענין,reikalas
309,Anzahl::N,מספר,kiekis
310,Anzahl::N,מספר,skaičius
311,Art::N,סוג,rūšis
312,Stück::N,חתיכה,gabalas
313,Teil::N,פרק,dalis
314,Hälfte::N,חצי,pusė
315,Kreis::N,מעגל,ratas
316,Kreis::N,מעגל,apskritis
317,Kreis::N,מעגל,apskritimas
318,Kreuz::N,צלב,kryžius
319,Linie::N,קו,linija
320,Strich::N,קו קצר,brėžis
321,Strich::N,קו קצר,brūkšnys
322,Abstand::N,מרחק,atstumas
323,Entfernung::N,מרחק,atstumas
324,Gegend::N,נוף,vietovė
325,Platz::N,שטח,vieta
326,Ort::N,אתר,vieta
327,Ort::N,אתר,vietovė
328,Ort::N,מקום,vieta
329,Ort::N,מקום,vietovė
330,Seite::N,צד,pusė
331,Seite::N,צד,šonas
332,Mitte::N,אמצע,vidurys
333,Gegenstand::N,אוביקט,dalykas
334,Sache::N,דבר,daiktas
335,Rand::N,פרור,kraštas
336,Rand::N,פרור,pakraštys
337,Kante::N,קצה,kraštas
338,Ecke::N,פנה,kertė
339,Ecke::N,פנה,kampas
340,Spitze::N,קצה,priekis
341,Spitze::N,קצה,priešakys
342,Ende::N,סוף,galas
343,Loch::N,חר,skylė
344,Winkel::N,פנה,kampas
345,Winkel::N,פנה,kampelis
346,Muster::N,תבנית,raštas
347,Größe::N,גדל,dydis
348,Größe::N,גדל,didumas
349,Länge::N,ארך,ilgis
350,Länge::N,ארך,ilgumas
351,Höhe::N,קומה,aukštis
352,Höhe::N,קומה,aukštuma
353,Höhe::N,גבה,aukštis
354,Höhe::N,גבה,aukštuma
355,Gewicht::N,משקל,svoris
356,Gewicht::N,משקל,svarstis
357,Menge::N,כמות,kiekis
358,Menge::N,כמות,daugybė
359,Haufen::N,ערמה,krūva
360,Haufen::N,ערמה,šūsnis
361,Reihe::N,רצף,greta
362,Boot::N,סירה,valtis
363,Boot::N,סירה,laivelis
364,Ruder::N,משוט,irklas
365,Schlitten::N,מזחלת,rogės
366,Schlitten::N,מזחלת,rogutės
367,Ski::N,מגלשים,slidė
368,Lagerfeuer::N,מדורה,laužas
369,Last::N,משא,našta
370,Last::N,משא,nešulys
371,Gang::N,הליכה,eisena
372,Schritt::N,צעד,žingsnis
373,Norden::N,צפון,šiaurė
374,Norden::N,צפון,žiemiai
375,Süden::N,דרום,pietūs
376,Westen::N,מערב,vakarai
377,Osten::N,מזרח,rytai
378,Holz::N,עץ,mediena
379,Brett::N,קרש,lenta
380,Platte::N,לוח,plokštė
381,Stütze::N,משען,atrama
382,Stütze::N,משען,atspara
383,Stange::N,מוט,lazda
384,Stange::N,מוט,kartis
385,Stock::N,מקל,lazda
386,Stab::N,מוט,kartis
387,Rohr::N,צנור,vamzdis
388,Haus::N,בית,namas
389,Heim::N,בית,namai
390,Ofen::N,תנור,krosnis
391,Fußboden::N,רצפה,grindys
392,Tisch::N,שלחן,stalas
393,Stuhl::N,כסא,kėdė
394,Wiege::N,ערש,lopšys
395,Bett::N,מטה,lova
396,Bett::N,מטה,patalai
397,Regal::N,מדף,lentyna
398,Kiste::N,תבה,dėžė
399,Kiste::N,ארגז,dėžė
400,Fenster::N,חלון,langas
401,Tür::N,דלת,durys
402,Tor::N,שער,vartai
403,Zaun::N,גדר,tvora
404,Dach::N,גג,stogas
405,Leiter::N,סלם,kopėčios
406,Besen::N,מטאטא,šluota
407,Spaten::N,את,lopeta
408,Spaten::N,את,kastuvas
409,Schaufel::N,את,semtuvas
410,Gabel::N,מזלג,šakutė
411,Löffel::N,כף,šaukštas
412,Messer::N,סכין,peilis
413,Nagel::N,מסמר,vinis
414,Netz::N,רשת,tinklas
415,Haken::N,וו,vagis
416,Haken::N,וו,kablys
417,Haken::N,קרס,vagis
418,Haken::N,קרס,kablys
419,Griff::N,ידית,kotas
420,Griff::N,ידית,rankena
421,Schloss::N,מנעול,spyna
422,Schloss::N,מנעול,užraktas
423,Bild::N,תמונה,paveikslas
424,Figur::N,פסל,figūra
425,Puppe::N,בבה,lėlė
426,Beutel::N,שק,krepšys
427,Beutel::N,שק,maišelis
428,Bündel::N,צרור,ryšulys
429,Tasche::N,שקית,krepšelis
430,Eimer::N,דלי,kibiras
431,Deckel::N,מכסה,dangtis
432,Geschirr::N,כלים,indai
433,Sack::N,שק,maišas
434,Tasse::N,ספל,puodukas
435,Topf::N,סיר,puodas
436,Kessel::N,קנקן,katilas
437,Essen::N,אכל,valgis
438,Essen::N,ארוחה,valgis
439,Nahrung::N,הזנה,penas
440,Nahrung::N,הזנה,maistas
441,Nahrung::N,תזונה,penas
442,Nahrung::N,תזונה,maistas
443,Speise::N,מאכל,patiekalas
444,Speise::N,ארוחה,patiekalas
445,Fleisch::N,בשר,mėsa
446,Getreide::N,דגן,javai
447,Brei::N,מחית,košė
448,Brot::N,לחם,duona
449,Scheibe::N,עגול,riekė
450,Scheibe::N,פרוסה,riekė
451,Fett::N,שמן,taukai
452,Fett::N,שמן,riebalai
453,Butter::N,חמאה,sviestas
454,Öl::N,שמן,aliejus
455,Salz::N,מלח,druska
456,Suppe::N,מרק,sriuba
457,Honig::N,דבש,medus
458,Milch::N,חלב,pienas
459,Tee::N,תה,arbata
460,Leder::N,עור,oda
461,Wolle::N,צמר,vilna
462,Stoff::N,בד,audeklas
463,Stoff::N,אריג,audeklas
464,Nadel::N,מחט,adata
465,Faden::N,חוט,gija
466,Faden::N,חוט,siūlas
467,Knopf::N,כפתור,saga
468,Knoten::N,קשר,mazgas
469,Farbe::N,צבע,dažai
470,Kleidung::N,בגדים,rūbai
471,Kleidung::N,בגדים,drabužiai
472,Hemd::N,חלצה,marškiniai
473,Kragen::N,צוארון,apykaklė
474,Ärmel::N,שרוול,rankovė
475,Hose::N,מכנסים,kelnės
476,Gürtel::N,חגורה,juosta
477,Gürtel::N,חגורה,diržas
478,Mütze::N,כובע,kepurė
479,Schuh::N,נעל,batas
480,Stiefel::N,מגף,auliniai batai
481,Ring::N,טבעת,žiedas
482,Band::N,סרט,kaspinas
483,Kamm::N,מסרק,šukos
484,Spiegel::N,מראה,veidrodis
485,Riemen::N,רצועה,diržas
486,Schnur::N,חבל,virvė
487,Leine::N,מושכות,pavadėlis
488,Decke::N,שמיכה,antklodė
489,Kissen::N,כרית,pagalvė
490,Kissen::N,כרית,priegalvis
491,Tuch::N,צעיף,skarelė
492,Handtuch::N,מגבת,rankšluostis
493,Kraft::N,כוח,jėga
494,Stärke::N,און,stiprumas
495,Gesundheit::N,בריאות,sveikata
496,Krankheit::N,מחלה,liga
497,Schmerz::N,כאב,skausmas
498,Wunde::N,פציעה,žaizda
499,Fieber::N,חם,karštis
500,Arznei::N,תרופה,vaistas
501,Brücke::N,גשר,tiltas
502,Brunnen::N,באר,šulinys
503,Weide::N,אחו,ganykla
504,Weide::N,אחו,gluosnis
505,Weide::N,מרעה,ganykla
506,Weide::N,מרעה,gluosnis
507,Pfad::N,שביל,takas
508,Pfad::N,מדרכה,takas
509,Weg::N,דרך,kelias
510,Straße::N,כביש,gatvė
511,Dorf::N,כפר,kaimas
512,Dorf::N,כפר,sodžius
513,Stadt::N,עיר,miestas
514,Brief::N,מכתב,laiškas
515,Buch::N,ספר,knyga
516,Buchstabe::N,אות,raidė
517,Zeitung::N,עתון,laikraštis
518,Leben::N,חיים,gyvybė
519,Leben::N,חיים,gyvenimas
520,Tod::N,מות,mirtis
521,Grab::N,קבר,kapas
522,Kirche::N,כנסיה,bažnyčia
523,Sünde::N,חטא,nuodėmė
524,Sünde::N,חטא,nusidėjimas
525,Gott::N,אל,dievas
526,Arbeiter::N,פועל,darbininkas
527,Chef::N,ראש,šefas
528,Chef::N,ראש,vadovas
529,Chef::N,ראש,viršininkas
530,Chef::N,מנהל,šefas
531,Chef::N,מנהל,vadovas
532,Chef::N,מנהל,viršininkas
533,Meister::N,ממחה,meistras
534,Arzt::N,רופא,gydytojas
535,Lehrer::N,מורה,mokytojas
536,Geld::N,כסף,pinigai
537,Geschäft::N,עסקה,biznis
538,Laden::N,חנות,krautuvė
539,Laden::N,חנות,parduotuvė
540,Preis::N,מחיר,kaina
541,Ware::N,סחורה,prekė
542,Nutzen::N,תועלת,nauda
543,Nutzen::N,תועלת,pelnas
544,Reichtum::N,עשר,turtas
545,Welt::N,עולם,pasaulis
546,Land::N,ארץ,žemė
547,Land::N,ארץ,šalis
548,Staat::N,מדינה,valstija
549,König::N,מלך,karalius
550,Macht::N,כוח,galia
551,Macht::N,כוח,valdžia
552,Grenze::N,גבול,riba
553,Grenze::N,גבול,siena
554,Krieg::N,מלחמה,karas
555,Feind::N,אויב,priešas
556,Gewalt::N,אלימות,jėga
557,Gewalt::N,אלימות,smurtas
558,Gewalt::N,אלימות,prievarta
559,Kampf::N,קרב,kova
560,Kampf::N,לחימה,kova
561,Bogen[Waffe]::N,קשת,lankas
562,Pfeil::N,חץ,strėlė
563,Gewehr::N,רובה,šautuvas
564,Fehler::N,טעות,klaida
565,Lüge::N,שקר,melas
566,Schaden::N,נזק,nuostolis
567,Schaden::N,נזק,apgadinimas
568,Unglück::N,מזל רע,nelaimė
569,Schuld::N,אשמה,kaltė
570,Alter::N,גיל,amžius
571,Schluss::N,סיום,pabaiga
572,Zeit::N,זמן,laikas
573,Tag::N,יום,diena
574,Morgen::N,בקר,rytas
575,Mittag::N,צהרים,vidurdienis
576,Abend::N,ערב,vakaras
577,Nacht::N,לילה,naktis
578,Woche::N,שבוע,savaitė
579,Monat::N,חדש,mėnuo
580,Jahr::N,שנה,metai
581,Frühling::N,אביב,pavasaris
582,Sommer::N,קיץ,vasara
583,Herbst::N,סתו,ruduo
584,Winter::N,חרף,žiema
585,Januar::N,ינואר,sausis
586,Februar::N,פברואר,vasaris
587,März::N,מרץ,kovas
588,April::N,אפריל,balandis
589,Mai::N,מאי,gegužė
590,Juni::N,יוני,birželis
591,Juli::N,יולי,liepa
592,August::N,אוגוסט,rugpjūtis
593,September::N,ספטמבר,rugsėjis
594,Oktober::N,אוקטובר,spalis
595,November::N,נובמבר,lapkritis
596,Dezember::N,דצמבר,gruodis
597,Montag::N,יום שני,pirmadienis
598,Dienstag::N,יום שלישי,antradienis
599,Mittwoch::N,יום רביעי,trečiadienis
600,Donnerstag::N,יום חמישי,ketvirtadienis
601,Freitag::N,יום ששי,penktadienis
602,Samstag::N,יום שבת,šeštadienis
603,Sonntag::N,יום ראשון,sekmadienis
604,groß::A,גדול,didis
605,groß::A,גדול,didelis
606,klein::A,קטן,mažas
607,lang::A,ארך,ilgas
608,kurz::A,קצר,trumpas
609,breit::A,רחב,platus
610,schmal::A,צר,smulkus
611,dicht::A,צפוף,tankus
612,dick[Gegenstand]::A,עבה,storas
613,dünn::A,דק,plonas
614,fein::A,מעדן,smulkus
615,fest::A,מוצק,kietas
616,fest::A,מוצק,tvirtas
617,flach::A,שטוח,lėkštas
618,flach::A,שטוח,plokščias
619,glatt::A,חלק,slidus
620,hart::A,קשיח,kietas
621,weich::A,רך,minkštas
622,rund::A,עגל,apvalus
623,rund::A,עגל,apskritas
624,spitz::A,חד,aštrus
625,spitz::A,חד,smailus
626,scharf::A,חד,aštrus
627,stumpf::A,קהה,bukas
628,stumpf::A,קהה,atšipęs
629,schwer::A,כבד,sunkus
630,schön::A,יפה,gražus
631,heiß::A,חם,karštas
632,warm::A,חם,šiltas
633,kalt::A,קר,šaltas
634,kühl::A,צונן,vėsus
635,kühl::A,צונן,bejausmis
636,frisch::A,טרי,šviežias
637,feucht::A,לח,drėgnas
638,nass::A,רטוב,šlapias
639,trocken::A,יבש,sausas
640,voll::A,מלא,pilnas
641,leer::A,ריק,tuščias
642,offen::A,פתוח,atviras
643,geschlossen::A,סגור,uždaras
644,geschlossen::A,סגור,uždarytas
645,sauber::A,נקי,švarus
646,schmutzig::A,מלכלך,nešvarus
647,schmutzig::A,מלכלך,purvinas
648,roh::A,חי,žalias
649,reif::A,בשל,prinokęs
650,reif::A,בשל,pribrendęs
651,lecker::A,טעים,gardus
652,süß::A,מתוק,saldus
653,bitter::A,מר,kartus
654,sauer::A,חמוץ,gižus
655,sauer::A,חמוץ,rūgštus
656,hell::A,בהיר,šviesus
657,hell::A,בהיר,skaistus
658,dunkel::A,עמום,tamsus
659,schwarz::A,שחר,juodas
660,weiß::A,לבן,baltas
661,rot::A,אדם,raudonas
662,gelb::A,צהב,geltonas
663,blau::A,כחל,mėlynas
664,grün::A,ירק,žalias
665,grau::A,אפר,pilkas
666,bunt::A,צבעוני,margas
667,bunt::A,צבעוני,spalvotas
668,billig::A,זול,pigus
669,teuer::A,יקר,brangus
670,wertvoll::A,יקר ערך,vertingas
671,blind::A,עור,aklas
672,taub::A,חרש,kurčias
673,kräftig::A,חסן,stiprus
674,stark::A,חזק,stiprus
675,schwach::A,חלש,silpnas
676,fett::A,שמן,riebus
677,schlank::A,רזה,laibas
678,schlank::A,רזה,lieknas
679,hübsch::A,יפה תאר,gražus
680,böse::A,רשע,blogas
681,dumm::A,טפש,paikas
682,dumm::A,טפש,kvailas
683,faul::A,עצלן,tingus
684,fleißig::A,חרוץ,stropus
685,fleißig::A,חרוץ,kruopštus
686,geizig::A,קמצן,šykštus
687,klug::A,נבון,sumanus
688,klug::A,נבון,protingas
689,klug::A,פקח,sumanus
690,klug::A,פקח,protingas
691,geschickt::A,מימן,apsukrus
692,lieb::A,יקר,mielas
693,lieb::A,אהוב,mielas
694,lustig::A,עליז,smagus
695,lustig::A,עליז,linksmas
696,sanft::A,עדין,švelnus
697,sanft::A,עדין,minkštas
698,hungrig::A,רעב,alkanas
699,krank::A,חולה,ligotas
700,krank::A,חולה,sergantis
701,nackt::A,ערום,nuogas
702,traurig::A,עצוב,liūdnas
703,lebendig::A,חי,gyvas
704,gut::A,טוב,geras
705,schlecht::A,גרוע,blogas
706,schlecht::A,גרוע,prastas
707,richtig::A,נכון,tikras
708,richtig::A,נכון,teisingas
709,schlimm::A,רע,blogas
710,schlimm::A,רע,prastas
711,wahr::A,אמתי,tikras
712,alt::A,ישן,senas
713,neu::A,חדש,naujas
714,ehemalig::A,לשעבר,buvęs
715,alt[Lebewesen]::A,זקן,pagyvenęs
716,jung::A,צעיר,jaunas
717,arm::A,עני,neturtingas
718,reich::A,עשיר,turtingas
719,bekannt::A,ידוע,žinomas
720,bekannt::A,ידוע,pažįstamas
721,berühmt::A,מפרסם,žymus
722,berühmt::A,מפרסם,garsus
723,fremd::A,זר,svetimas
724,verschieden::A,שונה,įvairus
725,nah::A,קרוב,artimas
726,fern::A,רחוק,tolimas
727,linker::A,שמאלי,kairys
728,rechter::A,ימין,dešinys
729,anderer::A,אחר,kitas
730,erster::A,ראשון,pirmas
731,zweiter::A,שני,antras
732,dritter::A,שלישי,trečias
733,letzter::A,אחרון,paskutinis
734,allein::ADV,לבד,vienas
735,auf einmal::ADV,בו-זמנית,iš karto
736,zusammen::ADV,ביחד,kartu
737,zusammen::ADV,ביחד,drauge
738,lange::ADV,הרבה זמן,ilgai
739,plötzlich::ADV,לפתע,staiga
740,plötzlich::ADV,פתאום,staiga
741,sofort::ADV,מיד,tuojau
742,später::ADV,לאחר זמן,vėliau
743,später::ADV,לאחר זמן,paskiau
744,später::ADV,יותר מאחר,vėliau
745,später::ADV,יותר מאחר,paskiau
746,jetzt::ADV,עכשיו,dabãr
747,heute::ADV,היום,šiandien
748,morgen::ADV,מחר,rytoj
749,bald::ADV,בקרוב,greitai
750,bald::ADV,בקרוב,netrukus
751,dann::ADV,אחר-כך,po to
752,gestern::ADV,אתמול,vakar
753,einst::ADV,לפנים,kadaise
754,einst::ADV,לפנים,kitą kartą
755,damals::ADV,אז,anuomet
756,damals::ADV,אז,anuokart
757,danach::ADV,אחר-כך,po to
758,danach::ADV,אחר-כך,paskui
759,vorher::ADV,לפני זה,anksčiau
760,zuerst::ADV,קדם,pirma
761,zuerst::ADV,קדם,iš pradžių̃
762,einmal::ADV,פעם,kartą
763,einmal::ADV,פעם,vieną kartą
764,manchmal::ADV,לפעמים,kai kada
765,oft::ADV,לעתים קרובות,dažnai
766,immer::ADV,תמיד,visada
767,immer::ADV,תמיד,visuomet
768,niemals::ADV,אף פעם,niekada
769,niemals::ADV,אף פעם,niekuomet
770,hier::ADV,כאן,čia
771,hierhin::ADV,פה,šen
772,hierhin::ADV,פה,čionai
773,von hier::ADV,מפה,iš čia
774,dort::ADV,שם,ten
775,dort::ADV,שם,tenai
776,dorthin::ADV,שם,ten
777,dorthin::ADV,שם,ten link
778,geradeaus::ADV,ישר,tiesiai
779,vorwärts::ADV,קדימה,pirmyn
780,rückwärts::ADV,לאחור,atbulai
781,zurück::ADV,בחזרה,atgal
782,zurück::ADV,אחורנית,atgal
783,unten::ADV,למטה,žemai
