,Concept_ID,no,ml
653,vorher::ADV,i forveien,മുൻപ്
654,zuerst::ADV,først,ആദ്യം
655,einmal::ADV,en gang,ഒരിക്കൽ
656,manchmal::ADV,somme tider,ചിലപ്പോൾ
657,oft::ADV,ofte,പലപ്പോഴും
658,immer::ADV,alltid,എപ്പോഴും
659,niemals::ADV,aldri,ഒരിക്കലും
660,hier::ADV,her,ഇവിടെ
661,hierhin::ADV,hit,ഇവിടേക്ക്
662,von hier::ADV,herfra,ഇവിടെനിന്ന്
663,dort::ADV,der,അവിടെ
664,dorthin::ADV,dit,അവിടേക്ക്
665,geradeaus::ADV,rett fram,മുമ്പിൽ
666,geradeaus::ADV,rett fram,മുമന്നോട്ട്
667,vorwärts::ADV,fram,മുന്നോട്ട്
668,vorwärts::ADV,framover,മുന്നോട്ട്
669,rückwärts::ADV,baklengs,തലതിരിച്ച്
670,zurück::ADV,tilbake,പുറകിലേക്ക്
671,unten::ADV,nede,താഴെ
672,hinab::ADV,ned,താഴേക്ക്
673,hinab::ADV,nedover,താഴേക്ക്
674,oben::ADV,oppe,മുകളിൽ
675,oben::ADV,ovenpå,മുകളിൽ
676,hinauf::ADV,opp,മുകളിൽ
677,hinauf::ADV,oppover,മുകളിൽ
678,überall::ADV,overalt,എല്ലായിടത്തും
679,nicht::ADV,ikke,ഇല്ല
680,ein wenig::ADV,litt,കുറച്ച്
681,kaum::ADV,neppe,കഷ്ടിച്ച്
682,sehr::ADV,svært,വളരെ
683,so::ADV,så,അങ്ങനെ
684,noch::ADV,enda,ഇപ്പോഴും
685,nur::ADV,bare,മാത്രം
686,schon::ADV,alt,നേരത്തേ തന്നെ
687,schon::ADV,allerede,നേരത്തേ തന്നെ
688,wieder::ADV,igjen,വീണ്ടും
689,vergebens::ADV,forgjeves,വിഫല
690,vor::PRP,foran,മുമ്പിൽ
691,vor::PRP,utenfor,മുമ്പിൽ
692,hinter::PRP,bak,പുറകിൽ
693,hinter::PRP,bakom,പുറകിൽ
694,unter::PRP,under,കീഴിൽ
695,durch::PRP,gjennom,ഉള്ളിലൂടെ
696,durch::PRP,igjennom,ഉള്ളിലൂടെ
697,neben::PRP,ved siden av,അടുത്ത്
698,zwischen::PRP,mellom,ഇടയ്ക്ക്
699,wegen::PRP,på grunn av,നിമിത്തം
700,dies::PRN,dette,ഇത്
701,das::PRN,det,അത്
702,alles::PRN,alt,എല്ലാം
703,ich::PRN,jeg,ഞാൻ
704,du::PRN,du,നിങ്ങൾ
705,er::PRN,han,അദ്ദേഹം
706,er::PRN,han,അയാൾ
707,er::PRN,han,അവൻ
708,er::PRN,han,അവർ
709,er::PRN,han,അവൾ
710,wir::PRN,vi,നമ്മൾ
711,ihr::PRN,dere,നിങ്ങൾ
712,sie::PRN,de,അവർ
713,was::FPRN,hva,എന്ത്
714,wer::FPRN,hvem,ആര്
715,wo::FADV,hvor,എവിടെ
716,wohin::FADV,hvor ... hen,എവിടേക്ക്
717,wie::FADV,hvordan,എങ്ങനെ
718,warum::FADV,hvorfor,എന്തുകൊണ്ട്
719,wieviel::FNUM,hvor mye,എത്ര
720,eins::NUM,en,ഒന്ന്
721,eins::NUM,ett,ഒന്ന്
722,zwei::NUM,to,രണ്ട്
723,drei::NUM,tre,മൂന്ന്
724,vier::NUM,fire,നാല്
725,fünf::NUM,fem,അഞ്ച്
726,sechs::NUM,seks,ആറ്
727,sieben::NUM,sju,ഏഴ്
728,acht::NUM,åtte,എട്ട്
729,neun::NUM,ni,ഒമ്പത്
730,zehn::NUM,ti,പത്ത്
731,elf::NUM,elleve,പതിനൊന്ന്
732,zwölf::NUM,tolv,പന്ത്രണ്ട്
733,zwanzig::NUM,tjue,ഇരുപത്
734,dreißig::NUM,tretti,മുപ്പത്
735,vierzig::NUM,førti,നാൽപ്പത്
736,fünfzig::NUM,femti,അൻപത്
737,sechzig::NUM,seksti,അറുപത്
738,siebzig::NUM,sytti,എഴുപത്
739,achtzig::NUM,åtti,എൺപത്
740,neunzig::NUM,nitti,തൊണ്ണൂറ്
741,hundert::NUM,hundre,നൂറ്
742,tausend::NUM,tusen,ആയിരം
743,und::CNJ,og,ഉം
744,oder::CNJ,eller,അഥവാ
745,stehen::V,stå,നിൽക്കുക
746,sitzen::V,sitte,ഇരിക്കുക
747,liegen::V,ligge,കിടക്കുക
748,hängen::V,henge,തൂങ്ങുക
749,werden::V,bli,ആയിത്തീരുക
750,passieren::V,skje,സംഭവിക്കുക
751,passieren::V,hende,സംഭവിക്കുക
752,beginnen::V,begynne,ആരംഭിക്കുക
753,enden::V,ende,അവസാനിപ്പിക്കുക
754,enden::V,slutte,അവസാനിപ്പിക്കുക
755,wechseln::V,veksle,മാറ്റുക
756,aufgehen[Sonne]::V,stå opp,ഉയരുക
757,untergehen[Sonne]::V,gå ned,അടുക്കി_വയ്ക്കുക
758,scheinen[Sonne]::V,skinne,പ്രകാശിക്കുക
759,donnern::V,tordne,ഇടിവെട്ടുക
760,wehen::V,blåse,വീശുക
761,strömen::V,strømme,ഒഴുകുക
762,fließen::V,flyte,ഒഴുകുക
763,sich drehen::V,dreie seg,ചുറ്റുക
764,sich drehen::V,dreie seg,കറക്കുക
765,schwanken::V,svaie,ഇരുവശത്തേയ്ക്കും_ആടുക
766,schwingen::V,svinge,ആടുക
767,fallen::V,falle,വീഴുക
768,brennen::V,brenne,കത്തുക
769,rauchen::V,ryke,പുകയുക
770,regnen::V,regne,മഴ_പെയ്യുക
771,gefrieren::V,fryse,തണത്ത്_മരവിക്കുക
772,tauen::V,tine,അലിയുക
773,schmelzen::V,smelte,ഉരുകുക
774,trocknen::V,tørre,വരളുക
775,sieden::V,koke,തിളപ്പിക്കുക
776,faulen::V,råtne,ചീയുക
777,verfaulen::V,råtne,അഴുകുക
778,reißen::V,briste,ശബ്ദത്തോടെ_മുറിയുക
779,versinken::V,synke,മുക്കുക
780,versinken::V,synke ned,മുക്കുക
781,vergehen::V,forløpe,കടന്നുപോകുക
782,erscheinen::V,synes,പ്രത്യക്ഷപ്പെടുക
783,verschwinden::V,forsvinne,അദൃശ്യമാകുക
784,sinken::V,synke,താഴുക
785,abnehmen::V,avta,കുറിയുക
786,abnehmen::V,minske,കുറിയുക
787,zunehmen::V,tilta,വർദ്ധിക്കുക
788,steigen::V,stige,ഉയരുക
789,wachsen::V,gro,വളരുക
790,wachsen::V,vokse,വളരുക
791,glänzen::V,skinne,മിന്നുക
792,funkeln::V,tindre,തിളങ്ങുക
793,lärmen::V,bråke,ശബ്ദമുണ്ടാക്കുക
794,läuten::V,ringe,മണിമുഴങ്ങുക
795,klingeln::V,ringe,ചിലമ്പുക
796,klirren::V,klirre,കിലുക്കുക
797,brausen::V,bruse,മുഴങ്ങുക
798,rauschen::V,suse,അനങ്ങുക
799,klingen::V,lyde,മുഴക്കുക
800,klingen::V,klinge,മുഴക്കുക
801,bellen::V,gjø,കുരയ്ക്കുക
802,bellen::V,bjeffe,കുരയ്ക്കുക
803,heulen::V,ule,ഓരിയിടുക
804,blasen::V,blåse,ഊതുക
805,pfeifen::V,plystre,വിസിലടിക്കുക
806,schreien::V,skrike,ആക്രോശിക്കുക
807,stöhnen::V,stønne,അരക്കം
808,stöhnen::V,stønne,ആർത്തനാദം
809,zittern::V,dirre,വിറയ്ക്കുക
810,zittern::V,skjelve,വിറയ്ക്കുക
811,leben::V,leve,താമസിക്കുക
812,geboren werden::V,fødes,ജനിക്കുക
813,atmen::V,ånde,ശ്വസിക്കുക
814,atmen::V,puste,ശ്വസിക്കുക
815,trinken::V,drikke,കുടിക്കുക
816,essen::V,spise,കഴിക്കുക
817,schlucken::V,svelge,വിഴുങ്ങുക
818,müde werden::V,bli trett,ക്ഷീണിക്കുക
819,einschlafen::V,sovne,നിദ്രിക്കുക
820,schlafen::V,sove,ഉറങ്ങുക
821,aufwachen::V,våkne,ഉണരുക
822,aufstehen::V,stå opp,എഴുന്നേൽക്കുക
823,sich erholen::V,bli bra,വിശ്രമിക്കുക
824,sich erholen::V,komme seg,വിശ്രമിക്കുക
825,krank werden::V,bli syk,ദീനംപിടിക്കുക
826,krank sein::V,være syk,രോഗികളാകുക
827,schmerzen::V,gjøre vondt,വേദനിക്കുക
828,husten::V,hoste,ചുമയ്ക്കുക
829,genesen::V,komme seg,സുഖപ്പെടുക
830,sterben::V,dø,മരിക്കുക
831,umkommen::V,omkomme,മരിക്കുക
832,sich bewegen::V,bevege seg,സ്ഥലം_മാറുക
833,sich rühren::V,røre på seg,ചലിക്കുക
834,sich erheben::V,reise seg,നിൽക്കുക
835,sich setzen::V,sette sig,ഇരിക്കുക
836,hinfallen::V,falle over ende,വീഴുക
837,laufen::V,løpe,നടക്കുക
838,schreiten::V,skride,നടക്കുക
839,spazierengehen::V,spasere,ഉലാത്തുക
840,spazierengehen::V,gå en tur,ഉലാത്തുക
841,eilen::V,ile,പാഞ്ഞെത്തുക
842,sich beeilen::V,skynde seg,തിരിക്കുകൂട്ടുക
843,sich beeilen::V,skynde seg,തിടുക്കം_കാട്ടുക
844,sausen::V,suse,കുതിക്കുക
845,rennen::V,løpe,ഓടുക
846,springen::V,hoppe,ചാടുക
847,springen::V,springe,ചാടുക
848,klettern::V,klatre,കയറുക
849,schaukeln::V,huske,ഇളകുക
850,kriechen::V,krype,പതുങ്ങികയറുക
851,schwimmen::V,svømme,നീന്തുക
852,tauchen::V,dykke,വെള്ളത്തിലേക്ക് ചാടുക
853,rudern::V,ro,തുഴയുക
854,fahren::V,kjøre,വാഹനം ഓടിക്കുക
855,fliegen::V,fly,പറക്കുക
856,gehen::V,gå,പോകുക
857,weggehen::V,gå bort,വിടുക
858,abfahren::V,reise,പുറപ്പെടുക
859,anhalten::V,stanse,നിർത്തുക
860,hineingehen::V,gå inn,പ്രവേശിക്കുക
861,eintreten::V,tre inn,പ്രവേശിക്കുക
862,kommen::V,komme,വരുക
863,ankommen::V,ankomme,എത്തിച്ചേരുക
864,ankommen::V,komme til,എത്തിച്ചേരുക
865,zurückkommen::V,komme tilbake,തിരിച്ചു വരുക
866,bleiben::V,bli,തുടരുക
867,bleiben::V,forbli,തുടരുക
868,warten::V,vente,കാത്തിരിക്കുക
869,erwarten::V,vente,പ്രതീക്ഷിക്കുക
870,suchen::V,søke,തിരയുക
871,finden::V,finne,കണ്ടെത്തുക
872,versuchen::V,prøve,ശ്രമിക്കുക
873,versuchen::V,forsøke,ശ്രമിക്കുക
874,vorbereiten::V,forberede,തയ്യാറെടുക്കുക
875,lieben::V,elske,സ്നേഹിക്കുക
876,mögen::V,like,ഇഷ്ടപ്പെടുക
877,lachen::V,le,ചിരിക്കുക
878,rühren::V,røre,ഹൃദയം സ്പർശിക്കുക
879,weinen::V,gråte,തേങ്ങുക
880,schimpfen::V,skjelle,പിറുപിറുക്കുക
881,sich ärgern::V,ergre seg,കോപിക്കുക
882,sich fürchten::V,være redd,പേടിക്കുക
883,fürchten::V,være redd for,പേടിക്കുക
884,fliehen::V,rømme,രക്ഷപ്പെടുക
885,fliehen::V,flykte,രക്ഷപ്പെടുക
886,flüchten::V,flykte,രക്ഷപ്പെടുക
887,sehen::V,se,കാണുക
888,anschauen::V,se på,നോക്കുക
889,anschauen::V,betrakte,നോക്കുക
890,ansehen::V,anse,നോക്കുക
891,hören::V,høre,കേൾക്കുക
892,zuhören::V,tilhøre,ശ്രദ്ധിക്കുക
893,probieren::V,smake,രുചിയുള്ളതായി_തോന്നുക
894,probieren::V,smake på,രുചിയുള്ളതായി_തോന്നുക
895,riechen::V,lukte,മണത്തു_നോക്കുക
896,fühlen::V,føle,സ്പർശിച്ചറിയുക
897,scheinen::V,se ut,കാണപ്പെടുക
898,zu sehen sein::V,synes,വെളിച്ചപ്പെടുക
899,vernehmen::V,få vite,കേൾക്കുക
900,frieren::V,fryse,വിറയ്ക്കുക
901,tun::V,gjøre,ചെയ്യുക
902,können::V,kunne,കഴിയുക
903,wollen::V,ville,വേണുക
904,anfangen::V,begynne,തുടങ്ങുക
905,beenden::V,avslutte,പൂർത്തിയാക്കുക
906,aufhören::V,slutte,നിർത്തുക
907,aufhören::V,holde opp,നിർത്തുക
908,gelingen::V,lykkes,വിജയിക്കുക
909,geraten::V,bli,പരിണമിക്കുക
910,öffnen::V,åpne,തുറക്കുക
911,schließen::V,lukke,അടയ്ക്കുക
912,schließen::V,stenge,അടയ്ക്കുക
913,stellen::V,stille,വയ്ക്കുക
914,setzen::V,sette,വയ്ക്കുക
915,legen::V,legge,ഇടുക
916,berühren::V,berøre,തൊടുക
917,verbinden::V,forbinde,ഘടിപ്പിക്കുക
918,bedecken::V,dekke,മുടുക
919,aufhängen::V,henge,കെട്ടിതൂക്കുക
920,aufhängen::V,henge opp,കെട്ടിതൂക്കുക
921,anzünden::V,tenne,കത്തിക്കുക
922,anzünden::V,antenne,കത്തിക്കുക
923,anzünden::V,tenne på,കത്തിക്കുക
924,aufheben::V,løfte,പെറുക്കിയെടുക്കുക
925,aufheben::V,ta opp,പെറുക്കിയെടുക്കുക
926,zurücklassen::V,slippe tilbake,വച്ചുപോരുക
927,verlieren::V,miste,നഷ്ടപ്പെടുക
928,fallen lassen::V,droppe,വീഴ്ത്തുക
929,fallen lassen::V,la falle,വീഴ്ത്തുക
930,machen::V,lage,ഉണ്ടാക്കുക
931,machen::V,gjøre,ഉണ്ടാക്കുക
932,herstellen::V,fremstille,ഉൽപാദിപ്പിക്കുക
933,bauen::V,bygge,നിർമ്മിക്കുക
934,reparieren::V,reparere,നന്നാക്കുക
935,verbessern::V,rette,മെച്ചപ്പെടുക
936,verbessern::V,forbedre,മെച്ചപ്പെടുക
937,ändern::V,forandre,മാറ്റംവരുത്തുക
938,graben::V,grave,കുഴിക്കുക
939,beugen::V,bøye,വണങ്ങുക
940,biegen::V,bøye,കുനിയുക
941,drehen::V,dreie,തിരിക്കുക
942,wenden::V,vende,തിരിയുക
943,umdrehen::V,snu,തിരിയുക
944,heben::V,heve,ഉയർത്തുക
945,hochheben::V,løfte,ഉയർത്തുക
946,ergreifen::V,gripe,ബലമായി_പിടിക്കുക
947,ergreifen::V,få tak i,ബലമായി_പിടിക്കുക
948,halten::V,holde,പിടിക്കുക
949,drücken::V,trykke,അമർത്തുക
950,schieben::V,skyve,തള്ളുക
951,kratzen::V,klø,ചുരണ്ടുക
952,kratzen::V,klore,ചുരണ്ടുക
953,lecken::V,slikke,നക്കുക
954,beißen::V,bite,കടിക്കുക
955,abreißen::V,rive av,കീറിക്കളയുക
956,abschneiden::V,skjære av,മുറിച്ചുമാറ്റുക
957,binden::V,binde,കെട്ടുക
958,stecken::V,stikke,തുളയ്ക്കുക
959,brechen::V,bryte,ഉടയുക
960,brechen::V,briste,ഉടയുക
961,klopfen::V,banke,തട്ടുക
962,hauen::V,hogge,അടിക്കുക
963,kleben::V,klistre,ഒട്ടിക്കുക
964,reiben::V,gni,തിരുമ്മിത്തുടയ്ക്കുക
965,streichen::V,stryke,പടർത്തുക
966,schleifen::V,slipe,പൊടിക്കുക
967,schneiden::V,klippe,മുറിക്കുക
968,rütteln::V,ruske,മുട്ടുക
969,schütteln::V,riste,കുലുക്കുക
970,schwenken::V,svinge,ആടുക
971,schütten::V,helle,ഒഴിക്കുക
972,füllen::V,fylle,നിറയ്ക്കുക
973,einwickeln::V,vikle inn,പൊതിയുക
974,tragen::V,bære,വഹിക്കുക
975,schleppen::V,slepe,വലിച്ചിഴയ്ക്കുക
976,ziehen::V,dra,വലിക്കുക
977,ziehen::V,trekke,വലിക്കുക
978,aufbewahren::V,oppbevare,വയ്ക്കുക
979,aufbewahren::V,ta vare på,വയ്ക്കുക
980,werfen::V,kaste,എറിയുക
981,fangen::V,fange,പിടിക്കുക
982,packen::V,gripe,തട്ടിപ്പറിക്കുക
983,packen::V,gripe tak i,തട്ടിപ്പറിക്കുക
984,verstecken::V,gjemme,മറയ്ക്കുക
985,teilen::V,dele,വിഭജിക്കുക
986,schicken::V,sende,അയയ്ക്കുക
987,bringen::V,bringe,കൊണ്ടുവരുക
988,hinzufügen::V,tilføye,കൂട്ടുക
989,bekommen::V,få,കിട്ടുക
990,erhalten::V,få,സ്വീകരിക്കുക
991,nehmen::V,ta,എടുക്കുക
992,wählen::V,velge,തിരഞ്ഞെടുക്കുക
993,auswählen::V,velge ut,തിരഞ്ഞെടുക്കുക
994,bewahren::V,bevare,പുലർത്തുക
995,behindern::V,hindre,തടയിടുക
996,behindern::V,forhindre,തടയിടുക
997,verderben::V,ødelegge,നശിപ്പിക്കുക
998,beschädigen::V,skade,ക്ഷതമേൽപ്പിക്കുക
999,zerbrechen::V,brekke i stykker,ഉടയുക
1000,zerreißen::V,rive i stykker,കീറുക
1001,zerstören::V,ødelegge,നശിപ്പിക്കുക
1002,verbrennen::V,brenne,കത്തിനശിക്കുക
1003,verbrennen::V,brenne,കത്തിച്ചുകളയുക
1004,verbrennen::V,brenne opp,കത്തിനശിക്കുക
1005,verbrennen::V,brenne opp,കത്തിച്ചുകളയുക
1006,geben::V,gi,കൊടുക്കുക
1007,geben::V,gi,തരുക
1008,reichen::V,rekke,കൈമാറുക
1009,schenken::V,forære,സമ്മാനം കൊടുക്കുക
1010,schenken::V,skjenke,സമ്മാനം കൊടുക്കുക
1011,versprechen::V,love,വാഗ്ദാനം_നൽകുക
1012,wünschen::V,ønske,ആഗ്രഹിക്കുക
1013,loben::V,rose,പുകഴ്ത്തുക
1014,küssen::V,kysse,ഉമ്മവയ്ക്കുക
1015,wiegen::V,vogge,ഇളകുക
1016,zudecken::V,dekke til,മുടുക
1017,wecken::V,vekke,ഉണർത്തുക
1018,zeigen::V,vise,കാണിക്കുക
1019,führen::V,føre,നടത്തുക
1020,lehren::V,lære,പഠിപ്പിക്കുക
1021,unterrichten::V,undervise,പരിശീലിപ്പിക്കുക
1022,aufziehen::V,oppdra,വളർത്തിക്കൊണ്ടുവരുക
1023,leiten::V,lede,നയിക്കുക
1024,antreiben::V,drive på,പ്രേരിപ്പിക്കുക
1025,lassen::V,få til å,അനുവദിക്കുക
1026,einladen::V,be,ക്ഷണിക്കുക
1027,einladen::V,invitere,ക്ഷണിക്കുക
1028,vereinigen::V,forene,കൂടിച്ചേരുക
1029,besuchen::V,besøke,സന്ദർശിക്കുക
1030,treffen::V,møte,തമ്മിൽ കാണുക
1031,treffen::V,treffe,തമ്മിൽ കാണുക
1032,sich versammeln::V,forsamles,സംയോജിപ്പിക്കുക
1033,spielen::V,leke,കളിക്കുക
1034,spielen::V,spille,കളിക്കുക
1035,singen::V,synge,പാടുക
1036,tanzen::V,danse,നൃത്തം ചെയ്യുക
1037,sich trennen::V,skilles,നേർപെടുത്തുക
1038,verlassen::V,forlate,പിൻവാങ്ങുക
1039,retten::V,redde,രക്ഷിക്കുക
1040,bewachen::V,bevokte,കാവൽനിൽക്കുക
1041,schützen::V,verne,പരിരക്ഷിക്കുക
1042,schützen::V,beskytte,പരിരക്ഷിക്കുക
1043,verteidigen::V,forsvare,പ്രതിരോധിക്കുക
1044,sich schlagen::V,slåss,കലഹിക്കുക
1045,schießen::V,skyte,വെടിവെക്കുക
1046,siegen::V,seire,വിജയിക്കുക
1047,ärgern::V,ergre,വിഷമിപ്പിക്കുക
1048,treten::V,sparke,തൊഴിക്കുക
1049,stechen::V,stikke,കുത്തുക
1050,stoßen::V,støte,തള്ളുക
1051,stehlen::V,stjele,മോഷ്ടിക്കുക
1052,stören::V,forstyrre,ശല്യപ്പെടുത്തുക
1053,belästigen::V,plage,മെനക്കെടുക
1054,belästigen::V,sjenere,മെനക്കെടുക
1055,verbergen::V,gjemme,മറയ്ക്കുക
1056,verbergen::V,gjemme,ഒളിക്കുക
1057,täuschen::V,villede,കബളിപ്പിക്കുക
1058,betrügen::V,bedra,ചതിക്കുക
1059,töten::V,drepe,കൊല്ലുക
1060,wohnen::V,bo,താമസിക്കുക
1061,arbeiten::V,arbeide,ജോലിചെയ്യുക
1062,sammeln::V,samle,സഞ്ചയിക്കുക
1063,pflücken::V,plukke,പറിച്ചെടുക്കുക
1064,jagen::V,jage,വേട്ടയാടുക
1065,fischen::V,fiske,മീൻ പിടിക്കുക
1066,fassen::V,fange,പിടിക്കുക
1067,hüten::V,vokte,ചേർക്കുക
1068,treiben::V,drive,വാഹനം_ഓടിക്കുക
1069,anbinden::V,feste,കെട്ടിയിടുക
1070,füttern::V,fore,തീറ്റുക
1071,melken::V,melke,പാലുകറക്കുക
1072,hacken::V,hakke,വെട്ടിമുറിക്കുക
1073,gießen::V,helle,നനയ്ക്കുക
1074,reifen::V,modne,പാകമാകുക
1075,zubereiten::V,lage,പാചകം_ചെയ്യുക
1076,zubereiten::V,tilberede,പാചകം_ചെയ്യുക
1077,kochen::V,koke,വേവിക്കുക
1078,backen::V,bake,ബേക്ക് ചെയ്യുക
1079,braten::V,steke,പോരിക്കുക
1080,umrühren::V,røre om,ഇളക്കുക
1081,stricken::V,strikke,മെടയുക
1082,nähen::V,sy,തുന്നുക
1083,färben::V,farge,ചായം പൂശുക
1084,reinigen::V,rense,വൃത്തിയാക്കുക
1085,reinigen::V,gjøre ren,വൃത്തിയാക്കുക
1086,waschen::V,vaske,കഴുകുക
1087,abwischen::V,tørke av,തുടയ്ക്കുക
1088,spülen::V,spyle,കഴുകുക
1089,spülen::V,skylle,കഴുകുക
1090,fegen::V,feie,അടിച്ചുവാരുക
1091,kehren::V,koste,അടിച്ചുവാരുക
1092,baden::V,bade,നീന്തിത്തുടിക്കുക
1093,sich waschen::V,vaske seg,കഴുകുക
1094,ausziehen::V,ta av,ഇഴുക്കുക
1095,anziehen::V,ta på,ഉടുക്കുക
1096,sich anziehen::V,kle på seg,ധരിച്ച നേടുകയുക
1097,kämmen::V,gre,മുടിചീകുക
1098,kämmen::V,kjemme,മുടിചീകുക
1099,schmücken::V,pynte,അലങ്കരിക്കുക
1100,schmücken::V,smykke,അലങ്കരിക്കുക
1101,sagen::V,si,പറയുക
1102,sprechen::V,snakke,സംസാരിക്കുക
1103,reden::V,tale,സംസാരിക്കുക
1104,reden::V,snakke,സംസാരിക്കുക
1105,sich unterhalten::V,samtale,നർമ്മസല്ലാപം നടത്തുക
1106,fragen::V,spørre,ചോദിക്കുക
1107,bitten::V,be,അപേക്ഷിക്കുക
1108,erzählen::V,fortelle,പറയുക
1109,mitteilen::V,meddele,അറിയിക്കുക
1110,nennen::V,kalle,പേരിടുക
1111,rufen::V,rope,വിളിക്കുക
1112,prahlen::V,skryte,പൊങ്ങച്ചം പറയുക
1113,übersetzen::V,oversette,പരിഭാഷപ്പെടുത്തുക
1114,denken::V,tenke,ചിന്തിക്കുക
1115,glauben::V,tro,വിശ്വസിക്കുക
1116,bemerken::V,bemerke,ശ്രദ്ധിക്കുക
1117,bemerken::V,legge merke til,ശ്രദ്ധിക്കുക
1118,erkennen::V,gjenkjenne,തിരിചറിയുക
1119,begreifen::V,begripe,കൈപ്പിടിയിലാക്കുക
1120,verstehen::V,forstå,മനസ്സിലാക്കുക
1121,verstehen::V,skjønne,മനസ്സിലാക്കുക
1122,lernen::V,lære,പഠിക്കുക
1123,wissen::V,vite,അറിയുക
1124,sich erinnern an::V,huske på,ഓർമിക്കുക
1125,vergessen::V,glemme,മറക്കുക
1126,messen::V,måle,അളക്കുക
1127,zählen::V,telle,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1128,rechnen::V,regne,ഗണിക്കുക
1129,lesen::V,lese,വായിക്കുക
1130,malen::V,male,ചിത്രം വരയ്ക്കുക
1131,zeichnen::V,tegne,വരയ്ക്കുക
1132,schreiben::V,skrive,എഴുതുക
1133,besitzen::V,eie,സ്വന്തമാക്കുക
1134,besitzen::V,inneha,സ്വന്തമാക്കുക
1135,kaufen::V,kjøpe,വാങ്ങുക
1136,verkaufen::V,selge,വിൽക്കുക
1137,bezahlen::V,betale,പരിഹാരം ചെയ്യുക
1138,zahlen::V,betale,പണം അടയ്ക്കുക
1139,beherrschen::V,beherske,ഭരിക്കുക
1140,ertragen::V,orke,താങ്ങുക
1141,schlagen::V,,അടിക്കുക
