,Concept_ID,kl,el
1302,aufgehen[Sonne]::V,,ανατέλλω
1303,strömen::V,,ρέω
1304,strömen::V,,τρέχω
1305,fließen::V,,ρέω
1306,faulen::V,,σαπίζω
1307,verfaulen::V,,σαπίζω
1308,verschwinden::V,,χάνομαι
1309,verschwinden::V,,εξαφανίζομαι
1310,lärmen::V,,θορυβώ
1311,klirren::V,,κουδουνίζω
1312,rauschen::V,,βουΐζω
1313,klingen::V,,ηχώ
1314,müde werden::V,,κουράζομαι
1315,krank werden::V,,αρρωσταίνω
1316,krank sein::V,,ασθενώ
1317,umkommen::V,,πεθαίνω
1318,sich rühren::V,,σαλεύω
1319,sich erheben::V,,επαναστατώ
1320,hinfallen::V,,πέφτω κάτω
1321,kriechen::V,,έρπω
1322,kriechen::V,,σέρνομαι
1323,gehen::V,,βαδίζω
1324,gehen::V,,πηγαίνω
1325,abfahren::V,,ξεκινώ
1326,abfahren::V,,αναχωρώ
1327,erwarten::V,,αναμένω
1328,erwarten::V,,περιμένω
1329,lachen::V,,γελώ
1330,anschauen::V,,κοιτάζω
1331,probieren::V,,δοκιμάζω
1332,zu sehen sein::V,,φαίνομαι
1333,vernehmen::V,,ακούω
1334,vernehmen::V,,μαθαίνω
1335,können::V,,ξέρω
1336,können::V,,μπορώ
1337,gelingen::V,,πετυχαίνω
1338,geraten::V,,γίνομαι
1339,ändern::V,,αλλάζω
1340,drehen::V,,στρέφω
1341,schieben::V,,σπρώχνω
1342,rütteln::V,,σείω
1343,rütteln::V,,τινάζω
1344,schütten::V,,χύνω
1345,packen::V,,τσακώνω
1346,hinzufügen::V,,προσθέτω
1347,wählen::V,,εκλέγω
1348,auswählen::V,,διαλέγω
1349,behindern::V,,εμποδίζω
1350,beschädigen::V,,ζημιώνω
1351,reichen::V,,δίνω
1352,schenken::V,,χαρίζω
1353,wiegen::V,,κουνώ
1354,wiegen::V,,νανουρίζω
1355,lassen::V,,αφήνω
1356,verlassen::V,,εγκαταλείπω
1357,bewachen::V,,φρουρώ
1358,verteidigen::V,,υπερασπίζω
1359,sich schlagen::V,,χτυπιέμαι
1360,siegen::V,,νικώ
1361,belästigen::V,,ενοχλώ
1362,täuschen::V,,παραπλανώ
1363,pflücken::V,,κόβω
1364,fassen::V,,πιάνω
1365,hüten::V,,φυλάγω
1366,hüten::V,,προσέχω
1367,treiben::V,,οδηγώ
1368,melken::V,,αρμέγω
1369,hacken::V,,κόβω
1370,reifen::V,,ωριμάζω
1371,zubereiten::V,,ετοιμάζω
1372,backen::V,,ψήνω
1373,stricken::V,,πλέκω
1374,nähen::V,,ράβω
1375,spülen::V,,ξεπλένω
1376,kehren::V,,σκουπίζω
1377,kämmen::V,,χτενίζω
1378,schmücken::V,,στολίζω
1379,sich unterhalten::V,,συνομιλώ
1380,sich unterhalten::V,,κουβεντιάζω
1381,nennen::V,,ονομάζω
1382,bemerken::V,,παρατηρώ
1383,begreifen::V,,καταλαβαίνω
1384,zeichnen::V,,σχεδιάζω
1385,besitzen::V,,κατέχω
1386,zahlen::V,,πληρώνω
