,Concept_ID,kl,el
188,Huhn::N,kukkukooq,όρνιθα
189,Huhn::N,marloraaqaaq,κότα
190,Huhn::N,marloraaqaaq,όρνιθα
191,Hahn::N,kiasiusaq,πετεινός
192,Gans::N,nerleq,χήνα
193,Adler::N,nattoralik,αετός
194,Eule::N,uppik,κουκουβάγια
195,Kranich::N,qorlorfik,γερανός
196,Krähe::N,tuluatsiaq,καρακάξα
197,Kuckuck::N,kukkooq,κούκος
198,Schwan::N,qussuk,κύκνος
199,Fisch::N,aalisagaq,ψάρι
200,Schlange[Tier]::N,pulateriarsuk,φίδι
201,Schlange[Tier]::N,pulateriaarsuk,φίδι
202,Spinne::N,aasiaq,αράχνη
203,Spinne::N,nissavaarsuk,αράχνη
204,Ameise::N,uniaaluk,μυρμήγκι
205,Laus::N,kumak,ψείρα
206,Mücke::N,ippernaq,κουνούπι
207,Fliege::N,ippernaq,μύγα
208,Schmetterling::N,paluaq,πεταλούδα
209,Schmetterling::N,pakkaluaq,πεταλούδα
210,Schmetterling::N,utsuppaluaq,πεταλούδα
211,Schmetterling::N,taqaleqisaaq,πεταλούδα
212,Beere::N,paarmaq,ρόγα
213,Beere::N,paarngaq,ρόγα
214,Apfel::N,iipili,μήλο
215,Pilz::N,anngiusaq,μανιτάρι
216,Zwiebel::N,uanitsoq,κρεμμύδι
217,Saat::N,naatsiiassaq,σπόρος
218,Korn::N,maannineq,σπυρί
219,Schale::N,niutsivik,τσόφλι
220,Schale::N,ilulissaq qaartussaq,τσόφλι
221,Grube::N,itersaq,λάκκος
222,Falle::N,pualavoq,παγίδα
223,Schlinge::N,orseq,θηλειά
224,Schlinge::N,norloq,θηλειά
225,Spur::N,tumaa,ίχνος
226,Asche::N,arsat,στάχτη
227,Dreck::N,minguk,βρωμιά
228,Eisen::N,savimineq,σίδερο
229,Eisen::N,saffiugassaq,σίδερο
230,Gold::N,kuulti,μάλαμα
231,Gold::N,kuulti,χρυσάφι
232,Silber::N,siilviuvoq,ασήμι
233,Silber::N,siilviuvoq,άργυρος
234,Kohle::N,aamarsuit aamaruutissat,κάρβουνο
235,Glas::N,igalaaq,γυαλί
236,Glas::N,imertarfik,γυαλί
237,Glas::N,igalaamineq,γυαλί
238,Lehm::N,marraq,πηλός
239,Sand::N,sioqqat,άμμος
240,Mensch::N,inuk,άνθρωπος
241,Mensch::N,silamiu,άνθρωπος
242,Mann::N,angut,άνδρας
243,Frau::N,arnaq,γυναίκα
244,Kind::N,meeraq,παιδί
245,Junge::N,nukappiaraq,αγόρι
246,Mädchen::N,arnannguaq,κοπέλα
247,Mädchen::N,arnannguaq,κορίτσι
248,Familie::N,ilaqutakka,οικογένεια
249,Familie::N,ilaqutariit,οικογένεια
250,Großvater::N,aatak,παππούς
251,Großmutter::N,aanaq,γιαγιά
252,Eltern::N,angajoqqaat,γονείς
253,Vater::N,ataata,πατέρας
254,Vater::N,ataataq,πατέρας
255,Mutter::N,anaana,μητέρα
256,Sohn::N,erneq,γιος
257,Tochter::N,panik,κόρη
258,Bruder::N,ani,αδελφός
259,Bruder::N,aqqaluk,αδελφός
260,Bruder::N,qatanngut,αδελφός
261,Schwester::N,naja,αδελφή
262,Schwester::N,aleqa,αδελφή
263,Schwester::N,qatanngut,αδελφή
264,Onkel::N,akkak,θείος
265,Tante::N,aja,θεία
266,Tante::N,ajak,θεία
267,Tante::N,atsak,θεία
268,Ehemann::N,ui,σύζυγος
269,Ehefrau::N,nuliaq,σύζυγος
270,Freude::N,tipaatsussuseq,χαρά
271,Gelächter::N,illaq,γέλια
272,Glück::N,usornaat,ευτυχία
273,Glück::N,usornarsuseq,ευτυχία
274,Wunsch::N,kissaat,επιθυμία
275,Lust::N,illigussuseq,όρεξη
276,Lust::N,piummaseq,όρεξη
277,Geist::N,anerneq,πνέυμα
278,Geist::N,toornaq,πνέυμα
279,Gedanke::N,isumassaq,σκέψη
280,Gedächtnis::N,eqqaamannissuseq,μνήμη
281,Verstand::N,isuma,νους
282,Verstand::N,sianissut,νους
283,Verstand::N,misigissut,νους
284,Verstand::N,sianissuseq,νους
285,Verstand::N,silaqassuseq,νους
286,Sinn::N,isuma,νόημα
287,Grund::N,patsit,λόγος
288,Wahrheit::N,sallusuissut,αλήθεια
289,Märchen::N,oqalualaarut,παραμύθι
290,Märchen::N,oqaluasaaq,παραμύθι
291,Erzählung::N,oqaluttuaq,διήγημα
292,Nachricht::N,oqaassut,είδηση
293,Nachricht::N,oqqersuut,είδηση
294,Neuigkeit::N,tusarnartaq,νέο
295,Name::N,ateq,όνομα
296,Rätsel::N,nalorsitsaarut,αίνιγμα
297,Rede::N,oqaluuseq,λόγος
298,Rede::N,oqaluuseq,ομιλία
299,Sprache::N,oqaatsit,γλώσσα
300,Stimme::N,erinaq,φωνή
301,Stimme::N,qarluuseq,φωνή
302,Wort::N,oqaasii,λέξη
303,Zeichen::N,nalunaaqqut,σημείο
304,Ruf::N,qaaqqussut,κραυγή
305,Lärm::N,perpaluk,θόρυβος
306,Laut::N,torsukattak,ήχος
307,Ton::N,erinaq,ήχος
308,Ton::N,erinaq,τόνος
309,Lied::N,taalliaq,τραγούδι
310,Lied::N,erinarsuut,τραγούδι
311,Ruhe::N,qatsunganeq,ησυχία
312,Leute::N,inuiak,κόσμος
313,Leute::N,inuiak,άνθρωποι
314,Leute::N,inuiaqatigiit,κόσμος
315,Leute::N,inuiaqatigiit,άνθρωποι
316,Volk::N,inuiaat,λαός
317,Arbeit::N,suliaq,εργασία
318,Gast::N,qaaqqusaq,επισκέπτης
319,Geschenk::N,pajugut,δώρο
320,Hilfe::N,annertoqqut,βοήθεια
321,Freund::N,tiliaq,φίλος
322,Freund::N,ikinngut,φίλος
323,Kamerad::N,tiliaq,σύντροφος
324,Kamerad::N,ikinngut,σύντροφος
325,Art::N,ileqquuseq,είδος
326,Stück::N,nakkaalaniku,κομμάτι
327,Teil::N,tassiaasat,μέρος
328,Hälfte::N,affaq,μισό
329,Kreis::N,kaajaluinneq or kaajaluitsoq,κύκλος
330,Kreuz::N,sanningasulik,σταυρός
331,Linie::N,tittaq,γραμμή
332,Linie::N,titarneq,γραμμή
333,Abstand::N,aku,απόσταση
334,Abstand::N,ikiaq,απόσταση
335,Entfernung::N,asi,απόσταση
336,Gegend::N,nuna,περιοχή
337,Gegend::N,nuna,τοποθεσία
338,Platz::N,ini,χώρος
339,Platz::N,inissaq,χώρος
340,Ort::N,sumiiffik,τόπος
341,Seite::N,saneraq,πλευρά
342,Mitte::N,qiteq,μέση
343,Sache::N,pigisaq,πράγμα
344,Rand::N,sini,άκρη
345,Rand::N,sini,χείλος
346,Rand::N,akerfineq,άκρη
347,Rand::N,akerfineq,χείλος
348,Kante::N,akerfineq,άκρη
349,Ecke::N,teqeqqoq,γωνιά
350,Ecke::N,tikeqqoq,γωνιά
351,Spitze::N,inngik,μύτη
352,Ende::N,isu,άκρη
353,Loch::N,putu,τρύπα
354,Winkel::N,teqeqqorissaat,γωνία
355,Muster::N,ilisserut,σχέδιο
356,Größe::N,angissuseq,μέγεθος
357,Länge::N,takissuseq,μήκος
358,Gewicht::N,oqimaalutaq,βάρος
359,Menge::N,amerlassuseq,ποσότητα
360,Haufen::N,eqimattat,σωρός
361,Reihe::N,allunaasaq,αράδα
362,Boot::N,qajaq,βάρκα
363,Boot::N,angallat,βάρκα
364,Boot::N,umiatsiaq,βάρκα
365,Ruder::N,iput,κουπί
366,Schlitten::N,qamutit,έλκηθρο
367,Schlitten::N,qimusseq,έλκηθρο
368,Ski::N,ataarut,σκι
369,Last::N,nammagaq,φορτίο
370,Schritt::N,allorneq,βήμα
371,Norden::N,avannaq,βορράς
372,Süden::N,qava,νότος
373,Süden::N,kujat,νότος
374,Süden::N,kujataa,νότος
375,Westen::N,kitaa,δύση
376,Osten::N,kangi,ανατολή
377,Holz::N,qisuk,ξύλο
378,Brett::N,salliligaq,σανίδι
379,Platte::N,qaateq,πλάκα
380,Stütze::N,ajagutaq,στήριγμα
381,Stütze::N,ajaagutaq,στήριγμα
382,Stange::N,kaaviffik,ραβδί
383,Stange::N,kaaviffik,κοντός
384,Stock::N,ajaappissat,ξύλο
385,Stock::N,ajaappissat,μπαστούνι
386,Stab::N,ajaappissat,ραβδί
387,Rohr::N,sullulik,σωλήνας
388,Haus::N,illu,σπίτι
389,Ofen::N,kissarsuut,σόμπα
390,Ofen::N,kissarsuut,θερμάστρα
391,Fußboden::N,nateq,πάτωμα
392,Tisch::N,allattarfik,τραπέζι
393,Stuhl::N,issiavik,καρέκλα
394,Stuhl::N,issiaffik,καρέκλα
395,Wiege::N,uaasoq,κούνια
396,Bett::N,nallavik,κρεβάτι
397,Regal::N,ilisivik,ράφι
398,Kiste::N,sakissat,κιβώτιο
399,Kiste::N,illerfiusaq,κιβώτιο
400,Fenster::N,aki,παράθυρο
401,Fenster::N,igalaaq,παράθυρο
402,Tür::N,matu,πόρτα
403,Tor::N,isaaffik,πύλη
404,Zaun::N,saputit,φράχτης
405,Dach::N,qaliaq,στέγη
406,Leiter::N,tummeqqat,σκάλα
407,Leiter::N,tummeqqat,κλίμακα
408,Leiter::N,majuartarfiit,σκάλα
409,Leiter::N,majuartarfiit,κλίμακα
410,Besen::N,saligutit,σκούπα
411,Spaten::N,nivaataq,φτυάρι
412,Schaufel::N,nivaataq,φτυάρι
413,Gabel::N,qilluaq,πιρούνι
414,Gabel::N,ajassaatit,πιρούνι
415,Löffel::N,alussaat,κουτάλι
416,Messer::N,savik,μαχαίρι
417,Nagel::N,kukik,καρφί
418,Netz::N,anguffaseq,δίχτυ
419,Haken::N,nissik,γάντζος
420,Haken::N,nissik,αγκίστρι
421,Haken::N,qarsorsaq,γάντζος
422,Haken::N,qarsorsaq,αγκίστρι
423,Haken::N,qarsorsartoq,γάντζος
424,Haken::N,qarsorsartoq,αγκίστρι
425,Griff::N,ipi,λαβή
426,Schloss::N,illussaarsuaq,κλειδαριά
427,Bild::N,assiliaq,εικόνα
428,Figur::N,kisitsit,ανάστημα
429,Puppe::N,inuusaq,κούκλα
430,Bündel::N,qilertaq,δεμάτι
431,Tasche::N,pooqattaq,τσάντα
432,Deckel::N,matu,καπάκι
433,Geschirr::N,anut,σκεύη
434,Tasse::N,tiitorfik,φλιτζάνι
435,Tasse::N,tiitorfiup ilorlia,φλιτζάνι
436,Topf::N,qoqqoq,χύτρα
437,Kessel::N,uunnaavik,καζάνι
438,Essen::N,igaaq,φαγητό
439,Nahrung::N,neqissaq,τροφή
440,Speise::N,nerisassat,φαγητό
441,Fleisch::N,neqi,κρέας
442,Getreide::N,maannineq,σιτάρι
443,Brot::N,iffit,ψωμί
444,Brot::N,iffit,άρτος
445,Brot::N,iffiaq,ψωμί
446,Brot::N,iffiaq,άρτος
447,Scheibe::N,igalaassiaq,φέτα
448,Fett::N,tarnutissaq,πάχος
449,Fett::N,tarnutissiaq,πάχος
450,Butter::N,punneq,βούτυρο
451,Öl::N,uulia,λάδι
452,Salz::N,taratsut,αλάτι
453,Suppe::N,qajoq,σούπα
454,Honig::N,tungusunnitsuut,μέλι
455,Milch::N,immuk,γάλα
456,Tee::N,tii,τσάι
457,Tee::N,teeq,τσάι
458,Wolle::N,nuersagassiaq,μαλλί
459,Stoff::N,milliaq,ύφασμα
460,Stoff::N,qarlissiaq,ύφασμα
461,Nadel::N,meqqut,βελόνα
462,Faden::N,ujalussiaq,κλωστή
463,Knopf::N,attat,κουμπί
464,Knoten::N,akeroq,κόμπος
465,Knoten::N,qilerneq,κόμπος
466,Farbe::N,qalipaat,μπογιά
467,Kleidung::N,atisat,ρούχα
468,Kleidung::N,atisat,ενδυμασία
469,Kleidung::N,annoraaq,ρούχα
470,Kleidung::N,annoraaq,ενδυμασία
471,Hemd::N,ilupaaq,πουκάμισο
472,Kragen::N,qungasiinnaq,κολάρο
473,Ärmel::N,aaq,μανίκι
474,Hose::N,qarliit,πανταλόνι
475,Gürtel::N,qiterut,ζώνη
476,Gürtel::N,unngersaq,ζώνη
477,Mütze::N,nasaq,σκούφος
478,Schuh::N,skuu,παπούτσι
479,Schuh::N,ikernuk,παπούτσι
480,Schuh::N,ateraasaq,παπούτσι
481,Stiefel::N,kamik,μπότα
482,Ring::N,assammiu,δαχτυλίδι
483,Band::N,qilerutissiaq,κορδέλα
484,Kamm::N,illaagutit,χτένα
485,Kamm::N,illaajaatit pl.,χτένα
486,Spiegel::N,tarrarsuut,καθρέφτης
487,Riemen::N,allunaaq,λουρί
488,Schnur::N,kujaaq,κορδόνι
489,Schnur::N,allunaasaq,κορδόνι
490,Leine::N,aleq,σχοινί
491,Decke::N,qipik,κουβέρτα
492,Kissen::N,akit,μαξιλάρι
493,Tuch::N,qarlissiaq,πανί
494,Tuch::N,qarlissiaq,μαντήλι
495,Handtuch::N,allarut,πετσέτα
496,Handtuch::N,allarterut,πετσέτα
497,Kraft::N,pissak,δύναμη
498,Stärke::N,qerattarsaat,ισχύς
499,Stärke::N,qerattarsaat,δύναμη
500,Gesundheit::N,peqqisusseq,υγεία
501,Krankheit::N,nappaat,αρρώστια
502,Schmerz::N,anniaat,πόνος
503,Wunde::N,iki,πληγή
504,Fieber::N,nappaat qanimanartoq,πυρετός
505,Arznei::N,imigassaq,φάρμακο
506,Brücke::N,ikaartarfik,γέφυρα
507,Brunnen::N,tissaluttuliaq,πηγάδι
508,Weide::N,masarsuk,βοσκή
509,Pfad::N,aqqut,μονοπάτι
510,Weg::N,aggerfik,δρόμος
511,Straße::N,aqqusineq,οδός
512,Straße::N,aqqusineq,δρόμος
513,Dorf::N,nunaqarfik,χωριό
514,Stadt::N,illorpaat,πόλη
515,Stadt::N,illorpalik,πόλη
516,Brief::N,allagarsiaq,γράμμα
517,Brief::N,allagarsiaq,επιστολή
518,Buch::N,atuakkat,βιβλίο
519,Buch::N,mappersagaq,βιβλίο
520,Buchstabe::N,naqinneq,γράμμα
521,Zeitung::N,aviisi,εφημερίδα
522,Leben::N,inuussuseq,ζωή
523,Leben::N,inuussuseq,βίος
524,Tod::N,toqu,θάνατος
525,Tod::N,toquneq,θάνατος
526,Grab::N,iliveq,τάφος
527,Grab::N,illissat,τάφος
528,Kirche::N,oqaluffik,εκκλησία
529,Sünde::N,ajorti,αμαρτία
530,Arbeiter::N,sulisoq,εργάτης
531,Chef::N,ittoqut,προϊστάμενος
532,Meister::N,naalagaq,μάστορας
533,Meister::N,naalagaq,αρχιτεχνίτης
534,Arzt::N,katsorsaasoq,γιατρός
535,Lehrer::N,ilinniartitsisoq,δάσκαλος
536,Geld::N,aningaasat,λεφτά
537,Geld::N,aningaasat,χρήματα
538,Geschäft::N,niuertarfik,συναλλαγή
539,Laden::N,niuertarfik,μαγαζί
540,Laden::N,niuertarfik,κατάστημα
541,Preis::N,aki,τιμή
542,Ware::N,qaliata pii,εμπόρευμα
543,Ware::N,nioqqutissaq,εμπόρευμα
544,Nutzen::N,iluaqut,όφελος
545,Welt::N,nunarsuaq,κόσμος
546,Land::N,nuna,χώρα
547,König::N,kunngi,βασιλιάς
548,Macht::N,pissaassuseq,εξουσία
549,Grenze::N,killik,σύνορα
550,Krieg::N,sorsunneq,πόλεμος
551,Feind::N,akeraq,εχθρός
552,Feind::N,akerartorti,εχθρός
553,Feind::N,qinngarsuisoq,εχθρός
554,Kampf::N,sorsunneq,αγώνας
555,Pfeil::N,qalugiusaq,σαΐτα
556,Gewehr::N,aallaat,τουφέκι
557,Fehler::N,kukkuneq,λάθος
558,Fehler::N,kukkuneq,σφάλμα
559,Fehler::N,paarlaappaa,λάθος
560,Fehler::N,paarlaappaa,σφάλμα
561,Unglück::N,perluut,δυστυχία
562,Schuld::N,akiitsugaq,ενοχή
563,Schuld::N,akiitsugaq,φταίξιμο
564,Schuld::N,akiligassaq,ενοχή
565,Schuld::N,akiligassaq,φταίξιμο
566,Alter::N,utoqqaq,ηλικία
567,Schluss::N,isu,τέλος
568,Zeit::N,ulloq,χρόνος
569,Zeit::N,akuttoqatigiinneq,χρόνος
570,Tag::N,ulloq,μέρα
571,Tag::N,ulloq,ημέρα
572,Morgen::N,ullaaq,πρωί
573,Mittag::N,ulloqeqqa,μεσημέρι
574,Abend::N,unnuk,βράδυ
575,Nacht::N,unnuaq,νύχτα
576,Woche::N,sapaatip akunnera,εβδομάδα
577,Monat::N,qaammat,μήνας
578,Jahr::N,ukioq,έτος
579,Jahr::N,ukioq,χρόνος
580,Frühling::N,upernaaq,άνοιξη
581,Sommer::N,aasaq,καλοκαίρι
582,Herbst::N,ukiaq,φθινόπωρο
583,Winter::N,ukioq,χειμώνας
584,Januar::N,siulleeq,Ιανουάριος
585,Januar::N,qaammaliaq,Ιανουάριος
586,Februar::N,aarlaat,Φεβρουάριος
587,März::N,marsi,Μάρτιος
588,März::N,martsi,Μάρτιος
589,Mai::N,maaji,Μάιος
590,Juni::N,juuni,Ιούνιος
591,Juli::N,juuli,Ιούλιος
592,August::N,aggusti,Αύγουστος
593,September::N,septembari,Σεπτέμβριος
594,Oktober::N,oktobari,Οκτώβριος
595,November::N,novembari,Νοέμβριος
596,Dezember::N,detsembari,Δεκέμβριος
597,Montag::N,ataasinngortoq,Δευτέρα
598,Dienstag::N,marlunngorneq,Τρίτη
599,Mittwoch::N,pingasunngorneq,Τετάρτη
600,Donnerstag::N,sisamanngorneq,Πέμπτη
601,Freitag::N,tallimanngorneq,Παρασκευή
602,Samstag::N,arfininngorneq,Σάββατο
603,Sonntag::N,sapaat,Κυριακή
604,Sonntag::N,sapaati,Κυριακή
605,groß::A,angivoq,μεγάλος
606,klein::A,mikivoq,μικρός
607,lang::A,takisooq,μακρύς
608,kurz::A,naatsoq,κοντός
609,breit::A,silippoq,φαρδύς
610,schmal::A,amitsoq,στενός
611,dicht::A,torsusooq,πυκνός
612,dick[Gegenstand]::A,issuvoq,παχύς
613,dick[Gegenstand]::A,issuvoq,χοντρός
614,dick[Gegenstand]::A,issusooq,παχύς
615,dick[Gegenstand]::A,issusooq,χοντρός
616,dünn::A,amitsoq,ψιλός
617,dünn::A,amitsoq,λεπτός
618,fein::A,mamarpoq,ψιλός
619,fest::A,tangeqarpoq,στερεός
620,flach::A,nalimmappoq,επίπεδος
621,glatt::A,quasak,λείος
622,glatt::A,quasak,ομαλός
623,hart::A,mattusooq,σκληρός
624,hart::A,manngerpoq,σκληρός
625,hart::A,titeqquluppoq,σκληρός
626,weich::A,nerumaarpoq,μαλακός
627,rund::A,ammallorippoq,στρογγυλός
628,spitz::A,qummukujooq,μυτερός
629,scharf::A,ipippoq,κοφτερός
630,stumpf::A,anngerpoq,αμβλύς
631,schwer::A,oqimaappoq,βαρύς
632,schön::A,kusanarpoq,ωραίος
633,schön::A,kusanarpoq,όμορφος
634,heiß::A,kiappoq,ζεστός
635,warm::A,oqorpoq,θερμός
636,kalt::A,issippoq,κρύος
637,kalt::A,issippoq,ψυχρός
638,kühl::A,pueqqortippoq,δροσερός
639,feucht::A,isugutavoq,υγρός
640,feucht::A,qaasernarpoq,υγρός
641,nass::A,imerorpoq,βρεγμένος
642,trocken::A,panerpoq,ξηρός
643,trocken::A,panerpoq,στεγνός
644,voll::A,ulikkaarpoq,γεμάτος
645,leer::A,imaattuarpoq,άδειος
646,offen::A,ammavoq,ανοιχτός
647,geschlossen::A,matuvoq,κλειστός
648,sauber::A,eqqippoq,καθαρός
649,sauber::A,sukuluippoq,καθαρός
650,sauber::A,ipeqanngilaq,καθαρός
651,schmutzig::A,tapappoq,βρώμικος
652,schmutzig::A,tapappoq,λερωμένος
653,schmutzig::A,minguppoq,βρώμικος
654,schmutzig::A,minguppoq,λερωμένος
655,roh::A,aapavoq,ωμός
656,reif::A,qaarulerpoq,ώριμος
657,süß::A,tungusunnippoq,γλυκός
658,bitter::A,qasilippoq,πικρός
659,hell::A,qaamavoq,φωτεινός
660,dunkel::A,qernerpoq,σκοτεινός
661,schwarz::A,qernerpoq,μαύρος
662,schwarz::A,qernerpoq,μελανός
663,weiß::A,qaqorpoq,άσπρος
664,rot::A,aappaluppoq,κόκκινος
665,gelb::A,sungaarpoq,κίτρινος
666,blau::A,tungujorpoq,μπλε
667,blau::A,tungujorpoq,γαλανός
668,grün::A,qorsooqqippoq,πράσινος
669,grau::A,qaserpoq,γκρίζος
670,billig::A,akikippoq,φτηνός
