,Concept_ID,la,nl
69,Wind::N,ventus,wind
70,Welle::N,unda,golf
71,Wasser::N,aqua,water
72,Stein::N,lapis,steen
73,Boden::N,solum,grond
74,Erde::N,terra,aarde
75,Staub::N,pulvis,stof
76,Rauch::N,fumus,rook
77,Funke::N,scintilla,vonk
78,Feuer::N,ignis,vuur
79,Licht::N,lux,licht
80,Licht::N,lumen,licht
81,Schatten::N,umbra,schaduw
82,Wetter::N,caelum,weer
83,Wetter::N,tempestas,weer
84,Nebel::N,nebula,mist
85,Nebel::N,nebula,nevel
86,Wolke::N,nubes,wolk
87,Regen::N,imber,regen
88,Regen::N,pluvia,regen
89,Schnee::N,nix,sneeuw
90,Eis::N,glacies,ijs
91,Frost::N,gelu,vorst
92,Kälte::N,frigus,kou
93,Kälte::N,frigus,koude
94,Hitze::N,calor,hitte
95,Hitze::N,aestus,hitte
96,Raureif::N,pruina,rijp
97,Regenbogen::N,arcus,regenboog
98,Donner::N,tonitrus,donder
99,Strömung::N,fluctus,stroming
100,Tropfen::N,gutta,druppel
101,Schaum::N,spuma,schuim
102,Schmutz::N,sordes,vuil
103,Schmutz::N,squalor,vuil
104,See::N,lacus,meer
105,Sumpf::N,palus,moeras
106,Moor::N,palus,veen
107,Wiese::N,pratum,wei
108,Wiese::N,pratum,weide
109,Wald::N,silva,bos
110,Hügel::N,collis,heuvel
111,Anhöhe::N,specula,hoogte
112,Berg::N,mons,berg
113,Gipfel::N,vertex,top
114,Höhle::N,caverna,hol
115,Höhle::N,spelunca,hol
116,Abhang::N,declivum,helling
117,Quelle::N,fons,bron
118,Bach::N,rivus,beek
119,Fluss::N,flumen,stroom
120,Ufer::N,ripa,wal
121,Ufer::N,ripa,oever
122,Küste::N,litus,kust
123,Festland::N,continens,vasteland
124,Meer::N,mare,zee
125,Bucht::N,sinus,baai
126,Bucht::N,sinus,inham
127,Insel::N,insula,eiland
128,Blume::N,flos,bloem
129,Gras::N,herba,gras
130,Gras::N,gramen,gras
131,Wurzel::N,radix,wortel
132,Baum::N,arbor,boom
133,Stamm::N,truncus,stam
134,Rinde::N,cortex,schors
135,Ast::N,ramus,tak
136,Zweig::N,ramus,twijg
137,Blatt::N,folium,blad
138,Birke::N,betulla,berk
139,Kiefer[Baum]::N,pinus,den
140,Weide[Baum]::N,salix,wilg
141,Tanne::N,abies,spar
142,Horn::N,cornu,hoorn
143,Feder::N,penna,veer
144,Feder::N,penna,pluim
145,Fell::N,pellis,vel
146,Flügel::N,ala,vleugel
147,Klaue::N,unguis,klauw
148,Kralle::N,unguis,klauw
149,Schwanz::N,cauda,staart
150,Ei::N,ovum,ei
151,Nest::N,nidus,nest
152,Bau::N,cavum,hol
153,Bau::N,latibulum,hol
154,Tier::N,bestia,dier
155,Herde::N,grex,kudde
156,Kuh::N,vacca,koe
157,Bulle::N,taurus,stier
158,Pferd::N,equus,paard
159,Schaf::N,ovis,schaap
160,Schwein::N,sus,varken
161,Schwein::N,porcus,varken
162,Hund::N,canis,hond
163,Katze::N,felis,kat
164,Bär::N,ursus,beer
165,Eichhörnchen::N,sciurus,eekhoorntje
166,Elch::N,alces,eland
167,Fuchs::N,vulpes,vos
168,Hase::N,lepus,haas
169,Maus::N,mus,muis
170,Wolf::N,lupus,wolf
171,Vogel::N,avis,vogel
172,Schwarm::N,examen,zwerm
173,Huhn::N,gallina,kip
174,Huhn::N,gallina,hoen
175,Hahn::N,gallus,haan
176,Gans::N,anser,gans
177,Adler::N,aquila,arend
178,Ente::N,anas,eend
179,Eule::N,ulula,uil
180,Eule::N,noctua,uil
181,Kranich::N,grus,kraanvogel
182,Krähe::N,cornix,kraai
183,Kuckuck::N,cuculus,koekoek
184,Schwan::N,olor,zwaan
185,Schwan::N,cycnus,zwaan
186,Fisch::N,piscis,vis
187,Barsch::N,perca,baars
188,Hecht::N,esox,snoek
189,Schlange[Tier]::N,serpens,slang
190,Wurm::N,vermis,worm
191,Spinne::N,aranea,spin
192,Ameise::N,formica,mier
193,Laus::N,pediculus,luis
194,Mücke::N,culex,mug
195,Fliege::N,musca,vlieg
196,Schmetterling::N,papilio,vlinder
197,Beere::N,baca,bes
198,Apfel::N,malum,appel
199,Pilz::N,fungus,paddestoel
200,Zwiebel::N,cepa,ui
201,Saat::N,seges,zaad
202,Korn::N,granum,graan
203,Korn::N,granum,korrel
204,Heu::N,faenum,hooi
205,Schale::N,putamen,schil
206,Grube::N,fovea,kuil
207,Falle::N,pedica,val
208,Schlinge::N,laqueus,strop
209,Spur::N,vestigium,spoor
210,Asche::N,cinis,as
211,Dreck::N,lutum,drek
212,Eisen::N,ferrum,ijzer
213,Gold::N,aurum,goud
214,Silber::N,argentum,zilver
215,Kohle::N,carbo,kool
216,Glas::N,vitrum,glas
217,Lehm::N,lutum,klei
218,Sand::N,arena,zand
219,Mensch::N,homo,mens
220,Mann::N,vir,man
221,Frau::N,mulier,vrouw
222,Kind::N,puer,kind
223,Kind::N,infans,kind
224,Junge::N,puer,jongen
225,Mädchen::N,puella,meisje
226,Familie::N,familia,gezin
227,Familie::N,familia,familie
228,Großvater::N,avus,grootvader
229,Großmutter::N,avia,grootmoeder
230,Eltern::N,parentes,ouders
231,Vater::N,pater,vader
232,Mutter::N,mater,moeder
233,Sohn::N,filius,zoon
234,Tochter::N,filia,dochter
235,Bruder::N,frater,broer
236,Bruder::N,frater,broeder
237,Schwester::N,soror,zus
238,Schwester::N,soror,zuster
239,Onkel::N,patruus,oom
240,Onkel::N,avunculus,oom
241,Tante::N,amita,tante
242,Ehemann::N,maritus,echtgenoot
243,Ehefrau::N,uxor,echtgenote
244,Freude::N,gaudium,vreugde
245,Freude::N,laetitia,vreugde
246,Gelächter::N,risus,gelach
247,Glück::N,felicitas,geluk
248,Kummer::N,aegritudo,verdriet
249,Wunsch::N,voluntas,wens
250,Wunsch::N,voluntas,verlangen
251,Wunsch::N,desiderium,wens
252,Wunsch::N,desiderium,verlangen
253,Lust::N,libido,zin
254,Lust::N,libido,lust
255,Lust::N,voluptas,zin
256,Lust::N,voluptas,lust
257,Geist::N,mens,geest
258,Geist::N,animus,geest
259,Gedanke::N,sententia,gedachte
260,Gedächtnis::N,memoria,geheugen
261,Verstand::N,ratio,verstand
262,Verstand::N,ingenium,verstand
263,Sinn::N,sensus,betekenis
264,Grund::N,causa,reden
265,Wahrheit::N,veritas,waarheid
266,Gespräch::N,sermo,gesprek
267,Märchen::N,fabula,sprookje
268,Erzählung::N,fabula,verhaal
269,Erzählung::N,narratio,verhaal
270,Nachricht::N,nuntius,tijding
271,Neuigkeit::N,novitas,nieuws
272,Neuigkeit::N,novitas,nieuwtje
273,Name::N,nomen,naam
274,Rätsel::N,aenigma,raadsel
275,Rede::N,oratio,rede
276,Sprache::N,lingua,taal
277,Stimme::N,vox,stem
278,Wort::N,verbum,woord
279,Wort::N,vocabulum,woord
280,Zeichen::N,signum,teken
281,Ruf::N,clamor,roep
282,Lärm::N,strepitus,lawaai
283,Laut::N,sonus,klank
284,Laut::N,sonus,geluid
285,Ton::N,sonus,toon
286,Ton::N,sonus,klank
287,Lied::N,carmen,lied
288,Ruhe::N,quies,rust
289,Ruhe::N,quies,stilte
290,Leute::N,homines,lui
291,Leute::N,homines,mensen
292,Volk::N,populus,volk
293,Arbeit::N,labor,werk
294,Arbeit::N,labor,arbeid
295,Gast::N,hospes,gast
296,Gast::N,conviva,gast
297,Geschenk::N,munus,cadeau
298,Geschenk::N,munus,geschenk
299,Spiel::N,ludus,spel
300,Gesellschaft::N,societas,gezelschap
301,Hilfe::N,auxilium,hulp
302,Hilfe::N,subsidium,hulp
303,Freund::N,amicus,vriend
304,Kamerad::N,socius,maat
305,Kamerad::N,socius,metgezel
306,Angelegenheit::N,res,zaak
307,Angelegenheit::N,res,aangelegenheid
308,Anzahl::N,numerus,tal
309,Anzahl::N,numerus,aantal
310,Art::N,genus,slag
311,Art::N,genus,soort
312,Stück::N,frustum,stuk
313,Stück::N,fragmentum,stuk
314,Teil::N,pars,deel
315,Hälfte::N,dimidium,helft
316,Kreis::N,orbis,kring
317,Kreis::N,orbis,cirkel
318,Kreis::N,circus,kring
319,Kreis::N,circus,cirkel
320,Kreuz::N,crux,kruis
321,Linie::N,linea,lijn
322,Strich::N,lineamentum,haal
323,Strich::N,lineamentum,streep
324,Abstand::N,intervallum,afstand
325,Entfernung::N,spatium,afstand
326,Gegend::N,loca,streek
327,Gegend::N,regio,streek
328,Platz::N,locus,ruimte
329,Ort::N,locus,oord
330,Ort::N,locus,plaats
331,Seite::N,latus,zij
332,Seite::N,latus,kant
333,Seite::N,latus,zijde
334,Mitte::N,medium,midden
335,Gegenstand::N,res,voorwerp
336,Sache::N,res,zaak
337,Rand::N,margo,rand
338,Rand::N,margo,boord
339,Kante::N,angulus,kant
340,Ecke::N,angulus,hoek
341,Spitze::N,cacumen,punt
342,Spitze::N,cacumen,spits
343,Ende::N,caput,einde
344,Ende::N,caput,uiteinde
345,Loch::N,foramen,gat
346,Winkel::N,angulus,hoek
347,Muster::N,exemplum,dessin
348,Muster::N,exemplum,patroon
349,Größe::N,magnitudo,grootte
350,Länge::N,longitudo,lengte
351,Höhe::N,altitudo,hoogte
352,Gewicht::N,pondus,gewicht
353,Menge::N,copia,hoeveelheid
354,Haufen::N,acervus,hoop
355,Reihe::N,ordo,rij
356,Reihe::N,ordo,reeks
357,Boot::N,navicula,boot
358,Ruder::N,remus,roeiriem
359,Schlitten::N,sclodia,slee
360,Schlitten::N,sclodia,slede
361,Ski::N,narta,ski
362,Lagerfeuer::N,ignis,kampvuur
363,Last::N,onus,last
364,Last::N,onus,vracht
365,Gang::N,cursus,wandeling
366,Schritt::N,gradus,stap
367,Schritt::N,gradus,schrede
368,Norden::N,septentriones,noorden
369,Süden::N,meridies,zuiden
370,Westen::N,occidens,westen
371,Osten::N,oriens,oosten
372,Holz::N,lignum,hout
373,Brett::N,tabula,plank
374,Platte::N,lamina,plaat
375,Stütze::N,adminiculum,stut
376,Stütze::N,adminiculum,steun
377,Stange::N,pertica,stang
378,Stock::N,baculum,stok
379,Stab::N,scipio,staf
380,Rohr::N,tubus,pijp
381,Haus::N,aedes,huis
382,Heim::N,domicilium,tehuis
383,Ofen::N,fornax,kachel
384,Fußboden::N,solum,vloer
385,Tisch::N,mensa,tafel
386,Stuhl::N,sella,stoel
387,Wiege::N,cunae,wieg
388,Bett::N,lectus,bed
389,Regal::N,foruli,rek
390,Kiste::N,cista,kist
391,Fenster::N,fenestra,raam
392,Fenster::N,fenestra,venster
393,Tür::N,ianua,deur
394,Tor::N,porta,poort
395,Zaun::N,saepes,omheining
396,Dach::N,tectum,dak
397,Leiter::N,scalae,ladder
398,Besen::N,scopae,bezem
399,Spaten::N,pala,schop
400,Schaufel::N,pala,schep
401,Gabel::N,fuscinula,vork
402,Löffel::N,coclear,lepel
403,Messer::N,culter,mes
404,Nagel::N,clavus,spijker
405,Netz::N,rete,net
406,Haken::N,hamus,haak
407,Griff::N,manubrium,handvat
408,Schloss::N,claustra,slot
409,Bild::N,tabula,beeld
410,Bild::N,pictura,beeld
411,Figur::N,statunculum,figuur
412,Puppe::N,pupa,pop
413,Beutel::N,sacculus,zak
414,Beutel::N,sacculus,buidel
415,Bündel::N,fascis,pak
416,Bündel::N,fascis,bundel
417,Tasche::N,sacculus,tas
418,Eimer::N,situla,emmer
419,Deckel::N,operculum,deksel
420,Geschirr::N,vasa,vaatwerk
421,Sack::N,saccus,zak
422,Tasse::N,pocillum,kop
423,Topf::N,olla,pan
424,Kessel::N,aenum,ketel
425,Essen::N,cena,eten
426,Nahrung::N,cibus,voedsel
427,Nahrung::N,alimenta,voedsel
428,Speise::N,cibus,spijs
429,Fleisch::N,caro,vlees
430,Getreide::N,frumentum,graan
431,Brei::N,puls,pap
432,Brei::N,puls,brij
433,Brot::N,panis,brood
434,Scheibe::N,frustum,plak
435,Scheibe::N,frustum,snede
436,Fett::N,pingue,vet
437,Butter::N,butȳrum,boter
438,Öl::N,oleum,olie
439,Salz::N,sal,zout
440,Suppe::N,ius,soep
441,Honig::N,mel,honing
442,Milch::N,lac,melk
443,Tee::N,thea,thee
444,Leder::N,corium,leer
445,Leder::N,corium,leder
446,Wolle::N,lana,wol
447,Stoff::N,textum,stof
448,Nadel::N,acus,naald
449,Faden::N,filum,draad
450,Knopf::N,bulla,knoop
451,Knoten::N,nodus,knoop
452,Farbe::N,pigmentum,verf
453,Kleidung::N,vestimenta,kledij
454,Kleidung::N,vestimenta,kleding
455,Hemd::N,tunica,hemd
456,Kragen::N,collare,kraag
457,Ärmel::N,manica,mouw
458,Hose::N,bracae,broek
459,Hose::N,bracae,pantalon
460,Gürtel::N,cingulum,riem
461,Gürtel::N,cingulum,gordel
462,Mütze::N,pilleus,muts
463,Schuh::N,calceus,schoen
464,Stiefel::N,pero,laars
465,Stiefel::N,caliga,laars
466,Ring::N,anulus,ring
467,Band::N,redimiculum,lint
468,Kamm::N,pecten,kam
469,Spiegel::N,speculum,spiegel
470,Riemen::N,lorum,riem
471,Schnur::N,linum,koord
472,Leine::N,retinaculum,lijn
473,Decke::N,lodix,deken
474,Kissen::N,pulvinus,kussen
475,Tuch::N,velum,doek
476,Handtuch::N,mantele,handdoek
477,Kraft::N,vis,kracht
478,Stärke::N,robur,sterkte
479,Gesundheit::N,valetudo,gezondheid
480,Krankheit::N,morbus,ziekte
481,Schmerz::N,dolor,pijn
482,Wunde::N,vulnus,wond
483,Fieber::N,febris,koorts
484,Arznei::N,remedium,medicament
485,Arznei::N,remedium,geneesmiddel
486,Brücke::N,pons,brug
487,Brunnen::N,puteus,put
488,Brunnen::N,puteus,bron
489,Weide::N,pascua,wei
490,Weide::N,pascua,weide
491,Pfad::N,semita,pad
492,Weg::N,iter,weg
493,Straße::N,via,baan
494,Straße::N,via,straat
495,Dorf::N,vicus,dorp
496,Stadt::N,urbs,stad
497,Stadt::N,oppidum,stad
498,Brief::N,epistula,brief
499,Buch::N,liber,boek
500,Buchstabe::N,littera,letter
501,Zeitung::N,diurnum,krant
502,Zeitung::N,diurnum,dagblad
503,Leben::N,vita,leven
504,Tod::N,mors,dood
505,Grab::N,sepulcrum,graf
506,Kirche::N,ecclesia,kerk
507,Sünde::N,peccatum,zonde
508,Gott::N,deus,god
509,Arbeiter::N,operarius,arbeider
510,Chef::N,praefectus,chef
511,Meister::N,magister,meester
512,Arzt::N,medicus,arts
513,Arzt::N,medicus,dokter
514,Lehrer::N,magister,leraar
515,Lehrer::N,magister,onderwijzer
516,Geld::N,aes,geld
517,Geld::N,pecunia,geld
518,Geschäft::N,negotium,zaak
519,Laden::N,taberna,winkel
520,Preis::N,pretium,prijs
521,Ware::N,merx,waar
522,Nutzen::N,utilitas,nut
523,Nutzen::N,utilitas,voordeel
524,Reichtum::N,opes,rijkdom
525,Reichtum::N,divitiae,rijkdom
526,Welt::N,mundus,wereld
527,Land::N,terra,land
528,Staat::N,res publica,staat
529,König::N,rex,koning
530,Macht::N,potestas,macht
531,Grenze::N,limes,grens
532,Krieg::N,bellum,oorlog
533,Feind::N,inimicus,vijand
534,Gewalt::N,vis,geweld
535,Kampf::N,pugna,strijd
536,Kampf::N,pugna,gevecht
537,Bogen[Waffe]::N,arcus,boog
538,Pfeil::N,sagitta,pijl
539,Gewehr::N,sclopetum,geweer
540,Fehler::N,error,fout
541,Lüge::N,mendacium,leugen
542,Schaden::N,damnum,schade
543,Schaden::N,detrimentum,schade
544,Unglück::N,miseria,tegenspoed
545,Unglück::N,calamitas,tegenspoed
546,Schuld::N,culpa,schuld
547,Alter::N,aetas,leeftijd
548,Schluss::N,finis,slot
549,Zeit::N,tempus,tijd
550,Tag::N,dies,dag
551,Morgen::N,mane,morgen
552,Morgen::N,mane,ochtend
553,Mittag::N,meridies,middag
554,Abend::N,vesper,avond
555,Nacht::N,nox,nacht
556,Woche::N,septimana,week
557,Monat::N,mensis,maand
558,Jahr::N,annus,jaar
559,Frühling::N,ver,lente
560,Frühling::N,ver,voorjaar
561,Sommer::N,aestas,zomer
562,Herbst::N,autumnus,herfst
563,Winter::N,hiems,winter
564,Januar::N,Ianuarius,januari
565,Februar::N,Februarius,februari
566,März::N,Martius,maart
567,April::N,Aprilis,april
568,Mai::N,Maius,mei
569,Juni::N,Iunius,juni
570,Juli::N,Iulius,juli
571,August::N,Augustus,augustus
572,September::N,September,september
573,Oktober::N,Octobris,oktober
574,November::N,Novembris,november
575,Dezember::N,December,december
576,Montag::N,dies lunae,maandag
577,Dienstag::N,dies Martis ,dinsdag
578,Mittwoch::N,dies Mercurii,woensdag
579,Donnerstag::N,dies Iovis,donderdag
580,Freitag::N,dies Veneris,vrijdag
581,Samstag::N,dies Saturni,zaterdag
582,Sonntag::N,dominicus,zondag
583,Sonntag::N,dies solis,zondag
584,groß::A,magnus,groot
585,klein::A,parvus,klein
586,lang::A,longus,lang
587,kurz::A,brevis,kort
588,breit::A,latus,breed
589,schmal::A,angustus,smal
590,dicht::A,densus,dicht
591,dick[Gegenstand]::A,crassus,dik
592,dünn::A,tenuis,dun
593,fein::A,subtilis,fijn
594,fest::A,solidus,vast
595,fest::A,stabilis,vast
596,flach::A,planus,plat
597,glatt::A,levis,glad
598,hart::A,durus,hard
599,weich::A,mollis,week
600,rund::A,rotundus,rond
601,spitz::A,acutus,spits
602,spitz::A,acutus,puntig
603,scharf::A,acer,scherp
604,stumpf::A,hebes,stomp
605,schwer::A,gravis,zwaar
606,schön::A,pulcher,mooi
607,schön::A,pulcher,fraai
608,schön::A,formosus,mooi
609,schön::A,formosus,fraai
610,heiß::A,fervidus,heet
611,warm::A,calidus,warm
612,kalt::A,frigidus,koud
613,kühl::A,frigidus,koel
614,frisch::A,recens,fris
615,feucht::A,umidus,vochtig
616,nass::A,madidus,nat
617,trocken::A,aridus,droog
618,voll::A,plenus,vol
619,leer::A,vacuus,leeg
620,offen::A,apertus,open
621,geschlossen::A,clausus,gesloten
622,sauber::A,lautus,net
623,sauber::A,lautus,schoon
624,schmutzig::A,sordidus,vuil
625,roh::A,crudus,rauw
626,reif::A,maturus,rijp
627,lecker::A,delicatus,lekker
628,süß::A,dulcis,zoet
629,bitter::A,amarus,bitter
630,bitter::A,acerbus,bitter
631,sauer::A,acidus,zuur
632,hell::A,clarus,licht
633,hell::A,clarus,helder
634,dunkel::A,obscurus,donker
635,schwarz::A,niger,zwart
636,weiß::A,albus,wit
637,rot::A,ruber,rood
638,gelb::A,flavus,geel
639,blau::A,caeruleus,blauw
640,grün::A,viridis,groen
641,grau::A,canus,grijs
642,bunt::A,varius,bont
643,billig::A,vilis,goedkoop
644,teuer::A,carus,duur
645,wertvoll::A,pretiosus,kostbaar
646,wertvoll::A,pretiosus,waardevol
647,blind::A,caecus,blind
648,taub::A,surdus,doof
649,kräftig::A,robustus,krachtig
650,stark::A,firmus,sterk
651,stark::A,validus,sterk
652,schwach::A,debilis,zwak
653,schwach::A,infirmus,zwak
654,fett::A,crassus,vet
655,schlank::A,procerus,slank
656,hübsch::A,pulcher,leuk
657,böse::A,improbus,kwaad
658,dumm::A,stultus,dom
659,dumm::A,stupidus,dom
660,faul::A,piger,lui
661,fleißig::A,sedulus,vlijtig
662,geizig::A,avarus,gierig
663,klug::A,prudens,slim
664,klug::A,prudens,schrander
665,klug::A,prudens,verstandig
666,geschickt::A,sollers,handig
667,geschickt::A,sollers,vaardig
668,lieb::A,carus,lief
669,lustig::A,iocosus,vrolijk
670,sanft::A,clemens,zacht
671,hungrig::A,impastus,hongerig
672,krank::A,aeger,ziek
673,nackt::A,nudus,naakt
674,traurig::A,maestus,treurig
675,traurig::A,maestus,bedroefd
676,lebendig::A,vivus,levend
677,gut::A,bonus,goed
678,schlecht::A,malus,slecht
679,richtig::A,rectus,juist
680,schlimm::A,malus,erg
681,schlimm::A,malus,kwaad
682,wahr::A,verus,waar
683,alt::A,antiquus,oud
684,neu::A,novus,nieuw
685,ehemalig::A,pristinus,voormalig
686,alt[Lebewesen]::A,vetus,oud
687,jung::A,iuvenis,jong
688,arm::A,pauper,arm
689,reich::A,dives,rijk
690,bekannt::A,notus,bekend
691,berühmt::A,celeber,beroemd
692,berühmt::A,illustris,beroemd
693,fremd::A,peregrinus,vreemd
694,verschieden::A,varius,verscheiden
695,verschieden::A,varius,verschillend
696,nah::A,propinquus,nabij
697,nah::A,propinquus,nabijgelegen
698,fern::A,longinquus,ver
699,linker::A,sinister,linker
700,rechter::A,dexter,rechter
701,anderer::A,alius,andere
702,erster::A,primus,eerste
703,zweiter::A,secundus,tweede
704,dritter::A,tertius,derde
705,letzter::A,ultimus,laatste
706,allein::ADV,solum,alleen
707,auf einmal::ADV,simul,ineens
708,auf einmal::ADV,simul,tegelijk
709,zusammen::ADV,una,samen
710,zusammen::ADV,una,bijeen
711,lange::ADV,diu,lang
712,plötzlich::ADV,subito,eensklaps
713,plötzlich::ADV,subito,plotsklaps
714,plötzlich::ADV,repente,eensklaps
715,plötzlich::ADV,repente,plotsklaps
716,sofort::ADV,statim,terstond
717,sofort::ADV,statim,aanstonds
718,sofort::ADV,statim,onmiddelijk
719,später::ADV,postea,later
720,jetzt::ADV,nunc,nu
721,jetzt::ADV,nunc,nou
722,jetzt::ADV,nunc,thans
723,heute::ADV,hodie,heden
724,heute::ADV,hodie,vandaag
725,morgen::ADV,cras,morgen
726,bald::ADV,mox,gauw
727,bald::ADV,mox,weldra
728,dann::ADV,deinde,dan
729,dann::ADV,deinde,toen
730,gestern::ADV,heri,gisteren
731,einst::ADV,olim,eens
732,damals::ADV,tum,toen
733,damals::ADV,tum,destijds
734,danach::ADV,postea,daarna
735,vorher::ADV,antea,vooraf
736,vorher::ADV,antea,van tevoren
737,zuerst::ADV,primo,eerst
738,zuerst::ADV,primo,het eerst
739,einmal::ADV,semel,eens
740,einmal::ADV,semel,eenmaal
741,manchmal::ADV,interdum,soms
742,oft::ADV,saepe,vaak
743,oft::ADV,saepe,dikwijls
744,immer::ADV,semper,altijd
745,niemals::ADV,numquam,nooit
746,hier::ADV,hic,hier
747,hierhin::ADV,huc,hierheen
748,von hier::ADV,hinc,van hier
749,von hier::ADV,hinc,hiervandaan
750,dort::ADV,ibi,daar
751,dort::ADV,ibi,ginds
752,dorthin::ADV,eo,daarheen
753,geradeaus::ADV,recte,rechtuit
754,geradeaus::ADV,recte,rechtdoor
755,vorwärts::ADV,porro,vooruit
756,vorwärts::ADV,porro,voorwaarts
757,rückwärts::ADV,retro,achteruit
758,rückwärts::ADV,retro,achterwaarts
759,zurück::ADV,retro,terug
760,unten::ADV,infra,beneden
761,unten::ADV,infra,onderaan
762,hinab::ADV,pessum,omlaag
763,hinab::ADV,pessum,naar beneden
764,oben::ADV,supra,boven
765,hinauf::ADV,sursum,omhoog
766,hinauf::ADV,sursum,naar boven
767,überall::ADV,ubique,alom
768,überall::ADV,ubique,overal
769,nicht::ADV,non,niet
770,ein wenig::ADV,paulum,wat
771,kaum::ADV,vix,amper
772,kaum::ADV,vix,nauwelijks
773,kaum::ADV,aegre,amper
774,kaum::ADV,aegre,nauwelijks
775,sehr::ADV,valde,erg
776,sehr::ADV,valde,zeer
777,sehr::ADV,magnopere,erg
778,sehr::ADV,magnopere,zeer
779,so::ADV,ita,zo
780,noch::ADV,etiam,nog
781,nur::ADV,solum,maar
782,nur::ADV,solum,alleen
783,nur::ADV,tantum,maar
784,nur::ADV,tantum,alleen
785,schon::ADV,iam,al
786,schon::ADV,iam,reeds
787,wieder::ADV,rursus,weer
788,wieder::ADV,rursus,terug
789,vergebens::ADV,frustra,vergeefs
790,vergebens::ADV,frustra,tevergeefs
791,vor::PRP,ante,voor
792,hinter::PRP,post,achter
793,unter::PRP,sub,onder
794,unter::PRP,sub,beneden
795,durch::PRP,per,door
796,neben::PRP,iuxta,naast
797,zwischen::PRP,inter,tussen
798,wegen::PRP,propter,wegens
799,wegen::PRP,propter,vanwege
800,dies::PRN,hoc,dit
801,das::PRN,id,dat
802,alles::PRN,omnia,alles
803,ich::PRN,ego,ik
804,du::PRN,tu,je
805,du::PRN,tu,jij
806,er::PRN,is,hij
807,er::PRN,ille,hij
808,wir::PRN,nos,we
809,wir::PRN,nos,wij
810,ihr::PRN,vos,jullie
811,sie::PRN,ii,ze
812,sie::PRN,ii,zij
813,sie::PRN,illi,ze
814,sie::PRN,illi,zij
815,was::FPRN,quid,wat
816,wer::FPRN,quis,wie
817,wo::FADV,ubi,waar
818,wohin::FADV,quo,waarheen
819,wie::FADV,quomodo,hoe
820,warum::FADV,cur,waarom
821,wieviel::FNUM,quantum,hoeveel
822,eins::NUM,unus,één
823,zwei::NUM,duo,twee
824,drei::NUM,tres,drie
825,vier::NUM,quattuor,vier
826,fünf::NUM,quinque,vijf
827,sechs::NUM,sex,zes
828,sieben::NUM,septem,zeven
829,acht::NUM,octo,acht
830,neun::NUM,novem,negen
831,zehn::NUM,decem,tien
832,elf::NUM,undecim,elf
833,zwölf::NUM,duodecim,twaalf
834,zwanzig::NUM,viginti,twintig
835,dreißig::NUM,triginta,dertig
836,vierzig::NUM,quadraginta,veertig
837,fünfzig::NUM,quinquaginta,vijftig
838,sechzig::NUM,sexaginta,zestig
839,siebzig::NUM,septuaginta,zeventig
840,achtzig::NUM,octoginta,tachtig
841,neunzig::NUM,nonaginta,negentig
842,hundert::NUM,centum,honderd
843,tausend::NUM,mille,duizend
844,und::CNJ,et,en
845,und::CNJ,-que,en
846,oder::CNJ,vel,of
847,stehen::V,stare,staan
848,sitzen::V,sedere,zitten
