,Concept_ID,fa,xal
115,Anhöhe::N,بلندی,хамр
116,Berg::N,کوه,уул
117,Gipfel::N,قله,ора
118,Höhle::N,غار,хадин көндә
119,Abhang::N,سرازیری,ташу
120,Quelle::N,چشمه,булг
121,Bach::N,نهر,һооҗур
122,Fluss::N,رود,һол
123,Ufer::N,ساحل,көвә
124,Ufer::N,کرانه,көвә
125,Küste::N,ساحل,көвә
126,Küste::N,ساحل,теңгсин көвә
127,Festland::N,خشکی,хүүрә һазр
128,Meer::N,دریا,теңгс
129,Bucht::N,خلیج,цекә
130,Bucht::N,خلیج,теңгсин цекә
131,Insel::N,جزیره,арл
132,Blume::N,گل,цецг
133,Gras::N,علف,ноһан
134,Wurzel::N,ریشه,уңг
135,Baum::N,درخت,модн
136,Stamm::N,تنه,шилв
137,Stamm::N,تنه,һол модн
138,Rinde::N,توژ,көрсн
139,Rinde::N,پوست,көрсн
140,Ast::N,شاخه,ац
141,Zweig::N,شاخه,ац
142,Blatt::N,برگ,хамтхасн
143,Birke::N,غان,хусм модн
144,Kiefer[Baum]::N,کاج,шар харһа
145,Weide[Baum]::N,بید,удн
146,Tanne::N,صنوبر,җөөлн цаһан модн
147,Horn::N,شاخ,өвр
148,Feder::N,پر,өрвлг
149,Fell::N,خز,арсн
150,Flügel::N,پر,җивр
151,Flügel::N,بال,җивр
152,Klaue::N,چنگ,хумсн
153,Klaue::N,پنجه,хумсн
154,Kralle::N,پنجه,тавг
155,Schwanz::N,دم,сүл
156,Ei::N,تخم,өндгн
157,Nest::N,لانه,үр
158,Bau::N,بنا,нүкн
159,Bau::N,ساختمان,нүкн
160,Tier::N,هیوان,мал
161,Herde::N,رمه,сүрг мал
162,Kuh::N,گاو,үкр
163,Bulle::N,گاو نر,бух
164,Pferd::N,اسب,мөрн
165,Schaf::N,گوسفند,хөн
166,Schwein::N,خوک,һаха
167,Hund::N,سگ,ноха
168,Katze::N,گربه,мис
169,Bär::N,خرس,аю
170,Eichhörnchen::N,سنجاب,кермн
171,Elch::N,گوزن شمالی,хандһа
172,Fuchs::N,روباه,арат
173,Hase::N,خرگوش,туула
174,Maus::N,موش,хулһн
175,Wolf::N,گرگ,чон
176,Vogel::N,پرنده,шовун
177,Schwarm::N,دسته,зел
178,Huhn::N,مرغ,така
179,Hahn::N,خروس,эр така
180,Gans::N,غاز,һалун
181,Adler::N,عقاب,һәрд
182,Ente::N,اردک,нуһсн
183,Ente::N,مرغابی,нуһсн
184,Eule::N,جغد,һурвлһ
185,Kranich::N,درنا,тоһрун
186,Krähe::N,زاغ,шаазһа
187,Krähe::N,کلاغ,шаазһа
188,Kuckuck::N,فاخته,эргин хуцдг
189,Schwan::N,قو,хун
190,Fisch::N,ماهی,заһсн
191,Barsch::N,ماهی خاردار,шүрг
192,Hecht::N,اردک ماهی,цурх
193,Schlange[Tier]::N,مار,моһа
194,Wurm::N,کرم,өтн
195,Spinne::N,عنکبوت,аралҗн
196,Ameise::N,مورچه,шорһлҗн
197,Laus::N,شپش,бөөсн
198,Mücke::N,پشه,бөкүн
199,Fliege::N,مگس,батхн
200,Schmetterling::N,پروانه,эрвәкә
201,Beere::N,گیله,бөөлҗрһн
202,Apfel::N,سیب,альмн
203,Pilz::N,قارچ,теңгрин ки
204,Zwiebel::N,پیاز,мәңгрснә толһа
205,Saat::N,بذر,буудян экн
206,Korn::N,تخم,экн
207,Korn::N,دانه,экн
208,Heu::N,علف خشک,өвсн
209,Schale::N,پوست,хальсн
210,Grube::N,گودال,нүкн
211,Falle::N,دام,урх
212,Falle::N,دام,хавх
213,Schlinge::N,حلقه,бүтү
214,Spur::N,رد,мөр
215,Asche::N,خاکستر,үмсн
216,Dreck::N,کثافت,бальчг
217,Eisen::N,آهن,төмр
218,Gold::N,زر,алтн
219,Gold::N,طلا,алтн
220,Silber::N,نقره,мөңгн
221,Silber::N,نقره,цаһан мөңгн
222,Kohle::N,زغال,нүүрсн
223,Glas::N,شیشه,шил
224,Lehm::N,گل,шавр
225,Sand::N,شن,элсн
226,Sand::N,ماسه,элсн
227,Mensch::N,آدم,күн
228,Mensch::N,آدم,күмн
229,Mensch::N,انسان,күн
230,Mensch::N,انسان,күмн
231,Mann::N,مرد,эр
232,Frau::N,زن,күүкд күн
233,Kind::N,بچه,үрн
234,Kind::N,کودک,үрн
235,Junge::N,پسر,көвүн
236,Mädchen::N,دختر,бичкн күүкн
237,Familie::N,فامیل,бүл
238,Familie::N,خانواده,бүл
239,Großvater::N,پدربزرگ,өвк эцк
240,Großvater::N,پدربزرگ,наһц эцк
241,Großmutter::N,مادر‌بزرگ,эмг эк
242,Großmutter::N,مادر‌بزرگ,наһц эк
243,Eltern::N,والدین,эк эцк хойр
244,Eltern::N,پدر‌و‌مادر,эк эцк хойр
245,Vater::N,پدر,эцк
246,Mutter::N,مادر,эк
247,Sohn::N,پسر,көвүн
248,Tochter::N,دختر,күүкн
249,Bruder::N,برادر,дү көвүн
250,Schwester::N,خواهر,эгч
251,Schwester::N,خواهر,дү күүкн
252,Onkel::N,عمو,авһ
253,Onkel::N,عمو,наһцх
254,Onkel::N,دایی,авһ
255,Onkel::N,دایی,наһцх
256,Tante::N,عمه,наһц эгч
257,Tante::N,خاله,наһц эгч
258,Ehemann::N,همسر,залу
259,Ehefrau::N,همسر,гергн
260,Freude::N,شادی,байр
261,Gelächter::N,خنده,инәдн
262,Gelächter::N,قاه‌قاه,инәдн
263,Glück::N,اقبال,җирһл
264,Glück::N,اقبال,сәәхн җирһл
265,Kummer::N,غم,зовлң
266,Kummer::N,غصه,зовлң
267,Wunsch::N,آرزو,дурн
268,Lust::N,هوس,җилвтлһн
269,Geist::N,روح,зөрг
270,Gedanke::N,فکر,ухан
271,Gedächtnis::N,حافظه,чееҗин тодлвр
272,Verstand::N,هوش,ухан
273,Sinn::N,معنا,учр-утх
274,Sinn::N,مفهوم,учр-утх
275,Grund::N,سبب,учр
276,Grund::N,سبب,шалтан
277,Grund::N,دلیل,учр
278,Grund::N,دلیل,шалтан
279,Wahrheit::N,حقیقت,үнн
280,Gespräch::N,صحبت,күүндвүр
281,Gespräch::N,گفتگو,күүндвүр
282,Märchen::N,قصه,тууль
283,Märchen::N,افسانه,тууль
284,Erzählung::N,داستان,келвр
285,Nachricht::N,خبر,медүллһн
286,Neuigkeit::N,خبر تازه,зәңг
287,Name::N,اسم,нерн
288,Rätsel::N,معما,тәәлвртә тууль
289,Rede::N,سخن,келлһн
290,Sprache::N,زبان,келн
291,Stimme::N,صدا,дун
292,Wort::N,کلمه,үг
293,Zeichen::N,نشان,темдг
294,Zeichen::N,علامت,темдг
295,Ruf::N,صدا,дуудлһн
296,Lärm::N,هیاهو,шууган
297,Laut::N,صدا,ә
298,Ton::N,آهنگ,дун
299,Lied::N,آواز,дун
300,Lied::N,ترانه,дун
301,Ruhe::N,آرامش,амулң
302,Leute::N,مردم,әмтн
303,Volk::N,خلق,улс
304,Arbeit::N,کار,көдлмш
305,Gast::N,مهمان,гиич
306,Geschenk::N,هدیه,белг
307,Spiel::N,بازی,наадн
308,Gesellschaft::N,جمعیت,олн
309,Hilfe::N,کمک,нөкд
310,Freund::N,دوست,иньг
311,Kamerad::N,رفیق,үр
312,Angelegenheit::N,امر,керг
313,Angelegenheit::N,قضیه,керг
314,Anzahl::N,عده,то
315,Anzahl::N,شمار,то
316,Art::N,نوع,зүүл
317,Stück::N,تکه,хусг
318,Stück::N,قطعه,хусг
319,Teil::N,بخش,хүв
320,Teil::N,قسمت,хүв
321,Hälfte::N,نیم,өрәл
322,Kreis::N,حلقه,төгрг
323,Kreis::N,دایره,төгрг
324,Kreuz::N,صلیب,кирс
325,Linie::N,خط,зурасн
326,Linie::N,سطر,зурасн
327,Strich::N,خط,татасн
328,Abstand::N,فاصله,зә
329,Entfernung::N,مسافت,һазр
330,Gegend::N,منطقه,һазр
331,Platz::N,گنجایش,зә
332,Ort::N,جا,бәәрн
333,Ort::N,محل,бәәрн
334,Ort::N,مکان,бәәрн
335,Seite::N,طرف,тал
336,Seite::N,طرف,хаҗу
337,Seite::N,طرف,хәврһ
338,Mitte::N,وسط,дунд
339,Mitte::N,میان,дунд
340,Gegenstand::N,چیز,юмн
341,Sache::N,چیز,юмн
342,Rand::N,کنار,зах
343,Rand::N,حاشیه,зах
344,Kante::N,لبه,ирмәг
345,Ecke::N,گوشه,өнцг
346,Spitze::N,سر,үзүр
347,Spitze::N,نوک,үзүр
348,Ende::N,ته,үзүр
349,Ende::N,آخر,үзүр
350,Loch::N,سوراخ,хаһрха
351,Winkel::N,کنج,булң
352,Muster::N,نقش,намч
353,Größe::N,قد,кемҗән
354,Größe::N,بزرگی,кемҗән
355,Länge::N,طول,ут
356,Höhe::N,بلندی,өндр
357,Gewicht::N,وزن,күнд
358,Gewicht::N,وزن,чиңнүр
359,Menge::N,مقدار,ик
360,Menge::N,اندازه,ик
361,Haufen::N,توده,ова
362,Reihe::N,ردیف,зерг
363,Reihe::N,ردیف,зерглән
364,Boot::N,قایق,оңһц
365,Ruder::N,پارو,хәәв
366,Schlitten::N,سورتمه,цан
367,Ski::N,اسکی,лыҗ
368,Lagerfeuer::N,آتش,костёр
369,Last::N,بار,күнд
370,Last::N,سنگینی,күнд
371,Gang::N,راه رفتن,йовлһн
372,Schritt::N,قدم,ишкм
373,Norden::N,شمال,ар үзг
374,Süden::N,جنوب,өмн
375,Süden::N,جنوب,өмн үзг
376,Westen::N,غرب,барун
377,Westen::N,غرب,барун үзг
378,Osten::N,شرق,зүн
379,Osten::N,شرق,зүн үзг
380,Holz::N,چوب,модн
381,Brett::N,تخته,харһа
382,Platte::N,صفحه,хавтха чолун
383,Stütze::N,تکیه,тулг
384,Stange::N,میله,уньн
385,Stock::N,چوب,модн
386,Stab::N,عصا,шуург
387,Rohr::N,لوله,турва
388,Haus::N,منزل,гер
389,Heim::N,خانه,гер-бул
390,Heim::N,کاشانه,гер-бул
391,Ofen::N,بخاری,беш
392,Fußboden::N,کف اتاق,девскр
393,Tisch::N,میز,ширә
394,Stuhl::N,صندلی,стул
395,Wiege::N,گهواره,өлгә
396,Wiege::N,گهواره,дүүҗң
397,Bett::N,تختخواب,орн
398,Bett::N,تختخواب,орндг
399,Regal::N,قفسه,таг
400,Regal::N,قفسه,тәвц
401,Kiste::N,صندوق,яршг
402,Fenster::N,پنجره,терз
403,Tür::N,در,үүдн
404,Tür::N,درب,үүдн
405,Tor::N,دروازه,үүдн
406,Tor::N,دروازه,өргн үүдн
407,Tor::N,دروازه,хашан үүдн
408,Zaun::N,حصار,хаша
409,Dach::N,بام,деевр
410,Leiter::N,نردبان,шат
411,Leiter::N,نردبان,давшур
412,Besen::N,جارو,сәвүр
413,Spaten::N,بیل,күрз
414,Schaufel::N,بیل,совг
415,Schaufel::N,پارو,совг
416,Gabel::N,چنگال,серә
417,Löffel::N,قاشق,ухр
418,Messer::N,کارد,утх
419,Nagel::N,میخ,хадасн
420,Netz::N,تور,гөлм
421,Netz::N,شبکه,гөлм
422,Haken::N,قلاب,дегә
423,Griff::N,دسته,иш
424,Griff::N,دسته,бәрүл
425,Schloss::N,قفل,оньс
426,Bild::N,عکس,зург
427,Bild::N,تصویر,зург
428,Figur::N,تندیس,фигур
429,Puppe::N,عروسک,наадһа
430,Beutel::N,کیسه,мишг
431,Bündel::N,بسته,багла
432,Bündel::N,بسته,боодһа
433,Tasche::N,کیف,сумк
434,Eimer::N,سطل,суулһ
435,Deckel::N,در,бүркәсн
436,Geschirr::N,ظرف,сав
437,Geschirr::N,ظرف,сав-сарх
438,Sack::N,گونی,мишг
439,Tasse::N,فنجان,ааһ
440,Topf::N,دیگ,кастрюль
441,Topf::N,قابلمه,кастрюль
442,Kessel::N,دیگ,хәәсн
443,Essen::N,خوراک,зоогллһн
444,Nahrung::N,غذا,теҗәл
445,Speise::N,خوراک,хот
446,Fleisch::N,گوشت,махн
447,Getreide::N,غله,хот болҗ эдлгддг цецгүдтә урһмл
448,Brei::N,فرنی,хаш
449,Brei::N,حریره,хаш
450,Brot::N,نان,өдмг
451,Scheibe::N,قاچ,зүсм
452,Scheibe::N,لزگه,зүсм
453,Fett::N,چربی,өөкн
454,Butter::N,کره,тосн
455,Öl::N,روغن,тосн
456,Salz::N,نمک,давсн
457,Suppe::N,آش,шөлн
458,Suppe::N,سوپ,шөлн
459,Honig::N,عسل,бал
460,Milch::N,شیر,үсн
461,Tee::N,چای,цә
462,Leder::N,چرم,арсн
463,Wolle::N,پشم,утцн
464,Wolle::N,پشم,эд
465,Stoff::N,پارچه,эд
466,Nadel::N,سوزن,зүн
467,Faden::N,نخ,утцн
468,Knopf::N,دکمه,товч
469,Knoten::N,گره,зәңгдә
470,Farbe::N,رنگ,будг
471,Kleidung::N,لباس,хувцн
472,Kleidung::N,لباس,хувц-хунр
473,Kleidung::N,پوشاک,хувцн
474,Kleidung::N,پوشاک,хувц-хунр
475,Hemd::N,پیراهن,киилг
476,Kragen::N,یقه,зах
477,Ärmel::N,آستین,ханцн
478,Hose::N,شلوار,шалвур
479,Gürtel::N,کمر‌بند,бүс
480,Mütze::N,کلاه,махла
481,Schuh::N,کفش,башмгуд
482,Stiefel::N,چکمه,һосн
483,Ring::N,حلقه,билцг
484,Ring::N,انگشتر,билцг
485,Band::N,نوار,лент
486,Band::N,روبان,лент
487,Kamm::N,شانه,сам
488,Spiegel::N,آینه,толь
489,Riemen::N,تسمه,бүс
490,Schnur::N,ریسمان,деесн
491,Leine::N,قلاده,бурнтг
492,Leine::N,قلاده,нохан көтлвр
493,Decke::N,پتو,көнҗл
494,Kissen::N,بالش,дер
495,Tuch::N,شال,альчур
496,Handtuch::N,حوله,полотенц
497,Handtuch::N,حوله,һар-нүүрин альчур
498,Kraft::N,نیرو,күчн
499,Stärke::N,زور,чидл
500,Gesundheit::N,سلامتی,эрүл-менд
501,Gesundheit::N,تندرستی,эрүл-менд
502,Krankheit::N,بیماری,өвчн
503,Schmerz::N,درد,өвдлһн
504,Wunde::N,زخم,шав
505,Fieber::N,تب,безг
506,Arznei::N,دارو,эм
507,Brücke::N,پل,тагт
508,Brunnen::N,چاه,худг
509,Weide::N,چراگاه,малын идг
510,Pfad::N,راه,цувг
511,Weg::N,راه,хаалһ
512,Weg::N,طریق,хаалһ
513,Straße::N,راه,зам
514,Straße::N,جاده,зам
515,Dorf::N,ده,хотн
516,Dorf::N,روستا,хотн
517,Stadt::N,شهر,балһсн
518,Brief::N,نامه,бичг
519,Buch::N,کتاب,дегтр
520,Buchstabe::N,حرف,үзг
521,Zeitung::N,روزنامه,газет
522,Leben::N,عمر,җирһл
523,Leben::N,زندگی,җирһл
524,Tod::N,مرگ,үкл
525,Tod::N,مرگ,өңгрлһн
526,Grab::N,گور,оршалһна нүкн
527,Grab::N,مزار,оршалһна нүкн
528,Kirche::N,کلیسا,чонҗ
529,Sünde::N,بزه,нүл
530,Sünde::N,بزه,килнц
531,Sünde::N,گناه,нүл
532,Sünde::N,گناه,килнц
533,Gott::N,خدا,бурхн
534,Arbeiter::N,کارگر,көдлмшч
535,Chef::N,رئیس,толһач
536,Meister::N,استاد,урн
537,Arzt::N,پزشک,эмч
538,Lehrer::N,معلم,багш
539,Lehrer::N,آموزگار,багш
540,Geld::N,پول,мөңгн
541,Geschäft::N,کار,көдлмш
542,Geschäft::N,بیزنس,көдлмш
543,Laden::N,دکان,лавк
544,Laden::N,مغازه,лавк
545,Preis::N,بها,үн
546,Preis::N,قیمت,үн
547,Ware::N,جنس,эд-тавр
548,Ware::N,کالا,эд-тавр
549,Nutzen::N,مزیت,олз
550,Nutzen::N,امتیاز,олз
551,Reichtum::N,مال,зөөр
552,Reichtum::N,ثروت,зөөр
553,Welt::N,دنیا,орчлң
554,Welt::N,دنیا,делкә
555,Land::N,کشور,орн-нутг
556,Land::N,مملکت,орн-нутг
557,Staat::N,دولت,государств
558,König::N,شاه,хан
559,König::N,پادشاه,хан
560,Macht::N,قدرت,йосн
561,Macht::N,اختیار,йосн
562,Grenze::N,مرز,меҗә
563,Krieg::N,جنگ,дән
564,Feind::N,دشمن,дәәсн
565,Gewalt::N,زور,күч һарһлһн
566,Gewalt::N,خشونت,күч һарһлһн
567,Kampf::N,نبرد,ноолдан
568,Kampf::N,نبرد,бәрлдлһн
569,Kampf::N,مبارزه,ноолдан
570,Kampf::N,مبارزه,бәрлдлһн
571,Bogen[Waffe]::N,کمان,саадг
572,Pfeil::N,تیر,сумн
573,Gewehr::N,تفنگ,бу
574,Fehler::N,غلط,алдг
575,Fehler::N,اشتباه,алдг
576,Lüge::N,دروغ,худл
577,Schaden::N,آسیب,хорлт
578,Schaden::N,خسارت,хорлт
579,Unglück::N,بلا,гүрм
580,Schuld::N,گناه,гем
581,Schuld::N,گناه,буру
582,Schuld::N,تقصیر,гем
583,Schuld::N,تقصیر,буру
584,Alter::N,سن,насн
585,Alter::N,عمر,насн
586,Schluss::N,انتها,чилгч
587,Zeit::N,وقت,цаг
588,Zeit::N,زمان,цаг
589,Tag::N,روز,өдр
590,Morgen::N,صبح,өрүн
591,Mittag::N,ظهر,үд
592,Abend::N,شب,асхн
593,Abend::N,عصر,асхн
594,Nacht::N,شب,сө
595,Woche::N,هفته,долан хонг
596,Monat::N,ماه,сар
597,Jahr::N,سال,җил
598,Frühling::N,بهار,хавр
599,Sommer::N,تابستان,зун
600,Herbst::N,پاییز,намр
601,Winter::N,زمستان,үвл
602,Januar::N,ژانویه,январь
603,Februar::N,فوریه,февраль
604,März::N,مارس,март
605,März::N,مارس,моһа сар
606,April::N,آوریل,апрель
607,Mai::N,مه,май
608,Juni::N,ژوئن,июнь
609,Juni::N,ژوئن,мөчн сар
610,Juli::N,ژویه,июль
611,August::N,اوت,август
612,September::N,سپتامبر,һаха сар
613,Oktober::N,اکتبر,октябрь
614,November::N,نوامبر,ноябрь
615,November::N,نوامبر,үкр сар
616,Dezember::N,دسامبر,бар сар
617,Montag::N,دو‌شنبه,понедельник
618,Dienstag::N,سه‌شنبه,вторник
619,Mittwoch::N,چهار‌شنبه,среда
620,Mittwoch::N,چهار‌شنبه,үлмҗ өдр
621,Donnerstag::N,پنج شنبه,четверг
622,Donnerstag::N,پنج شنبه,пүрвә өдр
623,Freitag::N,جمعه,пятниц
624,Samstag::N,شنبه,суббот
625,Sonntag::N,یکشنبه,нарн өдр
626,Sonntag::N,یکشنبه,воскресень
627,groß::A,بزرگ,ик
628,klein::A,کوچک,бичкн
629,lang::A,بلند,ут
630,kurz::A,کوتاه,оһтр
631,breit::A,پهن,өргн
632,schmal::A,تنگ,уутьхн
633,schmal::A,نازک,уутьхн
634,dicht::A,چگال,нигт
635,dicht::A,انبوه,нигт
636,dick[Gegenstand]::A,ضخیم,зузан
637,dünn::A,نازک,нимгн
638,fein::A,ریز,нәрхн
639,fein::A,باریک,нәрхн
640,fest::A,محکم,бат
641,flach::A,صاف,хавтха
642,flach::A,مسطح,хавтха
643,glatt::A,لیز,тегш
644,glatt::A,لیز,тиньгр
645,hart::A,سفت,хату
646,weich::A,نرم,җөөлн
647,weich::A,نرم,җөөлкн
648,weich::A,ملایم,җөөлн
649,weich::A,ملایم,җөөлкн
650,rund::A,گرد,төгрг
651,spitz::A,تیز,шовһр
652,spitz::A,نوک‌تیز,шовһр
653,scharf::A,تیز,хурц
654,scharf::A,برنده,хурц
655,stumpf::A,کند,мука
656,schwer::A,سنگین,күнд
657,schön::A,زیبا,сәәхн
658,heiß::A,داغ,халун
659,warm::A,گرم,дулан
660,kalt::A,سرد,киитн
661,kühl::A,خنک,серүн
662,frisch::A,تازه,серүн
663,feucht::A,مرطوب,чиигтә
664,nass::A,تر,чиигтә
665,nass::A,خیش,чиигтә
666,trocken::A,خشک,хагсу
667,voll::A,پر,дүүрң
668,leer::A,خالی,сул
669,leer::A,خالی,хоосн
670,offen::A,باز,секәтә
671,geschlossen::A,بسته,хаалһата
672,sauber::A,پاک,цевр
673,sauber::A,تمیز,цевр
674,schmutzig::A,کثیف,киртә
675,schmutzig::A,آلوده,киртә
676,roh::A,خام,түүкә
677,reif::A,رسیده,болсн
678,lecker::A,لذیذ,әмтәхн
679,lecker::A,خوشمزه,әмтәхн
680,süß::A,شیرین,әмтәхн
681,bitter::A,تلخ,һашун
682,bitter::A,تلخ,һашута
683,sauer::A,ترش,ишклң
684,hell::A,روشن,герлтә
685,dunkel::A,تاریک,харңһу
686,schwarz::A,سیاه,хар
687,weiß::A,سفید,цаһан
688,rot::A,سرخ,улан
689,rot::A,قرمز,улан
690,gelb::A,زرد,шар
691,blau::A,آبی,көк
692,grün::A,سبز,көк
693,grau::A,طوسی,бор
694,grau::A,خاکستری,бор
695,bunt::A,رنگارنگ,алг
696,bunt::A,رنگارنگ,эрәтә
697,billig::A,ارزان,кимд
698,teuer::A,گران,үнтә
699,wertvoll::A,قیمتی,үнтә
700,wertvoll::A,قیمتی,эрднь
701,wertvoll::A,گرانبها,үнтә
702,wertvoll::A,گرانبها,эрднь
703,blind::A,کور,сохр
704,blind::A,نابینا,сохр
705,taub::A,کر,дүлә
706,taub::A,ناشنوا,дүлә
707,kräftig::A,قوی,күчтә
708,stark::A,قوی,чаңһ
709,stark::A,نیرومند,чаңһ
710,schwach::A,ضعیف,күчн тату
711,fett::A,چرب,тарһн
712,schlank::A,باریک‌اندام,эццн
713,hübsch::A,قشنگ,көркхн
714,hübsch::A,خوشگل,көркхн
715,böse::A,بد,уурта
716,dumm::A,احمق,тенг
717,faul::A,لش,залху
718,faul::A,تنبل,залху
719,fleißig::A,زرنگ,кинән
720,fleißig::A,زرنگ,кинмһә
721,geizig::A,خسیس,ховдг
722,klug::A,عاقل,ухата
723,klug::A,باهوش,ухата
724,geschickt::A,ماهر,чадмг
725,lieb::A,عزیز,эңкр
726,lustig::A,شاد,сергмҗтә
727,lustig::A,شاد,җирһлтә
728,lustig::A,خوشحال,сергмҗтә
729,lustig::A,خوشحال,җирһлтә
730,sanft::A,لطیف,номһн
731,hungrig::A,گرسنه,өлн
732,hungrig::A,گرسنه,харһнсн
733,krank::A,مریض,өвчтә
734,krank::A,مریض,шалтгта
735,krank::A,بیمار,өвчтә
736,krank::A,بیمار,шалтгта
737,nackt::A,لخت,нүцкн
738,nackt::A,برهنه,нүцкн
739,traurig::A,غمگین,һундлта
740,lebendig::A,زنده,әмд
741,gut::A,خوب,сән
742,schlecht::A,بد,му
743,richtig::A,درست,зөвтә
744,schlimm::A,وخيم,җигшүртә
745,wahr::A,درست,үнн
746,wahr::A,درست,мөн
747,wahr::A,حقیقی,үнн
748,wahr::A,حقیقی,мөн
749,alt::A,کهنه,хуучн
750,neu::A,نو,шин
751,ehemalig::A,قبلی,хуучн
752,alt[Lebewesen]::A,پیر,көгшн
753,jung::A,جوان,баһ
754,arm::A,فقیر,угатя
755,reich::A,پولدار,байн
756,reich::A,ثروتمند,байн
757,bekannt::A,آشنا,таньл
758,bekannt::A,آشنا,таньдг
759,bekannt::A,معلوم,таньл
760,bekannt::A,معلوم,таньдг
761,berühmt::A,مشهور,туурсн
762,fremd::A,خارجی,күүнә
763,fremd::A,بیگانه,күүнә
764,verschieden::A,مختلف,әдл биш
765,verschieden::A,مختلف,йилһәтә
766,verschieden::A,متفاوت,әдл биш
767,verschieden::A,متفاوت,йилһәтә
768,nah::A,نزدیک,өөрхн
769,fern::A,دور,хол
770,linker::A,چپ,зүн
771,rechter::A,راست,барун
772,anderer::A,دیگر,талдан
773,erster::A,اول,негдгч
774,zweiter::A,دوم,хойрдгч
775,dritter::A,سوم,һурвдгч
776,letzter::A,آخر,отхн
777,allein::ADV,تنها,һанцарн
778,auf einmal::ADV,همزمان,нег дәкҗ
779,zusammen::ADV,باهم,хамдан
