,Concept_ID,mrj,eu
176,Schaf::N,шарык,ardi
177,Schwein::N,сасна,urde
178,Schwein::N,сасна,txerri
179,Hund::N,пи,txakur
180,Katze::N,коти,katu
181,Bär::N,мöскӓ,hartz
182,Eichhörnchen::N,ур,urtxintxa
183,Elch::N,шарды,altze
184,Fuchs::N,рӹвӹж,azeri
185,Hase::N,морен,erbi
186,Maus::N,каля,sagu
187,Wolf::N,пирӹ,otso
188,Vogel::N,кек,txori
189,Vogel::N,кек,hegazti
190,Schwarm::N,цуца,aldra
191,Huhn::N,цӹвӹ,oilo
192,Hahn::N,ӓптӓн,oilar
193,Gans::N,комбы,antzara
194,Adler::N,кучкыж,arrano
195,Ente::N,лыды,ahate
196,Eule::N,тымана,hontza
197,Kranich::N,тырня,kurrilo
198,Kranich::N,тыртня,kurrilo
199,Krähe::N,лудыгарак,bele
200,Kuckuck::N,куку,kuku
201,Schwan::N,йӱксӹ,beltxarga
202,Fisch::N,кол,arrain
203,Barsch::N,алангы,perka
204,Hecht::N,нуж,lutxo
205,Hecht::N,нужгол,lutxo
206,Schlange[Tier]::N,кӹшкы,suge
207,Wurm::N,шукш,har
208,Spinne::N,ӓнгӹремшӹ,armiarma
209,Ameise::N,кыткы,inurri
210,Laus::N,ти,zorri
211,Mücke::N,кужнер,eltxo
212,Mücke::N,кужынер,eltxo
213,Fliege::N,шӹнгӓ,euli
214,Schmetterling::N,лӹпӹ,pinpirin
215,Schmetterling::N,лӹпӹ,tximeleta
216,Beere::N,мöр,baia
217,Apfel::N,олма,sagar
218,Pilz::N,понгы,onddo
219,Pilz::N,понгы,perretxiko
220,Zwiebel::N,охыра,tipula
221,Saat::N,нӱшмӹ,haziak
222,Saat::N,нӱшмӱ,haziak
223,Korn::N,пӹрцӹ,ale
224,Korn::N,пӹрцӹ,pikor
225,Heu::N,шуды,belar ondu
226,Schale::N,аваха,azal
227,Schale::N,карлангы,azal
228,Grube::N,йӓм,hobi
229,Falle::N,лӱдӹ,harrapagailu
230,Falle::N,лӱдӹш,harrapagailu
231,Schlinge::N,онгы,bilur
232,Schlinge::N,онгы,xedera
233,Spur::N,кишӓ,lorratz
234,Asche::N,ломых,errauts
235,Asche::N,ломпыж,errauts
236,Dreck::N,лявӹрӓ,satsukeria
237,Eisen::N,кӹртни,burdina
238,Gold::N,шöртни,urre
239,Gold::N,шöртни,urregorri
240,Gold::N,шöртньӹ,urre
241,Gold::N,шöртньӹ,urregorri
242,Silber::N,ши,zilar
243,Silber::N,ши,urrezuri
244,Kohle::N,шӱ,ikatz
245,Glas::N,охоница,beira
246,Lehm::N,шун,buztin
247,Sand::N,ошма,harea
248,Sand::N,ошма,hondar
249,Mensch::N,эдем,gizaki
250,Mann::N,пӱэргӹ,gizon
251,Frau::N,ӹдӹрӓмӓш,andere
252,Frau::N,ӹдӹрӓмӓш,emakume
253,Kind::N,ӓзӓ,haur
254,Kind::N,шачшы,haur
255,Junge::N,рвезӹ,mutil
256,Junge::N,ӹрвезӹ,mutil
257,Mädchen::N,ӹдӹрӓш,neska
258,Familie::N,йиш,sendi
259,Familie::N,йиш,familia
260,Familie::N,семня,sendi
261,Familie::N,семня,familia
262,Großvater::N,тьоти,aitona
263,Großvater::N,тьоти,aitatxi
264,Großmutter::N,папа,amona
265,Großmutter::N,папа,amatxi
266,Eltern::N,ӓтя-ӓвӓ,gurasoak
267,Vater::N,ӓтя,aita
268,Mutter::N,ӓвӓ,ama
269,Sohn::N,эргӹ,seme
270,Tochter::N,ӹдӹр,alaba
271,Bruder::N,ӹза,neba
272,Bruder::N,ӹза,anaia
273,Schwester::N,ӓкӓ,ahizpa
274,Onkel::N,кугуза,osaba
275,Tante::N,куака,izeba
276,Ehemann::N,мары,senar
277,Ehefrau::N,вӓтӹ,emazte
278,Freude::N,ӹвӹртӹмӓш,poz
279,Freude::N,ӹвӹртӹмӓш,pozkari
280,Gelächter::N,ваштылмаш,barre
281,Gelächter::N,ваштылмаш,karkara
282,Glück::N,пиӓл,zori
283,Kummer::N,ясы,xangrin
284,Kummer::N,ясы,atsekabe
285,Wunsch::N,охата,nahi
286,Wunsch::N,охата,nahikunde
287,Wunsch::N,шанымаш,nahi
288,Wunsch::N,шанымаш,nahikunde
289,Lust::N,шӓр,gogo
290,Lust::N,охата,gogo
291,Lust::N,шанымаш,gogo
292,Geist::N,тух,gogo
293,Gedanke::N,шанымаш,gogoeta
294,Gedächtnis::N,ӓш,oroimen
295,Gedächtnis::N,ӓш,gogoramen
296,Verstand::N,ыш,adimen
297,Verstand::N,ыш,ulermen
298,Sinn::N,кын,zentzu
299,Grund::N,вир,zergati
300,Wahrheit::N,тöр,egia
301,Gespräch::N,хытырымаш,hizketa
302,Gespräch::N,хытырымаш,elkarrizketa
303,Märchen::N,ямак,ipuin
304,Erzählung::N,шайыштмаш,edesti
305,Erzählung::N,шайыштмаш,kontakizun
306,Nachricht::N,увертӓрӹмӓш,albiste
307,Neuigkeit::N,увер,berri
308,Name::N,лӹм,izen
309,Rätsel::N,тышты,asmakizun
310,Rede::N,шая,hitzaldi
311,Rede::N,шая,mintzaldi
312,Rede::N,шамак,hitzaldi
313,Rede::N,шамак,mintzaldi
314,Sprache::N,йӹлмӹ,hizkuntza
315,Stimme::N,юк,ahots
316,Wort::N,шамак,hitz
317,Zeichen::N,палӹ,agerbide
318,Zeichen::N,палӹ,agergarri
319,Ruf::N,сӹгӹрӹмӓш,dei
320,Lärm::N,юкланымащ,zarata
321,Lärm::N,юкланымащ,harrabots
322,Laut::N,юк,hots
323,Ton::N,юк,tonu
324,Ton::N,юк,soinu
325,Lied::N,мыры,abesti
326,Ruhe::N,тыр,nasaitasun
327,Leute::N,эдемвлӓ,jende
328,Volk::N,халык,herri
329,Volk::N,халык,populu
330,Arbeit::N,пӓшӓ,lan
331,Gast::N,хына,arrotz
332,Gast::N,хына,apopilo
333,Geschenk::N,подарка,opari
334,Spiel::N,мадыш,jolas
335,Gesellschaft::N,йӓл,gizarte
336,Gesellschaft::N,йӓлвлӓ,gizarte
337,Hilfe::N,палшык,helpide
338,Hilfe::N,палшык,laguntza
339,Freund::N,тӓнг,lagun
340,Kamerad::N,тос,adiskide
341,Kamerad::N,тос,lagunkide
342,Angelegenheit::N,дела,afera
343,Angelegenheit::N,йела,afera
344,Angelegenheit::N,йыла,afera
345,Angelegenheit::N,пӓшӓ,afera
346,Anzahl::N,шот,kopuru
347,Art::N,цӹре,mota
348,Stück::N,лаштык,puska
349,Teil::N,пай,atal
350,Teil::N,часть,atal
351,Hälfte::N,пел,erdi
352,Kreis::N,тӹртӹш,biribilki
353,Kreuz::N,крестӹ,gurutze
354,Abstand::N,ло,tarte
355,Entfernung::N,ло,urrunera
356,Gegend::N,вӓр,alderdi
357,Gegend::N,вӓр,eskualde
358,Platz::N,вӓр,leku
359,Ort::N,вӓр,toki
360,Seite::N,öрдӹж,albo
361,Mitte::N,ло,erdi
362,Gegenstand::N,хӓдӹр,gauzaki
363,Sache::N,хӓдӹр,gauza
364,Rand::N,шöр,ertz
365,Kante::N,шöр,ertz
366,Ecke::N,лык,kantoi
367,Spitze::N,вуй,punta
368,Ende::N,вуй,buru
369,Ende::N,вуй,mutur
370,Ende::N,мычаш,buru
371,Ende::N,мычаш,mutur
372,Loch::N,ыраж,zulo
373,Winkel::N,лык,zoko
374,Winkel::N,лык,bazter
375,Muster::N,тӹрлец,eredu
376,Muster::N,тӹрлец,marrazki
377,Größe::N,кӱкшӹц,kaizu
378,Größe::N,кӱкшӹц,tamaina
379,Länge::N,кыт,luzera
380,Höhe::N,кӱкшӹц,goiera
381,Höhe::N,кӱкшӹц,garaiera
382,Gewicht::N,нелӹц,hazta
383,Menge::N,шот,kopuru
384,Haufen::N,ара,pila
385,Haufen::N,ара,mendoi
386,Reihe::N,ряд,ilara
387,Reihe::N,ряд,errenkada
388,Boot::N,пыш,potin
389,Boot::N,пыш,txalupa
390,Ruder::N,вешлӓ,arraun
391,Schlitten::N,тир,lera
392,Schlitten::N,тир,narra
393,Ski::N,ечӹ,eski
394,Lagerfeuer::N,тыл,su
395,Last::N,нелӹц,zama
396,Last::N,нелӹц,karga
397,Gang::N,ход,ibilera
398,Schritt::N,ашкыл,pauso
399,Schritt::N,ашкыл,urrats
400,Norden::N,йыдпелвел,ipar
401,Norden::N,йыдпелвел,iparralde
402,Süden::N,кечӹвӓлвел,hego
403,Süden::N,кечӹвӓлвел,hegoalde
404,Westen::N,кечӹ шӹцмӹ,sartalde
405,Westen::N,кечӹ шӹцмӹ,mendebalde
406,Osten::N,ирвел,ekialde
407,Osten::N,ирвел,sortalde
408,Osten::N,кечӹ лӱлтмӹ,ekialde
409,Osten::N,кечӹ лӱлтмӹ,sortalde
410,Holz::N,пушӓнгӹ,zur
411,Brett::N,ханга,ohol
412,Platte::N,плитӓ,lauza
413,Stütze::N,цӓрӓк,irozgarri
414,Stütze::N,цӓрӓк,bermagailu
415,Stange::N,равы,haga
416,Stange::N,намаш,haga
417,Stock::N,панды,makila
418,Stab::N,равы,makila
419,Rohr::N,пыч,hodi
420,Haus::N,пöрт,etxe
421,Heim::N,пöрт,etxe
422,Heim::N,пöрт,etxaleku
423,Ofen::N,камака,berogailu
424,Fußboden::N,седӹрӓ,zoru
425,Tisch::N,стöл,mahai
426,Stuhl::N,пöкен,aulki
427,Wiege::N,шипкӓ,kuma
428,Wiege::N,шипкӓ,sehaska
429,Bett::N,койка,ohe
430,Bett::N,койка,ohatze
431,Bett::N,кравать,ohe
432,Bett::N,кравать,ohatze
433,Regal::N,полицӓ,apalategi
434,Kiste::N,шӱ́ндӹк,kutxa
435,Fenster::N,окня,leiho
436,Tür::N,амаса,ate
437,Tor::N,хапка,atari
438,Zaun::N,забор,hesi
439,Dach::N,левӓш,teilatu
440,Leiter::N,ташкалтыш,zurubi
441,Besen::N,сало,erratz
442,Besen::N,салко,erratz
443,Spaten::N,кольмы,burdinpala
444,Schaufel::N,лоток,pala
445,Gabel::N,ви́лка,sardexka
446,Löffel::N,савала,koilara
447,Messer::N,кӹзӹ,aizto
448,Nagel::N,пыда,iltze
449,Netz::N,вӓпш,sare
450,Haken::N,крӱк,mako
451,Haken::N,кагак,mako
452,Griff::N,кычем,eskutoki
453,Schloss::N,замок,sarraila
454,Schloss::N,сыравач,sarraila
455,Bild::N,картин,irudi
456,Figur::N,кӓн,figura
457,Puppe::N,поханя,panpina
458,Puppe::N,поханя,andrakila
459,Beutel::N,мешӓк,zorro
460,Bündel::N,топ,azao
461,Bündel::N,топ,espal
462,Bündel::N,пидӹш,azao
463,Bündel::N,пидӹш,espal
464,Bündel::N,кӹлдӹш,azao
465,Bündel::N,кӹлдӹш,espal
466,Tasche::N,сумкы,poltsa
467,Eimer::N,ведӹрӓ,treska
468,Deckel::N,комдыш,tapa
469,Deckel::N,комдыш,estalki
470,Geschirr::N,ӓтӹ,baxera
471,Geschirr::N,ӓтӹ,ontziteria
472,Sack::N,мешӓк,zaku
473,Tasse::N,цӓшкӓ,kikara
474,Topf::N,ми́ска,ontzi
475,Topf::N,ми́ска,lapiko
476,Kessel::N,пад,pazia
477,Essen::N,качкыш,janaldi
478,Essen::N,качкыш-йӱш,janaldi
479,Nahrung::N,качкыш,jan
480,Nahrung::N,качкыш-йӱш,jan
481,Speise::N,няня,jaki
482,Fleisch::N,пай,okela
483,Fleisch::N,пай,haragi
484,Getreide::N,киндӹ,labore
485,Brei::N,шӹрӓш,ahi
486,Brei::N,шӹрӓш,pure
487,Brot::N,сыкыр,ogi
488,Scheibe::N,ламыт,xerra
489,Scheibe::N,ламыт,pirripita
490,Scheibe::N,лаштык,xerra
491,Scheibe::N,лаштык,pirripita
492,Fett::N,кая,urin
493,Fett::N,кая,koipe
494,Butter::N,ӱ,gurin
495,Öl::N,ӱ,olio
496,Salz::N,санзал,gatz
497,Suppe::N,лем,zopa
498,Suppe::N,лем,salda
499,Honig::N,мӱ,ezti
500,Milch::N,шӹшер,esne
501,Tee::N,чӓй,te
502,Leder::N,шарга,larru
503,Leder::N,кавашты,larru
504,Wolle::N,миж,artile
505,Stoff::N,матер,ehun
506,Stoff::N,матери,ehun
507,Nadel::N,им,orratz
508,Nadel::N,им,jostorratz
509,Faden::N,шӹртӹ,hari
510,Knopf::N,полдыш,botoi
511,Knoten::N,пӱкшем,korapilo
512,Farbe::N,чиӓ,pintura
513,Farbe::N,крӓскӓ,pintura
514,Kleidung::N,выргем,arropa
515,Kleidung::N,выргем,jantziak
516,Hemd::N,тыгыр,atorra
517,Hemd::N,тыгыр,alkandora
518,Kragen::N,шӱ,idun
519,Ärmel::N,шокш,mahuka
520,Hose::N,ялаш,prakak
521,Hose::N,ялаш,galtzak
522,Gürtel::N,ӹштӹ,gerriko
523,Mütze::N,упш,txano
524,Mütze::N,упш,txapel
525,Schuh::N,ту́фльы,oski
526,Schuh::N,ту́фльы,oinetako
527,Stiefel::N,кем,bota
528,Ring::N,шӓргӓш,uztai
529,Band::N,лемтӓ,zinta
530,Band::N,лемтӓ,xingola
531,Kamm::N,шерге,orrazi
532,Spiegel::N,тӹгӹр,mirail
533,Riemen::N,прӓжӓ,uhal
534,Schnur::N,кӓндӹра,lokailu
535,Leine::N,керем,lotura
536,Decke::N,одеял,burusi
537,Kissen::N,кӹпцӹк,kuxin
538,Tuch::N,савыц,zapi
539,Tuch::N,савыц,oihal
540,Handtuch::N,шӹргӹсавыц,eskuzapi
541,Handtuch::N,шӹргӹсавыц,eskuoihal
542,Handtuch::N,шӹргӹмсавыц,eskuzapi
543,Handtuch::N,шӹргӹмсавыц,eskuoihal
544,Kraft::N,ви,indar
545,Stärke::N,ви,indar
546,Gesundheit::N,шу,osasun
547,Gesundheit::N,шулык,osasun
548,Krankheit::N,мыж,eritasun
549,Krankheit::N,мыж,gaixotasun
550,Schmerz::N,карштыш,min
551,Wunde::N,шушыр,zauri
552,Fieber::N,ӱштӹмыж,sukar
553,Arznei::N,лекӓрцӹ,osagai
554,Arznei::N,лекӓрцӹ,sendagai
555,Brücke::N,кӹвер,zubi
556,Brunnen::N,вӹдсӹнзӓ,putzu
557,Weide::N,ныр,alha
558,Weide::N,ныр,bazkaleku
559,Pfad::N,ялгорны,zidor
560,Pfad::N,ялгорны,bidexka
561,Weg::N,корны,bide
562,Straße::N,корны,errepide
563,Dorf::N,сола,herri
564,Stadt::N,города,hiri
565,Brief::N,сирмӓш,gutun
566,Brief::N,сирмӓш,eskutitz
567,Buch::N,книгӓ,liburu
568,Buchstabe::N,буква́,hizki
569,Zeitung::N,газет,egunkari
570,Zeitung::N,кайзет,egunkari
571,Leben::N,житя,bizi
572,Leben::N,житя,bizitza
573,Tod::N,смöрт,herio
574,Tod::N,смöрт,heriotza
575,Grab::N,шӹгер,hobi
576,Grab::N,шӹгер,hilobi
577,Grab::N,мыгилӓ,hobi
578,Grab::N,мыгилӓ,hilobi
579,Grab::N,шӹгерлӓ,hobi
580,Grab::N,шӹгерлӓ,hilobi
581,Kirche::N,церкӹ,eliza
582,Sünde::N,сулык,hoben
583,Sünde::N,сулык,bekatu
584,Gott::N,йымы,jainko
585,Arbeiter::N,пӓшӓзӹ,langile
586,Arbeiter::N,пӓшӓзӹ,behargin
587,Chef::N,вуй,nagusi
588,Meister::N,мастар,maisu
589,Arzt::N,доктор,osagile
590,Arzt::N,доктор,sendagile
591,Lehrer::N,тымдышы,irakasle
592,Geld::N,окса,diru
593,Geschäft::N,торге́йӹмӓш,negozio
594,Laden::N,лапка,denda
595,Laden::N,лапка,saltegi
596,Laden::N,магазин,denda
597,Laden::N,магазин,saltegi
598,Preis::N,ӓк,prezio
599,Preis::N,ӓк,salneurri
600,Ware::N,товар,salgai
601,Nutzen::N,пайда,onura
602,Nutzen::N,пайда,probetxu
603,Reichtum::N,перке,aberastasun
604,Welt::N,сӓндӓлӹк,ludi
605,Welt::N,сӓндӓлӹк,mundu
606,Welt::N,свет,ludi
607,Welt::N,свет,mundu
608,Land::N,сӓндӓлӹк,herrialde
609,Staat::N,кугижӓншӹ,estatu
610,König::N,король,errege
611,Macht::N,власть,botere
612,Grenze::N,пӹсмӓн,muga
613,Krieg::N,вырсы,guda
614,Feind::N,тышман,etsai
615,Feind::N,тышман,arerio
616,Gewalt::N,ви,bortxa
617,Gewalt::N,ви,bortizkeria
618,Kampf::N,кредӓлмӓш,gudu
619,Kampf::N,кредӓлмӓш,auska
620,Bogen[Waffe]::N,янгеж,arku
621,Pfeil::N,пикш,gezi
622,Gewehr::N,пичӓл,fusil
623,Fehler::N,самынь,huts
624,Fehler::N,самынь,hutsegin
625,Lüge::N,шая,gezur
626,Schaden::N,вре́дӓ,kalte
627,Unglück::N,пёда,zoritxar
628,Unglück::N,пёда,zorigaitz
629,Unglück::N,тымаша,zoritxar
630,Unglück::N,тымаша,zorigaitz
631,Schuld::N,вуйнамат,erru
632,Alter::N,иӓш,adin
633,Alter::N,игечӹ,adin
634,Schluss::N,пӹтӓртӹш,bukaera
635,Zeit::N,веремӓ,aldi
636,Zeit::N,веремӓ,denbora
637,Tag::N,кечӹ,egun
638,Morgen::N,ир,goiz
639,Morgen::N,ирок,goiz
640,Mittag::N,кечӹвӓл,eguerdi
641,Abend::N,вады,arrats
642,Nacht::N,йыд,gau
643,Woche::N,ӓрня,aste
644,Monat::N,тӹ́лзӹ,hil
645,Jahr::N,год,urte
646,Frühling::N,шошым,udalehen
647,Sommer::N,кӓнгӹж,uda
648,Herbst::N,шӹжӹ,udazken
649,Herbst::N,шӹжӹ,neguantz
650,Winter::N,тел,negu
651,Winter::N,телӹ,negu
652,Januar::N,январ,urtarril
653,Januar::N,январь,urtarril
654,Februar::N,февраль,otsail
655,März::N,март,martxo
656,April::N,апрель,apiril
657,Mai::N,май,maiatz
658,Juni::N,июнь,ekain
659,Juli::N,июль,uztail
660,August::N,август,abuztu
661,September::N,сентябрь,irail
662,Oktober::N,октябрь,urri
663,November::N,ноябрь,azaro
664,Dezember::N,декавыр,abendu
665,Montag::N,шачмы,astelehen
666,Dienstag::N,кышкыжмы,astearte
667,Mittwoch::N,вӹрчегӹ,asteazken
668,Donnerstag::N,изӓрня,ostegun
669,Freitag::N,когарня,ostiral
670,Samstag::N,кукшыгечӹ,larunbat
671,Sonntag::N,рушӓрня,igande
672,groß::A,кого,handi
673,klein::A,изи,txiki
674,lang::A,кужы,luze
675,kurz::A,кӹтӹк,labur
676,breit::A,кымда,zabal
677,schmal::A,ӓнгӹсӹр,mehar
678,dicht::A,шӹре,sarri
679,dicht::A,шӹре,trinko
680,dick[Gegenstand]::A,кӹжгӹ,lodi
681,dünn::A,вӹцкӹж,mehe
682,fein::A,пыльга,fin
683,fest::A,цаткыды,tinko
684,flach::A,тӓлякӓ,lau
685,flach::A,тӓлякӓ,ordoki
686,glatt::A,ягылгы,leun
687,hart::A,пингӹдӹ,gogor
688,weich::A,пышкыды,bigun
689,weich::A,пышкыды,beratz
690,rund::A,тӹртӹш,biribil
691,spitz::A,кашар,puntadun
692,scharf::A,кашар,zorrotz
693,stumpf::A,нӹшкӹ,kamuts
694,schwer::A,нелӹ,astun
695,schwer::A,нелӹ,pisutsu
696,schön::A,цевер,eder
697,schön::A,олмыдшы,eder
698,heiß::A,шокшы,bero
699,heiß::A,шокшы,oso bero
700,warm::A,шокшы,bero
701,kalt::A,ӱштӹ,hotz
702,kühl::A,юалгы,hotzil
703,kühl::A,йонгата,hotzil
704,frisch::A,йонгата,fresko
705,frisch::A,йонгата,hozkirri
706,feucht::A,ӹлӹкшӹ,heze
707,feucht::A,вӹдӹжгӹ,heze
708,nass::A,начкы,busti
709,trocken::A,кукшы,siku
710,trocken::A,кукшы,lehor
711,voll::A,темшӹ,bete
712,voll::A,темыман,bete
713,leer::A,йӓрӓ,huts
714,offen::A,виш,ireki
715,geschlossen::A,чӱчмӹ,itxita
716,geschlossen::A,тӹкӹлӓлтшӹ,itxita
717,sauber::A,ире,xahu
718,sauber::A,ире,garbi
719,schmutzig::A,шоран,lohi
720,schmutzig::A,шоран,zikin
721,schmutzig::A,лявӹрӓн,lohi
722,schmutzig::A,лявӹрӓн,zikin
723,schmutzig::A,шорангшы,lohi
724,schmutzig::A,шорангшы,zikin
725,roh::A,пеле кӱшӹ,gordin
726,reif::A,кӱшӹ,umo
727,reif::A,кӱшӹ,heldu
728,lecker::A,тотан,goxo
729,süß::A,мӱӓн,goxo
730,bitter::A,качы,karmin
731,bitter::A,качы,garratz
732,sauer::A,шапы,mingots
733,hell::A,соты,argi
734,hell::A,валгыды,argi
735,dunkel::A,пӹц,ilun
736,dunkel::A,пӹцкемӹш,ilun
737,schwarz::A,шим,beltz
738,weiß::A,ош,zuri
739,weiß::A,ошы,zuri
740,rot::A,якшаргы,gorri
741,gelb::A,сар,hori
742,gelb::A,сары,hori
743,blau::A,симсӹ,urdin
744,grün::A,ыжар,berde
745,grün::A,ыжар,musker
746,grau::A,луды,urdin
747,grau::A,луды,urdinabar
748,bunt::A,ала,koloretsu
749,billig::A,шулдаш,merke
750,teuer::A,шергӹ,garesti
751,teuer::A,шергӓкӓн,garesti
752,wertvoll::A,ӓкӓн,baliotsu
753,blind::A,слöпöй,itsu
754,blind::A,сльöпöй,itsu
755,taub::A,тӱтӱк,gor
