,Concept_ID,pl,he
112,Quelle::N,zdrój,מעין
113,Quelle::N,źródło,מעין
114,Bach::N,potok,נחל
115,Bach::N,strumień,נחל
116,Fluss::N,rzeka,נהר
117,Ufer::N,brzeg,גדה
118,Küste::N,wybrzeże,חוף
119,Festland::N,ląd,יבשה
120,Meer::N,morze,ים
121,Bucht::N,zatoka,מפרץ
122,Insel::N,wyspa,אי
123,Blume::N,kwiat,פרח
124,Gras::N,trawa,דשא
125,Wurzel::N,korzeń,שרש
126,Baum::N,drzewo,עץ
127,Stamm::N,pień,גזע
128,Rinde::N,kora,קלפת עץ
129,Ast::N,gałąź,ענף
130,Zweig::N,gałąź,ענף
131,Blatt::N,liść,עלה
132,Birke::N,brzoza,שדר
133,Kiefer[Baum]::N,sosna,ארן
134,Weide[Baum]::N,wierzba,ערבה
135,Tanne::N,jodła,אשוח
136,Horn::N,róg,קרן
137,Feder::N,pióro,נוצה
138,Fell::N,futro,פרוה
139,Flügel::N,skrzydło,כנף
140,Klaue::N,szpon,טלף
141,Kralle::N,pazur,טפר
142,Schwanz::N,ogon,זנב
143,Ei::N,jajko,ביצה
144,Nest::N,gniazdo,קן
145,Bau::N,nora,מחלה
146,Tier::N,zwierzę,חיה
147,Herde::N,stado,עדר
148,Herde::N,trzoda,עדר
149,Kuh::N,krowa,פרה
150,Bulle::N,byk,פר
151,Pferd::N,koń,סוס
152,Schaf::N,owca,כבשה
153,Schwein::N,świnia,חזיר
154,Hund::N,pies,כלב
155,Katze::N,kot,חתול
156,Katze::N,kotka,חתול
157,Bär::N,niedźwiedż,דב
158,Eichhörnchen::N,wiewiórka,סנאי
159,Elch::N,łóś,דישון
160,Fuchs::N,lis,שועל
161,Hase::N,zając,ארנב
162,Maus::N,mysz,עכבר
163,Wolf::N,wilk,זאב
164,Vogel::N,ptak,צפור
165,Schwarm::N,stado,נחיל
166,Schwarm::N,stado,להקה
167,Huhn::N,kura,תרנגלת
168,Hahn::N,kogut,תרנגול
169,Gans::N,gęś,אוז
170,Adler::N,orzeł,עיט
171,Ente::N,kaczka,ברוז
172,Eule::N,sowa,ינשוף
173,Kranich::N,żuraw,עגור
174,Kranich::N,żuraw,כרוכיה
175,Krähe::N,wrona,עורב
176,Kuckuck::N,kukułka,קוקיה
177,Schwan::N,łabędż,ברבור
178,Fisch::N,ryba,דג
179,Barsch::N,okoń,אוקונוס
180,Hecht::N,szczupak,זאב הים
181,Schlange[Tier]::N,wąż,נחש
182,Schlange[Tier]::N,żmija,נחש
183,Wurm::N,robak,תולעת
184,Spinne::N,pająk,עכביש
185,Ameise::N,mrówka,נמלה
186,Laus::N,wesz,כנה
187,Mücke::N,komar,יתוש
188,Fliege::N,mucha,זבוב
189,Schmetterling::N,motyl,פרפר
190,Beere::N,jagoda,ענבה
191,Apfel::N,jabłko,תפוח
192,Pilz::N,grzyb,פטריה
193,Zwiebel::N,cebula,בצל
194,Saat::N,siew,זרעים
195,Korn::N,ziarno,גרעין
196,Heu::N,siano,חציר
197,Schale::N,łupina,קלפה
198,Grube::N,dół,בור
199,Grube::N,dół,שוחה
200,Grube::N,jama,בור
201,Grube::N,jama,שוחה
202,Falle::N,pułapka,מלכדת
203,Schlinge::N,sidła,לולאה
204,Spur::N,ślad,עקבה
205,Asche::N,popiół,אפר
206,Dreck::N,brud,זהמה
207,Eisen::N,żelazo,ברזל
208,Gold::N,złoto,זהב
209,Silber::N,srebro,כסף
210,Kohle::N,węgiel,פחם
211,Glas::N,szkło,זכוכית
212,Lehm::N,glina,חרסית
213,Sand::N,piasek,חול
214,Mensch::N,człowiek,אדם
215,Mann::N,mężczyzna,איש
216,Mann::N,mężczyzna,גבר
217,Frau::N,kobieta,אשה
218,Frau::N,kobieta,גברת
219,Kind::N,dziecko,ילד
220,Junge::N,chłopak,ילד
221,Junge::N,chłopiec,ילד
222,Mädchen::N,dziewczynka,נערה
223,Familie::N,rodzina,משפחה
224,Großvater::N,dziadek,סבא
225,Großmutter::N,babka,סבתא
226,Eltern::N,rodzice,הורים
227,Vater::N,ojciec,אב
228,Mutter::N,matka,אם
229,Sohn::N,syn,בן
230,Tochter::N,córka,בת
231,Bruder::N,brat,אח
232,Schwester::N,siostra,אחות
233,Onkel::N,wuj,דוד
234,Onkel::N,stryj,דוד
235,Tante::N,ciotka,דודה
236,Ehemann::N,mąż,איש
237,Ehemann::N,mąż,בעל
238,Ehefrau::N,żona,אשה
239,Freude::N,radość,שמחה
240,Gelächter::N,śmiech,צחוק
241,Glück::N,szczęście,אשר
242,Kummer::N,zmartwienie,יגון
243,Kummer::N,zmartwienie,עגמה
244,Wunsch::N,życzenie,אחול
245,Wunsch::N,życzenie,משאלה
246,Lust::N,chęć,חשק
247,Lust::N,chęć,תשוקה
248,Lust::N,ochota,חשק
249,Lust::N,ochota,תשוקה
250,Geist::N,duch,רוח
251,Gedanke::N,myśl,מחשבה
252,Gedächtnis::N,pamięć,זכרון
253,Verstand::N,rozum,שכל
254,Sinn::N,zmysł,מובן
255,Sinn::N,zmysł,משמעות
256,Grund::N,powód,סבה
257,Wahrheit::N,prawda,אמת
258,Gespräch::N,rozmowa,דיון
259,Märchen::N,bajka,אגדה
260,Erzählung::N,opowiadanie,ספור
261,Nachricht::N,wiadomość,ידיעה
262,Neuigkeit::N,nowina,חדשה
263,Name::N,imię,שם
264,Rätsel::N,zagadka,תעלומה
265,Rede::N,mowa,נאום
266,Sprache::N,język,לשון
267,Stimme::N,głos,קול
268,Wort::N,słowo,מלה
269,Zeichen::N,znak,סימן
270,Ruf::N,wołanie,קריאה
271,Lärm::N,hałas,רעש
272,Lärm::N,zgiełk,רעש
273,Laut::N,dźwięk,הגה
274,Ton::N,ton,צליל
275,Ton::N,dźwięk,צליל
276,Lied::N,pieśń,שיר
277,Lied::N,piosenka,שיר
278,Ruhe::N,spokój,שלוה
279,Leute::N,ludzie,אנשים
280,Volk::N,naród,עם
281,Arbeit::N,praca,עבודה
282,Arbeit::N,robota,עבודה
283,Gast::N,gość,אורח
284,Geschenk::N,prezent,מתנה
285,Geschenk::N,podarunek,מתנה
286,Spiel::N,gra,משחק
287,Spiel::N,zabawa,משחק
288,Gesellschaft::N,towarzystwo,חברה
289,Hilfe::N,pomoc,עזרה
290,Freund::N,przyjaciel,חבר
291,Freund::N,przyjaciel,ידיד
292,Kamerad::N,kolega,רע
293,Angelegenheit::N,sprawa,ענין
294,Anzahl::N,ilość,מספר
295,Art::N,rodzaj,סוג
296,Stück::N,kawałek,חתיכה
297,Teil::N,część,פרק
298,Hälfte::N,połowa,חצי
299,Kreis::N,krąg,מעגל
300,Kreuz::N,krzyż,צלב
301,Linie::N,linia,קו
302,Strich::N,kreska,קו קצר
303,Abstand::N,odstęp,מרחק
304,Entfernung::N,odległość,מרחק
305,Gegend::N,okolica,נוף
306,Platz::N,miejsce,שטח
307,Ort::N,miejsce,אתר
308,Ort::N,miejsce,מקום
309,Seite::N,bok,צד
310,Seite::N,strona,צד
311,Mitte::N,środek,אמצע
312,Gegenstand::N,przedmiot,אוביקט
313,Sache::N,rzecz,דבר
314,Rand::N,skraj,פרור
315,Rand::N,krawędź,פרור
316,Kante::N,kant,קצה
317,Kante::N,krawędź,קצה
318,Ecke::N,róg,פנה
319,Spitze::N,ostrze,קצה
320,Ende::N,koniec,סוף
321,Loch::N,dziura,חר
322,Winkel::N,kąt,פנה
323,Winkel::N,kącik,פנה
324,Muster::N,wzór,תבנית
325,Größe::N,rozmiar,גדל
326,Größe::N,wielkość,גדל
327,Länge::N,długość,ארך
328,Höhe::N,wysokość,קומה
329,Höhe::N,wysokość,גבה
330,Gewicht::N,ciężar,משקל
331,Menge::N,ilość,כמות
332,Haufen::N,kupa,ערמה
333,Reihe::N,rząd,רצף
334,Reihe::N,szereg,רצף
335,Boot::N,łódź,סירה
336,Boot::N,łódka,סירה
337,Ruder::N,wiosło,משוט
338,Schlitten::N,sanki,מזחלת
339,Ski::N,narta,מגלשים
340,Lagerfeuer::N,ognisko,מדורה
341,Last::N,ciężar,משא
342,Last::N,brzemię,משא
343,Gang::N,chód,הליכה
344,Schritt::N,krok,צעד
345,Norden::N,północ,צפון
346,Süden::N,południe,דרום
347,Westen::N,zachód,מערב
348,Osten::N,wschód,מזרח
349,Holz::N,drzewo,עץ
350,Brett::N,deska,קרש
351,Platte::N,płyta,לוח
352,Stütze::N,podpora,משען
353,Stange::N,drąg,מוט
354,Stange::N,żerdź,מוט
355,Stock::N,kij,מקל
356,Stock::N,laska,מקל
357,Stab::N,pręt,מוט
358,Rohr::N,rura,צנור
359,Haus::N,dom,בית
360,Heim::N,dom,בית
361,Ofen::N,piec,תנור
362,Fußboden::N,podłoga,רצפה
363,Tisch::N,stół,שלחן
364,Stuhl::N,krzesło,כסא
365,Wiege::N,kołyska,ערש
366,Bett::N,łóżko,מטה
367,Bett::N,pościel,מטה
368,Regal::N,regał,מדף
369,Kiste::N,skrzynia,תבה
370,Kiste::N,skrzynia,ארגז
371,Fenster::N,okno,חלון
372,Tür::N,drzwi,דלת
373,Tor::N,brama,שער
374,Zaun::N,płot,גדר
375,Zaun::N,parkan,גדר
376,Dach::N,dach,גג
377,Leiter::N,drabina,סלם
378,Besen::N,miotła,מטאטא
379,Spaten::N,rydel,את
380,Schaufel::N,łopata,את
381,Gabel::N,widelec,מזלג
382,Löffel::N,łyżka,כף
383,Messer::N,nóż,סכין
384,Nagel::N,gwóźdź,מסמר
385,Netz::N,sieć,רשת
386,Haken::N,hak,וו
387,Haken::N,hak,קרס
388,Griff::N,chwyt,ידית
389,Schloss::N,zamek,מנעול
390,Bild::N,obraz,תמונה
391,Figur::N,figura,פסל
392,Puppe::N,lalka,בבה
393,Beutel::N,torba,שק
394,Bündel::N,wiązka,צרור
395,Tasche::N,torba,שקית
396,Eimer::N,kubeł,דלי
397,Eimer::N,wiadro,דלי
398,Deckel::N,przykrywka,מכסה
399,Geschirr::N,statki,כלים
400,Geschirr::N,naczynia,כלים
401,Sack::N,worek,שק
402,Tasse::N,filiżanka,ספל
403,Topf::N,garnek,סיר
404,Kessel::N,kocioł,קנקן
405,Essen::N,jedzenie,אכל
406,Essen::N,jedzenie,ארוחה
407,Nahrung::N,pokarm,הזנה
408,Nahrung::N,pokarm,תזונה
409,Nahrung::N,pożywienie,הזנה
410,Nahrung::N,pożywienie,תזונה
411,Speise::N,potrawa,מאכל
412,Speise::N,potrawa,ארוחה
413,Speise::N,jedzenie,מאכל
414,Speise::N,jedzenie,ארוחה
415,Fleisch::N,mięso,בשר
416,Getreide::N,zboże,דגן
417,Brei::N,kasza,מחית
418,Brot::N,chleb,לחם
419,Scheibe::N,kromka,עגול
420,Scheibe::N,kromka,פרוסה
421,Fett::N,tłuszcz,שמן
422,Butter::N,masło,חמאה
423,Öl::N,olej,שמן
424,Salz::N,sól,מלח
425,Suppe::N,zupa,מרק
426,Honig::N,miód,דבש
427,Milch::N,mleko,חלב
428,Tee::N,herbata,תה
429,Leder::N,skóra,עור
430,Wolle::N,wełna,צמר
431,Stoff::N,tkanina,בד
432,Stoff::N,tkanina,אריג
433,Stoff::N,materiał,בד
434,Stoff::N,materiał,אריג
435,Nadel::N,igła,מחט
436,Faden::N,nić,חוט
437,Faden::N,nitka,חוט
438,Knopf::N,guzik,כפתור
439,Knoten::N,węzeł,קשר
440,Farbe::N,farba,צבע
441,Kleidung::N,odzież,בגדים
442,Hemd::N,koszula,חלצה
443,Kragen::N,kołnierz,צוארון
444,Ärmel::N,rękaw,שרוול
445,Hose::N,spodnie,מכנסים
446,Gürtel::N,pasek,חגורה
447,Mütze::N,czapka,כובע
448,Schuh::N,but,נעל
449,Schuh::N,bucik,נעל
450,Stiefel::N,but,מגף
451,Stiefel::N,kozak,מגף
452,Ring::N,pierścień,טבעת
453,Band::N,wstęga,סרט
454,Kamm::N,grzebień,מסרק
455,Spiegel::N,lustro,מראה
456,Riemen::N,rzemień,רצועה
457,Schnur::N,sznur,חבל
458,Leine::N,smycz,מושכות
459,Decke::N,kołdra,שמיכה
460,Kissen::N,poduszka,כרית
461,Tuch::N,chustka,צעיף
462,Handtuch::N,ręcznik,מגבת
463,Kraft::N,moc,כוח
464,Kraft::N,siła,כוח
465,Stärke::N,moc,און
466,Stärke::N,siła,און
467,Gesundheit::N,zdrowie,בריאות
468,Krankheit::N,choroba,מחלה
469,Schmerz::N,ból,כאב
470,Wunde::N,rana,פציעה
471,Fieber::N,gorączka,חם
472,Arznei::N,lekarstwo,תרופה
473,Brücke::N,most,גשר
474,Brunnen::N,studnia,באר
475,Weide::N,pastwisko,אחו
476,Weide::N,pastwisko,מרעה
477,Pfad::N,ścieżka,שביל
478,Pfad::N,ścieżka,מדרכה
479,Weg::N,droga,דרך
480,Straße::N,ulica,כביש
481,Dorf::N,wieś,כפר
482,Stadt::N,miasto,עיר
483,Brief::N,list,מכתב
484,Buch::N,książka,ספר
485,Buchstabe::N,litera,אות
486,Zeitung::N,gazeta,עתון
487,Zeitung::N,dziennik,עתון
488,Leben::N,życie,חיים
489,Tod::N,śmierć,מות
490,Grab::N,grób,קבר
491,Kirche::N,kościół,כנסיה
492,Sünde::N,grzech,חטא
493,Gott::N,bóg,אל
494,Arbeiter::N,robotnik,פועל
495,Chef::N,szef,ראש
496,Chef::N,szef,מנהל
497,Meister::N,mistrz,ממחה
498,Meister::N,majster,ממחה
499,Arzt::N,lekarz,רופא
500,Lehrer::N,nauczyciel,מורה
501,Geld::N,pieniądze,כסף
502,Geschäft::N,sprawa,עסקה
503,Geschäft::N,interes,עסקה
504,Laden::N,sklep,חנות
505,Preis::N,cena,מחיר
506,Ware::N,towar,סחורה
507,Nutzen::N,pożytek,תועלת
508,Reichtum::N,bogactwo,עשר
509,Welt::N,świat,עולם
510,Land::N,kraj,ארץ
511,Staat::N,państwo,מדינה
512,König::N,król,מלך
513,Macht::N,władza,כוח
514,Grenze::N,granica,גבול
515,Krieg::N,wojna,מלחמה
516,Feind::N,wróg,אויב
517,Gewalt::N,władza,אלימות
518,Kampf::N,bój,קרב
519,Kampf::N,bój,לחימה
520,Kampf::N,walka,קרב
521,Kampf::N,walka,לחימה
522,Bogen[Waffe]::N,łuk,קשת
523,Pfeil::N,strzała,חץ
524,Gewehr::N,karabin,רובה
525,Fehler::N,błąd,טעות
526,Lüge::N,kłamstwo,שקר
527,Schaden::N,szkoda,נזק
528,Unglück::N,nieszczęście,מזל רע
529,Schuld::N,wina,אשמה
530,Alter::N,wiek,גיל
531,Schluss::N,koniec,סיום
532,Schluss::N,zakończenie,סיום
533,Zeit::N,czas,זמן
534,Tag::N,dzień,יום
535,Morgen::N,ranek,בקר
536,Morgen::N,poranek,בקר
537,Mittag::N,południe,צהרים
538,Abend::N,wieczór,ערב
539,Nacht::N,noc,לילה
540,Woche::N,tydzień,שבוע
541,Monat::N,miesiąc,חדש
542,Jahr::N,rok,שנה
543,Frühling::N,wiosna,אביב
544,Sommer::N,lato,קיץ
545,Herbst::N,jesień,סתו
546,Winter::N,zima,חרף
547,Januar::N,styczeń,ינואר
548,Februar::N,luty,פברואר
549,März::N,marzec,מרץ
550,April::N,kwiecień,אפריל
551,Mai::N,maj,מאי
552,Juni::N,czerwiec,יוני
553,Juli::N,lipiec,יולי
554,August::N,sierpień,אוגוסט
555,September::N,wrzesień,ספטמבר
556,Oktober::N,październik,אוקטובר
557,November::N,listopad,נובמבר
558,Dezember::N,grudzień,דצמבר
559,Montag::N,poniedziałek,יום שני
560,Dienstag::N,wtorek,יום שלישי
561,Mittwoch::N,środa,יום רביעי
562,Donnerstag::N,czwartek,יום חמישי
563,Freitag::N,piątek,יום ששי
564,Samstag::N,sobota,יום שבת
565,Sonntag::N,niedziela,יום ראשון
566,groß::A,duży,גדול
567,groß::A,wielki,גדול
568,klein::A,mały,קטן
569,lang::A,długi,ארך
570,kurz::A,krótki,קצר
571,breit::A,szeroki,רחב
572,schmal::A,wąski,צר
573,dicht::A,gęsty,צפוף
574,dick[Gegenstand]::A,gruby,עבה
575,dünn::A,cienki,דק
576,fein::A,drobny,מעדן
577,fest::A,mocny,מוצק
578,fest::A,twardy,מוצק
579,flach::A,płaski,שטוח
580,glatt::A,gładki,חלק
581,hart::A,twardy,קשיח
582,weich::A,miękki,רך
583,rund::A,okrągły,עגל
584,spitz::A,spiczasty,חד
585,scharf::A,ostry,חד
586,stumpf::A,tępy,קהה
587,schwer::A,ciężki,כבד
588,schön::A,ładny,יפה
589,schön::A,piękny,יפה
590,heiß::A,gorący,חם
591,warm::A,ciepły,חם
592,kalt::A,zimny,קר
593,kühl::A,chłodny,צונן
594,frisch::A,świeży,טרי
595,feucht::A,wilgotny,לח
596,nass::A,mokry,רטוב
597,trocken::A,suchy,יבש
598,voll::A,pełny,מלא
599,leer::A,pusty,ריק
600,leer::A,próżny,ריק
601,offen::A,otwarty,פתוח
602,geschlossen::A,zamknięty,סגור
603,sauber::A,czysty,נקי
604,schmutzig::A,brudny,מלכלך
605,roh::A,surowy,חי
606,reif::A,dojrzały,בשל
607,lecker::A,smaczny,טעים
608,süß::A,słodki,מתוק
609,bitter::A,gorzki,מר
610,sauer::A,kwaśny,חמוץ
611,hell::A,jasny,בהיר
612,dunkel::A,ciemny,עמום
613,schwarz::A,czarny,שחר
614,weiß::A,biały,לבן
615,rot::A,czerwony,אדם
616,gelb::A,żółty,צהב
617,blau::A,błękitny,כחל
618,blau::A,niebieski,כחל
619,grün::A,zielony,ירק
620,grau::A,szary,אפר
621,bunt::A,barwny,צבעוני
622,billig::A,tani,זול
623,teuer::A,drogi,יקר
624,wertvoll::A,cenny,יקר ערך
625,blind::A,ślepy,עור
626,taub::A,głuchy,חרש
627,kräftig::A,mocny,חסן
628,stark::A,silny,חזק
629,schwach::A,słaby,חלש
630,fett::A,tłusty,שמן
631,schlank::A,smukły,רזה
632,hübsch::A,ładny,יפה תאר
633,böse::A,zły,רשע
634,dumm::A,głupi,טפש
635,faul::A,leniwy,עצלן
636,fleißig::A,pilny,חרוץ
637,geizig::A,skąpy,קמצן
638,klug::A,mądry,נבון
639,klug::A,mądry,פקח
640,geschickt::A,zręczny,מימן
641,lieb::A,miły,יקר
642,lieb::A,miły,אהוב
643,lustig::A,wesoły,עליז
644,sanft::A,łagodny,עדין
645,hungrig::A,głodny,רעב
646,krank::A,chory,חולה
647,nackt::A,nagi,ערום
648,traurig::A,smutny,עצוב
649,lebendig::A,żywy,חי
650,gut::A,dobry,טוב
651,schlecht::A,zły,גרוע
652,richtig::A,słuszny,נכון
653,richtig::A,właściwy,נכון
654,schlimm::A,zły,רע
655,wahr::A,prawdziwy,אמתי
656,alt::A,stary,ישן
657,neu::A,nowy,חדש
658,ehemalig::A,były,לשעבר
659,alt[Lebewesen]::A,stary,זקן
660,jung::A,młody,צעיר
661,arm::A,ubogi,עני
662,arm::A,biedny,עני
663,reich::A,bogaty,עשיר
664,bekannt::A,znany,ידוע
665,berühmt::A,słynny,מפרסם
666,fremd::A,obcy,זר
667,fremd::A,cudzy,זר
668,verschieden::A,różny,שונה
669,nah::A,bliski,קרוב
670,fern::A,daleki,רחוק
671,linker::A,lewy,שמאלי
672,rechter::A,prawy,ימין
673,anderer::A,inny,אחר
674,erster::A,pierwszy,ראשון
675,zweiter::A,drugi,שני
676,dritter::A,trzeci,שלישי
677,letzter::A,ostatni,אחרון
678,allein::ADV,sam,לבד
679,auf einmal::ADV,naraz,בו-זמנית
680,zusammen::ADV,razem,ביחד
681,lange::ADV,długo,הרבה זמן
682,plötzlich::ADV,nagle,לפתע
683,plötzlich::ADV,nagle,פתאום
684,sofort::ADV,natychmiast,מיד
685,später::ADV,później,לאחר זמן
686,später::ADV,później,יותר מאחר
687,jetzt::ADV,teraz,עכשיו
688,jetzt::ADV,obecnie,עכשיו
689,heute::ADV,dziś,היום
690,heute::ADV,dzisiaj,היום
691,morgen::ADV,jutro,מחר
692,bald::ADV,wkrótce,בקרוב
693,dann::ADV,potem,אחר-כך
694,gestern::ADV,wczoraj,אתמול
695,einst::ADV,kiedyś,לפנים
696,einst::ADV,niegdyś,לפנים
697,damals::ADV,wtedy,אז
698,damals::ADV,wówczas,אז
699,danach::ADV,następnie,אחר-כך
700,vorher::ADV,przedtem,לפני זה
701,zuerst::ADV,naprzód,קדם
702,zuerst::ADV,najpierw,קדם
703,einmal::ADV,raz,פעם
704,manchmal::ADV,czasem,לפעמים
705,oft::ADV,często,לעתים קרובות
706,immer::ADV,zawsze,תמיד
707,niemals::ADV,nigdy,אף פעם
708,hier::ADV,tu,כאן
709,hier::ADV,tutaj,כאן
710,hierhin::ADV,tu,פה
711,von hier::ADV,stąd,מפה
712,dort::ADV,tam,שם
713,dorthin::ADV,tam,שם
714,geradeaus::ADV,prosto,ישר
715,vorwärts::ADV,naprzód,קדימה
716,rückwärts::ADV,wstecz,לאחור
717,zurück::ADV,z powrotem,בחזרה
718,zurück::ADV,z powrotem,אחורנית
719,unten::ADV,u dołu,למטה
720,unten::ADV,na dole,למטה
721,hinab::ADV,na_dół,למטה
722,hinab::ADV,w_dół,למטה
723,oben::ADV,w górze,מעל
724,oben::ADV,w górze,למעלה
725,oben::ADV,na górze,מעל
726,oben::ADV,na górze,למעלה
727,hinauf::ADV,w górę,למעלה
728,hinauf::ADV,na górę,למעלה
729,überall::ADV,wszędzie,בכל מקום
730,nicht::ADV,nie,לא
731,ein wenig::ADV,trochę,קצת
732,kaum::ADV,ledwie,בקשי
733,kaum::ADV,prawie nie,בקשי
734,sehr::ADV,bardzo,מאוד
735,so::ADV,tak,כך
736,so::ADV,tak,ככה
737,noch::ADV,jeszcze,עוד
738,noch::ADV,jeszcze,עדין
739,nur::ADV,tylko,רק
740,schon::ADV,już,כבר
741,wieder::ADV,znów,שוב
742,wieder::ADV,znowu,שוב
743,vergebens::ADV,na próżno,לריק
744,vergebens::ADV,na próżno,לשוא
745,vor::PRP,przed,מול
746,hinter::PRP,za,מאחורי
747,unter::PRP,pod,מתחת
748,durch::PRP,przez,דרך
749,neben::PRP,obok,ליד
750,neben::PRP,obok,על-יד
751,zwischen::PRP,między,בין
752,wegen::PRP,z powodu,בשל
753,wegen::PRP,z powodu,בגלל
754,dies::PRN,to,זה
755,das::PRN,to,זה
756,alles::PRN,wszystko,הכל
757,ich::PRN,ja,אני
758,du::PRN,ty,את
759,du::PRN,ty,אתה
760,er::PRN,on,הוא
761,wir::PRN,my,אנחנו
762,ihr::PRN,wy,לה
763,sie::PRN,oni,הם
764,was::FPRN,co,מה
765,wer::FPRN,kto,מי
766,wo::FADV,gdzie,איפה
767,wohin::FADV,dokąd,לאן
768,wie::FADV,jak,איך
769,warum::FADV,dlaczego,למה
770,wieviel::FNUM,ile,כמה
771,eins::NUM,jeden,אחד
772,zwei::NUM,dwa,שתים
773,drei::NUM,trzy,שלושה
774,vier::NUM,cztery,ארבעה
775,fünf::NUM,pięć,חמשה
776,sechs::NUM,sześć,ששה
777,sieben::NUM,siedem,שבעה
778,acht::NUM,osiem,שמונה
779,neun::NUM,dziewięć,תשעה
780,zehn::NUM,dziesięć,עשרה
781,elf::NUM,jedenaście,אחת עשרה
782,zwölf::NUM,dwanaście,שתים עשרה
783,zwanzig::NUM,dwadzieścia,עשרים
784,dreißig::NUM,trzydzieści,שלושים
785,vierzig::NUM,czterdzieści,ארבעים
786,fünfzig::NUM,pięćdziesiąt,חמשים
787,sechzig::NUM,sześćdziesiąt,ששים
788,siebzig::NUM,siedemdziesiąt,שבעים
789,achtzig::NUM,osiemdziesiąt,שמונים
790,neunzig::NUM,dziewięćdziesiąt,תשעים
791,hundert::NUM,sto,מאה
792,tausend::NUM,tysiąc,אלף
793,und::CNJ,i,ו
794,oder::CNJ,lub,או
795,oder::CNJ,albo,או
796,stehen::V,stać,עמד
797,sitzen::V,siedzieć,ישב
798,liegen::V,leżeć,שכב
799,hängen::V,wisieć,היה תלוי
800,werden::V,zostać,הפך ל
801,werden::V,stać się,הפך ל
