,Concept_ID,sq,lt
86,Funke::N,xixë,kibirkštis
87,Funke::N,shkëndijë,kibirkštis
88,Feuer::N,zjarr,ugnis
89,Licht::N,dritë,šviesa
90,Schatten::N,hije,paūksmė
91,Wetter::N,mot,oras
92,Nebel::N,mjegull,migla
93,Nebel::N,mjegull,rūkas
94,Wolke::N,re,debesis
95,Regen::N,shi,lietus
96,Schnee::N,borë,sniegas
97,Eis::N,akull,ledas
98,Frost::N,ngricë,šalna
99,Kälte::N,të ftohtë,šaltis
100,Hitze::N,vapë,karštis
101,Hitze::N,nxehtësi,karštis
102,Raureif::N,cikmë,šerkšnas
103,Regenbogen::N,ylber,vaivorykštė
104,Donner::N,gjëmim,perkūnas
105,Donner::N,gjëmim,griaustinis
106,Donner::N,bubullimë,perkūnas
107,Donner::N,bubullimë,griaustinis
108,Strömung::N,rrymë,tėkmė
109,Tropfen::N,pikë,lašas
110,Schaum::N,shkumë,putos
111,Schmutz::N,baltë,purvas
112,See::N,liqen,ežeras
113,Sumpf::N,batak,klampynė
114,Sumpf::N,batak,liūnas
115,Moor::N,kënetë,pelkė
116,Wiese::N,livadh,pieva
117,Wald::N,pyll,miškas
118,Hügel::N,kodër,kalva
119,Anhöhe::N,bregore,kauburys
120,Berg::N,mal,kalnas
121,Gipfel::N,kulm,viršūnė
122,Höhle::N,shpellë,ola
123,Höhle::N,zgafelle,ola
124,Abhang::N,shpat,šlaitas
125,Abhang::N,shpat,nuokalnė
126,Abhang::N,tatëpjetë,šlaitas
127,Abhang::N,tatëpjetë,nuokalnė
128,Quelle::N,krua,versmė
129,Quelle::N,krua,šaltinis
130,Quelle::N,burim,versmė
131,Quelle::N,burim,šaltinis
132,Bach::N,virua,upelis
133,Fluss::N,lumë,upė
134,Ufer::N,breg,krantas
135,Küste::N,anëdet,pajūris
136,Küste::N,bregdet,pajūris
137,Festland::N,kontinent,sausuma
138,Meer::N,det,jūra
139,Bucht::N,gji deti,įlanka
140,Bucht::N,gji deti,užutekis
141,Insel::N,ishull,sala
142,Insel::N,ujdhesë,sala
143,Blume::N,lule,gėlė
144,Gras::N,bar,žolė
145,Wurzel::N,rrënjë,šaknis
146,Baum::N,pemë,medis
147,Stamm::N,trung,kamienas
148,Rinde::N,lëvore,žievė
149,Ast::N,degë,šaka
150,Zweig::N,bisk,šakelė
151,Blatt::N,fletë,lapas
152,Blatt::N,gjethe,lapas
153,Birke::N,mështekën,beržas
154,Kiefer[Baum]::N,pishë,pušis
155,Weide[Baum]::N,shelg,karklas
156,Tanne::N,bredh,eglė
157,Tanne::N,bredh,kėnis
158,Horn::N,bri,ragas
159,Feder::N,pupël,plunksna
160,Fell::N,lëkurë,kailis
161,Flügel::N,krah,sparnas
162,Flügel::N,fletë,sparnas
163,Klaue::N,kthetër,kanopa
164,Kralle::N,thua,nagas
165,Kralle::N,kthetër,nagas
166,Schwanz::N,bisht,uodega
167,Ei::N,vezë,kiaušinis
168,Nest::N,fole,gūžta
169,Nest::N,fole,lizdas
170,Bau::N,strofkë,ola
171,Tier::N,kafshë,gyvūnas
172,Herde::N,kope,banda
173,Herde::N,kope,kaimenė
174,Herde::N,grigjë,banda
175,Herde::N,grigjë,kaimenė
176,Kuh::N,lopë,karvė
177,Bulle::N,dem,bulius
178,Pferd::N,kalë,arklys
179,Schaf::N,dele,avis
180,Schwein::N,derr,kiaulė
181,Hund::N,qen,šuo
182,Katze::N,mace,katė
183,Bär::N,ari,lokys
184,Eichhörnchen::N,ketër,voveraitė
185,Elch::N,dre brilopatë,briedis
186,Fuchs::N,dhelpër,lapė
187,Hase::N,lepur,kiškas
188,Maus::N,mi,pelė
189,Wolf::N,ujk,vilkas
190,Vogel::N,zog,paukštis
191,Vogel::N,shpend,paukštis
192,Schwarm::N,luzmë,spiečius
193,Huhn::N,pulë,višta
194,Hahn::N,gjel,gaidys
195,Hahn::N,këndes,gaidys
196,Gans::N,patë,žąsis
197,Adler::N,shqiponjë,erelis
198,Ente::N,rosë,antis
199,Eule::N,buf,pelėda
200,Kranich::N,lejlek,gervė
201,Kranich::N,kurrillë,gervė
202,Krähe::N,sorrë,varna
203,Kuckuck::N,qyqe,gegužė
204,Schwan::N,mjellmë,gulbė
205,Fisch::N,peshk,žuvis
206,Barsch::N,purtekë,ešerys
207,Hecht::N,mlysh,lydeka
208,Schlange[Tier]::N,gjarpër,gyvatė
209,Wurm::N,krimb,kirmėlė
210,Spinne::N,marimangë,voras
211,Ameise::N,thnegël,skruzdė
212,Ameise::N,milingonë,skruzdė
213,Laus::N,morr,utėlė
214,Mücke::N,kunup,uodas
215,Mücke::N,mushkonjë,uodas
216,Fliege::N,mizë,musė
217,Schmetterling::N,flutur,drugys
218,Schmetterling::N,flutur,peteliškė
219,Beere::N,frutë,uoga
220,Beere::N,manaferrë,uoga
221,Apfel::N,mollë,obuolys
222,Pilz::N,kërpudhë,grybas
223,Zwiebel::N,qepë,svogūnas
224,Saat::N,farë,sėkla
225,Korn::N,grurë,grūdai
226,Korn::N,kokërr,grūdai
227,Heu::N,sanë,šienas
228,Schale::N,lëkurë,žievelė
229,Grube::N,gropë,duobė
230,Falle::N,kurth,pinklės
231,Falle::N,kurth,žabangai
232,Falle::N,grackë,pinklės
233,Falle::N,grackë,žabangai
234,Schlinge::N,nyjë,kilpa
235,Spur::N,gjurmë,vėžė
236,Spur::N,gjurmë,pėdos
237,Spur::N,gjurmë,pėdsakas
238,Asche::N,hi,pelenai
239,Dreck::N,baltë,purvas
240,Eisen::N,hekur,geležis
241,Gold::N,ar,auksas
242,Gold::N,flori,auksas
243,Silber::N,argjend,sidabras
244,Kohle::N,qymyr,anglis
245,Glas::N,qelq,stiklas
246,Lehm::N,argjilë,molis
247,Sand::N,rërë,smėlis
248,Mensch::N,njeri,žmogus
249,Mann::N,burrë,vyras
250,Mann::N,burrë,vyriškis
251,Mann::N,mashkull,vyras
252,Mann::N,mashkull,vyriškis
253,Frau::N,grua,moteris
254,Frau::N,femër,moteris
255,Kind::N,kalama,vaikas
256,Junge::N,djalë,vaikinas
257,Junge::N,djalë,berniukas
258,Mädchen::N,gocë,mergytė
259,Mädchen::N,gocë,mergaitė
260,Mädchen::N,vajzë,mergytė
261,Mädchen::N,vajzë,mergaitė
262,Familie::N,familje,šeima
263,Großvater::N,gjysh,senelis
264,Großmutter::N,gjyshe,senelė
265,Eltern::N,prindër,tėvai
266,Vater::N,atë,tėvas
267,Mutter::N,nënë,motina
268,Sohn::N,bir,sūnus
269,Tochter::N,bijë,duktė
270,Bruder::N,vëlla,brolis
271,Schwester::N,motër,sesuo
272,Onkel::N,dajë,dėdė
273,Onkel::N,xhaxha,dėdė
274,Tante::N,teze,teta
275,Tante::N,hallë,teta
276,Ehemann::N,burrë,vyras
277,Ehemann::N,bashkëshort,vyras
278,Ehefrau::N,grua,žmona
279,Ehefrau::N,bashkëshorte,žmona
280,Freude::N,gaz,džiaugsmas
281,Freude::N,gëzim,džiaugsmas
282,Gelächter::N,qeshje,juokas
283,Glück::N,lumturi,laimė
284,Kummer::N,brengë,vargas
285,Kummer::N,brengë,rūpestis
286,Kummer::N,pikëllim,vargas
287,Kummer::N,pikëllim,rūpestis
288,Wunsch::N,dëshirë,troškimas
289,Wunsch::N,dëshirë,pageidavimas
290,Lust::N,epsh,noras
291,Lust::N,epsh,geidulys
292,Lust::N,dashuri,noras
293,Lust::N,dashuri,geidulys
294,Geist::N,frymë,dvasia
295,Geist::N,shpirt,dvasia
296,Gedanke::N,ide,mintis
297,Gedanke::N,mendim,mintis
298,Gedächtnis::N,kujtesë,atmintis
299,Verstand::N,mend,protas
300,Sinn::N,kuptim,prasmė
301,Grund::N,arsye,priežastis
302,Wahrheit::N,vërtetë,tiesa
303,Wahrheit::N,vërtetë,teisybė
304,Gespräch::N,bisedim,pokalbis
305,Märchen::N,përrallë,pasaka
306,Erzählung::N,tregim,apsakymas
307,Erzählung::N,tregim,pasakojimas
308,Nachricht::N,lajm,žinia
309,Neuigkeit::N,risi,naujiena
310,Name::N,emër,vardas
311,Rätsel::N,gjëzë,mįslė
312,Rätsel::N,gjëegjëzë,mįslė
313,Rede::N,fjalim,kalba
314,Sprache::N,gjuhë,kalba
315,Stimme::N,zë,balsas
316,Wort::N,fjalë,žodis
317,Zeichen::N,shenjë,žymė
318,Zeichen::N,shenjë,ženklas
319,Ruf::N,thirrmë,šauksmas
320,Lärm::N,zhurmë,triukšmas
321,Laut::N,tingull,garsas
322,Ton::N,ton,tonas
323,Ton::N,ton,garsas
324,Lied::N,këngë,daina
325,Lied::N,këngë,giesmė
326,Ruhe::N,qetësi,ramybė
327,Ruhe::N,qetësi,ramumas
328,Leute::N,botë,žmonės
329,Leute::N,njerëz,žmonės
330,Volk::N,popull,tauta
331,Arbeit::N,punë,darbas
332,Arbeit::N,punë,triūsas
333,Gast::N,mik,svečias
334,Gast::N,mysafir,svečias
335,Geschenk::N,dhuratë,dovana
336,Geschenk::N,peshqesh,dovana
337,Spiel::N,lojë,žaismas
338,Spiel::N,lojë,žaidimas
339,Gesellschaft::N,shoqëri,draugija
340,Gesellschaft::N,shoqëri,kompanija
341,Hilfe::N,ndihmë,pagalba
342,Freund::N,mik,draugas
343,Freund::N,mik,bičiulis
344,Kamerad::N,shok,draugas
345,Angelegenheit::N,punë,dalykas
346,Angelegenheit::N,punë,reikalas
347,Anzahl::N,sasi,kiekis
348,Anzahl::N,sasi,skaičius
349,Art::N,lloj,rūšis
350,Stück::N,copë,gabalas
351,Teil::N,pjesë,dalis
352,Hälfte::N,gjysmë,pusė
353,Kreis::N,qark,ratas
354,Kreis::N,qark,apskritis
355,Kreis::N,qark,apskritimas
356,Kreis::N,rreth,ratas
357,Kreis::N,rreth,apskritis
358,Kreis::N,rreth,apskritimas
359,Kreuz::N,kryq,kryžius
360,Linie::N,vijë,linija
361,Strich::N,vizë,brėžis
362,Strich::N,vizë,brūkšnys
363,Abstand::N,distancë,atstumas
364,Entfernung::N,largim,atstumas
365,Gegend::N,vise,vietovė
366,Gegend::N,krahinë,vietovė
367,Platz::N,shesh,vieta
368,Ort::N,vend,vieta
369,Ort::N,vend,vietovė
370,Seite::N,anë,pusė
371,Seite::N,anë,šonas
372,Mitte::N,mes,vidurys
373,Gegenstand::N,send,dalykas
374,Sache::N,gjë,daiktas
375,Sache::N,send,daiktas
376,Rand::N,qoshe,kraštas
377,Rand::N,qoshe,pakraštys
378,Kante::N,teh,kraštas
379,Ecke::N,qoshe,kertė
380,Ecke::N,qoshe,kampas
381,Spitze::N,majë,priekis
382,Spitze::N,majë,priešakys
383,Ende::N,skaj,galas
384,Ende::N,bisht,galas
385,Loch::N,vrimë,skylė
386,Winkel::N,kënd,kampas
387,Winkel::N,kënd,kampelis
388,Muster::N,mostër,raštas
389,Größe::N,madhësi,dydis
390,Größe::N,madhësi,didumas
391,Länge::N,gjatësi,ilgis
392,Länge::N,gjatësi,ilgumas
393,Höhe::N,lartësi,aukštis
394,Höhe::N,lartësi,aukštuma
395,Gewicht::N,peshë,svoris
396,Gewicht::N,peshë,svarstis
397,Menge::N,sasi,kiekis
398,Menge::N,sasi,daugybė
399,Haufen::N,grumbull,krūva
400,Haufen::N,grumbull,šūsnis
401,Reihe::N,radhë,greta
402,Reihe::N,rresht,greta
403,Boot::N,barkë,valtis
404,Boot::N,barkë,laivelis
405,Boot::N,lundër,valtis
406,Boot::N,lundër,laivelis
407,Ruder::N,rrem,irklas
408,Schlitten::N,sajë,rogės
409,Schlitten::N,sajë,rogutės
410,Ski::N,ski,slidė
411,Lagerfeuer::N,flakadan,laužas
412,Lagerfeuer::N,zjarr i madh,laužas
413,Last::N,barrë,našta
414,Last::N,barrë,nešulys
415,Gang::N,ecje,eisena
416,Schritt::N,hap,žingsnis
417,Norden::N,veri,šiaurė
418,Norden::N,veri,žiemiai
419,Süden::N,jug,pietūs
420,Westen::N,perëndim,vakarai
421,Osten::N,lindje,rytai
422,Holz::N,dru,mediena
423,Brett::N,dërrasë,lenta
424,Platte::N,pllakë,plokštė
425,Stütze::N,shtyllë,atrama
426,Stütze::N,shtyllë,atspara
427,Stütze::N,mbështetesë,atrama
428,Stütze::N,mbështetesë,atspara
429,Stange::N,shufër,lazda
430,Stange::N,shufër,kartis
431,Stock::N,dajak,lazda
432,Stab::N,shkop,kartis
433,Rohr::N,tub,vamzdis
434,Haus::N,shtëpi,namas
435,Heim::N,konak,namai
436,Heim::N,shtëpi,namai
437,Ofen::N,sobë,krosnis
438,Ofen::N,stufë,krosnis
439,Fußboden::N,dysheme,grindys
440,Tisch::N,tryezë,stalas
441,Stuhl::N,karrige,kėdė
442,Wiege::N,djep,lopšys
443,Bett::N,shtrat,lova
444,Bett::N,shtrat,patalai
445,Regal::N,raft,lentyna
446,Kiste::N,kuti,dėžė
447,Fenster::N,dritare,langas
448,Tür::N,derë,durys
449,Tor::N,portë,vartai
450,Zaun::N,gardh,tvora
451,Dach::N,çati,stogas
452,Leiter::N,shkallë,kopėčios
453,Besen::N,fshesë,šluota
454,Spaten::N,lopatë,lopeta
455,Spaten::N,lopatë,kastuvas
456,Schaufel::N,qyrek,semtuvas
457,Gabel::N,pirun,šakutė
458,Löffel::N,lugë,šaukštas
459,Messer::N,thikë,peilis
460,Nagel::N,gozhdë,vinis
461,Netz::N,rrjetë,tinklas
462,Haken::N,grep,vagis
463,Haken::N,grep,kablys
464,Haken::N,grremç,vagis
465,Haken::N,grremç,kablys
466,Griff::N,dorak,kotas
467,Griff::N,dorak,rankena
468,Griff::N,dorezë,kotas
469,Griff::N,dorezë,rankena
470,Schloss::N,bravë,spyna
471,Schloss::N,bravë,užraktas
472,Bild::N,tablo,paveikslas
473,Bild::N,pikturë,paveikslas
474,Figur::N,figurë,figūra
475,Puppe::N,kukull,lėlė
476,Beutel::N,qese,krepšys
477,Beutel::N,qese,maišelis
478,Beutel::N,trastë,krepšys
479,Beutel::N,trastë,maišelis
480,Bündel::N,deng,ryšulys
481,Tasche::N,çantë,krepšelis
482,Eimer::N,kovë,kibiras
483,Deckel::N,kapak,dangtis
484,Deckel::N,mbulesë,dangtis
485,Geschirr::N,enë,indai
486,Sack::N,thes,maišas
487,Sack::N,torbë,maišas
488,Tasse::N,filxhan,puodukas
489,Topf::N,kusi,puodas
490,Topf::N,tenxhere,puodas
491,Kessel::N,kazan,katilas
492,Essen::N,ngrënie,valgis
493,Nahrung::N,ushqim,penas
494,Nahrung::N,ushqim,maistas
495,Speise::N,gatesë,patiekalas
496,Fleisch::N,mish,mėsa
497,Getreide::N,drithë,javai
498,Brei::N,qull,košė
499,Brot::N,bukë,duona
500,Scheibe::N,fetë,riekė
501,Fett::N,lyrë,taukai
502,Fett::N,lyrë,riebalai
503,Fett::N,yndyrë,taukai
504,Fett::N,yndyrë,riebalai
505,Butter::N,gjalpë,sviestas
506,Öl::N,vaj,aliejus
507,Salz::N,kripë,druska
508,Suppe::N,supë,sriuba
509,Suppe::N,çorbë,sriuba
510,Honig::N,mjaltë,medus
511,Milch::N,qumësht,pienas
512,Tee::N,çaj,arbata
513,Leder::N,lëkurë,oda
514,Wolle::N,lesh,vilna
515,Stoff::N,pëlhurë,audeklas
516,Nadel::N,gjilpërë,adata
517,Faden::N,pe,gija
518,Faden::N,pe,siūlas
519,Faden::N,fije,gija
520,Faden::N,fije,siūlas
521,Knopf::N,kopsë,saga
522,Knoten::N,komb,mazgas
523,Farbe::N,bojë,dažai
524,Kleidung::N,veshje,rūbai
525,Kleidung::N,veshje,drabužiai
526,Hemd::N,këmishë,marškiniai
527,Kragen::N,jakë,apykaklė
528,Ärmel::N,mëngë,rankovė
529,Hose::N,brekë,kelnės
530,Gürtel::N,rrip,juosta
531,Gürtel::N,rrip,diržas
532,Mütze::N,kësulë,kepurė
533,Schuh::N,këpucë,batas
534,Stiefel::N,çizme,auliniai batai
535,Ring::N,unazë,žiedas
536,Band::N,shirit,kaspinas
537,Kamm::N,krehër,šukos
538,Spiegel::N,pasqyrë,veidrodis
539,Riemen::N,rrip,diržas
540,Schnur::N,litar,virvė
541,Schnur::N,cikomë,virvė
542,Leine::N,rrip,pavadėlis
543,Decke::N,batanije,antklodė
544,Kissen::N,jastëk,pagalvė
545,Kissen::N,jastëk,priegalvis
546,Tuch::N,shami,skarelė
547,Handtuch::N,peshqir,rankšluostis
548,Kraft::N,forcë,jėga
549,Stärke::N,koll,stiprumas
550,Gesundheit::N,shëndet,sveikata
551,Krankheit::N,sëmundje,liga
552,Schmerz::N,dhimbje,skausmas
553,Wunde::N,plagë,žaizda
554,Fieber::N,ethe,karštis
555,Arznei::N,ilaç,vaistas
556,Brücke::N,urë,tiltas
557,Brunnen::N,pus,šulinys
558,Weide::N,kullotë,ganykla
559,Weide::N,kullotë,gluosnis
560,Pfad::N,ravë,takas
561,Pfad::N,shteg,takas
562,Weg::N,udhë,kelias
563,Weg::N,shteg,kelias
564,Straße::N,rrugë,gatvė
565,Dorf::N,fshat,kaimas
566,Dorf::N,fshat,sodžius
567,Dorf::N,katund,kaimas
568,Dorf::N,katund,sodžius
569,Stadt::N,qytet,miestas
570,Brief::N,letër,laiškas
571,Buch::N,libër,knyga
572,Buchstabe::N,shkronjë,raidė
573,Zeitung::N,gazetë,laikraštis
574,Leben::N,jetë,gyvybė
575,Leben::N,jetë,gyvenimas
576,Tod::N,mortje,mirtis
577,Grab::N,varr,kapas
578,Kirche::N,kishë,bažnyčia
579,Sünde::N,mëkat,nuodėmė
580,Sünde::N,mëkat,nusidėjimas
581,Sünde::N,gjynah,nuodėmė
582,Sünde::N,gjynah,nusidėjimas
583,Gott::N,hy,dievas
584,Gott::N,zot,dievas
585,Arbeiter::N,punëtor,darbininkas
586,Chef::N,shef,šefas
587,Chef::N,shef,vadovas
588,Chef::N,shef,viršininkas
589,Chef::N,drejtues,šefas
590,Chef::N,drejtues,vadovas
591,Chef::N,drejtues,viršininkas
592,Meister::N,mjeshtër,meistras
593,Arzt::N,mjek,gydytojas
594,Arzt::N,doktor,gydytojas
595,Lehrer::N,mësues,mokytojas
596,Lehrer::N,arsimtar,mokytojas
597,Geld::N,para,pinigai
598,Geld::N,holla,pinigai
599,Geschäft::N,ujdi,biznis
600,Geschäft::N,biznes,biznis
601,Laden::N,dyqan,krautuvė
602,Laden::N,dyqan,parduotuvė
603,Preis::N,çmim,kaina
604,Ware::N,mall,prekė
605,Nutzen::N,dobi,nauda
606,Nutzen::N,dobi,pelnas
607,Nutzen::N,leverdi,nauda
608,Nutzen::N,leverdi,pelnas
609,Reichtum::N,kamje,turtas
610,Reichtum::N,pasuri,turtas
611,Welt::N,botë,pasaulis
612,Land::N,vend,žemė
613,Land::N,vend,šalis
614,Staat::N,shtet,valstija
615,König::N,mbret,karalius
616,Macht::N,fuqi,galia
617,Macht::N,fuqi,valdžia
618,Macht::N,pushtet,galia
619,Macht::N,pushtet,valdžia
620,Grenze::N,kufi,riba
621,Grenze::N,kufi,siena
622,Krieg::N,luftë,karas
623,Feind::N,armik,priešas
624,Gewalt::N,dhunë,jėga
625,Gewalt::N,dhunë,smurtas
626,Gewalt::N,dhunë,prievarta
627,Kampf::N,luftim,kova
628,Bogen[Waffe]::N,hark,lankas
629,Pfeil::N,shigjetë,strėlė
630,Gewehr::N,pushkë,šautuvas
631,Fehler::N,gafë,klaida
632,Fehler::N,gabim,klaida
633,Lüge::N,gënjeshtër,melas
634,Schaden::N,dëm,nuostolis
635,Schaden::N,dëm,apgadinimas
636,Schaden::N,zarar,nuostolis
637,Schaden::N,zarar,apgadinimas
638,Unglück::N,fatkeqësi,nelaimė
639,Schuld::N,faj,kaltė
640,Alter::N,moshë,amžius
641,Schluss::N,fund,pabaiga
642,Zeit::N,kohë,laikas
643,Tag::N,ditë,diena
644,Morgen::N,mëngjes,rytas
645,Mittag::N,mesditë,vidurdienis
646,Abend::N,mbrëmje,vakaras
647,Nacht::N,natë,naktis
648,Woche::N,javë,savaitė
649,Monat::N,muaj,mėnuo
650,Jahr::N,vit,metai
651,Frühling::N,pranverë,pavasaris
652,Sommer::N,verë,vasara
653,Herbst::N,vjeshtë,ruduo
654,Winter::N,dimër,žiema
655,Januar::N,janar,sausis
656,Februar::N,shkurt,vasaris
657,März::N,mars,kovas
658,April::N,prill,balandis
659,Mai::N,maj,gegužė
660,Juni::N,qershor,birželis
661,Juli::N,korrik,liepa
662,August::N,gusht,rugpjūtis
663,September::N,shtator,rugsėjis
664,Oktober::N,tetor,spalis
665,November::N,nëntor,lapkritis
666,Dezember::N,dhjetor,gruodis
667,Montag::N,hënë,pirmadienis
668,Dienstag::N,martë,antradienis
669,Mittwoch::N,mërkurë,trečiadienis
670,Donnerstag::N,enjte,ketvirtadienis
671,Freitag::N,premte,penktadienis
672,Samstag::N,shtunë,šeštadienis
673,Sonntag::N,diel,sekmadienis
674,groß::A,madh,didis
675,groß::A,madh,didelis
676,klein::A,vogël,mažas
677,lang::A,gjatë,ilgas
678,kurz::A,shkurtër,trumpas
679,breit::A,gjerë,platus
680,schmal::A,ngushtë,smulkus
681,dicht::A,dendur,tankus
682,dick[Gegenstand]::A,trashë,storas
683,dünn::A,hollë,plonas
684,fein::A,imët,smulkus
685,fest::A,fortë,kietas
686,fest::A,fortë,tvirtas
687,flach::A,sheshtë,lėkštas
688,flach::A,sheshtë,plokščias
689,glatt::A,rrafshët,slidus
690,hart::A,fortë,kietas
691,weich::A,butë,minkštas
692,rund::A,rrumbullakët,apvalus
693,rund::A,rrumbullakët,apskritas
694,spitz::A,majëmprehtë,aštrus
695,spitz::A,majëmprehtë,smailus
696,scharf::A,mprehtë,aštrus
697,stumpf::A,topitur,bukas
698,stumpf::A,topitur,atšipęs
699,schwer::A,rëndë,sunkus
700,schön::A,bukur,gražus
701,heiß::A,nxehtë,karštas
702,warm::A,ngrohtë,šiltas
703,kalt::A,ftohtë,šaltas
704,kühl::A,freskët,vėsus
705,kühl::A,freskët,bejausmis
706,frisch::A,pastër,šviežias
707,feucht::A,lagësht,drėgnas
708,nass::A,lagur,šlapias
709,trocken::A,thatë,sausas
710,voll::A,plotë,pilnas
711,leer::A,bosh,tuščias
712,leer::A,zbrazët,tuščias
713,offen::A,hapur,atviras
714,geschlossen::A,mbyllur,uždaras
715,geschlossen::A,mbyllur,uždarytas
716,sauber::A,dëlirë,švarus
717,schmutzig::A,ndyrë,nešvarus
718,schmutzig::A,ndyrë,purvinas
719,roh::A,gjallë,žalias
720,reif::A,arrirë,prinokęs
721,reif::A,arrirë,pribrendęs
722,lecker::A,shijshëm,gardus
723,süß::A,ëmbël,saldus
724,bitter::A,hidhur,kartus
725,sauer::A,thartë,gižus
726,sauer::A,thartë,rūgštus
727,hell::A,me dritë,šviesus
728,hell::A,me dritë,skaistus
729,dunkel::A,errët,tamsus
730,schwarz::A,i zi,juodas
731,weiß::A,bardhë,baltas
732,rot::A,kuq,raudonas
733,gelb::A,verdhë,geltonas
734,blau::A,blu,mėlynas
735,blau::A,kaltër,mėlynas
736,grün::A,blertë,žalias
737,grün::A,gjelbër,žalias
738,grau::A,hirtë,pilkas
739,grau::A,bojë hiri,pilkas
740,bunt::A,shumëngjyrëshëm,margas
741,bunt::A,shumëngjyrëshëm,spalvotas
742,billig::A,lirë,pigus
743,teuer::A,shtrenjtë,brangus
744,wertvoll::A,çmuar,vertingas
745,wertvoll::A,vlershëm,vertingas
746,blind::A,qorr,aklas
747,blind::A,verbër,aklas
748,taub::A,shurdhër,kurčias
749,kräftig::A,fuqishëm,stiprus
750,stark::A,fortë,stiprus
751,schwach::A,dobët,silpnas
752,fett::A,dhjamur,riebus
753,schlank::A,hollë,laibas
754,schlank::A,hollë,lieknas
755,hübsch::A,bukur,gražus
756,hübsch::A,hijshëm,gražus
757,böse::A,keq,blogas
758,dumm::A,teveqel,paikas
759,dumm::A,teveqel,kvailas
760,faul::A,dembel,tingus
761,fleißig::A,zellshëm,stropus
762,fleißig::A,zellshëm,kruopštus
763,geizig::A,kurnac,šykštus
764,geizig::A,dorështrënguar,šykštus
765,klug::A,mençur,sumanus
766,klug::A,mençur,protingas
767,geschickt::A,aftë,apsukrus
768,lieb::A,dashur,mielas
769,lustig::A,gëzuar,smagus
770,lustig::A,gëzuar,linksmas
771,sanft::A,butë,švelnus
772,sanft::A,butë,minkštas
773,hungrig::A,uritur,alkanas
774,krank::A,sëmurë,ligotas
775,krank::A,sëmurë,sergantis
776,nackt::A,lakuriq,nuogas
777,nackt::A,zhveshur,nuogas
778,traurig::A,trishtuar,liūdnas
779,lebendig::A,gjallë,gyvas
780,gut::A,mirë,geras
781,schlecht::A,keq,blogas
782,schlecht::A,keq,prastas
783,richtig::A,drejtë,tikras
784,richtig::A,drejtë,teisingas
