,Concept_ID,et,ku
244,Ehefrau::N,naine,kulfet
245,Ehefrau::N,abikaasa,kulfet
246,Freude::N,rõõm,kêfxweşî
247,Gelächter::N,naer,pîrqînî
248,Glück::N,õnn,bext
249,Kummer::N,mure,derd
250,Kummer::N,kurbus,derd
251,Wunsch::N,soov,daxwaz
252,Wunsch::N,soov,xwestek
253,Lust::N,himu,şewq
254,Geist::N,vaim,aqil
255,Gedanke::N,mõte,fikir
256,Gedächtnis::N,mälu,aqil
257,Verstand::N,aru,fêm
258,Verstand::N,mõistus,fêm
259,Sinn::N,tähendus,aqil
260,Grund::N,põhjus,asas
261,Wahrheit::N,tõde,rastî
262,Gespräch::N,kõne,guftûgo
263,Gespräch::N,vestlus,guftûgo
264,Märchen::N,muinasjutt,çirok
265,Erzählung::N,jutustus,çirok
266,Erzählung::N,jutustus,vegotin
267,Nachricht::N,teade,nûçe
268,Neuigkeit::N,uudis,hewal
269,Name::N,nimi,nav
270,Name::N,nimi,paşnav
271,Rätsel::N,mõistatus,tiştonek
272,Rede::N,kõne,gotar
273,Rede::N,kõne,axavtin
274,Sprache::N,keel,ziman
275,Stimme::N,hääl,pejn
276,Wort::N,sõna,gotin
277,Zeichen::N,märk,şanek
278,Ruf::N,hüüe,hawar
279,Lärm::N,müra,xarbalix
280,Laut::N,hääl,deng
281,Laut::N,hääl,hês
282,Ton::N,toon,awaz
283,Lied::N,laul,sitran
284,Ruhe::N,rahu,rihetî
285,Ruhe::N,vaikus,rihetî
286,Leute::N,inimesed,xelk
287,Volk::N,rahvas,xelk
288,Arbeit::N,töö,xebat
289,Gast::N,külaline,mêvan
290,Geschenk::N,kingitus,diyarî
291,Spiel::N,mäng,lîstik
292,Gesellschaft::N,selts,komal
293,Hilfe::N,abi,alîkarî
294,Freund::N,sõber,heval
295,Kamerad::N,sõber,heval
296,Angelegenheit::N,asi,pirsgirêk
297,Anzahl::N,arv,çend
298,Anzahl::N,hulk,çend
299,Art::N,liik,çeh
300,Stück::N,tükk,lib
301,Stück::N,tükk,parçe
302,Teil::N,osa,parçe
303,Hälfte::N,pool,nîvî
304,Kreis::N,ring,çemil
305,Kreuz::N,rist,xaç
306,Linie::N,joon,xezik
307,Strich::N,joon,xezik
308,Abstand::N,vahe,dûrahî
309,Entfernung::N,kaugus,dûrahî
310,Entfernung::N,vahemaa,dûrahî
311,Gegend::N,ümbrus,dever
312,Platz::N,ruum,çih
313,Ort::N,paik,dever
314,Seite::N,pool,rûpel
315,Mitte::N,keskpaik,nav
316,Mitte::N,keskpaik,nabênê
317,Gegenstand::N,ese,tişt
318,Sache::N,ese,tişt
319,Rand::N,äär,kevî
320,Rand::N,serv,kevî
321,Kante::N,kant,kevî
322,Ecke::N,nurk,qunç
323,Spitze::N,teravik,derzî
324,Ende::N,ots,talî
325,Ende::N,jupp,talî
326,Loch::N,auk,qul
327,Winkel::N,nurk,kurnîşk
328,Muster::N,muster,desen
329,Größe::N,suurus,mezinî
330,Länge::N,pikkus,dirêjahî
331,Höhe::N,kõrgus,bilindayî
332,Gewicht::N,kaal,giranî
333,Gewicht::N,raskus,giranî
334,Menge::N,arv,qas
335,Menge::N,hulk,qas
336,Haufen::N,hunnik,lod
337,Reihe::N,rivi,rêz
338,Boot::N,paat,kelek
339,Ruder::N,aer,bêrik
340,Schlitten::N,saan,xîjik
341,Ski::N,suusk,lakan
342,Lagerfeuer::N,lõke,agir
343,Last::N,koorem,bar
344,Gang::N,käik,fîtêz
345,Schritt::N,samm,gav
346,Norden::N,põhi,bakur
347,Süden::N,lõuna,başur
348,Westen::N,lääs,rojava
349,Osten::N,ida,rojhilat
350,Holz::N,puu,dep
351,Brett::N,saelaud,dep
352,Platte::N,plaat,dep
353,Stütze::N,tugi,destek
354,Stange::N,latt,sing
355,Stange::N,teivas,sing
356,Stock::N,kepp,çam
357,Stab::N,varras,qat
358,Rohr::N,toru,borî
359,Haus::N,maja,mal
360,Haus::N,maja,xanî
361,Heim::N,kodu,mal
362,Ofen::N,ahi,sobe
363,Fußboden::N,põrand,binpê
364,Tisch::N,laud,mase
365,Stuhl::N,tool,kursî
366,Wiege::N,häll,derguş
367,Wiege::N,kätki,derguş
368,Bett::N,voodi,qerewêle
369,Regal::N,riiul,rêbaz
370,Kiste::N,kast,sindoq
371,Fenster::N,aken,çam
372,Fenster::N,aken,şibeke
373,Tür::N,uks,derî
374,Tor::N,värav,derge
375,Zaun::N,aed,hejik
376,Zaun::N,tara,hejik
377,Dach::N,katus,sere xanî
378,Leiter::N,redel,pêling
379,Besen::N,luud,melkes
380,Spaten::N,labidas,mer
381,Schaufel::N,kühvel,bêr
382,Gabel::N,kahvel,çetel
383,Löffel::N,lusikas,kevçî
384,Messer::N,nuga,kêr
385,Nagel::N,nael,bizmar
386,Netz::N,võrk,tor
387,Haken::N,haak,çenqel
388,Haken::N,konks,çenqel
389,Griff::N,sang,destî
390,Griff::N,käepide,destî
391,Schloss::N,lukk,qonax
392,Bild::N,pilt,dimen
393,Figur::N,kuju,figûr
394,Figur::N,kujund,figûr
395,Puppe::N,nukk,bûk
396,Beutel::N,paun,kîsik
397,Bündel::N,kimp,pêçek
398,Tasche::N,kott,bêrîk
399,Eimer::N,pang,dewl
400,Eimer::N,ämber,dewl
401,Deckel::N,kaas,devik
402,Geschirr::N,nõud,ferax
403,Sack::N,kott,tûr
404,Tasse::N,tass,kada
405,Topf::N,pada,beroş
406,Kessel::N,pada,şîril
407,Essen::N,söök,xwarin
408,Nahrung::N,toit,xwarin
409,Speise::N,roog,xwarin
410,Fleisch::N,liha,goşt
411,Getreide::N,teravili,zad
412,Brei::N,puder,hewdêl
413,Brot::N,sai,
414,Brot::N,leib,
415,Scheibe::N,viil,parçe
416,Scheibe::N,viilukas,parçe
417,Fett::N,rasv,rûn
418,Butter::N,või,rûn
419,Öl::N,õli,rûn
420,Salz::N,sool,xwe
421,Suppe::N,supp,şorbe
422,Honig::N,mesi,hingiv
423,Milch::N,piim,şîr
424,Tee::N,tee,çay
425,Leder::N,nahk,çerm
426,Wolle::N,vill,herî
427,Stoff::N,kangas,paç
428,Nadel::N,nõel,derzî
429,Faden::N,niit,ta
430,Knopf::N,nööp,bişkok
431,Knoten::N,sõlm,girêk
432,Farbe::N,värv,boyax
433,Kleidung::N,riided,çil
434,Kleidung::N,riietus,çil
435,Hemd::N,särk,qutik
436,Hemd::N,särk,miltan
437,Kragen::N,krae,stûvang
438,Ärmel::N,varrukas,hûçik
439,Hose::N,püksid,şewel
440,Gürtel::N,vöö,qayiş
441,Mütze::N,müts,fîno
442,Schuh::N,king,şêkal
443,Stiefel::N,saabas,gizme
444,Stiefel::N,saabas,çizme
445,Ring::N,sõrmus,xelek
446,Band::N,lint,band
447,Kamm::N,kamm,şeh
448,Spiegel::N,peegel,eynik
449,Riemen::N,rihm,qayiş
450,Schnur::N,nöör,doxin
451,Leine::N,jalutusrihm,şirît
452,Decke::N,tekk,bataniye
453,Kissen::N,padi,balgî
454,Tuch::N,kalev,şar
455,Handtuch::N,käterätik,dezmal
456,Kraft::N,jõud,hêz
457,Kraft::N,jõud,qewet
458,Stärke::N,tugevus,xurtî
459,Gesundheit::N,tervis,nojdarî
460,Krankheit::N,haigus,nexweşî
461,Schmerz::N,valu,êş
462,Wunde::N,haav,kul
463,Fieber::N,palavik,ta
464,Arznei::N,ravim,derman
465,Brücke::N,sild,kopî
466,Brunnen::N,kaev,çal
467,Brunnen::N,kaev,kani
468,Weide::N,karjamaa,beyar
469,Pfad::N,rada,xaçirek
470,Weg::N,tee,rê
471,Straße::N,tee,rê
472,Dorf::N,küla,gund
473,Stadt::N,linn,baçar
474,Brief::N,kiri,name
475,Buch::N,raamat,kitêb
476,Buch::N,raamat,pirtûk
477,Buchstabe::N,täht,herf
478,Zeitung::N,ajaleht,rojname
479,Leben::N,elu,jiyan
480,Tod::N,surm,mirin
481,Grab::N,haud,mezel
482,Kirche::N,kirik,gilyas
483,Sünde::N,patt,guneh
484,Gott::N,jumal,xwedê
485,Arbeiter::N,tööline,hîşçî
486,Chef::N,ülemus,bêg
487,Chef::N,juhataja,bêg
488,Meister::N,meister,hoste
489,Arzt::N,arst,doktor
490,Lehrer::N,õpetaja,mamoste
491,Geld::N,raha,pere
492,Geschäft::N,äri,firoşgeh
493,Laden::N,pood,dikan
494,Laden::N,kauplus,dikan
495,Preis::N,hind,buha
496,Ware::N,kaup,tişt
497,Nutzen::N,tulu,fêde
498,Nutzen::N,kasulikkus,fêde
499,Reichtum::N,rikkus,serwet
500,Welt::N,maailm,dinya
501,Land::N,maa,welat
502,Staat::N,riik,dewlet
503,König::N,kuningas,şah
504,König::N,kuningas,qral
505,Macht::N,võim,qewet
506,Macht::N,võim,destihilat
507,Grenze::N,piir,kevî
508,Krieg::N,sõda,çeng
509,Krieg::N,sõda,sêwaş
510,Feind::N,vaenlane,dijmin
511,Gewalt::N,väevõim,zor
512,Kampf::N,võitlus,şer
513,Bogen[Waffe]::N,vibu,kêvan
514,Pfeil::N,nool,çîrik
515,Gewehr::N,püss,tifing
516,Fehler::N,viga,şaşî
517,Lüge::N,vale,derew
518,Schaden::N,kahju,xisar
519,Unglück::N,häda,bêbextî
520,Unglück::N,õnnetus,bêbextî
521,Schuld::N,süü,suç
522,Alter::N,iga,temen
523,Schluss::N,lõpp,girtin
524,Zeit::N,aeg,çax
525,Tag::N,päev,roj
526,Morgen::N,hommik,sibeh
527,Mittag::N,lõuna,nîro
528,Mittag::N,keskpäev,nîro
529,Abend::N,õhtu,êvar
530,Nacht::N,öö,şev
531,Woche::N,nädal,heftî
532,Monat::N,kuu,meh
533,Jahr::N,aasta,sal
534,Frühling::N,kevad,bihar
535,Sommer::N,suvi,havîn
536,Herbst::N,sügis,payîz
537,Winter::N,talv,zistan
538,Januar::N,jaanuar,çile
539,Februar::N,veebruar,sibat
540,März::N,märts,adar
541,April::N,aprill,nîsan
542,Mai::N,mai,gûlan
543,Juni::N,juuni,hezîran
544,Juli::N,juuli,tîmeh
545,August::N,august,tebax
546,September::N,september,îlon
547,Oktober::N,oktoober,çotmeh
548,November::N,november,mijdar
549,Dezember::N,detsember,kanûn
550,Montag::N,esmaspäev,duşemb
551,Dienstag::N,teisipäev,sêşem
552,Mittwoch::N,kesknädal,çarşemb
553,Donnerstag::N,neljapäev,pêşemb
554,Freitag::N,reede,în
555,Samstag::N,laupäev,şemî
556,Sonntag::N,pühapäev,yekşemb
557,groß::A,suur,mezin
558,klein::A,väike,çûçik
559,klein::A,pisike,çûçik
560,lang::A,pikk,dirêj
561,kurz::A,lühike,kin
562,breit::A,lai,fireh
563,schmal::A,kitsas,tenik
564,dicht::A,tihe,gir
565,dick[Gegenstand]::A,jäme,şîşman
566,dünn::A,õhuke,zirav
567,dünn::A,peenike,zirav
568,fein::A,peen,tenik
569,fein::A,õhuke,tenik
570,fest::A,püsiv,saxlem
571,fest::A,kindel,saxlem
572,flach::A,lame,pahn
573,flach::A,tasane,pahn
574,glatt::A,sile,dûz
575,glatt::A,sile,şayîk
576,hart::A,kõva,hişk
577,weich::A,pehme,nerm
578,rund::A,ümar,gilover
579,spitz::A,torkav,pîj
580,scharf::A,terav,tûj
581,stumpf::A,nüri,ne tûj
582,schwer::A,raske,giran
583,schön::A,kena,xweş
584,schön::A,kena,xweşik
585,heiß::A,kuum,kelandî
586,heiß::A,palav,kelandî
587,warm::A,soe,germ
588,kalt::A,külm,sar
589,kühl::A,jahe,jemîrî
590,frisch::A,värske,ter
591,feucht::A,niiske,şil
592,nass::A,märg,şilek
593,trocken::A,kuiv,zuwa
594,voll::A,täis,tijî
595,leer::A,tühi,vala
596,offen::A,avatud,vekirî
597,offen::A,lahtine,vekirî
598,geschlossen::A,suletud,asê
599,sauber::A,puhas,pakij
600,schmutzig::A,räpane,lewitî
601,schmutzig::A,määrdunud,lewitî
602,roh::A,toores,xav
603,reif::A,küps,gihaştî
604,lecker::A,hõrk,xweş
605,lecker::A,maitsev,xweş
606,süß::A,magus,şîrîn
607,bitter::A,mõru,tahl
608,sauer::A,hapu,tirş
609,hell::A,hele,ronî
610,dunkel::A,pime,tarî
611,schwarz::A,must,reş
612,weiß::A,valge,sipî
613,rot::A,punane,sor
614,gelb::A,kollane,zer
615,blau::A,sinine,şîn
616,grün::A,roheline,şîn
617,grau::A,hall,gewr
618,bunt::A,kirju,rengîn
619,bunt::A,värviline,rengîn
620,billig::A,odav,erzan
621,teuer::A,kallis,biha
622,wertvoll::A,väärtuslik,hêja
623,wertvoll::A,väärtuslik,giranbiha
624,blind::A,pime,kor
625,taub::A,kurt,kerr
626,kräftig::A,jõuline,gir
627,kräftig::A,jõuline,xurt
628,stark::A,tugev,xurt
629,schwach::A,nõrk,kesad
630,schwach::A,jõuetu,kesad
631,fett::A,rasvane,qelew
632,schlank::A,sale,zirav
633,hübsch::A,kena,xweşik
634,böse::A,tige,xerab
635,böse::A,tige,aciz
636,dumm::A,juhm,gêj
637,dumm::A,rumal,gêj
638,faul::A,laisk,têmbêl
639,fleißig::A,virk,jêhatî
640,fleißig::A,hoolas,jêhatî
641,geizig::A,ihne,destgirtî
642,klug::A,tark,baqil
643,klug::A,arukas,baqil
644,klug::A,mõistlik,baqil
645,geschickt::A,osav,zîrek
646,geschickt::A,osav,ziring
647,lieb::A,armas,delal
648,lustig::A,lõbus,kêfxweş
649,sanft::A,õrn,nazenîn
650,hungrig::A,näljane,birçî
651,krank::A,haige,nexweş
652,nackt::A,alasti,rût
653,nackt::A,alasti,tazî
654,traurig::A,kurb,xemgîn
655,lebendig::A,elus,bisaxî
656,gut::A,hea,baş
657,schlecht::A,halb,xerab
658,richtig::A,õige,rast
659,richtig::A,õige,saxlem
660,schlimm::A,paha,nebaş
661,wahr::A,tõene,rast
662,alt::A,vana,pîr
663,alt::A,vana,kevn
664,neu::A,uus,nû
665,ehemalig::A,endine,kevnar
666,ehemalig::A,endine,peşidar
667,alt[Lebewesen]::A,vana,pîr
668,jung::A,noor,xort
669,arm::A,vaene,feqîr
670,arm::A,vaene,desteng
671,reich::A,rikas,dewlemend
672,bekannt::A,teada,naskirî
673,bekannt::A,tuttav,naskirî
674,berühmt::A,tuntud,navdar
675,fremd::A,võõras,xerîb
676,verschieden::A,erinev,çîhê
677,nah::A,lähedane,nêzîk
678,fern::A,kauge,dûr
679,linker::A,vasak,çepê
680,rechter::A,parem,rastê
681,anderer::A,muu,yê din
682,anderer::A,teine,yê din
683,erster::A,esimene,yekemîn
684,zweiter::A,teine,duda
685,dritter::A,kolmas,sisêya
686,letzter::A,viimane,paşîn
687,allein::ADV,üksi,tenê
688,auf einmal::ADV,korraga,jar kê
689,auf einmal::ADV,ühekorraga,jar kê
690,zusammen::ADV,koos,tev
691,zusammen::ADV,koos,bi hev re
692,zusammen::ADV,üheskoos,tev
693,zusammen::ADV,üheskoos,bi hev re
694,lange::ADV,kaua,dirêj
695,plötzlich::ADV,äkki,ji nişkave
696,plötzlich::ADV,järsku,ji nişkave
697,sofort::ADV,kohe,yekser
698,später::ADV,hiljem,paşiyê
699,jetzt::ADV,nüüd,nuha
700,heute::ADV,täna,îro
701,morgen::ADV,homme,sibeh
702,bald::ADV,pea,nêzîk
703,bald::ADV,varsti,nêzîk
704,dann::ADV,siis,paşê
705,gestern::ADV,eile,do
706,einst::ADV,vanasti,jar ke
707,damals::ADV,tookord,hîngî
708,danach::ADV,seejärel,piştra
709,vorher::ADV,enne,pîşî
710,zuerst::ADV,enne,bere
711,zuerst::ADV,esmalt,bere
712,einmal::ADV,kord,çarik
713,einmal::ADV,üks kord,çarik
714,manchmal::ADV,mõnikord,çarna
715,oft::ADV,tihti,gelek çaran
716,oft::ADV,sageli,gelek çaran
717,immer::ADV,ikka,daîm
718,immer::ADV,alati,daîm
719,niemals::ADV,mitte kunagi,tu çar
720,hier::ADV,siin,li vir
721,hierhin::ADV,siia,vir
722,von hier::ADV,siit,ji vir
723,dort::ADV,seal,li wê derê
724,dorthin::ADV,sinna,wêda
725,geradeaus::ADV,otse edasi,rastê rast
726,vorwärts::ADV,edasi,ber bi pêş
727,rückwärts::ADV,tagurpidi,paşpê
728,zurück::ADV,tagasi,paşdo
729,zurück::ADV,tagasi,paşvê
730,unten::ADV,all,jêrî
731,unten::ADV,allpool,jêrî
732,hinab::ADV,alla,berjêr
733,oben::ADV,ülal,banî
734,hinauf::ADV,üles,banî
735,überall::ADV,kõikjal,li her derê
736,nicht::ADV,ei,ne
737,nicht::ADV,ei,nîn
738,nicht::ADV,ei,tine
739,nicht::ADV,mitte,ne
740,nicht::ADV,mitte,nîn
741,nicht::ADV,mitte,tine
742,ein wenig::ADV,veidi,hebkî
743,ein wenig::ADV,natuke,hebkî
744,kaum::ADV,vaevalt,tema
745,kaum::ADV,vaevalt,himangi
746,sehr::ADV,väga,gelek
747,so::ADV,nii,weha
748,noch::ADV,veel,hêj
749,noch::ADV,veel,dîsa
750,nur::ADV,ainult,tenê
751,nur::ADV,ainult,bes
752,schon::ADV,juba,hew
753,wieder::ADV,jälle,jar din
754,wieder::ADV,jälle,dîsa
755,vergebens::ADV,asjata,deya çun
756,vergebens::ADV,asjata,îfleh bûn
757,vor::PRP,ees,li ber
758,hinter::PRP,taha,li pişt
759,unter::PRP,all,li bin
760,durch::PRP,läbi,kura
761,durch::PRP,kaudu,kura
762,neben::PRP,kõrval,li ba
763,zwischen::PRP,vahel,nabeyne
764,zwischen::PRP,vahel,di nav...da
765,wegen::PRP,tõttu,ji bo
766,wegen::PRP,tõttu,ji ber
767,wegen::PRP,pärast,ji bo
768,wegen::PRP,pärast,ji ber
769,dies::PRN,see,ev
770,das::PRN,see,ev
771,alles::PRN,kõik,hemû
772,ich::PRN,mina,ez
773,du::PRN,sina,tu
774,er::PRN,tema,wî
775,wir::PRN,me,êm
776,ihr::PRN,te,hûn
777,sie::PRN,nad,we
778,was::FPRN,mis,çi
779,wer::FPRN,kes,ki
780,wo::FADV,kus,li ku dere
781,wohin::FADV,kuhu,li ku dere
782,wie::FADV,kuidas,çawa
783,warum::FADV,miks,çima
784,wieviel::FNUM,mitu,çend
785,wieviel::FNUM,kui palju,çend
786,eins::NUM,üks,yek
787,zwei::NUM,kaks,didu
788,drei::NUM,kolm,sisê
789,vier::NUM,neli,çar
790,fünf::NUM,viis,penç
791,sechs::NUM,kuus,şeş
792,sieben::NUM,seitse,heft
793,acht::NUM,kaheksa,heşt
794,neun::NUM,üheksa,neh
795,zehn::NUM,kümme,deh
796,elf::NUM,üksteist,yazdeh
797,zwölf::NUM,kaksteist,diwazdeh
798,zwanzig::NUM,kakskümmend,bîst
799,dreißig::NUM,kolmkümmend,sih
800,vierzig::NUM,nelikümmend,çil
801,fünfzig::NUM,viiskümmend,pençi
802,sechzig::NUM,kuuskümmend,şêst
803,siebzig::NUM,seitsekümmend,heftê
804,achtzig::NUM,kaheksakümmend,heştê
805,neunzig::NUM,üheksakümmend,nod
806,hundert::NUM,sada,sêd
807,tausend::NUM,tuhat,hezar
808,und::CNJ,ja,û
809,oder::CNJ,või,an
810,oder::CNJ,või,yan
811,stehen::V,seisma,sekinîn
812,sitzen::V,istuma,rûniştin
813,liegen::V,lamama,paldan
814,hängen::V,rippuma,darve kirin
815,werden::V,saama,bûn
816,werden::V,hakkama,bûn
817,passieren::V,juhtuma,hatin holê
818,passieren::V,juhtuma,hatin serê kesî
819,beginnen::V,algama,li dest pêkirin
820,beginnen::V,hakkama,li dest pêkirin
821,enden::V,lõppema,xalas bû
822,wechseln::V,vahelduma,guherandin
823,wechseln::V,vahelduma,dêgiş kirin
824,aufgehen[Sonne]::V,tõusma,hilatin
