,Concept_ID,zh,mdf
820,klingeln::V,按铃,гайфтемс
821,brausen::V,疾驶,жоледемс
822,klingen::V,听起来,кайгомс
823,bellen::V,吠,ува́мс
824,heulen::V,嗥,сувомс
825,heulen::V,嗥,урнамс
826,blasen::V,吹,уфа́мс
827,pfeifen::V,吹口哨,вяшкомс
828,schreien::V,叫喊,пешкодомс
829,stöhnen::V,呻吟,куфцемс
830,zittern::V,颤抖,таромс
831,leben::V,生存,эрямс
832,geboren werden::V,出生,шачемс
833,atmen::V,呼吸,ажнамс
834,trinken::V,喝,симомс
835,essen::V,吃,ярхцамс
836,schlucken::V,咽,нилемс
837,müde werden::V,疲倦,сиземс
838,einschlafen::V,入睡,матодовомс
839,schlafen::V,睡觉,удомс
840,aufwachen::V,睡醒,съргоземс
841,aufstehen::V,起床,стямс
842,sich erholen::V,休养,ваймосемс
843,krank werden::V,生病,сярядькстомс
844,krank sein::V,生病,сярядемс
845,schmerzen::V,疼痛,сярядемс
846,husten::V,咳,козомс
847,genesen::V,痊愈,пъ́чкамс
848,sterben::V,死,куломс
849,umkommen::V,丧命,юма́мс
850,sich bewegen::V,移动,шаштомс
851,sich rühren::V,动弹,сърхка́мс
852,sich erheben::V,站起,стямс
853,sich setzen::V,坐,озамс
854,hinfallen::V,跌倒,прамс
855,hinfallen::V,跌倒,сяворемс
856,laufen::V,步行,якамс
857,schreiten::V,迈步,молемс
858,schreiten::V,迈步,аськолямс
859,spazierengehen::V,散步,якамс
860,eilen::V,急忙,эряскодомс
861,sich beeilen::V,赶快,эряскодомс
862,sausen::V,疾驰,лиемс
863,rennen::V,奔跑,арнемс
864,springen::V,跳,комотнемс
865,klettern::V,攀缘,ку́цемс
866,schaukeln::V,荡秋千,нюрямс
867,kriechen::V,爬行,шаштомс комада
868,schwimmen::V,游泳,уемс
869,tauchen::V,潜水,юпиемс
870,tauchen::V,潜水,чёпафнемс
871,rudern::V,划船,па́немс ве́неж
872,fahren::V,行驶,ардомс
873,fliegen::V,飞,лиемс
874,gehen::V,走,молемс
875,weggehen::V,离去,тумс
876,abfahren::V,出发,тумс
877,anhalten::V,停住,лоткамс
878,hineingehen::V,进去,сува́мс
879,eintreten::V,进入,сува́мс
880,kommen::V,来,самс
881,ankommen::V,到达,самс
882,ankommen::V,到达,пачкодемс
883,zurückkommen::V,回来,мърдамс
884,bleiben::V,停留,иля́домс
885,warten::V,等,учемс
886,erwarten::V,等候,учемс
887,suchen::V,找,вешемс
888,finden::V,找到,мумс
889,versuchen::V,尝试,варчсемс
890,vorbereiten::V,预备,анокламс
891,lieben::V,爱,кельгомс
892,mögen::V,喜欢,кельгомс
893,lachen::V,笑,рахамс
894,lachen::V,笑,рахсемс
895,weinen::V,哭,авардемс
896,schimpfen::V,骂,сюцемс
897,sich ärgern::V,生气,кяжиямс
898,sich fürchten::V,害怕,пелемс
899,fürchten::V,害怕,пелемс
900,fliehen::V,逃走,ворьгодемс
901,flüchten::V,逃跑,ша́домс
902,flüchten::V,逃跑,во́рьгодемс
903,sehen::V,看,няемс
904,anschauen::V,注视,ваномс
905,ansehen::V,注视,ваномс
906,hören::V,听,марямс
907,zuhören::V,倾听,ку́лхдоньомс
908,probieren::V,尝,варжамс
909,riechen::V,闻,никса́мс
910,fühlen::V,感到,марямс
911,scheinen::V,照耀,ня́евомс
912,zu sehen sein::V,可以看到,ня́евомс
913,vernehmen::V,审讯,марямс
914,frieren::V,觉得冷,паломс
915,frieren::V,觉得冷,кельмомс
916,tun::V,作,тиемс
917,können::V,能,маштомс
918,wollen::V,要,-не-
919,anfangen::V,开始,ушедомс
920,beenden::V,结束,аде́ламс
921,aufhören::V,停止,лоткамс
922,gelingen::V,成功,удалакшнемс
923,geraten::V,陷于,лисемс
924,öffnen::V,打开,панжемс
925,schließen::V,关,сёлгомс
926,stellen::V,放,путомс
927,setzen::V,放,озафнемс
928,setzen::V,放,озавтнемс
929,legen::V,摆,путомс
930,berühren::V,触,токамс
931,verbinden::V,联结,сотомс
932,bedecken::V,覆盖,комачамс
933,bedecken::V,覆盖,вельхтямс
934,aufhängen::V,挂,повфтамс
935,anzünden::V,点,крьвя́стемс
936,aufheben::V,拾起,кеподемс
937,aufheben::V,拾起,касфтомс
938,zurücklassen::V,遗留,ка́домс
939,verlieren::V,丧失,юма́фтомс
940,fallen lassen::V,让掉下,прафтомс
941,machen::V,做,тиемс
942,herstellen::V,生产,анокламс
943,bauen::V,建造,путомс
944,reparieren::V,修理,петемс
945,verbessern::V,改进,цебярьгофтомс
946,ändern::V,改变,полафтомс
947,graben::V,挖,шу́вомс
948,graben::V,挖,та́ргамс
949,beugen::V,弯下,мяндемс
950,biegen::V,弯,комафтомс
951,drehen::V,转动,шо́вамс
952,drehen::V,转动,ша́рфнемс
953,wenden::V,转动,ша́рфтомс
954,umdrehen::V,转动,шарфтомс
955,heben::V,举起,ке́подемс
956,hochheben::V,抬高,ке́подемс
957,hochheben::V,抬高,ка́сфтомс
958,ergreifen::V,抓住,фатямс
959,halten::V,拿着,кирдемс
960,drücken::V,压,люпшта́мс
961,schieben::V,推,шашфтомс
962,kratzen::V,搔,а́нгорямс
963,kratzen::V,搔,киськоря́мс
964,lecken::V,舔,нолсемс
965,beißen::V,咬,сускомс
966,abreißen::V,撕下,сяземс
967,abschneiden::V,切断,керомс
968,binden::V,捆,сотомс
969,stecken::V,插,сялгомс
970,brechen::V,断裂,си́ннемс
971,brechen::V,断裂,ка́лафтомс
972,klopfen::V,敲,чакамс
973,klopfen::V,敲,чакиемс
974,hauen::V,揍,шавомс
975,hauen::V,揍,пиксомс
976,kleben::V,粘,пе́тфнемс
977,reiben::V,摩擦,шо́вамс
978,streichen::V,涂,вадемс
979,schleifen::V,拖曳,шо́вамс
980,schneiden::V,切,керомс
981,rütteln::V,颠簸,та́рфтомс
982,schütteln::V,摇动,шука́демс
983,schwenken::V,摇动,яфодемс
984,schütten::V,倒,каямс
985,schütten::V,倒,нюрьхтя́мс
986,füllen::V,填满,пяшкодемс
987,einwickeln::V,包,тапардамс
988,tragen::V,提,кандомс
989,schleppen::V,扛,ускомс
990,ziehen::V,拉,ускомс
991,aufbewahren::V,保存,ванфтомс
992,werfen::V,扔,ёрямс
993,fangen::V,捕捉,кунда́мс
994,packen::V,抓住,фатямс
995,verstecken::V,藏,кяшемс
996,teilen::V,分,явомс
997,schicken::V,派遣,кучемс
998,bringen::V,带来,кандомс
999,bringen::V,带来,пачфтемс
1000,hinzufügen::V,添加,пу́томс та́га
1001,hinzufügen::V,添加,ма́ксомс та́га
1002,bekommen::V,得到,сявомс
1003,erhalten::V,接到,сявомс
1004,nehmen::V,拿,сявомс
1005,wählen::V,挑选,ко́чкамс
1006,auswählen::V,选择,кочкамс
1007,bewahren::V,保持,ванфтомс
1008,behindern::V,防碍,шорямс
1009,verderben::V,败坏,коламс
1010,verderben::V,败坏,гастямс
1011,beschädigen::V,损坏,тиендемс зиян
1012,zerbrechen::V,破碎,тапамс
1013,zerreißen::V,撕碎,сяземс
1014,zerstören::V,毁坏,ка́лафтомс
1015,verbrennen::V,燃烧,пълхта́мс
1016,geben::V,给,ма́ксомс
1017,reichen::V,递给,максомс
1018,schenken::V,赠送,каземс
1019,versprechen::V,许诺,ма́ксомс вал
1020,wünschen::V,祝,арьсемс
1021,loben::V,表扬,шна́мс
1022,küssen::V,亲,палсемс
1023,wiegen::V,轻摇,нюря́фтомс
1024,zudecken::V,盖上,вельхтямс
1025,wecken::V,唤起,стя́фтомс
1026,wecken::V,唤起,съ́ргозьфтемс
1027,zeigen::V,指,няфтемс
1028,führen::V,带领,вятемс
1029,lehren::V,教,тонафтомс
1030,unterrichten::V,讲课,тонафтомс
1031,aufziehen::V,抚养,касфтомс
1032,leiten::V,领导,вятемс
1033,antreiben::V,催促,вятемс
1034,lassen::V,让,кошардомс
1035,einladen::V,邀请,тердемс
1036,einladen::V,邀请,серьгядемс
1037,vereinigen::V,统一,пуроптомс
1038,vereinigen::V,统一,кочкамс марса
1039,besuchen::V,参观,варжамс
1040,treffen::V,会面,васьфтомс
1041,sich versammeln::V,聚集,кочкавомс
1042,spielen::V,玩,налхксемс
1043,singen::V,唱歌,морамс
1044,tanzen::V,跳舞,кштимс
1045,sich trennen::V,分别,явомс
1046,verlassen::V,离开,кадондомс
1047,retten::V,救,идемс
1048,retten::V,救,араламс
1049,bewachen::V,守卫,ваномс
1050,schützen::V,保护,а́раламс
1051,verteidigen::V,保卫,а́раламс
1052,sich schlagen::V,打架,тюремс
1053,schießen::V,射击,ляцемс
1054,siegen::V,获胜,сяськомс
1055,ärgern::V,激怒,кяжияфтомс
1056,schlagen::V,打,токамс
1057,treten::V,踢,тапамс
1058,stechen::V,刺,пупамс
1059,stechen::V,刺,сялгомс
1060,stoßen::V,撞,тостядемс
1061,stehlen::V,盗窃,саламс
1062,stören::V,干扰,шорсемс
1063,belästigen::V,打搅,токсамс
1064,belästigen::V,打搅,аф кадомс ваймама
1065,verbergen::V,隐藏,кяшемс
1066,täuschen::V,欺骗,васькафтомс
1067,täuschen::V,欺骗,кяльготнемс
1068,betrügen::V,欺骗,васькафнемс
1069,töten::V,杀,шавомс
1070,töten::V,杀,аде́ламс
1071,wohnen::V,居住,эрямс
1072,arbeiten::V,工作,покодемс
1073,sammeln::V,收集,кочкамс
1074,sammeln::V,收集,пу́роптомс
1075,pflücken::V,采,фатнемс
1076,pflücken::V,采,нотфнемс
1077,jagen::V,打猎,кунда́мс
1078,fischen::V,捕鱼,калонь кунда́мс
1079,fassen::V,捉住,кунда́мс
1080,hüten::V,守护,ваномс
1081,treiben::V,漂,панемс
1082,anbinden::V,拴,сотомс
1083,füttern::V,喂,трямс
1084,füttern::V,喂,а́ндомс
1085,melken::V,挤奶,потямс
1086,hacken::V,剁细,лазондомс
1087,gießen::V,浇,валомс
1088,reifen::V,成熟,кенеремс
1089,kochen::V,煮,пидемс
1090,backen::V,烤,пидемс
1091,braten::V,煎,пуштомс
1092,umrühren::V,搅拌,шорямс
1093,stricken::V,织,кодамс
1094,nähen::V,缝,стамс
1095,färben::V,染色,а́рхтомс
1096,reinigen::V,清洁,ва́ткамс
1097,reinigen::V,清洁,а́роптомс
1098,waschen::V,洗,муськомс
1099,abwischen::V,擦掉,нардамс
1100,spülen::V,清洗,оргалдомс
1101,fegen::V,扫,тяемс
1102,kehren::V,打扫,тяемс
1103,baden::V,给...洗澡,э́шелямс
1104,sich waschen::V,洗澡,штамс
1105,ausziehen::V,脱,кайсефтемс
1106,anziehen::V,穿,ща́фтомс
1107,sich anziehen::V,穿衣,щамс
1108,kämmen::V,梳,се́ендемс
1109,schmücken::V,装饰,на́ряжамс
1110,schmücken::V,装饰,ма́зоптомс
1111,sagen::V,说,азомс
1112,sagen::V,说,мярьгомс
1113,sprechen::V,说,корхтамс
1114,reden::V,讲,корхнемс
1115,sich unterhalten::V,聊天,корхнемс
1116,fragen::V,问,ки́зефтемс
1117,bitten::V,请,а́намс
1118,bitten::V,请,ве́шемс
1119,erzählen::V,叙述,а́зондомс
1120,mitteilen::V,通知,азомс
1121,nennen::V,叫做,лемдемс
1122,nennen::V,叫做,путомс лем
1123,rufen::V,叫,серьгядемс
1124,prahlen::V,吹牛,шна́фтомс пря́
1125,übersetzen::V,翻译,ётафтомс
1126,denken::V,想,арьсемс
1127,glauben::V,以为,кемамс
1128,bemerken::V,发觉,ня́емс
1129,erkennen::V,识别,содамс
1130,begreifen::V,理解,сатомс
1131,verstehen::V,明白,шарьхкодемс
1132,lernen::V,学,тонафнемс
1133,wissen::V,知道,со́дамс
1134,sich erinnern an::V,回忆,лятфтамс
1135,vergessen::V,忘记,юкстамс
1136,messen::V,测量,ункснемс
1137,zählen::V,数,лу́вомс
1138,zählen::V,数,а́рьсемс
1139,rechnen::V,计算,лувомс
1140,lesen::V,读,лувомс
1141,lesen::V,读,морафтомс
1142,malen::V,画,рисова́ндамс
1143,zeichnen::V,绘制,рисова́ндамс
1144,schreiben::V,写,сёрмадомс
1145,besitzen::V,占有,улемс азоркс
1146,kaufen::V,买,рамамс
1147,verkaufen::V,卖,мимс
1148,bezahlen::V,付钱,пандомс
1149,zahlen::V,支付,па́ндомс
1150,beherrschen::V,统治,азорондамс
1151,ertragen::V,忍耐,кирдемс
1152,vergebens::ADV,,стак
1153,klirren::V,,ка́нзеркшнемс
1154,rauschen::V,,вжнамс
1155,rauschen::V,,гамнамс
1156,rühren::V,,токамс седи
1157,zubereiten::V,,анокламс
