,Concept_ID,vep,zh
163,Huhn::N,kana,鸡
164,Hahn::N,kukoi,公鸡
165,Gans::N,hanh',鹅
166,Adler::N,orl,鹰
167,Ente::N,sorz,鸭
168,Eule::N,hir'pulo,猫头鹰
169,Kranich::N,kurg,鹤
170,Krähe::N,variš,乌鸦
171,Kuckuck::N,kägi,布谷鸟
172,Schwan::N,joucen,天鹅
173,Fisch::N,kala,鱼
174,Barsch::N,ahven,鲈鱼
175,Hecht::N,haug',狗鱼
176,Schlange[Tier]::N,kü,蛇
177,Schlange[Tier]::N,mado,蛇
178,Wurm::N,mado,蠕虫
179,Spinne::N,hämähouk,蜘蛛
180,Ameise::N,murahaine,蚂蚁
181,Laus::N,täi,虱子
182,Mücke::N,säs'k,蚊子
183,Fliege::N,kärbhaine,苍蝇
184,Schmetterling::N,lipkaine,蝴蝶
185,Beere::N,marj,将果
186,Apfel::N,jablok,苹果
187,Pilz::N,sen',蘑菇
188,Pilz::N,babuk,蘑菇
189,Zwiebel::N,lauk,洋葱
190,Saat::N,semned,种子
191,Korn::N,jüvä,谷粒
192,Korn::N,vill',谷粒
193,Heu::N,hein,干草
194,Schale::N,kor',壳
195,Grube::N,kop,坑
196,Falle::N,rida,圈套
197,Schlinge::N,rihm,活扣
198,Spur::N,jäl'g,踪迹
199,Asche::N,tuhk,灰烬
200,Dreck::N,redu,污垢
201,Dreck::N,pačak,污垢
202,Eisen::N,raud,铁
203,Gold::N,kuld,金子
204,Silber::N,hobed,银
205,Kohle::N,hil',煤
206,Glas::N,stökol,玻璃
207,Lehm::N,savi,粘土
208,Sand::N,lete,沙
209,Mensch::N,mez',人
210,Mensch::N,ristit,人
211,Mann::N,mez',男子
212,Frau::N,naine,妇女
213,Kind::N,laps',小孩
214,Junge::N,poig,男孩
215,Junge::N,prihaine,男孩
216,Mädchen::N,neičukaine,女孩
217,Familie::N,kanz,家庭
218,Familie::N,pereh,家庭
219,Großvater::N,ded,祖父
220,Großmutter::N,bab,祖母
221,Eltern::N,vanhembad,父母
222,Eltern::N,kazvatajad,父母
223,Vater::N,tat,父亲
224,Mutter::N,mam,母亲
225,Sohn::N,poig,儿子
226,Tochter::N,tütär,女儿
227,Bruder::N,veik,兄弟
228,Bruder::N,vell',兄弟
229,Schwester::N,čiža,姐妹
230,Schwester::N,sizar,姐妹
231,Onkel::N,däd',伯父
232,Tante::N,tädi,阿姨
233,Ehemann::N,mužik,丈夫
234,Ehefrau::N,ak,妻子
235,Freude::N,ilo,愉快
236,Freude::N,ihastuz,愉快
237,Gelächter::N,nagr,大笑
238,Glück::N,oza,运气
239,Kummer::N,gor'a,苦恼
240,Wunsch::N,taht,愿望
241,Lust::N,himo,乐趣
242,Geist::N,heng,精神
243,Gedanke::N,meletuz,思想
244,Gedächtnis::N,mušt,记性
245,Verstand::N,mel',理智
246,Sinn::N,jüvä,感觉
247,Grund::N,sü,理由
248,Wahrheit::N,tozi,真理
249,Gespräch::N,lodu,谈话
250,Gespräch::N,pagin,谈话
251,Märchen::N,sarn,童话
252,Erzählung::N,sanutez,故事
253,Nachricht::N,tedotuz,消息
254,Neuigkeit::N,uzištuz,新闻
255,Name::N,nimi,名字
256,Rätsel::N,ozoitez,谜语
257,Rede::N,pagin,讲话
258,Rede::N,sanad,讲话
259,Sprache::N,kel',语言
260,Stimme::N,än',声音
261,Wort::N,sana,词
262,Zeichen::N,znam,标记
263,Ruf::N,kida,呼喊
264,Ruf::N,kucund,呼喊
265,Lärm::N,judu,噪音
266,Laut::N,kulund,响声
267,Ton::N,kulund,声音
268,Lied::N,pajo,歌曲
269,Ruhe::N,lebu,安静
270,Leute::N,rahvaz,人们
271,Volk::N,rahvaz,人民
272,Arbeit::N,tö,劳动
273,Arbeit::N,rad,劳动
274,Gast::N,adiv,客人
275,Geschenk::N,lahj,礼物
276,Spiel::N,vänd,游戏
277,Gesellschaft::N,sebr,陪同
278,Hilfe::N,abu,帮助
279,Freund::N,sebranik,朋友
280,Kamerad::N,sebranik,同志
281,Angelegenheit::N,azj,事情
282,Anzahl::N,lugu,数目
283,Art::N,rod,种类
284,Art::N,rodsugu,种类
285,Stück::N,pala,块
286,Stück::N,supal,块
287,Teil::N,pala,部分
288,Hälfte::N,pol',一半
289,Kreis::N,ümbruz,圆
290,Kreis::N,kehkruz,圆
291,Kreuz::N,rist,十字架
292,Linie::N,pird,线条
293,Strich::N,pird,划
294,Abstand::N,keskust,距离
295,Entfernung::N,matk,距离
296,Gegend::N,taho,地区
297,Platz::N,avaruz',场所
298,Ort::N,koht,地点
299,Seite::N,pol',面
300,Seite::N,kül'g,面
301,Mitte::N,kesk,中间
302,Gegenstand::N,kalu,物品
303,Sache::N,azj,物
304,Rand::N,röun,边
305,Kante::N,röun,棱
306,Ecke::N,saum,角
307,Spitze::N,agjaine,尖
308,Ende::N,agj,结尾
309,Loch::N,reig,洞
310,Winkel::N,čoga,角度
311,Winkel::N,saum,角度
312,Muster::N,kirjam,模型
313,Größe::N,suruz',大小
314,Länge::N,piduz,长度
315,Höhe::N,korktuz',高度
316,Gewicht::N,jügu,重量
317,Gewicht::N,vedäduz,重量
318,Menge::N,äjüz',数量
319,Haufen::N,kogo,堆
320,Reihe::N,rivi,行
321,Boot::N,veneh,小船
322,Ruder::N,air,奖
323,Schlitten::N,regi,雪橇
324,Schlitten::N,regut,雪橇
325,Ski::N,suks',雪板
326,Lagerfeuer::N,nodj,营火
327,Lagerfeuer::N,pažag,营火
328,Last::N,jüguz,负担
329,Gang::N,astund,行走
330,Schritt::N,hašk,步伐
331,Norden::N,pohjoine,北
332,Süden::N,suvi,南
333,Westen::N,päivlaskm,西
334,Osten::N,päivnouzm,东
335,Holz::N,pu,木材
336,Brett::N,laud,木板
337,Platte::N,keitim,平板
338,Stütze::N,tugi,支架
339,Stange::N,arz',杆
340,Stock::N,kalu,棒
341,Stab::N,seibaz,棍
342,Rohr::N,torv,管子
343,Haus::N,pert',房屋
344,Heim::N,kodi,家
345,Ofen::N,päč,炉子
346,Fußboden::N,lava,地板
347,Tisch::N,laud,桌子
348,Tisch::N,stal'c,桌子
349,Stuhl::N,ištim,椅子
350,Wiege::N,kätte,摇蓝
351,Bett::N,sija,床
352,Bett::N,magaduzsija,床
353,Regal::N,palič,架子
354,Kiste::N,mülütim,箱子
355,Fenster::N,ikun,窗户
356,Tür::N,uks',门
357,Tor::N,verai,大门
358,Zaun::N,aid,篱笆
359,Dach::N,katuz,屋顶
360,Leiter::N,pordhad,梯子
361,Besen::N,lud,扫帚
362,Besen::N,vast,扫帚
363,Spaten::N,labid,铁锹
364,Schaufel::N,labid,铁锹
365,Gabel::N,hangoine,叉
366,Löffel::N,luzik,食匙
367,Messer::N,veič,刀
368,Nagel::N,nagl,钉子
369,Netz::N,verk,网
370,Haken::N,kouk,钩子
371,Griff::N,kägä,把柄
372,Griff::N,varz',把柄
373,Schloss::N,lukkol,锁
374,Bild::N,kuva,图画
375,Figur::N,figur,人像
376,Puppe::N,tätüine,娃娃
377,Beutel::N,havad,袋子
378,Bündel::N,toppaz,捆
379,Bündel::N,käč,捆
380,Tasche::N,sumk,手提包
381,Eimer::N,vädr,桶
382,Deckel::N,katuz,盖子
383,Geschirr::N,astii,餐具
384,Sack::N,havad,袋子
385,Tasse::N,čašk,杯子
386,Topf::N,pada,锅
387,Kessel::N,katil,水壶
388,Essen::N,sönd,进餐
389,Nahrung::N,söm,食物
390,Speise::N,sömine,菜肴
391,Fleisch::N,liha,肉
392,Getreide::N,vill',谷物
393,Brei::N,pudr,粥
394,Brot::N,leib,面包
395,Scheibe::N,bibaleh,片
396,Scheibe::N,šlik,片
397,Fett::N,razv,脂肪
398,Butter::N,voi,黄油
399,Öl::N,voi,油
400,Salz::N,sol,盐
401,Suppe::N,lem',汤
402,Suppe::N,keitoz,汤
403,Honig::N,mezi,蜂蜜
404,Milch::N,maid,奶
405,Tee::N,čai,茶
406,Leder::N,nahk,皮革
407,Wolle::N,vill,毛线
408,Stoff::N,kangaz,织物
409,Nadel::N,negl,针
410,Faden::N,nit',线
411,Knopf::N,nübl',纽扣
412,Knoten::N,sol'm,结
413,Farbe::N,muju,颜色
414,Kleidung::N,sobad,衣服
415,Hemd::N,paid,衬衫
416,Kragen::N,kagluz,领子
417,Ärmel::N,hijam,袖子
418,Hose::N,štanad,裤子
419,Gürtel::N,vö,腰带
420,Mütze::N,šapuk,帽子
421,Schuh::N,keng',鞋
422,Stiefel::N,sapug,靴子
423,Ring::N,rengaz,戒指
424,Band::N,lentaine,带子
425,Kamm::N,suga,梳子
426,Spiegel::N,zerkol,镜子
427,Riemen::N,vö,皮带
428,Schnur::N,nor,绳子
429,Leine::N,talutimnor,皮带
430,Decke::N,sijakatuz,被子
431,Kissen::N,pöluz,软垫
432,Tuch::N,paik,巾
433,Handtuch::N,käzipaik,手巾
434,Kraft::N,vägi,力
435,Stärke::N,vahvuz',力量
436,Gesundheit::N,tervhuz,健康
437,Krankheit::N,läžund,病
438,Schmerz::N,kibu,痛
439,Wunde::N,čapatez,伤口
440,Fieber::N,säru,发烧
441,Arznei::N,zel'l',药
442,Brücke::N,sild,桥
443,Brunnen::N,kaiv,井
444,Weide::N,omaluine,牧场
445,Pfad::N,tehut,小路
446,Weg::N,te,路
447,Straße::N,te,街
448,Dorf::N,külä,村庄
449,Stadt::N,lidn,城市
450,Brief::N,kirjeine,信
451,Buch::N,kirj,书
452,Buchstabe::N,kirjam,字母
453,Zeitung::N,lehtez,报纸
454,Leben::N,elo,生命
455,Tod::N,surm,死亡
456,Grab::N,kaum,坟墓
457,Kirche::N,jumalanpert',教堂
458,Sünde::N,grähk,罪
459,Gott::N,jumal,上帝
460,Arbeiter::N,radnik,工人
461,Chef::N,pämez',上司
462,Meister::N,mastar,师傅
463,Arzt::N,lekar',医生
464,Lehrer::N,opendai,教师
465,Geld::N,rahad,钱
466,Geschäft::N,biznes,交易
467,Laden::N,lauk,商店
468,Preis::N,arv,价格
469,Ware::N,tavar,商品
470,Nutzen::N,liža,好处
471,Reichtum::N,kodielo,财富
472,Reichtum::N,kal'huz',财富
473,Welt::N,mail'm,世界
474,Land::N,ma,国家
475,Staat::N,valdkund,国家
476,König::N,kunigaz,国王
477,Macht::N,vald,权力
478,Grenze::N,röun,边界
479,Krieg::N,soda,战争
480,Feind::N,vihanik,敌人
481,Feind::N,vastustai,敌人
482,Gewalt::N,vägivald,暴力
483,Kampf::N,tora,战斗
484,Bogen[Waffe]::N,taug,弓
485,Pfeil::N,nol,箭
486,Gewehr::N,oružj,枪
487,Fehler::N,viga,错误
488,Lüge::N,kelastuz,谎话
489,Schaden::N,pahuz',损失
490,Unglück::N,bed,不幸
491,Unglück::N,gor'a,不幸
492,Schuld::N,värhuz',过错
493,Alter::N,igä,年龄
494,Schluss::N,lop,结束
495,Zeit::N,aig,时间
496,Tag::N,päiv,天
497,Morgen::N,homendez,早晨
498,Mittag::N,keskpäiv,中午
499,Abend::N,eht,晚上
500,Nacht::N,ö,夜
501,Woche::N,nedal',星期
502,Monat::N,ku,月
503,Jahr::N,voz',年
504,Frühling::N,keväz',春天
505,Sommer::N,keza,夏天
506,Herbst::N,sügüz',秋天
507,Winter::N,tal'v,冬天
508,Januar::N,viluku,一月
509,Februar::N,uhoku,二月
510,März::N,keväz'ku,三月
511,April::N,sulaku,四月
512,Mai::N,semendku,五月
513,Juni::N,kezaku,六月
514,Juli::N,heinku,七月
515,August::N,eloku,八月
516,September::N,sügüz'ku,九月
517,Oktober::N,reduku,十月
518,November::N,kül'mku,十一月
519,Dezember::N,tal'vku,十二月
520,Montag::N,ezmärg,星期一
521,Dienstag::N,tožnarg,星期二
522,Mittwoch::N,koumanz'päiv,星期三
523,Donnerstag::N,nellänz'päiv,星期四
524,Freitag::N,pätnič,星期五
525,Freitag::N,videnz'päiv,星期五
526,Samstag::N,sobat,星期六
527,Sonntag::N,pühäpäiv,星期日
528,groß::A,sur',大
529,groß::A,järed,大
530,klein::A,pen',小
531,klein::A,pičuine,小
532,lang::A,pit'k,长
533,kurz::A,lühüd,短
534,breit::A,leved,宽
535,schmal::A,kaid,细长的
536,dicht::A,tihed,密
537,dick[Gegenstand]::A,paks,厚
538,dünn::A,hoik,薄
539,fein::A,hen,细小
540,fest::A,luja,固体
541,fest::A,ninev,固体
542,flach::A,lapak,平坦
543,glatt::A,siled,光滑
544,hart::A,kova,硬
545,weich::A,pehmed,软
546,rund::A,kehker,圆
547,spitz::A,nügu,尖
548,spitz::A,terav,尖
549,scharf::A,terav,锋利
550,stumpf::A,tül'c,钝
551,schwer::A,jüged,重
552,schön::A,čoma,美丽
553,heiß::A,räk,烫
554,warm::A,läm',暖和
555,kalt::A,vilu,冷
556,kühl::A,raibak,凉
557,kühl::A,viluhk,凉
558,frisch::A,lahed,新鲜
559,feucht::A,neps,潮湿
560,feucht::A,toreh,潮湿
561,nass::A,märg,湿
562,trocken::A,kuiv,干
563,voll::A,täuz',满
564,leer::A,joudai,空
565,offen::A,avoin,敞开
566,offen::A,avol'jaine,敞开
567,geschlossen::A,saubaline,关闭
568,sauber::A,puhtaz,干净
569,schmutzig::A,redukaz,肮脏
570,roh::A,rohk,生
571,roh::A,toreh,生
572,reif::A,küps,成熟
573,lecker::A,magukaz,好吃
574,süß::A,maged,甜
575,bitter::A,karged,苦
576,sauer::A,muiged,酸
577,hell::A,kirkas,亮
578,hell::A,valgei,亮
579,dunkel::A,pimed,阴暗
580,schwarz::A,must,黑
581,weiß::A,vauged,白
582,rot::A,rusked,红
583,gelb::A,pakuine,黄
584,blau::A,sinine,蓝
585,grün::A,vihand,绿
586,grau::A,hahk,灰色
587,bunt::A,kirjav,五彩
588,billig::A,odav,便宜
589,teuer::A,kalliž,贵
590,wertvoll::A,arvokas,贵重
591,blind::A,soged,瞎
592,taub::A,kurdiž,聋
593,kräftig::A,vägev,强壮
594,stark::A,vahv,强壮
595,stark::A,vägekaz,强壮
596,schwach::A,väll',弱
597,fett::A,razvakaz,胖
598,schlank::A,kapos,苗条
599,hübsch::A,čoma,漂亮
600,böse::A,äred,邪恶
601,böse::A,käred,邪恶
602,dumm::A,el'getoi,笨
603,faul::A,lašk,懒惰
604,fleißig::A,radonnavedii,勤奋
605,geizig::A,ažlak,吝啬
606,klug::A,melev,聪明
607,klug::A,melekaz,聪明
608,geschickt::A,mahtokaz,灵巧
609,lieb::A,izo,可爱
610,lieb::A,sula,可爱
611,lustig::A,ilokaz,快乐
612,sanft::A,laskav,柔和
613,hungrig::A,näl'ghine,饥饿
614,krank::A,läžui,患病
615,nackt::A,alastoi,裸体
616,traurig::A,opalahine,悲哀
617,lebendig::A,eläb,活
618,gut::A,hüvä,好
619,schlecht::A,huba,坏
620,richtig::A,oiged,正确
621,schlimm::A,paha,糟糕
622,wahr::A,todesine,真
623,alt::A,vanh,旧
624,neu::A,uz',新
625,ehemalig::A,edeline,以前
626,alt[Lebewesen]::A,ravaz,老
627,jung::A,nor',年轻
628,arm::A,gol'l',贫穷
629,reich::A,elokaz,富裕
630,bekannt::A,tutab,出名
631,berühmt::A,tetab,著名
632,fremd::A,veraz,陌生
633,verschieden::A,erazvuitte,不同
634,nah::A,läheline,近
635,fern::A,edahaine,遥远
636,linker::A,hura,左
637,rechter::A,oiged,右
638,anderer::A,toine,别的
639,erster::A,ezmäine,第一
640,zweiter::A,toine,第二
641,dritter::A,koumanz',第三
642,letzter::A,jäl'gmäine,最后
643,allein::ADV,üksnäze,单独
644,auf einmal::ADV,ühten aigan,同时
645,zusammen::ADV,ühtes,一起
646,lange::ADV,hätken,许久
647,plötzlich::ADV,äkkid,忽然
648,sofort::ADV,kerdalaz,立刻
649,später::ADV,möhemba,以后
650,jetzt::ADV,nügüd',现在
651,heute::ADV,tämbei,今天
652,morgen::ADV,homen,明天
653,bald::ADV,pigai,即将
654,dann::ADV,sid',然后
655,gestern::ADV,eglai,昨天
656,einst::ADV,ende,曾经
657,einst::ADV,kerdan,曾经
658,damals::ADV,siloi,当时
659,danach::ADV,sid',随后
660,vorher::ADV,ende,事先
661,zuerst::ADV,ezmäi,首先
662,einmal::ADV,kerdan,一次
663,manchmal::ADV,erašti,有时
664,oft::ADV,paksus,时常
665,immer::ADV,kaiken,总是
666,niemals::ADV,ei nikonz,从未
667,hier::ADV,täs,这里
668,hier::ADV,tägä,这里
669,hierhin::ADV,tänna,到这里
670,von hier::ADV,täspäi,由此
671,von hier::ADV,sid'päi,由此
672,dort::ADV,sigä,那里
673,dorthin::ADV,sinna,到那里
674,dorthin::ADV,nakkale,到那里
675,geradeaus::ADV,kohtha,一直往前
676,vorwärts::ADV,edehe,向前
677,rückwärts::ADV,sel'gin,向后
678,zurück::ADV,tagaze,退后
679,unten::ADV,alahan,下面
680,hinab::ADV,alaz,向下
681,hinab::ADV,alahaks,向下
682,oben::ADV,ülähän,上面
683,hinauf::ADV,ülez,向上
684,hinauf::ADV,ülähäks,向上
685,überall::ADV,kaikjal,到处
686,nicht::ADV,ei,不
687,ein wenig::ADV,vähän,一点儿
688,kaum::ADV,habi,几乎不
689,sehr::ADV,lujas,很
690,so::ADV,muga,如此
691,so::ADV,ninga,如此
692,noch::ADV,völ,还
693,nur::ADV,järg,只
694,nur::ADV,vaiše,只
695,schon::ADV,jo,已经
696,wieder::ADV,möst,又
697,vergebens::ADV,uhtei,
698,vor::PRP,edes,在...面前
699,hinter::PRP,taga,在...背后
700,unter::PRP,al,在...下面
701,durch::PRP,läbi,穿过
702,durch::PRP,kal't,穿过
703,neben::PRP,rindal,在...旁
704,zwischen::PRP,keskes,在...之间
705,wegen::PRP,tagut,由于
706,dies::PRN,nece,这
707,das::PRN,se,那
708,alles::PRN,kaik,一切
709,ich::PRN,minä,我
710,du::PRN,sinä,你
711,er::PRN,hän,他
712,wir::PRN,mö,我们
713,ihr::PRN,tö,你们
714,sie::PRN,hö,她
715,was::FPRN,mi,什么
716,wer::FPRN,ken,谁
717,wo::FADV,kus,哪里
718,wohin::FADV,kuna,去哪里
719,wie::FADV,kut,怎么
720,wie::FADV,mit',怎么
721,warum::FADV,mikš,为什么
722,wieviel::FNUM,äjak,多少
723,wieviel::FNUM,kuverz',多少
724,eins::NUM,üks',一
725,zwei::NUM,kaks',二
726,drei::NUM,koume,三
727,vier::NUM,nel'l',四
728,fünf::NUM,viž,五
729,sechs::NUM,kuz',六
730,sieben::NUM,seičeme,七
731,acht::NUM,kahesa,八
732,neun::NUM,ühesa,九
733,zehn::NUM,kümne,十
734,elf::NUM,üks'toštkümne,十一
735,zwölf::NUM,kaks'toštkümne,十二
736,zwanzig::NUM,kaks'kümne,二十
737,dreißig::NUM,koumekümne,三十
738,vierzig::NUM,nel'l'kümne,四十
739,fünfzig::NUM,vižkümne,五十
740,sechzig::NUM,kuz'kümne,六十
741,siebzig::NUM,seičemekümne,七十
742,achtzig::NUM,kahesakümne,八十
743,neunzig::NUM,ühesakümne,九十
744,hundert::NUM,sada,百
745,tausend::NUM,tuha,千
746,und::CNJ,i,和
747,und::CNJ,da,和
748,oder::CNJ,vai,或者
749,stehen::V,seišta,站
750,sitzen::V,ištta,坐
751,liegen::V,venuda,躺着
752,hängen::V,ripta,挂着
753,werden::V,lindä,成为
754,werden::V,tehtas,成为
755,passieren::V,ozaitas,发生
756,beginnen::V,augotadas,开始
757,enden::V,loptas,终止
758,wechseln::V,vajehtadas,变迁
759,aufgehen[Sonne]::V,nousta,升起
760,untergehen[Sonne]::V,lasktas,下落
761,scheinen[Sonne]::V,paštta,照射
762,donnern::V,juraita,打雷
763,wehen::V,dölta,飘扬
764,wehen::V,puhuda,飘扬
765,strömen::V,valadas,流
766,fließen::V,valuda,流动
767,sich drehen::V,punotas,转动
768,schwanken::V,čibuda,摇摆
769,schwingen::V,čibuda,摇
770,fallen::V,langeta,坠落
771,brennen::V,pallada,燃烧
772,rauchen::V,savustada,冒烟
773,regnen::V,vihmda,下雨
774,gefrieren::V,jäduda,结冰
775,gefrieren::V,kül'mdä,结冰
776,tauen::V,sulada,融化
777,schmelzen::V,sulada,溶化
778,trocknen::V,kuida,变干
779,trocknen::V,kuivehtuda,变干
780,sieden::V,kehuda,煮
781,faulen::V,hapata,腐烂
782,faulen::V,traudäs,腐烂
783,verfaulen::V,hapata,腐烂
784,reißen::V,rebita,撕
785,versinken::V,upota,下沉
786,vergehen::V,mända,流逝
787,erscheinen::V,ozutadas,出现
788,verschwinden::V,hajeta,消失
789,sinken::V,väheta,下降
790,sinken::V,lasktas,下降
791,abnehmen::V,peneta,减少
792,zunehmen::V,ližaduda,增加
793,steigen::V,nousta,上升
794,wachsen::V,kazda,生长
795,glänzen::V,loštta,发光
796,funkeln::V,hoštta,闪烁
797,lärmen::V,robaita,吵闹
798,läuten::V,judaita,响
799,klingeln::V,kelotada,按铃
800,klirren::V,biraita,
801,brausen::V,bruncta,疾驶
802,rauschen::V,šobaita,
803,klingen::V,heläita,听起来
804,bellen::V,nutta,吠
805,heulen::V,ulaita,嗥
806,blasen::V,puhuda,吹
807,pfeifen::V,pistta,吹口哨
808,pfeifen::V,vihelta,吹口哨
809,schreien::V,kirkta,叫喊
810,schreien::V,kidastada,叫喊
811,stöhnen::V,ohkta,呻吟
812,stöhnen::V,voivotada,呻吟
813,zittern::V,säraita,颤抖
814,leben::V,eläda,生存
815,geboren werden::V,sünduda,出生
816,atmen::V,henktä,呼吸
817,trinken::V,joda,喝
818,essen::V,söda,吃
819,schlucken::V,lainata,咽
820,müde werden::V,väzuda,疲倦
821,müde werden::V,šuštuda,疲倦
822,einschlafen::V,uinota,入睡
823,schlafen::V,magata,睡觉
824,schlafen::V,nukkuda,睡觉
825,aufwachen::V,heraštuda,睡醒
826,aufstehen::V,nousta,起床
827,sich erholen::V,lebaitas,休养
828,krank werden::V,läžegata,生病
829,krank sein::V,läžuda,生病
830,schmerzen::V,kibištada,疼痛
831,husten::V,rügda,咳
832,genesen::V,tervehtuda,痊愈
833,sterben::V,kolda,死
834,umkommen::V,kolda,丧命
835,sich bewegen::V,likkuda,移动
836,sich rühren::V,likahtada,动弹
837,sich rühren::V,kubahtada,动弹
838,sich erheben::V,nousta,站起
839,sich setzen::V,išttas,坐
840,hinfallen::V,langeta,跌倒
841,laufen::V,kävuda,步行
842,schreiten::V,astta,迈步
843,schreiten::V,haškta,迈步
844,spazierengehen::V,kävelta,散步
845,eilen::V,kiruhtada,急忙
846,sich beeilen::V,kiruhtada,赶快
847,sausen::V,fun'urta,疾驰
