,Concept_ID,uz,xal
173,Ameise::N,chumoli,шорһлҗн
174,Laus::N,bit,бөөсн
175,Mücke::N,chivin,бөкүн
176,Fliege::N,pashsha,батхн
177,Schmetterling::N,kapalak,эрвәкә
178,Beere::N,meva,бөөлҗрһн
179,Apfel::N,olma,альмн
180,Pilz::N,qo'ziqorin,теңгрин ки
181,Zwiebel::N,piyoz,мәңгрснә толһа
182,Saat::N,äkin,буудян экн
183,Korn::N,zarra,экн
184,Heu::N,xashak,өвсн
185,Schale::N,po'choq,хальсн
186,Grube::N,co'ra,нүкн
187,Falle::N,qopqon,урх
188,Falle::N,qopqon,хавх
189,Schlinge::N,sirtmoq,бүтү
190,Spur::N,iz,мөр
191,Asche::N,kul,үмсн
192,Dreck::N,kir,бальчг
193,Eisen::N,temir,төмр
194,Gold::N,tilla,алтн
195,Silber::N,kumush,мөңгн
196,Silber::N,kumush,цаһан мөңгн
197,Kohle::N,ko'mir,нүүрсн
198,Glas::N,oyna,шил
199,Lehm::N,loy,шавр
200,Sand::N,qum,элсн
201,Mensch::N,odam,күн
202,Mensch::N,odam,күмн
203,Mann::N,ärkak,эр
204,Frau::N,ayol,күүкд күн
205,Kind::N,bola,үрн
206,Kind::N,kichkintoy,үрн
207,Junge::N,bola,көвүн
208,Mädchen::N,qiz,бичкн күүкн
209,Familie::N,oila,бүл
210,Großvater::N,buva,өвк эцк
211,Großvater::N,buva,наһц эцк
212,Großvater::N,katta ota,өвк эцк
213,Großvater::N,katta ota,наһц эцк
214,Großmutter::N,buvi,эмг эк
215,Großmutter::N,buvi,наһц эк
216,Großmutter::N,katta oyi,эмг эк
217,Großmutter::N,katta oyi,наһц эк
218,Eltern::N,ota-ona,эк эцк хойр
219,Vater::N,ota,эцк
220,Mutter::N,ona,эк
221,Sohn::N,o'g'il,көвүн
222,Tochter::N,qiz,күүкн
223,Bruder::N,og'a,дү көвүн
224,Bruder::N,uka,дү көвүн
225,Schwester::N,opa,эгч
226,Schwester::N,opa,дү күүкн
227,Schwester::N,singil,эгч
228,Schwester::N,singil,дү күүкн
229,Onkel::N,amaki,авһ
230,Onkel::N,amaki,наһцх
231,Tante::N,amma,наһц эгч
232,Tante::N,xola,наһц эгч
233,Ehemann::N,är,залу
234,Ehefrau::N,rafiqa,гергн
235,Freude::N,ayish,байр
236,Gelächter::N,kulgi,инәдн
237,Glück::N,saodat,җирһл
238,Glück::N,saodat,сәәхн җирһл
239,Kummer::N,g'am,зовлң
240,Wunsch::N,orzu,дурн
241,Lust::N,rag'bat,җилвтлһн
242,Geist::N,ruh,зөрг
243,Gedanke::N,fikr,ухан
244,Gedächtnis::N,äs,чееҗин тодлвр
245,Verstand::N,aql,ухан
246,Sinn::N,ma'ni,учр-утх
247,Grund::N,sabab,учр
248,Grund::N,sabab,шалтан
249,Wahrheit::N,haq,үнн
250,Gespräch::N,gap,күүндвүр
251,Märchen::N,ärtak,тууль
252,Erzählung::N,rivoyat,келвр
253,Nachricht::N,xabar,медүллһн
254,Neuigkeit::N,yangilik,зәңг
255,Name::N,ot,нерн
256,Rätsel::N,topishmoq,тәәлвртә тууль
257,Rede::N,nutq,келлһн
258,Sprache::N,til,келн
259,Stimme::N,ovoz,дун
260,Wort::N,so'z,үг
261,Zeichen::N,alomat,темдг
262,Ruf::N,chaqiriq,дуудлһн
263,Lärm::N,taraq,шууган
264,Laut::N,tovush,ә
265,Ton::N,un,дун
266,Lied::N,ashula,дун
267,Ruhe::N,tinchlik,амулң
268,Leute::N,xaloyiq,әмтн
269,Volk::N,xalq,улс
270,Arbeit::N,ish,көдлмш
271,Gast::N,mehmon,гиич
272,Geschenk::N,hadya,белг
273,Spiel::N,o'yin,наадн
274,Gesellschaft::N,jamiyat,олн
275,Hilfe::N,yordam,нөкд
276,Freund::N,do'st,иньг
277,Kamerad::N,yo'ldosh,үр
278,Angelegenheit::N,daxl,керг
279,Anzahl::N,son,то
280,Art::N,tur,зүүл
281,Stück::N,parcha,хусг
282,Teil::N,bo'lak,хүв
283,Hälfte::N,yarim,өрәл
284,Kreis::N,aylana,төгрг
285,Kreuz::N,xoch,кирс
286,Linie::N,liniya,зурасн
287,Strich::N,chiziq,татасн
288,Abstand::N,oralik,зә
289,Entfernung::N,uzoqlik,һазр
290,Gegend::N,yer,һазр
291,Platz::N,oralig,зә
292,Ort::N,joy,бәәрн
293,Seite::N,yon,тал
294,Seite::N,yon,хаҗу
295,Seite::N,yon,хәврһ
296,Mitte::N,o'rta,дунд
297,Gegenstand::N,ashyo,юмн
298,Sache::N,buyum,юмн
299,Rand::N,chek,зах
300,Kante::N,tig',ирмәг
301,Ecke::N,burchak,өнцг
302,Spitze::N,uch,үзүр
303,Ende::N,oxir,үзүр
304,Loch::N,teshik,хаһрха
305,Winkel::N,go'sha,булң
306,Muster::N,nusha,намч
307,Größe::N,kattalik,кемҗән
308,Länge::N,uzunlik,ут
309,Höhe::N,yuksaklik,өндр
310,Gewicht::N,solmoq,күнд
311,Gewicht::N,solmoq,чиңнүр
312,Menge::N,miqdor,ик
313,Haufen::N,uyum,ова
314,Reihe::N,saf,зерг
315,Reihe::N,saf,зерглән
316,Boot::N,qayiq,оңһц
317,Ruder::N,äshkak,хәәв
318,Schlitten::N,chana,цан
319,Ski::N,chang'i,лыҗ
320,Lagerfeuer::N,gulxan,костёр
321,Last::N,yuk,күнд
322,Gang::N,yurish,йовлһн
323,Schritt::N,qadam,ишкм
324,Norden::N,shimol,ар үзг
325,Süden::N,janub,өмн
326,Süden::N,janub,өмн үзг
327,Westen::N,g'arb,барун
328,Westen::N,g'arb,барун үзг
329,Osten::N,sharq,зүн
330,Osten::N,sharq,зүн үзг
331,Holz::N,yog'och,модн
332,Brett::N,taxta,харһа
333,Platte::N,tabaqa,хавтха чолун
334,Stütze::N,tayanchi,тулг
335,Stange::N,qo'noq,уньн
336,Stock::N,tayoq,модн
337,Stab::N,gavron,шуург
338,Rohr::N,tarnov,турва
339,Haus::N,uy,гер
340,Heim::N,makon,гер-бул
341,Ofen::N,pechka,беш
342,Fußboden::N,pol,девскр
343,Tisch::N,mosa,ширә
344,Stuhl::N,o'rindiq,стул
345,Wiege::N,beshik,өлгә
346,Wiege::N,beshik,дүүҗң
347,Bett::N,yotoq,орн
348,Bett::N,yotoq,орндг
349,Regal::N,tokcha,таг
350,Regal::N,tokcha,тәвц
351,Kiste::N,sandiq,яршг
352,Fenster::N,deraza,терз
353,Tür::N,äshik,үүдн
354,Tor::N,darvoza,үүдн
355,Tor::N,darvoza,өргн үүдн
356,Tor::N,darvoza,хашан үүдн
357,Zaun::N,panjara,хаша
358,Dach::N,tom,деевр
359,Leiter::N,narvon,шат
360,Leiter::N,narvon,давшур
361,Besen::N,supurgi,сәвүр
362,Spaten::N,bel,күрз
363,Schaufel::N,kurak,совг
364,Gabel::N,bilka,серә
365,Löffel::N,qoshiq,ухр
366,Messer::N,pichoq,утх
367,Nagel::N,mix,хадасн
368,Netz::N,to'r,гөлм
369,Haken::N,ilgak,дегә
370,Griff::N,sop,иш
371,Griff::N,sop,бәрүл
372,Griff::N,tutqich,иш
373,Griff::N,tutqich,бәрүл
374,Schloss::N,qulf,оньс
375,Bild::N,rasm,зург
376,Figur::N,shakl,фигур
377,Puppe::N,ko'g'irchoq,наадһа
378,Beutel::N,to'rva,мишг
379,Bündel::N,bog'lam,багла
380,Bündel::N,bog'lam,боодһа
381,Tasche::N,kissa,сумк
382,Eimer::N,chelak,суулһ
383,Deckel::N,qopqoq,бүркәсн
384,Geschirr::N,idish,сав
385,Geschirr::N,idish,сав-сарх
386,Sack::N,qop,мишг
387,Tasse::N,piyola,ааһ
388,Topf::N,tuvak,кастрюль
389,Kessel::N,qozon,хәәсн
390,Essen::N,tomoq,зоогллһн
391,Nahrung::N,emak,теҗәл
392,Speise::N,taom,хот
393,Fleisch::N,go'sht,махн
394,Getreide::N,g'alla,хот болҗ эдлгддг цецгүдтә урһмл
395,Brei::N,bo'tqa,хаш
396,Brot::N,non,өдмг
397,Scheibe::N,disk,зүсм
398,Fett::N,moy,өөкн
399,Butter::N,yog',тосн
400,Öl::N,moy,тосн
401,Salz::N,tuz,давсн
402,Suppe::N,sho'rva,шөлн
403,Honig::N,asal,бал
404,Milch::N,sut,үсн
405,Tee::N,choy,цә
406,Leder::N,charm,арсн
407,Wolle::N,jun,утцн
408,Wolle::N,jun,эд
409,Stoff::N,mato,эд
410,Nadel::N,igna,зүн
411,Faden::N,ip,утцн
412,Knopf::N,tugma,товч
413,Knoten::N,tugun,зәңгдә
414,Farbe::N,bo'yok,будг
415,Kleidung::N,kiyim,хувцн
416,Kleidung::N,kiyim,хувц-хунр
417,Hemd::N,ko'ylak,киилг
418,Kragen::N,yoqa,зах
419,Ärmel::N,yeng,ханцн
420,Hose::N,shim,шалвур
421,Gürtel::N,tasma,бүс
422,Mütze::N,shapka,махла
423,Schuh::N,but,башмгуд
424,Stiefel::N,botinka,һосн
425,Ring::N,yuzuk,билцг
426,Band::N,rishta,лент
427,Kamm::N,taroq,сам
428,Spiegel::N,ko'zgu,толь
429,Riemen::N,qayish,бүс
430,Schnur::N,bog'ich,деесн
431,Leine::N,etak,бурнтг
432,Leine::N,etak,нохан көтлвр
433,Decke::N,odyol,көнҗл
434,Kissen::N,yostiq,дер
435,Tuch::N,gazlama,альчур
436,Handtuch::N,sochiq,полотенц
437,Handtuch::N,sochiq,һар-нүүрин альчур
438,Kraft::N,kuch,күчн
439,Stärke::N,quvvat,чидл
440,Gesundheit::N,sog'lik,эрүл-менд
441,Krankheit::N,kasallik,өвчн
442,Schmerz::N,og'riq,өвдлһн
443,Wunde::N,yara,шав
444,Fieber::N,bezgak,безг
445,Arznei::N,dori,эм
446,Brücke::N,ko'prik,тагт
447,Brunnen::N,buloq,худг
448,Weide::N,yaylov,малын идг
449,Pfad::N,dorojka,цувг
450,Weg::N,yo'l,хаалһ
451,Straße::N,ko'cha,зам
452,Dorf::N,ovul,хотн
453,Stadt::N,shahar,балһсн
454,Brief::N,maktub,бичг
455,Buch::N,kitob,дегтр
456,Buchstabe::N,harf,үзг
457,Zeitung::N,gazet,газет
458,Leben::N,hayot,җирһл
459,Tod::N,o'lim,үкл
460,Tod::N,o'lim,өңгрлһн
461,Grab::N,go'r,оршалһна нүкн
462,Kirche::N,cherkov,чонҗ
463,Sünde::N,gunoh,нүл
464,Sünde::N,gunoh,килнц
465,Gott::N,olloh,бурхн
466,Arbeiter::N,ishchi,көдлмшч
467,Chef::N,rais,толһач
468,Meister::N,usta,урн
469,Arzt::N,hakim,эмч
470,Lehrer::N,muallim,багш
471,Geld::N,pul,мөңгн
472,Geschäft::N,savdo,көдлмш
473,Laden::N,do'kon,лавк
474,Preis::N,baho,үн
475,Ware::N,mol,эд-тавр
476,Nutzen::N,foyda,олз
477,Reichtum::N,boylik,зөөр
478,Welt::N,olam,орчлң
479,Welt::N,olam,делкә
480,Land::N,o'lka,орн-нутг
481,Staat::N,davlat,государств
482,König::N,qirol,хан
483,Macht::N,iqtidor,йосн
484,Grenze::N,chegara,меҗә
485,Krieg::N,harb,дән
486,Feind::N,dushman,дәәсн
487,Gewalt::N,zo'rlik,күч һарһлһн
488,Kampf::N,kurash,ноолдан
489,Kampf::N,kurash,бәрлдлһн
490,Bogen[Waffe]::N,yoy,саадг
491,Pfeil::N,o'q,сумн
492,Gewehr::N,vintovka,бу
493,Fehler::N,xato,алдг
494,Lüge::N,yolg'on,худл
495,Schaden::N,ziyon,хорлт
496,Unglück::N,balo,гүрм
497,Schuld::N,ayb,гем
498,Schuld::N,ayb,буру
499,Alter::N,yosh,насн
500,Schluss::N,tamom,чилгч
501,Zeit::N,vaqt,цаг
502,Tag::N,kun,өдр
503,Morgen::N,saboh,өрүн
504,Mittag::N,kun tushlik,үд
505,Abend::N,oqshom,асхн
506,Nacht::N,tun,сө
507,Woche::N,hafta,долан хонг
508,Monat::N,oy,сар
509,Jahr::N,yil,җил
510,Frühling::N,bahor,хавр
511,Sommer::N,yoz,зун
512,Herbst::N,kuz,намр
513,Herbst::N,xazon,намр
514,Winter::N,qish,үвл
515,Januar::N,yanvar',январь
516,Februar::N,fevral',февраль
517,März::N,mart,март
518,März::N,mart,моһа сар
519,April::N,aprel',апрель
520,Mai::N,may,май
521,Juni::N,iyun',июнь
522,Juni::N,iyun',мөчн сар
523,Juli::N,iyul',июль
524,August::N,avgust,август
525,September::N,sentyabr',һаха сар
526,Oktober::N,oktyabr',октябрь
527,November::N,noyabr',ноябрь
528,November::N,noyabr',үкр сар
529,Dezember::N,dekabr',бар сар
530,Montag::N,dushanba,понедельник
531,Dienstag::N,seshanba,вторник
532,Mittwoch::N,chorshanba,среда
533,Mittwoch::N,chorshanba,үлмҗ өдр
534,Donnerstag::N,payshanba,четверг
535,Donnerstag::N,payshanba,пүрвә өдр
536,Freitag::N,juma,пятниц
537,Samstag::N,shanba,суббот
538,Sonntag::N,yakshanba,нарн өдр
539,Sonntag::N,yakshanba,воскресень
540,groß::A,buyuk,ик
541,klein::A,kichik,бичкн
542,lang::A,uzun,ут
543,kurz::A,qisqa,оһтр
544,breit::A,keng,өргн
545,schmal::A,änsiz,уутьхн
546,dicht::A,quyuq,нигт
547,dick[Gegenstand]::A,qalin,зузан
548,dünn::A,ingichka,нимгн
549,fein::A,mayin,нәрхн
550,fest::A,qattiq,бат
551,flach::A,yalpoq,хавтха
552,glatt::A,tekis,тегш
553,glatt::A,tekis,тиньгр
554,hart::A,qattiq,хату
555,weich::A,yumshoq,җөөлн
556,weich::A,yumshoq,җөөлкн
557,rund::A,yumaloq,төгрг
558,spitz::A,uchli,шовһр
559,scharf::A,keskir,хурц
560,stumpf::A,to'mtoq,мука
561,schwer::A,salmoqli,күнд
562,schön::A,go'zal,сәәхн
563,heiß::A,qiziq,халун
564,warm::A,issiq,дулан
565,kalt::A,sovuq,киитн
566,kühl::A,salqin,серүн
567,frisch::A,toza,серүн
568,feucht::A,namli,чиигтә
569,nass::A,nam,чиигтә
570,trocken::A,quruq,хагсу
571,voll::A,to'la,дүүрң
572,leer::A,puch,сул
573,leer::A,puch,хоосн
574,offen::A,ochiq,секәтә
575,geschlossen::A,berk,хаалһата
576,sauber::A,ozoda,цевр
577,schmutzig::A,kir,киртә
578,roh::A,xom,түүкә
579,reif::A,pishiq,болсн
580,lecker::A,shirin,әмтәхн
581,süß::A,shirin,әмтәхн
582,bitter::A,achchiq,һашун
583,bitter::A,achchiq,һашута
584,sauer::A,achchiq,ишклң
585,hell::A,yorug',герлтә
586,dunkel::A,qorong'i,харңһу
587,schwarz::A,qora,хар
588,weiß::A,oq,цаһан
589,rot::A,qizil,улан
590,gelb::A,sariq,шар
591,blau::A,zangori,көк
592,grün::A,yashil,көк
593,grau::A,bo'z,бор
594,bunt::A,ola,алг
595,bunt::A,ola,эрәтә
596,billig::A,arzon,кимд
597,teuer::A,qimmat,үнтә
598,wertvoll::A,qimmat,үнтә
599,wertvoll::A,qimmat,эрднь
600,blind::A,ko'r,сохр
601,taub::A,garang,дүлә
602,kräftig::A,kuchli,күчтә
603,stark::A,quvvatli,чаңһ
604,schwach::A,kuchsiz,күчн тату
605,fett::A,semiz,тарһн
606,schlank::A,ingichka,эццн
607,hübsch::A,ko'rkam,көркхн
608,böse::A,yovuz,уурта
609,dumm::A,aqlsiz,тенг
610,faul::A,ärinchak,залху
611,fleißig::A,ishchan,кинән
612,fleißig::A,ishchan,кинмһә
613,geizig::A,qurumsoq,ховдг
614,klug::A,oqil,ухата
615,geschickt::A,äpchil,чадмг
616,lieb::A,aziz,эңкр
617,lustig::A,chaqchaq,сергмҗтә
618,lustig::A,chaqchaq,җирһлтә
619,sanft::A,asta,номһн
620,hungrig::A,och,өлн
621,hungrig::A,och,харһнсн
622,krank::A,kasal,өвчтә
623,krank::A,kasal,шалтгта
624,nackt::A,yalang,нүцкн
625,traurig::A,xafa,һундлта
626,lebendig::A,hayotiy,әмд
627,gut::A,soz,сән
628,schlecht::A,yomon,му
629,richtig::A,rost,зөвтә
630,schlimm::A,yovuz,җигшүртә
631,wahr::A,haqiqiy,үнн
632,wahr::A,haqiqiy,мөн
633,alt::A,äski,хуучн
634,neu::A,yangi,шин
635,ehemalig::A,sobiq,хуучн
636,alt[Lebewesen]::A,qari,көгшн
637,jung::A,navqiron,баһ
638,arm::A,abgor,угатя
639,reich::A,boy,байн
640,bekannt::A,ma'lum,таньл
641,bekannt::A,ma'lum,таньдг
642,berühmt::A,mashhur,туурсн
643,fremd::A,yot,күүнә
644,verschieden::A,turli,әдл биш
645,verschieden::A,turli,йилһәтә
646,nah::A,yaqindagi,өөрхн
647,fern::A,uzoq,хол
648,linker::A,so'l,зүн
649,rechter::A,o'ng,барун
650,anderer::A,boshqa,талдан
651,erster::A,birinchi,негдгч
652,zweiter::A,ikkinchi,хойрдгч
653,dritter::A,uchinchi,һурвдгч
654,letzter::A,oxirgi,отхн
655,allein::ADV,o'zicha,һанцарн
656,auf einmal::ADV,varakay,нег дәкҗ
657,zusammen::ADV,barobar,хамдан
658,lange::ADV,uzoq,удан
659,plötzlich::ADV,qo'qqisdan,генткн
660,sofort::ADV,darrov,дарунь
661,später::ADV,so'ngra,сүүлд
662,jetzt::ADV,hozirgina,ода
663,heute::ADV,bugun,эндр
664,morgen::ADV,ärta,маңһдур
665,bald::ADV,toz,дарунь
666,dann::ADV,keyin,дәкәд
667,gestern::ADV,kecha,өцклдүр
668,einst::ADV,avvallari,нег саамд
669,damals::ADV,ugal,тиигхд
670,danach::ADV,so'ngra,тегәд
671,vorher::ADV,avval,урд
672,zuerst::ADV,avval,түрүләд
673,einmal::ADV,bir marta,нег дәкҗ
674,manchmal::ADV,onda-sonda,зәрмдән
675,oft::ADV,tez-tez,хара биш
676,oft::ADV,tez-tez,хатяр биш
677,oft::ADV,tez-tez,дару-дарунь
678,immer::ADV,har vaqt,оньдинд
679,niemals::ADV,hargiz,кезә чмгн биш
680,hier::ADV,shu erda,энд
681,hier::ADV,shu erda,энүнд
682,hierhin::ADV,beri,нааран
683,von hier::ADV,shu erdan,эндәс
684,dort::ADV,ana,тенд
685,dorthin::ADV,u yerga,тиигән
686,geradeaus::ADV,to'g'ri,шуд
687,vorwärts::ADV,ilgari,уралан
688,rückwärts::ADV,qoloq,гедргән
689,zurück::ADV,orqada,хәрү
690,unten::ADV,pastda,дор
691,hinab::ADV,tubanga,дор
692,hinab::ADV,tubanga,доракшан
693,oben::ADV,ustida,деер
694,hinauf::ADV,yuqorida,өөдән
695,hinauf::ADV,yuqorida,деер
696,überall::ADV,har erda,альд болв чигн
697,nicht::ADV,ämas,эс
698,nicht::ADV,ämas,биш
699,nicht::ADV,ämas,бичә
700,ein wenig::ADV,biroz,баахн
701,ein wenig::ADV,biroz,баахнар
702,kaum::ADV,arang,әрә
703,sehr::ADV,ancha,йир
704,so::ADV,shunday,иигҗ
705,noch::ADV,hali,ода чигн
706,nur::ADV,yolg'iz,һанцхн
707,schon::ADV,endi,одх
708,wieder::ADV,yana,бас
709,vergebens::ADV,bekorga,киидән
710,vor::PRP,burun,урд
711,hinter::PRP,ketida,ца
712,unter::PRP,ostida,дор
713,durch::PRP,bo'ylab,ивт
714,durch::PRP,bo'ylab,дундаһур
715,neben::PRP,yonida,хаҗуд
716,zwischen::PRP,orada,хоорнд
717,wegen::PRP,sababli,көлтә
718,wegen::PRP,sababli,деерәс
719,dies::PRN,o'sha,эн
720,das::PRN,narigi,тер
721,alles::PRN,har nima,цуһар
722,ich::PRN,men,би
723,du::PRN,sen,чи
724,er::PRN,u,тер
725,wir::PRN,biz,мадн
726,ihr::PRN,siz,та
727,sie::PRN,ular,тедн
728,was::FPRN,nima,юн
729,wer::FPRN,kim,кен
730,wo::FADV,qaerda,хама
731,wohin::FADV,qayerga,хамаран
732,wie::FADV,qanday,яһҗ
733,wie::FADV,qanday,яһад
734,warum::FADV,nega,юңгад
735,wieviel::FNUM,qancha,кедү
736,eins::NUM,bir,негн
737,zwei::NUM,ikki,хойр
738,drei::NUM,uch,һурвн
739,vier::NUM,to'rt,дөрвн
740,fünf::NUM,besh,тавн
741,sechs::NUM,olti,зурһан
742,sieben::NUM,etti,долан
743,acht::NUM,sakkiz,нәәмн
744,neun::NUM,to'qqiz,йисн
745,zehn::NUM,o'n,арвн
746,elf::NUM,o'n bir,арвн негн
747,zwölf::NUM,o'n ikki,арвн хойр
748,zwanzig::NUM,yigirma,хөрн
749,dreißig::NUM,o'ttiz,һучн
750,vierzig::NUM,qirq,дөчн
751,fünfzig::NUM,ällik,тәвн
752,sechzig::NUM,oltmish,җирн
753,siebzig::NUM,etmish,далн
754,achtzig::NUM,sakson,найн
755,neunzig::NUM,to'qson,йирн
756,hundert::NUM,yuz,зун
757,tausend::NUM,ming,миңһн
758,und::CNJ,va,болн
759,oder::CNJ,yo,эс гиҗ
760,oder::CNJ,yo,эс гихлә
761,stehen::V,turmoq,зогсх
762,sitzen::V,o'tirmoq,суух
763,liegen::V,yotmoq,кевтх
764,hängen::V,osilmoq,өлгәтә бәәх
765,werden::V,bo'lmoq,болх
766,passieren::V,bo'lib o'tmoq,болх
767,beginnen::V,boshlanmoq,эклх
768,enden::V,bitmoq,төгсх
769,wechseln::V,o'zgarmoq,хүврх
770,aufgehen[Sonne]::V,chiqmoq,һарх
771,untergehen[Sonne]::V,botmoq,орх
772,untergehen[Sonne]::V,botmoq,сүүрлх
773,scheinen[Sonne]::V,yaraqlamoq,герлтх
774,donnern::V,gulduramoq,күрҗңнх
775,wehen::V,elpimoq,сальклх
