,Concept_ID,sv,mn
281,Tante::N,tant,авга эгч
282,Tante::N,tant,нагац эгч
283,Ehemann::N,äkta man,нөхөр
284,Ehefrau::N,hustru,эхнэр
285,Ehefrau::N,hustru,гэргий
286,Freude::N,fröjd,баяр
287,Freude::N,fröjd,баясгалан
288,Freude::N,glädje,баяр
289,Freude::N,glädje,баясгалан
290,Gelächter::N,åtlöje,инээдэм
291,Glück::N,lycka,жаргалан
292,Kummer::N,sorg,гаслан
293,Wunsch::N,önskan,ерөөл
294,Lust::N,lust,дур
295,Lust::N,lust,хүсэл
296,Geist::N,ande,оюун
297,Gedanke::N,tanke,сэтгэл
298,Gedächtnis::N,minne,ой
299,Gedächtnis::N,minne,цээж
300,Verstand::N,förstånd,ухаан
301,Sinn::N,mening,утга
302,Sinn::N,betydelse,утга
303,Grund::N,skäl,учир
304,Grund::N,grund,учир
305,Wahrheit::N,sanning,үнэн
306,Gespräch::N,samtal,яриа
307,Märchen::N,saga,явган үлгэр
308,Erzählung::N,berättelse,тууж
309,Nachricht::N,meddelande,мэдээ
310,Neuigkeit::N,nyhet,сонин
311,Name::N,namn,нэр
312,Rätsel::N,gåta,оньсого
313,Rede::N,tal,хэлсэн үг
314,Sprache::N,språk,хэл
315,Stimme::N,stämma,дуу
316,Wort::N,ord,үг
317,Zeichen::N,tecken,тамга
318,Zeichen::N,tecken,тэмдэг
319,Ruf::N,rop,дуудлага
320,Lärm::N,bråk,шуугиан
321,Lärm::N,bråk,чимээ
322,Lärm::N,oväsen,шуугиан
323,Lärm::N,oväsen,чимээ
324,Laut::N,ljud,анир
325,Laut::N,ljud,дуу
326,Ton::N,ton,авиа
327,Ton::N,ton,аялгуу
328,Lied::N,sång,дуу
329,Ruhe::N,ro,энх
330,Ruhe::N,ro,тайван
331,Ruhe::N,lugn,энх
332,Ruhe::N,lugn,тайван
333,Leute::N,folk,хүмүүс
334,Volk::N,folk,улс
335,Arbeit::N,arbete,ажил
336,Arbeit::N,arbete,хөдөлмөр
337,Gast::N,gäst,зочин
338,Gast::N,gäst,айлчин
339,Geschenk::N,gåva,бэлэг
340,Geschenk::N,present,бэлэг
341,Spiel::N,lek,наадам
342,Spiel::N,lek,тоглоом
343,Spiel::N,spel,наадам
344,Spiel::N,spel,тоглоом
345,Gesellschaft::N,sällskap,хамт байх
346,Hilfe::N,hjälp,тусламж
347,Freund::N,vän,найз
348,Freund::N,vän,нөхөр
349,Kamerad::N,kamrat,хань
350,Kamerad::N,kamrat,нөхөр
351,Angelegenheit::N,ärende,хэрэг
352,Angelegenheit::N,angelägenhet,хэрэг
353,Anzahl::N,antal,тоо
354,Art::N,art,төрөл
355,Art::N,art,янз
356,Art::N,slag,төрөл
357,Art::N,slag,янз
358,Stück::N,stycke,хэсэг
359,Teil::N,del,хувь
360,Teil::N,del,хэсэг
361,Hälfte::N,halva,хагас
362,Kreis::N,krets,тойрог
363,Kreis::N,krets,хүрээ
364,Kreis::N,cirkel,тойрог
365,Kreis::N,cirkel,хүрээ
366,Kreuz::N,kors,загалмай
367,Kreuz::N,kryss,загалмай
368,Linie::N,linje,шугам
369,Strich::N,streck,зураас
370,Abstand::N,avstånd,зай
371,Entfernung::N,avstånd,зай
372,Entfernung::N,avstånd,хол ойр
373,Gegend::N,trakt,хавь
374,Gegend::N,trakt,газар
375,Platz::N,plats,зай
376,Platz::N,plats,завсар
377,Ort::N,plats,газар
378,Ort::N,plats,байр
379,Ort::N,ställe,газар
380,Ort::N,ställe,байр
381,Seite::N,sida,тал
382,Seite::N,sida,этгээд
383,Mitte::N,mitt,төв
384,Mitte::N,mitt,дунд
385,Gegenstand::N,föremål,юм
386,Sache::N,sak,үйл
387,Sache::N,sak,хэрэг
388,Rand::N,rand,зах
389,Rand::N,rand,хөвөө
390,Kante::N,kant,ирмэг
391,Ecke::N,vrå,өнцөг
392,Ecke::N,hörn,өнцөг
393,Spitze::N,spets,үзүүр
394,Ende::N,ända,зах
395,Ende::N,ända,үзүүр
396,Loch::N,hål,цоорхой
397,Loch::N,hål,онгорхой
398,Winkel::N,vinkel,өнцөг
399,Muster::N,mönster,хээ
400,Muster::N,mönster,угалз
401,Größe::N,storlek,хэмжээ
402,Länge::N,längd,урт
403,Höhe::N,höjd,өндөр
404,Gewicht::N,tyngd,жин
405,Menge::N,mängd,тоо
406,Haufen::N,hög,бөөн
407,Reihe::N,rad,эгнээ
408,Boot::N,båt,завь
409,Ruder::N,åra,сэлүүр
410,Schlitten::N,släde,чарга
411,Ski::N,skida,цана
412,Lagerfeuer::N,lägereld,түүдэг
413,Last::N,last,ачаа
414,Last::N,börda,ачаа
415,Gang::N,gång,явдал
416,Schritt::N,steg,алхам
417,Norden::N,norr,умар
418,Süden::N,söder,урд
419,Süden::N,söder,өмнө
420,Westen::N,väster,өрнө
421,Westen::N,väster,баруун
422,Osten::N,öster,зүүн
423,Osten::N,öster,дорно
424,Holz::N,trä,мод
425,Brett::N,bräda,банз
426,Platte::N,platta,хавтан
427,Stütze::N,stöd,тулгуур
428,Stütze::N,stöd,тулга
429,Stütze::N,stötta,тулгуур
430,Stütze::N,stötta,тулга
431,Stange::N,stång,сургааг
432,Stock::N,käpp,саваа
433,Stock::N,pinne,саваа
434,Stab::N,stav,таяг
435,Rohr::N,rör,хоолой
436,Haus::N,hus,гэр
437,Haus::N,hus,байшин
438,Heim::N,hem,гэр
439,Ofen::N,ugn,зуух
440,Ofen::N,ugn,пийшин
441,Fußboden::N,golv,шал
442,Tisch::N,bord,ширээ
443,Stuhl::N,stol,сандал
444,Wiege::N,vagga,өлгий
445,Bett::N,säng,ор
446,Regal::N,hylla,тавиур
447,Kiste::N,låda,авдар
448,Kiste::N,låda,хайрцаг
449,Fenster::N,fönster,гэгээвч
450,Tür::N,dörr,үүд
451,Tür::N,dörr,хаалга
452,Tor::N,port,хаалга
453,Zaun::N,staket,хашаа
454,Zaun::N,stängsel,хашаа
455,Dach::N,tak,дээвэр
456,Leiter::N,stege,шат
457,Besen::N,kvast,хамуур
458,Besen::N,kvast,туужуу
459,Spaten::N,spade,хүрз
460,Schaufel::N,skovel,хүрз
461,Schaufel::N,skyffel,хүрз
462,Gabel::N,gaffel,сэрээ
463,Löffel::N,sked,халбага
464,Messer::N,kniv,хутга
465,Nagel::N,spik,хадаас
466,Netz::N,nät,өөш
467,Netz::N,nät,тор
468,Haken::N,krok,гох
469,Griff::N,tag,иш
470,Griff::N,tag,сэнж
471,Griff::N,handtag,иш
472,Griff::N,handtag,сэнж
473,Schloss::N,las,цуурга
474,Schloss::N,las,цоож
475,Bild::N,bild,зураг
476,Figur::N,figur,баримал
477,Puppe::N,docka,хүүхэлдэй
478,Beutel::N,påse,агсаа
479,Beutel::N,påse,уут
480,Bündel::N,bunt,боодол
481,Bündel::N,knippa,боодол
482,Tasche::N,väska,цүнх
483,Eimer::N,hink,хөнөг
484,Eimer::N,hink,хувин
485,Eimer::N,ämbar,хөнөг
486,Eimer::N,ämbar,хувин
487,Deckel::N,lock,таг
488,Deckel::N,lock,хавхаг
489,Geschirr::N,servis,сав суулга
490,Geschirr::N,porslin,сав суулга
491,Sack::N,säck,шуудай
492,Tasse::N,kopp,аяга
493,Topf::N,gryta,тогоо
494,Topf::N,kastrull,тогоо
495,Kessel::N,kittel,тогоо
496,Essen::N,mål,идээ
497,Nahrung::N,näring,хүнс
498,Speise::N,maträtt,идээ
499,Fleisch::N,kött,мах
500,Getreide::N,säd,будаа
501,Getreide::N,spannmål,будаа
502,Brei::N,gröt,богшмол
503,Brei::N,gröt,будаа
504,Brot::N,bröd,талх
505,Scheibe::N,skiva,зүсэм
506,Scheibe::N,skiva,хэрчим
507,Fett::N,fett,өөх
508,Butter::N,smör,тос
509,Öl::N,olja,тос
510,Salz::N,salt,давс
511,Suppe::N,soppa,шөл
512,Honig::N,honung,бал
513,Milch::N,mjölk,сүү
514,Tee::N,te,цай
515,Leder::N,läder,арьс
516,Leder::N,läder,савхи
517,Wolle::N,ull,ноос
518,Wolle::N,ull,унгас
519,Wolle::N,ylle,ноос
520,Wolle::N,ylle,унгас
521,Stoff::N,tyg,бөс
522,Stoff::N,stoff,бөс
523,Nadel::N,nål,зүү
524,Faden::N,tråd,боолт
525,Faden::N,tråd,утас
526,Knopf::N,knapp,товч
527,Knoten::N,knut,зангилаа
528,Farbe::N,färg,будаг
529,Kleidung::N,klädsel,хувцас
530,Hemd::N,skjorta,цамц
531,Kragen::N,krage,зах заам
532,Ärmel::N,ärm,ханцуй
533,Hose::N,byxor,өмд
534,Gürtel::N,bälte,бүс
535,Mütze::N,mössa,малгай
536,Mütze::N,mössa,бүрх
537,Schuh::N,sko,туфли
538,Stiefel::N,stövel,гутал
539,Ring::N,ring,бөгж
540,Band::N,band,тууз
541,Kamm::N,kam,сам
542,Spiegel::N,spegel,толь
543,Riemen::N,rem,тасам
544,Riemen::N,rem,сур
545,Schnur::N,snöre,татлага
546,Leine::N,lina,оосор
547,Decke::N,täcke,хөнжил
548,Decke::N,täcke,хучлага
549,Kissen::N,dyna,дэр
550,Kissen::N,kudde,дэр
551,Tuch::N,sjal,алчуур
552,Tuch::N,sjal,даавуу
553,Handtuch::N,handduk,алчуур
554,Kraft::N,kraft,чадал
555,Kraft::N,kraft,хүч
556,Stärke::N,styrka,эрч
557,Stärke::N,styrka,тэнхээ
558,Gesundheit::N,hälsa,бие
559,Gesundheit::N,hälsa,эрүүл мэнд
560,Krankheit::N,sjukdom,эмгэг
561,Schmerz::N,smärta,өвчин
562,Wunde::N,sår,шарх
563,Fieber::N,feber,халуун
564,Arznei::N,medicin,эм
565,Arznei::N,läkemedel,эм
566,Brücke::N,bro,гүүр
567,Brunnen::N,brunn,худаг
568,Weide::N,bete,бэлчээр
569,Pfad::N,stig,жим
570,Pfad::N,stig,зөрөг
571,Weg::N,väg,зам
572,Weg::N,väg,харгуй
573,Straße::N,gata,зам
574,Straße::N,gata,харгуй
575,Dorf::N,by,тосгон
576,Dorf::N,by,гацаа
577,Stadt::N,stad,хот
578,Brief::N,brev,захидал
579,Brief::N,brev,захиа
580,Buch::N,bok,ном
581,Buch::N,bok,бичиг
582,Buchstabe::N,bokstav,үсэг
583,Zeitung::N,tidning,сонин
584,Leben::N,liv,амь
585,Leben::N,liv,амьдрал
586,Tod::N,död,үхэл
587,Grab::N,grav,булш
588,Kirche::N,kyrka,сүм
589,Sünde::N,synd,нүгэл
590,Sünde::N,synd,хилэнц
591,Gott::N,gud,бурхан
592,Arbeiter::N,arbetare,ажилчин
593,Arbeiter::N,arbetare,хөдөлмөрчин
594,Chef::N,chef,дарга
595,Meister::N,mästare,дархан
596,Arzt::N,läkare,эмч
597,Lehrer::N,lärare,багш
598,Geld::N,pengar,цаас
599,Geld::N,pengar,мөнгө
600,Geschäft::N,rörelse,наймаа
601,Laden::N,affär,дэлгүүр
602,Preis::N,pris,үнэ
603,Ware::N,vara,таваар
604,Ware::N,vara,бараа
605,Nutzen::N,gagn,ашиг
606,Nutzen::N,nytta,ашиг
607,Reichtum::N,rikedom,баялаг
608,Welt::N,värld,дэлхий
609,Welt::N,värld,орчлон
610,Land::N,land,улс
611,Land::N,land,орон
612,Staat::N,stat,төр
613,Staat::N,stat,гүрэн
614,König::N,kung,ван
615,König::N,konung,ван
616,Macht::N,makt,засаг
617,Grenze::N,gräns,хил
618,Krieg::N,krig,дайн
619,Feind::N,fiende,дайсан
620,Gewalt::N,våld,хүчирхэх
621,Kampf::N,kamp,тэмцэл
622,Kampf::N,kamp,байлдаан
623,Kampf::N,strid,тэмцэл
624,Kampf::N,strid,байлдаан
625,Bogen[Waffe]::N,båge,нум
626,Pfeil::N,pil,годил
627,Pfeil::N,pil,сум
628,Gewehr::N,gevär,буу
629,Fehler::N,fel,эндэл
630,Fehler::N,fel,алдаа
631,Lüge::N,lögn,худал
632,Schaden::N,skada,хор
633,Schaden::N,skada,хөнөөл
634,Unglück::N,otur,гай
635,Unglück::N,otur,гамшиг
636,Unglück::N,olycka,гай
637,Unglück::N,olycka,гамшиг
638,Schuld::N,skuld,гэм
639,Schuld::N,skuld,буруу
640,Alter::N,ålder,нас
641,Schluss::N,slut,эцэс
642,Schluss::N,slut,төгсгөл
643,Zeit::N,tid,цаг
644,Tag::N,dag,өдөр
645,Morgen::N,morgon,өглөө
646,Mittag::N,middag,үд
647,Abend::N,kväll,үдэш
648,Nacht::N,natt,шөнө
649,Woche::N,vecka,долоо хоног
650,Monat::N,månad,сар
651,Jahr::N,år,жил
652,Frühling::N,vår,хавар
653,Sommer::N,sommar,зун
654,Herbst::N,höst,намар
655,Winter::N,vinter,өвөл
656,Januar::N,januari,нэгдүгээр сар
657,Februar::N,februari,хоёрдугаар сар
658,März::N,mars,гуравдугаар сар
659,April::N,april,дөрөвдүгээр сар
660,Mai::N,maj,тавдугаар сар
661,Juni::N,juni,зургаадугаар сар
662,Juli::N,juli,долдугаар сар
663,August::N,augusti,наймдугаар сар
664,September::N,september,есдүгээр сар
665,Oktober::N,oktober,аравдугаар сар
666,November::N,november,арван нэгдүгээр сар
667,Dezember::N,december,арван хоёрдугаар сар
668,Montag::N,måndag,даваа
669,Dienstag::N,tisdag,мягмар
670,Mittwoch::N,onsdag,лхагва
671,Donnerstag::N,torsdag,пүрэв
672,Freitag::N,fredag,баасан
673,Samstag::N,lördag,бямба
674,Sonntag::N,söndag,ням
675,groß::A,stor,их
676,groß::A,stor,том
677,klein::A,liten,бага
678,klein::A,liten,жаахан
679,lang::A,lång,урт
680,kurz::A,kort,охор
681,kurz::A,kort,богино
682,breit::A,bred,өргөн
683,schmal::A,smal,уйтан
684,schmal::A,smal,нарийн
685,dicht::A,tät,нягт
686,dicht::A,tät,чигжүү
687,dick[Gegenstand]::A,tjock,зузаан
688,dünn::A,tunn,нимгэн
689,fein::A,fin,нарийн
690,fest::A,fast,бөх
691,fest::A,fast,хатуу
692,flach::A,platt,хавтгай
693,glatt::A,glatt,цагаан
694,hart::A,hård,хатуу
695,weich::A,mjuk,зөөлөн
696,rund::A,rund,дугуй
697,rund::A,rund,дугариг
698,spitz::A,toppig,шовх
699,spitz::A,toppig,шовгор
700,spitz::A,spetsig,шовх
701,spitz::A,spetsig,шовгор
702,scharf::A,vass,хурц
703,scharf::A,vass,иртэй
704,scharf::A,skarp,хурц
705,scharf::A,skarp,иртэй
706,stumpf::A,slö,мохоо
707,schwer::A,tung,хүнд
708,schön::A,skön,гуа
709,schön::A,skön,сайхан
710,schön::A,vacker,гуа
711,schön::A,vacker,сайхан
712,heiß::A,het,халуун
713,warm::A,varm,дулаан
714,kalt::A,kall,хүйтэн
715,kühl::A,sval,сэрүүн
716,kühl::A,kylig,сэрүүн
717,frisch::A,färsk,эрүүл
718,frisch::A,färsk,жихүүн
719,feucht::A,fuktig,чийгтэй
720,nass::A,våt,нойтон
721,trocken::A,torr,хатсан
722,voll::A,full,дүүрэн
723,leer::A,tom,хоосон
724,offen::A,öppen,онгорхой
725,geschlossen::A,stängd,битүү
726,geschlossen::A,stängd,хаалтай
727,sauber::A,ren,цэвэр
728,sauber::A,ren,хиргүй
729,schmutzig::A,snuskig,бохир
730,schmutzig::A,snuskig,хиртэй
731,roh::A,rå,түүхий
732,reif::A,mogen,болсон
733,lecker::A,läcker,амттай
734,süß::A,söt,амттай
735,süß::A,söt,чихэрлэг
736,bitter::A,besk,гашуун
737,bitter::A,bitter,гашуун
738,sauer::A,sur,эсгэлэн
739,hell::A,ljus,гэгээн
740,hell::A,ljus,гэрэлтэй
741,dunkel::A,mörk,бараан
742,dunkel::A,mörk,харанхуй
743,schwarz::A,svart,хар
744,weiß::A,vit,цагаан
745,rot::A,röd,улаан
746,gelb::A,gul,шар
747,blau::A,blå,хөх
748,blau::A,blå,цэнхэр
749,grün::A,grön,ногоон
750,grau::A,grå,орог
751,grau::A,grå,саарал
752,bunt::A,brokig,эрээн
753,billig::A,billig,хямд
754,teuer::A,dyr,үнэтэй
755,wertvoll::A,värdefull,үнэт
756,blind::A,blind,сохор
757,taub::A,döv,чих хатуу
758,kräftig::A,kraftig,чийрэг
759,stark::A,stark,хүчтэй
760,stark::A,stark,чадалтай
761,schwach::A,svag,сул
762,fett::A,fet,тарган
763,fett::A,fet,голигор
764,schlank::A,slank,голшиг
765,hübsch::A,snygg,сайхан
766,hübsch::A,snygg,хөөрхөн
767,hübsch::A,vacker,сайхан
768,hübsch::A,vacker,хөөрхөн
769,böse::A,ond,муу
770,böse::A,ond,хортой
771,böse::A,elak,муу
772,böse::A,elak,хортой
773,dumm::A,dum,тэнэг
774,faul::A,lat,залхуу
775,fleißig::A,flitig,чармайлтгай
776,geizig::A,snål,харамч
777,geizig::A,girig,харамч
778,klug::A,klok,цэцэн
779,geschickt::A,händig,дүйтэй
780,geschickt::A,skicklig,дүйтэй
781,lieb::A,kär,хайрт
782,lieb::A,snäll,хайрт
783,lustig::A,rolig,цэнгэлтэй
784,lustig::A,lustig,цэнгэлтэй
785,sanft::A,mild,наалинхай
786,hungrig::A,hungrig,өлөн
787,hungrig::A,hungrig,өлссөн
788,krank::A,sjuk,өвчтэй
789,nackt::A,naken,нүцгэн
790,traurig::A,ledsen,гунигт
791,traurig::A,sorgsen,гунигт
792,lebendig::A,levande,амьд
793,lebendig::A,levande,амьтай
794,gut::A,bra,сайн
795,schlecht::A,dålig,муу
796,schlecht::A,dålig,өөдгүй
797,richtig::A,riktig,зөв
798,richtig::A,riktig,зүйтэй
799,schlimm::A,illa,муухай
800,wahr::A,sann,үнэн
801,wahr::A,sann,жинхэнэ
802,alt::A,gammal,хуучин
803,neu::A,ny,шинэ
804,ehemalig::A,forn,агсан
805,ehemalig::A,forn,байсан
806,ehemalig::A,tidigare,агсан
807,ehemalig::A,tidigare,байсан
808,alt[Lebewesen]::A,gammal,өвгөн
809,alt[Lebewesen]::A,gammal,хижээл
810,jung::A,ung,залуу
811,arm::A,fattig,ядуу
812,reich::A,rik,баян
813,reich::A,rik,баялаг
814,bekannt::A,känd,танил
815,berühmt::A,berömd,цуутай
816,berühmt::A,berömd,алдартай
817,fremd::A,främmande,харь
818,fremd::A,främmande,гадаад
819,verschieden::A,åtskillig,ондоо
820,verschieden::A,åtskillig,янз янзын
821,nah::A,nära,ойрын
