,Concept_ID,cv,kn
121,Stamm::N,вулӑ,ಕಾಂಡ
122,Rinde::N,хуйӑр,ತೂಗಟಿ
123,Ast::N,турат,ಶಾಖೆ
124,Zweig::N,турат,ರೆಂಬೆ
125,Blatt::N,ҫулҫӑ,ಎಲೆ
126,Birke::N,хурӑн,ಬರ್ಚ್ ಮರ
127,Kiefer[Baum]::N,хыр,ದೇವದಾರು ಮರ
128,Weide[Baum]::N,хӑва,ವಿಲೋಮರ
129,Tanne::N,чӑрӑш,ಭದ್ರದಾರು
130,Horn::N,мӑйрака,ಕೊಂಬು
131,Feder::N,тӗк,ಪುಕ್ಕ
132,Fell::N,ҫӑм,ರೋಮ
133,Flügel::N,ҫунат,ರೆಕ್ಕೆ
134,Klaue::N,чӗрне,ಪಂಜ
135,Kralle::N,ура,ಉಗುರು
136,Schwanz::N,хӳре,ಬಾಲ
137,Ei::N,ҫӑмарта,ಮೊಟ್ಟೆ
138,Nest::N,йӑва,ಗೂಡು
139,Bau::N,йӗнӗ,ಅಡಗುದಾಣ
140,Tier::N,выльӑх,ಪ್ರಾಣಿ
141,Herde::N,кӗтӳ,ಗುಂಪು
142,Kuh::N,ӗне,ಹಸು
143,Bulle::N,вӑкӑр,ಗೂಳಿ
144,Pferd::N,лаша,ಕುದುರೆ
145,Schaf::N,сурӑх,ಕುರಿ
146,Schwein::N,сысна,ಹಂದಿ
147,Hund::N,йытӑ,ನಾಯಿ
148,Katze::N,кушак,ಬೆಕ್ಕು
149,Bär::N,упа,ಕರಡಿ
150,Eichhörnchen::N,пакша,ಉಡುತೆ
151,Elch::N,пӑши,ಕಡವೆ
152,Fuchs::N,тилӗ,ನರಿ
153,Hase::N,куян,ಮೊಲ
154,Hase::N,мулкач,ಮೊಲ
155,Maus::N,шӑши,ಇಲಿ
156,Wolf::N,кашкӑр,ತೋಳ
157,Vogel::N,кайӑк,ಪಕ್ಷಿ
158,Vogel::N,вӗҫен кайӑк,ಪಕ್ಷಿ
159,Schwarm::N,ушкӑн,ಗುಂಪು
160,Huhn::N,чӑх,ಚಿಕ್
161,Huhn::N,чӑхӑ,ಚಿಕ್
162,Hahn::N,автан,ಹುಂಜ
163,Gans::N,хур,ವರಟೆ
164,Adler::N,ӑмӑрт кайӑк,ಗರುಡ
165,Ente::N,кӑвакал,ಬಾತು
166,Eule::N,тӑмана,ಗೂಬೆ
167,Kranich::N,тӑрна,ಕೊಕ್ಕರ
168,Krähe::N,ула курак,ಕಾಗೆ
169,Kuckuck::N,куккук,ಕೋಗಿಲೆ
170,Schwan::N,акӑш,ಹಂಸಪಕ್ಷಿ
171,Fisch::N,пулӑ,ಮೀನು
172,Barsch::N,уланкӑ,ಪರ್ಚ್ ಮೀನು
173,Hecht::N,ҫӑрттан,ಪೈಕ್ ಮೀನು
174,Schlange[Tier]::N,ҫӗлен,ಹಾವು
175,Wurm::N,ӑман,ಹುಳು
176,Spinne::N,эрешмен,ಊರ್ಣನಾಭ
177,Ameise::N,кӑткӑ,ಇರುವೆ
178,Laus::N,пыйтӑ,ಹೇನು
179,Mücke::N,вӑрӑм туна,ಸೊಳ್ಳೆ
180,Fliege::N,шӑна,ನೊಣ
181,Schmetterling::N,лӗпӗш,ಪತಂಗ
182,Beere::N,ҫырла,ನಯವಣ್ಣು
183,Apfel::N,улма,ಸೇಬು
184,Apfel::N,пан улми,ಸೇಬು
185,Pilz::N,кӑмпа,ಅಣಬೆ
186,Zwiebel::N,сухан,ನೀರುಳ್ಳಿ
187,Saat::N,вӑрӑ,ಬಿತ್ತ
188,Korn::N,тӗшӗ,ಬೀಜ
189,Korn::N,пӗрчӗ,ಬೀಜ
190,Heu::N,утӑ,ಕರಡ
191,Schale::N,хупӑ,ಹೊಟ್ಟು
192,Grube::N,шӑтӑк,ಗುಂಡಿ
193,Falle::N,тапӑ,ಬೋನು
194,Falle::N,капкӑн,ಬೋನು
195,Schlinge::N,йӑлӑ,ಉರುಲು
196,Spur::N,йӗр,ಜಾಡು
197,Asche::N,кӗл,ಬೂದಿ
198,Dreck::N,пылчӑк,ಹೊಲಸು
199,Eisen::N,тимӗр,ಕಬ್ಬಿಣ
200,Gold::N,ылтӑн,ಚಿನ್ನ
201,Silber::N,кӗмӗл,ಬೆಳ್ಳಿ
202,Kohle::N,кӑмрӑк,ಕಲ್ಲಿದ್ದಲು
203,Glas::N,кӗленче,ಗಾಜು
204,Lehm::N,тӑм,ಜೇಡಿಮಣ್ಣು
205,Sand::N,хӑйӑр,ಮರಳು
206,Mensch::N,ҫын,ಪುರುಷ
207,Mensch::N,этем,ಪುರುಷ
208,Mann::N,ар,ಆಳು
209,Frau::N,хӗрарӑм,ಹೆಣ್ಣು
210,Kind::N,ача,ಮಗು
211,Junge::N,ача,ಹುಡುಗ
212,Junge::N,ар ҫын ача,ಹುಡುಗ
213,Mädchen::N,хӗр ача,ಹುಡುಗಿ
214,Familie::N,ҫемье,ಕುಟುಂಬ
215,Familie::N,кил-йыш,ಕುಟುಂಬ
216,Großvater::N,кукаҫи,ಅಜ್ಜ
217,Großmutter::N,кукамай,ಅಮ್ಮ
218,Eltern::N,аҫа-ама,ಹೆತ್ತವರು
219,Vater::N,атте,ತಂದೆ
220,Mutter::N,анне,ಅಮ್ಮ
221,Sohn::N,ывӑл,ಮಗ 
222,Tochter::N,хӗр,ಮಗಳು
223,Bruder::N,ар тӑван,ತಮ್ಮ
224,Schwester::N,аппа,ತಂಗಿ
225,Schwester::N,йӑмӑк,ತಂಗಿ
226,Onkel::N,мучи,ಸೋದರಮಾವ
227,Onkel::N,мучи,ದೊಡ್ಡಪ್ಪ
228,Onkel::N,пичче,ಸೋದರಮಾವ
229,Onkel::N,пичче,ದೊಡ್ಡಪ್ಪ
230,Tante::N,аппа,ಚಿಕ್ಕಮ್ಮ
231,Ehemann::N,упӑшка,ಗಂಡ
232,Ehefrau::N,арӑм,ಹೆಂಡತಿ
233,Freude::N,савӑнӑҫ,ನಲಿವು
234,Freude::N,хаваслӑх,ನಲಿವು
235,Gelächter::N,кулӑ,ನಗೆ
236,Glück::N,телей,ಆನಂದ
237,Glück::N,ӑраскал,ಆನಂದ
238,Kummer::N,хурлӑх,ದುಃಖ
239,Wunsch::N,ӗмӗт,ಬಯಕೆ
240,Wunsch::N,кӑмӑл,ಬಯಕೆ
241,Lust::N,кӑмӑл,ಇಷ್ಟ
242,Geist::N,чун-чӗм,ಆತ್ಮ
243,Geist::N,ыр-усал,ಆತ್ಮ
244,Geist::N,чун хавалӗ,ಆತ್ಮ
245,Gedanke::N,шухӑш,ಯೋಚನೆ
246,Gedächtnis::N,ас,ಸ್ಮರಣೆ
247,Verstand::N,ӑс,ಮನಸ್ಸು
248,Verstand::N,ӑс-тӑн,ಮನಸ್ಸು
249,Verstand::N,ӑс-хакӑл,ಮನಸ್ಸು
250,Sinn::N,тупсӑм,ಅರ್ಥ
251,Sinn::N,пӗлтерӗш,ಅರ್ಥ
252,Grund::N,сӑлтав,ಕಾರಣ
253,Wahrheit::N,чӑнлӑх,ಸತ್ಯ
254,Gespräch::N,калаҫу,ಸಂಭಾಷಣೆ
255,Märchen::N,юмах,ಸುಳ್ಳು ಕಥೆ
256,Erzählung::N,акалав,ಕಥೆ
257,Erzählung::N,каласа пани,ಕಥೆ
258,Nachricht::N,хыпар,ಸಂದೇಶ
259,Neuigkeit::N,ҫӗнӗ хыпар,ಸುದ್ದಿ
260,Name::N,ят,ಹೆಸರು
261,Rätsel::N,сутмалли юмах,ಒಗಟು
262,Rede::N,сӑмах,ಮಾತು
263,Sprache::N,чӗлхе,ಭಾಷೆ
264,Stimme::N,сасӑ,ಧ್ವನಿ
265,Wort::N,сӑмах,ಮಾತು
266,Zeichen::N,паллӑ,ಗುರುತು
267,Ruf::N,йыхрав,ಕೂಗು
268,Ruf::N,чӗнӳ,ಕೂಗು
269,Lärm::N,шав,ಸದ್ದು
270,Laut::N,сасӑ,ಶಬ್ದ
271,Ton::N,сасӑ,ನಾದ
272,Lied::N,юрӑ,ಗಾನ
273,Ruhe::N,канӑҫлӑх,ಶಾಂತಿ
274,Ruhe::N,лӑпкӑлӑх,ಶಾಂತಿ
275,Leute::N,ҫамрӑксем,ಮಂದಿ
276,Leute::N,ҫамрӑк ҫынсем,ಮಂದಿ
277,Volk::N,халӑх,ಜನಾಂಗ
278,Arbeit::N,ӗҫхӗл,ಕೆಲಸ
279,Arbeit::N,ӗҫлев,ಕೆಲಸ
280,Gast::N,хӑна,ಅತಿಥಿ
281,Geschenk::N,парне,ಕಾಣಿಕೆ
282,Geschenk::N,кучченеҫ,ಕಾಣಿಕೆ
283,Spiel::N,вӑйӑ,ಆಟ
284,Gesellschaft::N,общество,ಸಂಗ
285,Hilfe::N,пулӑшу,ಸಹಾಯ
286,Freund::N,тус,ಸ್ನೇಹಿತ
287,Kamerad::N,юлташ,ಜೊತೆಗಾರ
288,Kamerad::N,тус,ಜೊತೆಗಾರ
289,Angelegenheit::N,ӗҫ,ವಿಚಾರ
290,Anzahl::N,йыш,ಎಣಿಕೆ
291,Anzahl::N,хисеп,ಎಣಿಕೆ
292,Art::N,тӗс,ತರ
293,Stück::N,татӑк,ತುಂಡು
294,Teil::N,пай,ಭಾಗ
295,Hälfte::N,ҫурӑ,ಅರ್ಧ
296,Kreis::N,ункӑ,ವೃತ್ತ
297,Kreis::N,ҫавракӑш,ವೃತ್ತ
298,Kreuz::N,хӗрес,ಶಿಲುಬೆ
299,Linie::N,йӗр,ರೀಖೆ
300,Strich::N,йӗр,ಗೀಟು
301,Abstand::N,хушӑ,ಅಂತರ
302,Entfernung::N,хушӑ,ದೂರ
303,Gegend::N,вырӑн,ವಿಸ್ತೀರ್ಣ
304,Platz::N,хутлӑх,ಅಂತರ
305,Ort::N,вырӑн,ಸ್ಥಳ
306,Seite::N,ен,ಪಕ್ಷ
307,Seite::N,аяк,ಪಕ್ಷ
308,Seite::N,айӑк,ಪಕ್ಷ
309,Mitte::N,варӑ,ನಡು
310,Gegenstand::N,япала,ವಸ್ತು
311,Sache::N,япала,ವಸ್ತು
312,Rand::N,вӗҫ,ಅಂಚು
313,Rand::N,хӗрӗ,ಅಂಚು
314,Rand::N,хӗрри,ಅಂಚು
315,Kante::N,хайкача,ಅಂಚು
316,Kante::N,хысак,ಅಂಚು
317,Ecke::N,кӗтес,ಮೂಲೆ
318,Spitze::N,вӗҫ,ತುದಿ
319,Ende::N,вӗҫ,ಕೊನೆ
320,Loch::N,шӑтӑк,ತೂತು
321,Winkel::N,кӗтес,ಕೋನ
322,Muster::N,эреш,ನಮೂನೆ
323,Größe::N,пысӑкӑш,ಪ್ರಮಾಣ
324,Länge::N,вӑрӑмӑш,ಉದ್ದ
325,Höhe::N,ҫӳллӗш,ಎತ್ತರ
326,Gewicht::N,виҫе,ತೂಕ
327,Gewicht::N,йывӑрӑш,ತೂಕ
328,Menge::N,йыш,ಮೊತ್ತ
329,Haufen::N,купа,ರಾಶಿ
330,Reihe::N,рет,ಸಾಲು
331,Boot::N,кимӗ,ದೋಣಿ
332,Ruder::N,кӗсмен,ಹುಟ್ಟು
333,Schlitten::N,ҫуна,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
334,Ski::N,йӗлтӗр,ಜಾರುಪಟ್ಟಿ
335,Lagerfeuer::N,вут,ಶಿಬಿರಾಗ್ನಿ
336,Lagerfeuer::N,кӑвайт,ಶಿಬಿರಾಗ್ನಿ
337,Last::N,сулмаклӑх,ಹೊರೆ
338,Last::N,йывӑр япала,ಹೊರೆ
339,Gang::N,куҫӑм,ತಿರುಗಾಟ
340,Schritt::N,утӑм,ಹೆಜ್ಜೆ
341,Schritt::N,пусӑм,ಹೆಜ್ಜೆ
342,Norden::N,ҫурҫӗр,ಉತ್ತರ
343,Süden::N,кӑнтӑр,ದಕ್ಷಿಣ
344,Westen::N,анӑҫ,ಪಶ್ಚಿಮ
345,Westen::N,хӗвел анӑҫ,ಪಶ್ಚಿಮ
346,Osten::N,хӗвел тухӑҫ,ಮೂಡಲು
347,Holz::N,йывӑҫ,ಚೌಬೀನೆ
348,Brett::N,хӑма,ಹಲಗೆ
349,Platte::N,плита,ಹಲಗೆ
350,Stütze::N,ура,ಆಸರೆ
351,Stange::N,шерте,ಕಂಬ
352,Stock::N,патак,ಕೋಲು
353,Stab::N,шӑчӑ,ದೊಣ್ಣೆ
354,Rohr::N,пӑрӑх,ನಳಿಕೆ
355,Haus::N,ҫурт,ಮನೆ
356,Heim::N,кил,ಗೃಹ
357,Ofen::N,кӑмака,ಒಲೆ
358,Fußboden::N,урай,ನೆಲ
359,Tisch::N,сӗтел,ಮೇಜು
360,Stuhl::N,пукан,ಕುರ್ಚಿ
361,Wiege::N,сӑпка,ತೊಟ್ಟಿಲು
362,Bett::N,кравать,ಹಾಸಿಗೆ
363,Regal::N,ҫӳлӗк,ಬೀರು
364,Regal::N,сентре,ಬೀರು
365,Kiste::N,ещӗк,ಪಟ್ಟಿಗೆ
366,Kiste::N,сунтӑх,ಪಟ್ಟಿಗೆ
367,Fenster::N,чӳрече,ಕಿಟಕಿ
368,Tür::N,алӑк,ಬಾಗಿಲು
369,Tor::N,хапха,ಹೆಬ್ಬಾಗಿಲು
370,Zaun::N,хӳме,ಬೇಲಿ
371,Dach::N,тӑрӑ,ಮಾಳಿಗೆ
372,Leiter::N,пусма,ಏಣಿ
373,Besen::N,шӑпӑр,ಪೊರಕೆ
374,Spaten::N,кӗреҫе,ಗುದ್ದಲಿ
375,Schaufel::N,кӗреҫе,ಸನಿಕೆ
376,Gabel::N,вилка,ಕವಲು
377,Löffel::N,кашӑк,ಚಮಚ
378,Messer::N,ҫӗҫӗ,ಚಾಕು
379,Nagel::N,пӑта,ಆಣಿ
380,Netz::N,тетел,ಬಲೆ
381,Haken::N,йӑрхах,ಕೊಂಡಿ
382,Haken::N,ҫекӗл,ಕೊಂಡಿ
383,Griff::N,хӑлӑп,ಹಿಡಿ
384,Schloss::N,ҫӑра,ವೀಗ
385,Bild::N,сӑн,ಚಿತ್ರ
386,Bild::N,сӑнлӑх,ಚಿತ್ರ
387,Bild::N,картина,ಚಿತ್ರ
388,Figur::N,кӗлетке,ಆಕಾರ
389,Puppe::N,пукане,ಗೊಂಬೆ
390,Beutel::N,михӗ,ಸಂಚಿ
391,Bündel::N,ҫыхӑ,ಕಟ್ಟು
392,Bündel::N,тӗрке,ಕಟ್ಟು
393,Tasche::N,сумка,ಚೀಲ
394,Eimer::N,витре,ಬಾನೆ
395,Deckel::N,хупӑ,ಮುಚ್ಚಳ
396,Geschirr::N,савӑт-сапа,ಭಕ್ಷ್ಯಗಳು
397,Sack::N,михӗ,ಮೂಟೆ
398,Tasse::N,курка,ಬಟ್ಟಲು
399,Topf::N,кастрюль,ಮಡಕೆ
400,Kessel::N,хуран,ಕೆಟಲ್
401,Essen::N,апат,ಊಟ
402,Nahrung::N,апат-ҫимӗс,ಆಹಾರ
403,Speise::N,апат,ಊಟ
404,Speise::N,ҫимӗҫ,ಊಟ
405,Fleisch::N,аш,ಮಾಂಸ
406,Fleisch::N,какай,ಮಾಂಸ
407,Getreide::N,тырӑ,ಧಾನ್ಯ
408,Brei::N,пӑтӑ,ಗಂಜಿ
409,Brot::N,ҫӑкӑр,ರೊಟ್ಟಿ
410,Scheibe::N,чӗлӗ,ಹೋಳು
411,Scheibe::N,касӑк,ಹೋಳು
412,Fett::N,ҫу,ಕೊಬ್ಬು
413,Butter::N,ҫу,ಬೆಣ್ಣೆ
414,Öl::N,ҫу,ಎಣ್ಣೆ
415,Salz::N,тӑвар,ಉಪ್ಪು
416,Suppe::N,яшка,ಎಸರು
417,Honig::N,пыл,ಮಧು
418,Milch::N,сӗт,ಹಾಲು
419,Tee::N,чей,ಚಹ
420,Leder::N,сӑран,ಚಕ್ಕಳ
421,Wolle::N,ҫӑм,ಉಣ್ಣೆ
422,Stoff::N,тӗртӗм,ಬಟ್ಟೆ
423,Nadel::N,йӗп,ಸೂಜಿ
424,Faden::N,ҫип,ದಾರ
425,Knopf::N,тӳме,ಗುಂಡು
426,Knoten::N,йӑлӑ,ಗಂಟು
427,Farbe::N,сӑрӑ,ಬಣ್ಣ
428,Kleidung::N,тум,ಅರಿವೆ
429,Kleidung::N,ҫипуҫ,ಅರಿವೆ
430,Kleidung::N,тум-тир,ಅರಿವೆ
431,Hemd::N,кӗпе,ಅಂಗಿ
432,Kragen::N,ҫуха,ಕುತ್ತಿಗೆಪಟ್ಟಿ
433,Ärmel::N,ҫанӑ,ತೋಳು
434,Hose::N,шӑлавар,ಇಜಾರ
435,Gürtel::N,пиҫиххи,ಬೆಲ್ಟು
436,Mütze::N,ҫӗлӗк,ಟೋಪಿ
437,Schuh::N,пушмак,ಪಾದರಕ್ಷೆ
438,Schuh::N,ботинок,ಪಾದರಕ್ಷೆ
439,Stiefel::N,атӑ,ಬೂಟು
440,Ring::N,ҫӗрӗ,ಉಂಗುರ
441,Band::N,хаю,ರಿಬ್ಬನ್
442,Band::N,йӗсме,ರಿಬ್ಬನ್
443,Kamm::N,тура,ಹಣಿಗೆ
444,Spiegel::N,тӗкӗр,ಕನ್ನಡಿ
445,Spiegel::N,куҫ кӗски,ಕನ್ನಡಿ
446,Riemen::N,чӗн,ಬಾರು
447,Schnur::N,кантра,ಹುರಿ
448,Leine::N,касмӑк,ಹಗ್ಗ
449,Decke::N,утиял,ಕಂಬಳಿ
450,Kissen::N,ҫытар,ದಿಂಬು
451,Kissen::N,минтер,ದಿಂಬು
452,Tuch::N,тутӑр,ಕೊರಳ ಬಟ್ಟೆ
453,Handtuch::N,ал шӑлли,ಚೌಕ
454,Kraft::N,вӑй,ಬಲ
455,Kraft::N,хӑват,ಬಲ
456,Stärke::N,хал,ಶಕ್ತಿ
457,Stärke::N,хӑват,ಶಕ್ತಿ
458,Gesundheit::N,хал,ಆರೋಗ್ಯ
459,Gesundheit::N,сывлӑх,ಆರೋಗ್ಯ
460,Krankheit::N,чир,ರೋಗ
461,Schmerz::N,ырату,ನೋವು
462,Wunde::N,суран,ಗಾಯ
463,Fieber::N,сив чир,ಜ್ವರ
464,Arznei::N,эмел,ಔಷಧ
465,Brücke::N,кӗпер,ಸೇತುವೆ
466,Brunnen::N,ҫӑл,ಬಾವಿ
467,Brunnen::N,пусӑ,ಬಾವಿ
468,Weide::N,ҫаран,ಗೋಮಾಳ
469,Pfad::N,йӗр,ದಾರಿ
470,Pfad::N,сукмак,ದಾರಿ
471,Weg::N,ҫул,ಹಾದಿ
472,Weg::N,ҫул-йӗр,ಹಾದಿ
473,Straße::N,ҫӳрев,ರಸ್ತೆ
474,Straße::N,ҫул ҫӳрени,ರಸ್ತೆ
475,Dorf::N,ял,ಹಳ್ಳಿ
476,Stadt::N,хула,ಪಟ್ಟಣ
477,Brief::N,ҫыру,ಕಾಗದ
478,Buch::N,кӗнеке,ಪುಸ್ತಕ
479,Buchstabe::N,сас палли,ಅಕ್ಷರ
480,Zeitung::N,хаҫат,ವಾರ್ತಾಪತ್ರಿಕೆ
481,Leben::N,пурнӑҫ,ಜೀವನ
482,Tod::N,вилӗм,ಮರಣ
483,Grab::N,масар шӑтӑкӗ,ಗೋರಿ
484,Kirche::N,чиркӳ,ಚರ್ಚು
485,Sünde::N,ҫылӑх,ಪಾಪ
486,Gott::N,турӑ,ದೇವರು
487,Arbeiter::N,рабочи,ಕೆಲಸಗಾರ
488,Chef::N,пуҫлӑх,ದಣಿ
489,Meister::N,ӑста,ಶಿಕ್ಷಕ
490,Meister::N,мастер,ಶಿಕ್ಷಕ
491,Arzt::N,врач,ವೈದ್ಯ
492,Arzt::N,тухтӑр,ವೈದ್ಯ
493,Lehrer::N,учитель,ಉಪಾಧ್ಯಾಯ
494,Lehrer::N,вӗрентекен,ಉಪಾಧ್ಯಾಯ
495,Geld::N,укҫа,ಹಣ
496,Geschäft::N,бизнес,ವಾಣಿಜ್ಯ
497,Laden::N,магазин,ಅಂಗಡಿ
498,Preis::N,хак,ಬೆಲೆ
499,Ware::N,тавар,ಸರಕು
500,Nutzen::N,пайта,ಲಾಭ
501,Reichtum::N,мул,ಸಂಪತ್ತು
502,Welt::N,тӗнче,ಭೂಲೋಕ
503,Land::N,ҫӗр-шыв,ದೇಶ
504,Staat::N,патшàлӑх,ರಾಜ್ಯ
505,König::N,король,ರಾಜ
506,Macht::N,власть,ಅಧಿಕಾರ
507,Grenze::N,чикӗ,ಗಡಿ
508,Krieg::N,вӑрҫӑ,ಯುದ್ಧ
509,Feind::N,тӑшман,ಶತ್ರು
510,Gewalt::N,ирӗксӗрлӳ,ಹಿಂಸೆ
511,Kampf::N,кӗрешӳ,ಹೋರಾಟ
512,Bogen[Waffe]::N,ухӑ,ಬಿಲ್ಲು
513,Pfeil::N,ҫӗмрен,ಅಂಬು
514,Pfeil::N,ухӑ йӗппи,ಅಂಬು
515,Gewehr::N,пӑшал,ಬಂದೂಕು
516,Fehler::N,йӑнӑш,ತಪ್ಪು
517,Lüge::N,суя,ಸುಳ್ಳು
518,Lüge::N,ултав,ಸುಳ್ಳು
519,Schaden::N,сиен,ಹಾನಿ
520,Unglück::N,шар,ಅಪಾಯ
521,Unglück::N,инкек,ಅಪಾಯ
522,Schuld::N,айӑп,ದೋಷ
523,Alter::N,ҫул шучӗ,ಮುಪ್ಪು
524,Schluss::N,пӗтни,ಮುಕ್ತಾಯ
