,Concept_ID,cv,fr
213,Heu::N,утӑ,foin
214,Schale::N,хупӑ,pelure
215,Grube::N,шӑтӑк,fosse
216,Falle::N,тапӑ,piège
217,Falle::N,капкӑн,piège
218,Schlinge::N,йӑлӑ,lacs
219,Spur::N,йӗр,trace
220,Asche::N,кӗл,cendre
221,Dreck::N,пылчӑк,crotte
222,Eisen::N,тимӗр,fer
223,Gold::N,ылтӑн,or
224,Silber::N,кӗмӗл,argent
225,Kohle::N,кӑмрӑк,charbon
226,Glas::N,кӗленче,verre
227,Lehm::N,тӑм,glaise
228,Sand::N,хӑйӑр,sable
229,Mensch::N,ҫын,homme
230,Mensch::N,этем,homme
231,Mann::N,ар,homme
232,Frau::N,хӗрарӑм,femme
233,Kind::N,ача,enfant
234,Junge::N,ача,garçon
235,Junge::N,ар ҫын ача,garçon
236,Mädchen::N,хӗр ача,fille
237,Mädchen::N,хӗр ача,jeune fille
238,Familie::N,ҫемье,famille
239,Familie::N,кил-йыш,famille
240,Großvater::N,кукаҫи,grand-père
241,Großmutter::N,кукамай,grand-mère
242,Eltern::N,аҫа-ама,parents
243,Vater::N,атте,père
244,Mutter::N,анне,mère
245,Sohn::N,ывӑл,fils
246,Tochter::N,хӗр,fille
247,Bruder::N,ар тӑван,frère
248,Schwester::N,аппа,sœur
249,Schwester::N,йӑмӑк,sœur
250,Onkel::N,мучи,oncle
251,Onkel::N,пичче,oncle
252,Tante::N,аппа,tante
253,Ehemann::N,упӑшка,mari
254,Ehemann::N,упӑшка,époux
255,Ehefrau::N,арӑм,femme
256,Ehefrau::N,арӑм,épouse
257,Freude::N,савӑнӑҫ,joie
258,Freude::N,савӑнӑҫ,plaisir
259,Freude::N,хаваслӑх,joie
260,Freude::N,хаваслӑх,plaisir
261,Gelächter::N,кулӑ,rires
262,Glück::N,телей,bonheur
263,Glück::N,ӑраскал,bonheur
264,Kummer::N,хурлӑх,peine
265,Kummer::N,хурлӑх,chagrin
266,Wunsch::N,ӗмӗт,désir
267,Wunsch::N,кӑмӑл,désir
268,Lust::N,кӑмӑл,envie
269,Geist::N,чун-чӗм,esprit
270,Geist::N,ыр-усал,esprit
271,Geist::N,чун хавалӗ,esprit
272,Gedanke::N,шухӑш,idée
273,Gedanke::N,шухӑш,pensée
274,Gedächtnis::N,ас,mémoire
275,Verstand::N,ӑс,raison
276,Verstand::N,ӑс-тӑн,raison
277,Verstand::N,ӑс-хакӑл,raison
278,Sinn::N,тупсӑм,sens
279,Sinn::N,пӗлтерӗш,sens
280,Grund::N,сӑлтав,cause
281,Grund::N,сӑлтав,raison
282,Wahrheit::N,чӑнлӑх,vérité
283,Gespräch::N,калаҫу,conversation
284,Märchen::N,юмах,conte
285,Märchen::N,юмах,conte de fées
286,Erzählung::N,акалав,conte
287,Erzählung::N,акалав,narration
288,Erzählung::N,каласа пани,conte
289,Erzählung::N,каласа пани,narration
290,Nachricht::N,хыпар,message
291,Neuigkeit::N,ҫӗнӗ хыпар,nouvelle
292,Name::N,ят,nom
293,Rätsel::N,сутмалли юмах,énigme
294,Rätsel::N,сутмалли юмах,devinette
295,Rede::N,сӑмах,parole
296,Rede::N,сӑмах,discours
297,Sprache::N,чӗлхе,langue
298,Sprache::N,чӗлхе,langage
299,Stimme::N,сасӑ,voix
300,Wort::N,сӑмах,mot
301,Zeichen::N,паллӑ,signe
302,Ruf::N,йыхрав,cri
303,Ruf::N,йыхрав,appel
304,Ruf::N,чӗнӳ,cri
305,Ruf::N,чӗнӳ,appel
306,Lärm::N,шав,bruit
307,Laut::N,сасӑ,son
308,Ton::N,сасӑ,ton
309,Lied::N,юрӑ,chant
310,Lied::N,юрӑ,chanson
311,Ruhe::N,канӑҫлӑх,calme
312,Ruhe::N,канӑҫлӑх,tranquillité
313,Ruhe::N,лӑпкӑлӑх,calme
314,Ruhe::N,лӑпкӑлӑх,tranquillité
315,Leute::N,ҫамрӑксем,gens
316,Leute::N,ҫамрӑк ҫынсем,gens
317,Volk::N,халӑх,peuple
318,Arbeit::N,ӗҫхӗл,travail
319,Arbeit::N,ӗҫлев,travail
320,Gast::N,хӑна,hôte
321,Gast::N,хӑна,invité
322,Geschenk::N,парне,cadeau
323,Geschenk::N,парне,présent
324,Geschenk::N,кучченеҫ,cadeau
325,Geschenk::N,кучченеҫ,présent
326,Spiel::N,вӑйӑ,jeu
327,Gesellschaft::N,общество,compagnie
328,Hilfe::N,пулӑшу,aide
329,Hilfe::N,пулӑшу,secours
330,Freund::N,тус,ami
331,Kamerad::N,юлташ,copain
332,Kamerad::N,юлташ,camarade
333,Kamerad::N,тус,copain
334,Kamerad::N,тус,camarade
335,Angelegenheit::N,ӗҫ,affaire
336,Anzahl::N,йыш,nombre
337,Anzahl::N,хисеп,nombre
338,Art::N,тӗс,sorte
339,Art::N,тӗс,espèce
340,Stück::N,татӑк,morceau
341,Teil::N,пай,part
342,Teil::N,пай,partie
343,Hälfte::N,ҫурӑ,moitié
344,Kreis::N,ункӑ,cercle
345,Kreis::N,ҫавракӑш,cercle
346,Kreuz::N,хӗрес,croix
347,Linie::N,йӗр,ligne
348,Strich::N,йӗр,trait
349,Abstand::N,хушӑ,écart
350,Entfernung::N,хушӑ,distance
351,Gegend::N,вырӑн,région
352,Gegend::N,вырӑн,contrée
353,Platz::N,хутлӑх,place
354,Ort::N,вырӑн,lieu
355,Ort::N,вырӑн,endroit
356,Seite::N,ен,côté
357,Seite::N,аяк,côté
358,Seite::N,айӑк,côté
359,Mitte::N,варӑ,milieu
360,Gegenstand::N,япала,objet
361,Sache::N,япала,chose
362,Rand::N,вӗҫ,bord
363,Rand::N,хӗрӗ,bord
364,Rand::N,хӗрри,bord
365,Kante::N,хайкача,arête
366,Kante::N,хысак,arête
367,Ecke::N,кӗтес,coin
368,Ecke::N,кӗтес,tournant
369,Spitze::N,вӗҫ,cime
370,Spitze::N,вӗҫ,pointe
371,Ende::N,вӗҫ,bout
372,Loch::N,шӑтӑк,trou
373,Winkel::N,кӗтес,coin
374,Winkel::N,кӗтес,réduit
375,Muster::N,эреш,dessin
376,Größe::N,пысӑкӑш,grandeur
377,Länge::N,вӑрӑмӑш,longueur
378,Höhe::N,ҫӳллӗш,hauteur
379,Höhe::N,ҫӳллӗш,altitude
380,Gewicht::N,виҫе,poids
381,Gewicht::N,йывӑрӑш,poids
382,Menge::N,йыш,quantité
383,Haufen::N,купа,tas
384,Reihe::N,рет,file
385,Reihe::N,рет,rangée
386,Boot::N,кимӗ,canot
387,Boot::N,кимӗ,bateau
388,Ruder::N,кӗсмен,rame
389,Ruder::N,кӗсмен,aviron
390,Schlitten::N,ҫуна,traîneau
391,Ski::N,йӗлтӗр,ski
392,Lagerfeuer::N,вут,feu de camp
393,Lagerfeuer::N,кӑвайт,feu de camp
394,Last::N,сулмаклӑх,charge
395,Last::N,сулмаклӑх,fardeau
396,Last::N,йывӑр япала,charge
397,Last::N,йывӑр япала,fardeau
398,Gang::N,куҫӑм,tour
399,Gang::N,куҫӑм,marche
400,Schritt::N,утӑм,pas
401,Schritt::N,пусӑм,pas
402,Norden::N,ҫурҫӗр,nord
403,Süden::N,кӑнтӑр,sud
404,Westen::N,анӑҫ,ouest
405,Westen::N,анӑҫ,occident
406,Westen::N,хӗвел анӑҫ,ouest
407,Westen::N,хӗвел анӑҫ,occident
408,Osten::N,хӗвел тухӑҫ,est
409,Osten::N,хӗвел тухӑҫ,orient
410,Holz::N,йывӑҫ,bois
411,Brett::N,хӑма,planche
412,Platte::N,плита,plaque
413,Stütze::N,ура,appui
414,Stütze::N,ура,soutien
415,Stange::N,шерте,barre
416,Stange::N,шерте,perche
417,Stock::N,патак,canne
418,Stab::N,шӑчӑ,bâton
419,Rohr::N,пӑрӑх,tube
420,Rohr::N,пӑрӑх,tuyau
421,Haus::N,ҫурт,maison
422,Heim::N,кил,maison
423,Ofen::N,кӑмака,poêle
424,Fußboden::N,урай,plancher
425,Tisch::N,сӗтел,table
426,Stuhl::N,пукан,chaise
427,Wiege::N,сӑпка,berceau
428,Bett::N,кравать,lit
429,Regal::N,ҫӳлӗк,étagère
430,Regal::N,сентре,étagère
431,Kiste::N,ещӗк,caisse
432,Kiste::N,сунтӑх,caisse
433,Fenster::N,чӳрече,fenêtre
434,Tür::N,алӑк,porte
435,Tor::N,хапха,porte
436,Tor::N,хапха,portail
437,Zaun::N,хӳме,clôture
438,Dach::N,тӑрӑ,toit
439,Leiter::N,пусма,échelle
440,Besen::N,шӑпӑр,balai
441,Spaten::N,кӗреҫе,bêche
442,Schaufel::N,кӗреҫе,pelle
443,Gabel::N,вилка,fourchette
444,Löffel::N,кашӑк,cuiller
445,Messer::N,ҫӗҫӗ,couteau
446,Nagel::N,пӑта,clou
447,Netz::N,тетел,filet
448,Haken::N,йӑрхах,croc
449,Haken::N,йӑрхах,crochet
450,Haken::N,ҫекӗл,croc
451,Haken::N,ҫекӗл,crochet
452,Griff::N,хӑлӑп,prise
453,Griff::N,хӑлӑп,manche
454,Schloss::N,ҫӑра,serrure
455,Bild::N,сӑн,image
456,Bild::N,сӑн,tableau
457,Bild::N,сӑнлӑх,image
458,Bild::N,сӑнлӑх,tableau
459,Bild::N,картина,image
460,Bild::N,картина,tableau
461,Figur::N,кӗлетке,figure
462,Puppe::N,пукане,poupée
463,Beutel::N,михӗ,sac
464,Beutel::N,михӗ,petit sac
465,Bündel::N,ҫыхӑ,paquet
466,Bündel::N,ҫыхӑ,faisceau
467,Bündel::N,тӗрке,paquet
468,Bündel::N,тӗрке,faisceau
469,Tasche::N,сумка,sac
470,Eimer::N,витре,seau
471,Deckel::N,хупӑ,couvercle
472,Geschirr::N,савӑт-сапа,vaisselle
473,Sack::N,михӗ,sac
474,Tasse::N,курка,tasse
475,Topf::N,кастрюль,pot
476,Topf::N,кастрюль,marmite
477,Kessel::N,хуран,chaudron
478,Essen::N,апат,repas
479,Essen::N,апат,manger
480,Nahrung::N,апат-ҫимӗс,nourriture
481,Speise::N,апат,plat
482,Speise::N,ҫимӗҫ,plat
483,Fleisch::N,аш,viande
484,Fleisch::N,какай,viande
485,Getreide::N,тырӑ,blé
486,Getreide::N,тырӑ,céréales
487,Brei::N,пӑтӑ,purée
488,Brei::N,пӑтӑ,bouillie
489,Brot::N,ҫӑкӑр,pain
490,Scheibe::N,чӗлӗ,tranche
491,Scheibe::N,касӑк,tranche
492,Fett::N,ҫу,graisse
493,Butter::N,ҫу,beurre
494,Öl::N,ҫу,huile
495,Salz::N,тӑвар,sel
496,Suppe::N,яшка,soupe
497,Suppe::N,яшка,potage
498,Honig::N,пыл,miel
499,Milch::N,сӗт,lait
500,Tee::N,чей,thé
501,Leder::N,сӑран,cuir
502,Wolle::N,ҫӑм,laine
503,Stoff::N,тӗртӗм,tissu
504,Stoff::N,тӗртӗм,étoffe
505,Nadel::N,йӗп,aiguille
506,Faden::N,ҫип,fil
507,Knopf::N,тӳме,bouton
508,Knoten::N,йӑлӑ,nœud
509,Farbe::N,сӑрӑ,peinture
510,Kleidung::N,тум,vêtements
511,Kleidung::N,тум,habillement
512,Kleidung::N,ҫипуҫ,vêtements
513,Kleidung::N,ҫипуҫ,habillement
514,Kleidung::N,тум-тир,vêtements
515,Kleidung::N,тум-тир,habillement
516,Hemd::N,кӗпе,chemise
517,Kragen::N,ҫуха,col
518,Ärmel::N,ҫанӑ,manche
519,Hose::N,шӑлавар,pantalon
520,Gürtel::N,пиҫиххи,ceinture
521,Mütze::N,ҫӗлӗк,bonnet
522,Mütze::N,ҫӗлӗк,casquette
523,Schuh::N,пушмак,soulier
524,Schuh::N,пушмак,chaussure
525,Schuh::N,ботинок,soulier
526,Schuh::N,ботинок,chaussure
527,Stiefel::N,атӑ,botte
528,Ring::N,ҫӗрӗ,bague
529,Band::N,хаю,ruban
530,Band::N,йӗсме,ruban
531,Kamm::N,тура,peigne
532,Spiegel::N,тӗкӗр,glace
533,Spiegel::N,тӗкӗр,miroir
534,Spiegel::N,куҫ кӗски,glace
535,Spiegel::N,куҫ кӗски,miroir
536,Riemen::N,чӗн,lanière
537,Riemen::N,чӗн,courroie
538,Schnur::N,кантра,corde
539,Schnur::N,кантра,ficelle
540,Leine::N,касмӑк,laisse
541,Decke::N,утиял,couverture
542,Kissen::N,ҫытар,oreiller
543,Kissen::N,минтер,oreiller
544,Tuch::N,тутӑр,drap
545,Tuch::N,тутӑр,fichu
546,Handtuch::N,ал шӑлли,serviette
547,Handtuch::N,ал шӑлли,essuie-mains
548,Kraft::N,вӑй,force
549,Kraft::N,хӑват,force
550,Stärke::N,хал,vigueur
551,Stärke::N,хӑват,vigueur
552,Gesundheit::N,хал,santé
553,Gesundheit::N,сывлӑх,santé
554,Krankheit::N,чир,maladie
555,Schmerz::N,ырату,douleur
556,Wunde::N,суран,plaie
557,Wunde::N,суран,blessure
558,Fieber::N,сив чир,fièvre
559,Arznei::N,эмел,remède
560,Arznei::N,эмел,médecine
561,Brücke::N,кӗпер,pont
562,Brunnen::N,ҫӑл,puits
563,Brunnen::N,пусӑ,puits
564,Weide::N,ҫаран,pâturage
565,Pfad::N,йӗр,sentier
566,Pfad::N,сукмак,sentier
567,Weg::N,ҫул,voie
568,Weg::N,ҫул,chemin
569,Weg::N,ҫул-йӗр,voie
570,Weg::N,ҫул-йӗр,chemin
571,Straße::N,ҫӳрев,route
572,Straße::N,ҫул ҫӳрени,route
573,Dorf::N,ял,village
574,Stadt::N,хула,cité
575,Stadt::N,хула,ville
576,Brief::N,ҫыру,lettre
577,Buch::N,кӗнеке,livre
578,Buchstabe::N,сас палли,lettre
579,Buchstabe::N,сас палли,caractère
580,Zeitung::N,хаҫат,journal
581,Leben::N,пурнӑҫ,vie
582,Tod::N,вилӗм,mort
583,Grab::N,масар шӑтӑкӗ,tombe
584,Kirche::N,чиркӳ,église
585,Sünde::N,ҫылӑх,péché
586,Gott::N,турӑ,dieu
587,Arbeiter::N,рабочи,ouvrier
588,Arbeiter::N,рабочи,travailleur
589,Chef::N,пуҫлӑх,chef
590,Chef::N,пуҫлӑх,patron
591,Meister::N,ӑста,maître
592,Meister::N,мастер,maître
593,Arzt::N,врач,médecin
594,Arzt::N,тухтӑр,médecin
595,Lehrer::N,учитель,professeur
596,Lehrer::N,учитель,instituteur
597,Lehrer::N,вӗрентекен,professeur
598,Lehrer::N,вӗрентекен,instituteur
599,Geld::N,укҫа,argent
600,Geschäft::N,бизнес,affaire
601,Geschäft::N,бизнес,commerce
602,Laden::N,магазин,magasin
603,Laden::N,магазин,boutique
604,Preis::N,хак,prix
605,Ware::N,тавар,marchandise
606,Nutzen::N,пайта,profit
607,Reichtum::N,мул,richesse
608,Welt::N,тӗнче,monde
609,Land::N,ҫӗр-шыв,pays
610,Staat::N,патшàлӑх,État
611,König::N,король,roi
612,Macht::N,власть,pouvoir
613,Macht::N,власть,puissance
614,Grenze::N,чикӗ,frontière
615,Krieg::N,вӑрҫӑ,guerre
616,Feind::N,тӑшман,ennemi
617,Gewalt::N,ирӗксӗрлӳ,violence
618,Kampf::N,кӗрешӳ,lutte
619,Kampf::N,кӗрешӳ,combat
620,Bogen[Waffe]::N,ухӑ,arc
621,Pfeil::N,ҫӗмрен,flèche
622,Pfeil::N,ухӑ йӗппи,flèche
623,Gewehr::N,пӑшал,fusil
624,Fehler::N,йӑнӑш,faute
625,Fehler::N,йӑнӑш,erreur
626,Lüge::N,суя,mensonge
627,Lüge::N,ултав,mensonge
628,Schaden::N,сиен,dégât
629,Schaden::N,сиен,dommage
630,Unglück::N,шар,malheur
631,Unglück::N,инкек,malheur
632,Schuld::N,айӑп,faute
633,Schuld::N,айӑп,culpabilité
634,Alter::N,ҫул шучӗ,âge
635,Schluss::N,пӗтни,fin
636,Schluss::N,пӗтмӗш,fin
637,Zeit::N,вӑхӑт,temps
638,Tag::N,кун,jour
639,Tag::N,кун,journée
640,Morgen::N,ир,matin
641,Morgen::N,ир,matinée
642,Mittag::N,кӑнтӑрла,midi
643,Abend::N,каҫ,soir
644,Abend::N,каҫ,soirée
645,Nacht::N,каҫ,nuit
646,Woche::N,эрне,semaine
647,Monat::N,уйӑх,mois
648,Jahr::N,ҫулталӑк,an
649,Jahr::N,ҫулталӑк,année
650,Frühling::N,ҫур,printemps
651,Frühling::N,ҫуркунне,printemps
652,Sommer::N,ҫу,été
653,Sommer::N,ҫулла,été
654,Herbst::N,кӗр,automne
655,Herbst::N,кӗркунне,automne
656,Winter::N,хӗл,hiver
657,Winter::N,хӗлле,hiver
658,Januar::N,январь,janvier
659,Februar::N,февраль,février
660,Februar::N,кӗҫӗн кӑрлач,février
661,März::N,март,mars
662,März::N,пуш уйӑхӗ,mars
663,April::N,апрель,avril
664,Mai::N,май,mai
665,Juni::N,июнь,juin
666,Juli::N,июль,juillet
667,August::N,август,août
668,September::N,сентябрь,septembre
669,September::N,авӑн уйӑхӗ,septembre
670,Oktober::N,октябрь,octobre
671,November::N,ноябрь,novembre
672,Dezember::N,раштав,décembre
673,Dezember::N,декабрь,décembre
674,Montag::N,тунти кун,lundi
675,Dienstag::N,ытлари кун,mardi
676,Mittwoch::N,юн кун,mercredi
677,Donnerstag::N,кӗҫнерни кун,jeudi
678,Freitag::N,эрне кун,vendredi
679,Samstag::N,шӑмат кун,samedi
680,Sonntag::N,вырсарни кун,dimanche
681,groß::A,пысӑк,grand
682,klein::A,пӗчӗк,petit
683,lang::A,вӑрӑм,long
684,kurz::A,кӗске,court
685,breit::A,сарлака,large
686,schmal::A,ансӑр,étroit
687,dicht::A,йӑвӑ,dense
688,dick[Gegenstand]::A,хулӑн,épais
689,dünn::A,ҫинҫе,mince
690,dünn::A,ҫӳхе,mince
691,fein::A,тарай,fin
692,fein::A,тарай,menu
693,fein::A,вӗлтӗрти,fin
694,fein::A,вӗлтӗрти,menu
695,fest::A,тӗреклӗ,ferme
696,fest::A,тӗреклӗ,solide
697,flach::A,лаптак,plat
698,glatt::A,такӑр,poli
699,glatt::A,такӑр,lisse
700,hart::A,хытӑ,dur
701,weich::A,ҫемҫе,mou
702,rund::A,ҫавра,rond
703,spitz::A,шӗвӗр,aigu
704,spitz::A,шӗвӗр,pointu
705,scharf::A,ҫивӗч,tranchant
706,stumpf::A,мӑка,mousse
707,stumpf::A,мӑка,émoussé
708,stumpf::A,пуклак,mousse
709,stumpf::A,пуклак,émoussé
710,stumpf::A,тӗрӗнчӗк,mousse
711,stumpf::A,тӗрӗнчӗк,émoussé
712,stumpf::A,ӑнкарусӑр,mousse
713,stumpf::A,ӑнкарусӑр,émoussé
714,schwer::A,йывӑр,lourd
715,schwer::A,йывӑр,pesant
716,schön::A,илемлӗ,beau
717,heiß::A,вӗри,chaud
718,heiß::A,вӗри,très chaud
719,warm::A,ӑшӑ,chaud
720,kalt::A,сивӗ,froid
721,kühl::A,уҫӑ,frais
722,frisch::A,уҫӑ,frais
723,feucht::A,йӗпе,humide
724,nass::A,нӳрӗ,mouillé
725,trocken::A,типӗ,sec
726,voll::A,тулли,plein
727,voll::A,тулли,rempli
728,leer::A,пушӑ,vide
729,offen::A,уҫӑ,ouvert
730,geschlossen::A,хупӑ,clos
731,geschlossen::A,хупӑ,fermé
732,sauber::A,таса,net
733,sauber::A,таса,propre
734,schmutzig::A,пылчӑклӑ,sale
735,schmutzig::A,пылчӑклӑ,crasseux
736,schmutzig::A,вараланчӑк,sale
737,schmutzig::A,вараланчӑк,crasseux
738,roh::A,чӗрӗ,cru
739,roh::A,чӗрӗ,brut
740,reif::A,пулнӑ,mûr
741,reif::A,пиҫӗхнӗ,mûr
742,reif::A,аталаннӑ,mûr
743,reif::A,пиҫсе ҫитнӗ,mûr
744,lecker::A,тутлӑ,délicieux
745,lecker::A,тутлӑ,appétissant
