,Concept_ID,nl,da
126,Stamm::N,stam,stamme
127,Rinde::N,schors,bark
128,Ast::N,tak,gren
129,Zweig::N,twijg,kvist
130,Blatt::N,blad,blad
131,Birke::N,berk,birk
132,Kiefer[Baum]::N,den,fyrretræ
133,Weide[Baum]::N,wilg,piletræ
134,Tanne::N,spar,gran
135,Horn::N,hoorn,horn
136,Feder::N,veer,fjer
137,Feder::N,pluim,fjer
138,Fell::N,vel,skind
139,Flügel::N,vleugel,vinge
140,Klaue::N,klauw,klov
141,Kralle::N,klauw,klo
142,Schwanz::N,staart,hale
143,Ei::N,ei,æg
144,Nest::N,nest,rede
145,Bau::N,hol,bo
146,Tier::N,dier,dyr
147,Herde::N,kudde,flok
148,Kuh::N,koe,ko
149,Bulle::N,stier,tyr
150,Pferd::N,paard,hest
151,Schaf::N,schaap,får
152,Schwein::N,varken,gris
153,Hund::N,hond,hund
154,Katze::N,kat,kat
155,Bär::N,beer,bjørn
156,Eichhörnchen::N,eekhoorntje,egern
157,Elch::N,eland,elg
158,Fuchs::N,vos,ræv
159,Hase::N,haas,hare
160,Maus::N,muis,mus
161,Wolf::N,wolf,ulv
162,Vogel::N,vogel,fugl
163,Schwarm::N,zwerm,sværm
164,Huhn::N,kip,høne
165,Huhn::N,hoen,høne
166,Hahn::N,haan,hane
167,Gans::N,gans,gås
168,Adler::N,arend,ørn
169,Ente::N,eend,and
170,Eule::N,uil,ugle
171,Kranich::N,kraanvogel,trane
172,Krähe::N,kraai,krage
173,Kuckuck::N,koekoek,gøg
174,Schwan::N,zwaan,svane
175,Fisch::N,vis,fisk
176,Barsch::N,baars,aborre
177,Hecht::N,snoek,gedde
178,Schlange[Tier]::N,slang,slange
179,Wurm::N,worm,orm
180,Spinne::N,spin,edderkop
181,Ameise::N,mier,myre
182,Laus::N,luis,lus
183,Mücke::N,mug,myg
184,Fliege::N,vlieg,flue
185,Schmetterling::N,vlinder,sommerfugl
186,Beere::N,bes,bær
187,Apfel::N,appel,æble
188,Pilz::N,paddestoel,svamp
189,Zwiebel::N,ui,løg
190,Saat::N,zaad,sæd
191,Korn::N,graan,korn
192,Korn::N,korrel,korn
193,Heu::N,hooi,hø
194,Schale::N,schil,skræl
195,Grube::N,kuil,grav
196,Falle::N,val,fælde
197,Schlinge::N,strop,snare
198,Spur::N,spoor,spor
199,Asche::N,as,aske
200,Dreck::N,drek,snavs
201,Eisen::N,ijzer,jern
202,Gold::N,goud,guld
203,Silber::N,zilver,sølv
204,Kohle::N,kool,kul
205,Glas::N,glas,glas
206,Lehm::N,klei,ler
207,Sand::N,zand,sand
208,Mensch::N,mens,mennesge
209,Mann::N,man,mand
210,Frau::N,vrouw,kvinde
211,Kind::N,kind,barn
212,Junge::N,jongen,dreng
213,Mädchen::N,meisje,pige
214,Familie::N,gezin,familie
215,Familie::N,familie,familie
216,Großvater::N,grootvader,bedstefar
217,Großmutter::N,grootmoeder,bedstemor
218,Eltern::N,ouders,forældre
219,Vater::N,vader,far
220,Mutter::N,moeder,mor
221,Sohn::N,zoon,søn
222,Tochter::N,dochter,datter
223,Bruder::N,broer,bror
224,Bruder::N,broeder,bror
225,Schwester::N,zus,søster
226,Schwester::N,zuster,søster
227,Onkel::N,oom,onkel
228,Tante::N,tante,tante
229,Ehemann::N,echtgenoot,ægtemand
230,Ehefrau::N,echtgenote,hustru
231,Freude::N,vreugde,glæde
232,Gelächter::N,gelach,latter
233,Glück::N,geluk,lykke
234,Kummer::N,verdriet,sorg
235,Wunsch::N,wens,ønske
236,Wunsch::N,verlangen,ønske
237,Lust::N,zin,lyst
238,Lust::N,lust,lyst
239,Geist::N,geest,ånd
240,Gedanke::N,gedachte,tanke
241,Gedächtnis::N,geheugen,hukommelse
242,Verstand::N,verstand,forstand
243,Sinn::N,betekenis,mening
244,Sinn::N,betekenis,betydning
245,Grund::N,reden,grund
246,Wahrheit::N,waarheid,sandhed
247,Gespräch::N,gesprek,samtale
248,Märchen::N,sprookje,eventyr
249,Erzählung::N,verhaal,fortælling
250,Nachricht::N,tijding,efterretning
251,Neuigkeit::N,nieuws,nyhed
252,Neuigkeit::N,nieuwtje,nyhed
253,Name::N,naam,navn
254,Rätsel::N,raadsel,gåde
255,Rede::N,rede,tale
256,Sprache::N,taal,sprog
257,Stimme::N,stem,stemme
258,Wort::N,woord,ord
259,Zeichen::N,teken,tegn
260,Ruf::N,roep,råb
261,Lärm::N,lawaai,larm
262,Laut::N,klank,lyd
263,Laut::N,geluid,lyd
264,Ton::N,toon,tone
265,Ton::N,klank,tone
266,Lied::N,lied,sang
267,Ruhe::N,rust,ro
268,Ruhe::N,rust,hvile
269,Ruhe::N,stilte,ro
270,Ruhe::N,stilte,hvile
271,Leute::N,lui,folk
272,Leute::N,lui,mennesker
273,Leute::N,mensen,folk
274,Leute::N,mensen,mennesker
275,Volk::N,volk,folk
276,Arbeit::N,werk,arbejde
277,Arbeit::N,arbeid,arbejde
278,Gast::N,gast,gæst
279,Geschenk::N,cadeau,gave
280,Geschenk::N,geschenk,gave
281,Spiel::N,spel,leg
282,Gesellschaft::N,gezelschap,selskab
283,Hilfe::N,hulp,hjælp
284,Freund::N,vriend,ven
285,Kamerad::N,maat,kammerat
286,Kamerad::N,metgezel,kammerat
287,Angelegenheit::N,zaak,sag
288,Angelegenheit::N,zaak,anliggende
289,Angelegenheit::N,aangelegenheid,sag
290,Angelegenheit::N,aangelegenheid,anliggende
291,Anzahl::N,tal,antal
292,Anzahl::N,aantal,antal
293,Art::N,slag,art
294,Art::N,soort,art
295,Stück::N,stuk,stykke
296,Teil::N,deel,del
297,Hälfte::N,helft,halvdel
298,Kreis::N,kring,cirkel
299,Kreis::N,cirkel,cirkel
300,Kreuz::N,kruis,kors
301,Kreuz::N,kruis,kryds
302,Linie::N,lijn,linie
303,Strich::N,haal,streg
304,Strich::N,streep,streg
305,Abstand::N,afstand,afstand
306,Entfernung::N,afstand,afstand
307,Gegend::N,streek,egn
308,Platz::N,ruimte,plads
309,Ort::N,oord,sted
310,Ort::N,plaats,sted
311,Seite::N,zij,side
312,Seite::N,kant,side
313,Seite::N,zijde,side
314,Mitte::N,midden,midte
315,Gegenstand::N,voorwerp,genstand
316,Sache::N,zaak,sag
317,Rand::N,rand,rand
318,Rand::N,boord,rand
319,Kante::N,kant,kant
320,Ecke::N,hoek,hjørne
321,Spitze::N,punt,spids
322,Spitze::N,spits,spids
323,Ende::N,einde,ende
324,Ende::N,uiteinde,ende
325,Loch::N,gat,hul
326,Winkel::N,hoek,vinkel
327,Muster::N,dessin,mønster
328,Muster::N,patroon,mønster
329,Größe::N,grootte,størrelse
330,Länge::N,lengte,længde
331,Höhe::N,hoogte,højde
332,Gewicht::N,gewicht,vægt
333,Menge::N,hoeveelheid,mængde
334,Haufen::N,hoop,bunke
335,Reihe::N,rij,række
336,Reihe::N,reeks,række
337,Boot::N,boot,båd
338,Ruder::N,roeiriem,åre
339,Schlitten::N,slee,kælk
340,Schlitten::N,slee,slæde
341,Schlitten::N,slede,kælk
342,Schlitten::N,slede,slæde
343,Ski::N,ski,ski
344,Lagerfeuer::N,kampvuur,lejrbål
345,Last::N,last,last
346,Last::N,last,byrde
347,Last::N,vracht,last
348,Last::N,vracht,byrde
349,Gang::N,wandeling,gang
350,Schritt::N,stap,skridt
351,Schritt::N,schrede,skridt
352,Norden::N,noorden,nord
353,Süden::N,zuiden,syd
354,Westen::N,westen,vest
355,Osten::N,oosten,øst
356,Holz::N,hout,træ
357,Brett::N,plank,bræt
358,Platte::N,plaat,plade
359,Stütze::N,stut,støtte
360,Stütze::N,steun,støtte
361,Stange::N,stang,stang
362,Stock::N,stok,stok
363,Stab::N,staf,stav
364,Rohr::N,pijp,rør
365,Haus::N,huis,hus
366,Heim::N,tehuis,hjem
367,Ofen::N,kachel,ovn
368,Fußboden::N,vloer,gulv
369,Tisch::N,tafel,bord
370,Stuhl::N,stoel,stol
371,Wiege::N,wieg,vugge
372,Bett::N,bed,seng
373,Regal::N,rek,reol
374,Kiste::N,kist,kasse
375,Fenster::N,raam,vindue
376,Fenster::N,venster,vindue
377,Tür::N,deur,dør
378,Tor::N,poort,port
379,Zaun::N,omheining,stakit
380,Dach::N,dak,tag
381,Leiter::N,ladder,stige
382,Besen::N,bezem,kost
383,Spaten::N,schop,spade
384,Schaufel::N,schep,skovl
385,Gabel::N,vork,gaffel
386,Löffel::N,lepel,ske
387,Messer::N,mes,kniv
388,Nagel::N,spijker,søm
389,Netz::N,net,net
390,Haken::N,haak,krog
391,Griff::N,handvat,tag
392,Griff::N,handvat,håndtag
393,Schloss::N,slot,lås
394,Bild::N,beeld,billede
395,Figur::N,figuur,figur
396,Puppe::N,pop,dukke
397,Beutel::N,zak,pose
398,Beutel::N,buidel,pose
399,Bündel::N,pak,bylt
400,Bündel::N,pak,bundt
401,Bündel::N,bundel,bylt
402,Bündel::N,bundel,bundt
403,Tasche::N,tas,taske
404,Eimer::N,emmer,spand
405,Deckel::N,deksel,låg
406,Geschirr::N,vaatwerk,husgeråd
407,Sack::N,zak,sæk
408,Tasse::N,kop,kop
409,Topf::N,pan,gryde
410,Kessel::N,ketel,kedel
411,Essen::N,eten,måltid
412,Nahrung::N,voedsel,mad
413,Nahrung::N,voedsel,næring
414,Speise::N,spijs,ret
415,Fleisch::N,vlees,kød
416,Getreide::N,graan,korn
417,Brei::N,pap,grød
418,Brei::N,brij,grød
419,Brot::N,brood,brød
420,Scheibe::N,plak,skive
421,Scheibe::N,snede,skive
422,Fett::N,vet,fedt
423,Butter::N,boter,smør
424,Öl::N,olie,olie
425,Salz::N,zout,salt
426,Suppe::N,soep,suppe
427,Honig::N,honing,honning
428,Milch::N,melk,mælk
429,Tee::N,thee,te
430,Leder::N,leer,skind
431,Leder::N,leder,skind
432,Wolle::N,wol,uld
433,Stoff::N,stof,stof
434,Nadel::N,naald,nål
435,Faden::N,draad,tråd
436,Knopf::N,knoop,knap
437,Knoten::N,knoop,knude
438,Farbe::N,verf,farve
439,Kleidung::N,kledij,påklædning
440,Kleidung::N,kleding,påklædning
441,Hemd::N,hemd,skjorte
442,Kragen::N,kraag,krave
443,Ärmel::N,mouw,ærme
444,Hose::N,broek,bukser
445,Hose::N,pantalon,bukser
446,Gürtel::N,riem,bælte
447,Gürtel::N,gordel,bælte
448,Mütze::N,muts,hue
449,Schuh::N,schoen,sko
450,Stiefel::N,laars,støvle
451,Ring::N,ring,ring
452,Band::N,lint,bånd
453,Kamm::N,kam,kam
454,Spiegel::N,spiegel,spejl
455,Riemen::N,riem,rem
456,Schnur::N,koord,snor
457,Leine::N,lijn,snor
458,Decke::N,deken,tæppe
459,Kissen::N,kussen,pude
460,Tuch::N,doek,sjaltørklæde
461,Handtuch::N,handdoek,håndklæde
462,Kraft::N,kracht,kraft
463,Stärke::N,sterkte,styrke
464,Gesundheit::N,gezondheid,sundhed
465,Krankheit::N,ziekte,sygdom
466,Schmerz::N,pijn,smerte
467,Wunde::N,wond,sår
468,Fieber::N,koorts,feber
469,Arznei::N,medicament,medicin
470,Arznei::N,medicament,lægemiddel
471,Arznei::N,geneesmiddel,medicin
472,Arznei::N,geneesmiddel,lægemiddel
473,Brücke::N,brug,bro
474,Brunnen::N,put,brønd
475,Brunnen::N,bron,brønd
476,Weide::N,wei,græsgang
477,Weide::N,weide,græsgang
478,Pfad::N,pad,sti
479,Weg::N,weg,vej
480,Straße::N,baan,gade
481,Straße::N,straat,gade
482,Dorf::N,dorp,landsby
483,Stadt::N,stad,by
484,Brief::N,brief,brev
485,Buch::N,boek,bog
486,Buchstabe::N,letter,bogstav
487,Zeitung::N,krant,avis
488,Zeitung::N,dagblad,avis
489,Leben::N,leven,liv
490,Tod::N,dood,død
491,Grab::N,graf,grav
492,Kirche::N,kerk,kirke
493,Sünde::N,zonde,synd
494,Gott::N,god,gud
495,Arbeiter::N,arbeider,arbejder
496,Chef::N,chef,chef
497,Meister::N,meester,mester
498,Arzt::N,arts,læge
499,Arzt::N,dokter,læge
500,Lehrer::N,leraar,lærer
501,Lehrer::N,onderwijzer,lærer
502,Geld::N,geld,penge
503,Geschäft::N,zaak,forretning
504,Laden::N,winkel,butik
505,Laden::N,winkel,forretning
506,Preis::N,prijs,pris
507,Ware::N,waar,vare
508,Nutzen::N,nut,nytte
509,Nutzen::N,voordeel,nytte
510,Reichtum::N,rijkdom,rigdom
511,Welt::N,wereld,verden
512,Land::N,land,land
513,Staat::N,staat,stat
514,König::N,koning,konge
515,Macht::N,macht,magt
516,Grenze::N,grens,grænse
517,Krieg::N,oorlog,krig
518,Feind::N,vijand,fjende
519,Gewalt::N,geweld,vold
520,Kampf::N,strijd,kamp
521,Kampf::N,gevecht,kamp
522,Bogen[Waffe]::N,boog,bue
523,Pfeil::N,pijl,pil
524,Gewehr::N,geweer,gevær
525,Fehler::N,fout,fejl
526,Lüge::N,leugen,løgn
527,Schaden::N,schade,skade
528,Unglück::N,tegenspoed,uheld
529,Unglück::N,tegenspoed,ulykke
530,Schuld::N,schuld,skyld
531,Alter::N,leeftijd,alder
532,Schluss::N,slot,slut
533,Schluss::N,slot,slutning
534,Zeit::N,tijd,tid
535,Tag::N,dag,dag
536,Morgen::N,morgen,morgen
537,Morgen::N,ochtend,morgen
538,Mittag::N,middag,middag
539,Abend::N,avond,aften
540,Nacht::N,nacht,nat
541,Woche::N,week,uge
542,Monat::N,maand,måned
543,Jahr::N,jaar,år
544,Frühling::N,lente,forår
545,Frühling::N,voorjaar,forår
546,Sommer::N,zomer,sommer
547,Herbst::N,herfst,efterår
548,Winter::N,winter,vinter
549,Januar::N,januari,januar
550,Februar::N,februari,februar
551,März::N,maart,marts
552,April::N,april,april
553,Mai::N,mei,maj
554,Juni::N,juni,juni
555,Juli::N,juli,juli
556,August::N,augustus,august
557,September::N,september,september
558,Oktober::N,oktober,oktober
559,November::N,november,november
560,Dezember::N,december,december
561,Montag::N,maandag,mandag
562,Dienstag::N,dinsdag,tirsdag
563,Mittwoch::N,woensdag,onsdag
564,Donnerstag::N,donderdag,torsdag
565,Freitag::N,vrijdag,fredag
566,Samstag::N,zaterdag,lørdag
567,Sonntag::N,zondag,søndag
568,groß::A,groot,stor
569,klein::A,klein,lille
570,lang::A,lang,lang
571,kurz::A,kort,kort
572,breit::A,breed,bred
573,schmal::A,smal,smal
574,dicht::A,dicht,tæt
575,dick[Gegenstand]::A,dik,tyk
576,dünn::A,dun,tynd
577,fein::A,fijn,fin
578,fest::A,vast,fast
579,flach::A,plat,flad
580,glatt::A,glad,glat
581,hart::A,hard,hård
582,weich::A,week,blød
583,rund::A,rond,rund
584,spitz::A,spits,spids
585,spitz::A,puntig,spids
586,scharf::A,scherp,skarp
587,stumpf::A,stomp,sløv
588,stumpf::A,stomp,stump
589,schwer::A,zwaar,tung
590,schön::A,mooi,skøn
591,schön::A,fraai,skøn
592,heiß::A,heet,hed
593,warm::A,warm,varm
594,kalt::A,koud,kold
595,kühl::A,koel,kølig
596,frisch::A,fris,frisk
597,feucht::A,vochtig,fugtig
598,nass::A,nat,våd
599,trocken::A,droog,tør
600,voll::A,vol,fuld
601,leer::A,leeg,tom
602,offen::A,open,åben
603,geschlossen::A,gesloten,lukket
604,sauber::A,net,ren
605,sauber::A,schoon,ren
606,schmutzig::A,vuil,snavset
607,roh::A,rauw,rå
608,reif::A,rijp,moden
609,lecker::A,lekker,lækker
610,süß::A,zoet,sød
611,bitter::A,bitter,bitter
612,sauer::A,zuur,sur
613,hell::A,licht,lys
614,hell::A,helder,lys
615,dunkel::A,donker,mørk
616,schwarz::A,zwart,sort
617,weiß::A,wit,hvid
618,rot::A,rood,rød
619,gelb::A,geel,gul
620,blau::A,blauw,blå
621,grün::A,groen,grøn
622,grau::A,grijs,grå
623,bunt::A,bont,broget
624,billig::A,goedkoop,billig
625,teuer::A,duur,dyr
626,wertvoll::A,kostbaar,værdifuld
627,wertvoll::A,waardevol,værdifuld
628,blind::A,blind,blind
629,taub::A,doof,døv
630,kräftig::A,krachtig,kraftig
631,stark::A,sterk,stærk
632,schwach::A,zwak,svag
633,fett::A,vet,fed
634,schlank::A,slank,slank
635,hübsch::A,leuk,køn
636,böse::A,kwaad,ond
637,böse::A,kwaad,slem
638,dumm::A,dom,dum
639,faul::A,lui,doven
640,fleißig::A,vlijtig,flittig
641,geizig::A,gierig,gerrig
642,klug::A,slim,klog
643,klug::A,schrander,klog
644,klug::A,verstandig,klog
645,geschickt::A,handig,dygtig
646,geschickt::A,handig,behændig
647,geschickt::A,vaardig,dygtig
648,geschickt::A,vaardig,behændig
649,lieb::A,lief,rar
650,lustig::A,vrolijk,lystig
651,sanft::A,zacht,blid
652,hungrig::A,hongerig,sulten
653,krank::A,ziek,syg
654,nackt::A,naakt,nøgen
655,traurig::A,treurig,bedrøvet
656,traurig::A,bedroefd,bedrøvet
657,lebendig::A,levend,levende
658,gut::A,goed,god
659,schlecht::A,slecht,dårlig
660,richtig::A,juist,rigtig
661,schlimm::A,erg,slem
662,schlimm::A,kwaad,slem
663,wahr::A,waar,sand
664,alt::A,oud,gammel
665,neu::A,nieuw,ny
666,ehemalig::A,voormalig,forhenværende
667,alt[Lebewesen]::A,oud,gammel
668,jung::A,jong,ung
669,arm::A,arm,fattig
670,reich::A,rijk,rig
671,bekannt::A,bekend,kendt
672,berühmt::A,beroemd,berømt
673,fremd::A,vreemd,fremmed
674,verschieden::A,verscheiden,forskellig
675,verschieden::A,verschillend,forskellig
676,nah::A,nabij,nær
677,nah::A,nabijgelegen,nær
678,fern::A,ver,fjern
679,linker::A,linker,venstre
680,rechter::A,rechter,højre
681,anderer::A,andere,anden
682,erster::A,eerste,første
683,zweiter::A,tweede,anden
684,dritter::A,derde,tredje
685,letzter::A,laatste,sidste
686,allein::ADV,alleen,alene
687,auf einmal::ADV,ineens,på én gang
688,auf einmal::ADV,tegelijk,på én gang
689,zusammen::ADV,samen,sammen
690,zusammen::ADV,bijeen,sammen
691,lange::ADV,lang,længe
692,plötzlich::ADV,eensklaps,pludselig
693,plötzlich::ADV,plotsklaps,pludselig
694,sofort::ADV,terstond,straks
695,sofort::ADV,aanstonds,straks
696,sofort::ADV,onmiddelijk,straks
697,später::ADV,later,senere
698,jetzt::ADV,nu,nu
699,jetzt::ADV,nou,nu
700,jetzt::ADV,thans,nu
701,heute::ADV,heden,i dag
702,heute::ADV,vandaag,i dag
703,morgen::ADV,morgen,i morgen
704,bald::ADV,gauw,snart
705,bald::ADV,weldra,snart
706,dann::ADV,dan,så
707,dann::ADV,toen,så
708,gestern::ADV,gisteren,i går
709,einst::ADV,eens,engang
710,damals::ADV,toen,dengang
711,damals::ADV,destijds,dengang
712,danach::ADV,daarna,derefter
713,vorher::ADV,vooraf,før
714,vorher::ADV,vooraf,forud
715,vorher::ADV,van tevoren,før
716,vorher::ADV,van tevoren,forud
717,zuerst::ADV,eerst,først
718,zuerst::ADV,het eerst,først
719,einmal::ADV,eens,en gang
720,einmal::ADV,eenmaal,en gang
721,manchmal::ADV,soms,sommetider
722,oft::ADV,vaak,ofte
723,oft::ADV,dikwijls,ofte
724,immer::ADV,altijd,altid
725,niemals::ADV,nooit,aldrig
726,hier::ADV,hier,her
727,hierhin::ADV,hierheen,hid
728,hierhin::ADV,hierheen,herhen
729,von hier::ADV,van hier,herfra
730,von hier::ADV,hiervandaan,herfra
731,dort::ADV,daar,der
732,dort::ADV,ginds,der
733,dorthin::ADV,daarheen,derhen
734,geradeaus::ADV,rechtuit,lige ud
735,geradeaus::ADV,rechtdoor,lige ud
736,vorwärts::ADV,vooruit,fremad
737,vorwärts::ADV,voorwaarts,fremad
738,rückwärts::ADV,achteruit,baglæns
739,rückwärts::ADV,achterwaarts,baglæns
740,zurück::ADV,terug,tilbage
741,unten::ADV,beneden,nede
742,unten::ADV,beneden,forneden
743,unten::ADV,onderaan,nede
744,unten::ADV,onderaan,forneden
745,hinab::ADV,omlaag,ned
746,hinab::ADV,omlaag,nedad
747,hinab::ADV,naar beneden,ned
748,hinab::ADV,naar beneden,nedad
749,oben::ADV,boven,oppe
750,oben::ADV,boven,ovenpå
751,hinauf::ADV,omhoog,op
752,hinauf::ADV,omhoog,opad
753,hinauf::ADV,naar boven,op
754,hinauf::ADV,naar boven,opad
755,überall::ADV,alom,overalt
756,überall::ADV,overal,overalt
757,nicht::ADV,niet,ikke
758,ein wenig::ADV,wat,lidt
759,kaum::ADV,amper,knap
760,kaum::ADV,amper,næppe
761,kaum::ADV,nauwelijks,knap
762,kaum::ADV,nauwelijks,næppe
763,sehr::ADV,erg,meget
764,sehr::ADV,zeer,meget
765,so::ADV,zo,så
766,noch::ADV,nog,endnu
767,nur::ADV,maar,kun
768,nur::ADV,maar,bare
769,nur::ADV,alleen,kun
770,nur::ADV,alleen,bare
771,schon::ADV,al,alt
772,schon::ADV,al,allerede
773,schon::ADV,reeds,alt
774,schon::ADV,reeds,allerede
775,wieder::ADV,weer,igen
776,wieder::ADV,terug,igen
777,vergebens::ADV,vergeefs,forgæves
778,vergebens::ADV,tevergeefs,forgæves
779,vor::PRP,voor,foran
780,vor::PRP,voor,uden for
781,hinter::PRP,achter,bag
782,hinter::PRP,achter,bagved
783,unter::PRP,onder,under
784,unter::PRP,beneden,under
785,durch::PRP,door,gennem
786,durch::PRP,door,igennem
787,neben::PRP,naast,ved siden af
788,zwischen::PRP,tussen,mellem
789,wegen::PRP,wegens,på grund af
790,wegen::PRP,vanwege,på grund af
791,dies::PRN,dit,dette
792,das::PRN,dat,det
793,alles::PRN,alles,alt
794,ich::PRN,ik,jeg
795,du::PRN,je,du
796,du::PRN,jij,du
797,er::PRN,hij,han
798,wir::PRN,we,vi
799,wir::PRN,wij,vi
800,ihr::PRN,jullie,I
801,sie::PRN,ze,de
802,sie::PRN,zij,de
803,was::FPRN,wat,hvad
804,wer::FPRN,wie,hvem
805,wo::FADV,waar,hvor
806,wohin::FADV,waarheen,hvorhen
807,wie::FADV,hoe,hvordan
808,warum::FADV,waarom,hvorfor
809,wieviel::FNUM,hoeveel,hvor meget
810,eins::NUM,één,én
811,zwei::NUM,twee,to
812,drei::NUM,drie,tre
813,vier::NUM,vier,fire
814,fünf::NUM,vijf,fem
815,sechs::NUM,zes,seks
816,sieben::NUM,zeven,syv
817,acht::NUM,acht,otte
818,neun::NUM,negen,ni
819,zehn::NUM,tien,ti
820,elf::NUM,elf,elleve
821,zwölf::NUM,twaalf,tolv
822,zwanzig::NUM,twintig,tyve
823,dreißig::NUM,dertig,tredive
824,vierzig::NUM,veertig,fyrre
825,vierzig::NUM,veertig,fyrretyve
826,fünfzig::NUM,vijftig,halvtreds
827,sechzig::NUM,zestig,tres
828,siebzig::NUM,zeventig,halvfjerds
829,achtzig::NUM,tachtig,firs
830,neunzig::NUM,negentig,halvfems
831,hundert::NUM,honderd,hundrede
832,tausend::NUM,duizend,tusind
833,und::CNJ,en,og
834,oder::CNJ,of,eller
835,stehen::V,staan,stå
836,sitzen::V,zitten,sidde
837,liegen::V,liggen,ligge
838,hängen::V,hangen,hænge
839,werden::V,worden,blive
840,passieren::V,gebeuren,ske
841,passieren::V,gebeuren,hænde
842,beginnen::V,beginnen,begynde
843,enden::V,eindigen,ende
844,wechseln::V,wijzigen,veksle
845,wechseln::V,veranderen,veksle
846,aufgehen[Sonne]::V,opgaan,gå op
847,aufgehen[Sonne]::V,opgaan,stå op
848,untergehen[Sonne]::V,ondergaan,gå ned
849,scheinen[Sonne]::V,schijnen,skinne
850,donnern::V,donderen,tordne
851,wehen::V,waaien,blæse
852,strömen::V,stromen,strømme
853,fließen::V,vloeien,flyde
854,sich drehen::V,draaien,dreje sig
855,sich drehen::V,zich draaien,dreje sig
856,schwanken::V,wankelen,vakle
