,Concept_ID,be,ro
125,Abhang::N,схіл,pantă
126,Abhang::N,схіл,versant
127,Quelle::N,крыніца,izvor
128,Bach::N,ручай,gârlă
129,Fluss::N,рака,râu
130,Fluss::N,рака,fluviu
131,Ufer::N,бераг,mal
132,Ufer::N,бераг,țărm
133,Küste::N,узбярэжжа,coastă
134,Festland::N,суша,uscat
135,Meer::N,мора,mare
136,Bucht::N,бухта,golf
137,Insel::N,востраў,insulă
138,Blume::N,кветка,floare
139,Gras::N,трава,iarbă
140,Wurzel::N,корань,rădăcină
141,Baum::N,дрэва,copac
142,Baum::N,дрэва,arbore
143,Stamm::N,ствол,tulpină
144,Rinde::N,кара,scoarță
145,Ast::N,сук,cracă
146,Ast::N,сук,creangă
147,Zweig::N,галіна,ramură
148,Zweig::N,галіна,creangă
149,Blatt::N,ліст,frunză
150,Birke::N,бяроза,mesteacăn
151,Kiefer[Baum]::N,хвоя,pin
152,Kiefer[Baum]::N,сасна,pin
153,Weide[Baum]::N,вярба,salcie
154,Weide[Baum]::N,вярба,răchită
155,Tanne::N,яліна,brad
156,Horn::N,рог,corn
157,Feder::N,пяро,pană
158,Fell::N,шкура,piele
159,Flügel::N,крыло,aripă
160,Klaue::N,кіпцюр,gheară
161,Kralle::N,лапа,labă
162,Kralle::N,лапа,gheară
163,Schwanz::N,хвост,coadă
164,Ei::N,яйка,ou
165,Nest::N,гняздо,cuib
166,Bau::N,нара,bârlog
167,Bau::N,нара,vizuină
168,Tier::N,жывёла,animal
169,Herde::N,статак,turmă
170,Herde::N,статак,cireadă
171,Kuh::N,карова,vacă
172,Bulle::N,бык,taur
173,Pferd::N,конь,cal
174,Schaf::N,авечка,oaie
175,Schwein::N,свіння,porc
176,Hund::N,сабака,câine
177,Katze::N,кошка,pisică
178,Bär::N,мядзведзь,urs
179,Eichhörnchen::N,вавёрка,veveriță
180,Elch::N,лось,elan
181,Fuchs::N,ліса,vulpe
182,Hase::N,заяц,iepure
183,Maus::N,мыш,șoarece
184,Wolf::N,воўк,lup
185,Vogel::N,птах,pasăre
186,Vogel::N,птушка,pasăre
187,Schwarm::N,чарада,cârd
188,Huhn::N,курыца,găină
189,Hahn::N,певень,cocoș
190,Gans::N,гусь,gâscă
191,Adler::N,арол,vultur
192,Ente::N,качка,rață
193,Eule::N,сава,bufniță
194,Kranich::N,жораў,cocor
195,Kranich::N,журавель,cocor
196,Krähe::N,варона,cioară
197,Kuckuck::N,зязюля,cuc
198,Schwan::N,лебедзь,lebădă
199,Fisch::N,рыба,pește
200,Barsch::N,акунь,biban
201,Hecht::N,шчупак,știucă
202,Schlange[Tier]::N,змяя,șarpe
203,Wurm::N,чарвяк,vierme
204,Spinne::N,павук,păianjen
205,Ameise::N,мурашка,furnică
206,Laus::N,вош,păduche
207,Mücke::N,камар,țânțar
208,Fliege::N,муха,muscă
209,Schmetterling::N,матыль,fluture
210,Beere::N,ягада,boabă
211,Apfel::N,яблык,măr
212,Pilz::N,грыб,burete
213,Pilz::N,грыб,ciupercă
214,Zwiebel::N,цыбуля,ceapă
215,Saat::N,семя,semănătură
216,Korn::N,зерне,grâu
217,Heu::N,сена,fân
218,Schale::N,шалупінне,coajă
219,Grube::N,яма,groapă
220,Falle::N,пастка,cursă
221,Falle::N,пастка,capcană
222,Schlinge::N,сіло,laț
223,Spur::N,след,dâră
224,Asche::N,попел,cenușă
225,Dreck::N,бруд,noroi
226,Dreck::N,бруд,murdărie
227,Eisen::N,жалеза,fier
228,Gold::N,золата,aur
229,Silber::N,сребра,argint
230,Kohle::N,вугаль,cărbune
231,Glas::N,шкло,sticlă
232,Lehm::N,гліна,lut
233,Lehm::N,гліна,humă
234,Sand::N,пясок,nisip
235,Mensch::N,чалавек,om
236,Mensch::N,чалавек,persoană
237,Mann::N,мужчына,om
238,Mann::N,мужчына,bărbat
239,Frau::N,жанчына,femeie
240,Kind::N,дзіця,copil
241,Junge::N,хлопчык,băiat
242,Junge::N,хлопчык,flăcău
243,Mädchen::N,дзяўчынка,fată
244,Familie::N,сямʼя,familie
245,Großvater::N,дзядуля,bunic
246,Großvater::N,дзядуля,tată mare
247,Großmutter::N,бабуля,bunică
248,Großmutter::N,бабуля,mamă mare
249,Eltern::N,бацькі,părinți
250,Vater::N,бацька,tată
251,Vater::N,бацька,părinte
252,Mutter::N,маці,mamă
253,Sohn::N,сын,fiu
254,Sohn::N,сын,fecior
255,Tochter::N,дачка,fiică
256,Bruder::N,брат,frate
257,Schwester::N,сястра,soră
258,Onkel::N,дзядзька,unchi
259,Tante::N,цётка,mătușă
260,Ehemann::N,муж,soț
261,Ehemann::N,муж,bărbat
262,Ehefrau::N,жонка,soție
263,Freude::N,радасць,bucurie
264,Gelächter::N,смех,râset
265,Glück::N,шчасце,fericire
266,Kummer::N,гора,mâhnire
267,Wunsch::N,жаданне,dorință
268,Wunsch::N,жаданне,deziderat
269,Lust::N,цяга,poftă
270,Lust::N,цяга,înclinare
271,Geist::N,дух,duh
272,Geist::N,дух,minte
273,Geist::N,дух,suflet
274,Gedanke::N,думка,gând
275,Gedanke::N,думка,cuget
276,Gedächtnis::N,памяць,memorie
277,Verstand::N,розум,minte
278,Verstand::N,розум,intelect
279,Sinn::N,сэнс,sens
280,Sinn::N,сэнс,înțeles
281,Grund::N,зачэпка,cauză
282,Grund::N,зачэпка,pricină
283,Wahrheit::N,праўда,adevăr
284,Gespräch::N,размова,convorbire
285,Gespräch::N,размова,conversație
286,Märchen::N,казка,basm
287,Märchen::N,казка,poveste
288,Erzählung::N,расказ,poveste
289,Erzählung::N,апавяданне,poveste
290,Nachricht::N,вестка,veste
291,Nachricht::N,паведамленне,veste
292,Neuigkeit::N,навіна,noutate
293,Neuigkeit::N,навіна,actualitate
294,Name::N,імя,nume
295,Rätsel::N,загадка,ghicitoare
296,Rede::N,прамова,discurs
297,Sprache::N,мова,limbă
298,Sprache::N,мова,limbaj
299,Stimme::N,голас,glas
300,Wort::N,слова,cuvânt
301,Zeichen::N,знак,semn
302,Zeichen::N,знак,semnal
303,Ruf::N,кліч,chemare
304,Lärm::N,шум,zgomot
305,Lärm::N,шум,tărăboi
306,Laut::N,гук,sunet
307,Ton::N,гучанне,ton
308,Lied::N,песня,cântec
309,Ruhe::N,спакой,odihnă
310,Ruhe::N,спакой,liniște
311,Leute::N,людзі,lume
312,Leute::N,людзі,oameni
313,Volk::N,народ,popor
314,Volk::N,народ,națiune
315,Arbeit::N,праца,lucru
316,Arbeit::N,работа,lucru
317,Gast::N,госць,musafir
318,Geschenk::N,падарунак,dar
319,Geschenk::N,падарунак,cadou
320,Spiel::N,гульня,joc
321,Gesellschaft::N,таварыства,societate
322,Hilfe::N,дапамога,ajutor
323,Freund::N,друг,amic
324,Freund::N,друг,prieten
325,Freund::N,сябар,amic
326,Freund::N,сябар,prieten
327,Kamerad::N,прыяцель,tovarăș
328,Angelegenheit::N,справа,afacere
329,Anzahl::N,колькасць,număr
330,Anzahl::N,колькасць,cantitate
331,Art::N,від,fel
332,Art::N,від,specie
333,Stück::N,кусок,bucată
334,Stück::N,кавалак,bucată
335,Teil::N,частка,parte
336,Teil::N,частка,porție
337,Hälfte::N,палова,jumătate
338,Hälfte::N,палавіна,jumătate
339,Kreis::N,круг,cerc
340,Kreuz::N,крыж,cruce
341,Linie::N,лінія,linie
342,Strich::N,рыса,linie
343,Strich::N,рыса,trăsătură
344,Abstand::N,прамежак,distanță
345,Abstand::N,прамежак,depărtare
346,Entfernung::N,адлегласць,distanță
347,Entfernung::N,адлегласць,depărtare
348,Gegend::N,мясцовасць,regiune
349,Platz::N,месца,loc
350,Ort::N,месца,loc
351,Seite::N,бок,latură
352,Mitte::N,сярэдзіна,centru
353,Gegenstand::N,прадмет,obiect
354,Sache::N,рэч,lucru
355,Sache::N,рэч,chestie
356,Rand::N,край,bordură
357,Kante::N,руб,muchie
358,Kante::N,руб,bordură
359,Kante::N,кант,muchie
360,Kante::N,кант,bordură
361,Ecke::N,вугал,colț
362,Spitze::N,кончык,vârf
363,Spitze::N,кончык,creștet
364,Ende::N,канец,capăt
365,Loch::N,дзірка,gaură
366,Winkel::N,вугал,colț
367,Muster::N,узор,desen
368,Größe::N,памер,mărime
369,Länge::N,даўжыня,lungime
370,Höhe::N,вышыня,înălțime
371,Gewicht::N,вага,greutate
372,Menge::N,колькасць,cantitate
373,Haufen::N,куча,grămadă
374,Reihe::N,рад,șir
375,Reihe::N,рад,rând
376,Boot::N,лодка,barcă
377,Boot::N,лодка,luntre
378,Ruder::N,вясло,vâslă
379,Ruder::N,вясло,lopată
380,Schlitten::N,сані,sanie
381,Ski::N,лыжа,schi
382,Lagerfeuer::N,вогнішча,foc de tabără
383,Last::N,цяжар,povară
384,Last::N,цяжар,sarcină
385,Gang::N,ход,mers
386,Gang::N,ход,umblet
387,Schritt::N,шаг,pas
388,Schritt::N,крок,pas
389,Norden::N,поўнач,nord
390,Norden::N,поўнач,miazănoapte
391,Süden::N,поўдзень,sud
392,Süden::N,поўдзень,miazăzi
393,Westen::N,захад,apus
394,Osten::N,усход,est
395,Osten::N,усход,răsărit
396,Holz::N,дрэва,lemn
397,Holz::N,драўніна,lemn
398,Brett::N,дошка,scândură
399,Platte::N,пліта,placă
400,Stütze::N,падпорка,proptea
401,Stange::N,жэрдка,bară
402,Stange::N,жэрдка,prăjină
403,Stock::N,палка,băț
404,Stock::N,палка,baston
405,Stab::N,шост,baston
406,Stab::N,шост,prăjină
407,Rohr::N,труба,tub
408,Rohr::N,труба,țeavă
409,Haus::N,дом,casă
410,Heim::N,дом,casă
411,Heim::N,дом,cămin
412,Heim::N,хата,casă
413,Heim::N,хата,cămin
414,Ofen::N,печ,sobă
415,Fußboden::N,падлога,podea
416,Fußboden::N,падлога,dușumea
417,Tisch::N,стол,masă
418,Stuhl::N,стул,scaun
419,Stuhl::N,крэсла,scaun
420,Wiege::N,калыска,leagăn
421,Bett::N,ложак,pat
422,Bett::N,пасцель,pat
423,Regal::N,паліца,rafturi
424,Kiste::N,скрынка,ladă
425,Kiste::N,скрынка,cutie
426,Fenster::N,акно,fereastră
427,Tür::N,дзверы,ușă
428,Tor::N,вароты,poartă
429,Zaun::N,агароджа,gard
430,Dach::N,дах,acoperiș
431,Leiter::N,лесвіца,scară
432,Besen::N,мятла,mătură
433,Spaten::N,лапата,cazma
434,Spaten::N,лапата,hârleț
435,Spaten::N,жалязняк,cazma
436,Spaten::N,жалязняк,hârleț
437,Schaufel::N,шуфлік,lopată
438,Schaufel::N,лапатка,lopată
439,Gabel::N,відэлец,furculiță
440,Löffel::N,лыжка,lingură
441,Messer::N,нож,cuțit
442,Nagel::N,цвік,cui
443,Netz::N,сетка,plasă
444,Haken::N,крук,cârlig
445,Griff::N,ручка,mâner
446,Schloss::N,замок,lacăt
447,Bild::N,карціна,tablou
448,Bild::N,карціна,imagine
449,Figur::N,фігура,chip
450,Figur::N,фігура,figură
451,Puppe::N,лялька,păpușă
452,Beutel::N,мяшок,pungă
453,Beutel::N,мяшок,săculeț
454,Bündel::N,вязка,mănunchi
455,Tasche::N,торба,geantă
456,Eimer::N,вядро,găleată
457,Deckel::N,накрыўка,capac
458,Geschirr::N,пасуда,vase
459,Geschirr::N,пасуда,tacâmuri
460,Sack::N,мех,sac
461,Tasse::N,кубак,ceașcă
462,Topf::N,каструля,oală
463,Kessel::N,кацёл,cazan
464,Kessel::N,кацёл,căldare
465,Essen::N,ежа,mâncare
466,Nahrung::N,харч,hrană
467,Nahrung::N,харч,aliment
468,Speise::N,страва,bucate
469,Speise::N,страва,fel de bucate
470,Fleisch::N,мяса,carne
471,Getreide::N,збожжа,cereale
472,Brei::N,каша,pireu
473,Brot::N,хлеб,pâine
474,Scheibe::N,луста,felie
475,Scheibe::N,луста,bucată
476,Scheibe::N,скібка,felie
477,Scheibe::N,скібка,bucată
478,Fett::N,тлушч,untură
479,Fett::N,тлушч,grăsime
480,Butter::N,масла,unt
481,Öl::N,алей,ulei
482,Salz::N,соль,sare
483,Suppe::N,суп,supă
484,Suppe::N,суп,ciorbă
485,Honig::N,мёд,miere
486,Milch::N,малако,lapte
487,Tee::N,чай,ceai
488,Tee::N,гарбата,ceai
489,Leder::N,скура,piele
490,Wolle::N,воўна,lână
491,Stoff::N,тканіна,stofă
492,Nadel::N,іголка,ac
493,Faden::N,нітка,ață
494,Knopf::N,гузік,buton
495,Knoten::N,вузел,nod
496,Farbe::N,фарба,vopsea
497,Kleidung::N,адзенне,haine
498,Kleidung::N,адзенне,îmbrăcăminte
499,Hemd::N,кашуля,cămașă
500,Kragen::N,каўнер,guler
501,Ärmel::N,рукаў,mânecă
502,Hose::N,штаны,pantaloni
503,Gürtel::N,пояс,cordon
504,Mütze::N,шапка,șapcă
505,Schuh::N,чаравік,gheată
506,Stiefel::N,бот,cizmă
507,Ring::N,кольца,inel
508,Ring::N,кольца,verigă
509,Band::N,стужка,panglică
510,Band::N,стужка,șiret
511,Kamm::N,расчоска,pieptene
512,Spiegel::N,люстра,oglindă
513,Riemen::N,рэмень,curea
514,Schnur::N,вяроўка,funie
515,Schnur::N,вяроўка,sfoară
516,Leine::N,павадок,lesă
517,Leine::N,павадок,curea
518,Decke::N,коўдра,pătură
519,Kissen::N,падушка,pernă
520,Tuch::N,хустка,batic
521,Handtuch::N,ручнік,prosop
522,Handtuch::N,ручнік,ștergar
523,Kraft::N,сіла,forță
524,Kraft::N,сіла,putere
525,Stärke::N,моц,tărie
526,Stärke::N,моц,vigoare
527,Gesundheit::N,здароўе,sănătate
528,Krankheit::N,хвароба,boală
529,Krankheit::N,хвароба,maladie
530,Schmerz::N,боль,durere
531,Wunde::N,рана,rană
532,Fieber::N,гарачка,febră
533,Fieber::N,ліхаманка,febră
534,Arznei::N,лекі,leac
535,Arznei::N,лекі,medicament
536,Brücke::N,мост,pod
537,Brücke::N,мост,punte
538,Brunnen::N,калодзеж,puț
539,Weide::N,паша,izlaz
540,Weide::N,паша,pășune
541,Pfad::N,сцежка,cărare
542,Weg::N,шлях,drum
543,Weg::N,дарога,drum
544,Straße::N,вуліца,cale
545,Straße::N,вуліца,stradă
546,Dorf::N,вёска,sat
547,Stadt::N,горад,oraș
548,Brief::N,ліст,scrisoare
549,Brief::N,пісьмо,scrisoare
550,Buch::N,кніга,carte
551,Buchstabe::N,літара,literă
552,Buchstabe::N,літара,caracter
553,Zeitung::N,газета,ziar
554,Zeitung::N,газета,gazetă
555,Leben::N,жыццё,viață
556,Tod::N,смерць,moarte
557,Grab::N,магіла,groapă
558,Grab::N,магіла,mormânt
559,Kirche::N,касцёл,biserică
560,Kirche::N,царква,biserică
561,Sünde::N,грэх,păcat
562,Gott::N,бог,zeu
563,Arbeiter::N,рабочы,muncitor
564,Chef::N,начальнік,șef
565,Meister::N,майстар,meșter
566,Meister::N,майстар,maestru
567,Arzt::N,урач,medic
568,Arzt::N,урач,doctor
569,Lehrer::N,настаўнік,profesor
570,Lehrer::N,настаўнік,învățător
571,Geld::N,грошы,bani
572,Geld::N,грошы,parale
573,Geschäft::N,заняцце,treabă
574,Geschäft::N,заняцце,afacere
575,Laden::N,крама,magazin
576,Laden::N,крама,prăvălie
577,Laden::N,магазін,magazin
578,Laden::N,магазін,prăvălie
579,Preis::N,цана,preț
580,Ware::N,тавар,marfă
581,Nutzen::N,выгада,folos
582,Nutzen::N,выгада,profit
583,Reichtum::N,багацце,avuție
584,Reichtum::N,багацце,bogăție
585,Welt::N,свет,lume
586,Land::N,краіна,țară
587,Staat::N,дзяржава,stat
588,König::N,кароль,rege
589,Macht::N,улада,putere
590,Macht::N,улада,putință
591,Grenze::N,граніца,hotar
592,Grenze::N,граніца,graniță
593,Grenze::N,граніца,frontieră
594,Krieg::N,вайна,război
595,Feind::N,вораг,dușman
596,Gewalt::N,насілле,violență
597,Kampf::N,барацьба,luptă
598,Bogen[Waffe]::N,лук,arc
599,Pfeil::N,страла,săgeată
600,Gewehr::N,ружжо,armă
601,Gewehr::N,ружжо,pușcă
602,Fehler::N,памылка,eroare
603,Fehler::N,памылка,greșeală
604,Lüge::N,хлусня,minciună
605,Schaden::N,шкода,daună
606,Schaden::N,шкода,pagubă
607,Unglück::N,ліха,nenorocire
608,Unglück::N,бядота,nenorocire
609,Schuld::N,віна,vină
610,Alter::N,узрост,etate
611,Alter::N,узрост,vârstă
612,Schluss::N,канец,sfârșit
613,Zeit::N,час,timp
614,Zeit::N,час,vreme
615,Tag::N,дзень,zi
616,Morgen::N,ранак,dimineață
617,Morgen::N,раніца,dimineață
618,Mittag::N,паўдня,prânz
619,Mittag::N,паўдня,amiază
620,Mittag::N,поўдзень,prânz
621,Mittag::N,поўдзень,amiază
622,Abend::N,вечар,seară
623,Nacht::N,ноч,noapte
624,Woche::N,тыдзень,săptămână
625,Monat::N,месяц,lună
626,Jahr::N,год,an
627,Frühling::N,вясна,primăvară
628,Sommer::N,лета,vară
629,Herbst::N,восень,toamnă
630,Winter::N,зіма,iarnă
631,Januar::N,студзень,ianuarie
632,Februar::N,люты,februarie
633,März::N,сакавік,martie
634,April::N,красавік,aprilie
635,Mai::N,май,mai
636,Mai::N,травень,mai
637,Juni::N,чэрвень,iunie
638,Juli::N,ліпень,iulie
639,August::N,жнівень,august
640,September::N,верасень,septembrie
641,Oktober::N,кастрычнік,octombrie
642,November::N,лістапад,noiembrie
643,Dezember::N,снежань,decembrie
644,Montag::N,панядзелак,luni
645,Dienstag::N,аўторак,marți
646,Mittwoch::N,серада,miercuri
647,Donnerstag::N,чацвер,joi
648,Freitag::N,пятніца,vineri
649,Samstag::N,субота,sâmbătă
650,Sonntag::N,нядзеля,duminică
651,groß::A,вялікі,mare
652,klein::A,маленькі,mic
653,lang::A,доўгі,lung
654,kurz::A,кароткі,scurt
655,breit::A,шырокі,lat
656,breit::A,шырокі,larg
657,schmal::A,вузкі,strâmt
658,dicht::A,густы,des
659,dick[Gegenstand]::A,тоўсты,gros
660,dünn::A,тонкі,subțire
661,fein::A,тонкі,fin
662,fein::A,тонкі,subțire
663,fest::A,моцны,tare
664,fest::A,моцны,solid
665,flach::A,плоскі,șes
666,flach::A,плоскі,plan
667,glatt::A,гладкі,lins
668,hart::A,цвёрды,dur
669,weich::A,мяккі,moale
670,rund::A,круглы,rotund
671,rund::A,круглы,circular
672,spitz::A,спічасты,ascuțit
673,spitz::A,востраканцовы,ascuțit
674,scharf::A,востры,tăios
675,scharf::A,востры,ascuțit
676,stumpf::A,тупы,tocit
677,schwer::A,цяжкі,greu
678,schön::A,прыгожы,frumos
679,heiß::A,гарачы,cald
680,heiß::A,гарачы,fierbinte
681,warm::A,цёплы,cald
682,warm::A,цёплы,fierbinte
683,kalt::A,холадны,rece
684,kühl::A,халаднаваты,rece
685,kühl::A,халаднаваты,răcoros
686,frisch::A,свежы,răcoros
687,frisch::A,свежы,proaspăt
688,feucht::A,вільготны,umed
689,feucht::A,вільготны,jilav
690,nass::A,мокры,ud
691,trocken::A,сухі,sec
692,trocken::A,сухі,uscat
693,voll::A,поўны,plin
694,leer::A,пусты,gol
695,offen::A,адкрыты,deschis
696,offen::A,адчынены,deschis
697,geschlossen::A,закрыты,închis
698,geschlossen::A,зачынены,închis
699,sauber::A,чысты,curat
700,schmutzig::A,брудны,murdar
701,roh::A,сыры,crud
702,reif::A,спелы,copt
703,lecker::A,смачны,gustos
704,süß::A,салодкі,dulce
705,bitter::A,горкі,amar
706,sauer::A,кіслы,acru
707,hell::A,светлы,clar
708,hell::A,светлы,luminos
709,dunkel::A,цёмны,obscur
710,dunkel::A,цёмны,întunecos
711,schwarz::A,чорны,negru
712,weiß::A,белы,alb
713,rot::A,чырвоны,roșu
714,gelb::A,жоўты,galben
715,blau::A,сіні,albastru
716,grün::A,зялёны,verde
717,grau::A,шэры,gri
718,grau::A,шэры,cenușiu
719,bunt::A,пяресты,colorat
720,billig::A,танны,ieftin
721,teuer::A,дарагі,scump
722,wertvoll::A,цэнны,prețios
723,wertvoll::A,каштоўны,prețios
724,blind::A,сляпы,orb
725,taub::A,глухі,surd
726,kräftig::A,магутны,tare
727,kräftig::A,магутны,forte
728,kräftig::A,магутны,robust
729,stark::A,сільны,viguros
730,stark::A,сільны,puternic
731,schwach::A,слабы,slab
732,schwach::A,слабы,debil
733,fett::A,тлусты,gras
734,schlank::A,стройны,zvelt
735,hübsch::A,чароўны,drăguț
736,böse::A,злы,rău
737,böse::A,злы,răutăcios
738,dumm::A,дурны,nerod
739,dumm::A,дурны,tâmpit
740,faul::A,лянівы,leneș
741,fleißig::A,руплівы,harnic
742,fleißig::A,руплівы,sârguincios
743,geizig::A,прагны,calic
744,geizig::A,прагны,zgârcit
745,klug::A,разумны,isteț
746,klug::A,разумны,deștept
747,geschickt::A,умелы,dibaci
748,lieb::A,мілы,drag
749,lieb::A,мілы,iubit
750,lustig::A,вясёлы,vesel
751,sanft::A,ласкавы,blând
752,sanft::A,ласкавы,blajin
753,hungrig::A,галодны,flămând
754,krank::A,хворы,bolnav
755,nackt::A,голы,gol
756,traurig::A,сумны,trist
757,traurig::A,сумны,mâhnit
758,lebendig::A,жывы,viu
759,gut::A,добры,bun
760,schlecht::A,кепскі,rău
761,schlecht::A,кепскі,prost
762,richtig::A,правільны,drept
763,richtig::A,правільны,corect
764,schlimm::A,агідны,rău
765,wahr::A,сапраўдны,adevărat
766,alt::A,стары,uzat
767,alt::A,стары,vechi
768,neu::A,новы,nou
769,ehemalig::A,былы,fost
770,ehemalig::A,былы,anterior
771,alt[Lebewesen]::A,стары,bătrîn
772,jung::A,малады,tânăr
773,arm::A,бедны,sărac
774,arm::A,бедны,sărman
775,reich::A,багаты,avut
776,reich::A,багаты,bogat
777,bekannt::A,знаёмы,cunoscut
778,berühmt::A,славуты,renumit
779,fremd::A,чужы,străin
780,verschieden::A,розны,diferit
781,verschieden::A,розны,deosebit
782,nah::A,блізкі,apropiat
783,fern::A,далёкі,departe
784,linker::A,левы,stâng
785,rechter::A,правы,drept
786,anderer::A,іншы,alt
787,anderer::A,другі,alt
788,erster::A,першы,prim
789,zweiter::A,другі,al doilea
790,dritter::A,трэці,treilea
791,letzter::A,апошні,final
792,allein::ADV,сам,singur
793,allein::ADV,адзін,singur
794,auf einmal::ADV,адразу,dintrodată
795,zusammen::ADV,разам,împreună
796,lange::ADV,доўга,îndelung
797,lange::ADV,доўга,mult timp
798,plötzlich::ADV,раптам,deodată
799,plötzlich::ADV,раптам,pe neașteptate
800,sofort::ADV,зараз,imediat
801,sofort::ADV,зараз,numaidecît
802,später::ADV,пазней,mai apoi
803,später::ADV,пазней,mai târziu
804,jetzt::ADV,цяпер,acum
805,heute::ADV,сёння,azi
806,heute::ADV,сёння,astăzi
807,morgen::ADV,заўтра,mâine
808,bald::ADV,хутка,curând
809,bald::ADV,неўзабаве,curând
810,dann::ADV,потым,apoi
811,gestern::ADV,учора,ieri
812,einst::ADV,аднойчы,odată
813,einst::ADV,аднойчы,odinioară
814,damals::ADV,тады,atunci
815,damals::ADV,тады,pe atunci
816,danach::ADV,затым,după aceasta
817,vorher::ADV,раней,mai întâi
818,vorher::ADV,раней,în prealabil
819,zuerst::ADV,спярша,întâi
820,zuerst::ADV,спярша,în primul rând
821,zuerst::ADV,спачатку,întâi
822,zuerst::ADV,спачатку,în primul rând
823,einmal::ADV,адзін раз,odată
824,manchmal::ADV,часам,uneori
825,manchmal::ADV,часам,câteodată
826,oft::ADV,часта,des
827,oft::ADV,часта,deseori
828,immer::ADV,заўсёды,mereu
829,immer::ADV,заўсёды,întotdeauna
830,niemals::ADV,ніколі,niciodată
831,hier::ADV,тут,aci
832,hier::ADV,тут,aici
