,Concept_ID,lez,mdf
210,Dreck::N,кьуруш,ърда́з
211,Eisen::N,ракь,кшни
212,Gold::N,алтун,ока
213,Gold::N,алтун,золота
214,Silber::N,гимиш,сия́
215,Kohle::N,цӏивин,седь
216,Kohle::N,цӏивин,седьвальмя
217,Glas::N,шуьше,кля́нцек
218,Lehm::N,ччеб,сёвонь
219,Sand::N,къум,шува́р
220,Mensch::N,инсан,ломань
221,Mann::N,итим,аля
222,Mann::N,итим,цёраломань
223,Frau::N,паб,ава
224,Frau::N,дишегьли,ава
225,Kind::N,аял,идь
226,Kind::N,аял,шаба
227,Junge::N,гада,цёраня
228,Mädchen::N,руш,стирня́
229,Familie::N,хзан,тнал
230,Familie::N,хзан,семья
231,Familie::N,килфет,тнал
232,Familie::N,килфет,семья
233,Großvater::N,чӏехи буба,атя
234,Großvater::N,чӏехи буба,щя́тя
235,Großmutter::N,чӏехи диде,баба
236,Eltern::N,диде-буба,тя́дят-а́лят
237,Vater::N,буба,аля
238,Mutter::N,диде,ава
239,Mutter::N,диде,тядя
240,Sohn::N,хва,цёра
241,Tochter::N,руш,стирь
242,Bruder::N,стха,дуган
243,Bruder::N,стха,пяльне
244,Schwester::N,вах,ака
245,Schwester::N,вах,сазор
246,Onkel::N,ими,оця
247,Onkel::N,ими,патя
248,Onkel::N,ими,щеня́
249,Onkel::N,халу,оця
250,Onkel::N,халу,патя
251,Onkel::N,халу,щеня́
252,Tante::N,эме,ака
253,Tante::N,эме,щака
254,Tante::N,хала,ака
255,Tante::N,хала,щака
256,Ehemann::N,гъуьл,мирде
257,Ehefrau::N,паб,ърьвя́
258,Freude::N,шадвал,ке́нярдема
259,Gelächter::N,хъвер,рахсема
260,Glück::N,бахт,паваз
261,Kummer::N,дерт,ризф
262,Kummer::N,дерт,пичефкс
263,Kummer::N,хажалат,ризф
264,Kummer::N,хажалат,пичефкс
265,Wunsch::N,мурад,мяль
266,Wunsch::N,мурад,таколдома
267,Lust::N,гьевес,таколдома
268,Geist::N,руьгь,вайме
269,Gedanke::N,фикир,мяль
270,Verstand::N,акьул,прявий
271,Sinn::N,мана,ён
272,Grund::N,себеб,туфта́л
273,Wahrheit::N,керчек,ви́де
274,Wahrheit::N,керчек,видеши́
275,Wahrheit::N,гьакъикъат,ви́де
276,Wahrheit::N,гьакъикъат,видеши́
277,Gespräch::N,ихтилат,корхтама
278,Märchen::N,мах,ёфкс
279,Erzählung::N,кьиса,азкс
280,Nachricht::N,хабар,куля́
281,Neuigkeit::N,цӏийи хабар,куля́
282,Name::N,тӏвар,лем
283,Rätsel::N,мискӏал,со́дама ёфкс
284,Rede::N,рахун,вал
285,Rede::N,рахун,корхтама
286,Sprache::N,чӏал,кяль
287,Stimme::N,ван,вайгяль
288,Wort::N,гаф,вал
289,Zeichen::N,ишара,тя́ште
290,Zeichen::N,ишара,тя́штькс
291,Ruf::N,эвер,тердема
292,Lärm::N,ван-сес,гайф
293,Lärm::N,ван-сес,жалакодома
294,Laut::N,ван,вайгяль
295,Laut::N,сес,вайгяль
296,Ton::N,ван-сес,вайгяль
297,Lied::N,мани,мора
298,Ruhe::N,ласвал,сетьме
299,Ruhe::N,фаракъат,сетьме
300,Ruhe::N,асайиш,сетьме
301,Leute::N,инсанар,ломатть
302,Volk::N,халкь,наро́д
303,Arbeit::N,кӏвалах,тев
304,Gast::N,мугьман,и́нжи
305,Gast::N,мугьман,ко́нак
306,Geschenk::N,савкьат,казне
307,Spiel::N,къугъун,налхкома
308,Spiel::N,къугъун,налхксема
309,Gesellschaft::N,жемят,кружок
310,Gesellschaft::N,общество,кружок
311,Hilfe::N,куьмек,лездома
312,Freund::N,дуст,я́лга
313,Kamerad::N,яр-дуст,я́лга
314,Angelegenheit::N,кар,тев
315,Anzahl::N,сан,лувкс
316,Anzahl::N,кьадар,лувкс
317,Art::N,жуьре,вид
318,Stück::N,кӏус,пакш
319,Teil::N,пай,часть
320,Teil::N,пай,пялькс
321,Hälfte::N,зур,пяле
322,Hälfte::N,зур пай,пяле
323,Kreis::N,круг,шаркс
324,Kreis::N,чкаяр,шаркс
325,Kreis::N,элкъвей цӏар,шаркс
326,Kreuz::N,хаш,крёз
327,Linie::N,цӏар,межа
328,Linie::N,цӏар,китькс
329,Strich::N,цӏар,межа
330,Abstand::N,ара,ётка
331,Entfernung::N,мензил,ётка
332,Gegend::N,чка,ва́ста
333,Gegend::N,чка,перьфпя́ль
334,Platz::N,ара,ва́ста
335,Ort::N,чка,ва́ста
336,Seite::N,пад,пяле
337,Mitte::N,юкь,кучка́
338,Gegenstand::N,затӏ,веща
339,Sache::N,шей,тев
340,Sache::N,шей,веща
341,Sache::N,затӏ,тев
342,Sache::N,затӏ,веща
343,Rand::N,къерех,пе
344,Kante::N,син,и́рдез
345,Ecke::N,пӏипӏ,ужа
346,Spitze::N,кӏвенкӏв,пря
347,Ende::N,кьил,пе
348,Loch::N,тӏеквен,варя
349,Winkel::N,пӏипӏ,ужа
350,Muster::N,гишир,сёрма
351,Größe::N,кьадар,серь
352,Länge::N,яргъивал,кува́лма
353,Höhe::N,кьакьанвал,серь
354,Gewicht::N,заланвал,сталма
355,Menge::N,кьадар,лувкс
356,Haufen::N,хара,мар
357,Reihe::N,жерге,ряд
358,Boot::N,луьткве,венеж
359,Ruder::N,кьусу,миле
360,Schlitten::N,гъелерар,ну́рда
361,Lagerfeuer::N,цӏай,то́лмар
362,Last::N,заланвал,канкс
363,Last::N,заланвал,сталма
364,Gang::N,ериш,молема
365,Schritt::N,къадам,аськолкс
366,Norden::N,кефер,якшама шире
367,Norden::N,кефер пад,якшама шире
368,Süden::N,кьибле,ля́мбе ши́ре
369,Westen::N,рагъакӏидай пад,ши валгома шире
370,Osten::N,рагъэкъечӏдай пад,шинь стяма шире
371,Holz::N,кӏарас,вирь
372,Holz::N,кӏарас,шуфта
373,Brett::N,кьул,лавця
374,Brett::N,тахта,лавця
375,Stütze::N,даях,неже
376,Stange::N,юрк,олга
377,Stock::N,лаш,байдек
378,Stab::N,юрк,олгоня
379,Rohr::N,турба,турама
380,Haus::N,ужагъ,куд
381,Heim::N,кӏвал,куд
382,Ofen::N,пич,пянакуд
383,Fußboden::N,кӏвалин ччил,кия́кс
384,Tisch::N,стол,шра
385,Tisch::N,стол,моркш
386,Stuhl::N,стул,стул
387,Wiege::N,кьеб,нюря́м
388,Bett::N,тахт,ацам
389,Regal::N,кьацӏ,лавцяланга
390,Kiste::N,ящик,парга
391,Fenster::N,дакӏар,валмья
392,Tür::N,рак,кенкш
393,Tor::N,варар,ортат
394,Zaun::N,пару,перяфкс
395,Dach::N,къав,кудпря
396,Leiter::N,гурар,куцема
397,Besen::N,таран кул,тяльме
398,Spaten::N,ппер,ка́йме
399,Schaufel::N,хекендаз,ко́поня
400,Schaufel::N,хекендаз,ця́рдом
401,Gabel::N,шиш,ця́нгоня
402,Löffel::N,тӏур,куцю
403,Messer::N,чукӏул,пеель
404,Nagel::N,мих,эска
405,Netz::N,чил,
406,Haken::N,къармах,кя́чказ
407,Griff::N,ттум,недь
408,Griff::N,ттум,кунда́мка
409,Schloss::N,куьлег,замо́к
410,Bild::N,шикил,карти́на
411,Bild::N,суьрет,карти́на
412,Figur::N,фигура,ронга-понда
413,Puppe::N,нини,ня́ка
414,Beutel::N,тагъар,кяскав
415,Bündel::N,галгам,кярьме
416,Tasche::N,чанта,кошяльня
417,Eimer::N,ведре,ве́дарка
418,Deckel::N,кьил,тавадкс
419,Deckel::N,кьил,вельхкс
420,Deckel::N,къалпагъ,тавадкс
421,Deckel::N,къалпагъ,вельхкс
422,Geschirr::N,къаб-къажах,кядьге
423,Sack::N,чувал,кяскав
424,Tasse::N,сукӏра,ша́ваня
425,Topf::N,къажгъан,кавозь
426,Kessel::N,къажгъан,сргавозь
427,Essen::N,тӏуьн,ярхцама
428,Nahrung::N,тӏуьн,ярхцампяль
429,Speise::N,хуьрек,ярхцама
430,Fleisch::N,як,пал
431,Fleisch::N,як,сиволь
432,Getreide::N,техил,сёра
433,Brei::N,хапӏа,ям
434,Brei::N,хешил,ям
435,Brot::N,фу,кши
436,Scheibe::N,чӏук,кочам
437,Fett::N,ягълу,куя́
438,Butter::N,гъери,вай
439,Öl::N,ягълу,вай
440,Salz::N,кьел,сал
441,Suppe::N,суп,шонгарям
442,Suppe::N,суп,коршампяль
443,Suppe::N,шурпа,шонгарям
444,Suppe::N,шурпа,коршампяль
445,Honig::N,вирт,медь
446,Milch::N,нек,лофца
447,Tee::N,чай,чай
448,Leder::N,тумаж,кедь
449,Wolle::N,йис,пона
450,Stoff::N,парча,котф
451,Nadel::N,раб,салмокс
452,Faden::N,гъал,сюре
453,Knopf::N,дуьгме,пуня
454,Knoten::N,тӏвал,сюлма
455,Farbe::N,ранг,архтомбяль
456,Kleidung::N,партал,щам
457,Hemd::N,перем,па́нар
458,Kragen::N,хев,сиве
459,Ärmel::N,хел,ожа
460,Hose::N,шалвар,понкст
461,Gürtel::N,чӏул,каркс
462,Mütze::N,бармак,вазь
463,Mütze::N,бапӏах,вазь
464,Schuh::N,ботинка,башма́к
465,Stiefel::N,чекме,кя́ме
466,Ring::N,тупӏал,суркс
467,Band::N,тасма,керькс
468,Band::N,тасма,лента
469,Kamm::N,регъ,сюрьхцем
470,Spiegel::N,гуьзгуь,ванома
471,Riemen::N,къайиш,шнань каркс
472,Schnur::N,еб,пикс
473,Schnur::N,еб,карькскя
474,Decke::N,яргъан,вельхкс
475,Kissen::N,хъуьцуьган,тоду
476,Tuch::N,шал,руця́
477,Handtuch::N,дасмал,на́рдама
478,Kraft::N,гуж,вий
479,Stärke::N,къуват,вииши
480,Gesundheit::N,сагъвал,шумбраши́
481,Krankheit::N,тӏал,урма́
482,Krankheit::N,тӏал,сярядема
483,Schmerz::N,тӏал,маряма
484,Schmerz::N,тӏарвал,маряма
485,Wunde::N,хер,керф
486,Fieber::N,ифин,маштыкс
487,Arznei::N,дарман,надо́бья
488,Arznei::N,дарман,пъчка́фтома
489,Brücke::N,муьгъ,седь
490,Brunnen::N,къуй,эши
491,Weide::N,уьруьш,ванома васта
492,Pfad::N,рехъ,ян
493,Pfad::N,рехъ,киня́
494,Weg::N,рехъ,ки
495,Straße::N,рехъ,ки
496,Dorf::N,хуьр,веле
497,Stadt::N,шегьер,ош
498,Brief::N,кагъаз,сёрма
499,Buch::N,улуб,книга
500,Buchstabe::N,гьарф,бу́ква
501,Zeitung::N,газета,газе́та
502,Leben::N,уьмуьр,эряф
503,Leben::N,уьмуьр,эряма
504,Tod::N,кьиникь,кулома́
505,Grab::N,сур,калма
506,Kirche::N,килиса,це́рькав
507,Sünde::N,гунагь,пежеть
508,Sünde::N,гунагь,муворкс
509,Gott::N,аллагь,шкай
510,Arbeiter::N,фяле,трудендай
511,Arbeiter::N,фяле,работник
512,Chef::N,гьаким,азор
513,Chef::N,гьаким,оцюня
514,Meister::N,устӏар,мастяр
515,Arzt::N,доктор,врач
516,Arzt::N,доктор,доктор
517,Lehrer::N,муаллим,учи́тель
518,Geld::N,пул,ярмакт
519,Laden::N,магазин,ла́вка
520,Preis::N,къимет,питне
521,Ware::N,мал,миф
522,Ware::N,мал,ра́маф
523,Ware::N,товар,миф
524,Ware::N,товар,ра́маф
525,Nutzen::N,хийир,пара
526,Nutzen::N,хийир,лезкс
527,Nutzen::N,менфят,пара
528,Nutzen::N,менфят,лезкс
529,Reichtum::N,девлет,ко́зяши
530,Welt::N,дуьнья,свет
531,Land::N,уьлкве,мастор
532,Staat::N,пачагьлугъ,государства
533,Staat::N,государство,государства
534,König::N,пачагь,король
535,Macht::N,власть,азорондама
536,Macht::N,власть,азорксши
537,Grenze::N,сергьят,ёткаян
538,Krieg::N,дяве,война́
539,Feind::N,душман,душман
540,Feind::N,душман,каршек тюри
541,Gewalt::N,гуж,наругама
542,Kampf::N,женг,тюрема́
543,Bogen[Waffe]::N,чӏемерук,нал
544,Pfeil::N,хьел,нал
545,Gewehr::N,тфенг,винто́вка
546,Fehler::N,гъалатӏ,эльбядькс
547,Lüge::N,ттаб,васькафнема
548,Schaden::N,зиян,зия́н
549,Schaden::N,зарар,зия́н
550,Unglück::N,бала,зия́н
551,Unglück::N,бедбахтвал,зия́н
552,Schuld::N,тахсир,муворши
553,Alter::N,яш,эряф кизот
554,Alter::N,яш,эряфонь пинге
555,Schluss::N,эхир,пе
556,Zeit::N,вяде,пинге
557,Tag::N,югъ,ши
558,Morgen::N,пакама,шобдава
559,Mittag::N,нисин,шикучка
560,Abend::N,няни,иля́дь
561,Nacht::N,йиф,ве
562,Woche::N,гьафте,недя́ля
563,Monat::N,варз,ков
564,Jahr::N,йис,киза
565,Frühling::N,гатфар,тунда́
566,Sommer::N,гад,киза
567,Herbst::N,зул,сёксе
568,Winter::N,кьуьд,тяла
569,Januar::N,январь,кельмеков
570,Februar::N,февраль,уфайков
571,März::N,март,марайков
572,April::N,апрель,шудиков
573,Mai::N,май,панжиков
574,Juni::N,июнь,лямбеков
575,Juli::N,июль,псиков
576,August::N,август,сёроньков
577,September::N,сентябрь,тюжягов
578,Oktober::N,октябрь,кельмазаков
579,November::N,ноябрь,эйндамков
580,Dezember::N,декабрь,кучкаков
581,Montag::N,ислен,одговши
582,Dienstag::N,саласа,ша́вши
583,Mittwoch::N,арбе,вержи
584,Donnerstag::N,хемис югъ,шува́ланя
585,Freitag::N,жуьмя,пя́денця
586,Freitag::N,жуьмя югъ,пя́денця
587,Samstag::N,киш,ёткши
588,Sonntag::N,гьяд,таргоши
589,groß::A,еке,оцю
590,groß::A,чӏехи,оцю
591,klein::A,гъвечӏи,ёмла
592,lang::A,яргъи,кува́ка
593,kurz::A,куьруь,нюрьхкя́ня
594,breit::A,гьяркьуь,кели
595,schmal::A,гуьтӏуь,тяйня
596,dicht::A,къалин,сиде
597,dicht::A,къалин,туста
598,dünn::A,кьелечӏ,шува́ня
599,fein::A,шуькӏуь,шува́ня
600,fest::A,кӏеви,кеме
601,flach::A,кьулу,лапш
602,glatt::A,цӏалцӏам,вадяв
603,glatt::A,цӏалцӏам,такор
604,hart::A,кӏеви,калгода
605,weich::A,хъуьтуьл,ляпе
606,rund::A,элкъвей,кру́глай
607,spitz::A,хци,ботаз
608,spitz::A,хци,оржа
609,scharf::A,хци,оржа
610,stumpf::A,къуьруь,ношка
611,schwer::A,залан,стака
612,schön::A,иер,мазы
613,heiß::A,кудай,пси
614,warm::A,чими,лямбе
615,kalt::A,мекьи,кельме
616,kühl::A,къайи,эше
617,frisch::A,таза,свежай
618,frisch::A,михьи,свежай
619,feucht::A,ламу,летьке
620,nass::A,кьежей,начка
621,trocken::A,кьуру,коське
622,voll::A,ацӏай,пяшксе
623,leer::A,буш,шава
624,leer::A,ичӏи,шава
625,offen::A,ахъа,панжада
626,offen::A,ахъа,виде
627,geschlossen::A,кӏеви,пякстаф
628,geschlossen::A,кӏеви,сёлгф
629,sauber::A,михьи,ару
630,schmutzig::A,чиркин,рда́зу
631,schmutzig::A,чиркин,пя́ндра
632,schmutzig::A,кьацӏай,рда́зу
633,schmutzig::A,кьацӏай,пя́ндра
634,roh::A,чиг,верок
635,roh::A,ицӏи,верок
636,reif::A,дигмиш хьайи,ке́нерьф
637,lecker::A,дадлу,танцти
638,süß::A,ширин,ламбама
639,bitter::A,туькьуьл,сяпи
640,sauer::A,цуру,шапама
641,hell::A,экуь,валда
642,dunkel::A,мичӏи,шобда
643,schwarz::A,чӏулав,равжа
644,weiß::A,лацу,акша
645,rot::A,яру,якстерь
646,gelb::A,хъипи,тюжя́
647,blau::A,вили,сенем
648,grün::A,къацу,пиже
649,grün::A,къацу,сянгяря
650,grau::A,рехи,уле
651,bunt::A,цӏару,сёрмав
652,bunt::A,яру-цӏару,сёрмав
653,billig::A,ужуз,у́цез
654,billig::A,ужуз,аф пи́тни
655,teuer::A,багьа,пи́тни
656,wertvoll::A,масан,питни
657,blind::A,буьркьуь,сокор
658,taub::A,биши,пярав
659,kräftig::A,гужлу,пяк вии
660,stark::A,къуватлу,вии
661,schwach::A,такьатсуз,лафча
662,fett::A,куьк,куя́
663,schlank::A,шумал,виде ронга
664,hübsch::A,гуьрчег,мазы
665,böse::A,пис,кяжи
666,dumm::A,ахмакь,аф ёню
667,dumm::A,ахмакь,шава пря
668,faul::A,тенпел,нола
669,fleißig::A,сяй ийидай,ку́лхцонды
670,fleißig::A,сяйи ийидай,ку́лхцонды
671,geizig::A,мискьи,кирьжя
672,geizig::A,мискьи,жаднай
673,klug::A,акьуллу,ёню
674,klug::A,акьуллу,пря́ви
675,geschickt::A,магьир,маштозь тиф
676,lieb::A,играми,цебярь
677,lustig::A,шад,ра́хси
678,sanft::A,назик,сетьме
679,sanft::A,милайим,сетьме
680,hungrig::A,гишин,вача
681,hungrig::A,гишин,вачеда
682,krank::A,кефсуз,сяряди
683,nackt::A,кьецӏил,штада
684,nackt::A,кьецӏил,кърхтапа
685,traurig::A,пашман,ла́жнай
686,lebendig::A,ччан алай,эряй
687,gut::A,хъсан,пара
688,gut::A,хъсан,цебярь
689,gut::A,вижевай,пара
690,gut::A,вижевай,цебярь
691,schlecht::A,пис,кальдяв
692,richtig::A,дуьз,виде
693,schlimm::A,нифретлу,кальдяв
694,wahr::A,гьакъикъи,афкуксонь
695,alt::A,эски,ташта
696,alt::A,куьгьне,ташта
697,neu::A,цӏийи,од
698,ehemalig::A,виликан,и́нгольдень
699,alt[Lebewesen]::A,кьуьзуь,сире
700,jung::A,жегьил,од
701,arm::A,кесиб,а́шу
702,reich::A,девлетлу,козя
703,bekannt::A,чидай,содаф
704,berühmt::A,машгьур,содавикс
705,fremd::A,ччара,лия
706,fremd::A,ччара,аф содаф
707,verschieden::A,жуьреба-жуьре,аф фкя ла́цонь
708,nah::A,мукьвал,мала
709,nah::A,мукьвал,аф ичкоздень
710,fern::A,яргъал,и́чкоздень
711,fern::A,яргъал,куна́рдонь
712,linker::A,чапла,кержи
713,rechter::A,эрчӏи,види
714,anderer::A,маса,лия
715,anderer::A,муькуь,лия
716,erster::A,сад лагьай,васенце
717,zweiter::A,кьвед лагьай,омбоце
718,dritter::A,пуд лагьай,колмоце
719,letzter::A,эхиримжи,ме́кольце
720,allein::ADV,кьилди,ськамонза
721,zusammen::ADV,санал,марс
722,zusammen::ADV,санал,ма́рса
723,lange::ADV,яргъалди,кува́тьс
724,plötzlich::ADV,садлагьана,а́пак учт
725,sofort::ADV,гьасятда,тяникиге
726,später::ADV,гуьгъуьнлай,ме́ле
727,jetzt::ADV,гила,тяни
728,heute::ADV,къе,тячи
729,morgen::ADV,пака,ва́нды
730,bald::ADV,мукьва,курок
731,bald::ADV,мукьвара,курок
732,dann::ADV,ахпа,меле
733,dann::ADV,ахпа,сяда меле
734,gestern::ADV,накь,ися́к
735,einst::ADV,садра,весть
736,einst::ADV,садра,мзя́рда-бди
737,damals::ADV,а чӏавуз,эста
738,danach::ADV,ахпа,меле
739,vorher::ADV,вилик,инголи
740,zuerst::ADV,сифте,ва́сенда
741,einmal::ADV,садра,весть
742,manchmal::ADV,гагь-гагь,лия́ста
743,manchmal::ADV,гагь-гагь,ко́ста-ко́ста
744,oft::ADV,гзаф вахтара,си́деста
745,immer::ADV,гьамиша,фалу
746,immer::ADV,гьамиша,най
747,niemals::ADV,са чӏавузни,аф мзя́рдонга
748,niemals::ADV,са вахтундани,аф мзя́рдонга
749,hier::ADV,ина,тяса
750,hierhin::ADV,иниз,сей
751,hierhin::ADV,иниз,тяза
752,von hier::ADV,инай,тя́ста
753,dort::ADV,ана,тоса
754,dorthin::ADV,аниз,тов
755,dorthin::ADV,аниз,тоза
756,geradeaus::ADV,дуьз,ви́деста
757,vorwärts::ADV,вилик,и́нголи
758,vorwärts::ADV,виликди,и́нголи
759,rückwärts::ADV,кьулухъ,ме́ки
760,unten::ADV,агъада,ала
761,hinab::ADV,агъуз,алу
762,oben::ADV,винел,вяре
763,hinauf::ADV,виниз,вяри
764,überall::ADV,вирина,се́мбе ва́стова
765,nicht::ADV,ваъ,аф
766,ein wenig::ADV,са тӏимил,аф лама
767,kaum::ADV,жизви,а́ньцек
768,sehr::ADV,лап,пяк
769,so::ADV,икӏ,ста́не
770,noch::ADV,гьеле,нинге
771,nur::ADV,анжах,аньцек
772,schon::ADV,хъувуна,ни
