,Concept_ID,kn,ba
1055,hacken::V,ತುಂಡರಿಸು,турау
1056,hacken::V,ತುಂಡರಿಸು,тапау
1057,gießen::V,ನೀರುಹಾಕು,ҡойоу
1058,reifen::V,ಕಳಿ,өлғөрөү
1059,zubereiten::V,ಅಡಿಗೆಮಾಡು,бешереү
1060,kochen::V,ಅಡು,бешереү
1061,backen::V,ಬೇಯಿಸು,бешереү
1062,braten::V,ಕರಿ,ҡурыу
1063,umrühren::V,ಕಲಕು,ҡатнаштырыу
1064,stricken::V,ಹೆಣೆ,бәйләү
1065,nähen::V,ಹೊಲಿ,тегеү
1066,färben::V,ಬಣ್ಣ ಹತ್ತು,буяу
1067,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,таҙартыу
1068,waschen::V,ತೊಳೆ,йыуыу
1069,abwischen::V,ಒರಸು,һөртөү
1070,spülen::V,ಗಲಬರಿಸು,сайҡау
1071,fegen::V,ಗುಡಿಸು,һепереү
1072,kehren::V,ಗುಡಿಸು,һепереү
1073,baden::V,ಸ್ನಾನಮಾಡು,һыу инеү
1074,sich waschen::V,ತೊಳೆ,йыуыныу
1075,ausziehen::V,ಬಿಚ್ಚು,сисеү
1076,anziehen::V,ಹಾಕು,кейеү
1077,sich anziehen::V,ಹಾಕು,кейенеү
1078,kämmen::V,ಬಾಚು,тарау
1079,schmücken::V,ಅಲಂಕರಿಸು,биҙәү
1080,sagen::V,ಹೇಳು,әйтеү
1081,sprechen::V,ನುಡಿ,әйтеү
1082,sprechen::V,ನುಡಿ,һөйләшеү
1083,reden::V,ನುಡಿ,һөйләшеү
1084,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,әңгәмәләшеү
1085,fragen::V,ವಿಚಾರಿಸು,һорау
1086,bitten::V,ಬೇಡು,үтенеү
1087,erzählen::V,ಹೇಳು,һөйләү
1088,mitteilen::V,ತಿಳಿಸು,әйтеү
1089,nennen::V,ಹೆಸರಿಡು,атау
1090,nennen::V,ಹೆಸರಿಡು,исемләү
1091,rufen::V,ಕರೆ,саҡырыу
1092,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,маҡтаныу
1093,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,шапырыныу
1094,übersetzen::V,ಭಾಷಾಂತರಿಸು,тәржемә итеү
1095,denken::V,ಯೋಚಿಸು,уйлау
1096,glauben::V,ನಂಬು,ышаныу
1097,bemerken::V,ಗಮನಿಸು,күреү
1098,erkennen::V,ಗುರುತುಹಿಡಿ,таныу
1099,begreifen::V,ಗ್ರಹಿಸು,аңлау
1100,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,аңлау
1101,lernen::V,ಕಲಿ,өйрәнеү
1102,wissen::V,ಅರಿ,белеү
1103,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,хәтергә алыу
1104,vergessen::V,ಮರೆತುವಿಡು,онотоу
1105,messen::V,ಅಳೆ,үлсәү
1106,zählen::V,ಗಣಿಸು,һанау
1107,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,һанау
1108,lesen::V,ಓದು,уҡыу
1109,malen::V,ಬಿಡಿಸು,һүрәт яһау
1110,malen::V,ಬಿಡಿಸು,рәсем төшөрөү
1111,zeichnen::V,ಬಿಡಿಸು,һүрәт яһау
1112,zeichnen::V,ಬಿಡಿಸು,рәсем төшөрөү
1113,schreiben::V,ಬರೆ,яҙыу
1114,besitzen::V,ಒಡೆಯನಾಗಿರು,биләү
1115,kaufen::V,ಕೊಳ್ಳು,һатып алыу
1116,verkaufen::V,ಕೊಡು,һатыу
1117,bezahlen::V,ಬೆಲೆತೆರು,түләү
1118,zahlen::V,ಹಣವನ್ನುಕೊಡು,түләү
1119,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,биләү
1120,ertragen::V,ಸಹಿಸು,түҙеү
