,Concept_ID,ce,lbe
68,Boden::N,цӏенкъа,аьрщи
69,Erde::N,латта,аьрщи
70,Staub::N,чан,ххит
71,Rauch::N,кӏур,пуркӏу
72,Funke::N,суй,пиягь
73,Feuer::N,цӏе,цӏу
74,Licht::N,серло,чани
75,Schatten::N,ӏиндагӏ,ххют
76,Wetter::N,хенан хӏоттам,гьава
77,Nebel::N,дохк,шархь ттурлу
78,Wolke::N,марха,ттурлу
79,Regen::N,догӏа,гъарал
80,Schnee::N,ло,марххала
81,Eis::N,ша,микӏ
82,Frost::N,шело,дяркъу
83,Frost::N,шело,замгьар
84,Kälte::N,шело,дяркъу
85,Hitze::N,йовхо,кӏиришиву
86,Raureif::N,йис,сил
87,Raureif::N,йис,бурса
88,Regenbogen::N,стелаӏад,ссурул ккуртта
89,Donner::N,ткъес,къув
90,Strömung::N,дӏаэхар,экьинанаву
91,Strömung::N,дӏасалелар,экьинанаву
92,Tropfen::N,тӏадам,кӏунтӏ
93,Schaum::N,чопа,хьама
94,Schmutz::N,хатт,кьяркьи
95,See::N,ӏам,бяр
96,Sumpf::N,уьшал,кунцӏа
97,Moor::N,уьшал,
98,Wiese::N,бай,кьан
99,Wald::N,хьун,вацӏа
100,Hügel::N,гу,бакӏу
101,Hügel::N,шу,бакӏу
102,Hügel::N,барз,бакӏу
103,Anhöhe::N,акъари,
104,Berg::N,лам,зунтту
105,Gipfel::N,бохь,мицӏ
106,Höhle::N,хьех,нух
107,Abhang::N,басе,сун
108,Quelle::N,шовда,дайдихьу
109,Quelle::N,шовда,бакӏ
110,Bach::N,татол,чӏрир нех
111,Fluss::N,хи,нех
112,Ufer::N,хийист,зума
113,Küste::N,йист,зумаинхалу
114,Küste::N,йист,зуманицӏалу
115,Festland::N,латта,кьири
116,Meer::N,xӏорд,хьхьири
117,Bucht::N,чож,
118,Insel::N,гӏайре,жазира
119,Blume::N,зезаг,тӏутӏи
120,Gras::N,буц,уртту
121,Wurzel::N,орам,мархха
122,Baum::N,дитт,мурхь
123,Stamm::N,гӏад,ттарцӏ
124,Stamm::N,тайпа,ттарцӏ
125,Rinde::N,кевстиг,ккамара
126,Ast::N,га,матӏи
127,Zweig::N,га,къяртта
128,Blatt::N,гӏа,чӏапӏи
129,Birke::N,дакх,кӏялахӏи
130,Birke::N,дакх,кӏялахӏилул мурхь
131,Kiefer[Baum]::N,бага,ттар
132,Kiefer[Baum]::N,бага,ттарлил мурхь
133,Weide[Baum]::N,дак,щавщи
134,Tanne::N,база,ттарлил мурхь
135,Horn::N,маӏа,хъи
136,Feder::N,пелаг,лелуххул тӏиму
137,Fell::N,цӏока,бурчу
138,Flügel::N,тӏам,хъа
139,Flügel::N,тӏам,ххурупӏайрал тӏиму
140,Klaue::N,мӏара,михь
141,Kralle::N,тlод,ххяппа
142,Schwanz::N,цӏога,магъ
143,Ei::N,xӏoa,ккунук
144,Nest::N,бен,кюру
145,Bau::N,lуьрг,цукъуккутӏ
146,Tier::N,дийнат,хӏайван
147,Herde::N,жа,газу
148,Kuh::N,етт,оьл
149,Bulle::N,сту,ниц
150,Pferd::N,говр,чу
151,Schaf::N,жий,тта
152,Schaf::N,уьстагӏ,тта
153,Schwein::N,хьакха,дунгъуз
154,Hund::N,жӏаьла,ккаччи
155,Katze::N,цициг,ччиту
156,Bär::N,ча,цуша
157,Eichhörnchen::N,тарсал,бюрхттукку
158,Elch::N,сай,ниц-бюрин
159,Fuchs::N,цхьогал,цулчӏа
160,Fuchs::N,цхьогал,куча цулчӏа
161,Hase::N,пхьагал,бюрх
162,Maus::N,дахка,кӏулу
163,Wolf::N,борз,барцӏ
164,Vogel::N,олхазар,лелуххи
165,Huhn::N,котам,аьнакӏи
166,Hahn::N,нӏаьна,ажари
167,Hahn::N,боргӏал,ажари
168,Gans::N,гӏаз,къаз
169,Adler::N,aьрзу,барзу
170,Ente::N,бад,урдак
171,Eule::N,бухӏа,ису
172,Eule::N,бухӏа,ччиккумяв
173,Kranich::N,гӏаргӏули,кьурукь
174,Krähe::N,къиг,хъатӏу
175,Kuckuck::N,aттйокх,ччикку
176,Schwan::N,гӏургӏаз,урттил къаз
177,Fisch::N,чӏара,чавахъ
178,Barsch::N,окунь,
179,Hecht::N,гӏазкхийн чӏара,
180,Schlange[Tier]::N,лаьхьа,шатта
181,Wurm::N,нӏаьна,кьюнукьай шатта
182,Spinne::N,гезг,ххялцу
183,Ameise::N,зингат,митӏикьукьу
184,Laus::N,меза,
185,Laus::N,гӏениг,
186,Mücke::N,чуьрк,мичӏак
187,Fliege::N,моза,зимиз
188,Schmetterling::N,полла,чӏимучӏали
189,Beere::N,цӏазам,хӏаллил ахъулсса
190,Apfel::N,ӏаж,гьивч
191,Pilz::N,жӏаьлин нускал,ттуккул иис
192,Zwiebel::N,xох,лаччул чсмусул бакӏ
193,Saat::N,чlу,гьанна
194,Korn::N,буьртиг,къама
195,Heu::N,йол,ххулув
196,Schale::N,пардо,ккиртту
197,Grube::N,ор,кӏаланг
198,Falle::N,кӏело,къатӏа
199,Spur::N,лар,ша
200,Asche::N,чим,лах
201,Dreck::N,мода,кьяркьи
202,Dreck::N,мода,венп
203,Eisen::N,эчиг,мах
204,Gold::N,деши,муси
205,Silber::N,дети,арцу
206,Kohle::N,кӏора,кӏалаш
207,Kohle::N,кӏора,хъуручӏ
208,Glas::N,aнгали,пюрун
209,Lehm::N,поппар,сина аьрщи
210,Sand::N,гӏум,къун
211,Mensch::N,адам,инсан
212,Mann::N,майра,чув
213,Mann::N,майра,адимина
214,Frau::N,зуда,щарсса
215,Frau::N,зуда,хъамитайпа
216,Kind::N,бер,чӏиви оьрчӏ
217,Junge::N,жимха,оьрчӏ
218,Junge::N,жимха,бурхьин оьрчӏ
219,Mädchen::N,жима йоӏ,душ
220,Familie::N,доьзал,кулпат
221,Großvater::N,ненада,ттатта
222,Großvater::N,ненада,ниттил ппу
223,Großmutter::N,денана,буттал нину
224,Eltern::N,да-нана,нину-ппу
225,Vater::N,да,ппу
226,Mutter::N,нана,нину
227,Sohn::N,кӏант,арс
228,Tochter::N,йоӏ,душ
229,Bruder::N,ваша,уссу
230,Schwester::N,йиша,ссу
231,Onkel::N,деваша,буттауссу
232,Tante::N,дейиша,буттал ссу
233,Ehemann::N,майра,лас
234,Ehefrau::N,зуда,щар
235,Ehefrau::N,зуда,щарсса
236,Freude::N,самукъа,шадшиву
237,Freude::N,самукъа,ххаришиву
238,Freude::N,хазахетар,шадшиву
239,Freude::N,хазахетар,ххаришиву
240,Gelächter::N,белам,хъяхъаву
241,Glück::N,ирс,талихӏ
242,Kummer::N,бала,дард
243,Wunsch::N,лаам,мурад
244,Lust::N,лаам,гьавас
245,Lust::N,лаам,ччаву
246,Geist::N,са,рухӏ
247,Gedanke::N,ойла,пикри
248,Gedächtnis::N,диццадалар,дакӏний личӏаву
249,Verstand::N,хьекъал,аькьлу
250,Sinn::N,маьӏна,мяъна
251,Grund::N,бахьана,багьана
252,Wahrheit::N,бакъдерг,тӏайламур
253,Wahrheit::N,бакъдерг,хӏакьмур
254,Gespräch::N,къамел,ихтилат
255,Märchen::N,туьйра,магьа
256,Erzählung::N,дийцар,хавар
257,Nachricht::N,хаам,хавар
258,Neuigkeit::N,керланиг,хавар
259,Name::N,цӏе,цӏа
260,Rätsel::N,хӏетал-метал,ссигьа
261,Rede::N,къамел,гъалгъа
262,Sprache::N,мотт,маз
263,Stimme::N,aз,чӏу
264,Stimme::N,aз,чӏукӏа
265,Wort::N,дош,махъ
266,Zeichen::N,билгало,лишан
267,Ruf::N,кхайкхар,
268,Lärm::N,гӏовгӏа,чӏу
269,Laut::N,аз,чӏу
270,Ton::N,aз,чӏу
271,Lied::N,илли,балай
272,Ruhe::N,тийналла,дигьалагру
273,Leute::N,нах,инсантал
274,Volk::N,халкъ,ил
275,Volk::N,халкъ,халкь
276,Arbeit::N,болх,заву
277,Gast::N,хьаша,хъамаличу
278,Geschenk::N,совгӏат,бухчакарши
279,Geschenk::N,совгӏат,лажинккакку
280,Spiel::N,ловзар,тӏуркӏу
281,Gesellschaft::N,юкъаралла,жямат
282,Gesellschaft::N,юкъаралла,ккуран
283,Hilfe::N,гӏо,кумаг
284,Freund::N,доттагl,дус
285,Kamerad::N,накъост,хӏаласу
286,Angelegenheit::N,гӏуллакх,иш
287,Anzahl::N,терахь,аьдад
288,Stück::N,юьхк,касак
289,Teil::N,дакъа,бутӏа
290,Hälfte::N,ах,дачӏи
291,Kreis::N,го,кюрщан
292,Kreuz::N,жӏара,ххач
293,Linie::N,сиз,щва
294,Strich::N,сиз,щва
295,Abstand::N,юкъ,манзил
296,Gegend::N,мeттиг,кӏану
297,Platz::N,майда,
298,Ort::N,меттиг,кӏану
299,Seite::N,aгӏo,чул
300,Seite::N,aгӏo,чулухалу
301,Mitte::N,юкъ,дя
302,Gegenstand::N,хӏума,зат
303,Sache::N,хӏума,зат
304,Rand::N,йист,зума
305,Kante::N,йист,
306,Ecke::N,са,мурцӏу
307,Spitze::N,ралла,мицӏ
308,Ende::N,юьхьиг,зума
309,Loch::N,ӏуьрг,ккутӏ
310,Winkel::N,са,мурцӏу
311,Muster::N,дагар,накьич
312,Muster::N,тӏамар,накьич
313,Größe::N,барам,
314,Länge::N,йохалла,лахъишиву
315,Höhe::N,локхалла,лахъшиву
316,Gewicht::N,йозалла,дуццин
317,Gewicht::N,йозалла,кӏушиву
318,Menge::N,дукхалла,
319,Haufen::N,сал,бакӏу
320,Haufen::N,оьла,бакӏу
321,Reihe::N,рагӏ,кьюкьа
322,Reihe::N,могӏа,кьюкьа
323,Boot::N,кема,луткка
324,Ruder::N,пийсиг,весло
325,Ruder::N,пийсиг,чӏатӏа
326,Schlitten::N,салаз,чана
327,Schlitten::N,салаз,санкка
328,Ski::N,когсалаз,лижарду
329,Lagerfeuer::N,цӏе,къавтӏн
330,Last::N,дукъ,гьиву
331,Gang::N,лелар,нанаву
332,Schritt::N,гӏулч,ша
333,Norden::N,къилбаседе,ухссав
334,Norden::N,къилбаседе,ухссавнил чулухалу
335,Süden::N,къилбе,кьилва
336,Westen::N,малхбузе,баргълагавал
337,Westen::N,малхбузе,баргълагавал чул
338,Osten::N,малхбале,баргъбуккай чулухалу
339,Holz::N,дечиг,тӏама
340,Brett::N,у,тахта
341,Platte::N,у,гъуни
342,Stütze::N,гӏopтоp,гьалакӏу
343,Stange::N,гӏуркх,къазихъ
344,Stock::N,ӏаса,ттархь
345,Stab::N,гӏаж,ччантӏакъу
346,Rohr::N,биргӏа,бургъу
347,Haus::N,цӏа,къатта
348,Heim::N,кхерч,къатта
349,Ofen::N,кхерч,пач
350,Fußboden::N,цӏенкъа,чӏанкъатта
351,Tisch::N,шун,усттул
352,Stuhl::N,гӏант,кӏану
353,Wiege::N,ага,оьрчӏал кӏану
354,Bett::N,маьнга,тах
355,Regal::N,терхи,чӏаму
356,Kiste::N,яьшка,яшикӏ
357,Kiste::N,яьшка,къурши
358,Fenster::N,кор,чӏавахьулу
359,Tür::N,неӏ,нуз
360,Tür::N,неӏ,нузкьун
361,Tor::N,ков,къапу
362,Tor::N,ков,дарваза
363,Zaun::N,керт,дайгьузанну
364,Dach::N,тхов,магъи
365,Dach::N,тхов,цӏиялу
366,Leiter::N,лами,чуртту
367,Besen::N,нуй,чӏатлу
368,Spaten::N,бел,бил
369,Schaufel::N,аьшкал,чӏатӏа
370,Gabel::N,мӏара,гьиссилу
371,Löffel::N,ӏайг,къуса
372,Messer::N,урс,чӏила
373,Nagel::N,хьостам,мяр
374,Netz::N,бой,къери
375,Haken::N,мӏара,къича
376,Schloss::N,чӏега,кьункьула
377,Bild::N,сурт,сурат
378,Puppe::N,тайниг,ссихьу
379,Beutel::N,гали,чантай
380,Bündel::N,кочар,гьи
381,Bündel::N,кочар,къар
382,Tasche::N,тӏоьрмиг,
383,Eimer::N,чийлик,бадра
384,Deckel::N,негӏар,къапаза
385,Geschirr::N,пхьегӏа,пюрунчӏул
386,Geschirr::N,пхьегӏа,тӏахӏникӏичӏу
387,Sack::N,гали,къап
388,Sack::N,гали,дарваг
389,Tasse::N,кад,пижан
390,Tasse::N,кад,пинжан
391,Tasse::N,кад,инкираччатӏи
392,Tasse::N,кад,цинцилттал бушкъап
393,Topf::N,яй,кӏункӏур
394,Kessel::N,яй,чаг
395,Kessel::N,яй,кӏункӏур
396,Essen::N,юург,дукия
397,Essen::N,юург,дукин
398,Nahrung::N,кхача,дукра
399,Speise::N,юург,дукра
400,Fleisch::N,жижиг,дикӏ
401,Getreide::N,буьртиг,къама
402,Brei::N,xудар,ккурч
403,Brot::N,бепиг,ччатӏ
404,Brot::N,кхаллар,ччатӏ
405,Scheibe::N,цастар,парча
406,Fett::N,мохь,аьгъушиву
407,Butter::N,налха,нагь
408,Butter::N,налха,лагаву
409,Öl::N,даьтта,
410,Salz::N,туьха,цӏву
411,Suppe::N,чорпа,накь
412,Honig::N,моз,ницӏ
413,Milch::N,шура,накӏ
414,Tee::N,чай,чяй
415,Leder::N,цӏока,бурчу
416,Wolle::N,тӏapгӏa,ппал
417,Stoff::N,кӏади,янна
418,Nadel::N,маха,ххалаххи
419,Faden::N,тай,ххал
420,Knopf::N,нуьйда,банд
421,Knoten::N,шад,къурхъ
422,Farbe::N,сир,сир
423,Farbe::N,басар,сир
424,Kleidung::N,бедар,янна
425,Kleidung::N,бедар,лаххия
426,Hemd::N,коч,гьухъа
427,Kragen::N,кач,дарвач
428,Ärmel::N,пхьош,кахха
429,Hose::N,хеча,хӏажак
430,Gürtel::N,доьхка,мухӏлу
431,Mütze::N,куй,кьяпа
432,Schuh::N,мача,
433,Stiefel::N,этка,чакма
434,Ring::N,чӏуг,кӏисса
435,Band::N,лента,линт
436,Kamm::N,ехк,ттарал
437,Spiegel::N,куьзга,дагьани
438,Riemen::N,доьхка,эн
439,Schnur::N,муш,хьхьа
440,Leine::N,кочатосу доьхка,
441,Decke::N,юргӏа,виргъан
442,Kissen::N,гIайба,кӏаралу
443,Tuch::N,исхар,карщи
444,Handtuch::N,гата,калихьу
445,Handtuch::N,гата,лажинлихьу
446,Kraft::N,гӏора,эллаж
447,Stärke::N,гӏап,гуж
448,Gesundheit::N,могашалла,цӏуллу-сагъшиву
449,Krankheit::N,цамгар,къашайшиву
450,Schmerz::N,лазар,къюву
451,Wunde::N,чов,щаву
452,Fieber::N,xорша,кӏиришиву
453,Arznei::N,молха,дару
454,Brücke::N,тӏай,ламу
455,Brunnen::N,гӏу,къуй
456,Weide::N,дак,бизантту
457,Pfad::N,тача,жегъир ххуллу
458,Weg::N,некъ,ххуллу
459,Straße::N,урам,ххуллу
460,Dorf::N,юрт,щар
461,Dorf::N,юрт,шяравалу
462,Stadt::N,гӏала,шагьру
463,Brief::N,кехат,чагъар
464,Buch::N,жайна,лу
465,Buchstabe::N,элп,хӏарп
466,Zeitung::N,газет,кказит
467,Leben::N,дахар,оьрму
468,Tod::N,далар,ажал
469,Tod::N,далар,бивкӏу
470,Tod::N,далар,ивчӏаву
471,Tod::N,ӏожалла,ажал
472,Tod::N,ӏожалла,бивкӏу
473,Tod::N,ӏожалла,ивчӏаву
474,Grab::N,каш,гьав
475,Kirche::N,килс,килиса
476,Sünde::N,къа,бунагъ
477,Gott::N,дела,зал
478,Arbeiter::N,белхало,зузала
479,Chef::N,хьаькам,ялувма
480,Meister::N,говзанча,усттар
481,Arzt::N,лор,хӏакин
482,Lehrer::N,хьехархо,учитель
483,Geld::N,aхча,арцу
484,Geschäft::N,туька,даву
485,Laden::N,туька,ттучан
486,Preis::N,мах,багъа
487,Ware::N,хlума,хъус
488,Nutzen::N,пайда,хайр
489,Nutzen::N,пайда,мюнпат
490,Reichtum::N,хьал,давлат
491,Reichtum::N,хьал,аваданшиву
492,Welt::N,дуьне,дуниял
493,Land::N,мохк,билаят
494,Staat::N,пачхьалкх,паччахӏлугъ
495,König::N,паччахь,
496,Macht::N,ӏедал,власть
497,Grenze::N,доза,дазу
498,Krieg::N,тӏом,дяъви
499,Feind::N,мостагӏ,душман
500,Gewalt::N,гӏело,къия
501,Kampf::N,къийсам,лачӏуи уккаву
502,Pfeil::N,пха,чӏатӏаракӏ
503,Gewehr::N,топ,ттупанг
504,Fehler::N,гӏалат,гъалатӏ
505,Lüge::N,аьшпаш,щялмахъ
506,Schaden::N,зен,зарал
507,Unglück::N,бала,бала
508,Schuld::N,бехк,тахсир
509,Alter::N,хан,оьрму
510,Schluss::N,чакхе,ахир
511,Zeit::N,хан,чӏун
512,Tag::N,де,кьини
513,Morgen::N,ӏуьйре,кӏюрх
514,Mittag::N,делкъе,ахттайн
515,Mittag::N,делкъе,дяахттайн
516,Mittag::N,делкъе,ахттайн чӏун
517,Abend::N,суьйре,маркӏачӏан
518,Nacht::N,буьйса,хьхьу
519,Woche::N,кӏира,нюжмар
520,Monat::N,бутт,барз
521,Jahr::N,шо,шин
522,Frühling::N,бӏаьсте,инт
523,Sommer::N,аьхке,гъи
524,Herbst::N,гуьйре,ссут
525,Winter::N,ӏа,кӏи
526,Januar::N,январь,цалчинмур барз
527,Februar::N,февраль,кӏилчинмур барз
528,März::N,март,шамилчинмур барз
529,April::N,апрель,апрель
530,April::N,апрель,мукьилчинмур барз
531,Mai::N,май,май
532,Mai::N,май,ххюлчинмур барз
533,Juni::N,июнь,июнь
534,Juni::N,июнь,ряххилчинмур барз
535,Juli::N,июль,июль
536,Juli::N,июль,Арулчинмур барз
537,August::N,август,мяйлчинмур барз
538,September::N,сентябрь,урчӏилчинмур барз
539,Oktober::N,октябрь,ацӏилчинмур барз
540,November::N,ноябрь,ацӏния цалчинмур барз
541,Dezember::N,декабрь,ацӏния кӏилчинмур барз
542,Montag::N,оршот,итин
543,Montag::N,оршот,итин кьини
544,Dienstag::N,шинара,тталат
545,Dienstag::N,шинара,тталат кьини
546,Mittwoch::N,кхаара,арвахӏ
547,Donnerstag::N,еара,хамис
548,Freitag::N,пӏераска,нюжмар
549,Freitag::N,пӏераска,нюжмар кьини
550,Samstag::N,шот,ххуллун
551,Samstag::N,шот,ххуллун кьини
552,Sonntag::N,кӏиранде,алхӏат
553,Sonntag::N,кӏиранде,алхӏат кьини
554,groß::A,доккха,бугъарасса
555,klein::A,кегий,чӏивисса
556,lang::A,еха,лахъисса
557,kurz::A,доца,кутӏасса
558,breit::A,шуьйра,уттасса
559,schmal::A,готта,уттакӏюласса
560,dicht::A,луьста,ццунсса
561,dick[Gegenstand]::A,стомма,ганзсса
562,dünn::A,дуткъа,кӏюласса
563,fein::A,ховха,
564,fest::A,чӏогӏа,цӏакьсса
565,fest::A,чӏогӏа,кьянкьасса
566,flach::A,чӏапа,баягъисса
567,flach::A,чӏапа,цӏубакъасса
568,flach::A,чӏапа,куртӏ дакъасса
569,glatt::A,шера,дюрчӏусса
570,hart::A,чӏогӏa,кьянкьасса
571,weich::A,кӏеда,кӏукӏлусса
572,rund::A,горга,ккурккисса
573,spitz::A,ира,ярксса
574,spitz::A,ира,дайлсса
575,spitz::A,ира,мицӏ бусса
576,scharf::A,ира,ярксса
577,scharf::A,ира,дайлсса
578,scharf::A,ира,мицӏ бусса
579,stumpf::A,аьртa,къуркъасса
580,schwer::A,деза,кӏусса
581,schön::A,хаза,аьнтӏикӏасса
582,heiß::A,довха,кӏирисса
583,warm::A,довха,гъелисса
584,kalt::A,шийла,дяркъусса
585,kühl::A,шийла,дюхлулсса
586,frisch::A,керла,цӏусса
587,feucht::A,тӏуьна,атилсса
588,feucht::A,тӏуьна,хъавтусса
589,nass::A,тӏеда,атилсса
590,nass::A,тӏеда,хъавтусса
591,trocken::A,eкъа,кьавкьсса
592,trocken::A,eкъа,кьакьан бувсса
593,voll::A,дуьзна,бувцӏусса
594,leer::A,яьсса,бачӏвасса
595,offen::A,диллина,тӏивтӏусса
596,geschlossen::A,дӏакъевлина,лавкьусса
597,geschlossen::A,дӏачӏагӏдина,лавкьусса
598,sauber::A,цӏена,марцӏсса
599,schmutzig::A,боьха,чапалсса
600,roh::A,буьйда,шакъавхьсса
601,reif::A,хилла,дирсса
602,lecker::A,чоме,нахӏусса
603,lecker::A,чоме,тӏааьнсса
604,süß::A,мерза,нацӏусса
605,bitter::A,къаьхьа,кьурчӏисса
606,sauer::A,муьста,туршсса
607,hell::A,сирла,чаннасса
608,dunkel::A,бодане,цӏансса
609,schwarz::A,ӏаьржа,лухӏисса
610,weiß::A,кӏайн,кӏяласса
611,rot::A,цӏен,ятӏулсса
612,gelb::A,можа,хъахъисса
613,blau::A,сийна,някӏсса
614,grün::A,баьццара,щюлисса
615,grau::A,cира,оьрусса
616,grau::A,мокха,оьрусса
617,bunt::A,къорза,оьрчӏикӏурисса
618,billig::A,дораха,кьювкьусса
619,teuer::A,деза,ххирасса
620,wertvoll::A,мехала,багьасса
621,blind::A,бӏаьрзе,мурчӏисса
622,taub::A,къора,къюкӏсса
623,kräftig::A,нуьцкъала,гужсса
624,stark::A,зоьртала,кьянкьасса
625,stark::A,нуьцкъала,кьянкьасса
626,schwach::A,гӏорасиза,заэвсса
627,fett::A,дерстана,бучсса
628,schlank::A,куц долу,бювхъусса
629,hübsch::A,хаза,янусса
630,böse::A,вон,оьсса
631,dumm::A,сонта,ахӏмакьсса
632,faul::A,мало ен,танмалсса
633,faul::A,мало ен,курчӏилсса
634,fleißig::A,тӏера,хӏарачат бусса
635,geizig::A,пис,янттарцӏансса
636,geizig::A,сутара,янттарцӏансса
637,klug::A,хьекъале,аькьлу бусса
638,geschickt::A,тӏахъаьлла,паргалсса
639,lieb::A,хьоме,аьзизсса
640,lustig::A,самукъане,тяхъасса
641,sanft::A,кlеда,иминсса
642,hungrig::A,меца,ккашилсса
643,krank::A,цомгуш долу,къашавайсса
644,nackt::A,дерзана,кӏачӏасса
645,traurig::A,самукъане воцу,пашмансса
646,lebendig::A,дийна,уттавасса
647,gut::A,дика,ххуйсса
648,schlecht::A,вон,оьккисса
649,richtig::A,нийса,саргъунсса
650,schlimm::A,вон,оьккисса
651,wahr::A,бакъдолу,хӏакьсса
652,alt::A,къена,кугьнасса
653,neu::A,керла,цӏусса
654,ehemalig::A,хилла,хъхъичӏвасса
655,alt[Lebewesen]::A,къена,агьилсса
656,jung::A,къона,чӏавасса
657,jung::A,къона,жагьилсса
658,arm::A,къен,мискинсса
659,reich::A,хьоле,авадансса
660,bekannt::A,девзаш долу,дусъсса
661,berühmt::A,цӏеяхана,машгьурсса
662,fremd::A,нехан,чил
663,verschieden::A,тайп-тайпанара,личӏи-личӏисса
664,nah::A,гергара,гъансса
665,fern::A,гена,архсса
666,fern::A,генара,архсса
667,linker::A,аьрру,кияхсса
668,linker::A,аьрру,кюччахсса
669,rechter::A,аьтту,урчӏахсса
670,anderer::A,кхин,цамур
671,erster::A,хьалхара,цалчинмур
672,erster::A,хьалхара,цалчиннсса
673,zweiter::A,шолгIа,кӏилчиимур
674,dritter::A,кхоалгӏа,шамулчинмур
675,letzter::A,тӏаьххьара,махъва-махъмур
676,allein::ADV,цхьаъ,ялгъузну
677,auf einmal::ADV,цу сохьтта,
678,zusammen::ADV,цхьана,цачӏу
679,zusammen::ADV,цхьана,архӏал
680,lange::ADV,дукха,батӏи къабуклай
681,lange::ADV,дукха,хъунмасса хӏаллай
682,plötzlich::ADV,цIеххьана,цакуну
683,sofort::ADV,цу сохьтта,мугьлат бакъа
684,später::ADV,тӏаьхьо,махъ
685,jetzt::ADV,хӏинца,утти
686,jetzt::ADV,хӏинца,цӏана
687,heute::ADV,тахана,хӏакьину
688,morgen::ADV,кхана,гьуит
689,morgen::ADV,кхана,гьунттий
690,bald::ADV,кеста,
691,dann::ADV,тӏаккха,яла
692,gestern::ADV,селхана,лахьхьу
693,einst::ADV,цкъа,
694,damals::ADV,хӏетахьь,та чӏумал
695,danach::ADV,тӏаккха,яла
696,vorher::ADV,хьалхa,хьхьнчӏ
697,vorher::ADV,хьалхa,хьхьичӏва
698,zuerst::ADV,хьалха,бакӏрай
699,zuerst::ADV,хьалха,цӏу бутӏуй
700,einmal::ADV,цкъа,цал
701,manchmal::ADV,цкъаццкъа,ваксса-таксса
702,oft::ADV,кест-кеста,чӏявуну
703,immer::ADV,даим,мудан
704,immer::ADV,даим,даиман
705,niemals::ADV,цкъа а,тачӏав
706,hier::ADV,кхузахь,шикку
707,hierhin::ADV,кхуза,шиккун
708,von hier::ADV,кхузара,шичча
709,dort::ADV,цигахь,гикку
710,dorthin::ADV,цига,тиккун
711,geradeaus::ADV,нийса дӏа,тӏайланм
712,vorwärts::ADV,хьалха,хьхьичӏунмай
713,rückwärts::ADV,юха,махъа-хьхьичӏунмай
714,zurück::ADV,юха,махъунмай
715,unten::ADV,лахахь,лув
716,hinab::ADV,охьа,бакӏ-ялавай
717,hinab::ADV,охьа,бакӏъялавай
718,oben::ADV,лакхахь,ялув
719,hinauf::ADV,хьала,лавай
720,überall::ADV,массанхьа,гьариий
721,überall::ADV,массанхьа,хьу-хьуний
722,überall::ADV,массанхьа,гьарца кӏанай
723,nicht::ADV,ца,къа-
724,ein wenig::ADV,кӏеззиг,чанни
725,ein wenig::ADV,кӏеззиг,ца чансса
