,Concept_ID,sq,fa
208,Kuckuck::N,qyqe,فاخته
209,Schwan::N,mjellmë,قو
210,Fisch::N,peshk,ماهی
211,Barsch::N,purtekë,ماهی خاردار
212,Hecht::N,mlysh,اردک ماهی
213,Schlange[Tier]::N,gjarpër,مار
214,Wurm::N,krimb,کرم
215,Spinne::N,marimangë,عنکبوت
216,Ameise::N,thnegël,مورچه
217,Ameise::N,milingonë,مورچه
218,Laus::N,morr,شپش
219,Mücke::N,kunup,پشه
220,Mücke::N,mushkonjë,پشه
221,Fliege::N,mizë,مگس
222,Schmetterling::N,flutur,پروانه
223,Beere::N,frutë,گیله
224,Beere::N,manaferrë,گیله
225,Apfel::N,mollë,سیب
226,Pilz::N,kërpudhë,قارچ
227,Zwiebel::N,qepë,پیاز
228,Saat::N,farë,بذر
229,Korn::N,grurë,تخم
230,Korn::N,grurë,دانه
231,Korn::N,kokërr,تخم
232,Korn::N,kokërr,دانه
233,Heu::N,sanë,علف خشک
234,Schale::N,lëkurë,پوست
235,Grube::N,gropë,گودال
236,Falle::N,kurth,دام
237,Falle::N,grackë,دام
238,Schlinge::N,nyjë,حلقه
239,Spur::N,gjurmë,رد
240,Asche::N,hi,خاکستر
241,Dreck::N,baltë,کثافت
242,Eisen::N,hekur,آهن
243,Gold::N,ar,زر
244,Gold::N,ar,طلا
245,Gold::N,flori,زر
246,Gold::N,flori,طلا
247,Silber::N,argjend,نقره
248,Kohle::N,qymyr,زغال
249,Glas::N,qelq,شیشه
250,Lehm::N,argjilë,گل
251,Sand::N,rërë,شن
252,Sand::N,rërë,ماسه
253,Mensch::N,njeri,آدم
254,Mensch::N,njeri,انسان
255,Mann::N,burrë,مرد
256,Mann::N,mashkull,مرد
257,Frau::N,grua,زن
258,Frau::N,femër,زن
259,Kind::N,kalama,بچه
260,Kind::N,kalama,کودک
261,Junge::N,djalë,پسر
262,Mädchen::N,gocë,دختر
263,Mädchen::N,vajzë,دختر
264,Familie::N,familje,فامیل
265,Familie::N,familje,خانواده
266,Großvater::N,gjysh,پدربزرگ
267,Großmutter::N,gjyshe,مادر‌بزرگ
268,Eltern::N,prindër,والدین
269,Eltern::N,prindër,پدر‌و‌مادر
270,Vater::N,atë,پدر
271,Mutter::N,nënë,مادر
272,Sohn::N,bir,پسر
273,Tochter::N,bijë,دختر
274,Bruder::N,vëlla,برادر
275,Schwester::N,motër,خواهر
276,Onkel::N,dajë,عمو
277,Onkel::N,dajë,دایی
278,Onkel::N,xhaxha,عمو
279,Onkel::N,xhaxha,دایی
280,Tante::N,teze,عمه
281,Tante::N,teze,خاله
282,Tante::N,hallë,عمه
283,Tante::N,hallë,خاله
284,Ehemann::N,burrë,همسر
285,Ehemann::N,bashkëshort,همسر
286,Ehefrau::N,grua,همسر
287,Ehefrau::N,bashkëshorte,همسر
288,Freude::N,gaz,شادی
289,Freude::N,gëzim,شادی
290,Gelächter::N,qeshje,خنده
291,Gelächter::N,qeshje,قاه‌قاه
292,Glück::N,lumturi,اقبال
293,Kummer::N,brengë,غم
294,Kummer::N,brengë,غصه
295,Kummer::N,pikëllim,غم
296,Kummer::N,pikëllim,غصه
297,Wunsch::N,dëshirë,آرزو
298,Lust::N,epsh,هوس
299,Lust::N,dashuri,هوس
300,Geist::N,frymë,روح
301,Geist::N,shpirt,روح
302,Gedanke::N,ide,فکر
303,Gedanke::N,mendim,فکر
304,Gedächtnis::N,kujtesë,حافظه
305,Verstand::N,mend,هوش
306,Sinn::N,kuptim,معنا
307,Sinn::N,kuptim,مفهوم
308,Grund::N,arsye,سبب
309,Grund::N,arsye,دلیل
310,Wahrheit::N,vërtetë,حقیقت
311,Gespräch::N,bisedim,صحبت
312,Gespräch::N,bisedim,گفتگو
313,Märchen::N,përrallë,قصه
314,Märchen::N,përrallë,افسانه
315,Erzählung::N,tregim,داستان
316,Nachricht::N,lajm,خبر
317,Neuigkeit::N,risi,خبر تازه
318,Name::N,emër,اسم
319,Rätsel::N,gjëzë,معما
320,Rätsel::N,gjëegjëzë,معما
321,Rede::N,fjalim,سخن
322,Sprache::N,gjuhë,زبان
323,Stimme::N,zë,صدا
324,Wort::N,fjalë,کلمه
325,Zeichen::N,shenjë,نشان
326,Zeichen::N,shenjë,علامت
327,Ruf::N,thirrmë,صدا
328,Lärm::N,zhurmë,هیاهو
329,Laut::N,tingull,صدا
330,Ton::N,ton,آهنگ
331,Lied::N,këngë,آواز
332,Lied::N,këngë,ترانه
333,Ruhe::N,qetësi,آرامش
334,Leute::N,botë,مردم
335,Leute::N,njerëz,مردم
336,Volk::N,popull,خلق
337,Arbeit::N,punë,کار
338,Gast::N,mik,مهمان
339,Gast::N,mysafir,مهمان
340,Geschenk::N,dhuratë,هدیه
341,Geschenk::N,peshqesh,هدیه
342,Spiel::N,lojë,بازی
343,Gesellschaft::N,shoqëri,جمعیت
344,Hilfe::N,ndihmë,کمک
345,Freund::N,mik,دوست
346,Kamerad::N,shok,رفیق
347,Angelegenheit::N,punë,امر
348,Angelegenheit::N,punë,قضیه
349,Anzahl::N,sasi,عده
350,Anzahl::N,sasi,شمار
351,Art::N,lloj,نوع
352,Stück::N,copë,تکه
353,Stück::N,copë,قطعه
354,Teil::N,pjesë,بخش
355,Teil::N,pjesë,قسمت
356,Hälfte::N,gjysmë,نیم
357,Kreis::N,qark,حلقه
358,Kreis::N,qark,دایره
359,Kreis::N,rreth,حلقه
360,Kreis::N,rreth,دایره
361,Kreuz::N,kryq,صلیب
362,Linie::N,vijë,خط
363,Linie::N,vijë,سطر
364,Strich::N,vizë,خط
365,Abstand::N,distancë,فاصله
366,Entfernung::N,largim,مسافت
367,Gegend::N,vise,منطقه
368,Gegend::N,krahinë,منطقه
369,Platz::N,shesh,گنجایش
370,Ort::N,vend,جا
371,Ort::N,vend,محل
372,Ort::N,vend,مکان
373,Seite::N,anë,طرف
374,Mitte::N,mes,وسط
375,Mitte::N,mes,میان
376,Gegenstand::N,send,چیز
377,Sache::N,gjë,چیز
378,Sache::N,send,چیز
379,Rand::N,qoshe,کنار
380,Rand::N,qoshe,حاشیه
381,Kante::N,teh,لبه
382,Ecke::N,qoshe,گوشه
383,Spitze::N,majë,سر
384,Spitze::N,majë,نوک
385,Ende::N,skaj,ته
386,Ende::N,skaj,آخر
387,Ende::N,bisht,ته
388,Ende::N,bisht,آخر
389,Loch::N,vrimë,سوراخ
390,Winkel::N,kënd,کنج
391,Muster::N,mostër,نقش
392,Größe::N,madhësi,قد
393,Größe::N,madhësi,بزرگی
394,Länge::N,gjatësi,طول
395,Höhe::N,lartësi,بلندی
396,Gewicht::N,peshë,وزن
397,Menge::N,sasi,مقدار
398,Menge::N,sasi,اندازه
399,Haufen::N,grumbull,توده
400,Reihe::N,radhë,ردیف
401,Reihe::N,rresht,ردیف
402,Boot::N,barkë,قایق
403,Boot::N,lundër,قایق
404,Ruder::N,rrem,پارو
405,Schlitten::N,sajë,سورتمه
406,Ski::N,ski,اسکی
407,Lagerfeuer::N,flakadan,آتش
408,Lagerfeuer::N,zjarr i madh,آتش
409,Last::N,barrë,بار
410,Last::N,barrë,سنگینی
411,Gang::N,ecje,راه رفتن
412,Schritt::N,hap,قدم
413,Norden::N,veri,شمال
414,Süden::N,jug,جنوب
415,Westen::N,perëndim,غرب
416,Osten::N,lindje,شرق
417,Holz::N,dru,چوب
418,Brett::N,dërrasë,تخته
419,Platte::N,pllakë,صفحه
420,Stütze::N,shtyllë,تکیه
421,Stütze::N,mbështetesë,تکیه
422,Stange::N,shufër,میله
423,Stock::N,dajak,چوب
424,Stab::N,shkop,عصا
425,Rohr::N,tub,لوله
426,Haus::N,shtëpi,منزل
427,Heim::N,konak,خانه
428,Heim::N,konak,کاشانه
429,Heim::N,shtëpi,خانه
430,Heim::N,shtëpi,کاشانه
431,Ofen::N,sobë,بخاری
432,Ofen::N,stufë,بخاری
433,Fußboden::N,dysheme,کف اتاق
434,Tisch::N,tryezë,میز
435,Stuhl::N,karrige,صندلی
436,Wiege::N,djep,گهواره
437,Bett::N,shtrat,تختخواب
438,Regal::N,raft,قفسه
439,Kiste::N,kuti,صندوق
440,Fenster::N,dritare,پنجره
441,Tür::N,derë,در
442,Tür::N,derë,درب
443,Tor::N,portë,دروازه
444,Zaun::N,gardh,حصار
445,Dach::N,çati,بام
446,Leiter::N,shkallë,نردبان
447,Besen::N,fshesë,جارو
448,Spaten::N,lopatë,بیل
449,Schaufel::N,qyrek,بیل
450,Schaufel::N,qyrek,پارو
451,Gabel::N,pirun,چنگال
452,Löffel::N,lugë,قاشق
453,Messer::N,thikë,کارد
454,Nagel::N,gozhdë,میخ
455,Netz::N,rrjetë,تور
456,Netz::N,rrjetë,شبکه
457,Haken::N,grep,قلاب
458,Haken::N,grremç,قلاب
459,Griff::N,dorak,دسته
460,Griff::N,dorezë,دسته
461,Schloss::N,bravë,قفل
462,Bild::N,tablo,عکس
463,Bild::N,tablo,تصویر
464,Bild::N,pikturë,عکس
465,Bild::N,pikturë,تصویر
466,Figur::N,figurë,تندیس
467,Puppe::N,kukull,عروسک
468,Beutel::N,qese,کیسه
469,Beutel::N,trastë,کیسه
470,Bündel::N,deng,بسته
471,Tasche::N,çantë,کیف
472,Eimer::N,kovë,سطل
473,Deckel::N,kapak,در
474,Deckel::N,mbulesë,در
475,Geschirr::N,enë,ظرف
476,Sack::N,thes,گونی
477,Sack::N,torbë,گونی
478,Tasse::N,filxhan,فنجان
479,Topf::N,kusi,دیگ
480,Topf::N,kusi,قابلمه
481,Topf::N,tenxhere,دیگ
482,Topf::N,tenxhere,قابلمه
483,Kessel::N,kazan,دیگ
484,Essen::N,ngrënie,خوراک
485,Nahrung::N,ushqim,غذا
486,Speise::N,gatesë,خوراک
487,Fleisch::N,mish,گوشت
488,Getreide::N,drithë,غله
489,Brei::N,qull,فرنی
490,Brei::N,qull,حریره
491,Brot::N,bukë,نان
492,Scheibe::N,fetë,قاچ
493,Scheibe::N,fetë,لزگه
494,Fett::N,lyrë,چربی
495,Fett::N,yndyrë,چربی
496,Butter::N,gjalpë,کره
497,Öl::N,vaj,روغن
498,Salz::N,kripë,نمک
499,Suppe::N,supë,آش
500,Suppe::N,supë,سوپ
501,Suppe::N,çorbë,آش
502,Suppe::N,çorbë,سوپ
503,Honig::N,mjaltë,عسل
504,Milch::N,qumësht,شیر
505,Tee::N,çaj,چای
506,Leder::N,lëkurë,چرم
507,Wolle::N,lesh,پشم
508,Stoff::N,pëlhurë,پارچه
509,Nadel::N,gjilpërë,سوزن
510,Faden::N,pe,نخ
511,Faden::N,fije,نخ
512,Knopf::N,kopsë,دکمه
513,Knoten::N,komb,گره
514,Farbe::N,bojë,رنگ
515,Kleidung::N,veshje,لباس
516,Kleidung::N,veshje,پوشاک
517,Hemd::N,këmishë,پیراهن
518,Kragen::N,jakë,یقه
519,Ärmel::N,mëngë,آستین
520,Hose::N,brekë,شلوار
521,Gürtel::N,rrip,کمر‌بند
522,Mütze::N,kësulë,کلاه
523,Schuh::N,këpucë,کفش
524,Stiefel::N,çizme,چکمه
525,Ring::N,unazë,حلقه
526,Ring::N,unazë,انگشتر
527,Band::N,shirit,نوار
528,Band::N,shirit,روبان
529,Kamm::N,krehër,شانه
530,Spiegel::N,pasqyrë,آینه
531,Riemen::N,rrip,تسمه
532,Schnur::N,litar,ریسمان
533,Schnur::N,cikomë,ریسمان
534,Leine::N,rrip,قلاده
535,Decke::N,batanije,پتو
536,Kissen::N,jastëk,بالش
537,Tuch::N,shami,شال
538,Handtuch::N,peshqir,حوله
539,Kraft::N,forcë,نیرو
540,Stärke::N,koll,زور
541,Gesundheit::N,shëndet,سلامتی
542,Gesundheit::N,shëndet,تندرستی
543,Krankheit::N,sëmundje,بیماری
544,Schmerz::N,dhimbje,درد
545,Wunde::N,plagë,زخم
546,Fieber::N,ethe,تب
547,Arznei::N,ilaç,دارو
548,Brücke::N,urë,پل
549,Brunnen::N,pus,چاه
550,Weide::N,kullotë,چراگاه
551,Pfad::N,ravë,راه
552,Pfad::N,shteg,راه
553,Weg::N,udhë,راه
554,Weg::N,udhë,طریق
555,Weg::N,shteg,راه
556,Weg::N,shteg,طریق
557,Straße::N,rrugë,راه
558,Straße::N,rrugë,جاده
559,Dorf::N,fshat,ده
560,Dorf::N,fshat,روستا
561,Dorf::N,katund,ده
562,Dorf::N,katund,روستا
563,Stadt::N,qytet,شهر
564,Brief::N,letër,نامه
565,Buch::N,libër,کتاب
566,Buchstabe::N,shkronjë,حرف
567,Zeitung::N,gazetë,روزنامه
568,Leben::N,jetë,عمر
569,Leben::N,jetë,زندگی
570,Tod::N,mortje,مرگ
571,Grab::N,varr,گور
572,Grab::N,varr,مزار
573,Kirche::N,kishë,کلیسا
574,Sünde::N,mëkat,بزه
575,Sünde::N,mëkat,گناه
576,Sünde::N,gjynah,بزه
577,Sünde::N,gjynah,گناه
578,Gott::N,hy,خدا
579,Gott::N,zot,خدا
580,Arbeiter::N,punëtor,کارگر
581,Chef::N,shef,رئیس
582,Chef::N,drejtues,رئیس
583,Meister::N,mjeshtër,استاد
584,Arzt::N,mjek,پزشک
585,Arzt::N,doktor,پزشک
586,Lehrer::N,mësues,معلم
587,Lehrer::N,mësues,آموزگار
588,Lehrer::N,arsimtar,معلم
589,Lehrer::N,arsimtar,آموزگار
590,Geld::N,para,پول
591,Geld::N,holla,پول
592,Geschäft::N,ujdi,کار
593,Geschäft::N,ujdi,بیزنس
594,Geschäft::N,biznes,کار
595,Geschäft::N,biznes,بیزنس
596,Laden::N,dyqan,دکان
597,Laden::N,dyqan,مغازه
598,Preis::N,çmim,بها
599,Preis::N,çmim,قیمت
600,Ware::N,mall,جنس
601,Ware::N,mall,کالا
602,Nutzen::N,dobi,مزیت
603,Nutzen::N,dobi,امتیاز
604,Nutzen::N,leverdi,مزیت
605,Nutzen::N,leverdi,امتیاز
606,Reichtum::N,kamje,مال
607,Reichtum::N,kamje,ثروت
608,Reichtum::N,pasuri,مال
609,Reichtum::N,pasuri,ثروت
610,Welt::N,botë,دنیا
611,Land::N,vend,کشور
612,Land::N,vend,مملکت
613,Staat::N,shtet,دولت
614,König::N,mbret,شاه
615,König::N,mbret,پادشاه
616,Macht::N,fuqi,قدرت
617,Macht::N,fuqi,اختیار
618,Macht::N,pushtet,قدرت
619,Macht::N,pushtet,اختیار
620,Grenze::N,kufi,مرز
621,Krieg::N,luftë,جنگ
622,Feind::N,armik,دشمن
623,Gewalt::N,dhunë,زور
624,Gewalt::N,dhunë,خشونت
625,Kampf::N,luftim,نبرد
626,Kampf::N,luftim,مبارزه
627,Bogen[Waffe]::N,hark,کمان
628,Pfeil::N,shigjetë,تیر
629,Gewehr::N,pushkë,تفنگ
630,Fehler::N,gafë,غلط
631,Fehler::N,gafë,اشتباه
632,Fehler::N,gabim,غلط
633,Fehler::N,gabim,اشتباه
634,Lüge::N,gënjeshtër,دروغ
635,Schaden::N,dëm,آسیب
636,Schaden::N,dëm,خسارت
637,Schaden::N,zarar,آسیب
638,Schaden::N,zarar,خسارت
639,Unglück::N,fatkeqësi,بلا
640,Schuld::N,faj,گناه
641,Schuld::N,faj,تقصیر
642,Alter::N,moshë,سن
643,Alter::N,moshë,عمر
644,Schluss::N,fund,انتها
645,Zeit::N,kohë,وقت
646,Zeit::N,kohë,زمان
647,Tag::N,ditë,روز
648,Morgen::N,mëngjes,صبح
649,Mittag::N,mesditë,ظهر
650,Abend::N,mbrëmje,شب
651,Abend::N,mbrëmje,عصر
652,Nacht::N,natë,شب
653,Woche::N,javë,هفته
654,Monat::N,muaj,ماه
655,Jahr::N,vit,سال
656,Frühling::N,pranverë,بهار
657,Sommer::N,verë,تابستان
658,Herbst::N,vjeshtë,پاییز
659,Winter::N,dimër,زمستان
660,Januar::N,janar,ژانویه
661,Februar::N,shkurt,فوریه
662,März::N,mars,مارس
663,April::N,prill,آوریل
664,Mai::N,maj,مه
665,Juni::N,qershor,ژوئن
666,Juli::N,korrik,ژویه
667,August::N,gusht,اوت
668,September::N,shtator,سپتامبر
669,Oktober::N,tetor,اکتبر
670,November::N,nëntor,نوامبر
671,Dezember::N,dhjetor,دسامبر
672,Montag::N,hënë,دو‌شنبه
673,Dienstag::N,martë,سه‌شنبه
674,Mittwoch::N,mërkurë,چهار‌شنبه
675,Donnerstag::N,enjte,پنج شنبه
676,Freitag::N,premte,جمعه
677,Samstag::N,shtunë,شنبه
678,Sonntag::N,diel,یکشنبه
679,groß::A,madh,بزرگ
680,klein::A,vogël,کوچک
681,lang::A,gjatë,بلند
682,kurz::A,shkurtër,کوتاه
683,breit::A,gjerë,پهن
684,schmal::A,ngushtë,تنگ
685,schmal::A,ngushtë,نازک
686,dicht::A,dendur,چگال
687,dicht::A,dendur,انبوه
688,dick[Gegenstand]::A,trashë,ضخیم
689,dünn::A,hollë,نازک
690,fein::A,imët,ریز
691,fein::A,imët,باریک
692,fest::A,fortë,محکم
693,flach::A,sheshtë,صاف
694,flach::A,sheshtë,مسطح
695,glatt::A,rrafshët,لیز
696,hart::A,fortë,سفت
697,weich::A,butë,نرم
698,weich::A,butë,ملایم
699,rund::A,rrumbullakët,گرد
700,spitz::A,majëmprehtë,تیز
701,spitz::A,majëmprehtë,نوک‌تیز
702,scharf::A,mprehtë,تیز
703,scharf::A,mprehtë,برنده
704,stumpf::A,topitur,کند
705,schwer::A,rëndë,سنگین
706,schön::A,bukur,زیبا
707,heiß::A,nxehtë,داغ
708,warm::A,ngrohtë,گرم
709,kalt::A,ftohtë,سرد
710,kühl::A,freskët,خنک
711,frisch::A,pastër,تازه
712,feucht::A,lagësht,مرطوب
713,nass::A,lagur,تر
714,nass::A,lagur,خیش
715,trocken::A,thatë,خشک
716,voll::A,plotë,پر
717,leer::A,bosh,خالی
718,leer::A,zbrazët,خالی
719,offen::A,hapur,باز
720,geschlossen::A,mbyllur,بسته
721,sauber::A,dëlirë,پاک
722,sauber::A,dëlirë,تمیز
723,schmutzig::A,ndyrë,کثیف
724,schmutzig::A,ndyrë,آلوده
725,roh::A,gjallë,خام
726,reif::A,arrirë,رسیده
727,lecker::A,shijshëm,لذیذ
728,lecker::A,shijshëm,خوشمزه
729,süß::A,ëmbël,شیرین
730,bitter::A,hidhur,تلخ
731,sauer::A,thartë,ترش
732,hell::A,me dritë,روشن
733,dunkel::A,errët,تاریک
734,schwarz::A,i zi,سیاه
735,weiß::A,bardhë,سفید
736,rot::A,kuq,سرخ
737,rot::A,kuq,قرمز
738,gelb::A,verdhë,زرد
739,blau::A,blu,آبی
740,blau::A,kaltër,آبی
741,grün::A,blertë,سبز
742,grün::A,gjelbër,سبز
743,grau::A,hirtë,طوسی
744,grau::A,hirtë,خاکستری
745,grau::A,bojë hiri,طوسی
746,grau::A,bojë hiri,خاکستری
747,bunt::A,shumëngjyrëshëm,رنگارنگ
748,billig::A,lirë,ارزان
749,teuer::A,shtrenjtë,گران
750,wertvoll::A,çmuar,قیمتی
751,wertvoll::A,çmuar,گرانبها
752,wertvoll::A,vlershëm,قیمتی
753,wertvoll::A,vlershëm,گرانبها
754,blind::A,qorr,کور
755,blind::A,qorr,نابینا
756,blind::A,verbër,کور
757,blind::A,verbër,نابینا
758,taub::A,shurdhër,کر
759,taub::A,shurdhër,ناشنوا
760,kräftig::A,fuqishëm,قوی
761,stark::A,fortë,قوی
762,stark::A,fortë,نیرومند
763,schwach::A,dobët,ضعیف
764,fett::A,dhjamur,چرب
765,schlank::A,hollë,باریک‌اندام
766,hübsch::A,bukur,قشنگ
767,hübsch::A,bukur,خوشگل
768,hübsch::A,hijshëm,قشنگ
769,hübsch::A,hijshëm,خوشگل
770,böse::A,keq,بد
771,dumm::A,teveqel,احمق
772,faul::A,dembel,لش
773,faul::A,dembel,تنبل
774,fleißig::A,zellshëm,زرنگ
775,geizig::A,kurnac,خسیس
776,geizig::A,dorështrënguar,خسیس
777,klug::A,mençur,عاقل
778,klug::A,mençur,باهوش
779,geschickt::A,aftë,ماهر
780,lieb::A,dashur,عزیز
781,lustig::A,gëzuar,شاد
782,lustig::A,gëzuar,خوشحال
783,sanft::A,butë,لطیف
784,hungrig::A,uritur,گرسنه
785,krank::A,sëmurë,مریض
786,krank::A,sëmurë,بیمار
787,nackt::A,lakuriq,لخت
788,nackt::A,lakuriq,برهنه
789,nackt::A,zhveshur,لخت
790,nackt::A,zhveshur,برهنه
791,traurig::A,trishtuar,غمگین
792,lebendig::A,gjallë,زنده
793,gut::A,mirë,خوب
794,schlecht::A,keq,بد
795,richtig::A,drejtë,درست
796,schlimm::A,keq,وخيم
