,Concept_ID,he,se
259,Körper::N,גוף,ruumâš
260,Körper::N,גוף,rå´pp
261,Körper::N,גוף,лышшьк
262,Körper::N,גוף,роаӈӈьк
263,Haut::N,עור,njaltja
264,Haut::N,עור,lijkke
265,Haut::N,עור,tjuobma
266,Haut::N,עור,liiki
267,Haut::N,עור,liške
268,Haut::N,עור,le´šǩǩ
269,Haut::N,עור,лышшьк
270,Blut::N,דם,vïrre
271,Blut::N,דם,maelie
272,Blut::N,דם,varra
273,Blut::N,דם,varra
274,Blut::N,דם,vorrâ
275,Blut::N,דם,võrr
276,Blut::N,דם,вэ̄рр
277,Ader::N,וריד,åerie
278,Ader::N,וריד,aajroe
279,Ader::N,וריד,suodna
280,Ader::N,וריד,varrasuotna
281,Ader::N,וריד,suoṇâ
282,Ader::N,וריד,suõnn
283,Ader::N,וריד,сӯнн
284,Sehne::N,גיד,soene
285,Sehne::N,גיד,gåårtenje
286,Sehne::N,גיד,suodna
287,Sehne::N,גיד,suotna
288,Sehne::N,גיד,suoṇâ
289,Sehne::N,גיד,suõnn
290,Sehne::N,גיד,сӯнн
291,Knochen::N,עצם,måara
292,Knochen::N,עצם,måaroe
293,Knochen::N,עצם,dákte
294,Knochen::N,עצם,dákti
295,Knochen::N,עצם,tähti
296,Knochen::N,עצם,tä´htt
297,Knochen::N,עצם,та̄ххт
298,Knochen::N,עצם,та̄ффьт
299,Gehirn::N,מוח,aajla
300,Gehirn::N,מוח,vuojŋam
301,Gehirn::N,מוח,vuoigŋašat
302,Gehirn::N,מוח,vuoi'ŋâšeh
303,Gehirn::N,מוח,vuo'ivâšneh
304,Gehirn::N,מוח,vuõivâšn
305,Gehirn::N,מוח,вуэййвэшна
306,Herz::N,לב,vaajmoe
307,Herz::N,לב,tsåhke
308,Herz::N,לב,váibmu
309,Herz::N,לב,váimu
310,Herz::N,לב,čââ´đ
311,Herz::N,לב,кӯттҌк
312,Magen::N,קבה,tjåejjie
313,Magen::N,קבה,tjoajvve
314,Magen::N,קבה,čoavji
315,Magen::N,קבה,čuáv'ji
316,Magen::N,קבה,čåu´jj
317,Magen::N,קבה,чо̄ввьй
318,Leber::N,כבד,mueksie
319,Leber::N,כבד,librre
320,Leber::N,כבד,vuoivvas
321,Leber::N,כבד,vuoivâs
322,Leber::N,כבד,vuõivâs
323,Leber::N,כבד,вуйвас
324,Atem::N,נשימה,voejngehtasse
325,Atem::N,נשימה,båssånis
326,Atem::N,נשימה,vuojŋadahka
327,Atem::N,נשימה,vuoiŋŋahat
328,Atem::N,נשימה,vuo'iŋâstim
329,Atem::N,נשימה,jiõg'g
330,Atem::N,נשימה,вӯйнас
331,Atem::N,נשימה,вӯййнмушш
332,Hunger::N,רעב,nielkie
333,Hunger::N,רעב,nielgge
334,Hunger::N,רעב,nealgi
335,Hunger::N,רעב,nelgi
336,Hunger::N,רעב,neä´lǧǧ
337,Hunger::N,רעב,не̄лльк
338,Träne::N,דמעה,gïknjele
339,Träne::N,דמעה,ganjál
340,Träne::N,דמעה,ganjal
341,Träne::N,דמעה,koonjâl
342,Träne::N,דמעה,kõõnjâl
343,Träne::N,דמעה,кэ̄нял
344,Geschmack::N,טעם,aelmie
345,Geschmack::N,טעם,muosse
346,Geschmack::N,טעם,smáhkka
347,Geschmack::N,טעם,máhku
348,Geschmack::N,טעם,smáhkka
349,Geschmack::N,טעם,mááhu
350,Geschmack::N,טעם,smakkâ
351,Geschmack::N,טעם,njõõd
352,Geschmack::N,טעם,smääkk
353,Geschmack::N,טעם,ня̄лльк
354,Geruch::N,ריח,haaje
355,Geruch::N,ריח,habjja
356,Geruch::N,ריח,hádja
357,Geruch::N,ריח,opsâ
358,Geruch::N,ריח,haajâ
359,Geruch::N,ריח,õpss
360,Geruch::N,ריח,haajj
361,Geruch::N,ריח,апс
362,Geruch::N,ריח,лэ̄гк
363,Schlaf::N,שנה,nahkerh
364,Schlaf::N,שנה,nager
365,Schlaf::N,שנה,oados
366,Schlaf::N,שנה,nagir
367,Schlaf::N,שנה,naṿer
368,Schlaf::N,שנה,nââ´er
369,Schlaf::N,שנה,нагерь
370,Traum::N,חלום,nahkere
371,Traum::N,חלום,niehko
372,Traum::N,חלום,niehku
373,Traum::N,חלום,naṿer
374,Traum::N,חלום,nââ´er
375,Traum::N,חלום,нагерь
376,Himmel::N,שמים,elmie
377,Himmel::N,שמים,almme
378,Himmel::N,שמים,albmi
379,Himmel::N,שמים,alme
380,Himmel::N,שמים,â´lmm
381,Himmel::N,שמים,алльм
382,Sonne::N,שמש,biejjie
383,Sonne::N,שמש,bæjvásj
384,Sonne::N,שמש,beaivváš
385,Sonne::N,שמש,peivi
386,Sonne::N,שמש,piäiváš
387,Sonne::N,שמש,pei´vv
388,Sonne::N,שמש,пе̄ййв
389,Mond::N,ירח,aske
390,Mond::N,ירח,mánno
391,Mond::N,ירח,mánnu
392,Mond::N,ירח,máánu
393,Mond::N,ירח,mään
394,Mond::N,ירח,ма̄нн
395,Stern::N,כוכב,daasta
396,Stern::N,כוכב,naestie
397,Stern::N,כוכב,násste
398,Stern::N,כוכב,násti
399,Stern::N,כוכב,täsni
400,Stern::N,כוכב,tä´snn
401,Stern::N,כוכב,та̄ссьт
402,Luft::N,אויר,elmie
403,Luft::N,אויר,ájmmo
404,Luft::N,אויר,áibmu
405,Luft::N,אויר,áimu
406,Luft::N,אויר,šõŋŋ
407,Luft::N,אויר,вӯйнас
408,Wind::N,רוח,bïegke
409,Wind::N,רוח,biegga
410,Wind::N,רוח,biegga
411,Wind::N,רוח,pieg'gâ
412,Wind::N,רוח,piõg'g
413,Wind::N,רוח,пӣӈӈк
414,Welle::N,גל,baaroe
415,Welle::N,גל,bárro
416,Welle::N,גל,bárru
417,Welle::N,גל,pááṛu
418,Welle::N,גל,päärr
419,Welle::N,גל,нэ̄ммп
420,Wasser::N,מים,tjaetsie
421,Wasser::N,מים,tjáhtje
422,Wasser::N,מים,čáhci
423,Wasser::N,מים,čääci
424,Wasser::N,מים,čää´cc
425,Wasser::N,מים,ча̄дзь
426,Stein::N,אבן,gierkie
427,Stein::N,אבן,giergge
428,Stein::N,אבן,geađgi
429,Stein::N,אבן,keđgi
430,Stein::N,אבן,ǩeä´dǧǧ
431,Stein::N,אבן,ке̄ддҌк
432,Boden::N,קרקע,betnie
433,Boden::N,קרקע,ednam
434,Boden::N,קרקע,bodni
435,Boden::N,קרקע,vuođđu
436,Boden::N,קרקע,ponne
437,Boden::N,קרקע,vuáđ̣u
438,Boden::N,קרקע,vuâđđ
439,Boden::N,קרקע,лаввьн
440,Boden::N,קרקע,е̄ммьне
441,Erde::N,אדמה,jåarta
442,Erde::N,אדמה,mueltie
443,Erde::N,אדמה,ednam
444,Erde::N,אדמה,mållde
445,Erde::N,אדמה,eana
446,Erde::N,אדמה,eennâm
447,Erde::N,אדמה,mädd
448,Erde::N,אדמה,jânnam
449,Erde::N,אדמה,е̄ммьне
450,Staub::N,אבק,heblie
451,Staub::N,אבק,tsumhtsie
452,Staub::N,אבק,dubme
453,Staub::N,אבק,dopmu
454,Staub::N,אבק,kovjâ
455,Staub::N,אבק,põõ´l
456,Staub::N,אבק,кэ̄ббьй
457,Rauch::N,עשן,soeve
458,Rauch::N,עשן,suovva
459,Rauch::N,עשן,suovva
460,Rauch::N,עשן,suoṿâ
461,Rauch::N,עשן,suõvv
462,Rauch::N,עשן,сӯвв
463,Funke::N,ניצוץ,naestie
464,Funke::N,ניצוץ,tjuonam
465,Funke::N,ניצוץ,čuotnan
466,Funke::N,ניצוץ,čuođâlm
467,Funke::N,ניצוץ,iiskâr
468,Funke::N,ניצוץ,čuõzzâm
469,Funke::N,ניצוץ,чӯссэм
470,Feuer::N,אש,dålle
471,Feuer::N,אש,dållå
472,Feuer::N,אש,dolla
473,Feuer::N,אש,tullâ
474,Feuer::N,אש,toll
475,Feuer::N,אש,то̄лл
476,Licht::N,אור,tjoevke
477,Licht::N,אור,tjuovgga
478,Licht::N,אור,čuovga
479,Licht::N,אור,čuovggas
480,Licht::N,אור,čuoṿâ
481,Licht::N,אור,toll
482,Licht::N,אור,čuõvv
483,Licht::N,אור,то̄лл
484,Schatten::N,צל,skugkie
485,Schatten::N,צל,soejvene
486,Schatten::N,צל,irkes
487,Schatten::N,צל,sieges
488,Schatten::N,צל,itku
489,Schatten::N,צל,suoivâ
490,Schatten::N,צל,õõtt
491,Schatten::N,צל,ǩeeu´niǩ
492,Schatten::N,צל,кывьнэхь
493,Wetter::N,מזג אויר,vïerhtse
494,Wetter::N,מזג אויר,dálkke
495,Wetter::N,מזג אויר,dálki
496,Wetter::N,מזג אויר,šoŋŋâ
497,Wetter::N,מזג אויר,šõŋŋ
498,Wetter::N,מזג אויר,шэ̄ӈӈ
499,Nebel::N,ערפל,såavla
500,Nebel::N,ערפל,mearhka
501,Nebel::N,ערפל,murkko
502,Nebel::N,ערפל,mierkká
503,Nebel::N,ערפל,mierká
504,Nebel::N,ערפל,miär'kká
505,Nebel::N,ערפל,oṃo
506,Nebel::N,ערפל,sue´lnn
507,Nebel::N,ערפל,цӣгк
508,Nebel::N,ערפל,сулльн
509,Wolke::N,ענן,balve
510,Wolke::N,ענן,balvva
511,Wolke::N,ענן,balva
512,Wolke::N,ענן,polvâ
513,Wolke::N,ענן,põlvv
514,Wolke::N,ענן,пэллв
515,Regen::N,גשם,ebrie
516,Regen::N,גשם,harvve
517,Regen::N,גשם,arvi
518,Regen::N,גשם,arve
519,Regen::N,גשם,â´brr
520,Regen::N,גשם,аббьр
521,Schnee::N,שלג,lopme
522,Schnee::N,שלג,moehtege
523,Schnee::N,שלג,muohta
524,Schnee::N,שלג,muohta
525,Schnee::N,שלג,muotâ
526,Schnee::N,שלג,muõtt
527,Schnee::N,שלג,вэ̄дз
528,Schnee::N,שלג,куэллт
529,Eis::N,קרח,jïenge
530,Eis::N,קרח,jiegŋa
531,Eis::N,קרח,jiekŋa
532,Eis::N,קרח,jieŋ̣â
533,Eis::N,קרח,jiõŋŋ
534,Eis::N,קרח,ӣӈӈ
535,Frost::N,צנה,baajkoe
536,Frost::N,צנה,tjoasskem
537,Frost::N,צנה,buolaš
538,Frost::N,צנה,puolâš
539,Frost::N,צנה,puõlâš
540,Frost::N,צנה,мӯнь
541,Kälte::N,קר,jueskie
542,Kälte::N,קר,tjåetskeme
543,Kälte::N,קר,tjoasskem
544,Kälte::N,קר,čoaskin
545,Kälte::N,קר,ko'lmâsvuotâ
546,Kälte::N,קר,ijss
547,Kälte::N,קר,čuä´cǩǩem
548,Kälte::N,קר,tuârggnjõs
549,Kälte::N,קר,кэ̄лмас
550,Hitze::N,חם,baahke
551,Hitze::N,חם,báhkka
552,Hitze::N,חם,báhkka
553,Hitze::N,חם,pakkâ
554,Hitze::N,חם,kuṃe
555,Hitze::N,חם,paašt
556,Hitze::N,חם,жоарр
557,Raureif::N,כפור,jyjse
558,Raureif::N,כפור,ridne
559,Raureif::N,כפור,goarre
560,Raureif::N,כפור,ritni
561,Raureif::N,כפור,suhči
562,Raureif::N,כפור,riṇe
563,Raureif::N,כפור,ай
564,Regenbogen::N,קשת,aatjan goengere
565,Regenbogen::N,קשת,aatjan joekse
566,Regenbogen::N,קשת,ádjájuoksa
567,Regenbogen::N,קשת,arvedávgi
568,Regenbogen::N,קשת,bajándávgi
569,Regenbogen::N,קשת,äijihtävgi
570,Regenbogen::N,קשת,teârmmazjohss
571,Regenbogen::N,קשת,тӣрмесью̄ккс
572,Donner::N,רעם,raejrie
573,Donner::N,רעם,átjek
574,Donner::N,רעם,átjárájdde
575,Donner::N,רעם,áddjá
576,Donner::N,רעם,baján
577,Donner::N,רעם,juuṛâ
578,Donner::N,רעם,tie´rmes
579,Donner::N,רעם,тӣрмесь
580,Donner::N,רעם,ча̄ркнэгк
581,Strömung::N,זרימה,njuvvie
582,Strömung::N,זרימה,ájggedáhpe
583,Strömung::N,זרימה,rávdnji
584,Strömung::N,זרימה,virde
585,Strömung::N,זרימה,ve´rdd
586,Strömung::N,זרימה,выррьт
587,Tropfen::N,טפה,gåajhkohts
588,Tropfen::N,טפה,gåjkudis
589,Tropfen::N,טפה,goaikkanas
590,Tropfen::N,טפה,čalme
591,Tropfen::N,טפה,čâ´lmm
592,Tropfen::N,טפה,ча̄лльм
593,Schaum::N,קצף,sapte
594,Schaum::N,קצף,såpptå
595,Schaum::N,קצף,sokta
596,Schaum::N,קצף,suptâ
597,Schaum::N,קצף,soptt
598,Schaum::N,קצף,со̄ппт
599,Schmutz::N,לכלוך,haaskoe
600,Schmutz::N,לכלוך,duolvva
601,Schmutz::N,לכלוך,duolva
602,Schmutz::N,לכלוך,durdi
603,Schmutz::N,לכלוך,stänži
604,Schmutz::N,לכלוך,sähss
605,Schmutz::N,לכלוך,са̄ккьс
606,Schmutz::N,לכלוך,не̄шшь
607,See::N,אגם,jaevrie
608,See::N,אגם,jávrre
609,See::N,אגם,jávri
610,See::N,אגם,jävri
611,See::N,אגם,jâu´rr
612,See::N,אגם,я̄ввьр
613,Sumpf::N,בצה,pluevie
614,Sumpf::N,בצה,áhpe
615,Sumpf::N,בצה,sæmssa
616,Sumpf::N,בצה,jeaggi
617,Sumpf::N,בצה,jeggi
618,Sumpf::N,בצה,jeä´ǧ'ǧ
619,Sumpf::N,בצה,ла̄ммьп
620,Moor::N,בצה,pluevie
621,Moor::N,בצה,jiegge
622,Moor::N,בצה,suotnju
623,Moor::N,בצה,karrii
624,Moor::N,בצה,kä´rev
625,Moor::N,בצה,veättaǩ
626,Moor::N,בצה,ла̄ммьп
627,Wiese::N,מרעה,ïentje
628,Wiese::N,מרעה,giedde
629,Wiese::N,מרעה,gieddi
630,Wiese::N,מרעה,nijtto
631,Wiese::N,מרעה,пуэшенҍ
632,Wald::N,יער,skåake
633,Wald::N,יער,skåajje
634,Wald::N,יער,miehtsie
635,Wald::N,יער,vuovdde
636,Wald::N,יער,miehttse
637,Wald::N,יער,vuovdi
638,Wald::N,יער,meahcci
639,Wald::N,יער,mecci
640,Wald::N,יער,vyemi
641,Wald::N,יער,vue´mm
642,Wald::N,יער,meä´c'c
643,Wald::N,יער,ля̄ммт
644,Hügel::N,תל,deava
645,Hügel::N,תל,dievvá
646,Hügel::N,תל,dievvá
647,Hügel::N,תל,čummâ
648,Hügel::N,תל,pä´rcc
649,Hügel::N,תל,teä´rmm
650,Hügel::N,תל,ка̄ннҌт
651,Anhöhe::N,מעלה,deava
652,Anhöhe::N,מעלה,jalladahke
653,Anhöhe::N,מעלה,dievásj
654,Anhöhe::N,מעלה,aláš
655,Anhöhe::N,מעלה,luohkká
656,Anhöhe::N,מעלה,tiävá
657,Anhöhe::N,מעלה,poorááš
658,Anhöhe::N,מעלה,ču´lpp
659,Anhöhe::N,מעלה,škâu´ŋŋ
660,Anhöhe::N,מעלה,ка̄ннҌт
661,Berg::N,הר,bïerje
662,Berg::N,הר,várre
663,Berg::N,הר,várri
664,Berg::N,הר,vääṛi
665,Berg::N,הר,vää´rr
666,Berg::N,הר,те̄ррьм
667,Gipfel::N,פסגה,dalvese
668,Gipfel::N,פסגה,tjåhkkå
669,Gipfel::N,פסגה,čohkka
670,Gipfel::N,פסגה,čokke
671,Gipfel::N,פסגה,čå´ǩǩ
672,Gipfel::N,פסגה,ла̄ддҍв
673,Höhle::N,מערה,beajoe
674,Höhle::N,מערה,rájgge
675,Höhle::N,מערה,sluoggo
676,Höhle::N,מערה,biedju
677,Höhle::N,מערה,kuovđâšm
678,Höhle::N,מערה,skuõrr
679,Höhle::N,מערה,вуэӈӈк
680,Abhang::N,מדרון,boelte
681,Abhang::N,מדרון,brijrie
682,Abhang::N,מדרון,bállte
683,Abhang::N,מדרון,vielti
684,Abhang::N,מדרון,luohkká
685,Abhang::N,מדרון,viel'tti
686,Abhang::N,מדרון,vie´ltt
687,Abhang::N,מדרון,луэххк
688,Abhang::N,שפוע,boelte
689,Abhang::N,שפוע,brijrie
690,Abhang::N,שפוע,bállte
691,Abhang::N,שפוע,vielti
692,Abhang::N,שפוע,luohkká
693,Abhang::N,שפוע,viel'tti
694,Abhang::N,שפוע,vie´ltt
695,Abhang::N,שפוע,луэххк
696,Quelle::N,מעין,aajege
697,Quelle::N,מעין,gaaltije
698,Quelle::N,מעין,ája
699,Quelle::N,מעין,ája
700,Quelle::N,מעין,gáldu
701,Quelle::N,מעין,aajâ
702,Quelle::N,מעין,käldee
703,Quelle::N,מעין,lädd
704,Quelle::N,מעין,käivv
705,Quelle::N,מעין,ка̄ййв
706,Bach::N,נחל,johketje
707,Bach::N,נחל,jåhkå
708,Bach::N,נחל,jågåsj
709,Bach::N,נחל,jogaš
710,Bach::N,נחל,aajâ
711,Bach::N,נחל,vuäjj
712,Bach::N,נחל,вуэйй
713,Fluss::N,נהר,johke
714,Fluss::N,נהר,ædno
715,Fluss::N,נהר,jåhkå
716,Fluss::N,נהר,johka
717,Fluss::N,נהר,juuhâ
718,Fluss::N,נהר,jokk
719,Fluss::N,נהר,jeänn
720,Fluss::N,נהר,ё̄гк
721,Ufer::N,גדה,beala
722,Ufer::N,גדה,gádde
723,Ufer::N,גדה,gáddi
724,Ufer::N,גדה,riddo
725,Ufer::N,גדה,redd
726,Ufer::N,גדה,рыннт
727,Küste::N,חוף,mïere
728,Küste::N,חוף,gaedtie
729,Küste::N,חוף,merragádde
730,Küste::N,חוף,merraguovllo
731,Küste::N,חוף,gáddi
732,Küste::N,חוף,riddo
733,Küste::N,חוף,miârr'redd
734,Küste::N,חוף,рыннт
735,Festland::N,יבשה,gaedtie
736,Festland::N,יבשה,gádde
737,Festland::N,יבשה,nannán
