,Concept_ID,lt,it
132,Küste::N,pajūris,costa
133,Festland::N,sausuma,terraferma
134,Meer::N,jūra,mare
135,Bucht::N,įlanka,cala
136,Bucht::N,užutekis,cala
137,Insel::N,sala,ìsola
138,Blume::N,gėlė,fiore
139,Gras::N,žolė,erba
140,Wurzel::N,šaknis,radice
141,Baum::N,medis,àlbero
142,Stamm::N,kamienas,tronco
143,Rinde::N,žievė,corteccia
144,Ast::N,šaka,ramo
145,Zweig::N,šakelė,ramo
146,Blatt::N,lapas,foglia
147,Birke::N,beržas,betulla
148,Kiefer[Baum]::N,pušis,pino
149,Weide[Baum]::N,karklas,sàlice
150,Tanne::N,eglė,abete
151,Tanne::N,kėnis,abete
152,Horn::N,ragas,corno
153,Feder::N,plunksna,penna
154,Fell::N,kailis,manto
155,Fell::N,kailis,pelame
156,Flügel::N,sparnas,ala
157,Klaue::N,kanopa,grinfia
158,Kralle::N,nagas,unghia
159,Kralle::N,nagas,artiglio
160,Schwanz::N,uodega,coda
161,Ei::N,kiaušinis,uovo
162,Nest::N,gūžta,nido
163,Nest::N,lizdas,nido
164,Bau::N,ola,covo
165,Tier::N,gyvūnas,bestia
166,Tier::N,gyvūnas,animale
167,Herde::N,banda,gregge
168,Herde::N,kaimenė,gregge
169,Kuh::N,karvė,vacca
170,Bulle::N,bulius,toro
171,Pferd::N,arklys,cavallo
172,Schaf::N,avis,pècora
173,Schwein::N,kiaulė,porco
174,Schwein::N,kiaulė,maiale
175,Hund::N,šuo,cane
176,Katze::N,katė,gatta
177,Bär::N,lokys,orso
178,Eichhörnchen::N,voveraitė,scoiàttolo
179,Elch::N,briedis,alce
180,Fuchs::N,lapė,volpe
181,Hase::N,kiškas,lepre
182,Maus::N,pelė,topo
183,Maus::N,pelė,sorcio
184,Wolf::N,vilkas,lupo
185,Vogel::N,paukštis,uccello
186,Schwarm::N,spiečius,stormo
187,Huhn::N,višta,gallina
188,Hahn::N,gaidys,gallo
189,Gans::N,žąsis,oca
190,Adler::N,erelis,àquila
191,Ente::N,antis,ànatra
192,Eule::N,pelėda,gufo
193,Eule::N,pelėda,civetta
194,Kranich::N,gervė,gru
195,Krähe::N,varna,cornacchia
196,Kuckuck::N,gegužė,cuccù
197,Kuckuck::N,gegužė,cùculo
198,Schwan::N,gulbė,cigno
199,Fisch::N,žuvis,pesce
200,Barsch::N,ešerys,pèrsico
201,Hecht::N,lydeka,luccio
202,Schlange[Tier]::N,gyvatė,serpente
203,Wurm::N,kirmėlė,baco
204,Wurm::N,kirmėlė,verme
205,Spinne::N,voras,ragno
206,Ameise::N,skruzdė,formica
207,Laus::N,utėlė,pidocchio
208,Mücke::N,uodas,zanzara
209,Fliege::N,musė,mosca
210,Schmetterling::N,drugys,farfalla
211,Schmetterling::N,peteliškė,farfalla
212,Beere::N,uoga,bacca
213,Apfel::N,obuolys,mela
214,Pilz::N,grybas,fungo
215,Zwiebel::N,svogūnas,cipolla
216,Saat::N,sėkla,semente
217,Korn::N,grūdai,grano
218,Heu::N,šienas,fieno
219,Schale::N,žievelė,buccia
220,Grube::N,duobė,cava
221,Grube::N,duobė,fossa
222,Falle::N,pinklės,tràppola
223,Falle::N,žabangai,tràppola
224,Schlinge::N,kilpa,laccio
225,Spur::N,vėžė,traccia
226,Spur::N,pėdos,traccia
227,Spur::N,pėdsakas,traccia
228,Asche::N,pelenai,cenere
229,Dreck::N,purvas,fango
230,Eisen::N,geležis,ferro
231,Gold::N,auksas,oro
232,Silber::N,sidabras,argento
233,Kohle::N,anglis,carbone
234,Glas::N,stiklas,vetro
235,Lehm::N,molis,argilla
236,Sand::N,smėlis,arena
237,Sand::N,smėlis,sabbia
238,Mensch::N,žmogus,uomo
239,Mensch::N,žmogus,èssere umano
240,Mann::N,vyras,uomo
241,Mann::N,vyriškis,uomo
242,Frau::N,moteris,donna
243,Kind::N,vaikas,bambino
244,Junge::N,vaikinas,ragazzo
245,Junge::N,berniukas,ragazzo
246,Mädchen::N,mergytė,ragazza
247,Mädchen::N,mergaitė,ragazza
248,Familie::N,šeima,famiglia
249,Großvater::N,senelis,nonno
250,Großmutter::N,senelė,nonna
251,Eltern::N,tėvai,genitori
252,Vater::N,tėvas,padre
253,Mutter::N,motina,madre
254,Sohn::N,sūnus,figlio
255,Tochter::N,duktė,figlia
256,Bruder::N,brolis,fratello
257,Schwester::N,sesuo,sorella
258,Onkel::N,dėdė,zio
259,Tante::N,teta,zia
260,Ehemann::N,vyras,marito
261,Ehefrau::N,žmona,moglie
262,Freude::N,džiaugsmas,gioia
263,Freude::N,džiaugsmas,piacere
264,Gelächter::N,juokas,risata
265,Glück::N,laimė,felicità
266,Kummer::N,vargas,afflizione
267,Kummer::N,rūpestis,afflizione
268,Wunsch::N,troškimas,desiderio
269,Wunsch::N,pageidavimas,desiderio
270,Lust::N,noras,voglia
271,Lust::N,geidulys,voglia
272,Geist::N,dvasia,mente
273,Geist::N,dvasia,spìrito
274,Gedanke::N,mintis,idea
275,Gedanke::N,mintis,pensiero
276,Gedächtnis::N,atmintis,memoria
277,Verstand::N,protas,intelletto
278,Sinn::N,prasmė,senso
279,Sinn::N,prasmė,significato
280,Grund::N,priežastis,causa
281,Grund::N,priežastis,motivo
282,Grund::N,priežastis,ragione
283,Wahrheit::N,tiesa,verità
284,Wahrheit::N,teisybė,verità
285,Gespräch::N,pokalbis,discorso
286,Gespräch::N,pokalbis,conversazione
287,Märchen::N,pasaka,fiaba
288,Märchen::N,pasaka,fàvola
289,Erzählung::N,apsakymas,racconto
290,Erzählung::N,apsakymas,narrazione
291,Erzählung::N,pasakojimas,racconto
292,Erzählung::N,pasakojimas,narrazione
293,Nachricht::N,žinia,messaggio
294,Neuigkeit::N,naujiena,notizia
295,Name::N,vardas,nome
296,Rätsel::N,mįslė,indovinello
297,Rede::N,kalba,discorso
298,Sprache::N,kalba,lingua
299,Sprache::N,kalba,linguaggio
300,Stimme::N,balsas,voce
301,Wort::N,žodis,parola
302,Zeichen::N,žymė,segno
303,Zeichen::N,žymė,segnale
304,Zeichen::N,ženklas,segno
305,Zeichen::N,ženklas,segnale
306,Ruf::N,šauksmas,chiamata
307,Lärm::N,triukšmas,chiasso
308,Lärm::N,triukšmas,strèpito
309,Laut::N,garsas,suono
310,Ton::N,tonas,tono
311,Ton::N,garsas,tono
312,Lied::N,daina,canto
313,Lied::N,daina,canzone
314,Lied::N,giesmė,canto
315,Lied::N,giesmė,canzone
316,Ruhe::N,ramybė,calma
317,Ruhe::N,ramybė,tranquillità
318,Ruhe::N,ramumas,calma
319,Ruhe::N,ramumas,tranquillità
320,Leute::N,žmonės,gente
321,Volk::N,tauta,pòpolo
322,Arbeit::N,darbas,lavoro
323,Arbeit::N,triūsas,lavoro
324,Gast::N,svečias,òspite
325,Gast::N,svečias,invitato
326,Geschenk::N,dovana,regalo
327,Spiel::N,žaismas,gioco
328,Spiel::N,žaidimas,gioco
329,Gesellschaft::N,draugija,compagnìa
330,Gesellschaft::N,kompanija,compagnìa
331,Hilfe::N,pagalba,aiuto
332,Hilfe::N,pagalba,soccorso
333,Freund::N,draugas,amico
334,Freund::N,bičiulis,amico
335,Kamerad::N,draugas,camerata
336,Angelegenheit::N,dalykas,affare
337,Angelegenheit::N,dalykas,faccenda
338,Angelegenheit::N,reikalas,affare
339,Angelegenheit::N,reikalas,faccenda
340,Anzahl::N,kiekis,nùmero
341,Anzahl::N,kiekis,quantità
342,Anzahl::N,skaičius,nùmero
343,Anzahl::N,skaičius,quantità
344,Art::N,rūšis,tipo
345,Art::N,rūšis,specie
346,Stück::N,gabalas,pezzo
347,Teil::N,dalis,parte
348,Hälfte::N,pusė,metà
349,Kreis::N,ratas,cìrcolo
350,Kreis::N,apskritis,cìrcolo
351,Kreis::N,apskritimas,cìrcolo
352,Kreuz::N,kryžius,croce
353,Linie::N,linija,lìnea
354,Strich::N,brėžis,tratto
355,Strich::N,brūkšnys,tratto
356,Abstand::N,atstumas,distanza
357,Entfernung::N,atstumas,distanza
358,Entfernung::N,atstumas,lontananza
359,Gegend::N,vietovė,regione
360,Platz::N,vieta,posto
361,Platz::N,vieta,spazio
362,Ort::N,vieta,luogo
363,Ort::N,vieta,località
364,Ort::N,vietovė,luogo
365,Ort::N,vietovė,località
366,Seite::N,pusė,lato
367,Seite::N,pusė,parte
368,Seite::N,šonas,lato
369,Seite::N,šonas,parte
370,Mitte::N,vidurys,mezzo
371,Mitte::N,vidurys,centro
372,Gegenstand::N,dalykas,oggetto
373,Sache::N,daiktas,cosa
374,Rand::N,kraštas,orlo
375,Rand::N,kraštas,bordo
376,Rand::N,pakraštys,orlo
377,Rand::N,pakraštys,bordo
378,Kante::N,kraštas,spìgolo
379,Ecke::N,kertė,canto
380,Ecke::N,kampas,canto
381,Spitze::N,priekis,punta
382,Spitze::N,priešakys,punta
383,Ende::N,galas,capo
384,Ende::N,galas,estremità
385,Loch::N,skylė,buco
386,Winkel::N,kampas,àngolo
387,Winkel::N,kampelis,àngolo
388,Muster::N,raštas,disegno
389,Größe::N,dydis,taglia
390,Größe::N,dydis,grandezza
391,Größe::N,didumas,taglia
392,Größe::N,didumas,grandezza
393,Länge::N,ilgis,lunghezza
394,Länge::N,ilgumas,lunghezza
395,Höhe::N,aukštis,altezza
396,Höhe::N,aukštuma,altezza
397,Gewicht::N,svoris,peso
398,Gewicht::N,svarstis,peso
399,Menge::N,kiekis,quantità
400,Menge::N,daugybė,quantità
401,Haufen::N,krūva,cùmulo
402,Haufen::N,krūva,mucchio
403,Haufen::N,šūsnis,cùmulo
404,Haufen::N,šūsnis,mucchio
405,Reihe::N,greta,fila
406,Boot::N,valtis,barca
407,Boot::N,valtis,battello
408,Boot::N,laivelis,barca
409,Boot::N,laivelis,battello
410,Ruder::N,irklas,remo
411,Schlitten::N,rogės,slitta
412,Schlitten::N,rogutės,slitta
413,Ski::N,slidė,sci
414,Lagerfeuer::N,laužas,falò
415,Lagerfeuer::N,laužas,fuoco di bivacco
416,Last::N,našta,càrico
417,Last::N,nešulys,càrico
418,Gang::N,eisena,andata
419,Schritt::N,žingsnis,passo
420,Norden::N,šiaurė,nord
421,Norden::N,šiaurė,settentrione
422,Norden::N,žiemiai,nord
423,Norden::N,žiemiai,settentrione
424,Süden::N,pietūs,sud
425,Süden::N,pietūs,meridione
426,Westen::N,vakarai,òvest
427,Westen::N,vakarai,occidente
428,Osten::N,rytai,est
429,Osten::N,rytai,oriente
430,Holz::N,mediena,legno
431,Brett::N,lenta,asse
432,Brett::N,lenta,tàvola
433,Platte::N,plokštė,lastra
434,Platte::N,plokštė,piastra
435,Stütze::N,atrama,supporto
436,Stütze::N,atspara,supporto
437,Stange::N,lazda,sbarra
438,Stange::N,lazda,pèrtica
439,Stange::N,kartis,sbarra
440,Stange::N,kartis,pèrtica
441,Stock::N,lazda,verga
442,Stock::N,lazda,bastone
443,Stock::N,lazda,bacchetta
444,Stab::N,kartis,asta
445,Rohr::N,vamzdis,tubo
446,Haus::N,namas,casa
447,Heim::N,namai,casa
448,Ofen::N,krosnis,stufa
449,Fußboden::N,grindys,pavimento
450,Tisch::N,stalas,tàvolo
451,Stuhl::N,kėdė,sedia
452,Wiege::N,lopšys,culla
453,Bett::N,lova,letto
454,Bett::N,patalai,letto
455,Regal::N,lentyna,scaffale
456,Kiste::N,dėžė,cassa
457,Fenster::N,langas,finestra
458,Tür::N,durys,porta
459,Tor::N,vartai,portone
460,Zaun::N,tvora,recinto
461,Dach::N,stogas,tetto
462,Leiter::N,kopėčios,scala
463,Leiter::N,kopėčios,scala a pioli
464,Besen::N,šluota,scopa
465,Spaten::N,lopeta,vanga
466,Spaten::N,kastuvas,vanga
467,Schaufel::N,semtuvas,pala
468,Gabel::N,šakutė,forchetta
469,Löffel::N,šaukštas,cucchiaio
470,Messer::N,peilis,coltello
471,Nagel::N,vinis,chiodo
472,Netz::N,tinklas,rete
473,Haken::N,vagis,uncino
474,Haken::N,kablys,uncino
475,Griff::N,kotas,mànico
476,Griff::N,kotas,maniglia
477,Griff::N,rankena,mànico
478,Griff::N,rankena,maniglia
479,Schloss::N,spyna,serratura
480,Schloss::N,užraktas,serratura
481,Bild::N,paveikslas,quadro
482,Bild::N,paveikslas,immàgine
483,Figur::N,figūra,figura
484,Puppe::N,lėlė,bàmbola
485,Beutel::N,krepšys,borsa
486,Beutel::N,krepšys,sacchetto
487,Beutel::N,maišelis,borsa
488,Beutel::N,maišelis,sacchetto
489,Bündel::N,ryšulys,fascio
490,Bündel::N,ryšulys,fagotto
491,Tasche::N,krepšelis,borsa
492,Eimer::N,kibiras,secchio
493,Deckel::N,dangtis,coperchio
494,Geschirr::N,indai,stoviglie
495,Sack::N,maišas,sacco
496,Tasse::N,puodukas,tazza
497,Topf::N,puodas,pèntola
498,Kessel::N,katilas,paiolo
499,Kessel::N,katilas,calderone
500,Essen::N,valgis,pasto
501,Essen::N,valgis,mangiare
502,Nahrung::N,penas,cibo
503,Nahrung::N,penas,alimento
504,Nahrung::N,maistas,cibo
505,Nahrung::N,maistas,alimento
506,Speise::N,patiekalas,piatto
507,Fleisch::N,mėsa,carne
508,Getreide::N,javai,cereali
509,Brei::N,košė,purè
510,Brei::N,košė,pappa
511,Brot::N,duona,pane
512,Scheibe::N,riekė,fetta
513,Scheibe::N,riekė,trancia
514,Fett::N,taukai,grasso
515,Fett::N,riebalai,grasso
516,Butter::N,sviestas,burro
517,Öl::N,aliejus,olio
518,Salz::N,druska,sale
519,Suppe::N,sriuba,zuppa
520,Suppe::N,sriuba,minestra
521,Honig::N,medus,miele
522,Milch::N,pienas,latte
523,Tee::N,arbata,tè
524,Leder::N,oda,pelle
525,Wolle::N,vilna,lana
526,Stoff::N,audeklas,panno
527,Stoff::N,audeklas,tessuto
528,Nadel::N,adata,ago
529,Faden::N,gija,filo
530,Faden::N,siūlas,filo
531,Knopf::N,saga,bottone
532,Knoten::N,mazgas,nodo
533,Farbe::N,dažai,pittura
534,Kleidung::N,rūbai,vestiti
535,Kleidung::N,rūbai,vestiario
536,Kleidung::N,drabužiai,vestiti
537,Kleidung::N,drabužiai,vestiario
538,Hemd::N,marškiniai,camicia
539,Kragen::N,apykaklė,bàvero
540,Kragen::N,apykaklė,colletto
541,Ärmel::N,rankovė,mànica
542,Hose::N,kelnės,calzoni
543,Gürtel::N,juosta,cintura
544,Gürtel::N,diržas,cintura
545,Mütze::N,kepurė,berretto
546,Schuh::N,batas,scarpa
547,Stiefel::N,auliniai batai,stivale
548,Ring::N,žiedas,anello
549,Band::N,kaspinas,nastro
550,Band::N,kaspinas,fettuccia
551,Kamm::N,šukos,pèttine
552,Spiegel::N,veidrodis,specchio
553,Riemen::N,diržas,cinghia
554,Schnur::N,virvė,corda
555,Leine::N,pavadėlis,guinzaglio
556,Decke::N,antklodė,coperta
557,Kissen::N,pagalvė,cuscino
558,Kissen::N,pagalvė,guanciale
559,Kissen::N,priegalvis,cuscino
560,Kissen::N,priegalvis,guanciale
561,Tuch::N,skarelė,fazzoletto
562,Handtuch::N,rankšluostis,asciugamano
563,Kraft::N,jėga,forza
564,Stärke::N,stiprumas,forza
565,Stärke::N,stiprumas,vigore
566,Stärke::N,stiprumas,fortezza
567,Gesundheit::N,sveikata,salute
568,Krankheit::N,liga,malattìa
569,Schmerz::N,skausmas,dolore
570,Wunde::N,žaizda,piaga
571,Wunde::N,žaizda,ferita
572,Fieber::N,karštis,febbre
573,Arznei::N,vaistas,fàrmaco
574,Arznei::N,vaistas,medicina
575,Brücke::N,tiltas,ponte
576,Brunnen::N,šulinys,pozzo
577,Weide::N,ganykla,pàscolo
578,Weide::N,gluosnis,pàscolo
579,Pfad::N,takas,sentiero
580,Weg::N,kelias,via
581,Weg::N,kelias,cammino
582,Straße::N,gatvė,strada
583,Dorf::N,kaimas,paese
584,Dorf::N,kaimas,villaggio
585,Dorf::N,sodžius,paese
586,Dorf::N,sodžius,villaggio
587,Stadt::N,miestas,città
588,Brief::N,laiškas,lèttera
589,Buch::N,knyga,libro
590,Buchstabe::N,raidė,lèttera
591,Zeitung::N,laikraštis,giornale
592,Leben::N,gyvybė,vita
593,Leben::N,gyvenimas,vita
594,Tod::N,mirtis,morte
595,Grab::N,kapas,tomba
596,Grab::N,kapas,sepolcro
597,Kirche::N,bažnyčia,chiesa
598,Sünde::N,nuodėmė,peccato
599,Sünde::N,nusidėjimas,peccato
600,Gott::N,dievas,dio
601,Arbeiter::N,darbininkas,operaio
602,Arbeiter::N,darbininkas,lavoratore
603,Chef::N,šefas,capo
604,Chef::N,šefas,padrone
605,Chef::N,vadovas,capo
606,Chef::N,vadovas,padrone
607,Chef::N,viršininkas,capo
608,Chef::N,viršininkas,padrone
609,Meister::N,meistras,mastro
610,Meister::N,meistras,maestro
611,Arzt::N,gydytojas,mèdico
612,Arzt::N,gydytojas,dottore
613,Lehrer::N,mokytojas,professore
614,Geld::N,pinigai,soldi
615,Geld::N,pinigai,denaro
616,Geschäft::N,biznis,affare
617,Geschäft::N,biznis,negozio
618,Laden::N,krautuvė,negozio
619,Laden::N,parduotuvė,negozio
620,Preis::N,kaina,prezzo
621,Ware::N,prekė,merce
622,Nutzen::N,nauda,ùtile
623,Nutzen::N,nauda,profitto
624,Nutzen::N,pelnas,ùtile
625,Nutzen::N,pelnas,profitto
626,Reichtum::N,turtas,ricchezza
627,Welt::N,pasaulis,mondo
628,Land::N,žemė,paese
629,Land::N,šalis,paese
630,Staat::N,valstija,Stato
631,König::N,karalius,re
632,Macht::N,galia,potere
633,Macht::N,valdžia,potere
634,Grenze::N,riba,confine
635,Grenze::N,riba,frontiera
636,Grenze::N,siena,confine
637,Grenze::N,siena,frontiera
638,Krieg::N,karas,guerra
639,Feind::N,priešas,nemico
640,Gewalt::N,jėga,violenza
641,Gewalt::N,smurtas,violenza
642,Gewalt::N,prievarta,violenza
643,Kampf::N,kova,lotta
644,Bogen[Waffe]::N,lankas,arco
645,Pfeil::N,strėlė,freccia
646,Gewehr::N,šautuvas,fucile
647,Fehler::N,klaida,errore
648,Fehler::N,klaida,sbaglio
649,Lüge::N,melas,bugìa
650,Lüge::N,melas,menzogna
651,Schaden::N,nuostolis,danno
652,Schaden::N,apgadinimas,danno
653,Unglück::N,nelaimė,sfortuna
654,Schuld::N,kaltė,colpa
655,Alter::N,amžius,età
656,Schluss::N,pabaiga,fine
657,Zeit::N,laikas,tempo
658,Tag::N,diena,giorno
659,Tag::N,diena,giornata
660,Morgen::N,rytas,mattina
661,Mittag::N,vidurdienis,mezzogiorno
662,Abend::N,vakaras,sera
663,Abend::N,vakaras,serata
664,Nacht::N,naktis,notte
665,Woche::N,savaitė,settimana
666,Monat::N,mėnuo,mese
667,Jahr::N,metai,anno
668,Frühling::N,pavasaris,primavera
669,Sommer::N,vasara,estate
670,Herbst::N,ruduo,autunno
671,Winter::N,žiema,inverno
672,Januar::N,sausis,gennaio
673,Februar::N,vasaris,febbraio
674,März::N,kovas,marzo
675,April::N,balandis,aprile
676,Mai::N,gegužė,maggio
677,Juni::N,birželis,giugno
678,Juli::N,liepa,luglio
679,August::N,rugpjūtis,agosto
680,September::N,rugsėjis,settembre
681,Oktober::N,spalis,ottobre
682,November::N,lapkritis,novembre
683,Dezember::N,gruodis,dicembre
684,Montag::N,pirmadienis,lunedì
685,Dienstag::N,antradienis,martedì
686,Mittwoch::N,trečiadienis,mercoledì
687,Donnerstag::N,ketvirtadienis,giovedì
688,Freitag::N,penktadienis,venerdì
689,Samstag::N,šeštadienis,sàbato
690,Sonntag::N,sekmadienis,domenica
691,groß::A,didis,grande
692,groß::A,didelis,grande
693,klein::A,mažas,pìccolo
694,lang::A,ilgas,lungo
695,kurz::A,trumpas,corto
696,breit::A,platus,largo
697,schmal::A,smulkus,stretto
698,dicht::A,tankus,denso
699,dick[Gegenstand]::A,storas,spesso
700,dünn::A,plonas,sottile
701,fein::A,smulkus,fine
702,fein::A,smulkus,delicato
703,fest::A,kietas,sodo
704,fest::A,kietas,fisso
705,fest::A,tvirtas,sodo
706,fest::A,tvirtas,fisso
707,flach::A,lėkštas,piano
708,flach::A,lėkštas,piatto
709,flach::A,plokščias,piano
710,flach::A,plokščias,piatto
711,glatt::A,slidus,liscio
712,hart::A,kietas,duro
713,weich::A,minkštas,molle
714,rund::A,apvalus,rotondo
715,rund::A,apskritas,rotondo
716,spitz::A,aštrus,aguzzo
717,spitz::A,aštrus,appuntito
718,spitz::A,smailus,aguzzo
719,spitz::A,smailus,appuntito
720,scharf::A,aštrus,affilato
721,scharf::A,aštrus,tagliente
722,stumpf::A,bukas,smussato
723,stumpf::A,atšipęs,smussato
724,schwer::A,sunkus,pesante
725,schön::A,gražus,bello
726,heiß::A,karštas,caldo
727,heiß::A,karštas,bollente
728,warm::A,šiltas,caldo
729,kalt::A,šaltas,freddo
730,kühl::A,vėsus,fresco
731,kühl::A,bejausmis,fresco
732,frisch::A,šviežias,fresco
733,feucht::A,drėgnas,ùmido
734,nass::A,šlapias,bagnato
735,trocken::A,sausas,secco
736,voll::A,pilnas,pieno
737,leer::A,tuščias,vuoto
738,offen::A,atviras,aperto
739,geschlossen::A,uždaras,chiuso
740,geschlossen::A,uždarytas,chiuso
741,sauber::A,švarus,netto
742,sauber::A,švarus,pulito
743,schmutzig::A,nešvarus,sporco
744,schmutzig::A,nešvarus,sùdicio
745,schmutzig::A,purvinas,sporco
746,schmutzig::A,purvinas,sùdicio
747,roh::A,žalias,crudo
748,reif::A,prinokęs,maturo
749,reif::A,pribrendęs,maturo
750,lecker::A,gardus,ghiotto
751,lecker::A,gardus,squisito
752,süß::A,saldus,dolce
753,bitter::A,kartus,amaro
754,sauer::A,gižus,aspro
755,sauer::A,gižus,acerbo
756,sauer::A,rūgštus,aspro
757,sauer::A,rūgštus,acerbo
758,hell::A,šviesus,chiaro
759,hell::A,skaistus,chiaro
760,dunkel::A,tamsus,buio
761,dunkel::A,tamsus,oscuro
762,schwarz::A,juodas,nero
763,weiß::A,baltas,bianco
764,rot::A,raudonas,rosso
765,gelb::A,geltonas,giallo
766,blau::A,mėlynas,blu
767,blau::A,mėlynas,azzurro
768,grün::A,žalias,verde
769,grau::A,pilkas,grigio
770,bunt::A,margas,variopinto
771,bunt::A,spalvotas,variopinto
772,billig::A,pigus,a buon prezzo
773,billig::A,pigus,a buon mercato
774,teuer::A,brangus,caro
775,wertvoll::A,vertingas,prezioso
776,blind::A,aklas,cieco
777,taub::A,kurčias,sordo
778,kräftig::A,stiprus,forte
779,kräftig::A,stiprus,robusto
780,stark::A,stiprus,forte
781,stark::A,stiprus,vigoroso
782,schwach::A,silpnas,dèbole
783,fett::A,riebus,grasso
784,schlank::A,laibas,snello
785,schlank::A,laibas,slanciato
786,schlank::A,lieknas,snello
787,schlank::A,lieknas,slanciato
788,hübsch::A,gražus,bello
789,hübsch::A,gražus,carino
790,böse::A,blogas,cattivo
791,dumm::A,paikas,stùpido
792,dumm::A,kvailas,stùpido
793,faul::A,tingus,pigro
794,fleißig::A,stropus,diligente
795,fleißig::A,kruopštus,diligente
796,geizig::A,šykštus,avaro
797,klug::A,sumanus,intelligente
798,klug::A,protingas,intelligente
