,Concept_ID,lt,it
1534,backen::V,kepti,cuòcere
1535,backen::V,kepti,cuòcere al forno
1536,braten::V,kepti,frìggere
1537,braten::V,kepti,arrostire
1538,braten::V,kepinti,frìggere
1539,braten::V,kepinti,arrostire
1540,umrühren::V,maišyti,mescolare
1541,umrühren::V,pamaišyti,mescolare
1542,stricken::V,megzti,llavorare a maglia
1543,nähen::V,siūti,cucire
1544,färben::V,dažyti,tìngere
1545,färben::V,nudažyti,tìngere
1546,reinigen::V,valyti,pulire
1547,reinigen::V,valyti,nettare
1548,reinigen::V,švarinti,pulire
1549,reinigen::V,švarinti,nettare
1550,waschen::V,plauti,lavare
1551,waschen::V,mazgoti,lavare
1552,waschen::V,skalbti,lavare
1553,abwischen::V,nušluostyti,asciugare
1554,spülen::V,plauti,lavare
1555,spülen::V,plauti,sciacquare
1556,spülen::V,skalauti,lavare
1557,spülen::V,skalauti,sciacquare
1558,fegen::V,šluoti,spazzare
1559,kehren::V,šluoti,spazzare
1560,baden::V,maudytis,bagnarsi
1561,baden::V,maudytis,fare il bagno
1562,sich waschen::V,praustis,lavarsi
1563,ausziehen::V,numauti,tògliersi
1564,ausziehen::V,nuvilkti,tògliersi
1565,anziehen::V,mauti,mettersi
1566,anziehen::V,mauti,indossare
1567,anziehen::V,apsivilkti,mettersi
1568,anziehen::V,apsivilkti,indossare
1569,sich anziehen::V,rengtis,vestirsi
1570,sich anziehen::V,apsirengti,vestirsi
1571,kämmen::V,šukuoti,pettinare
1572,schmücken::V,puošti,ornare
1573,schmücken::V,puošti,decorare
1574,schmücken::V,dabinti,ornare
1575,schmücken::V,dabinti,decorare
1576,schmücken::V,gražinti,ornare
1577,schmücken::V,gražinti,decorare
1578,sagen::V,tarti,dire
1579,sprechen::V,kalbėti,parlare
1580,reden::V,šnekėti,parlare
1581,sich unterhalten::V,kalbėtis,conversare
1582,sich unterhalten::V,šnekučiuotis,conversare
1583,fragen::V,klausti,chièdere
1584,fragen::V,klausti,domandare
1585,bitten::V,prašyti,pregare
1586,erzählen::V,pasakoti,narrare
1587,erzählen::V,pasakoti,raccontare
1588,mitteilen::V,skelbti,comunicare
1589,mitteilen::V,pranešti,comunicare
1590,nennen::V,vadinti,nominare
1591,nennen::V,vardyti,nominare
1592,rufen::V,šaukti,chiamare
1593,rufen::V,kviesti,chiamare
1594,prahlen::V,girtis,vantarsi
1595,übersetzen::V,versti,tradurre
1596,übersetzen::V,išversti,tradurre
1597,denken::V,galvoti,pensare
1598,glauben::V,manyti,credere
1599,glauben::V,tikėti,credere
1600,bemerken::V,pamatyti,notare
1601,bemerken::V,pamatyti,osservare
1602,bemerken::V,pastebėti,notare
1603,bemerken::V,pastebėti,osservare
1604,erkennen::V,pažinti,riconoscere
1605,erkennen::V,atpažinti,riconoscere
1606,begreifen::V,suvokti,capire
1607,begreifen::V,suvokti,comprèndere
1608,verstehen::V,suprasti,intèndere
1609,verstehen::V,suprasti,comprèndere
1610,lernen::V,mokytis,imparare
1611,lernen::V,mokytis,apprèndere
1612,wissen::V,žinoti,sapere
1613,sich erinnern an::V,prisiminti,ricordare
1614,sich erinnern an::V,prisiminti,ricordarsi di
1615,vergessen::V,užmiršti,dimenticare
1616,messen::V,matuoti,misurare
1617,zählen::V,skaičiuoti,contare
1618,rechnen::V,skaičiuoti,contare
1619,rechnen::V,skaičiuoti,calcolare
1620,lesen::V,skaityti,lèggere
1621,malen::V,tapyti,dipìngere
1622,zeichnen::V,piešti,disegnare
1623,zeichnen::V,žymėti,disegnare
1624,zeichnen::V,braižyti,disegnare
1625,schreiben::V,rašyti,scrìvere
1626,besitzen::V,turėti,possedere
1627,kaufen::V,pirkti,comprare
1628,kaufen::V,pirkti,acquistare
1629,verkaufen::V,parduoti,vendere
1630,bezahlen::V,apmokėti,pagare
1631,zahlen::V,mokėti,pagare
1632,beherrschen::V,valdyti,dominare
1633,ertragen::V,kę̃sti,sopportare
1634,ertragen::V,pakelti,sopportare
1635,ertragen::V,iškę̃sti,sopportare
