,Concept_ID,he,et
815,strömen::V,זרם,voolama
816,fließen::V,זרם,voolama
817,sich drehen::V,הסתובב,pöörduma
818,schwanken::V,התנודד,kõikuma
819,schwingen::V,התנענע,võnkuma
820,fallen::V,נפל,langema
821,brennen::V,בער,põlema
822,rauchen::V,עשן,suitsema
823,regnen::V,ירד גשם,sadama
824,gefrieren::V,קפא,kinni külmuma
825,tauen::V,נמס,sulama
826,schmelzen::V,התיך,sulama
827,trocknen::V,התיבש,kuivama
828,sieden::V,רתח,keema
829,faulen::V,רקב,mädanema
830,verfaulen::V,רקב,mädanema
831,reißen::V,נקרע,rebenema
832,versinken::V,טבע,uppuma
833,vergehen::V,עבר,mööduma
834,erscheinen::V,נגלה,ilmuma
835,erscheinen::V,הופיע,ilmuma
836,verschwinden::V,נעלם,kaduma
837,sinken::V,ירד,vajuma
838,sinken::V,ירד,langema
839,abnehmen::V,הפחית,vähenema
840,abnehmen::V,הפחית,kahenema
841,zunehmen::V,רבה,kasvama
842,steigen::V,עלה,tõusma
843,steigen::V,עלה,üles minema
844,wachsen::V,גדל,kasvama
845,glänzen::V,נצץ,läikimä
846,glänzen::V,בהק,läikimä
847,funkeln::V,נצנץ,sädelema
848,lärmen::V,רעש,lärmama
849,läuten::V,צלצל,helisema
850,klingeln::V,צלצל,helisema
851,klirren::V,קרקש,kõlisema
852,brausen::V,געש,kohisema
853,rauschen::V,רשרש,kohisema
854,klingen::V,נשמע,kõlama
855,bellen::V,נבח,haukuma
856,heulen::V,ילל,uluma
857,blasen::V,נשף,puhuma
858,pfeifen::V,שרק,vilistama
859,schreien::V,צעק,karjuma
860,stöhnen::V,נאנק,oigama
861,zittern::V,רעד,värisema
862,leben::V,חי,elama
863,leben::V,חי,elus olema
864,geboren werden::V,נולד,sündima
865,atmen::V,נשם,hingama
866,trinken::V,שתה,jooma
867,essen::V,אכל,sööma
868,schlucken::V,בלע,neelama
869,müde werden::V,התעיף,väsima
870,einschlafen::V,נרדם,uinuma
871,schlafen::V,ישן,magama
872,aufwachen::V,התעורר,ärkama
873,aufstehen::V,קם,ärkama
874,aufstehen::V,קם,üles tõusma
875,sich erholen::V,נפש,puhkama
876,krank werden::V,חלה,haigestuma
877,krank werden::V,חלה,haigeks jääma
878,krank sein::V,היה חולה,haige olema
879,schmerzen::V,כאב,valutama
880,husten::V,השתעל,köhima
881,genesen::V,הבריא,toibuma
882,sterben::V,מת,surema
883,umkommen::V,נספה,surma saama
884,sich bewegen::V,נע,liikuma
885,sich rühren::V,זז,liikuma
886,sich erheben::V,קם,kerkima
887,sich setzen::V,התישב,istet võtma
888,hinfallen::V,נפל,kukkuma
889,hinfallen::V,נפל,maha kukkuma
890,laufen::V,הלך ברגל,kõndima
891,schreiten::V,פסע,astuma
892,spazierengehen::V,טיל,jalutama
893,eilen::V,אץ,ruttama
894,eilen::V,אץ,kiirustama
895,eilen::V,מהר,ruttama
896,eilen::V,מהר,kiirustama
897,sich beeilen::V,מהר,ruttama
898,sich beeilen::V,מהר,kiirustama
899,sausen::V,אץ,kihutama
900,sausen::V,אץ,tormama
901,rennen::V,רץ,jooksma
902,rennen::V,רץ,kihutama
903,springen::V,קפץ,hüppama
904,klettern::V,טפס,ronima
905,schaukeln::V,התנדנד,kiikuma
906,kriechen::V,זחל,roomama
907,schwimmen::V,שחה,ujuma
908,tauchen::V,צלל,sukelduma
909,rudern::V,חתר,sõudma
910,fahren::V,נסע,sõitma
911,fliegen::V,עף,lendama
912,gehen::V,הלך,käima
913,gehen::V,הלך,minema
914,weggehen::V,עזב,ära minema
915,weggehen::V,עזב,välja minema
916,abfahren::V,יצא,väljuma
917,abfahren::V,יצא,ära sõitma
918,anhalten::V,עצר,peatuma
919,hineingehen::V,נכנס,sisenema
920,hineingehen::V,נכנס,sisse minema
921,eintreten::V,נכנס,sisenema
922,eintreten::V,נכנס,sisse astuma
923,kommen::V,בא,tulema
924,ankommen::V,הגיע,saabuma
925,zurückkommen::V,שב,tagasi tulema
926,zurückkommen::V,חזר,tagasi tulema
927,bleiben::V,נשאר,jääma
928,warten::V,חכה,ootama
929,warten::V,המתין,ootama
930,erwarten::V,צפה,ootama
931,erwarten::V,צפה,lootma
932,suchen::V,חפש,otsima
933,finden::V,מצא,leidma
934,versuchen::V,נסה,püüdma
935,versuchen::V,נסה,üritama
936,versuchen::V,נסה,katsetama
937,vorbereiten::V,הכין,valmistama
938,lieben::V,אהב,armastama
939,mögen::V,אהב,sallima
940,mögen::V,אהב,meeldima
941,lachen::V,צחק,naerma
942,rühren::V,נגע ללב,liigutama
943,rühren::V,נגע ללב,heldima panema
944,weinen::V,בכה,nutma
945,schimpfen::V,גער,sõimama
946,sich ärgern::V,זעם,ärrituma
947,sich ärgern::V,זעם,vihastuma
948,sich ärgern::V,כעס,ärrituma
949,sich ärgern::V,כעס,vihastuma
950,sich fürchten::V,פחד,kartma
951,sich fürchten::V,פחד,hirmu tundma
952,sich fürchten::V,חשש,kartma
953,sich fürchten::V,חשש,hirmu tundma
954,fürchten::V,פחד מ,kartma
955,fürchten::V,חשש מ,kartma
956,fliehen::V,ברח,põgenema
957,flüchten::V,נמלט,põgenema
958,sehen::V,ראה,nägema
959,anschauen::V,הביט,vaatama
960,ansehen::V,התבונן,vaatama
961,hören::V,שמע,kuulma
962,zuhören::V,הקשיב,kuulama
963,probieren::V,נסה,proovima
964,riechen::V,הריח,nuusutama
965,fühlen::V,חש,tundma
966,scheinen::V,נדמה,näida
967,scheinen::V,נדמה,ilmuda
968,zu sehen sein::V,נראה,ilmuma
969,vernehmen::V,נודע ל,üle kuulama
970,frieren::V,קר ל,külmetada
971,tun::V,פעל,tegema
972,können::V,יכל,võima
973,können::V,יכל,oskama
974,wollen::V,רצה,tahtma
975,anfangen::V,התחיל,hakkama
976,anfangen::V,התחיל,alustama
977,beenden::V,גמר,lõpetama
978,aufhören::V,סים,lakkama
979,gelingen::V,הצליח,õnnestuma
980,geraten::V,עלה,jõudma
981,öffnen::V,פתח,avama
982,schließen::V,סגר,sulgema
983,stellen::V,העמיד,panema
984,stellen::V,העמיד,asetama
985,setzen::V,הושיב,panema
986,legen::V,שם,panema
987,legen::V,שם,asetama
988,berühren::V,נגע,riivama
989,berühren::V,נגע,puudutama
990,verbinden::V,קשר,ühendama
991,bedecken::V,כסה,katma
992,aufhängen::V,תלה,riputama
993,anzünden::V,הצית,süütama
994,aufheben::V,אסף,üles tõstma
995,zurücklassen::V,השאיר,jätma
996,verlieren::V,אבד,kaotama
997,fallen lassen::V,שמט,maha pillama
998,fallen lassen::V,שמט,kukkuda laskma
999,fallen lassen::V,הפיל,maha pillama
1000,fallen lassen::V,הפיל,kukkuda laskma
1001,machen::V,עשה,tegema
1002,herstellen::V,יצר,valmistama
1003,bauen::V,בנה,ehitama
1004,reparieren::V,תקן,parandama
1005,verbessern::V,שפר,parandama
1006,ändern::V,שנה,muutma
1007,ändern::V,שנה,ümber tegema
1008,graben::V,חפר,kaevama
1009,beugen::V,כפף,painutama
1010,biegen::V,כופף,painutama
1011,drehen::V,סובב,keerama
1012,wenden::V,הפך,ümber pöörama
1013,umdrehen::V,סובב,ümber keerama
1014,heben::V,הרים,tõstma
1015,hochheben::V,הרים,üles tõstma
1016,hochheben::V,הרים,kõrgele tõstma
1017,ergreifen::V,אחז,haarama
1018,halten::V,החזיק,hoidma
1019,drücken::V,לחץ,pigistama
1020,schieben::V,הזיז,lükkama
1021,kratzen::V,שרט,kraapima
1022,kratzen::V,שפשף,kraapima
1023,lecken::V,לקק,lakkuma
1024,beißen::V,נשך,purema
1025,beißen::V,נשך,hammustama
1026,abreißen::V,קרע,rebima
1027,abreißen::V,קרע,ära rebima
1028,abschneiden::V,חתך,ära lõikama
1029,binden::V,קשר,siduma
1030,stecken::V,תקע,pistma
1031,brechen::V,שבר,murdma
1032,klopfen::V,נקש,koputama
1033,hauen::V,הכה,lööma
1034,kleben::V,הדביק,kleepima
1035,reiben::V,שפשף,hõõruma
1036,streichen::V,מרח,silitama
1037,schleifen::V,השחיז,lihvima
1038,schleifen::V,השחיז,teritama
1039,schneiden::V,גזר,lõikama
1040,rütteln::V,נענע,raputama
1041,schütteln::V,נער,raputama
1042,schütteln::V,נער,loksutama
1043,schwenken::V,נופף,vehkima
1044,schwenken::V,נופף,lehvitama
1045,schwenken::V,טלטל,vehkima
1046,schwenken::V,טלטל,lehvitama
1047,schütten::V,שפך,kallama
1048,füllen::V,מלא,täitma
1049,einwickeln::V,עטף,sisse mähkima
1050,tragen::V,נשא,kandma
1051,schleppen::V,סחב,tassima
1052,schleppen::V,סחב,lohistama
1053,ziehen::V,משך,vedama
1054,ziehen::V,משך,tõmbama
1055,aufbewahren::V,שמר,säilitama
1056,aufbewahren::V,שמר,alal hoidma
1057,werfen::V,זרק,viskama
1058,fangen::V,תפס,püüdma
1059,packen::V,אחז,kinni haarama
1060,packen::V,אחז,kinni võtma
1061,verstecken::V,החביא,peitma
1062,teilen::V,חלק,jagama
1063,teilen::V,חלק,jaotama
1064,schicken::V,שלח,saatma
1065,bringen::V,הביא,viima
1066,hinzufügen::V,הוסיף,lisama
1067,bekommen::V,תפס,saama
1068,erhalten::V,קבל,saama
1069,nehmen::V,אחז,võtma
1070,wählen::V,בחר,valima
1071,auswählen::V,בחר ב,valima
1072,bewahren::V,קים,hoidma
1073,behindern::V,מנע,takistama
1074,verderben::V,מנע,rikkuma
1075,beschädigen::V,הזיק,rikkuma
1076,zerbrechen::V,נשבר,katki tegema
1077,zerreißen::V,קרע,katki rebima
1078,zerstören::V,הרס,purustama
1079,zerstören::V,השמיד,purustama
1080,verbrennen::V,שרף,põletama
1081,geben::V,נתן,andma
1082,reichen::V,העביר,andma
1083,reichen::V,העביר,ulatama
1084,schenken::V,נתן במתנה,kinkima
1085,versprechen::V,הבטיח,lubama
1086,versprechen::V,הבטיח,tõotama
1087,wünschen::V,אחל,soovima
1088,loben::V,שבח,kiitma
1089,küssen::V,נשק,suudlema
1090,wiegen::V,נדנד,hällitama
1091,zudecken::V,כסה,kaanetama
1092,zudecken::V,כסה,kinni katma
1093,wecken::V,עורר,äratama
1094,zeigen::V,הראה,näitama
1095,führen::V,הביא,juhatama
1096,führen::V,הוביל,juhatama
1097,lehren::V,למד,õpetama
1098,unterrichten::V,למד,õpetama
1099,aufziehen::V,רומם,üles kasvatama
1100,leiten::V,נהל,juhtima
1101,antreiben::V,המרץ,ergutama
1102,lassen::V,נתן,laskma
1103,einladen::V,הזמין,kutsuma
1104,vereinigen::V,אחד,ühendama
1105,vereinigen::V,לכד,ühendama
1106,besuchen::V,בקר,külastama
1107,treffen::V,פגש,kohtama
1108,sich versammeln::V,התאסף,kogunema
1109,spielen::V,שחק,mängima
1110,singen::V,שר,laulma
1111,tanzen::V,רקד,tantsima
1112,sich trennen::V,נפרד,lahku minema
1113,verlassen::V,עזב,maha jätma
1114,retten::V,הציל,päästma
1115,bewachen::V,שמר,valvama
1116,schützen::V,אבטח,kaitsma
1117,verteidigen::V,הגן,kaitsma
1118,sich schlagen::V,התכתש,kaklema
1119,schießen::V,ירה,tulistama
1120,siegen::V,גבר,võitma
1121,siegen::V,נצח,võitma
1122,ärgern::V,עצבן,ärritama
1123,ärgern::V,עצבן,vihastama
1124,schlagen::V,הכה,lööma
1125,schlagen::V,הלקה,lööma
1126,treten::V,בעט,sõtkuma
1127,stechen::V,דקר,pistma
1128,stechen::V,דקר,torkama
1129,stoßen::V,דחק,tõukama
1130,stehlen::V,גנב,varastama
1131,stören::V,קטע,segama
1132,stören::V,קטע,häirima
1133,stören::V,הפריע,segama
1134,stören::V,הפריע,häirima
1135,belästigen::V,הציק,ahistama
1136,belästigen::V,הטריד,ahistama
1137,verbergen::V,הצניע,peitma
1138,verbergen::V,הצניע,varjama
1139,täuschen::V,שגע,petma
1140,täuschen::V,שגע,tüssama
1141,betrügen::V,הונה,petma
1142,betrügen::V,הונה,tüssama
1143,betrügen::V,הונה,truudust murtma
1144,töten::V,הרג,tapma
1145,töten::V,הרג,surmama
1146,wohnen::V,גר,elama
1147,arbeiten::V,עבד,töötama
1148,sammeln::V,אסף,koguma
1149,sammeln::V,אסף,korjama
1150,pflücken::V,קטף,noppima
1151,jagen::V,צד,jahtima
1152,fischen::V,דג,kalastama
1153,fischen::V,דג,kala püüdma
1154,fassen::V,תפס,püüdma
1155,hüten::V,רעה,karjatama
1156,treiben::V,הוציא,ajama
1157,anbinden::V,קשר,kinni siduma
1158,füttern::V,הלעיט,söötma
1159,melken::V,חלב,lüpsma
1160,hacken::V,קצץ,raiuma
1161,hacken::V,קצץ,lõhkuma
1162,gießen::V,השקה,kastma
1163,reifen::V,בשל,valmima
1164,zubereiten::V,הכין,valmistama
1165,kochen::V,בשל,keetma
1166,backen::V,אפה,küpsetama
1167,braten::V,צלה,praadima
1168,braten::V,טגן,praadima
1169,umrühren::V,ערבב,segama
1170,stricken::V,סרג,kuduma
1171,nähen::V,תפר,õmblema
1172,färben::V,צבע,värvima
1173,reinigen::V,נקה,puhastama
1174,waschen::V,רחץ,pesema
1175,waschen::V,כבס,pesema
1176,abwischen::V,נגב,puhtaks pühkima
1177,spülen::V,שטף,uhtma
1178,fegen::V,טאטא,pühkima
1179,kehren::V,טאטא,pühkima
1180,baden::V,טבל,suplema
1181,baden::V,טבל,kümblema
1182,baden::V,שחה,suplema
1183,baden::V,שחה,kümblema
1184,sich waschen::V,התרחץ,end pesema
1185,ausziehen::V,הוריד,käest võtma
1186,ausziehen::V,הוריד,jalast võtma
1187,ausziehen::V,הוריד,seljast võtma
1188,anziehen::V,לבש,jalga panema
1189,sich anziehen::V,התלבש,riietuma
1190,kämmen::V,סרק,kammima
1191,schmücken::V,קשט,kaunistama
1192,sagen::V,אמר,ütlema
1193,sprechen::V,דבר,rääkima
1194,sprechen::V,דבר,kõnelema
1195,reden::V,דבר,kõnelema
1196,sich unterhalten::V,שוחח,vestlema
1197,fragen::V,שאל,küsima
1198,bitten::V,בקש,paluma
1199,erzählen::V,ספר,jutustama
1200,mitteilen::V,מסר,teatama
1201,mitteilen::V,מסר,teada andma
1202,mitteilen::V,הודיע,teatama
1203,mitteilen::V,הודיע,teada andma
1204,nennen::V,קרא בשם,nimetama
1205,rufen::V,גיס,kutsuma
1206,rufen::V,הזמין לבוא,kutsuma
1207,prahlen::V,התרברב,hooplema
1208,übersetzen::V,תרגם,tõlkima
1209,denken::V,חשב,mõtlema
1210,glauben::V,האמין,uskuma
1211,bemerken::V,הבחין,märkama
1212,erkennen::V,זהה,ära tundma
1213,begreifen::V,קלט,aru saama
1214,begreifen::V,הבין,aru saama
1215,verstehen::V,הבין,mõistma
1216,lernen::V,למד,õppima
1217,wissen::V,ידע,teadma
1218,sich erinnern an::V,זכר,mäletama
1219,vergessen::V,שכח,unustama
1220,messen::V,מדד,mõõtma
1221,zählen::V,ספר,loendama
1222,rechnen::V,חשב,arvutama
1223,lesen::V,קרא,lugema
1224,malen::V,ציר,maalima
1225,zeichnen::V,שרטט,joonistama
1226,schreiben::V,כתב,kirjutama
1227,besitzen::V,היה בעל של,omama
1228,kaufen::V,קנה,ostma
1229,kaufen::V,רכש,ostma
1230,verkaufen::V,מכר,müüma
1231,bezahlen::V,שלם,tasuma
1232,zahlen::V,שלם,maksma
1233,beherrschen::V,שלט,valitsema
1234,ertragen::V,סבל,taluma
