,Concept_ID,da,en
183,Saat::N,sæd,seed
184,Korn::N,korn,grain
185,Heu::N,hø,hay
186,Schale::N,skræl,husk
187,Grube::N,grav,pit
188,Falle::N,fælde,trap
189,Schlinge::N,snare,noose
190,Spur::N,spor,track
191,Asche::N,aske,ashes
192,Dreck::N,snavs,filth
193,Eisen::N,jern,iron
194,Gold::N,guld,gold
195,Silber::N,sølv,silver
196,Kohle::N,kul,coal
197,Glas::N,glas,glass
198,Lehm::N,ler,clay
199,Sand::N,sand,sand
200,Mensch::N,mennesge,human
201,Mann::N,mand,man
202,Frau::N,kvinde,woman
203,Kind::N,barn,child
204,Junge::N,dreng,boy
205,Mädchen::N,pige,girl
206,Familie::N,familie,family
207,Großvater::N,bedstefar,grandfather
208,Großmutter::N,bedstemor,grandmother
209,Eltern::N,forældre,parents
210,Vater::N,far,father
211,Mutter::N,mor,mother
212,Sohn::N,søn,son
213,Tochter::N,datter,daughter
214,Bruder::N,bror,brother
215,Schwester::N,søster,sister
216,Onkel::N,onkel,uncle
217,Tante::N,tante,aunt
218,Ehemann::N,ægtemand,husband
219,Ehefrau::N,hustru,wife
220,Freude::N,glæde,joy
221,Gelächter::N,latter,laughter
222,Glück::N,lykke,happiness
223,Kummer::N,sorg,grief
224,Wunsch::N,ønske,wish
225,Lust::N,lyst,desire
226,Geist::N,ånd,spirit
227,Gedanke::N,tanke,thought
228,Gedächtnis::N,hukommelse,memory
229,Verstand::N,forstand,mind
230,Sinn::N,mening,meaning
231,Sinn::N,betydning,meaning
232,Grund::N,grund,reason
233,Wahrheit::N,sandhed,truth
234,Gespräch::N,samtale,talk
235,Märchen::N,eventyr,fairy tale
236,Erzählung::N,fortælling,story
237,Nachricht::N,efterretning,message
238,Neuigkeit::N,nyhed,news
239,Name::N,navn,name
240,Rätsel::N,gåde,puzzle
241,Rede::N,tale,speech
242,Sprache::N,sprog,language
243,Stimme::N,stemme,voice
244,Wort::N,ord,word
245,Zeichen::N,tegn,sign
246,Ruf::N,råb,call
247,Lärm::N,larm,noise
248,Laut::N,lyd,sound
249,Ton::N,tone,tone
250,Lied::N,sang,song
251,Ruhe::N,ro,calm
252,Ruhe::N,hvile,calm
253,Leute::N,folk,people
254,Leute::N,mennesker,people
255,Volk::N,folk,nation
256,Arbeit::N,arbejde,work
257,Gast::N,gæst,guest
258,Geschenk::N,gave,gift
259,Spiel::N,leg,game
260,Gesellschaft::N,selskab,company
261,Hilfe::N,hjælp,help
262,Freund::N,ven,friend
263,Kamerad::N,kammerat,companion
264,Angelegenheit::N,sag,matter
265,Angelegenheit::N,anliggende,matter
266,Anzahl::N,antal,count
267,Art::N,art,sort
268,Stück::N,stykke,piece
269,Teil::N,del,part
270,Hälfte::N,halvdel,half
271,Kreis::N,cirkel,circle
272,Kreuz::N,kors,cross
273,Kreuz::N,kryds,cross
274,Linie::N,linie,line
275,Strich::N,streg,stroke
276,Abstand::N,afstand,gap
277,Entfernung::N,afstand,distance
278,Gegend::N,egn,area
279,Platz::N,plads,space
280,Ort::N,sted,place
281,Seite::N,side,side
282,Mitte::N,midte,middle
283,Gegenstand::N,genstand,item
284,Sache::N,sag,thing
285,Rand::N,rand,fringe
286,Kante::N,kant,edge
287,Ecke::N,hjørne,corner
288,Spitze::N,spids,tip
289,Ende::N,ende,end
290,Loch::N,hul,hole
291,Winkel::N,vinkel,angle
292,Muster::N,mønster,pattern
293,Größe::N,størrelse,size
294,Länge::N,længde,length
295,Höhe::N,højde,height
296,Gewicht::N,vægt,weight
297,Menge::N,mængde,amount
298,Haufen::N,bunke,heap
299,Reihe::N,række,row
300,Boot::N,båd,boat
301,Ruder::N,åre,oar
302,Schlitten::N,kælk,sleigh
303,Schlitten::N,slæde,sleigh
304,Ski::N,ski,ski
305,Lagerfeuer::N,lejrbål,campfire
306,Last::N,last,load
307,Last::N,byrde,load
308,Gang::N,gang,walk
309,Schritt::N,skridt,step
310,Norden::N,nord,north
311,Süden::N,syd,south
312,Westen::N,vest,west
313,Osten::N,øst,east
314,Holz::N,træ,wood
315,Brett::N,bræt,board
316,Platte::N,plade,slab
317,Stütze::N,støtte,bracket
318,Stange::N,stang,pole
319,Stock::N,stok,stick
320,Stab::N,stav,staff
321,Rohr::N,rør,pipe
322,Haus::N,hus,house
323,Heim::N,hjem,home
324,Ofen::N,ovn,stove
325,Fußboden::N,gulv,floor
326,Tisch::N,bord,table
327,Stuhl::N,stol,chair
328,Wiege::N,vugge,cradle
329,Bett::N,seng,bed
330,Regal::N,reol,shelf
331,Kiste::N,kasse,box
332,Fenster::N,vindue,window
333,Tür::N,dør,door
334,Tor::N,port,gate
335,Zaun::N,stakit,fence
336,Dach::N,tag,roof
337,Leiter::N,stige,ladder
338,Besen::N,kost,broom
339,Spaten::N,spade,spade
340,Schaufel::N,skovl,shovel
341,Gabel::N,gaffel,fork
342,Löffel::N,ske,spoon
343,Messer::N,kniv,knife
344,Nagel::N,søm,nail
345,Netz::N,net,net
346,Haken::N,krog,hook
347,Griff::N,tag,handle
348,Griff::N,håndtag,handle
349,Schloss::N,lås,lock
350,Bild::N,billede,picture
351,Figur::N,figur,figure
352,Puppe::N,dukke,doll
353,Beutel::N,pose,pouch
354,Bündel::N,bylt,bundle
355,Bündel::N,bundt,bundle
356,Tasche::N,taske,bag
357,Eimer::N,spand,bucket
358,Deckel::N,låg,cover
359,Geschirr::N,husgeråd,dishes
360,Sack::N,sæk,sack
361,Tasse::N,kop,cup
362,Topf::N,gryde,pot
363,Kessel::N,kedel,kettle
364,Essen::N,måltid,meal
365,Nahrung::N,mad,food
366,Nahrung::N,næring,food
367,Speise::N,ret,dish
368,Fleisch::N,kød,meat
369,Getreide::N,korn,corn
370,Brei::N,grød,mush
371,Brot::N,brød,bread
372,Scheibe::N,skive,slice
373,Fett::N,fedt,fat
374,Butter::N,smør,butter
375,Öl::N,olie,oil
376,Salz::N,salt,salt
377,Suppe::N,suppe,soup
378,Honig::N,honning,honey
379,Milch::N,mælk,milk
380,Tee::N,te,tea
381,Leder::N,skind,leather
382,Wolle::N,uld,wool
383,Stoff::N,stof,cloth
384,Nadel::N,nål,needle
385,Faden::N,tråd,thread
386,Knopf::N,knap,button
387,Knoten::N,knude,knot
388,Farbe::N,farve,paint
389,Kleidung::N,påklædning,clothes
390,Hemd::N,skjorte,shirt
391,Kragen::N,krave,collar
392,Ärmel::N,ærme,sleeve
393,Hose::N,bukser,trousers
394,Gürtel::N,bælte,belt
395,Mütze::N,hue,cap
396,Schuh::N,sko,shoe
397,Stiefel::N,støvle,boot
398,Ring::N,ring,ring
399,Band::N,bånd,ribbon
400,Kamm::N,kam,comb
401,Spiegel::N,spejl,mirror
402,Riemen::N,rem,strap
403,Schnur::N,snor,string
404,Leine::N,snor,leash
405,Decke::N,tæppe,blanket
406,Kissen::N,pude,pillow
407,Tuch::N,sjaltørklæde,scarf
408,Handtuch::N,håndklæde,towel
409,Kraft::N,kraft,force
410,Stärke::N,styrke,strength
411,Gesundheit::N,sundhed,health
412,Krankheit::N,sygdom,illness
413,Schmerz::N,smerte,pain
414,Wunde::N,sår,wound
415,Fieber::N,feber,fever
416,Arznei::N,medicin,medicine
417,Arznei::N,lægemiddel,medicine
418,Brücke::N,bro,bridge
419,Brunnen::N,brønd,well
420,Weide::N,græsgang,pasture
421,Pfad::N,sti,path
422,Weg::N,vej,way
423,Straße::N,gade,road
424,Dorf::N,landsby,village
425,Stadt::N,by,town
426,Brief::N,brev,letter
427,Buch::N,bog,book
428,Buchstabe::N,bogstav,character
429,Zeitung::N,avis,newspaper
430,Leben::N,liv,life
431,Tod::N,død,death
432,Grab::N,grav,grave
433,Kirche::N,kirke,church
434,Sünde::N,synd,sin
435,Gott::N,gud,god
436,Arbeiter::N,arbejder,worker
437,Chef::N,chef,boss
438,Meister::N,mester,master
439,Arzt::N,læge,doctor
440,Lehrer::N,lærer,teacher
441,Geld::N,penge,money
442,Geschäft::N,forretning,business
443,Laden::N,butik,shop
444,Laden::N,forretning,shop
445,Preis::N,pris,price
446,Ware::N,vare,ware
447,Nutzen::N,nytte,profit
448,Reichtum::N,rigdom,wealth
449,Welt::N,verden,world
450,Land::N,land,country
451,Staat::N,stat,state
452,König::N,konge,king
453,Macht::N,magt,power
454,Grenze::N,grænse,border
455,Krieg::N,krig,war
456,Feind::N,fjende,enemy
457,Gewalt::N,vold,violence
458,Kampf::N,kamp,fight
459,Bogen[Waffe]::N,bue,bow
460,Pfeil::N,pil,arrow
461,Gewehr::N,gevær,gun
462,Fehler::N,fejl,mistake
463,Lüge::N,løgn,lie
464,Schaden::N,skade,damage
465,Unglück::N,uheld,misfortune
466,Unglück::N,ulykke,misfortune
467,Schuld::N,skyld,fault
468,Alter::N,alder,age
469,Schluss::N,slut,conclusion
470,Schluss::N,slutning,conclusion
471,Zeit::N,tid,time
472,Tag::N,dag,day
473,Morgen::N,morgen,morning
474,Mittag::N,middag,noon
475,Abend::N,aften,evening
476,Nacht::N,nat,night
477,Woche::N,uge,week
478,Monat::N,måned,month
479,Jahr::N,år,year
480,Frühling::N,forår,spring
481,Sommer::N,sommer,summer
482,Herbst::N,efterår,autumn
483,Winter::N,vinter,winter
484,Januar::N,januar,January
485,Februar::N,februar,February
486,März::N,marts,March
487,April::N,april,April
488,Mai::N,maj,May
489,Juni::N,juni,June
490,Juli::N,juli,July
491,August::N,august,August
492,September::N,september,September
493,Oktober::N,oktober,October
494,November::N,november,November
495,Dezember::N,december,December
496,Montag::N,mandag,Monday
497,Dienstag::N,tirsdag,Tuesday
498,Mittwoch::N,onsdag,Wednesday
499,Donnerstag::N,torsdag,Thursday
500,Freitag::N,fredag,Friday
501,Samstag::N,lørdag,Saturday
502,Sonntag::N,søndag,Sunday
503,groß::A,stor,big
504,klein::A,lille,little
505,lang::A,lang,long
506,kurz::A,kort,short
507,breit::A,bred,wide
508,schmal::A,smal,narrow
509,dicht::A,tæt,dense
510,dick[Gegenstand]::A,tyk,thick
511,dünn::A,tynd,thin
512,fein::A,fin,delicate
513,fest::A,fast,firm
514,flach::A,flad,flat
515,glatt::A,glat,smooth
516,hart::A,hård,hard
517,weich::A,blød,soft
518,rund::A,rund,round
519,spitz::A,spids,pointed
520,scharf::A,skarp,sharp
521,stumpf::A,sløv,blunt
522,stumpf::A,stump,blunt
523,schwer::A,tung,heavy
524,schön::A,skøn,beautiful
525,heiß::A,hed,hot
526,warm::A,varm,warm
527,kalt::A,kold,cold
528,kühl::A,kølig,cool
529,frisch::A,frisk,fresh
530,feucht::A,fugtig,damp
531,nass::A,våd,wet
532,trocken::A,tør,dry
533,voll::A,fuld,full
534,leer::A,tom,empty
535,offen::A,åben,open
536,geschlossen::A,lukket,closed
537,sauber::A,ren,clean
538,schmutzig::A,snavset,dirty
539,roh::A,rå,raw
540,reif::A,moden,ripe
541,lecker::A,lækker,delicious
542,süß::A,sød,sweet
543,bitter::A,bitter,bitter
544,sauer::A,sur,sour
545,hell::A,lys,bright
546,dunkel::A,mørk,dark
547,schwarz::A,sort,black
548,weiß::A,hvid,white
549,rot::A,rød,red
550,gelb::A,gul,yellow
551,blau::A,blå,blue
552,grün::A,grøn,green
553,grau::A,grå,grey
554,bunt::A,broget,colourful
555,bunt::A,broget,colorful
556,billig::A,billig,cheap
557,teuer::A,dyr,dear
558,wertvoll::A,værdifuld,precious
559,blind::A,blind,blind
560,taub::A,døv,deaf
561,kräftig::A,kraftig,powerful
562,stark::A,stærk,strong
563,schwach::A,svag,weak
564,fett::A,fed,fat
565,schlank::A,slank,slim
566,hübsch::A,køn,pretty
567,böse::A,ond,evil
568,böse::A,slem,evil
569,dumm::A,dum,stupid
570,faul::A,doven,lazy
571,fleißig::A,flittig,diligent
572,geizig::A,gerrig,stingy
573,klug::A,klog,clever
574,geschickt::A,dygtig,skilful
575,geschickt::A,dygtig,skillful
576,geschickt::A,behændig,skilful
577,geschickt::A,behændig,skillful
578,lieb::A,rar,dear
579,lustig::A,lystig,merry
580,sanft::A,blid,gentle
581,hungrig::A,sulten,hungry
582,krank::A,syg,sick
583,nackt::A,nøgen,naked
584,traurig::A,bedrøvet,sad
585,lebendig::A,levende,living
586,gut::A,god,good
587,schlecht::A,dårlig,bad
588,richtig::A,rigtig,correct
589,schlimm::A,slem,nasty
590,wahr::A,sand,true
591,alt::A,gammel,old
592,neu::A,ny,new
593,ehemalig::A,forhenværende,former
594,alt[Lebewesen]::A,gammel,aged
595,jung::A,ung,young
596,arm::A,fattig,poor
597,reich::A,rig,rich
598,bekannt::A,kendt,familiar
599,berühmt::A,berømt,famous
600,fremd::A,fremmed,foreign
601,verschieden::A,forskellig,different
602,nah::A,nær,near
603,fern::A,fjern,far
604,linker::A,venstre,left
605,rechter::A,højre,right
606,anderer::A,anden,other
607,erster::A,første,first
608,zweiter::A,anden,second
609,dritter::A,tredje,third
610,letzter::A,sidste,last
611,allein::ADV,alene,alone
612,auf einmal::ADV,på én gang,at once
613,zusammen::ADV,sammen,together
614,lange::ADV,længe,long
615,plötzlich::ADV,pludselig,suddenly
616,sofort::ADV,straks,instantly
617,später::ADV,senere,later
618,jetzt::ADV,nu,now
619,heute::ADV,i dag,today
620,morgen::ADV,i morgen,tomorrow
621,bald::ADV,snart,soon
622,dann::ADV,så,then
623,gestern::ADV,i går,yesterday
624,einst::ADV,engang,once
625,damals::ADV,dengang,at that time
626,danach::ADV,derefter,afterwards
627,vorher::ADV,før,before
628,vorher::ADV,forud,before
629,zuerst::ADV,først,at first
630,einmal::ADV,en gang,once
631,manchmal::ADV,sommetider,sometimes
632,oft::ADV,ofte,often
633,immer::ADV,altid,always
634,niemals::ADV,aldrig,never
635,hier::ADV,her,here
636,hierhin::ADV,hid,hither
637,hierhin::ADV,hid,to here
638,hierhin::ADV,hid,here
639,hierhin::ADV,herhen,hither
640,hierhin::ADV,herhen,to here
641,hierhin::ADV,herhen,here
642,von hier::ADV,herfra,hence
643,dort::ADV,der,there
644,dorthin::ADV,derhen,thither
645,dorthin::ADV,derhen,there
646,dorthin::ADV,derhen,to there
647,geradeaus::ADV,lige ud,ahead
648,vorwärts::ADV,fremad,forward
649,rückwärts::ADV,baglæns,backward
650,zurück::ADV,tilbage,back
651,unten::ADV,nede,below
652,unten::ADV,forneden,below
653,hinab::ADV,ned,down
654,hinab::ADV,nedad,down
655,oben::ADV,oppe,above
656,oben::ADV,ovenpå,above
657,hinauf::ADV,op,up
658,hinauf::ADV,opad,up
659,überall::ADV,overalt,everywhere
660,nicht::ADV,ikke,not
661,ein wenig::ADV,lidt,a little
662,kaum::ADV,knap,hardly
663,kaum::ADV,næppe,hardly
664,sehr::ADV,meget,very
665,so::ADV,så,so
666,noch::ADV,endnu,still
667,nur::ADV,kun,only
668,nur::ADV,bare,only
669,schon::ADV,alt,already
670,schon::ADV,allerede,already
671,wieder::ADV,igen,again
672,vergebens::ADV,forgæves,in vain
673,vor::PRP,foran,in front of
674,vor::PRP,uden for,in front of
675,hinter::PRP,bag,behind
676,hinter::PRP,bagved,behind
677,unter::PRP,under,under
678,durch::PRP,gennem,through
679,durch::PRP,igennem,through
680,neben::PRP,ved siden af,next to
681,zwischen::PRP,mellem,between
682,wegen::PRP,på grund af,because of
683,dies::PRN,dette,this
684,das::PRN,det,that
685,alles::PRN,alt,everything
686,ich::PRN,jeg,I
687,du::PRN,du,you
688,du::PRN,du,thou
689,er::PRN,han,he
690,wir::PRN,vi,we
691,ihr::PRN,I,you
692,sie::PRN,de,they
693,was::FPRN,hvad,what
694,wer::FPRN,hvem,who
695,wo::FADV,hvor,where
696,wohin::FADV,hvorhen,where ... to
697,wohin::FADV,hvorhen,where to
698,wohin::FADV,hvorhen,where
699,wie::FADV,hvordan,how
700,warum::FADV,hvorfor,why
701,wieviel::FNUM,hvor meget,how much
702,eins::NUM,én,one
703,zwei::NUM,to,two
704,drei::NUM,tre,three
705,vier::NUM,fire,four
706,fünf::NUM,fem,five
707,sechs::NUM,seks,six
708,sieben::NUM,syv,seven
709,acht::NUM,otte,eight
710,neun::NUM,ni,nine
711,zehn::NUM,ti,ten
712,elf::NUM,elleve,eleven
713,zwölf::NUM,tolv,twelve
714,zwanzig::NUM,tyve,twenty
715,dreißig::NUM,tredive,thirty
716,vierzig::NUM,fyrre,forty
717,vierzig::NUM,fyrretyve,forty
718,fünfzig::NUM,halvtreds,fifty
719,sechzig::NUM,tres,sixty
720,siebzig::NUM,halvfjerds,seventy
721,achtzig::NUM,firs,eighty
722,neunzig::NUM,halvfems,ninety
723,hundert::NUM,hundrede,a hundred
724,tausend::NUM,tusind,a thousand
725,und::CNJ,og,and
726,oder::CNJ,eller,or
727,stehen::V,stå,stand
728,sitzen::V,sidde,sit
729,liegen::V,ligge,lie
730,hängen::V,hænge,hang
731,werden::V,blive,become
732,passieren::V,ske,happen
733,passieren::V,hænde,happen
734,beginnen::V,begynde,begin
735,enden::V,ende,end
736,wechseln::V,veksle,change
737,aufgehen[Sonne]::V,gå op,rise
738,aufgehen[Sonne]::V,stå op,rise
739,untergehen[Sonne]::V,gå ned,set
740,scheinen[Sonne]::V,skinne,shine
741,donnern::V,tordne,thunder
742,wehen::V,blæse,blow
743,strömen::V,strømme,stream
744,fließen::V,flyde,flow
745,sich drehen::V,dreje sig,revolve
746,schwanken::V,vakle,sway
747,schwingen::V,svinge,swing
748,fallen::V,falde,fall
749,brennen::V,brænde,burn
750,rauchen::V,ryge,smoke
751,regnen::V,regne,rain
752,gefrieren::V,fryse,freeze
753,tauen::V,tø,thaw
754,schmelzen::V,smelte,melt
755,trocknen::V,tørre,dry
756,sieden::V,koge,boil
757,faulen::V,rådne,rot
758,verfaulen::V,rådne,decay
759,reißen::V,briste,snap
760,versinken::V,synke,sink
761,versinken::V,synke ned,sink
762,vergehen::V,forløbe,pass
763,erscheinen::V,vise sig,appear
764,verschwinden::V,forsvinde,disappear
765,sinken::V,synke,drop
766,abnehmen::V,aftage,decrease
767,zunehmen::V,tiltage,increase
768,steigen::V,stige,rise
769,wachsen::V,gro,grow
770,wachsen::V,vokse,grow
771,glänzen::V,glinse,shine
772,funkeln::V,tindre,sparkle
773,lärmen::V,larme,be noisy
774,läuten::V,ringe,chime
775,klingeln::V,ringe,ring
776,klirren::V,klirre,tinkle
777,brausen::V,bruse,roar
778,rauschen::V,suse,rustle
779,klingen::V,lyde,sound
780,klingen::V,klinge,sound
781,bellen::V,gø,bark
782,heulen::V,hyle,howl
783,blasen::V,blæse,blow
784,pfeifen::V,fløjte,whistle
785,schreien::V,skrige,shout
786,stöhnen::V,stønne,groan
787,zittern::V,dirre,tremble
788,zittern::V,skælve,tremble
789,leben::V,leve,be alive
790,geboren werden::V,fødes,be born
791,atmen::V,ånde,breathe
792,trinken::V,drikke,drink
793,essen::V,spise,eat
794,schlucken::V,synke,swallow
795,müde werden::V,blive træt,get tired
796,einschlafen::V,falde i søvn,fall asleep
797,schlafen::V,sove,sleep
798,aufwachen::V,vågne,wake up
799,aufstehen::V,stå op,get up
800,sich erholen::V,komme sig,relax
801,krank werden::V,blive syg,fall ill
802,krank sein::V,være syg,be ill
803,schmerzen::V,smerte,ache
804,husten::V,hoste,cough
805,genesen::V,komme sig,recover
806,sterben::V,dø,die
807,umkommen::V,omkomme,perish
808,sich bewegen::V,bevæge sig,move
809,sich rühren::V,røre på sig,budge
810,sich erheben::V,rejse sig,stand up
811,sich setzen::V,sætte sig,sit down
812,laufen::V,løbe,walk
813,schreiten::V,skride,pace
814,spazierengehen::V,gå en tur,go for a walk
815,eilen::V,ile,rush
816,sich beeilen::V,skynde sig,hurry
817,sausen::V,suse,dash
818,rennen::V,løbe,run
819,rennen::V,rende,run
820,springen::V,hoppe,jump
821,springen::V,springe,jump
822,klettern::V,klatre,climb
823,schaukeln::V,gynge,seesaw
824,kriechen::V,krybe,creep
825,schwimmen::V,svømme,swim
826,tauchen::V,dykke,dive
827,rudern::V,ro,row
828,fahren::V,køre,drive
829,fliegen::V,flyve,fly
830,gehen::V,gå,go
831,weggehen::V,gå bort,go away
832,abfahren::V,køre bort,depart
833,anhalten::V,standse,stop
834,hineingehen::V,gå ind,go in
835,eintreten::V,træde ind,enter
836,kommen::V,komme,come
837,ankommen::V,ankomme,arrive
838,zurückkommen::V,komme tilbage,come back
839,bleiben::V,blive,stay
840,bleiben::V,forblive,stay
841,warten::V,vente,wait
842,erwarten::V,vente,wait for
843,erwarten::V,afvente,wait for
844,suchen::V,søge,seek
845,suchen::V,søge,look for
846,finden::V,finde,find
847,versuchen::V,forsøge,try
848,vorbereiten::V,forberede,prepare
849,lieben::V,elske,love
850,mögen::V,holde af,like
851,mögen::V,kunne lide,like
852,lachen::V,le,laugh
853,rühren::V,røre,move
854,weinen::V,græde,weep
855,schimpfen::V,skænde,grumble
856,sich ärgern::V,ærgre sig,be annoyed
857,sich fürchten::V,være bange,be afraid
858,fürchten::V,være bange for,be afraid of
859,fliehen::V,flygte,flee
860,flüchten::V,flygte,escape
861,sehen::V,se,see
862,anschauen::V,se på,look at
863,anschauen::V,betragte,look at
864,ansehen::V,anse,watch
865,hören::V,høre,hear
866,zuhören::V,høre til,listen
867,probieren::V,smage,taste
868,probieren::V,smage på,taste
869,riechen::V,lugte,smell
870,fühlen::V,føle,feel
871,scheinen::V,synes,seem
872,zu sehen sein::V,synes,show
873,vernehmen::V,erfare,hear
874,frieren::V,fryse,be cold
875,tun::V,gøre,do
876,können::V,kunne,can
877,wollen::V,ville,want
878,anfangen::V,begynde,start
879,beenden::V,afslutte,finish
880,aufhören::V,ophøre,stop
881,aufhören::V,holde op,stop
882,gelingen::V,lykkes,succeed
883,geraten::V,blive,turn out
884,öffnen::V,åbne,open
885,schließen::V,lukke,close
886,stellen::V,stille,put
887,setzen::V,sætte,place
888,legen::V,lægge,lay
889,berühren::V,berøre,touch
890,verbinden::V,forbinde,connect
891,bedecken::V,dække,cover
892,bedecken::V,bedække,cover
893,aufhängen::V,hænge,hang up
894,aufhängen::V,hænge op,hang up
895,anzünden::V,tænde,light
896,anzünden::V,antænde,light
