,Concept_ID,udm,sv
76,Boden::N,музъем,mark
77,Erde::N,му,jord
78,Staub::N,пыль,damm
79,Rauch::N,ӵын,rök
80,Funke::N,гизьы,gnista
81,Feuer::N,тыл,eld
82,Licht::N,тыл,ljus
83,Schatten::N,вужер,skugga
84,Wetter::N,куазь,väder
85,Nebel::N,бус,dimma
86,Nebel::N,бус,töcken
87,Wolke::N,пилем,sky
88,Wolke::N,пилем,moln
89,Regen::N,зор,regn
90,Schnee::N,лымы,snö
91,Eis::N,йӧ,is
92,Frost::N,кезьыт,frost
93,Kälte::N,кезьыт,köld
94,Hitze::N,пӧсь,hetta
95,Raureif::N,гӧр,rimfrost
96,Regenbogen::N,вуюись,regnbåge
97,Donner::N,гудыри,åska
98,Donner::N,гудыри,dunder
99,Strömung::N,бызён,strömning
100,Tropfen::N,шапык,dropper
101,Schaum::N,шукы,skum
102,Schmutz::N,нӧд,lort
103,Schmutz::N,нӧд,smuts
104,Schmutz::N,дэри,lort
105,Schmutz::N,дэри,smuts
106,See::N,ты,sjö
107,Sumpf::N,нюр,träsk
108,Moor::N,нюр,myr
109,Moor::N,нюр,mosse
110,Wiese::N,возь,äng
111,Wiese::N,возьвыл,äng
112,Wald::N,сик,skog
113,Wald::N,нюлэс,skog
114,Hügel::N,выр,höjd
115,Hügel::N,выр,kulle
116,Hügel::N,вырйыл,höjd
117,Hügel::N,вырйыл,kulle
118,Anhöhe::N,выр,höjd
119,Anhöhe::N,выр,backe
120,Anhöhe::N,вырйыл,höjd
121,Anhöhe::N,вырйыл,backe
122,Berg::N,гурезь,berg
123,Berg::N,гурезь,fjäll
124,Gipfel::N,йыл,topp
125,Höhle::N,гу,håla
126,Höhle::N,гу,grotta
127,Abhang::N,бам,slänt
128,Abhang::N,бам,sluttning
129,Quelle::N,ошмес,källa
130,Bach::N,пичи шур,bäck
131,Fluss::N,шур,älv
132,Fluss::N,шур,flod
133,Ufer::N,ярдур,strand
134,Küste::N,вудур,kust
135,Festland::N,мувыр,fastland
136,Meer::N,зарезь,hav
137,Bucht::N,вукож,vik
138,Bucht::N,вукож,bukt
139,Insel::N,вумуӵ,ö
140,Insel::N,шормуӵ,ö
141,Blume::N,сяська,blomma
142,Blume::N,сяська,blomster
143,Gras::N,турын,gräs
144,Wurzel::N,выжы,rot
145,Baum::N,пу,träd
146,Stamm::N,модос,stam
147,Rinde::N,сул,bark
148,Ast::N,ул,gren
149,Zweig::N,вай,kvist
150,Blatt::N,куар,löv
151,Blatt::N,куар,blad
152,Birke::N,кызьпу,björk
153,Kiefer[Baum]::N,пужым,tall
154,Weide[Baum]::N,бадьпу,pil
155,Weide[Baum]::N,бадьпу,vide
156,Tanne::N,кыз,gran
157,Horn::N,сюр,horn
158,Feder::N,тылы,fjäder
159,Fell::N,ку,fäll
160,Fell::N,ку,skinn
161,Flügel::N,бурд,vinge
162,Klaue::N,гижы,klöv
163,Kralle::N,пыд,klo
164,Schwanz::N,быж,svans
165,Schwanz::N,быж,stjärt
166,Ei::N,пуз,ägg
167,Ei::N,кукей,ägg
168,Nest::N,кар,rede
169,Nest::N,кар,näste
170,Nest::N,пузкар,rede
171,Nest::N,пузкар,näste
172,Bau::N,кар,bo
173,Bau::N,гу,bo
174,Tier::N,пӧйшур,djur
175,Herde::N,уллё,flock
176,Kuh::N,скал,ko
177,Bulle::N,ош,tjur
178,Bulle::N,пороз,tjur
179,Pferd::N,вал,häst
180,Schaf::N,ыж,får
181,Schwein::N,парсь,svin
182,Hund::N,пуны,hund
183,Katze::N,коӵыш,katt
184,Bär::N,гондыр,björn
185,Eichhörnchen::N,коньы,ekorre
186,Elch::N,койык,älg
187,Fuchs::N,ӟичы,räv
188,Hase::N,кеч,hare
189,Maus::N,шыр,mus
190,Wolf::N,кион,varg
191,Vogel::N,тылобурдо,fågel
192,Schwarm::N,уллё,svärm
193,Huhn::N,курег,höns
194,Hahn::N,атас,tupp
195,Gans::N,ӟазег,gås
196,Adler::N,ӧрзи,örn
197,Ente::N,ӵӧж,anka
198,Eule::N,кучыран,uggla
199,Kranich::N,тури,trana
200,Krähe::N,куака,kråka
201,Kuckuck::N,кикы,gök
202,Schwan::N,юсь,svan
203,Fisch::N,чорыг,fisk
204,Barsch::N,юш,abborre
205,Hecht::N,чипей,gädda
206,Schlange[Tier]::N,кый,orm
207,Wurm::N,нумыр,mask
208,Spinne::N,чонари,spindel
209,Ameise::N,кузьыли,myra
210,Laus::N,тэй,lus
211,Mücke::N,нымы,mygga
212,Mücke::N,чибинь,mygga
213,Fliege::N,кут,fluga
214,Schmetterling::N,бубыли,fjäril
215,Beere::N,узы-боры,bär
216,Apfel::N,яблок,äpple
217,Pilz::N,губи,svamp
218,Zwiebel::N,сугон,lök
219,Saat::N,кидыс,sådd
220,Korn::N,тысь,korn
221,Heu::N,турын,hö
222,Schale::N,кыд,skal
223,Grube::N,гу,grop
224,Grube::N,гоп,grop
225,Falle::N,налик,fälla
226,Schlinge::N,гиӟ,snara
227,Schlinge::N,герд,snara
228,Spur::N,пытьы,spår
229,Spur::N,бервыл,spår
230,Asche::N,пень,aska
231,Dreck::N,дэри,lort
232,Eisen::N,корт,järn
233,Gold::N,зарни,guld
234,Silber::N,азвесь,silver
235,Kohle::N,эгыр,kol
236,Glas::N,стекло,glas
237,Glas::N,пияла,glas
238,Lehm::N,сюй,lera
239,Sand::N,луо,sand
240,Mensch::N,мурт,människa
241,Mensch::N,адями,människa
242,Mann::N,воргорон,man
243,Frau::N,кышномурт,kvinna
244,Kind::N,нуны,barn
245,Kind::N,пинал,barn
246,Junge::N,пи,pojke
247,Mädchen::N,ныл,flicka
248,Familie::N,семья,familj
249,Großvater::N,песятай,morfar
250,Großvater::N,пересь атай,morfar
251,Großmutter::N,песянай,farmor
252,Großmutter::N,пересь анай,farmor
253,Eltern::N,атай-анай,föräldrar
254,Eltern::N,бубы-мумы,föräldrar
255,Vater::N,айы,far
256,Vater::N,атай,far
257,Mutter::N,мумы,mor
258,Sohn::N,пи,son
259,Tochter::N,ныл,dotter
260,Bruder::N,агай,bror
261,Schwester::N,апа,syster
262,Schwester::N,сузэр,syster
263,Onkel::N,агай,morbror
264,Tante::N,апа,tant
265,Tante::N,кенак,tant
266,Ehemann::N,карт,äkta man
267,Ehefrau::N,кышно,hustru
268,Freude::N,шумпотон,fröjd
269,Freude::N,шумпотон,glädje
270,Gelächter::N,горем,åtlöje
271,Glück::N,шуд,lycka
272,Kummer::N,кайгу,sorg
273,Kummer::N,куректон,sorg
274,Wunsch::N,мылпотон,önskan
275,Lust::N,потон,lust
276,Geist::N,лул,ande
277,Gedanke::N,малпан,tanke
278,Gedächtnis::N,йырсазь,minne
279,Gedächtnis::N,тодэваён,minne
280,Verstand::N,йырвизь,förstånd
281,Sinn::N,смысл,mening
282,Sinn::N,смысл,betydelse
283,Grund::N,муг,skäl
284,Grund::N,муг,grund
285,Grund::N,ньӧм,skäl
286,Grund::N,ньӧм,grund
287,Wahrheit::N,зэм,sanning
288,Wahrheit::N,шонер,sanning
289,Gespräch::N,вераськон,samtal
290,Märchen::N,выжыкыл,saga
291,Erzählung::N,верос,berättelse
292,Nachricht::N,ивор,meddelande
293,Neuigkeit::N,выльивор,nyhet
294,Name::N,ним,namn
295,Rätsel::N,мадькыл,gåta
296,Rede::N,верам,tal
297,Sprache::N,кыл,språk
298,Stimme::N,куара,stämma
299,Wort::N,кыл,ord
300,Zeichen::N,пус,tecken
301,Zeichen::N,тодмет,tecken
302,Ruf::N,ӧтён,rop
303,Ruf::N,чортон,rop
304,Lärm::N,ӵашетон,bråk
305,Lärm::N,ӵашетон,oväsen
306,Laut::N,куара,ljud
307,Ton::N,куара,ton
308,Lied::N,кырӟан,sång
309,Ruhe::N,чалмыт улон,ro
310,Ruhe::N,чалмыт улон,lugn
311,Leute::N,адямиос,folk
312,Volk::N,калык,folk
313,Arbeit::N,уж,arbete
314,Gast::N,куно,gäst
315,Geschenk::N,салам,gåva
316,Geschenk::N,салам,present
317,Geschenk::N,кузьым,gåva
318,Geschenk::N,кузьым,present
319,Spiel::N,шудон,lek
320,Spiel::N,шудон,spel
321,Gesellschaft::N,калык,sällskap
322,Hilfe::N,юрттон,hjälp
323,Freund::N,эш,vän
324,Freund::N,юлтош,vän
325,Kamerad::N,тодмо,kamrat
326,Angelegenheit::N,уж,ärende
327,Angelegenheit::N,уж,angelägenhet
328,Anzahl::N,лыд,antal
329,Art::N,тус,art
330,Art::N,тус,slag
331,Stück::N,юдэс,stycke
332,Teil::N,люкет,del
333,Hälfte::N,ӝыны,halva
334,Kreis::N,котырес,krets
335,Kreis::N,котырес,cirkel
336,Kreuz::N,крест,kors
337,Kreuz::N,крест,kryss
338,Linie::N,гож,linje
339,Strich::N,гож,streck
340,Abstand::N,вис,avstånd
341,Abstand::N,кусып,avstånd
342,Entfernung::N,кусып,avstånd
343,Gegend::N,инты,trakt
344,Platz::N,инты,plats
345,Ort::N,инты,plats
346,Ort::N,инты,ställe
347,Ort::N,места,plats
348,Ort::N,места,ställe
349,Seite::N,пал,sida
350,Mitte::N,шор,mitt
351,Gegenstand::N,арбери,föremål
352,Sache::N,котыр,sak
353,Rand::N,дур,rand
354,Rand::N,шаер,rand
355,Kante::N,дур,kant
356,Ecke::N,сэрег,vrå
357,Ecke::N,сэрег,hörn
358,Spitze::N,йыл,spets
359,Ende::N,пум,ända
360,Loch::N,пась,hål
361,Winkel::N,сэрег,vinkel
362,Muster::N,пужы,mönster
363,Größe::N,быдӟала,storlek
364,Länge::N,кузьдала,längd
365,Höhe::N,ӝуждала,höjd
366,Gewicht::N,сектала,tyngd
367,Gewicht::N,секытлык,tyngd
368,Menge::N,лыд,mängd
369,Menge::N,лыдпус,mängd
370,Haufen::N,люк,hög
371,Reihe::N,чур,rad
372,Boot::N,пыж,båt
373,Boot::N,лодка,båt
374,Ruder::N,полыс,åra
375,Schlitten::N,додьы,släde
376,Ski::N,куас,skida
377,Lagerfeuer::N,тылскем,lägereld
378,Last::N,секыт,last
379,Last::N,секыт,börda
380,Gang::N,ветлон,gång
381,Schritt::N,вамыш,steg
382,Norden::N,уйпал,norr
383,Süden::N,лымшор,söder
384,Westen::N,шунды пуксён,väster
385,Osten::N,шунды ӝужан,öster
386,Holz::N,пу,trä
387,Brett::N,пул,bräda
388,Platte::N,плита,platta
389,Stütze::N,пыкет,stöd
390,Stütze::N,пыкет,stötta
391,Stange::N,пуӵ,stång
392,Stock::N,боды,käpp
393,Stock::N,боды,pinne
394,Stab::N,пуӵ,stav
395,Stab::N,боды,stav
396,Rohr::N,труба,rör
397,Haus::N,юрт,hus
398,Heim::N,корка,hem
399,Ofen::N,гур,ugn
400,Fußboden::N,выж,golv
401,Tisch::N,ӝӧк,bord
402,Stuhl::N,пукон,stol
403,Wiege::N,кӧкы,vagga
404,Wiege::N,зыбка,vagga
405,Bett::N,валес,säng
406,Regal::N,ӝажы,hylla
407,Kiste::N,ящик,låda
408,Fenster::N,укно,fönster
409,Fenster::N,косяк,fönster
410,Tür::N,ӧс,dörr
411,Tor::N,ӟезьы,port
412,Zaun::N,забор,staket
413,Zaun::N,забор,stängsel
414,Dach::N,липет,tak
415,Leiter::N,падӟа,stege
416,Besen::N,ӵужон,kvast
417,Besen::N,исьнер,kvast
418,Spaten::N,лопатка,spade
419,Schaufel::N,ютырон,skovel
420,Schaufel::N,ютырон,skyffel
421,Gabel::N,тэчы,gaffel
422,Gabel::N,вилка,gaffel
423,Löffel::N,пуньы,sked
424,Messer::N,пурт,kniv
425,Nagel::N,кортӵог,spik
426,Netz::N,сеть,nät
427,Haken::N,курик,krok
428,Griff::N,ныд,tag
429,Griff::N,ныд,handtag
430,Schloss::N,тунгон,las
431,Bild::N,суред,bild
432,Figur::N,фигура,figur
433,Puppe::N,мунё,docka
434,Beutel::N,пуйы,påse
435,Bündel::N,керттэт,bunt
436,Bündel::N,керттэт,knippa
437,Tasche::N,пуйы,väska
438,Tasche::N,сумка,väska
439,Eimer::N,ведра,hink
440,Eimer::N,ведра,ämbar
441,Deckel::N,ӵоксэт,lock
442,Geschirr::N,тусьты-пуньы,servis
443,Geschirr::N,тусьты-пуньы,porslin
444,Sack::N,пуйы,säck
445,Tasse::N,ӵаша,kopp
446,Topf::N,миска,gryta
447,Topf::N,миска,kastrull
448,Kessel::N,пурты,kittel
449,Essen::N,сиськон,mål
450,Nahrung::N,сион,näring
451,Speise::N,сиён,maträtt
452,Fleisch::N,сӥль,kött
453,Getreide::N,ю тысь,säd
454,Getreide::N,ю тысь,spannmål
455,Brei::N,ӝук,gröt
456,Brot::N,нянь,bröd
457,Scheibe::N,шорем,skiva
458,Fett::N,кӧй,fett
459,Butter::N,вӧй,smör
460,Öl::N,вӧй,olja
461,Salz::N,сылал,salt
462,Suppe::N,шыд,soppa
463,Honig::N,чечы,honung
464,Milch::N,йӧл,mjölk
465,Tee::N,чай,te
466,Leder::N,сурон,läder
467,Wolle::N,гон,ull
468,Wolle::N,гон,ylle
469,Wolle::N,ыжгон,ull
470,Wolle::N,ыжгон,ylle
471,Stoff::N,куэм,tyg
472,Stoff::N,куэм,stoff
473,Nadel::N,вень,nål
474,Faden::N,сӥньыс,tråd
475,Knopf::N,бирды,knapp
476,Knoten::N,герд,knut
477,Farbe::N,буёл,färg
478,Kleidung::N,дӥсь,klädsel
479,Hemd::N,дэрем,skjorta
480,Kragen::N,сирес,krage
481,Ärmel::N,саес,ärm
482,Hose::N,брюки,byxor
483,Hose::N,штань,byxor
484,Gürtel::N,кускерттон,bälte
485,Mütze::N,ызьы,mössa
486,Schuh::N,ботинка,sko
487,Stiefel::N,сапег,stövel
488,Ring::N,зундэс,ring
489,Band::N,лента,band
490,Kamm::N,сын,kam
491,Spiegel::N,синучкон,spegel
492,Riemen::N,е,rem
493,Schnur::N,гозы,snöre
494,Leine::N,думет,lina
495,Decke::N,шобрет,täcke
496,Kissen::N,миндэр,dyna
497,Kissen::N,миндэр,kudde
498,Tuch::N,кышет,sjal
499,Handtuch::N,ӵушкон,handduk
500,Kraft::N,кать,kraft
501,Kraft::N,ӟигар,kraft
502,Stärke::N,юнлык,styrka
503,Gesundheit::N,тазалык,hälsa
504,Krankheit::N,висён,sjukdom
505,Schmerz::N,висён,smärta
506,Wunde::N,яра,sår
507,Fieber::N,кезег,feber
508,Arznei::N,эмъюм,medicin
509,Arznei::N,эмъюм,läkemedel
510,Brücke::N,выж,bro
511,Brunnen::N,колдэч,brunn
512,Weide::N,возь,bete
513,Pfad::N,сюрес,stig
514,Weg::N,сюрес,väg
515,Straße::N,сюрес,gata
516,Dorf::N,гурт,by
517,Stadt::N,кар,stad
518,Stadt::N,город,stad
519,Brief::N,гожтэт,brev
520,Buch::N,книга,bok
521,Buchstabe::N,буква,bokstav
522,Zeitung::N,газет,tidning
523,Leben::N,улон,liv
524,Tod::N,кулон,död
525,Grab::N,шайгу,grav
526,Kirche::N,черк,kyrka
527,Sünde::N,сьӧлык,synd
528,Gott::N,ӥнмар,gud
529,Arbeiter::N,рабочий,arbetare
530,Chef::N,начальник,chef
531,Meister::N,кибашлы,mästare
532,Arzt::N,врач,läkare
533,Lehrer::N,дышетӥсь,lärare
534,Geld::N,уксё,pengar
535,Geld::N,коньдон,pengar
536,Geschäft::N,уж,rörelse
537,Laden::N,магазин,affär
538,Preis::N,дун,pris
539,Ware::N,вуз,vara
540,Nutzen::N,пайда,gagn
541,Nutzen::N,пайда,nytta
542,Reichtum::N,узырлык,rikedom
543,Welt::N,дунне,värld
544,Land::N,шаер,land
545,Staat::N,кун,stat
546,König::N,эксэй,kung
547,König::N,эксэй,konung
548,Macht::N,власть,makt
549,Grenze::N,кунгож,gräns
550,Krieg::N,ож,krig
551,Feind::N,тушмон,fiende
552,Gewalt::N,эриктэман,våld
553,Kampf::N,нюръяськон,kamp
554,Kampf::N,нюръяськон,strid
555,Bogen[Waffe]::N,пукыӵ,båge
556,Pfeil::N,пукыӵ вень,pil
557,Gewehr::N,пыӵал,gevär
558,Fehler::N,янгыш,fel
559,Lüge::N,пӧян,lögn
560,Lüge::N,алдан,lögn
561,Lüge::N,ӧрекчан,lögn
562,Schaden::N,изъян,skada
563,Unglück::N,куректон,otur
564,Unglück::N,куректон,olycka
565,Unglück::N,шудтэме усён,otur
566,Unglück::N,шудтэме усён,olycka
567,Schuld::N,янгыш,skuld
568,Alter::N,арлыд,ålder
569,Schluss::N,пум,slut
570,Zeit::N,дыр,tid
571,Tag::N,нунал,dag
572,Morgen::N,ӵукна,morgon
573,Mittag::N,лымшор,middag
574,Abend::N,ӝыт,kväll
575,Abend::N,акшан,kväll
576,Nacht::N,уй,natt
577,Woche::N,арня,vecka
578,Monat::N,толэзь,månad
579,Jahr::N,ар,år
580,Frühling::N,тулыс,vår
581,Sommer::N,гужем,sommar
582,Herbst::N,сӥзьыл,höst
583,Winter::N,тол,vinter
584,Januar::N,выльартолэзь,januari
585,Februar::N,тулыспал,februari
586,März::N,южтолэзь,mars
587,April::N,оштолэзь,april
588,Mai::N,куартолэзь,maj
589,Juni::N,вожотолэзь,juni
590,Juli::N,пӧсьтолэзь,juli
591,August::N,гудырикошкон,augusti
592,September::N,куарусён,september
593,Oktober::N,выльӝуктолэзь,oktober
594,November::N,шуркынмон,november
595,Dezember::N,толсур,december
596,Montag::N,вордӥськон,måndag
597,Dienstag::N,вторник,tisdag
598,Mittwoch::N,вирнунал,onsdag
599,Donnerstag::N,покчиарня,torsdag
600,Freitag::N,удмуртарня,fredag
601,Samstag::N,кӧснунал,lördag
602,Sonntag::N,арня,söndag
603,groß::A,бадӟым,stor
604,klein::A,пичи,liten
605,lang::A,кузь,lång
606,kurz::A,вакчи,kort
607,breit::A,паськыт,bred
608,schmal::A,сюлэг,smal
609,dicht::A,ӵем,tät
610,dick[Gegenstand]::A,зӧк,tjock
611,dünn::A,векчи,tunn
612,fein::A,векчи,fin
613,fest::A,юн,fast
614,fest::A,чурыт,fast
615,flach::A,ӵошкыт,platt
616,glatt::A,гылыт,glatt
617,glatt::A,вольыт,glatt
618,hart::A,чурыт,hård
619,weich::A,небыт,mjuk
620,rund::A,котырес,rund
621,spitz::A,йылсо,toppig
622,spitz::A,йылсо,spetsig
623,scharf::A,лэчыт,vass
624,scharf::A,лэчыт,skarp
625,stumpf::A,ныж,slö
626,schwer::A,секыт,tung
627,schön::A,чебер,skön
628,schön::A,чебер,vacker
629,heiß::A,пӧсь,het
630,warm::A,шуныт,varm
631,kalt::A,кезьыт,kall
632,kühl::A,юзмыт,sval
633,kühl::A,юзмыт,kylig
634,kühl::A,салкым,sval
635,kühl::A,салкым,kylig
636,frisch::A,выль,färsk
637,feucht::A,мускыт,fuktig
638,nass::A,котмем,våt
639,trocken::A,кӧс,torr
640,voll::A,тыр,full
641,leer::A,буш,tom
642,leer::A,тырттэм,tom
643,offen::A,усьтэм,öppen
644,geschlossen::A,ӵогам,stängd
645,geschlossen::A,пунням,stängd
646,sauber::A,ӝикыт,ren
647,sauber::A,чылкыт,ren
648,schmutzig::A,нӧд,snuskig
649,roh::A,ыль,rå
650,reif::A,вуэм,mogen
651,lecker::A,ческыт,läcker
652,süß::A,ческыт,söt
653,bitter::A,курыт,besk
654,bitter::A,курыт,bitter
655,sauer::A,чырс,sur
656,hell::A,югыт,ljus
657,dunkel::A,пеймыт,mörk
658,schwarz::A,сьӧд,svart
659,weiß::A,тӧдьы,vit
660,rot::A,горд,röd
661,gelb::A,ӵуж,gul
662,blau::A,лыз,blå
663,grün::A,вож,grön
664,grau::A,пурысь,grå
665,bunt::A,куӵо,brokig
666,billig::A,дунтэм,billig
667,teuer::A,дуно,dyr
668,wertvoll::A,дуно,värdefull
669,blind::A,сукыр,blind
670,blind::A,синтэм,blind
671,taub::A,пельтэм,döv
672,kräftig::A,кужмо,kraftig
673,stark::A,юн,stark
674,stark::A,кужмо,stark
675,schwach::A,ляб,svag
676,schwach::A,начар,svag
677,fett::A,кӧй,fet
678,schlank::A,веськыт,slank
679,schlank::A,веськрес,slank
680,hübsch::A,чебер,snygg
681,hübsch::A,чебер,vacker
682,hübsch::A,синмаськымон,snygg
683,hübsch::A,синмаськымон,vacker
684,böse::A,лек,ond
685,böse::A,лек,elak
686,dumm::A,шузи,dum
687,dumm::A,визьтэм,dum
688,faul::A,азьтэм,lat
689,fleißig::A,сюлмо,flitig
690,geizig::A,сук,snål
691,geizig::A,сук,girig
692,klug::A,визьмо,klok
693,geschickt::A,усто,händig
694,geschickt::A,усто,skicklig
695,geschickt::A,быгатӥсь,händig
696,geschickt::A,быгатӥсь,skicklig
697,lieb::A,мусо,kär
698,lieb::A,мусо,snäll
699,lustig::A,шулдыр,rolig
700,lustig::A,шулдыр,lustig
701,sanft::A,мусо,mild
702,sanft::A,эрке,mild
703,hungrig::A,сютэм,hungrig
704,krank::A,висись,sjuk
705,nackt::A,гольык,naken
706,traurig::A,мӧзмыт,ledsen
707,traurig::A,мӧзмыт,sorgsen
708,lebendig::A,улэп,levande
709,gut::A,ӟеч,bra
710,gut::A,умой,bra
711,schlecht::A,урод,dålig
712,schlecht::A,алама,dålig
713,richtig::A,шонер,riktig
714,schlimm::A,алама,illa
715,wahr::A,зэмос,sann
716,alt::A,вуж,gammal
717,neu::A,выль,ny
718,ehemalig::A,азьвылэз,forn
719,ehemalig::A,азьвылэз,tidigare
720,alt[Lebewesen]::A,пересь,gammal
721,jung::A,егит,ung
722,jung::A,пинал,ung
723,arm::A,начар,fattig
724,arm::A,куанер,fattig
725,reich::A,узыр,rik
726,bekannt::A,тодмо,känd
727,berühmt::A,дано,berömd
728,fremd::A,ят,främmande
729,verschieden::A,пӧртэм,åtskillig
730,nah::A,матысь,nära
731,fern::A,кыдёкысь,fjärran
732,linker::A,паллян,vänster
733,rechter::A,бур,höger
734,rechter::A,бурпал,höger
735,anderer::A,мукет,annan
736,erster::A,нырысетӥез,första
737,zweiter::A,кыктэтӥез,andra
738,dritter::A,кунньметӥез,tredje
739,letzter::A,берло,sist
740,letzter::A,берпум,sist
741,allein::ADV,огназ,allena
742,auf einmal::ADV,огдыре,på en gång
743,zusammen::ADV,ӵош,tillsammans
744,zusammen::ADV,валче,tillsammans
745,lange::ADV,кема,länge
746,plötzlich::ADV,мапламтэ шорысь,plötsligt
747,sofort::ADV,али ик,strax
748,sofort::ADV,али ик,genast
749,später::ADV,бергес,senare
750,später::ADV,берлогес,senare
751,jetzt::ADV,али,nu
752,jetzt::ADV,табере,nu
753,heute::ADV,туннэ,i dag
754,morgen::ADV,ӵуказе,i morgon
755,bald::ADV,ӝоген,snart
756,dann::ADV,берло,då
757,gestern::ADV,толон,i går
758,einst::ADV,огпол,en gång
759,einst::ADV,одӥг пол,en gång
760,damals::ADV,соку,då
761,damals::ADV,соку,den gången
762,danach::ADV,собере,därefter
763,vorher::ADV,азьло,före
764,vorher::ADV,азьло,förut
765,vorher::ADV,азьвыл,före
766,vorher::ADV,азьвыл,förut
767,zuerst::ADV,азьло,först
768,einmal::ADV,огпол,en gång
769,manchmal::ADV,куддыръя,ibland
770,oft::ADV,ӵем,ofta
771,immer::ADV,пыр,alltid
772,immer::ADV,котьку,alltid
773,niemals::ADV,уз ноку,aldrig
774,hier::ADV,татын,här
775,hierhin::ADV,татчы,hit
776,von hier::ADV,татысь,härifrån
777,dort::ADV,отӥ,där
778,dort::ADV,отын,där
779,dorthin::ADV,отчы,dit
780,geradeaus::ADV,меӵак,rätt fram
781,vorwärts::ADV,азьлань,fram
782,vorwärts::ADV,азьлань,framåt
783,rückwärts::ADV,берлань,baklänges
784,zurück::ADV,берен,tillbaka
785,zurück::ADV,берлань,tillbaka
786,unten::ADV,улын,nere
787,unten::ADV,улын,nedanför
788,hinab::ADV,улэ,ned
789,hinab::ADV,улэ,nedåt
790,oben::ADV,вылын,ovan
791,oben::ADV,вылын,ovanpå
792,oben::ADV,вылӥын,ovan
793,oben::ADV,вылӥын,ovanpå
794,hinauf::ADV,вылэ,upp
795,hinauf::ADV,вылэ,uppåt
796,hinauf::ADV,вылӥе,upp
797,hinauf::ADV,вылӥе,uppåt
798,hinauf::ADV,выллань,upp
799,hinauf::ADV,выллань,uppåt
800,überall::ADV,котькытын,överallt
801,überall::ADV,пасьтана,överallt
802,nicht::ADV,уз,ej
803,nicht::ADV,уз,inte
804,ein wenig::ADV,ичи,litet
805,ein wenig::ADV,ӧжыт,litet
806,ein wenig::ADV,огшап,litet
807,kaum::ADV,муртса,knappt
808,kaum::ADV,муртса,knappast
809,sehr::ADV,туж,mycket
810,sehr::ADV,лекос,mycket
811,so::ADV,озьы,så
812,so::ADV,тазьы,så
813,noch::ADV,на,än
814,noch::ADV,на,ännu
815,nur::ADV,гинэ,bara
816,nur::ADV,гинэ,endast
817,schon::ADV,ни,redan
818,schon::ADV,ини,redan
819,wieder::ADV,нош,åter
820,wieder::ADV,кайта,åter
821,vergebens::ADV,юнме,förgäves
822,vor::PRP,азьын,utanför
823,hinter::PRP,берын,bakom
824,hinter::PRP,бӧрсьы,bakom
825,unter::PRP,улын,under
826,durch::PRP,пыр,genom
827,durch::PRP,пыр,igenom
