,Concept_ID,nl,it
69,Himmel::N,hemel,cielo
70,Sonne::N,zon,sole
71,Mond::N,maan,luna
72,Stern::N,ster,stella
73,Luft::N,lucht,aria
74,Wind::N,wind,vento
75,Welle::N,golf,onda
76,Wasser::N,water,acqua
77,Stein::N,steen,sasso
78,Stein::N,steen,pietra
79,Boden::N,grond,suolo
80,Boden::N,grond,terreno
81,Erde::N,aarde,terra
82,Staub::N,stof,polvere
83,Rauch::N,rook,fumo
84,Funke::N,vonk,scintilla
85,Feuer::N,vuur,fuoco
86,Licht::N,licht,luce
87,Schatten::N,schaduw,ombra
88,Wetter::N,weer,tempo
89,Nebel::N,mist,nebbia
90,Nebel::N,nevel,nebbia
91,Wolke::N,wolk,nube
92,Wolke::N,wolk,nùvola
93,Regen::N,regen,pioggia
94,Schnee::N,sneeuw,neve
95,Eis::N,ijs,ghiaccio
96,Frost::N,vorst,gelo
97,Kälte::N,kou,freddo
98,Kälte::N,koude,freddo
99,Hitze::N,hitte,caldo
100,Hitze::N,hitte,calura
101,Raureif::N,rijp,brina
102,Regenbogen::N,regenboog,arcobaleno
103,Donner::N,donder,tuono
104,Strömung::N,stroming,corrente
105,Tropfen::N,druppel,goccia
106,Schaum::N,schuim,spuma
107,Schaum::N,schuim,schiuma
108,Schmutz::N,vuil,sudiciume
109,See::N,meer,lago
110,Sumpf::N,moeras,palude
111,Moor::N,veen,torbiera
112,Wiese::N,wei,prato
113,Wiese::N,weide,prato
114,Wald::N,bos,bosco
115,Wald::N,bos,foresta
116,Hügel::N,heuvel,colle
117,Hügel::N,heuvel,collina
118,Anhöhe::N,hoogte,altura
119,Berg::N,berg,monte
120,Berg::N,berg,montagna
121,Gipfel::N,top,cima
122,Höhle::N,hol,grotta
123,Höhle::N,hol,caverna
124,Abhang::N,helling,pendìo
125,Quelle::N,bron,sorgente
126,Bach::N,beek,ruscello
127,Fluss::N,stroom,fiume
128,Ufer::N,wal,riva
129,Ufer::N,oever,riva
130,Küste::N,kust,costa
131,Festland::N,vasteland,terraferma
132,Meer::N,zee,mare
133,Bucht::N,baai,cala
134,Bucht::N,inham,cala
135,Insel::N,eiland,ìsola
136,Blume::N,bloem,fiore
137,Gras::N,gras,erba
138,Wurzel::N,wortel,radice
139,Baum::N,boom,àlbero
140,Stamm::N,stam,tronco
141,Rinde::N,schors,corteccia
142,Ast::N,tak,ramo
143,Zweig::N,twijg,ramo
144,Blatt::N,blad,foglia
145,Birke::N,berk,betulla
146,Kiefer[Baum]::N,den,pino
147,Weide[Baum]::N,wilg,sàlice
148,Tanne::N,spar,abete
149,Horn::N,hoorn,corno
150,Feder::N,veer,penna
151,Feder::N,pluim,penna
152,Fell::N,vel,manto
153,Fell::N,vel,pelame
154,Flügel::N,vleugel,ala
155,Klaue::N,klauw,grinfia
156,Kralle::N,klauw,unghia
157,Kralle::N,klauw,artiglio
158,Schwanz::N,staart,coda
159,Ei::N,ei,uovo
160,Nest::N,nest,nido
161,Bau::N,hol,covo
162,Tier::N,dier,bestia
163,Tier::N,dier,animale
164,Herde::N,kudde,gregge
165,Kuh::N,koe,vacca
166,Bulle::N,stier,toro
167,Pferd::N,paard,cavallo
168,Schaf::N,schaap,pècora
169,Schwein::N,varken,porco
170,Schwein::N,varken,maiale
171,Hund::N,hond,cane
172,Katze::N,kat,gatta
173,Bär::N,beer,orso
174,Eichhörnchen::N,eekhoorntje,scoiàttolo
175,Elch::N,eland,alce
176,Fuchs::N,vos,volpe
177,Hase::N,haas,lepre
178,Maus::N,muis,topo
179,Maus::N,muis,sorcio
180,Wolf::N,wolf,lupo
181,Vogel::N,vogel,uccello
182,Schwarm::N,zwerm,stormo
183,Huhn::N,kip,gallina
184,Huhn::N,hoen,gallina
185,Hahn::N,haan,gallo
186,Gans::N,gans,oca
187,Adler::N,arend,àquila
188,Ente::N,eend,ànatra
189,Eule::N,uil,gufo
190,Eule::N,uil,civetta
191,Kranich::N,kraanvogel,gru
192,Krähe::N,kraai,cornacchia
193,Kuckuck::N,koekoek,cuccù
194,Kuckuck::N,koekoek,cùculo
195,Schwan::N,zwaan,cigno
196,Fisch::N,vis,pesce
197,Barsch::N,baars,pèrsico
198,Hecht::N,snoek,luccio
199,Schlange[Tier]::N,slang,serpente
200,Wurm::N,worm,baco
201,Wurm::N,worm,verme
202,Spinne::N,spin,ragno
203,Ameise::N,mier,formica
204,Laus::N,luis,pidocchio
205,Mücke::N,mug,zanzara
206,Fliege::N,vlieg,mosca
207,Schmetterling::N,vlinder,farfalla
208,Beere::N,bes,bacca
209,Apfel::N,appel,mela
210,Pilz::N,paddestoel,fungo
211,Zwiebel::N,ui,cipolla
212,Saat::N,zaad,semente
213,Korn::N,graan,grano
214,Korn::N,korrel,grano
215,Heu::N,hooi,fieno
216,Schale::N,schil,buccia
217,Grube::N,kuil,cava
218,Grube::N,kuil,fossa
219,Falle::N,val,tràppola
220,Schlinge::N,strop,laccio
221,Spur::N,spoor,traccia
222,Asche::N,as,cenere
223,Dreck::N,drek,fango
224,Eisen::N,ijzer,ferro
225,Gold::N,goud,oro
226,Silber::N,zilver,argento
227,Kohle::N,kool,carbone
228,Glas::N,glas,vetro
229,Lehm::N,klei,argilla
230,Sand::N,zand,arena
231,Sand::N,zand,sabbia
232,Mensch::N,mens,uomo
233,Mensch::N,mens,èssere umano
234,Mann::N,man,uomo
235,Frau::N,vrouw,donna
236,Kind::N,kind,bambino
237,Junge::N,jongen,ragazzo
238,Mädchen::N,meisje,ragazza
239,Familie::N,gezin,famiglia
240,Familie::N,familie,famiglia
241,Großvater::N,grootvader,nonno
242,Großmutter::N,grootmoeder,nonna
243,Eltern::N,ouders,genitori
244,Vater::N,vader,padre
245,Mutter::N,moeder,madre
246,Sohn::N,zoon,figlio
247,Tochter::N,dochter,figlia
248,Bruder::N,broer,fratello
249,Bruder::N,broeder,fratello
250,Schwester::N,zus,sorella
251,Schwester::N,zuster,sorella
252,Onkel::N,oom,zio
253,Tante::N,tante,zia
254,Ehemann::N,echtgenoot,marito
255,Ehefrau::N,echtgenote,moglie
256,Freude::N,vreugde,gioia
257,Freude::N,vreugde,piacere
258,Gelächter::N,gelach,risata
259,Glück::N,geluk,felicità
260,Kummer::N,verdriet,afflizione
261,Wunsch::N,wens,desiderio
262,Wunsch::N,verlangen,desiderio
263,Lust::N,zin,voglia
264,Lust::N,lust,voglia
265,Geist::N,geest,mente
266,Geist::N,geest,spìrito
267,Gedanke::N,gedachte,idea
268,Gedanke::N,gedachte,pensiero
269,Gedächtnis::N,geheugen,memoria
270,Verstand::N,verstand,intelletto
271,Sinn::N,betekenis,senso
272,Sinn::N,betekenis,significato
273,Grund::N,reden,causa
274,Grund::N,reden,motivo
275,Grund::N,reden,ragione
276,Wahrheit::N,waarheid,verità
277,Gespräch::N,gesprek,discorso
278,Gespräch::N,gesprek,conversazione
279,Märchen::N,sprookje,fiaba
280,Märchen::N,sprookje,fàvola
281,Erzählung::N,verhaal,racconto
282,Erzählung::N,verhaal,narrazione
283,Nachricht::N,tijding,messaggio
284,Neuigkeit::N,nieuws,notizia
285,Neuigkeit::N,nieuwtje,notizia
286,Name::N,naam,nome
287,Rätsel::N,raadsel,indovinello
288,Rede::N,rede,discorso
289,Sprache::N,taal,lingua
290,Sprache::N,taal,linguaggio
291,Stimme::N,stem,voce
292,Wort::N,woord,parola
293,Zeichen::N,teken,segno
294,Zeichen::N,teken,segnale
295,Ruf::N,roep,chiamata
296,Lärm::N,lawaai,chiasso
297,Lärm::N,lawaai,strèpito
298,Laut::N,klank,suono
299,Laut::N,geluid,suono
300,Ton::N,toon,tono
301,Ton::N,klank,tono
302,Lied::N,lied,canto
303,Lied::N,lied,canzone
304,Ruhe::N,rust,calma
305,Ruhe::N,rust,tranquillità
306,Ruhe::N,stilte,calma
307,Ruhe::N,stilte,tranquillità
308,Leute::N,lui,gente
309,Leute::N,mensen,gente
310,Volk::N,volk,pòpolo
311,Arbeit::N,werk,lavoro
312,Arbeit::N,arbeid,lavoro
313,Gast::N,gast,òspite
314,Gast::N,gast,invitato
315,Geschenk::N,cadeau,regalo
316,Geschenk::N,geschenk,regalo
317,Spiel::N,spel,gioco
318,Gesellschaft::N,gezelschap,compagnìa
319,Hilfe::N,hulp,aiuto
320,Hilfe::N,hulp,soccorso
321,Freund::N,vriend,amico
322,Kamerad::N,maat,camerata
323,Kamerad::N,metgezel,camerata
324,Angelegenheit::N,zaak,affare
325,Angelegenheit::N,zaak,faccenda
326,Angelegenheit::N,aangelegenheid,affare
327,Angelegenheit::N,aangelegenheid,faccenda
328,Anzahl::N,tal,nùmero
329,Anzahl::N,tal,quantità
330,Anzahl::N,aantal,nùmero
331,Anzahl::N,aantal,quantità
332,Art::N,slag,tipo
333,Art::N,slag,specie
334,Art::N,soort,tipo
335,Art::N,soort,specie
336,Stück::N,stuk,pezzo
337,Teil::N,deel,parte
338,Hälfte::N,helft,metà
339,Kreis::N,kring,cìrcolo
340,Kreis::N,cirkel,cìrcolo
341,Kreuz::N,kruis,croce
342,Linie::N,lijn,lìnea
343,Strich::N,haal,tratto
344,Strich::N,streep,tratto
345,Abstand::N,afstand,distanza
346,Entfernung::N,afstand,distanza
347,Entfernung::N,afstand,lontananza
348,Gegend::N,streek,regione
349,Platz::N,ruimte,posto
350,Platz::N,ruimte,spazio
351,Ort::N,oord,luogo
352,Ort::N,oord,località
353,Ort::N,plaats,luogo
354,Ort::N,plaats,località
355,Seite::N,zij,lato
356,Seite::N,zij,parte
357,Seite::N,kant,lato
358,Seite::N,kant,parte
359,Seite::N,zijde,lato
360,Seite::N,zijde,parte
361,Mitte::N,midden,mezzo
362,Mitte::N,midden,centro
363,Gegenstand::N,voorwerp,oggetto
364,Sache::N,zaak,cosa
365,Rand::N,rand,orlo
366,Rand::N,rand,bordo
367,Rand::N,boord,orlo
368,Rand::N,boord,bordo
369,Kante::N,kant,spìgolo
370,Ecke::N,hoek,canto
371,Spitze::N,punt,punta
372,Spitze::N,spits,punta
373,Ende::N,einde,capo
374,Ende::N,einde,estremità
375,Ende::N,uiteinde,capo
376,Ende::N,uiteinde,estremità
377,Loch::N,gat,buco
378,Winkel::N,hoek,àngolo
379,Muster::N,dessin,disegno
380,Muster::N,patroon,disegno
381,Größe::N,grootte,taglia
382,Größe::N,grootte,grandezza
383,Länge::N,lengte,lunghezza
384,Höhe::N,hoogte,altezza
385,Gewicht::N,gewicht,peso
386,Menge::N,hoeveelheid,quantità
387,Haufen::N,hoop,cùmulo
388,Haufen::N,hoop,mucchio
389,Reihe::N,rij,fila
390,Reihe::N,reeks,fila
391,Boot::N,boot,barca
392,Boot::N,boot,battello
393,Ruder::N,roeiriem,remo
394,Schlitten::N,slee,slitta
395,Schlitten::N,slede,slitta
396,Ski::N,ski,sci
397,Lagerfeuer::N,kampvuur,falò
398,Lagerfeuer::N,kampvuur,fuoco di bivacco
399,Last::N,last,càrico
400,Last::N,vracht,càrico
401,Gang::N,wandeling,andata
402,Schritt::N,stap,passo
403,Schritt::N,schrede,passo
404,Norden::N,noorden,nord
405,Norden::N,noorden,settentrione
406,Süden::N,zuiden,sud
407,Süden::N,zuiden,meridione
408,Westen::N,westen,òvest
409,Westen::N,westen,occidente
410,Osten::N,oosten,est
411,Osten::N,oosten,oriente
412,Holz::N,hout,legno
413,Brett::N,plank,asse
414,Brett::N,plank,tàvola
415,Platte::N,plaat,lastra
416,Platte::N,plaat,piastra
417,Stütze::N,stut,supporto
418,Stütze::N,steun,supporto
419,Stange::N,stang,sbarra
420,Stange::N,stang,pèrtica
421,Stock::N,stok,verga
422,Stock::N,stok,bastone
423,Stock::N,stok,bacchetta
424,Stab::N,staf,asta
425,Rohr::N,pijp,tubo
426,Haus::N,huis,casa
427,Heim::N,tehuis,casa
428,Ofen::N,kachel,stufa
429,Fußboden::N,vloer,pavimento
430,Tisch::N,tafel,tàvolo
431,Stuhl::N,stoel,sedia
432,Wiege::N,wieg,culla
433,Bett::N,bed,letto
434,Regal::N,rek,scaffale
435,Kiste::N,kist,cassa
436,Fenster::N,raam,finestra
437,Fenster::N,venster,finestra
438,Tür::N,deur,porta
439,Tor::N,poort,portone
440,Zaun::N,omheining,recinto
441,Dach::N,dak,tetto
442,Leiter::N,ladder,scala
443,Leiter::N,ladder,scala a pioli
444,Besen::N,bezem,scopa
445,Spaten::N,schop,vanga
446,Schaufel::N,schep,pala
447,Gabel::N,vork,forchetta
448,Löffel::N,lepel,cucchiaio
449,Messer::N,mes,coltello
450,Nagel::N,spijker,chiodo
451,Netz::N,net,rete
452,Haken::N,haak,uncino
453,Griff::N,handvat,mànico
454,Griff::N,handvat,maniglia
455,Schloss::N,slot,serratura
456,Bild::N,beeld,quadro
457,Bild::N,beeld,immàgine
458,Figur::N,figuur,figura
459,Puppe::N,pop,bàmbola
460,Beutel::N,zak,borsa
461,Beutel::N,zak,sacchetto
462,Beutel::N,buidel,borsa
463,Beutel::N,buidel,sacchetto
464,Bündel::N,pak,fascio
465,Bündel::N,pak,fagotto
466,Bündel::N,bundel,fascio
467,Bündel::N,bundel,fagotto
468,Tasche::N,tas,borsa
469,Eimer::N,emmer,secchio
470,Deckel::N,deksel,coperchio
471,Geschirr::N,vaatwerk,stoviglie
472,Sack::N,zak,sacco
473,Tasse::N,kop,tazza
474,Topf::N,pan,pèntola
475,Kessel::N,ketel,paiolo
476,Kessel::N,ketel,calderone
477,Essen::N,eten,pasto
478,Essen::N,eten,mangiare
479,Nahrung::N,voedsel,cibo
480,Nahrung::N,voedsel,alimento
481,Speise::N,spijs,piatto
482,Fleisch::N,vlees,carne
483,Getreide::N,graan,cereali
484,Brei::N,pap,purè
485,Brei::N,pap,pappa
486,Brei::N,brij,purè
487,Brei::N,brij,pappa
488,Brot::N,brood,pane
489,Scheibe::N,plak,fetta
490,Scheibe::N,plak,trancia
491,Scheibe::N,snede,fetta
492,Scheibe::N,snede,trancia
493,Fett::N,vet,grasso
494,Butter::N,boter,burro
495,Öl::N,olie,olio
496,Salz::N,zout,sale
497,Suppe::N,soep,zuppa
498,Suppe::N,soep,minestra
499,Honig::N,honing,miele
500,Milch::N,melk,latte
501,Tee::N,thee,tè
502,Leder::N,leer,pelle
503,Leder::N,leder,pelle
504,Wolle::N,wol,lana
505,Stoff::N,stof,panno
506,Stoff::N,stof,tessuto
507,Nadel::N,naald,ago
508,Faden::N,draad,filo
509,Knopf::N,knoop,bottone
510,Knoten::N,knoop,nodo
511,Farbe::N,verf,pittura
512,Kleidung::N,kledij,vestiti
513,Kleidung::N,kledij,vestiario
514,Kleidung::N,kleding,vestiti
515,Kleidung::N,kleding,vestiario
516,Hemd::N,hemd,camicia
517,Kragen::N,kraag,bàvero
518,Kragen::N,kraag,colletto
519,Ärmel::N,mouw,mànica
520,Hose::N,broek,calzoni
521,Hose::N,pantalon,calzoni
522,Gürtel::N,riem,cintura
523,Gürtel::N,gordel,cintura
524,Mütze::N,muts,berretto
525,Schuh::N,schoen,scarpa
526,Stiefel::N,laars,stivale
527,Ring::N,ring,anello
528,Band::N,lint,nastro
529,Band::N,lint,fettuccia
530,Kamm::N,kam,pèttine
531,Spiegel::N,spiegel,specchio
532,Riemen::N,riem,cinghia
533,Schnur::N,koord,corda
534,Leine::N,lijn,guinzaglio
535,Decke::N,deken,coperta
536,Kissen::N,kussen,cuscino
537,Kissen::N,kussen,guanciale
538,Tuch::N,doek,fazzoletto
539,Handtuch::N,handdoek,asciugamano
540,Kraft::N,kracht,forza
541,Stärke::N,sterkte,forza
542,Stärke::N,sterkte,vigore
543,Stärke::N,sterkte,fortezza
544,Gesundheit::N,gezondheid,salute
545,Krankheit::N,ziekte,malattìa
546,Schmerz::N,pijn,dolore
547,Wunde::N,wond,piaga
548,Wunde::N,wond,ferita
549,Fieber::N,koorts,febbre
550,Arznei::N,medicament,fàrmaco
551,Arznei::N,medicament,medicina
552,Arznei::N,geneesmiddel,fàrmaco
553,Arznei::N,geneesmiddel,medicina
554,Brücke::N,brug,ponte
555,Brunnen::N,put,pozzo
556,Brunnen::N,bron,pozzo
557,Weide::N,wei,pàscolo
558,Weide::N,weide,pàscolo
559,Pfad::N,pad,sentiero
560,Weg::N,weg,via
561,Weg::N,weg,cammino
562,Straße::N,baan,strada
563,Straße::N,straat,strada
564,Dorf::N,dorp,paese
565,Dorf::N,dorp,villaggio
566,Stadt::N,stad,città
567,Brief::N,brief,lèttera
568,Buch::N,boek,libro
569,Buchstabe::N,letter,lèttera
570,Zeitung::N,krant,giornale
571,Zeitung::N,dagblad,giornale
572,Leben::N,leven,vita
573,Tod::N,dood,morte
574,Grab::N,graf,tomba
575,Grab::N,graf,sepolcro
576,Kirche::N,kerk,chiesa
577,Sünde::N,zonde,peccato
578,Gott::N,god,dio
579,Arbeiter::N,arbeider,operaio
580,Arbeiter::N,arbeider,lavoratore
581,Chef::N,chef,capo
582,Chef::N,chef,padrone
583,Meister::N,meester,mastro
584,Meister::N,meester,maestro
585,Arzt::N,arts,mèdico
586,Arzt::N,arts,dottore
587,Arzt::N,dokter,mèdico
588,Arzt::N,dokter,dottore
589,Lehrer::N,leraar,professore
590,Lehrer::N,onderwijzer,professore
591,Geld::N,geld,soldi
592,Geld::N,geld,denaro
593,Geschäft::N,zaak,affare
594,Geschäft::N,zaak,negozio
595,Laden::N,winkel,negozio
596,Preis::N,prijs,prezzo
597,Ware::N,waar,merce
598,Nutzen::N,nut,ùtile
599,Nutzen::N,nut,profitto
600,Nutzen::N,voordeel,ùtile
601,Nutzen::N,voordeel,profitto
602,Reichtum::N,rijkdom,ricchezza
603,Welt::N,wereld,mondo
604,Land::N,land,paese
605,Staat::N,staat,Stato
606,König::N,koning,re
607,Macht::N,macht,potere
608,Grenze::N,grens,confine
609,Grenze::N,grens,frontiera
610,Krieg::N,oorlog,guerra
611,Feind::N,vijand,nemico
612,Gewalt::N,geweld,violenza
613,Kampf::N,strijd,lotta
614,Kampf::N,gevecht,lotta
615,Bogen[Waffe]::N,boog,arco
616,Pfeil::N,pijl,freccia
617,Gewehr::N,geweer,fucile
618,Fehler::N,fout,errore
619,Fehler::N,fout,sbaglio
620,Lüge::N,leugen,bugìa
621,Lüge::N,leugen,menzogna
622,Schaden::N,schade,danno
623,Unglück::N,tegenspoed,sfortuna
624,Schuld::N,schuld,colpa
625,Alter::N,leeftijd,età
626,Schluss::N,slot,fine
627,Zeit::N,tijd,tempo
628,Tag::N,dag,giorno
629,Tag::N,dag,giornata
630,Morgen::N,morgen,mattina
631,Morgen::N,ochtend,mattina
632,Mittag::N,middag,mezzogiorno
633,Abend::N,avond,sera
634,Abend::N,avond,serata
635,Nacht::N,nacht,notte
636,Woche::N,week,settimana
637,Monat::N,maand,mese
638,Jahr::N,jaar,anno
639,Frühling::N,lente,primavera
640,Frühling::N,voorjaar,primavera
641,Sommer::N,zomer,estate
642,Herbst::N,herfst,autunno
643,Winter::N,winter,inverno
644,Januar::N,januari,gennaio
645,Februar::N,februari,febbraio
646,März::N,maart,marzo
647,April::N,april,aprile
648,Mai::N,mei,maggio
649,Juni::N,juni,giugno
650,Juli::N,juli,luglio
651,August::N,augustus,agosto
652,September::N,september,settembre
653,Oktober::N,oktober,ottobre
654,November::N,november,novembre
655,Dezember::N,december,dicembre
656,Montag::N,maandag,lunedì
657,Dienstag::N,dinsdag,martedì
658,Mittwoch::N,woensdag,mercoledì
659,Donnerstag::N,donderdag,giovedì
660,Freitag::N,vrijdag,venerdì
661,Samstag::N,zaterdag,sàbato
662,Sonntag::N,zondag,domenica
663,groß::A,groot,grande
664,klein::A,klein,pìccolo
665,lang::A,lang,lungo
666,kurz::A,kort,corto
667,breit::A,breed,largo
668,schmal::A,smal,stretto
669,dicht::A,dicht,denso
670,dick[Gegenstand]::A,dik,spesso
671,dünn::A,dun,sottile
672,fein::A,fijn,fine
673,fein::A,fijn,delicato
674,fest::A,vast,sodo
675,fest::A,vast,fisso
676,flach::A,plat,piano
677,flach::A,plat,piatto
678,glatt::A,glad,liscio
679,hart::A,hard,duro
680,weich::A,week,molle
681,rund::A,rond,rotondo
682,spitz::A,spits,aguzzo
683,spitz::A,spits,appuntito
684,spitz::A,puntig,aguzzo
685,spitz::A,puntig,appuntito
686,scharf::A,scherp,affilato
687,scharf::A,scherp,tagliente
688,stumpf::A,stomp,smussato
689,schwer::A,zwaar,pesante
690,schön::A,mooi,bello
691,schön::A,fraai,bello
692,heiß::A,heet,caldo
693,heiß::A,heet,bollente
694,warm::A,warm,caldo
695,kalt::A,koud,freddo
696,kühl::A,koel,fresco
697,frisch::A,fris,fresco
698,feucht::A,vochtig,ùmido
699,nass::A,nat,bagnato
700,trocken::A,droog,secco
701,voll::A,vol,pieno
702,leer::A,leeg,vuoto
703,offen::A,open,aperto
704,geschlossen::A,gesloten,chiuso
705,sauber::A,net,netto
706,sauber::A,net,pulito
707,sauber::A,schoon,netto
708,sauber::A,schoon,pulito
709,schmutzig::A,vuil,sporco
710,schmutzig::A,vuil,sùdicio
711,roh::A,rauw,crudo
712,reif::A,rijp,maturo
713,lecker::A,lekker,ghiotto
714,lecker::A,lekker,squisito
715,süß::A,zoet,dolce
716,bitter::A,bitter,amaro
717,sauer::A,zuur,aspro
718,sauer::A,zuur,acerbo
719,hell::A,licht,chiaro
720,hell::A,helder,chiaro
721,dunkel::A,donker,buio
722,dunkel::A,donker,oscuro
723,schwarz::A,zwart,nero
724,weiß::A,wit,bianco
725,rot::A,rood,rosso
726,gelb::A,geel,giallo
727,blau::A,blauw,blu
728,blau::A,blauw,azzurro
729,grün::A,groen,verde
730,grau::A,grijs,grigio
731,bunt::A,bont,variopinto
732,billig::A,goedkoop,a buon prezzo
733,billig::A,goedkoop,a buon mercato
734,teuer::A,duur,caro
735,wertvoll::A,kostbaar,prezioso
736,wertvoll::A,waardevol,prezioso
737,blind::A,blind,cieco
738,taub::A,doof,sordo
739,kräftig::A,krachtig,forte
740,kräftig::A,krachtig,robusto
741,stark::A,sterk,forte
742,stark::A,sterk,vigoroso
743,schwach::A,zwak,dèbole
744,fett::A,vet,grasso
745,schlank::A,slank,snello
746,schlank::A,slank,slanciato
747,hübsch::A,leuk,bello
748,hübsch::A,leuk,carino
749,böse::A,kwaad,cattivo
750,dumm::A,dom,stùpido
751,faul::A,lui,pigro
752,fleißig::A,vlijtig,diligente
753,geizig::A,gierig,avaro
754,klug::A,slim,intelligente
755,klug::A,schrander,intelligente
756,klug::A,verstandig,intelligente
757,geschickt::A,handig,àbile
758,geschickt::A,vaardig,àbile
759,lieb::A,lief,caro
760,lustig::A,vrolijk,gaio
761,lustig::A,vrolijk,allegro
762,sanft::A,zacht,dolce
763,hungrig::A,hongerig,affamato
764,krank::A,ziek,malato
765,krank::A,ziek,infermo
766,nackt::A,naakt,nudo
767,traurig::A,treurig,triste
768,traurig::A,bedroefd,triste
769,lebendig::A,levend,vivo
770,gut::A,goed,buono
771,schlecht::A,slecht,cattivo
772,richtig::A,juist,giusto
773,schlimm::A,erg,grave
774,schlimm::A,kwaad,grave
775,wahr::A,waar,vero
776,alt::A,oud,vecchio
777,neu::A,nieuw,nuovo
778,ehemalig::A,voormalig,vecchio
779,ehemalig::A,voormalig,d'una_volta
780,alt[Lebewesen]::A,oud,anziano
781,jung::A,jong,giovane
782,arm::A,arm,pòvero
783,reich::A,rijk,ricco
784,bekannt::A,bekend,noto
785,bekannt::A,bekend,conosciuto
786,berühmt::A,beroemd,famoso
787,berühmt::A,beroemd,cèlebre
788,fremd::A,vreemd,estràneo
789,fremd::A,vreemd,straniero
790,verschieden::A,verscheiden,diverso
791,verschieden::A,verscheiden,differente
792,verschieden::A,verschillend,diverso
793,verschieden::A,verschillend,differente
794,nah::A,nabij,vicino
795,nah::A,nabij,propinquo
796,nah::A,nabijgelegen,vicino
797,nah::A,nabijgelegen,propinquo
798,fern::A,ver,lontano
799,linker::A,linker,sinistro
800,rechter::A,rechter,destro
801,anderer::A,andere,altro
802,erster::A,eerste,primo
803,zweiter::A,tweede,secondo
804,dritter::A,derde,terzo
805,letzter::A,laatste,ùltimo
806,allein::ADV,alleen,solo
807,allein::ADV,alleen,da solo
808,auf einmal::ADV,ineens,insieme
809,auf einmal::ADV,tegelijk,insieme
810,zusammen::ADV,samen,insieme
811,zusammen::ADV,bijeen,insieme
812,lange::ADV,lang,a lungo
813,plötzlich::ADV,eensklaps,all'improvviso
814,plötzlich::ADV,plotsklaps,all'improvviso
815,sofort::ADV,terstond,sùbito
816,sofort::ADV,terstond,all'istante
817,sofort::ADV,aanstonds,sùbito
818,sofort::ADV,aanstonds,all'istante
819,sofort::ADV,onmiddelijk,sùbito
820,sofort::ADV,onmiddelijk,all'istante
821,später::ADV,later,più tardi
822,jetzt::ADV,nu,ora
823,jetzt::ADV,nu,adesso
824,jetzt::ADV,nou,ora
825,jetzt::ADV,nou,adesso
826,jetzt::ADV,thans,ora
827,jetzt::ADV,thans,adesso
828,heute::ADV,heden,oggi
829,heute::ADV,vandaag,oggi
830,morgen::ADV,morgen,domani
831,bald::ADV,gauw,presto
832,bald::ADV,gauw,tra poco
833,bald::ADV,weldra,presto
834,bald::ADV,weldra,tra poco
835,dann::ADV,dan,allora
836,dann::ADV,toen,allora
837,gestern::ADV,gisteren,ieri
838,einst::ADV,eens,prima
839,einst::ADV,eens,un tempo
840,damals::ADV,toen,allora
841,damals::ADV,destijds,allora
842,danach::ADV,daarna,poi
843,danach::ADV,daarna,dopo
844,vorher::ADV,vooraf,prima
