,Concept_ID,ka,lbe
276,Verstand::N,გონება,аькьлу
277,Sinn::N,მნიშვნელობა,мяъна
278,Grund::N,მიზეზი,багьана
279,Wahrheit::N,სიმართლე,тӏайламур
280,Wahrheit::N,სიმართლე,хӏакьмур
281,Wahrheit::N,ჭეშმარიტება,тӏайламур
282,Wahrheit::N,ჭეშმარიტება,хӏакьмур
283,Gespräch::N,ბაასი,ихтилат
284,Gespräch::N,საუბარი,ихтилат
285,Märchen::N,არაკი,магьа
286,Märchen::N,ზღაპარი,магьа
287,Erzählung::N,თქმულება,хавар
288,Nachricht::N,ცნობა,хавар
289,Nachricht::N,ამბავი,хавар
290,Neuigkeit::N,სიახლე,хавар
291,Name::N,სახელი,цӏа
292,Rätsel::N,გამოცანა,ссигьа
293,Rede::N,სიტყვა,гъалгъа
294,Sprache::N,ენა,маз
295,Stimme::N,ხმა,чӏу
296,Stimme::N,ხმა,чӏукӏа
297,Wort::N,სიტყვა,махъ
298,Zeichen::N,ნიშანი,лишан
299,Ruf::N,ძახილი,
300,Lärm::N,ხმაური,чӏу
301,Laut::N,ხმა,чӏу
302,Laut::N,ბგერა,чӏу
303,Ton::N,ტონი,чӏу
304,Lied::N,სიმღერა,балай
305,Ruhe::N,სიწყნარე,дигьалагру
306,Leute::N,ადამიანები,инсантал
307,Volk::N,ერი,ил
308,Volk::N,ერი,халкь
309,Volk::N,ხალხი,ил
310,Volk::N,ხალხი,халкь
311,Arbeit::N,მუშაობა,заву
312,Gast::N,სტუმარი,хъамаличу
313,Geschenk::N,საჩუქარი,бухчакарши
314,Geschenk::N,საჩუქარი,лажинккакку
315,Spiel::N,თამაში,тӏуркӏу
316,Gesellschaft::N,საზოგადოება,жямат
317,Gesellschaft::N,საზოგადოება,ккуран
318,Hilfe::N,შველა,кумаг
319,Hilfe::N,დახმარება,кумаг
320,Freund::N,მეგობარი,дус
321,Kamerad::N,ამხანაგი,хӏаласу
322,Angelegenheit::N,საქმე,иш
323,Anzahl::N,ოდენობა,аьдад
324,Art::N,სახეობა,жинс
325,Stück::N,ნატეხი,касак
326,Teil::N,წილი,бутӏа
327,Hälfte::N,ნახევარი,дачӏи
328,Kreis::N,წრე,кюрщан
329,Kreuz::N,ჯვარი,ххач
330,Linie::N,ხაზი,щва
331,Strich::N,შტრიხი,щва
332,Abstand::N,მანძილი,манзил
333,Entfernung::N,სიშორე,манзил
334,Gegend::N,არე,кӏану
335,Gegend::N,მხარე,кӏану
336,Platz::N,ფართობი,
337,Ort::N,ადგილი,кӏану
338,Seite::N,მხარე,чул
339,Seite::N,მხარე,чулухалу
340,Mitte::N,შუა,дя
341,Gegenstand::N,საგანი,зат
342,Sache::N,ნივთი,зат
343,Rand::N,კიდე,зума
344,Kante::N,ნაწიბული,
345,Ecke::N,კუთხე,мурцӏу
346,Spitze::N,წვეტი,мицӏ
347,Ende::N,ბოლო,зума
348,Loch::N,ხვრელი,ккутӏ
349,Winkel::N,კუთხე,мурцӏу
350,Muster::N,მოხატულობა,накьич
351,Größe::N,ზომა,
352,Größe::N,სიდიდე,
353,Länge::N,სიგრძე,лахъишиву
354,Höhe::N,სიმაღლე,лахъшиву
355,Gewicht::N,წონა,дуццин
356,Gewicht::N,წონა,кӏушиву
357,Menge::N,რაოდენობა,
358,Haufen::N,გროვა,бакӏу
359,Reihe::N,რიგი,кьюкьа
360,Reihe::N,წყება,кьюкьа
361,Boot::N,გემი,луткка
362,Ruder::N,ხოფი,весло
363,Ruder::N,ხოფი,чӏатӏа
364,Ruder::N,ნიჩაბი,весло
365,Ruder::N,ნიჩაბი,чӏатӏа
366,Schlitten::N,მარხილი,чана
367,Schlitten::N,მარხილი,санкка
368,Ski::N,თხილამური,лижарду
369,Lagerfeuer::N,კოცონი,къавтӏн
370,Last::N,ტვირთი,гьиву
371,Gang::N,სვლა,нанаву
372,Schritt::N,ბიჯი,ша
373,Norden::N,ჩრდილოეთი,ухссав
374,Norden::N,ჩრდილოეთი,ухссавнил чулухалу
375,Süden::N,სამხრეთი,кьилва
376,Westen::N,დასავლეთი,баргълагавал
377,Westen::N,დასავლეთი,баргълагавал чул
378,Osten::N,აღმოსავლეთი,баргъбуккай чулухалу
379,Holz::N,ხე,тӏама
380,Brett::N,დაფა,тахта
381,Brett::N,ფიცარი,тахта
382,Platte::N,თლილი ქვა,гъуни
383,Stütze::N,საყრდენი,гьалакӏу
384,Stange::N,ჭოკი,къазихъ
385,Stock::N,კეტი,ттархь
386,Stab::N,ლატანი,ччантӏакъу
387,Rohr::N,მილაკი,бургъу
388,Haus::N,სახლი,къатта
389,Heim::N,ოჯახის კერა,къатта
390,Ofen::N,ღუმელი,пач
391,Fußboden::N,იატაკი,чӏанкъатта
392,Tisch::N,სუფრა,усттул
393,Tisch::N,მაგიდა,усттул
394,Stuhl::N,სკამი,кӏану
395,Wiege::N,აკვანი,оьрчӏал кӏану
396,Bett::N,საწოლი,тах
397,Bett::N,სარეცელი,тах
398,Regal::N,თაროები,чӏаму
399,Kiste::N,ყუთი,яшикӏ
400,Kiste::N,ყუთი,къурши
401,Kiste::N,სკივრი,яшикӏ
402,Kiste::N,სკივრი,къурши
403,Fenster::N,ფანჯარა,чӏавахьулу
404,Fenster::N,სარკმელი,чӏавахьулу
405,Tür::N,ბჭე,нуз
406,Tür::N,ბჭე,нузкьун
407,Tür::N,კარი,нуз
408,Tür::N,კარი,нузкьун
409,Tor::N,ჭიშკარი,къапу
410,Tor::N,ჭიშკარი,дарваза
411,Zaun::N,ღობე,дайгьузанну
412,Zaun::N,გალავანი,дайгьузанну
413,Dach::N,სახურავი,магъи
414,Dach::N,სახურავი,цӏиялу
415,Leiter::N,კიბე,чуртту
416,Besen::N,ცოცხი,чӏатлу
417,Spaten::N,ნიჩაბი,бил
418,Schaufel::N,ბარი,чӏатӏа
419,Gabel::N,ჩანგალი,гьиссилу
420,Löffel::N,კოვზი,къуса
421,Messer::N,დანა,чӏила
422,Nagel::N,ლურსმანი,мяр
423,Netz::N,ბადე,къери
424,Haken::N,კავი,къича
425,Haken::N,კაუჭი,къича
426,Griff::N,ტარი,куяму
427,Schloss::N,კლიტე,кьункьула
428,Schloss::N,საკეტი,кьункьула
429,Bild::N,სურათი,сурат
430,Figur::N,ფიგურა,
431,Puppe::N,თოჯინა,ссихьу
432,Beutel::N,პარკი,чантай
433,Bündel::N,გალა,гьи
434,Bündel::N,გალა,къар
435,Bündel::N,ასხმა,гьи
436,Bündel::N,ასხმა,къар
437,Tasche::N,ჩანთა,
438,Eimer::N,ჩამჩა,бадра
439,Deckel::N,ხუფი,къапаза
440,Deckel::N,სარქველი,къапаза
441,Geschirr::N,ჭურჭელი,пюрунчӏул
442,Geschirr::N,ჭურჭელი,тӏахӏникӏичӏу
443,Sack::N,ტომარა,къап
444,Sack::N,ტომარა,дарваг
445,Tasse::N,ფინჯანი,пижан
446,Tasse::N,ფინჯანი,пинжан
447,Tasse::N,ფინჯანი,инкираччатӏи
448,Tasse::N,ფინჯანი,цинцилттал бушкъап
449,Topf::N,ქოთანი,кӏункӏур
450,Kessel::N,ქვაბი,чаг
451,Kessel::N,ქვაბი,кӏункӏур
452,Essen::N,ჭამა,дукия
453,Essen::N,ჭამა,дукин
454,Nahrung::N,საზრდო,дукра
455,Nahrung::N,საკვები,дукра
456,Speise::N,საჭმელი,дукра
457,Fleisch::N,ხორცი,дикӏ
458,Getreide::N,მარცვლოვანი,къама
459,Brei::N,ფაფა,ккурч
460,Brot::N,პური,ччатӏ
461,Scheibe::N,ნაჭერი,парча
462,Fett::N,ქონი,аьгъушиву
463,Fett::N,ცხიმი,аьгъушиву
464,Butter::N,კარაქი,нагь
465,Butter::N,კარაქი,лагаву
466,Öl::N,ზეთი,
467,Salz::N,მარილი,цӏву
468,Suppe::N,სუფი,накь
469,Honig::N,თაფლი,ницӏ
470,Milch::N,რძე,накӏ
471,Tee::N,ჩაი,чяй
472,Leder::N,ტყავი,бурчу
473,Wolle::N,მატყლი,ппал
474,Stoff::N,ქსოვილი,янна
475,Nadel::N,ნემსი,ххалаххи
476,Faden::N,ძაფი,ххал
477,Faden::N,მკედი,ххал
478,Knopf::N,ღილი,банд
479,Knoten::N,ნასკვი,къурхъ
480,Farbe::N,საღებავი,сир
481,Kleidung::N,ტანსაცმელი,янна
482,Kleidung::N,ტანსაცმელი,лаххия
483,Hemd::N,ხალათი,гьухъа
484,Hemd::N,პერანგი,гьухъа
485,Kragen::N,საყელო,дарвач
486,Ärmel::N,სახელო,кахха
487,Hose::N,შარვალი,хӏажак
488,Gürtel::N,ქამარი,мухӏлу
489,Mütze::N,ქუდი,кьяпа
490,Schuh::N,ფეხსაცმელი,
491,Stiefel::N,ჩექმა,чакма
492,Ring::N,ბეჭედი,кӏисса
493,Band::N,ბაფთი,линт
494,Kamm::N,სავარცხელი,ттарал
495,Spiegel::N,სარკე,дагьани
496,Riemen::N,ღვედი,эн
497,Schnur::N,ლარი,хьхьа
498,Leine::N,ჯაჭვი,
499,Decke::N,საბანი,виргъан
500,Kissen::N,ბალიში,кӏаралу
501,Tuch::N,მაუდი,карщи
502,Tuch::N,თავშალი,карщи
503,Handtuch::N,ხელსახოცი,калихьу
504,Handtuch::N,ხელსახოცი,лажинлихьу
505,Kraft::N,ძალა,эллаж
506,Stärke::N,ღონე,гуж
507,Gesundheit::N,ჯანმრთელობა,цӏуллу-сагъшиву
508,Krankheit::N,სენი,къашайшиву
509,Krankheit::N,ავადმყოფობა,къашайшиву
510,Schmerz::N,ტკივილი,къюву
511,Wunde::N,იარი,щаву
512,Wunde::N,ჭრილობა,щаву
513,Fieber::N,ციება,кӏиришиву
514,Arznei::N,წამალი,дару
515,Brücke::N,ხიდი,ламу
516,Brunnen::N,ჭა,къуй
517,Weide::N,საძოვარი,бизантту
518,Pfad::N,ბილიკი,жегъир ххуллу
519,Weg::N,გზა,ххуллу
520,Straße::N,შარაგზა,ххуллу
521,Dorf::N,დაბა,щар
522,Dorf::N,დაბა,шяравалу
523,Dorf::N,სოფელი,щар
524,Dorf::N,სოფელი,шяравалу
525,Stadt::N,ქალაქი,шагьру
526,Brief::N,წერილი,чагъар
527,Buch::N,წიგნი,лу
528,Buchstabe::N,ასო,хӏарп
529,Zeitung::N,გაზეთი,кказит
530,Leben::N,სიცოცხლე,оьрму
531,Tod::N,სიკვდილი,ажал
532,Tod::N,სიკვდილი,бивкӏу
533,Tod::N,სიკვდილი,ивчӏаву
534,Grab::N,სამარე,гьав
535,Grab::N,საფლავი,гьав
536,Kirche::N,ეკლესია,килиса
537,Sünde::N,ცოდვა,бунагъ
538,Gott::N,ღმერთი,зал
539,Arbeiter::N,მუშა,зузала
540,Chef::N,გამგე,ялувма
541,Meister::N,ოსტატი,усттар
542,Arzt::N,ექიმი,хӏакин
543,Arzt::N,მკურნალი,хӏакин
544,Lehrer::N,მასწავლებელი,учитель
545,Geld::N,ფული,арцу
546,Geschäft::N,საქმე,даву
547,Geschäft::N,ბიზნესი,даву
548,Laden::N,დუქანი,ттучан
549,Laden::N,მაღაზია,ттучан
550,Preis::N,ფასი,багъа
551,Ware::N,საქონელი,хъус
552,Nutzen::N,ხეირი,хайр
553,Nutzen::N,ხეირი,мюнпат
554,Reichtum::N,სიმდიდრე,давлат
555,Reichtum::N,სიმდიდრე,аваданшиву
556,Welt::N,მსოფლიო,дуниял
557,Land::N,მხარე,билаят
558,Land::N,ქვეყანა,билаят
559,Staat::N,სახელმწიფო,паччахӏлугъ
560,König::N,მეფე,
561,Macht::N,ძლიერება,власть
562,Grenze::N,ზღვარი,дазу
563,Krieg::N,ომი,дяъви
564,Feind::N,მტერი,душман
565,Gewalt::N,სისასტიკე,къия
566,Kampf::N,ბრძოლა,лачӏуи уккаву
567,Bogen[Waffe]::N,მშვილდი,ккуртта
568,Pfeil::N,ისარი,чӏатӏаракӏ
569,Pfeil::N,მახვილი,чӏатӏаракӏ
570,Gewehr::N,თოფი,ттупанг
571,Gewehr::N,შაშხანა,ттупанг
572,Fehler::N,შეცდომა,гъалатӏ
573,Lüge::N,სიცრუე,щялмахъ
574,Schaden::N,ვნება,зарал
575,Unglück::N,ხიფათი,бала
576,Unglück::N,უბედურება,бала
577,Schuld::N,ბრალი,тахсир
578,Alter::N,ასაკი,оьрму
579,Schluss::N,ბოლო,ахир
580,Schluss::N,დასასრული,ахир
581,Zeit::N,დრო,чӏун
582,Tag::N,დღე,кьини
583,Morgen::N,დილა,кӏюрх
584,Mittag::N,შუადღე,ахттайн
585,Mittag::N,შუადღე,дяахттайн
586,Mittag::N,შუადღე,ахттайн чӏун
587,Abend::N,საღამო,маркӏачӏан
588,Nacht::N,ღამე,хьхьу
589,Woche::N,კვირა,нюжмар
590,Monat::N,თვე,барз
591,Jahr::N,წელი,шин
592,Frühling::N,გაზაფხული,инт
593,Sommer::N,ზაფხული,гъи
594,Herbst::N,შემოდგომა,ссут
595,Winter::N,ზამთარი,кӏи
596,Januar::N,იანვარი,цалчинмур барз
597,Februar::N,თებერვალი,кӏилчинмур барз
598,März::N,მარტი,шамилчинмур барз
599,April::N,აპრილი,апрель
600,April::N,აპრილი,мукьилчинмур барз
601,Mai::N,მაისი,май
602,Mai::N,მაისი,ххюлчинмур барз
603,Juni::N,ივნისი,июнь
604,Juni::N,ივნისი,ряххилчинмур барз
605,Juli::N,ივლისი,июль
606,Juli::N,ივლისი,Арулчинмур барз
607,August::N,აგვისტო,мяйлчинмур барз
608,September::N,სექტემბერი,урчӏилчинмур барз
609,Oktober::N,ოქტომბერი,ацӏилчинмур барз
610,November::N,ნოემბერი,ацӏния цалчинмур барз
611,Dezember::N,დეკემბერი,ацӏния кӏилчинмур барз
612,Montag::N,ორშაბათი,итин
613,Montag::N,ორშაბათი,итин кьини
614,Dienstag::N,სამშაბათი,тталат
615,Dienstag::N,სამშაბათი,тталат кьини
616,Mittwoch::N,ოთხშაბათი,арвахӏ
617,Donnerstag::N,ხუთშაბათი,хамис
618,Freitag::N,პარასკევი,нюжмар
619,Freitag::N,პარასკევი,нюжмар кьини
620,Samstag::N,შაბათი,ххуллун
621,Samstag::N,შაბათი,ххуллун кьини
622,Sonntag::N,კვირა,алхӏат
623,Sonntag::N,კვირა,алхӏат кьини
624,groß::A,დიდი,бугъарасса
625,klein::A,მცირე,чӏивисса
626,klein::A,პატარა,чӏивисса
627,lang::A,გრძელი,лахъисса
628,kurz::A,მოკლე,кутӏасса
629,breit::A,ფართო,уттасса
630,breit::A,განიერი,уттасса
631,schmal::A,ვიწრო,уттакӏюласса
632,schmal::A,წვრილი,уттакӏюласса
633,dicht::A,მჭიდრო,ццунсса
634,dick[Gegenstand]::A,სქელი,ганзсса
635,dünn::A,წვრილი,кӏюласса
636,fein::A,თხელი,
637,fest::A,მყარი,цӏакьсса
638,fest::A,მყარი,кьянкьасса
639,flach::A,ბრტყელი,баягъисса
640,flach::A,ბრტყელი,цӏубакъасса
641,flach::A,ბრტყელი,куртӏ дакъасса
642,glatt::A,გლუ,дюрчӏусса
643,hart::A,მაგარი,кьянкьасса
644,weich::A,რბილი,кӏукӏлусса
645,rund::A,მრგვალი,ккурккисса
646,spitz::A,წვეტიანი,ярксса
647,spitz::A,წვეტიანი,дайлсса
648,spitz::A,წვეტიანი,мицӏ бусса
649,scharf::A,მჭრელი,ярксса
650,scharf::A,მჭრელი,дайлсса
651,scharf::A,მჭრელი,мицӏ бусса
652,stumpf::A,ბლაგვი,къуркъасса
653,schwer::A,მძიმე,кӏусса
654,schön::A,ლამაზი,аьнтӏикӏасса
655,heiß::A,ცხელი,кӏирисса
656,warm::A,თბილი,гъелисса
657,kalt::A,ცივი,дяркъусса
658,kühl::A,გრილი,дюхлулсса
659,frisch::A,სუფთა,цӏусса
660,feucht::A,ნოტიო,атилсса
661,feucht::A,ნოტიო,хъавтусса
662,nass::A,სველი,атилсса
663,nass::A,სველი,хъавтусса
664,trocken::A,მშრალი,кьавкьсса
665,trocken::A,მშრალი,кьакьан бувсса
666,voll::A,სავსე,бувцӏусса
667,leer::A,ცარიელი,бачӏвасса
668,offen::A,ღია,тӏивтӏусса
669,offen::A,გაშლილი,тӏивтӏусса
670,geschlossen::A,დახურული,лавкьусса
671,sauber::A,სუფთა,марцӏсса
672,sauber::A,წმინდა,марцӏсса
673,schmutzig::A,ტალახიანი,чапалсса
674,roh::A,უმი,шакъавхьсса
675,reif::A,მწიფე,дирсса
676,lecker::A,გემრიელი,нахӏусса
677,lecker::A,გემრიელი,тӏааьнсса
678,süß::A,ტკბილი,нацӏусса
