,Concept_ID,ka,lbe
1302,färben::V,შეღებავს,ранг щун
1303,reinigen::V,გაწმენდს,марцӏ бан
1304,reinigen::V,გასუფთავებს,марцӏ бан
1305,waschen::V,გარეცხავს,шюшин
1306,abwischen::V,წაშლის,лишин
1307,spülen::V,გაავლებს,вилаган
1308,fegen::V,დაბლანდავს,башин
1309,kehren::V,დაგვის,бахьлан
1310,baden::V,ბანაობს,щинавун учӏлан
1311,sich waschen::V,იბანება,диссун
1312,sich waschen::V,იბანება,лажин диссун
1313,sich waschen::V,იბანება,лажин дислан
1314,sich waschen::V,იბანება,биссун
1315,sich waschen::V,იბანება,чурх бислан
1316,ausziehen::V,გაიხდის,ликкан
1317,anziehen::V,ჩაიცვამს,лаххан
1318,sich anziehen::V,ჩაიცვამს,янна лаххан
1319,kämmen::V,დავარცხნის,ттарал дуккан
1320,schmücken::V,მორთავს,чӏюлу бан
1321,sagen::V,იტყვის,учин
1322,sprechen::V,ლაპარაკობს,гъалгъа тӏун
1323,reden::V,საუბრობს,гъалгъа тӏун
1324,sich unterhalten::V,ბაასობს,гъалгъа тӏун
1325,sich unterhalten::V,მუსაიფობს,гъалгъа тӏун
1326,fragen::V,ჰკითხავს,цӏуххин
1327,bitten::V,სთხოვს,тавакъю буллан
1328,erzählen::V,მოუთხრობს,хавар бусан
1329,mitteilen::V,აუწყებს,баян бан
1330,mitteilen::V,აუწყებს,хавар бан
1331,mitteilen::V,აცნობებს,баян бан
1332,mitteilen::V,აცნობებს,хавар бан
1333,nennen::V,უწოდებს,цӏа дизан
1334,rufen::V,დაუძახებს,оьвтӏун
1335,prahlen::V,ტრაბახობს,цӏа дуллан
1336,übersetzen::V,გადათარგმნის,таржума бан
1337,denken::V,ფიქრობს,пикри буллан
1338,denken::V,აზროვნებს,пикри буллан
1339,glauben::V,სჯერა,вих хьун
1340,bemerken::V,შენიშვნავს,хӏисав хъун
1341,erkennen::V,გამოიცნობს,увчӏин
1342,begreifen::V,გაიგებს,бувчӏин
1343,verstehen::V,გაიგონებს,
1344,lernen::V,ისწავლის,лахьлан
1345,lernen::V,ისწავლის,лахьхьин
1346,wissen::V,ეცოდინება,кӏулну бикӏан
1347,wissen::V,ეცოდინება,хавар бикӏан
1348,sich erinnern an::V,მოიგონებს,дакӏнин бутан
1349,sich erinnern an::V,გაიხსენებს,дакӏнин бутан
1350,vergessen::V,ივიწყებს,хъама битан
1351,messen::V,ზომავს,дуцин дуллан
1352,messen::V,ზომავს,дуцин дан
1353,zählen::V,ითვლის,дуккин
1354,rechnen::V,გაიანგარიშებს,хӏисав дан
1355,lesen::V,კითხულობს,ккалан
1356,malen::V,ხატავს,сурат дуллан
1357,zeichnen::V,ხაზავს,сурат дуллан
1358,schreiben::V,დაწერს,чичин
1359,schreiben::V,დაწერს,чичлан
1360,besitzen::V,ექნება,дуну икӏан
1361,besitzen::V,ექნება,дуну дикӏан
1362,besitzen::V,ექნება,заллуну икӏан
1363,kaufen::V,ყიდულობს,машан ласун
1364,verkaufen::V,გაყიდის,баххан
1365,bezahlen::V,გადაიხდის,арцу дулун
1366,bezahlen::V,გადაიხდის,багьа булун
1367,zahlen::V,გადაიხდის,арцу дулун
1368,zahlen::V,გადაიხდის,багьа булун
1369,beherrschen::V,ფლობს,дуну икӏан
1370,beherrschen::V,ფლობს,заллуну икӏан
1371,ertragen::V,მოითმენს,бухӏан
