,Concept_ID,bg,he
147,Flügel::N,крило,כנף
148,Klaue::N,нокът,טלף
149,Kralle::N,нокът,טפר
150,Schwanz::N,опашка,זנב
151,Ei::N,яйце,ביצה
152,Nest::N,гнездо,קן
153,Bau::N,дупка,מחלה
154,Tier::N,животно,חיה
155,Herde::N,стадо,עדר
156,Kuh::N,крава,פרה
157,Bulle::N,бик,פר
158,Pferd::N,кон,סוס
159,Schaf::N,овца,כבשה
160,Schwein::N,свиня,חזיר
161,Hund::N,куче,כלב
162,Katze::N,котка,חתול
163,Bär::N,мечка,דב
164,Eichhörnchen::N,катерица,סנאי
165,Elch::N,лос,דישון
166,Fuchs::N,лисица,שועל
167,Hase::N,заек,ארנב
168,Maus::N,мишка,עכבר
169,Wolf::N,вълк,זאב
170,Vogel::N,птица,צפור
171,Schwarm::N,рой,נחיל
172,Schwarm::N,рой,להקה
173,Schwarm::N,рояк,נחיל
174,Schwarm::N,рояк,להקה
175,Huhn::N,кокошка,תרנגלת
176,Hahn::N,петел,תרנגול
177,Gans::N,гъска,אוז
178,Adler::N,орел,עיט
179,Ente::N,патица,ברוז
180,Eule::N,сова,ינשוף
181,Kranich::N,жерав,עגור
182,Kranich::N,жерав,כרוכיה
183,Krähe::N,врана,עורב
184,Kuckuck::N,кукувица,קוקיה
185,Schwan::N,лебед,ברבור
186,Fisch::N,риба,דג
187,Barsch::N,костур,אוקונוס
188,Hecht::N,щука,זאב הים
189,Schlange[Tier]::N,змия,נחש
190,Wurm::N,червей,תולעת
191,Spinne::N,паяк,עכביש
192,Ameise::N,мравка,נמלה
193,Laus::N,въшка,כנה
194,Mücke::N,комар,יתוש
195,Fliege::N,муха,זבוב
196,Schmetterling::N,пеперуда,פרפר
197,Beere::N,плод,ענבה
198,Apfel::N,ябълка,תפוח
199,Pilz::N,гъба,פטריה
200,Zwiebel::N,лук,בצל
201,Zwiebel::N,кромид,בצל
202,Saat::N,семе,זרעים
203,Korn::N,зърно,גרעין
204,Heu::N,сено,חציר
205,Schale::N,кора,קלפה
206,Grube::N,яма,בור
207,Grube::N,яма,שוחה
208,Grube::N,дупка,בור
209,Grube::N,дупка,שוחה
210,Falle::N,примка,מלכדת
211,Schlinge::N,клуп,לולאה
212,Spur::N,диря,עקבה
213,Spur::N,следа,עקבה
214,Asche::N,пепел,אפר
215,Dreck::N,кал,זהמה
216,Eisen::N,желязо,ברזל
217,Gold::N,злато,זהב
218,Silber::N,сребро,כסף
219,Kohle::N,въглища,פחם
220,Glas::N,стъкло,זכוכית
221,Lehm::N,глина,חרסית
222,Sand::N,пясък,חול
223,Mensch::N,човек,אדם
224,Mann::N,мъж,איש
225,Mann::N,мъж,גבר
226,Frau::N,жена,אשה
227,Frau::N,жена,גברת
228,Kind::N,дете,ילד
229,Junge::N,момче,ילד
230,Mädchen::N,момиче,נערה
231,Familie::N,фамилия,משפחה
232,Familie::N,семейство,משפחה
233,Großvater::N,дядо,סבא
234,Großmutter::N,баба,סבתא
235,Eltern::N,родители,הורים
236,Vater::N,баща,אב
237,Mutter::N,майка,אם
238,Sohn::N,син,בן
239,Tochter::N,дъщеря,בת
240,Bruder::N,брат,אח
241,Schwester::N,сестра,אחות
242,Onkel::N,чичо,דוד
243,Onkel::N,вуйчо,דוד
244,Tante::N,леля,דודה
245,Ehemann::N,съпруг,איש
246,Ehemann::N,съпруг,בעל
247,Ehefrau::N,съпруга,אשה
248,Freude::N,радост,שמחה
249,Gelächter::N,смях,צחוק
250,Glück::N,щастие,אשר
251,Kummer::N,тъга,יגון
252,Kummer::N,тъга,עגמה
253,Wunsch::N,желание,אחול
254,Wunsch::N,желание,משאלה
255,Lust::N,желание,חשק
256,Lust::N,желание,תשוקה
257,Geist::N,дух,רוח
258,Gedanke::N,мисъл,מחשבה
259,Gedächtnis::N,памет,זכרון
260,Verstand::N,ум,שכל
261,Verstand::N,разум,שכל
262,Sinn::N,смисъл,מובן
263,Sinn::N,смисъл,משמעות
264,Grund::N,причина,סבה
265,Wahrheit::N,правда,אמת
266,Gespräch::N,разговор,דיון
267,Märchen::N,приказка,אגדה
268,Erzählung::N,разказ,ספור
269,Nachricht::N,вест,ידיעה
270,Nachricht::N,известие,ידיעה
271,Neuigkeit::N,новина,חדשה
272,Name::N,име,שם
273,Rätsel::N,гатанка,תעלומה
274,Rede::N,реч,נאום
275,Rede::N,слово,נאום
276,Sprache::N,език,לשון
277,Stimme::N,глас,קול
278,Wort::N,дума,מלה
279,Zeichen::N,знак,סימן
280,Ruf::N,зов,קריאה
281,Lärm::N,шум,רעש
282,Lärm::N,глъчка,רעש
283,Laut::N,звук,הגה
284,Ton::N,тон,צליל
285,Lied::N,песен,שיר
286,Ruhe::N,тишина,שלוה
287,Ruhe::N,спокойствие,שלוה
288,Leute::N,хора,אנשים
289,Volk::N,народ,עם
290,Arbeit::N,труд,עבודה
291,Arbeit::N,работа,עבודה
292,Gast::N,гост,אורח
293,Geschenk::N,дар,מתנה
294,Geschenk::N,подарък,מתנה
295,Spiel::N,игра,משחק
296,Gesellschaft::N,общество,חברה
297,Hilfe::N,помощ,עזרה
298,Freund::N,приятел,חבר
299,Freund::N,приятел,ידיד
300,Kamerad::N,другар,רע
301,Angelegenheit::N,работа,ענין
302,Anzahl::N,брой,מספר
303,Anzahl::N,количество,מספר
304,Art::N,вид,סוג
305,Stück::N,къс,חתיכה
306,Stück::N,парче,חתיכה
307,Teil::N,дял,פרק
308,Teil::N,част,פרק
309,Hälfte::N,половина,חצי
310,Kreis::N,кръг,מעגל
311,Kreuz::N,кръст,צלב
312,Linie::N,черта,קו
313,Strich::N,щрих,קו קצר
314,Strich::N,черта,קו קצר
315,Abstand::N,дистанция,מרחק
316,Abstand::N,разстояние,מרחק
317,Entfernung::N,разстояние,מרחק
318,Gegend::N,местност,נוף
319,Platz::N,място,שטח
320,Ort::N,място,אתר
321,Ort::N,място,מקום
322,Seite::N,страна,צד
323,Mitte::N,среда,אמצע
324,Gegenstand::N,предмет,אוביקט
325,Sache::N,вещ,דבר
326,Rand::N,ръб,פרור
327,Kante::N,ръб,קצה
328,Kante::N,кант,קצה
329,Ecke::N,ъгъл,פנה
330,Spitze::N,връх,קצה
331,Spitze::N,острие,קצה
332,Ende::N,край,סוף
333,Loch::N,дупка,חר
334,Winkel::N,кът,פנה
335,Winkel::N,ъгъл,פנה
336,Muster::N,десен,תבנית
337,Muster::N,образец,תבנית
338,Größe::N,големина,גדל
339,Länge::N,дължина,ארך
340,Höhe::N,висота,קומה
341,Höhe::N,висота,גבה
342,Höhe::N,височина,קומה
343,Höhe::N,височина,גבה
344,Gewicht::N,тегло,משקל
345,Gewicht::N,тежест,משקל
346,Menge::N,количество,כמות
347,Haufen::N,куп,ערמה
348,Haufen::N,грамада,ערמה
349,Reihe::N,ред,רצף
350,Reihe::N,редица,רצף
351,Boot::N,лодка,סירה
352,Ruder::N,весло,משוט
353,Ruder::N,гребло,משוט
354,Schlitten::N,шейна,מזחלת
355,Ski::N,ски,מגלשים
356,Lagerfeuer::N,огнище,מדורה
357,Last::N,товар,משא
358,Gang::N,ход,הליכה
359,Gang::N,вървеж,הליכה
360,Schritt::N,стъпка,צעד
361,Norden::N,север,צפון
362,Süden::N,юг,דרום
363,Westen::N,запад,מערב
364,Osten::N,изток,מזרח
365,Holz::N,дърво,עץ
366,Brett::N,дъска,קרש
367,Stange::N,прът,מוט
368,Stange::N,върлина,מוט
369,Stock::N,прът,מקל
370,Stock::N,тояга,מקל
371,Stab::N,прът,מוט
372,Rohr::N,цев,צנור
373,Rohr::N,тръба,צנור
374,Haus::N,къща,בית
375,Heim::N,дом,בית
376,Ofen::N,печка,תנור
377,Fußboden::N,под,רצפה
378,Tisch::N,маса,שלחן
379,Stuhl::N,стол,כסא
380,Wiege::N,люлка,ערש
381,Bett::N,легло,מטה
382,Bett::N,креват,מטה
383,Regal::N,рафт,מדף
384,Regal::N,етажерка,מדף
385,Kiste::N,кутия,תבה
386,Kiste::N,кутия,ארגז
387,Kiste::N,сандък,תבה
388,Kiste::N,сандък,ארגז
389,Fenster::N,прозорец,חלון
390,Tür::N,врата,דלת
391,Tor::N,врата,שער
392,Zaun::N,ограда,גדר
393,Dach::N,покрив,גג
394,Leiter::N,стълба,סלם
395,Besen::N,метла,מטאטא
396,Spaten::N,лопата,את
397,Schaufel::N,лопата,את
398,Gabel::N,вилица,מזלג
399,Löffel::N,лъжица,כף
400,Messer::N,нож,סכין
401,Nagel::N,гвоздей,מסמר
402,Netz::N,мрежа,רשת
403,Haken::N,кука,וו
404,Haken::N,кука,קרס
405,Haken::N,закачалка,וו
406,Haken::N,закачалка,קרס
407,Griff::N,ръчка,ידית
408,Griff::N,дръжка,ידית
409,Schloss::N,брава,מנעול
410,Schloss::N,ключалка,מנעול
411,Bild::N,картина,תמונה
412,Figur::N,фигура,פסל
413,Puppe::N,кукла,בבה
414,Beutel::N,кесия,שק
415,Bündel::N,връзка,צרור
416,Tasche::N,чанта,שקית
417,Eimer::N,кофа,דלי
418,Deckel::N,капак,מכסה
419,Deckel::N,похлупак,מכסה
420,Geschirr::N,съдове,כלים
421,Sack::N,чувал,שק
422,Tasse::N,чаша,ספל
423,Topf::N,гърне,סיר
424,Topf::N,тенджера,סיר
425,Kessel::N,котел,קנקן
426,Essen::N,ядене,אכל
427,Essen::N,ядене,ארוחה
428,Nahrung::N,храна,הזנה
429,Nahrung::N,храна,תזונה
430,Speise::N,ястие,מאכל
431,Speise::N,ястие,ארוחה
432,Fleisch::N,месо,בשר
433,Getreide::N,зърнено храни,דגן
434,Brei::N,каша,מחית
435,Brot::N,хляб,לחם
436,Scheibe::N,резен,עגול
437,Scheibe::N,резен,פרוסה
438,Fett::N,мазнина,שמן
439,Butter::N,масло,חמאה
440,Öl::N,олио,שמן
441,Öl::N,оливия,שמן
442,Salz::N,сол,מלח
443,Suppe::N,супа,מרק
444,Honig::N,мед,דבש
445,Milch::N,мляко,חלב
446,Tee::N,чай,תה
447,Leder::N,кожа,עור
448,Wolle::N,вълна,צמר
449,Stoff::N,плат,בד
450,Stoff::N,плат,אריג
451,Stoff::N,материал,בד
452,Stoff::N,материал,אריג
453,Nadel::N,игла,מחט
454,Faden::N,конец,חוט
455,Knopf::N,копче,כפתור
456,Knoten::N,възел,קשר
457,Farbe::N,боя,צבע
458,Kleidung::N,дрехи,בגדים
459,Kleidung::N,облекло,בגדים
460,Hemd::N,риза,חלצה
461,Kragen::N,яка,צוארון
462,Ärmel::N,ръкав,שרוול
463,Hose::N,панталони,מכנסים
464,Gürtel::N,пояс,חגורה
465,Gürtel::N,колан,חגורה
466,Mütze::N,каскет,כובע
467,Mütze::N,фуражка,כובע
468,Schuh::N,обувка,נעל
469,Stiefel::N,ботуш,מגף
470,Ring::N,пръстен,טבעת
471,Band::N,лента,סרט
472,Band::N,връзка,סרט
473,Kamm::N,гребен,מסרק
474,Spiegel::N,огледало,מראה
475,Riemen::N,каиш,רצועה
476,Riemen::N,ремък,רצועה
477,Schnur::N,връв,חבל
478,Leine::N,връв,מושכות
479,Leine::N,въже,מושכות
480,Decke::N,покривка,שמיכה
481,Kissen::N,възглавница,כרית
482,Tuch::N,сукно,צעיף
483,Handtuch::N,пешкир,מגבת
484,Handtuch::N,кърпа за лице,מגבת
485,Kraft::N,мощ,כוח
486,Kraft::N,сила,כוח
487,Stärke::N,сила,און
488,Gesundheit::N,здраве,בריאות
489,Krankheit::N,болест,מחלה
490,Schmerz::N,болка,כאב
491,Wunde::N,рана,פציעה
492,Fieber::N,треска,חם
493,Fieber::N,температура,חם
494,Arznei::N,лек,תרופה
495,Arznei::N,лекарство,תרופה
496,Brücke::N,мост,גשר
497,Brunnen::N,чешма,באר
498,Brunnen::N,кладенец,באר
499,Weide::N,паша,אחו
500,Weide::N,паша,מרעה
501,Weide::N,пасище,אחו
502,Weide::N,пасище,מרעה
503,Pfad::N,пътека,שביל
504,Pfad::N,пътека,מדרכה
505,Weg::N,път,דרך
506,Straße::N,шосе,כביש
507,Dorf::N,село,כפר
508,Stadt::N,град,עיר
509,Brief::N,писмо,מכתב
510,Buch::N,книга,ספר
511,Buchstabe::N,буква,אות
512,Zeitung::N,вестник,עתון
513,Leben::N,живот,חיים
514,Tod::N,смърт,מות
515,Grab::N,гроб,קבר
516,Kirche::N,църква,כנסיה
517,Sünde::N,грях,חטא
518,Gott::N,бог,אל
519,Arbeiter::N,работник,פועל
520,Chef::N,шеф,ראש
521,Chef::N,шеф,מנהל
522,Chef::N,началник,ראש
523,Chef::N,началник,מנהל
524,Meister::N,майстор,ממחה
525,Arzt::N,лекар,רופא
526,Lehrer::N,учител,מורה
527,Geld::N,пари,כסף
528,Geschäft::N,сделка,עסקה
529,Laden::N,дюкян,חנות
530,Laden::N,магазин,חנות
531,Preis::N,цена,מחיר
532,Ware::N,стока,סחורה
533,Nutzen::N,полза,תועלת
534,Nutzen::N,облага,תועלת
535,Reichtum::N,богатство,עשר
536,Welt::N,свят,עולם
537,Land::N,страна,ארץ
538,Staat::N,щат,מדינה
539,Staat::N,държава,מדינה
540,König::N,крал,מלך
541,Macht::N,мощ,כוח
542,Macht::N,власт,כוח
543,Grenze::N,граница,גבול
544,Krieg::N,война,מלחמה
545,Feind::N,враг,אויב
546,Feind::N,неприятел,אויב
547,Gewalt::N,сила,אלימות
548,Gewalt::N,насилие,אלימות
549,Kampf::N,борба,קרב
550,Kampf::N,борба,לחימה
551,Kampf::N,сражение,קרב
552,Kampf::N,сражение,לחימה
553,Bogen[Waffe]::N,лък,קשת
554,Pfeil::N,стрела,חץ
555,Gewehr::N,пушка,רובה
556,Fehler::N,грешка,טעות
557,Lüge::N,лъжа,שקר
558,Schaden::N,повреда,נזק
559,Unglück::N,нещастие,מזל רע
560,Schuld::N,вина,אשמה
561,Alter::N,възраст,גיל
562,Schluss::N,край,סיום
563,Zeit::N,време,זמן
564,Tag::N,ден,יום
565,Morgen::N,утро,בקר
566,Morgen::N,сутрин,בקר
567,Mittag::N,обед,צהרים
568,Mittag::N,пладне,צהרים
569,Abend::N,вечер,ערב
570,Nacht::N,нощ,לילה
571,Woche::N,седмица,שבוע
572,Monat::N,месец,חדש
573,Jahr::N,година,שנה
574,Frühling::N,пролет,אביב
575,Sommer::N,лято,קיץ
576,Herbst::N,есен,סתו
577,Winter::N,зима,חרף
578,Januar::N,януари,ינואר
579,Februar::N,февруари,פברואר
580,März::N,март,מרץ
581,April::N,април,אפריל
582,Mai::N,май,מאי
583,Juni::N,юни,יוני
584,Juli::N,юли,יולי
585,August::N,август,אוגוסט
586,September::N,септември,ספטמבר
587,Oktober::N,октомври,אוקטובר
588,November::N,ноември,נובמבר
589,Dezember::N,декември,דצמבר
590,Montag::N,понеделник,יום שני
591,Dienstag::N,вторник,יום שלישי
592,Mittwoch::N,сряда,יום רביעי
593,Donnerstag::N,четвъртък,יום חמישי
594,Freitag::N,петък,יום ששי
595,Samstag::N,събота,יום שבת
596,Sonntag::N,неделя,יום ראשון
597,groß::A,едър,גדול
598,groß::A,голям,גדול
599,klein::A,малък,קטן
600,klein::A,дребен,קטן
601,lang::A,дълъг,ארך
602,kurz::A,къс,קצר
603,breit::A,широк,רחב
604,schmal::A,тесен,צר
605,dicht::A,гъст,צפוף
606,dick[Gegenstand]::A,дебел,עבה
607,dünn::A,тънък,דק
608,fein::A,фин,מעדן
609,fein::A,тънък,מעדן
610,fest::A,твърд,מוצק
611,fest::A,плътен,מוצק
612,flach::A,равен,שטוח
613,flach::A,плосък,שטוח
614,glatt::A,гладък,חלק
615,hart::A,твърд,קשיח
616,hart::A,корав,קשיח
617,weich::A,мек,רך
618,rund::A,кръгъл,עגל
619,spitz::A,островръх,חד
620,scharf::A,остър,חד
621,stumpf::A,тъп,קהה
622,schwer::A,тежък,כבד
623,schön::A,хубав,יפה
624,schön::A,красив,יפה
625,heiß::A,жарък,חם
626,warm::A,топъл,חם
627,kalt::A,студен,קר
628,kühl::A,хладен,צונן
629,frisch::A,свеж,טרי
630,feucht::A,влажен,לח
631,nass::A,мокър,רטוב
632,trocken::A,сух,יבש
633,voll::A,пълен,מלא
634,leer::A,празен,ריק
635,offen::A,откровен,פתוח
636,geschlossen::A,закрит,סגור
637,geschlossen::A,затворен,סגור
638,sauber::A,чист,נקי
639,schmutzig::A,мръсен,מלכלך
640,roh::A,суров,חי
641,reif::A,зрял,בשל
642,lecker::A,вкусен,טעים
643,süß::A,сладък,מתוק
644,bitter::A,горчив,מר
645,sauer::A,кисел,חמוץ
646,hell::A,ясен,בהיר
647,hell::A,светъл,בהיר
648,dunkel::A,тъмен,עמום
649,schwarz::A,черен,שחר
650,weiß::A,бял,לבן
651,rot::A,червен,אדם
652,gelb::A,жълт,צהב
653,blau::A,син,כחל
654,grün::A,зелен,ירק
655,grau::A,сив,אפר
656,bunt::A,шарен,צבעוני
657,bunt::A,пъстър,צבעוני
658,billig::A,евтин,זול
659,teuer::A,скъп,יקר
660,wertvoll::A,ценен,יקר ערך
661,blind::A,сляп,עור
662,taub::A,глух,חרש
663,kräftig::A,силен,חסן
664,stark::A,здрав,חזק
665,stark::A,силен,חזק
666,schwach::A,слаб,חלש
667,fett::A,тлъст,שמן
668,schlank::A,тънък,רזה
669,schlank::A,строен,רזה
670,hübsch::A,хубав,יפה תאר
671,böse::A,зъл,רשע
672,dumm::A,глупав,טפש
673,faul::A,ленив,עצלן
674,faul::A,мързелив,עצלן
675,fleißig::A,прилежен,חרוץ
676,geizig::A,скъпернически,קמצן
677,klug::A,умен,נבון
678,klug::A,умен,פקח
679,klug::A,разумен,נבון
680,klug::A,разумен,פקח
681,geschickt::A,умел,מימן
682,geschickt::A,сръчен,מימן
683,lieb::A,мил,יקר
684,lieb::A,мил,אהוב
685,lieb::A,драг,יקר
686,lieb::A,драг,אהוב
687,lustig::A,весел,עליז
688,sanft::A,нежен,עדין
689,sanft::A,кротък,עדין
690,hungrig::A,гладен,רעב
691,krank::A,болен,חולה
692,nackt::A,гол,ערום
693,traurig::A,тъжен,עצוב
694,traurig::A,печален,עצוב
695,lebendig::A,жив,חי
696,gut::A,добър,טוב
697,schlecht::A,лош,גרוע
698,richtig::A,правилен,נכון
699,schlimm::A,лош,רע
700,wahr::A,верен,אמתי
701,wahr::A,истински,אמתי
702,alt::A,стар,ישן
703,alt::A,древен,ישן
704,neu::A,нов,חדש
705,ehemalig::A,бивш,לשעבר
706,alt[Lebewesen]::A,стар,זקן
707,jung::A,млад,צעיר
708,arm::A,беден,עני
709,reich::A,богат,עשיר
710,bekannt::A,познат,ידוע
711,bekannt::A,известен,ידוע
712,berühmt::A,почут,מפרסם
713,berühmt::A,известен,מפרסם
714,fremd::A,чужд,זר
715,verschieden::A,разен,שונה
716,verschieden::A,различен,שונה
717,nah::A,близък,קרוב
718,fern::A,далечен,רחוק
719,linker::A,ляв,שמאלי
720,rechter::A,прав,ימין
721,anderer::A,друг,אחר
722,erster::A,пръв,ראשון
723,erster::A,първи,ראשון
724,zweiter::A,втори,שני
725,dritter::A,трети,שלישי
726,letzter::A,последен,אחרון
727,allein::ADV,само,לבד
728,auf einmal::ADV,същевременно,בו-זמנית
729,zusammen::ADV,заедно,ביחד
730,lange::ADV,дълго,הרבה זמן
731,plötzlich::ADV,изведнъж,לפתע
732,plötzlich::ADV,изведнъж,פתאום
733,sofort::ADV,веднага,מיד
734,später::ADV,по-късно,לאחר זמן
735,später::ADV,по-късно,יותר מאחר
736,jetzt::ADV,сега,עכשיו
737,heute::ADV,днес,היום
738,morgen::ADV,утре,מחר
739,bald::ADV,скоро,בקרוב
740,dann::ADV,после,אחר-כך
741,dann::ADV,тогава,אחר-כך
742,gestern::ADV,вчера,אתמול
743,einst::ADV,някога,לפנים
744,damals::ADV,тогава,אז
745,danach::ADV,после,אחר-כך
746,danach::ADV,след това,אחר-כך
747,vorher::ADV,преди,לפני זה
748,vorher::ADV,преди това,לפני זה
749,zuerst::ADV,най-напред,קדם
750,einmal::ADV,веднъж,פעם
751,einmal::ADV,един път,פעם
752,manchmal::ADV,понякога,לפעמים
753,oft::ADV,често,לעתים קרובות
754,immer::ADV,винаги,תמיד
755,niemals::ADV,никога,אף פעם
756,hier::ADV,тук,כאן
757,hier::ADV,тука,כאן
758,hierhin::ADV,насам,פה
759,von hier::ADV,оттук,מפה
760,von hier::ADV,оттука,מפה
761,dort::ADV,там,שם
762,dorthin::ADV,натам,שם
763,dorthin::ADV,нататък,שם
764,geradeaus::ADV,направо,ישר
765,vorwärts::ADV,напред,קדימה
766,rückwärts::ADV,назад,לאחור
767,zurück::ADV,обратно,בחזרה
768,zurück::ADV,обратно,אחורנית
769,unten::ADV,долу,למטה
770,hinab::ADV,надолу,למטה
771,oben::ADV,горе,מעל
772,oben::ADV,горе,למעלה
773,hinauf::ADV,нагоре,למעלה
774,überall::ADV,навсякъде,בכל מקום
775,nicht::ADV,не,לא
776,ein wenig::ADV,малко,קצת
777,kaum::ADV,едва,בקשי
778,kaum::ADV,едвам,בקשי
779,sehr::ADV,много,מאוד
780,sehr::ADV,твърде,מאוד
781,so::ADV,тъй,כך
782,so::ADV,тъй,ככה
783,so::ADV,така,כך
784,so::ADV,така,ככה
785,noch::ADV,още,עוד
786,noch::ADV,още,עדין
787,nur::ADV,само,רק
788,schon::ADV,вече,כבר
789,wieder::ADV,пак,שוב
790,wieder::ADV,отново,שוב
791,vergebens::ADV,напразно,לריק
792,vergebens::ADV,напразно,לשוא
793,vor::PRP,пред,מול
794,hinter::PRP,зад,מאחורי
795,unter::PRP,под,מתחת
796,durch::PRP,през,דרך
797,neben::PRP,до,ליד
798,neben::PRP,до,על-יד
799,neben::PRP,при,ליד
800,neben::PRP,при,על-יד
801,zwischen::PRP,между,בין
802,zwischen::PRP,помежду,בין
803,wegen::PRP,заради,בשל
804,wegen::PRP,заради,בגלל
805,dies::PRN,този,זה
806,das::PRN,туй,זה
807,das::PRN,това,זה
808,alles::PRN,всичко,הכל
809,ich::PRN,аз,אני
810,du::PRN,ти,את
811,du::PRN,ти,אתה
812,er::PRN,той,הוא
813,wir::PRN,ние,אנחנו
814,ihr::PRN,вие,לה
815,sie::PRN,те,הם
816,was::FPRN,що,מה
817,was::FPRN,какво,מה
818,wer::FPRN,кой,מי
819,wo::FADV,къде,איפה
820,wohin::FADV,накъде,לאן
821,wohin::FADV,накъдето,לאן
822,wie::FADV,как,איך
823,warum::FADV,защо,למה
824,wieviel::FNUM,колко,כמה
825,eins::NUM,един,אחד
826,zwei::NUM,два,שתים
827,drei::NUM,три,שלושה
828,vier::NUM,четири,ארבעה
829,fünf::NUM,пет,חמשה
830,sechs::NUM,шест,ששה
831,sieben::NUM,седем,שבעה
832,acht::NUM,осем,שמונה
833,neun::NUM,девет,תשעה
834,zehn::NUM,десет,עשרה
835,elf::NUM,единайсет,אחת עשרה
836,elf::NUM,единадесет,אחת עשרה
