,Concept_ID,el,pt
123,Anhöhe::N,ύψωμα,alto
124,Anhöhe::N,ύψωμα,outeiro
125,Berg::N,όρος,monte
126,Berg::N,όρος,montanha
127,Berg::N,βουνό,monte
128,Berg::N,βουνό,montanha
129,Gipfel::N,κορυφή,pico
130,Höhle::N,σπηλιά,caverna
131,Abhang::N,πλαγιά,encosta
132,Quelle::N,πηγή,fonte
133,Quelle::N,βρύση,fonte
134,Bach::N,ρυάκι,regato
135,Bach::N,ρυάκι,ribeiro
136,Fluss::N,ποτάμι,rio
137,Fluss::N,ποταμός,rio
138,Ufer::N,όχθη,beira
139,Küste::N,ακτή,costa
140,Küste::N,ακρογιαλιά,costa
141,Festland::N,στεριά,terra firme
142,Meer::N,θάλασσα,mar
143,Bucht::N,κόλπος,baía
144,Insel::N,νησί,ilha
145,Insel::N,νήσος,ilha
146,Blume::N,άνθος,flor
147,Blume::N,λουλούδι,flor
148,Gras::N,χόρτο,erva
149,Gras::N,χορτάρι,erva
150,Wurzel::N,ρίζα,raiz
151,Baum::N,δέντρο,árvore
152,Stamm::N,κορμός,tronco
153,Rinde::N,φλούδα,casca
154,Ast::N,κλαδί,ramo
155,Zweig::N,κλαδί,galho
156,Zweig::N,κλάδος,galho
157,Blatt::N,φύλλο,folha
158,Birke::N,σημύδα,bétula
159,Kiefer[Baum]::N,πεύκο,pinheiro
160,Weide[Baum]::N,ιτιά,salgueiro
161,Tanne::N,έλατο,abeto
162,Horn::N,κέρας,corno
163,Horn::N,κέρας,chifre
164,Horn::N,κέρατο,corno
165,Horn::N,κέρατο,chifre
166,Feder::N,φτερό,pena
167,Fell::N,δέρμα,pele
168,Fell::N,τομάρι,pele
169,Flügel::N,πτερύγιο,asa
170,Klaue::N,κουλό,pata
171,Kralle::N,νύχι,unha
172,Kralle::N,νύχι,garra
173,Schwanz::N,ουρά,rabo
174,Schwanz::N,ουρά,cauda
175,Ei::N,αβγό,ovo
176,Nest::N,φωλιά,ninho
177,Bau::N,φωλιά,toca
178,Bau::N,φωλιά,covil
179,Tier::N,ζώο,animal
180,Herde::N,κοπάδι,rebanho
181,Kuh::N,αγελάδα,vaca
182,Bulle::N,ταύρος,touro
183,Pferd::N,άλογο,cavalo
184,Schaf::N,πρόβατο,ovelha
185,Schwein::N,γουρούνι,porco
186,Hund::N,σκυλί,cão
187,Hund::N,σκύλος,cão
188,Katze::N,γάτα,gata
189,Bär::N,άρκτος,urso
190,Bär::N,αρκούδα,urso
191,Eichhörnchen::N,βερβερίτσα,esquilo
192,Elch::N,άλκη,alce
193,Fuchs::N,αλεπού,raposa
194,Hase::N,λαγός,lebre
195,Maus::N,ποντικός,rato
196,Wolf::N,λύκος,lobo
197,Vogel::N,πουλί,ave
198,Vogel::N,πουλί,pássaro
199,Schwarm::N,σμήνος,bando
200,Schwarm::N,σμήνος,enxame
201,Huhn::N,κότα,galinha
202,Huhn::N,όρνιθα,galinha
203,Hahn::N,πετεινός,galo
204,Gans::N,χήνα,ganso
205,Adler::N,αετός,águia
206,Ente::N,πάπια,pata
207,Eule::N,κουκουβάγια,mocho
208,Eule::N,κουκουβάγια,coruja
209,Kranich::N,γερανός,grou
210,Krähe::N,καρακάξα,gralha
211,Kuckuck::N,κούκος,cuco
212,Schwan::N,κύκνος,cisne
213,Fisch::N,ψάρι,peixe
214,Barsch::N,πέρκα,perca
215,Hecht::N,λούτσος,lúcio
216,Schlange[Tier]::N,φίδι,serpente
217,Wurm::N,σκουλήκι,verme
218,Spinne::N,αράχνη,aranha
219,Ameise::N,μυρμήγκι,formiga
220,Laus::N,ψείρα,piolho
221,Mücke::N,κουνούπι,mosquito
222,Fliege::N,μύγα,mosca
223,Schmetterling::N,πεταλούδα,borboleta
224,Beere::N,ρόγα,bago
225,Apfel::N,μήλο,maçã
226,Pilz::N,μανιτάρι,fungo
227,Pilz::N,μανιτάρι,cogumelo
228,Zwiebel::N,κρεμμύδι,cebola
229,Saat::N,σπόρος,sementeira
230,Korn::N,σπυρί,grão
231,Heu::N,σανός,feno
232,Schale::N,τσόφλι,casca
233,Grube::N,λάκκος,cova
234,Grube::N,λάκκος,fossa
235,Falle::N,παγίδα,armadilha
236,Schlinge::N,θηλειά,laço
237,Spur::N,ίχνος,pista
238,Spur::N,ίχνος,vestígio
239,Asche::N,στάχτη,cinza
240,Dreck::N,βρωμιά,sujidade
241,Eisen::N,σίδερο,ferro
242,Gold::N,μάλαμα,ouro
243,Gold::N,χρυσάφι,ouro
244,Silber::N,ασήμι,prata
245,Silber::N,άργυρος,prata
246,Kohle::N,κάρβουνο,carvão
247,Glas::N,γυαλί,vidro
248,Lehm::N,πηλός,barro
249,Lehm::N,πηλός,argila
250,Sand::N,άμμος,areia
251,Mensch::N,άνθρωπος,homem
252,Mensch::N,άνθρωπος,pessoa
253,Mann::N,άνδρας,homem
254,Frau::N,γυναίκα,mulher
255,Kind::N,παιδί,filho
256,Kind::N,παιδί,criança
257,Junge::N,αγόρι,rapaz
258,Junge::N,αγόρι,menino
259,Mädchen::N,κοπέλα,menina
260,Mädchen::N,κοπέλα,rapariga
261,Mädchen::N,κορίτσι,menina
262,Mädchen::N,κορίτσι,rapariga
263,Familie::N,οικογένεια,família
264,Großvater::N,παππούς,avô
265,Großmutter::N,γιαγιά,avó
266,Eltern::N,γονείς,pais
267,Vater::N,πατέρας,pai
268,Mutter::N,μητέρα,mãe
269,Sohn::N,γιος,filho
270,Tochter::N,κόρη,filha
271,Bruder::N,αδελφός,irmão
272,Schwester::N,αδελφή,irmã
273,Onkel::N,θείος,tio
274,Tante::N,θεία,tia
275,Ehemann::N,σύζυγος,esposo
276,Ehefrau::N,σύζυγος,esposa
277,Freude::N,χαρά,prazer
278,Freude::N,χαρά,alegria
279,Gelächter::N,γέλια,risada
280,Gelächter::N,γέλια,gargalhada
281,Glück::N,ευτυχία,felicidade
282,Kummer::N,έγνοια,aflição
283,Kummer::N,έγνοια,desgosto
284,Wunsch::N,επιθυμία,desejo
285,Lust::N,όρεξη,vontade
286,Geist::N,πνέυμα,mente
287,Geist::N,πνέυμα,espírito
288,Gedanke::N,σκέψη,ideia
289,Gedanke::N,σκέψη,pensamento
290,Gedächtnis::N,μνήμη,memória
291,Verstand::N,νους,razão
292,Verstand::N,νους,inteligência
293,Sinn::N,νόημα,sentido
294,Sinn::N,νόημα,significado
295,Grund::N,λόγος,causa
296,Grund::N,λόγος,motivo
297,Wahrheit::N,αλήθεια,verdade
298,Gespräch::N,συνομιλία,conversa
299,Gespräch::N,συνομιλία,conversação
300,Märchen::N,παραμύθι,conto
301,Erzählung::N,διήγημα,conto
302,Erzählung::N,διήγημα,narrativa
303,Nachricht::N,είδηση,mensagem
304,Neuigkeit::N,νέο,notícia
305,Neuigkeit::N,νέο,novidade
306,Name::N,όνομα,nome
307,Rätsel::N,αίνιγμα,adivinha
308,Rede::N,λόγος,oração
309,Rede::N,λόγος,discurso
310,Rede::N,ομιλία,oração
311,Rede::N,ομιλία,discurso
312,Sprache::N,γλώσσα,língua
313,Stimme::N,φωνή,voz
314,Wort::N,λέξη,palavra
315,Zeichen::N,σημείο,marca
316,Ruf::N,κραυγή,grito
317,Ruf::N,κραυγή,chamada
318,Lärm::N,θόρυβος,ruído
319,Lärm::N,θόρυβος,barulho
320,Laut::N,ήχος,som
321,Ton::N,ήχος,tom
322,Ton::N,τόνος,tom
323,Lied::N,τραγούδι,canção
324,Ruhe::N,ησυχία,calma
325,Ruhe::N,ησυχία,silêncio
326,Leute::N,κόσμος,gente
327,Leute::N,κόσμος,pessoas
328,Leute::N,άνθρωποι,gente
329,Leute::N,άνθρωποι,pessoas
330,Volk::N,λαός,povo
331,Volk::N,λαός,nação
332,Arbeit::N,εργασία,trabalho
333,Gast::N,επισκέπτης,hóspede
334,Gast::N,επισκέπτης,convidado
335,Geschenk::N,δώρο,prenda
336,Geschenk::N,δώρο,presente
337,Spiel::N,παιχνίδι,jogo
338,Gesellschaft::N,κοινωνία,companhia
339,Hilfe::N,βοήθεια,ajuda
340,Hilfe::N,βοήθεια,socorro
341,Freund::N,φίλος,amigo
342,Kamerad::N,σύντροφος,camarada
343,Angelegenheit::N,υπόθεση,assunto
344,Anzahl::N,αριθμός,número
345,Anzahl::N,αριθμός,quantidade
346,Art::N,είδος,tipo
347,Art::N,είδος,espécie
348,Stück::N,κομμάτι,pedaço
349,Teil::N,μέρος,peça
350,Teil::N,μέρος,parte
351,Hälfte::N,μισό,metade
352,Kreis::N,κύκλος,círculo
353,Kreuz::N,σταυρός,cruz
354,Linie::N,γραμμή,linha
355,Strich::N,γραμμή,traço
356,Abstand::N,απόσταση,distância
357,Entfernung::N,απόσταση,distância
358,Gegend::N,περιοχή,área
359,Gegend::N,περιοχή,região
360,Gegend::N,τοποθεσία,área
361,Gegend::N,τοποθεσία,região
362,Platz::N,χώρος,lugar
363,Ort::N,τόπος,sítio
364,Seite::N,πλευρά,lado
365,Mitte::N,μέση,meio
366,Gegenstand::N,αντικείμενο,objecto
367,Sache::N,πράγμα,coisa
368,Rand::N,άκρη,bordo
369,Rand::N,άκρη,margem
370,Rand::N,χείλος,bordo
371,Rand::N,χείλος,margem
372,Kante::N,άκρη,borda
373,Kante::N,άκρη,aresta
374,Ecke::N,γωνιά,esquina
375,Spitze::N,μύτη,ponta
376,Ende::N,άκρη,cabo
377,Ende::N,άκρη,extremo
378,Loch::N,τρύπα,furo
379,Loch::N,τρύπα,buraco
380,Winkel::N,γωνία,canto
381,Winkel::N,γωνία,ângulo
382,Muster::N,σχέδιο,padrão
383,Muster::N,σχέδιο,desenho
384,Größe::N,μέγεθος,tamanho
385,Länge::N,μήκος,comprimento
386,Höhe::N,ύψος,altura
387,Höhe::N,ύψος,altitude
388,Gewicht::N,βάρος,peso
389,Menge::N,ποσότητα,quantidade
390,Haufen::N,σωρός,pilha
391,Reihe::N,αράδα,fila
392,Boot::N,βάρκα,barco
393,Ruder::N,κουπί,remo
394,Schlitten::N,έλκηθρο,trenó
395,Ski::N,σκι,esqui
396,Lagerfeuer::N,φωτιά,fogueira
397,Last::N,φορτίο,carga
398,Gang::N,δρόμος,curso
399,Gang::N,δρόμος,caminhada
400,Schritt::N,βήμα,passo
401,Norden::N,βορράς,norte
402,Süden::N,νότος,sul
403,Westen::N,δύση,oeste
404,Westen::N,δύση,ocidente
405,Osten::N,ανατολή,este
406,Osten::N,ανατολή,leste
407,Osten::N,ανατολή,oriente
408,Holz::N,ξύλο,madeira
409,Brett::N,σανίδι,tábua
410,Brett::N,σανίδι,prancha
411,Platte::N,πλάκα,laje
412,Platte::N,πλάκα,chapa
413,Stütze::N,στήριγμα,apoio
414,Stütze::N,στήριγμα,suporte
415,Stange::N,ραβδί,vara
416,Stange::N,ραβδί,barra
417,Stange::N,κοντός,vara
418,Stange::N,κοντός,barra
419,Stock::N,ξύλο,pau
420,Stock::N,ξύλο,bengala
421,Stock::N,μπαστούνι,pau
422,Stock::N,μπαστούνι,bengala
423,Stab::N,ραβδί,bastão
424,Rohr::N,σωλήνας,cano
425,Haus::N,σπίτι,casa
426,Heim::N,σπίτι,lar
427,Heim::N,σπίτι,casa
428,Ofen::N,σόμπα,estufa
429,Ofen::N,σόμπα,aquecedor
430,Ofen::N,θερμάστρα,estufa
431,Ofen::N,θερμάστρα,aquecedor
432,Fußboden::N,πάτωμα,piso
433,Tisch::N,τραπέζι,mesa
434,Stuhl::N,καρέκλα,cadeira
435,Wiege::N,κούνια,berço
436,Bett::N,κρεβάτι,cama
437,Regal::N,ράφι,estante
438,Regal::N,ράφι,prateleira
439,Kiste::N,κιβώτιο,caixa
440,Fenster::N,παράθυρο,janela
441,Tür::N,πόρτα,porta
442,Tor::N,πύλη,portão
443,Zaun::N,φράχτης,cerca
444,Zaun::N,φράχτης,vedação
445,Dach::N,στέγη,telhado
446,Leiter::N,σκάλα,escada
447,Leiter::N,σκάλα,escada móvel
448,Leiter::N,κλίμακα,escada
449,Leiter::N,κλίμακα,escada móvel
450,Besen::N,σκούπα,vassoura
451,Spaten::N,φτυάρι,pá
452,Schaufel::N,φτυάρι,pá
453,Gabel::N,πιρούνι,garfo
454,Löffel::N,κουτάλι,colher
455,Messer::N,μαχαίρι,faca
456,Nagel::N,καρφί,cravo
457,Netz::N,δίχτυ,rede
458,Haken::N,γάντζος,gancho
459,Haken::N,αγκίστρι,gancho
460,Griff::N,λαβή,asa
461,Griff::N,λαβή,cabo
462,Schloss::N,κλειδαριά,fechadura
463,Bild::N,εικόνα,imagem
464,Figur::N,ανάστημα,figura
465,Puppe::N,κούκλα,boneca
466,Beutel::N,πουγγί,saco
467,Beutel::N,πουγγί,bolsa
468,Bündel::N,δεμάτι,fardo
469,Tasche::N,τσάντα,saco
470,Tasche::N,τσάντα,bolso
471,Eimer::N,κουβάς,balde
472,Deckel::N,καπάκι,tampa
473,Geschirr::N,σκεύη,louça
474,Sack::N,σάκος,saca
475,Tasse::N,φλιτζάνι,chávena
476,Topf::N,χύτρα,tacho
477,Topf::N,χύτρα,panela
478,Kessel::N,καζάνι,caldeira
479,Essen::N,φαγητό,refeição
480,Nahrung::N,τροφή,comida
481,Nahrung::N,τροφή,alimento
482,Speise::N,φαγητό,prato
483,Fleisch::N,κρέας,carne
484,Getreide::N,σιτάρι,cereais
485,Brei::N,χυλός,puré
486,Brot::N,ψωμί,pão
487,Brot::N,άρτος,pão
488,Scheibe::N,φέτα,fatia
489,Fett::N,πάχος,banha
490,Fett::N,πάχος,gordura
491,Butter::N,βούτυρο,manteiga
492,Öl::N,λάδι,azeite
493,Salz::N,αλάτι,sal
494,Suppe::N,σούπα,sopa
495,Suppe::N,σούπα,caldo
496,Honig::N,μέλι,mel
497,Milch::N,γάλα,leite
498,Tee::N,τσάι,chá
499,Leder::N,πετσί,couro
500,Wolle::N,μαλλί,lã
501,Stoff::N,ύφασμα,pano
502,Stoff::N,ύφασμα,tecido
503,Nadel::N,βελόνα,agulha
504,Faden::N,κλωστή,fio
505,Knopf::N,κουμπί,botão
506,Knoten::N,κόμπος,nó
507,Farbe::N,μπογιά,corante
508,Kleidung::N,ρούχα,roupa
509,Kleidung::N,ρούχα,vestuário
510,Kleidung::N,ενδυμασία,roupa
511,Kleidung::N,ενδυμασία,vestuário
512,Hemd::N,πουκάμισο,camisa
513,Kragen::N,κολάρο,gola
514,Ärmel::N,μανίκι,manga
515,Hose::N,πανταλόνι,calça
516,Gürtel::N,ζώνη,cinto
517,Mütze::N,σκούφος,boné
518,Mütze::N,σκούφος,barrete
519,Schuh::N,παπούτσι,sapato
520,Stiefel::N,μπότα,bota
521,Ring::N,δαχτυλίδι,anel
522,Band::N,κορδέλα,fita
523,Band::N,κορδέλα,faixa
524,Kamm::N,χτένα,pente
525,Spiegel::N,καθρέφτης,espelho
526,Riemen::N,λουρί,correia
527,Schnur::N,κορδόνι,corda
528,Schnur::N,κορδόνι,cordel
529,Leine::N,σχοινί,trela
530,Decke::N,κουβέρτα,cobertor
531,Kissen::N,μαξιλάρι,almofada
532,Tuch::N,πανί,pano
533,Tuch::N,μαντήλι,pano
534,Handtuch::N,πετσέτα,toalha
535,Kraft::N,δύναμη,força
536,Stärke::N,ισχύς,força
537,Stärke::N,δύναμη,força
538,Gesundheit::N,υγεία,saúde
539,Krankheit::N,αρρώστια,doença
540,Krankheit::N,αρρώστια,enfermidade
541,Schmerz::N,πόνος,dor
542,Wunde::N,πληγή,chaga
543,Wunde::N,πληγή,ferida
544,Fieber::N,πυρετός,febre
545,Arznei::N,φάρμακο,remédio
546,Brücke::N,γέφυρα,ponte
547,Brunnen::N,πηγάδι,poço
548,Weide::N,βοσκή,pastagem
549,Pfad::N,μονοπάτι,senda
550,Pfad::N,μονοπάτι,trilho
551,Weg::N,δρόμος,caminho
552,Straße::N,οδός,via
553,Straße::N,οδός,estrada
554,Straße::N,δρόμος,via
555,Straße::N,δρόμος,estrada
556,Dorf::N,χωριό,aldeia
557,Stadt::N,πόλη,cidade
558,Brief::N,γράμμα,carta
559,Brief::N,επιστολή,carta
560,Buch::N,βιβλίο,livro
561,Buchstabe::N,γράμμα,letra
562,Zeitung::N,εφημερίδα,jornal
563,Leben::N,ζωή,vida
564,Leben::N,βίος,vida
565,Tod::N,θάνατος,morte
566,Grab::N,τάφος,túmulo
567,Grab::N,τάφος,sepultura
568,Kirche::N,εκκλησία,igreja
569,Sünde::N,αμαρτία,pecado
570,Gott::N,θεός,deus
571,Arbeiter::N,εργάτης,operário
572,Arbeiter::N,εργάτης,trabalhador
573,Chef::N,προϊστάμενος,chefe
574,Chef::N,προϊστάμενος,patrão
575,Meister::N,μάστορας,mestre
576,Meister::N,αρχιτεχνίτης,mestre
577,Arzt::N,γιατρός,médico
578,Lehrer::N,δάσκαλος,professor
579,Geld::N,λεφτά,dinheiro
580,Geld::N,χρήματα,dinheiro
581,Geschäft::N,συναλλαγή,negócio
582,Laden::N,μαγαζί,loja
583,Laden::N,κατάστημα,loja
584,Preis::N,τιμή,preço
585,Ware::N,εμπόρευμα,mercadoria
586,Nutzen::N,όφελος,proveito
587,Reichtum::N,πλούτος,riqueza
588,Welt::N,κόσμος,mundo
589,Land::N,χώρα,país
590,Staat::N,κράτος,Estado
591,Staat::N,πολιτεία,Estado
592,König::N,βασιλιάς,rei
593,Macht::N,εξουσία,poder
594,Macht::N,εξουσία,potência
595,Grenze::N,σύνορα,fronteira
596,Krieg::N,πόλεμος,guerra
597,Feind::N,εχθρός,inimigo
598,Gewalt::N,βία,violência
599,Kampf::N,αγώνας,luta
600,Kampf::N,αγώνας,combate
601,Bogen[Waffe]::N,τόξο,arco
602,Pfeil::N,σαΐτα,seta
603,Pfeil::N,σαΐτα,flecha
604,Gewehr::N,τουφέκι,espingarda
605,Fehler::N,λάθος,erro
606,Fehler::N,λάθος,falha
607,Fehler::N,σφάλμα,erro
608,Fehler::N,σφάλμα,falha
609,Lüge::N,ψέμα,mentira
610,Lüge::N,ψεύδος,mentira
611,Schaden::N,ζημία,dano
612,Schaden::N,ζημία,estrago
613,Unglück::N,δυστυχία,desgraça
614,Schuld::N,ενοχή,culpa
615,Schuld::N,φταίξιμο,culpa
616,Alter::N,ηλικία,idade
617,Schluss::N,τέλος,fim
618,Zeit::N,χρόνος,tempo
619,Tag::N,μέρα,dia
620,Tag::N,ημέρα,dia
621,Morgen::N,πρωί,manhã
622,Mittag::N,μεσημέρι,meio-dia
623,Abend::N,βράδυ,noite
624,Abend::N,βράδυ,tardinha
625,Nacht::N,νύχτα,noite
626,Woche::N,εβδομάδα,semana
627,Monat::N,μήνας,mês
628,Jahr::N,έτος,ano
629,Jahr::N,χρόνος,ano
630,Frühling::N,άνοιξη,primavera
631,Sommer::N,καλοκαίρι,verão
632,Herbst::N,φθινόπωρο,outono
633,Winter::N,χειμώνας,inverno
634,Januar::N,Ιανουάριος,Janeiro
635,Februar::N,Φεβρουάριος,Fevereiro
636,März::N,Μάρτιος,Março
637,April::N,Απρίλιος,Abril
638,Mai::N,Μάιος,Maio
639,Juni::N,Ιούνιος,Junho
640,Juli::N,Ιούλιος,Julho
641,August::N,Αύγουστος,Agosto
642,September::N,Σεπτέμβριος,Setembro
643,Oktober::N,Οκτώβριος,Outubro
644,November::N,Νοέμβριος,Novembro
645,Dezember::N,Δεκέμβριος,Dezembro
646,Montag::N,Δευτέρα,segunda-feira
647,Dienstag::N,Τρίτη,terça-feira
648,Mittwoch::N,Τετάρτη,quarta-feira
649,Donnerstag::N,Πέμπτη,quinta-feira
650,Freitag::N,Παρασκευή,sexta-feira
651,Samstag::N,Σάββατο,sábado
652,Sonntag::N,Κυριακή,domingo
653,groß::A,μεγάλος,grande
654,klein::A,μικρός,pequeno
655,lang::A,μακρύς,comprido
656,kurz::A,κοντός,curto
657,breit::A,φαρδύς,largo
658,schmal::A,στενός,estreito
659,dicht::A,πυκνός,denso
660,dick[Gegenstand]::A,παχύς,grosso
661,dick[Gegenstand]::A,χοντρός,grosso
662,dünn::A,ψιλός,delgado
663,dünn::A,λεπτός,delgado
664,fein::A,ψιλός,fino
665,fein::A,ψιλός,subtil
666,fest::A,στερεός,firme
667,fest::A,στερεός,sólido
668,flach::A,επίπεδος,plano
669,glatt::A,λείος,liso
670,glatt::A,ομαλός,liso
671,hart::A,σκληρός,duro
672,weich::A,μαλακός,mole
673,rund::A,στρογγυλός,redondo
674,spitz::A,μυτερός,agudo
675,scharf::A,κοφτερός,afiado
676,stumpf::A,αμβλύς,rombo
677,schwer::A,βαρύς,pesado
678,schön::A,ωραίος,belo
679,schön::A,ωραίος,bonito
680,schön::A,όμορφος,belo
681,schön::A,όμορφος,bonito
682,heiß::A,ζεστός,quente
683,warm::A,θερμός,quente
684,kalt::A,κρύος,frio
685,kalt::A,ψυχρός,frio
686,kühl::A,δροσερός,fresco
687,frisch::A,νωπός,fresco
688,frisch::A,φρέσκος,fresco
689,feucht::A,υγρός,húmido
690,nass::A,βρεγμένος,molhado
691,trocken::A,ξηρός,seco
692,trocken::A,στεγνός,seco
693,voll::A,γεμάτος,cheio
694,leer::A,άδειος,vazio
695,offen::A,ανοιχτός,aberto
696,geschlossen::A,κλειστός,fechado
697,sauber::A,καθαρός,limpo
698,schmutzig::A,βρώμικος,sujo
699,schmutzig::A,λερωμένος,sujo
700,roh::A,ωμός,cru
701,reif::A,ώριμος,maduro
702,lecker::A,νόστιμος,delicioso
703,süß::A,γλυκός,doce
704,bitter::A,πικρός,amargo
705,sauer::A,ξινός,azedo
706,hell::A,φωτεινός,claro
707,dunkel::A,σκοτεινός,escuro
708,dunkel::A,σκοτεινός,sombrio
709,schwarz::A,μαύρος,preto
710,schwarz::A,μελανός,preto
711,weiß::A,άσπρος,branco
712,rot::A,κόκκινος,vermelho
713,gelb::A,κίτρινος,amarelo
714,blau::A,μπλε,azul
715,blau::A,γαλανός,azul
716,grün::A,πράσινος,verde
717,grau::A,γκρίζος,cinzento
718,bunt::A,ποικιλόχρωπος,colorido
719,billig::A,φτηνός,barato
720,teuer::A,ακριβός,caro
721,wertvoll::A,πολύτιμος,valioso
722,wertvoll::A,πολύτιμος,precioso
723,blind::A,τυφλός,cego
724,taub::A,κουφός,surdo
725,kräftig::A,δυνατός,forte
726,kräftig::A,δυνατός,poderoso
727,stark::A,γερός,forte
728,stark::A,γερός,robusto
729,schwach::A,αδύνατος,débil
730,fett::A,παχύς,gordo
731,schlank::A,λεπτός,esbelto
732,schlank::A,λυγερός,esbelto
733,hübsch::A,όμορφος,giro
734,hübsch::A,όμορφος,bonito
735,hübsch::A,χαριτωμένος,giro
736,hübsch::A,χαριτωμένος,bonito
737,böse::A,κακός,mau
738,dumm::A,κουτός,parvo
739,dumm::A,κουτός,estúpido
740,dumm::A,ανόητος,parvo
741,dumm::A,ανόητος,estúpido
742,faul::A,τεμπέλης,preguiçoso
743,fleißig::A,εργατικός,aplicado
744,fleißig::A,εργατικός,diligente
745,geizig::A,τσιγγούνης,avarento
746,klug::A,έξυπνος,prudente
747,klug::A,έξυπνος,inteligente
748,geschickt::A,επιδέξιος,hábil
749,lieb::A,φίλος,caro
750,lieb::A,φίλος,querido
751,lieb::A,αγαπητός,caro
