,Concept_ID,vep,cv
92,Eis::N,jä,пӑр
93,Frost::N,hala,сивӗ
94,Frost::N,pakaine,сивӗ
95,Kälte::N,vilu,сивӗ
96,Hitze::N,räk,вӗри
97,Hitze::N,räk,шӑрӑх
98,Raureif::N,hüde,пас
99,Regenbogen::N,jumalanbembel',асамат кӗперӗ
100,Donner::N,juru,аслати
101,Donner::N,jumalanjuru,аслати
102,Strömung::N,joksmuz,юхӑ
103,Tropfen::N,tilkuine,тумлам
104,Schaum::N,vaht,кӑпӑк
105,Schmutz::N,redu,пылчӑк
106,Schmutz::N,pačak,пылчӑк
107,See::N,järv,кӳлӗ
108,Sumpf::N,so,шур
109,Sumpf::N,so,шурлӑх
110,Moor::N,so,торфлӑ шурлӑх
111,Wiese::N,nit,улӑх
112,Wiese::N,nit,ҫаран
113,Wald::N,mec,вӑрман
114,Hügel::N,kukaz,сӑрт
115,Hügel::N,kukaz,тӗмеске
116,Anhöhe::N,kukaz,сӑрт
117,Berg::N,mägi,ту
118,Gipfel::N,ladv,тӳпе
119,Höhle::N,mägionduz,ҫӗр хӑвӑлӗ
120,Abhang::N,paute,тӑвайкки
121,Quelle::N,lähte,ҫӑл куҫ
122,Bach::N,oja,пӗчӗк шыв
123,Fluss::N,jogi,юхан шыв
124,Ufer::N,rand,ҫыран
125,Küste::N,randišt,тинӗс ҫыранӗ
126,Festland::N,kuivma,тип ҫӗр
127,Meer::N,meri,тинӗс
128,Bucht::N,laht,тинӗс кукӑрӗ
129,Insel::N,sar',утрав
130,Blume::N,änik,чечек
131,Gras::N,hein,курӑк
132,Wurzel::N,jur',тымар
133,Baum::N,pu,йывӑҫ
134,Stamm::N,tüvi,вулӑ
135,Rinde::N,kor',хуйӑр
136,Ast::N,oks,турат
137,Zweig::N,oks,турат
138,Zweig::N,barb,турат
139,Blatt::N,lehtez,ҫулҫӑ
140,Birke::N,koiv,хурӑн
141,Kiefer[Baum]::N,pedai,хыр
142,Weide[Baum]::N,raid,хӑва
143,Tanne::N,kuz',чӑрӑш
144,Horn::N,sar'v,мӑйрака
145,Feder::N,höuneh,тӗк
146,Fell::N,nahk,ҫӑм
147,Flügel::N,suug,ҫунат
148,Klaue::N,künz',чӗрне
149,Kralle::N,künz',ура
150,Schwanz::N,händ,хӳре
151,Ei::N,muna,ҫӑмарта
152,Nest::N,peza,йӑва
153,Bau::N,uru,йӗнӗ
154,Tier::N,živat,выльӑх
155,Herde::N,kogo,кӗтӳ
156,Kuh::N,lehm,ӗне
157,Bulle::N,härg,вӑкӑр
158,Pferd::N,hebo,лаша
159,Schaf::N,lambaz,сурӑх
160,Schwein::N,siga,сысна
161,Hund::N,koir,йытӑ
162,Katze::N,kaži,кушак
163,Bär::N,kondi,упа
164,Eichhörnchen::N,orav,пакша
165,Elch::N,hirb',пӑши
166,Fuchs::N,reboi,тилӗ
167,Hase::N,jäniš,куян
168,Hase::N,jäniš,мулкач
169,Maus::N,hir',шӑши
170,Wolf::N,händikaz,кашкӑр
171,Vogel::N,lind,кайӑк
172,Vogel::N,lind,вӗҫен кайӑк
173,Schwarm::N,parveh,ушкӑн
174,Huhn::N,kana,чӑх
175,Huhn::N,kana,чӑхӑ
176,Hahn::N,kukoi,автан
177,Gans::N,hanh',хур
178,Adler::N,orl,ӑмӑрт кайӑк
179,Ente::N,sorz,кӑвакал
180,Eule::N,hir'pulo,тӑмана
181,Kranich::N,kurg,тӑрна
182,Krähe::N,variš,ула курак
183,Kuckuck::N,kägi,куккук
184,Schwan::N,joucen,акӑш
185,Fisch::N,kala,пулӑ
186,Barsch::N,ahven,уланкӑ
187,Hecht::N,haug',ҫӑрттан
188,Schlange[Tier]::N,kü,ҫӗлен
189,Schlange[Tier]::N,mado,ҫӗлен
190,Wurm::N,mado,ӑман
191,Spinne::N,hämähouk,эрешмен
192,Ameise::N,murahaine,кӑткӑ
193,Laus::N,täi,пыйтӑ
194,Mücke::N,säs'k,вӑрӑм туна
195,Fliege::N,kärbhaine,шӑна
196,Schmetterling::N,lipkaine,лӗпӗш
197,Beere::N,marj,ҫырла
198,Apfel::N,jablok,улма
199,Apfel::N,jablok,пан улми
200,Pilz::N,sen',кӑмпа
201,Pilz::N,babuk,кӑмпа
202,Zwiebel::N,lauk,сухан
203,Saat::N,semned,вӑрӑ
204,Korn::N,jüvä,тӗшӗ
205,Korn::N,jüvä,пӗрчӗ
206,Korn::N,vill',тӗшӗ
207,Korn::N,vill',пӗрчӗ
208,Heu::N,hein,утӑ
209,Schale::N,kor',хупӑ
210,Grube::N,kop,шӑтӑк
211,Falle::N,rida,тапӑ
212,Falle::N,rida,капкӑн
213,Schlinge::N,rihm,йӑлӑ
214,Spur::N,jäl'g,йӗр
215,Asche::N,tuhk,кӗл
216,Dreck::N,redu,пылчӑк
217,Dreck::N,pačak,пылчӑк
218,Eisen::N,raud,тимӗр
219,Gold::N,kuld,ылтӑн
220,Silber::N,hobed,кӗмӗл
221,Kohle::N,hil',кӑмрӑк
222,Glas::N,stökol,кӗленче
223,Lehm::N,savi,тӑм
224,Sand::N,lete,хӑйӑр
225,Mensch::N,mez',ҫын
226,Mensch::N,mez',этем
227,Mensch::N,ristit,ҫын
228,Mensch::N,ristit,этем
229,Mann::N,mez',ар
230,Frau::N,naine,хӗрарӑм
231,Kind::N,laps',ача
232,Junge::N,poig,ача
233,Junge::N,poig,ар ҫын ача
234,Junge::N,prihaine,ача
235,Junge::N,prihaine,ар ҫын ача
236,Mädchen::N,neičukaine,хӗр ача
237,Familie::N,kanz,ҫемье
238,Familie::N,kanz,кил-йыш
239,Familie::N,pereh,ҫемье
240,Familie::N,pereh,кил-йыш
241,Großvater::N,ded,кукаҫи
242,Großmutter::N,bab,кукамай
243,Eltern::N,vanhembad,аҫа-ама
244,Eltern::N,kazvatajad,аҫа-ама
245,Vater::N,tat,атте
246,Mutter::N,mam,анне
247,Sohn::N,poig,ывӑл
248,Tochter::N,tütär,хӗр
249,Bruder::N,veik,ар тӑван
250,Bruder::N,vell',ар тӑван
251,Schwester::N,čiža,аппа
252,Schwester::N,čiža,йӑмӑк
253,Schwester::N,sizar,аппа
254,Schwester::N,sizar,йӑмӑк
255,Onkel::N,däd',мучи
256,Onkel::N,däd',пичче
257,Tante::N,tädi,аппа
258,Ehemann::N,mužik,упӑшка
259,Ehefrau::N,ak,арӑм
260,Freude::N,ilo,савӑнӑҫ
261,Freude::N,ilo,хаваслӑх
262,Freude::N,ihastuz,савӑнӑҫ
263,Freude::N,ihastuz,хаваслӑх
264,Gelächter::N,nagr,кулӑ
265,Glück::N,oza,телей
266,Glück::N,oza,ӑраскал
267,Kummer::N,gor'a,хурлӑх
268,Wunsch::N,taht,ӗмӗт
269,Wunsch::N,taht,кӑмӑл
270,Lust::N,himo,кӑмӑл
271,Geist::N,heng,чун-чӗм
272,Geist::N,heng,ыр-усал
273,Geist::N,heng,чун хавалӗ
274,Gedanke::N,meletuz,шухӑш
275,Gedächtnis::N,mušt,ас
276,Verstand::N,mel',ӑс
277,Verstand::N,mel',ӑс-тӑн
278,Verstand::N,mel',ӑс-хакӑл
279,Sinn::N,jüvä,тупсӑм
280,Sinn::N,jüvä,пӗлтерӗш
281,Grund::N,sü,сӑлтав
282,Wahrheit::N,tozi,чӑнлӑх
283,Gespräch::N,lodu,калаҫу
284,Gespräch::N,pagin,калаҫу
285,Märchen::N,sarn,юмах
286,Erzählung::N,sanutez,акалав
287,Erzählung::N,sanutez,каласа пани
288,Nachricht::N,tedotuz,хыпар
289,Neuigkeit::N,uzištuz,ҫӗнӗ хыпар
290,Name::N,nimi,ят
291,Rätsel::N,ozoitez,сутмалли юмах
292,Rede::N,pagin,сӑмах
293,Rede::N,sanad,сӑмах
294,Sprache::N,kel',чӗлхе
295,Stimme::N,än',сасӑ
296,Wort::N,sana,сӑмах
297,Zeichen::N,znam,паллӑ
298,Ruf::N,kida,йыхрав
299,Ruf::N,kida,чӗнӳ
300,Ruf::N,kucund,йыхрав
301,Ruf::N,kucund,чӗнӳ
302,Lärm::N,judu,шав
303,Laut::N,kulund,сасӑ
304,Ton::N,kulund,сасӑ
305,Lied::N,pajo,юрӑ
306,Ruhe::N,lebu,канӑҫлӑх
307,Ruhe::N,lebu,лӑпкӑлӑх
308,Leute::N,rahvaz,ҫамрӑксем
309,Leute::N,rahvaz,ҫамрӑк ҫынсем
310,Volk::N,rahvaz,халӑх
311,Arbeit::N,tö,ӗҫхӗл
312,Arbeit::N,tö,ӗҫлев
313,Arbeit::N,rad,ӗҫхӗл
314,Arbeit::N,rad,ӗҫлев
315,Gast::N,adiv,хӑна
316,Geschenk::N,lahj,парне
317,Geschenk::N,lahj,кучченеҫ
318,Spiel::N,vänd,вӑйӑ
319,Gesellschaft::N,sebr,общество
320,Hilfe::N,abu,пулӑшу
321,Freund::N,sebranik,тус
322,Kamerad::N,sebranik,юлташ
323,Kamerad::N,sebranik,тус
324,Angelegenheit::N,azj,ӗҫ
325,Anzahl::N,lugu,йыш
326,Anzahl::N,lugu,хисеп
327,Art::N,rod,тӗс
328,Art::N,rodsugu,тӗс
329,Stück::N,pala,татӑк
330,Stück::N,supal,татӑк
331,Teil::N,pala,пай
332,Hälfte::N,pol',ҫурӑ
333,Kreis::N,ümbruz,ункӑ
334,Kreis::N,ümbruz,ҫавракӑш
335,Kreis::N,kehkruz,ункӑ
336,Kreis::N,kehkruz,ҫавракӑш
337,Kreuz::N,rist,хӗрес
338,Linie::N,pird,йӗр
339,Strich::N,pird,йӗр
340,Abstand::N,keskust,хушӑ
341,Entfernung::N,matk,хушӑ
342,Gegend::N,taho,вырӑн
343,Platz::N,avaruz',хутлӑх
344,Ort::N,koht,вырӑн
345,Seite::N,pol',ен
346,Seite::N,pol',аяк
347,Seite::N,pol',айӑк
348,Seite::N,kül'g,ен
349,Seite::N,kül'g,аяк
350,Seite::N,kül'g,айӑк
351,Mitte::N,kesk,варӑ
352,Gegenstand::N,kalu,япала
353,Sache::N,azj,япала
354,Rand::N,röun,вӗҫ
355,Rand::N,röun,хӗрӗ
356,Rand::N,röun,хӗрри
357,Kante::N,röun,хайкача
358,Kante::N,röun,хысак
359,Ecke::N,saum,кӗтес
360,Spitze::N,agjaine,вӗҫ
361,Ende::N,agj,вӗҫ
362,Loch::N,reig,шӑтӑк
363,Winkel::N,čoga,кӗтес
364,Winkel::N,saum,кӗтес
365,Muster::N,kirjam,эреш
366,Größe::N,suruz',пысӑкӑш
367,Länge::N,piduz,вӑрӑмӑш
368,Höhe::N,korktuz',ҫӳллӗш
369,Gewicht::N,jügu,виҫе
370,Gewicht::N,jügu,йывӑрӑш
371,Gewicht::N,vedäduz,виҫе
372,Gewicht::N,vedäduz,йывӑрӑш
373,Menge::N,äjüz',йыш
374,Haufen::N,kogo,купа
375,Reihe::N,rivi,рет
376,Boot::N,veneh,кимӗ
377,Ruder::N,air,кӗсмен
378,Schlitten::N,regi,ҫуна
379,Schlitten::N,regut,ҫуна
380,Ski::N,suks',йӗлтӗр
381,Lagerfeuer::N,nodj,вут
382,Lagerfeuer::N,nodj,кӑвайт
383,Lagerfeuer::N,pažag,вут
384,Lagerfeuer::N,pažag,кӑвайт
385,Last::N,jüguz,сулмаклӑх
386,Last::N,jüguz,йывӑр япала
387,Gang::N,astund,куҫӑм
388,Schritt::N,hašk,утӑм
389,Schritt::N,hašk,пусӑм
390,Norden::N,pohjoine,ҫурҫӗр
391,Süden::N,suvi,кӑнтӑр
392,Westen::N,päivlaskm,анӑҫ
393,Westen::N,päivlaskm,хӗвел анӑҫ
394,Osten::N,päivnouzm,хӗвел тухӑҫ
395,Holz::N,pu,йывӑҫ
396,Brett::N,laud,хӑма
397,Platte::N,keitim,плита
398,Stütze::N,tugi,ура
399,Stange::N,arz',шерте
400,Stock::N,kalu,патак
401,Stab::N,seibaz,шӑчӑ
402,Rohr::N,torv,пӑрӑх
403,Haus::N,pert',ҫурт
404,Heim::N,kodi,кил
405,Ofen::N,päč,кӑмака
406,Fußboden::N,lava,урай
407,Tisch::N,laud,сӗтел
408,Tisch::N,stal'c,сӗтел
409,Stuhl::N,ištim,пукан
410,Wiege::N,kätte,сӑпка
411,Bett::N,sija,кравать
412,Bett::N,magaduzsija,кравать
413,Regal::N,palič,ҫӳлӗк
414,Regal::N,palič,сентре
415,Kiste::N,mülütim,ещӗк
416,Kiste::N,mülütim,сунтӑх
417,Fenster::N,ikun,чӳрече
418,Tür::N,uks',алӑк
419,Tor::N,verai,хапха
420,Zaun::N,aid,хӳме
421,Dach::N,katuz,тӑрӑ
422,Leiter::N,pordhad,пусма
423,Besen::N,lud,шӑпӑр
424,Besen::N,vast,шӑпӑр
425,Spaten::N,labid,кӗреҫе
426,Schaufel::N,labid,кӗреҫе
427,Gabel::N,hangoine,вилка
428,Löffel::N,luzik,кашӑк
429,Messer::N,veič,ҫӗҫӗ
430,Nagel::N,nagl,пӑта
431,Netz::N,verk,тетел
432,Haken::N,kouk,йӑрхах
433,Haken::N,kouk,ҫекӗл
434,Griff::N,kägä,хӑлӑп
435,Griff::N,varz',хӑлӑп
436,Schloss::N,lukkol,ҫӑра
437,Bild::N,kuva,сӑн
438,Bild::N,kuva,сӑнлӑх
439,Bild::N,kuva,картина
440,Figur::N,figur,кӗлетке
441,Puppe::N,tätüine,пукане
442,Beutel::N,havad,михӗ
443,Bündel::N,toppaz,ҫыхӑ
444,Bündel::N,toppaz,тӗрке
445,Bündel::N,käč,ҫыхӑ
446,Bündel::N,käč,тӗрке
447,Tasche::N,sumk,сумка
448,Eimer::N,vädr,витре
449,Deckel::N,katuz,хупӑ
450,Geschirr::N,astii,савӑт-сапа
451,Sack::N,havad,михӗ
452,Tasse::N,čašk,курка
453,Topf::N,pada,кастрюль
454,Kessel::N,katil,хуран
455,Essen::N,sönd,апат
456,Nahrung::N,söm,апат-ҫимӗс
457,Speise::N,sömine,апат
458,Speise::N,sömine,ҫимӗҫ
459,Fleisch::N,liha,аш
460,Fleisch::N,liha,какай
461,Getreide::N,vill',тырӑ
462,Brei::N,pudr,пӑтӑ
463,Brot::N,leib,ҫӑкӑр
464,Scheibe::N,bibaleh,чӗлӗ
465,Scheibe::N,bibaleh,касӑк
466,Scheibe::N,šlik,чӗлӗ
467,Scheibe::N,šlik,касӑк
468,Fett::N,razv,ҫу
469,Butter::N,voi,ҫу
470,Öl::N,voi,ҫу
471,Salz::N,sol,тӑвар
472,Suppe::N,lem',яшка
473,Suppe::N,keitoz,яшка
474,Honig::N,mezi,пыл
475,Milch::N,maid,сӗт
476,Tee::N,čai,чей
477,Leder::N,nahk,сӑран
478,Wolle::N,vill,ҫӑм
479,Stoff::N,kangaz,тӗртӗм
480,Nadel::N,negl,йӗп
481,Faden::N,nit',ҫип
482,Knopf::N,nübl',тӳме
483,Knoten::N,sol'm,йӑлӑ
484,Farbe::N,muju,сӑрӑ
485,Kleidung::N,sobad,тум
486,Kleidung::N,sobad,ҫипуҫ
487,Kleidung::N,sobad,тум-тир
488,Hemd::N,paid,кӗпе
489,Kragen::N,kagluz,ҫуха
490,Ärmel::N,hijam,ҫанӑ
491,Hose::N,štanad,шӑлавар
492,Gürtel::N,vö,пиҫиххи
493,Mütze::N,šapuk,ҫӗлӗк
494,Schuh::N,keng',пушмак
495,Schuh::N,keng',ботинок
496,Stiefel::N,sapug,атӑ
497,Ring::N,rengaz,ҫӗрӗ
498,Band::N,lentaine,хаю
499,Band::N,lentaine,йӗсме
500,Kamm::N,suga,тура
501,Spiegel::N,zerkol,тӗкӗр
502,Spiegel::N,zerkol,куҫ кӗски
503,Riemen::N,vö,чӗн
504,Schnur::N,nor,кантра
505,Leine::N,talutimnor,касмӑк
506,Decke::N,sijakatuz,утиял
507,Kissen::N,pöluz,ҫытар
508,Kissen::N,pöluz,минтер
509,Tuch::N,paik,тутӑр
510,Handtuch::N,käzipaik,ал шӑлли
511,Kraft::N,vägi,вӑй
512,Kraft::N,vägi,хӑват
513,Stärke::N,vahvuz',хал
514,Stärke::N,vahvuz',хӑват
515,Gesundheit::N,tervhuz,хал
516,Gesundheit::N,tervhuz,сывлӑх
517,Krankheit::N,läžund,чир
518,Schmerz::N,kibu,ырату
519,Wunde::N,čapatez,суран
520,Fieber::N,säru,сив чир
521,Arznei::N,zel'l',эмел
522,Brücke::N,sild,кӗпер
523,Brunnen::N,kaiv,ҫӑл
524,Brunnen::N,kaiv,пусӑ
525,Weide::N,omaluine,ҫаран
526,Pfad::N,tehut,йӗр
527,Pfad::N,tehut,сукмак
528,Weg::N,te,ҫул
529,Weg::N,te,ҫул-йӗр
530,Straße::N,te,ҫӳрев
531,Straße::N,te,ҫул ҫӳрени
532,Dorf::N,külä,ял
533,Stadt::N,lidn,хула
534,Brief::N,kirjeine,ҫыру
535,Buch::N,kirj,кӗнеке
536,Buchstabe::N,kirjam,сас палли
537,Zeitung::N,lehtez,хаҫат
538,Leben::N,elo,пурнӑҫ
539,Tod::N,surm,вилӗм
540,Grab::N,kaum,масар шӑтӑкӗ
541,Kirche::N,jumalanpert',чиркӳ
542,Sünde::N,grähk,ҫылӑх
543,Gott::N,jumal,турӑ
544,Arbeiter::N,radnik,рабочи
545,Chef::N,pämez',пуҫлӑх
546,Meister::N,mastar,ӑста
547,Meister::N,mastar,мастер
548,Arzt::N,lekar',врач
549,Arzt::N,lekar',тухтӑр
550,Lehrer::N,opendai,учитель
551,Lehrer::N,opendai,вӗрентекен
552,Geld::N,rahad,укҫа
553,Geschäft::N,biznes,бизнес
554,Laden::N,lauk,магазин
555,Preis::N,arv,хак
556,Ware::N,tavar,тавар
557,Nutzen::N,liža,пайта
558,Reichtum::N,kodielo,мул
559,Reichtum::N,kal'huz',мул
560,Welt::N,mail'm,тӗнче
561,Land::N,ma,ҫӗр-шыв
562,Staat::N,valdkund,патшàлӑх
563,König::N,kunigaz,король
564,Macht::N,vald,власть
565,Grenze::N,röun,чикӗ
566,Krieg::N,soda,вӑрҫӑ
567,Feind::N,vihanik,тӑшман
568,Feind::N,vastustai,тӑшман
569,Gewalt::N,vägivald,ирӗксӗрлӳ
570,Kampf::N,tora,кӗрешӳ
571,Bogen[Waffe]::N,taug,ухӑ
572,Pfeil::N,nol,ҫӗмрен
573,Pfeil::N,nol,ухӑ йӗппи
574,Gewehr::N,oružj,пӑшал
575,Fehler::N,viga,йӑнӑш
576,Lüge::N,kelastuz,суя
577,Lüge::N,kelastuz,ултав
578,Schaden::N,pahuz',сиен
579,Unglück::N,bed,шар
580,Unglück::N,bed,инкек
581,Unglück::N,gor'a,шар
582,Unglück::N,gor'a,инкек
583,Schuld::N,värhuz',айӑп
584,Alter::N,igä,ҫул шучӗ
585,Schluss::N,lop,пӗтни
586,Schluss::N,lop,пӗтмӗш
587,Zeit::N,aig,вӑхӑт
588,Tag::N,päiv,кун
589,Morgen::N,homendez,ир
590,Mittag::N,keskpäiv,кӑнтӑрла
591,Abend::N,eht,каҫ
592,Nacht::N,ö,каҫ
593,Woche::N,nedal',эрне
594,Monat::N,ku,уйӑх
595,Jahr::N,voz',ҫулталӑк
596,Frühling::N,keväz',ҫур
597,Frühling::N,keväz',ҫуркунне
598,Sommer::N,keza,ҫу
599,Sommer::N,keza,ҫулла
600,Herbst::N,sügüz',кӗр
601,Herbst::N,sügüz',кӗркунне
602,Winter::N,tal'v,хӗл
603,Winter::N,tal'v,хӗлле
604,Januar::N,viluku,январь
605,Februar::N,uhoku,февраль
606,Februar::N,uhoku,кӗҫӗн кӑрлач
607,März::N,keväz'ku,март
608,März::N,keväz'ku,пуш уйӑхӗ
609,April::N,sulaku,апрель
610,Mai::N,semendku,май
611,Juni::N,kezaku,июнь
612,Juli::N,heinku,июль
613,August::N,eloku,август
614,September::N,sügüz'ku,сентябрь
615,September::N,sügüz'ku,авӑн уйӑхӗ
616,Oktober::N,reduku,октябрь
617,November::N,kül'mku,ноябрь
618,Dezember::N,tal'vku,раштав
619,Dezember::N,tal'vku,декабрь
620,Montag::N,ezmärg,тунти кун
621,Dienstag::N,tožnarg,ытлари кун
622,Mittwoch::N,koumanz'päiv,юн кун
623,Donnerstag::N,nellänz'päiv,кӗҫнерни кун
624,Freitag::N,pätnič,эрне кун
625,Freitag::N,videnz'päiv,эрне кун
626,Samstag::N,sobat,шӑмат кун
627,Sonntag::N,pühäpäiv,вырсарни кун
628,groß::A,sur',пысӑк
629,groß::A,järed,пысӑк
630,klein::A,pen',пӗчӗк
631,klein::A,pičuine,пӗчӗк
632,lang::A,pit'k,вӑрӑм
633,kurz::A,lühüd,кӗске
634,breit::A,leved,сарлака
635,schmal::A,kaid,ансӑр
636,dicht::A,tihed,йӑвӑ
637,dick[Gegenstand]::A,paks,хулӑн
638,dünn::A,hoik,ҫинҫе
639,dünn::A,hoik,ҫӳхе
640,fein::A,hen,тарай
641,fein::A,hen,вӗлтӗрти
642,fest::A,luja,тӗреклӗ
643,fest::A,ninev,тӗреклӗ
644,flach::A,lapak,лаптак
645,glatt::A,siled,такӑр
646,hart::A,kova,хытӑ
647,weich::A,pehmed,ҫемҫе
648,rund::A,kehker,ҫавра
649,spitz::A,nügu,шӗвӗр
650,spitz::A,terav,шӗвӗр
651,scharf::A,terav,ҫивӗч
652,stumpf::A,tül'c,мӑка
653,stumpf::A,tül'c,пуклак
654,stumpf::A,tül'c,тӗрӗнчӗк
655,stumpf::A,tül'c,ӑнкарусӑр
656,schwer::A,jüged,йывӑр
657,schön::A,čoma,илемлӗ
658,heiß::A,räk,вӗри
659,warm::A,läm',ӑшӑ
660,kalt::A,vilu,сивӗ
661,kühl::A,raibak,уҫӑ
662,kühl::A,viluhk,уҫӑ
663,frisch::A,lahed,уҫӑ
664,feucht::A,neps,йӗпе
665,feucht::A,toreh,йӗпе
666,nass::A,märg,нӳрӗ
667,trocken::A,kuiv,типӗ
668,voll::A,täuz',тулли
669,leer::A,joudai,пушӑ
670,offen::A,avoin,уҫӑ
671,offen::A,avol'jaine,уҫӑ
672,geschlossen::A,saubaline,хупӑ
673,sauber::A,puhtaz,таса
674,schmutzig::A,redukaz,пылчӑклӑ
675,schmutzig::A,redukaz,вараланчӑк
676,roh::A,rohk,чӗрӗ
677,roh::A,toreh,чӗрӗ
678,reif::A,küps,пулнӑ
679,reif::A,küps,пиҫӗхнӗ
680,reif::A,küps,аталаннӑ
681,reif::A,küps,пиҫсе ҫитнӗ
682,lecker::A,magukaz,тутлӑ
683,lecker::A,magukaz,техӗмлӗ
684,süß::A,maged,пылак
685,bitter::A,karged,йӳҫӗ
686,sauer::A,muiged,йӳҫӗ
687,sauer::A,muiged,йӳҫек
688,sauer::A,muiged,кӑвасак
689,hell::A,kirkas,ҫутӑ
690,hell::A,valgei,ҫутӑ
691,dunkel::A,pimed,тӗттӗм
692,schwarz::A,must,хура
693,weiß::A,vauged,шурӑ
694,rot::A,rusked,хӗрлӗ
695,gelb::A,pakuine,сарӑ
696,blau::A,sinine,кӑвак
697,grün::A,vihand,симӗс
698,grün::A,vihand,пиҫмен
699,grün::A,vihand,ӑс пухман
700,grau::A,hahk,кӑвак
701,bunt::A,kirjav,чӑпар
702,billig::A,odav,йӳнӗ
703,teuer::A,kalliž,хаклӑ
704,wertvoll::A,arvokas,паха
705,blind::A,soged,суккӑр
706,taub::A,kurdiž,хӑлхасӑр
707,kräftig::A,vägev,хӑватлӑ
708,stark::A,vahv,вирлӗ
709,stark::A,vägekaz,вирлӗ
710,schwach::A,väll',халсӑр
711,fett::A,razvakaz,самӑр
712,fett::A,razvakaz,мӑнтӑр
713,schlank::A,kapos,йӑрӑс
714,schlank::A,kapos,яштака
715,hübsch::A,čoma,хитре
716,böse::A,äred,усал
717,böse::A,käred,усал
718,dumm::A,el'getoi,ухмах
719,faul::A,lašk,наян
720,faul::A,lašk,юлхав
721,faul::A,lašk,ӳркенчӗк
722,fleißig::A,radonnavedii,хастар
723,geizig::A,ažlak,хытӑ
724,klug::A,melev,ӑслӑ
725,klug::A,melekaz,ӑслӑ
726,geschickt::A,mahtokaz,ӑста
727,lieb::A,izo,савнӑ
728,lieb::A,sula,савнӑ
729,lustig::A,ilokaz,хаваслӑ
730,sanft::A,laskav,ачаш
731,hungrig::A,näl'ghine,выҫӑ
732,krank::A,läžui,чирлӗ
733,nackt::A,alastoi,ҫара
