,Concept_ID,ka,os
61,Geruch::N,სუნი,смаг
62,Schlaf::N,ძილი,хуыссӕг
63,Traum::N,სიზმარი,фын
64,Himmel::N,ცა,арв
65,Himmel::N,ცა,уӕларв
66,Sonne::N,მზე,хур
67,Mond::N,მთვარე,мӕй
68,Stern::N,ვარსკვლავი,стъалы
69,Luft::N,ჰაერი,уӕлдӕф
70,Wind::N,ქარი,дымгӕ
71,Welle::N,ტალღა,уылӕн
72,Wasser::N,წყალი,дон
73,Stein::N,ქვა,дур
74,Boden::N,მიწა,зӕхх
75,Erde::N,ნიადაგი,сыджыт
76,Staub::N,მტვერი,рыг
77,Rauch::N,ბოლი,фӕздӕг
78,Rauch::N,კვამლი,фӕздӕг
79,Funke::N,ნაკვესი,цӕхӕр
80,Feuer::N,ცეცხლი,зынг
81,Licht::N,შუქი,рухс
82,Licht::N,სინათლე,рухс
83,Schatten::N,ლანდი,аууон
84,Schatten::N,ჩრდილი,аууон
85,Wetter::N,ამინდი,боныхъӕд
86,Nebel::N,ნისლი,мигъ
87,Wolke::N,ღრუბელი,ӕврагъ
88,Regen::N,წვიმა,уарын
89,Schnee::N,თოვლი,мит
90,Eis::N,თოში,их
91,Eis::N,ყინული,их
92,Frost::N,ყინვა,ихæн
93,Kälte::N,სიცივე,уазал
94,Hitze::N,სიცხე,ӕнтӕф
95,Raureif::N,ჭირხლი,халас
96,Raureif::N,თრთვილი,халас
97,Regenbogen::N,ცისარტყელა,арвырон
98,Regenbogen::N,ცისარტყელა,арвырдын
99,Donner::N,ქუხილი,æрвнæрын
100,Strömung::N,დინება,цыд
101,Tropfen::N,წვეთი,æртах
102,Schaum::N,ქაფი,фынк
103,Schaum::N,დორბლი,фынк
104,Schmutz::N,ჭუჭყი,цъыф
105,Schmutz::N,ტალახი,цъыф
106,See::N,ტბა,цад
107,Sumpf::N,ჭაობი,цъыфдзаст
108,Moor::N,ტორფნარი,цъыфдзаст
109,Wiese::N,ველი,уыгӕрдӕн
110,Wiese::N,მდელო,уыгӕрдӕн
111,Wald::N,ტყე,хъӕд
112,Hügel::N,ბორცვი,обау
113,Hügel::N,ბორცვი,къуыбыр
114,Anhöhe::N,მაღლობი,уæлвæз
115,Anhöhe::N,მაღლობი,уæлхох
116,Berg::N,მთა,хох
117,Gipfel::N,მწვერვალი,цъупп
118,Höhle::N,მღვიმე,лӕгӕт
119,Höhle::N,გამოქვებული,лӕгӕт
120,Abhang::N,ფერდობი,къул
121,Quelle::N,წყარო,суадон
122,Quelle::N,სათავე,суадон
123,Bach::N,რუ,мӕсчъыдон
124,Bach::N,ნაკადული,мӕсчъыдон
125,Fluss::N,მდინარე,дон
126,Fluss::N,მდინარე,цӕугӕдон
127,Ufer::N,კიდე,был
128,Ufer::N,ნაპირი,был
129,Küste::N,ნაპირი,донбыл
130,Festland::N,ხმელეთი,сурзæхх
131,Meer::N,ზღვა,денджыз
132,Bucht::N,ყურე,донбакæлæн
133,Insel::N,კუნძული,сакъадах
134,Blume::N,ყვავილი,дидинӕг
135,Gras::N,ბალახი,кӕрдӕг
136,Wurzel::N,ძირი,уидаг
137,Wurzel::N,ფესვი,уидаг
138,Baum::N,ხე,бӕлас
139,Stamm::N,ტანი,хӕтӕл
140,Rinde::N,ქერქი,цъар
141,Ast::N,ტოტი,арх
142,Zweig::N,შტო,къалиу
143,Blatt::N,ფოთოლი,сыф
144,Birke::N,არყი,бæрз
145,Kiefer[Baum]::N,ფიჭვი,нӕзы
146,Weide[Baum]::N,ტირიფი,хӕрис
147,Tanne::N,ნაძვი,наз
148,Horn::N,რქა,сыкъа
149,Feder::N,ფრთა,сис
150,Fell::N,ტყავი,царм
151,Flügel::N,ფრთა,базыр
152,Klaue::N,კლანჭი,ных
153,Kralle::N,ტორი,дзӕмбы
154,Schwanz::N,კუდი,къӕдзил
155,Ei::N,კვერცხი,айк
156,Nest::N,ბუდე,ахстон
157,Bau::N,სორო,хуынкъ
158,Tier::N,ნადირი,сырд
159,Tier::N,ნადირი,цӕрӕгой
160,Tier::N,ცხოველი,сырд
161,Tier::N,ცხოველი,цӕрӕгой
162,Herde::N,ფარა,дзуг
163,Herde::N,ფარა,рӕгъау
164,Kuh::N,ფური,хъуг
165,Kuh::N,ძროხა,хъуг
166,Bulle::N,ხარი,гал
167,Pferd::N,რაში,бӕх
168,Pferd::N,ცხენი,бӕх
169,Schaf::N,ცხვარი,фыс
170,Schwein::N,ღორი,хуы
171,Hund::N,ძაღლი,куыдз
172,Katze::N,კატა,гӕды
173,Bär::N,დათვი,арс
174,Eichhörnchen::N,ციყვი,æхсæрæг
175,Elch::N,ცხენ-ირემი,цæгатаг саг
176,Fuchs::N,მელა,рувас
177,Hase::N,კურდღელი,тæрхъус
178,Maus::N,თაგვი,мыст
179,Wolf::N,მგელი,бирӕгъ
180,Vogel::N,ჩიტი,цъиу
181,Vogel::N,ჩიტი,маргъ
182,Vogel::N,ფრინველი,цъиу
183,Vogel::N,ფრინველი,маргъ
184,Schwarm::N,გუნდი,бал
185,Huhn::N,დედალი,карк
186,Hahn::N,მამალი,уасӕг
187,Gans::N,ბატი,хъаз
188,Adler::N,არწივი,цӕргӕс
189,Ente::N,იხვი,ацц
190,Eule::N,ბუ, уыг
191,Eule::N,ბუ,сидахъ
192,Kranich::N,წერო,зырнæг
193,Kranich::N,წერო,хърихъупп
194,Krähe::N,ყვავი,халон
195,Kuckuck::N,გუგული,гаккук
196,Schwan::N,გედი,доныхъаз
197,Fisch::N,თევზი,кӕсаг
198,Barsch::N,ქორჭილა,окунь
199,Hecht::N,ქარიყლაპია,хихор кӕсаг
200,Schlange[Tier]::N,გველი,калм
201,Wurm::N,ჭია,зулкъ
202,Wurm::N,ჭია,къуыдыргалм
203,Spinne::N,ობობა,хӕлуарӕг
204,Ameise::N,ჭიანჭველა,мæлдзыг
205,Laus::N,ტილი,сыст
206,Laus::N,მკბენარი,сыст
207,Mücke::N,კოღო,къогъо
208,Fliege::N,ბუზი,бындз
209,Schmetterling::N,პეპელა,гæлæбу
210,Beere::N,კენკრა,гагадыргъ
211,Apfel::N,ვაშლი,фӕткъуы
212,Pilz::N,სოკო,зокъо
213,Pilz::N,სოკო,къозо
214,Zwiebel::N,ხახვი,хъӕдындз
215,Saat::N,თესლი,тауинаг
216,Saat::N,თესლი,мыггаг
217,Korn::N,მარცვალი,мыггаг
218,Korn::N,მარცვალი,тауинаг
219,Heu::N,თივა,хос
220,Schale::N,ჩენჩო,цъар
221,Grube::N,ორმო,урм
222,Grube::N,ორმო,къахт
223,Grube::N,ორმო,дзыхъхъ
224,Falle::N,ხაფანგი,цъысым
225,Falle::N,ხაფანგი,къӕппӕг
226,Schlinge::N,მახე,цасм
227,Spur::N,კვალი,фæд
228,Asche::N,ფერფლი,фӕнык
229,Asche::N,ფერფლი,ӕртхутӕг
230,Dreck::N,ტალახი,цъыф
231,Dreck::N,სიბინძურე,цъыф
232,Eisen::N,რკინა,ӕфсӕйнаг
233,Gold::N,ოქრო,сыгъзӕрин
234,Silber::N,ვერცხლი,ӕвзист
235,Kohle::N,ნახშირი,ӕвзалы
236,Glas::N,მინა,авг
237,Lehm::N,თიხა,ӕлыг
238,Sand::N,ქვიშა,змис
239,Mensch::N,ადამიანი,лӕг
240,Mensch::N,ადამიანი,адӕймаг
241,Mensch::N,ადამიანი,удгоймаг
242,Mann::N,კაცი,лӕг
243,Mann::N,კაცი,нӕлгоймаг
244,Frau::N,ქალი,сылгоймаг
245,Kind::N,ბავშვი,сывӕллон
246,Junge::N,ვაჟი,лӕппу
247,Mädchen::N,გოგო,чызг
248,Familie::N,ოჯახი,бинонтæ
249,Großvater::N,პაპა,фыдыфыд
250,Großvater::N,პაპა,мадыфыд
251,Großvater::N,ბაბუა,фыдыфыд
252,Großvater::N,ბაბუა,мадыфыд
253,Großmutter::N,ბებია,фыды мад
254,Großmutter::N,ბებია,мады мад
255,Großmutter::N,დიდედა,фыды мад
256,Großmutter::N,დიდედა,мады мад
257,Eltern::N,მშობლები,ныййарджытæ
258,Vater::N,მამა,фыд
259,Mutter::N,დედა,мад
260,Sohn::N,ვაჟიშვილი,фырт
261,Tochter::N,ქალიშვილი,чызг
262,Bruder::N,ძმა,ӕфсымӕр
263,Schwester::N,და,хо
264,Onkel::N,ბიძა,фыдыфсымӕр
265,Tante::N,დეიდა,мадыхо
266,Tante::N,მამიდა,мадыхо
267,Ehemann::N,ქმარი,мой
268,Ehefrau::N,ცოლი,ус
269,Freude::N,სიხარული,цин
270,Freude::N,სიხარული,циндзинад
271,Gelächter::N,სიცილი,худын
272,Gelächter::N,სიცილი,худт
273,Gelächter::N,სიცილი,худæг
274,Glück::N,ბედნიერება,амонд
275,Kummer::N,მწუხარება,хъыг
276,Wunsch::N,წადილი,бӕллиц
277,Wunsch::N,სურვილი,бӕллиц
278,Lust::N,წადილი,монц
279,Geist::N,სული,уд
280,Gedanke::N,ფიქრი,хъуыды
281,Gedächtnis::N,მეხსიერება,мысæн
282,Gedächtnis::N,მეხსიერება,мысын
283,Gedächtnis::N,მეხსიერება,зæрдылдарын
284,Verstand::N,ჭკუა,зонд
285,Verstand::N,გონება,зонд
286,Sinn::N,მნიშვნელობა,нысаниуæг
287,Grund::N,მიზეზი,ӕфсон
288,Wahrheit::N,სიმართლე,æцæг
289,Wahrheit::N,ჭეშმარიტება,æцæг
290,Gespräch::N,ბაასი,ныхас
291,Gespräch::N,საუბარი,ныхас
292,Märchen::N,არაკი,аргъау
293,Märchen::N,ზღაპარი,аргъау
294,Erzählung::N,თქმულება,радзырд
295,Nachricht::N,ცნობა,уац
296,Nachricht::N,ამბავი,уац
297,Neuigkeit::N,სიახლე,хабар
298,Name::N,სახელი,ном
299,Rätsel::N,გამოცანა,уыци-уыци
300,Rätsel::N,გამოცანა,базон-базон
301,Rede::N,სიტყვა,раныхас
302,Sprache::N,ენა,ӕвзаг
303,Stimme::N,ხმა,хъӕлӕс
304,Wort::N,სიტყვა,дзырд
305,Zeichen::N,ნიშანი,нысан
306,Ruf::N,ძახილი,сидт
307,Lärm::N,ხმაური,уынæр
308,Laut::N,ხმა,зӕл
309,Laut::N,ხმა,мыр
310,Laut::N,ბგერა,зӕл
311,Laut::N,ბგერა,мыр
312,Ton::N,ტონი,мыр
313,Lied::N,სიმღერა,зарӕг
314,Ruhe::N,სიწყნარე,æнцой
315,Leute::N,ადამიანები,адӕм
316,Volk::N,ერი,адӕм
317,Volk::N,ხალხი,адӕм
318,Arbeit::N,მუშაობა,фӕллой
319,Gast::N,სტუმარი,уазӕг
320,Geschenk::N,საჩუქარი,хуын
321,Spiel::N,თამაში,хъазт
322,Gesellschaft::N,საზოგადოება,дзыллæ
323,Gesellschaft::N,საზოგადოება,æхсæнад
324,Hilfe::N,შველა,æххуыс
325,Hilfe::N,შველა,ахъаз
326,Hilfe::N,დახმარება,æххуыс
327,Hilfe::N,დახმარება,ахъаз
328,Freund::N,მეგობარი,лымӕн
329,Kamerad::N,ამხანაგი,ӕмбал
330,Angelegenheit::N,საქმე,хъуыддаг
331,Anzahl::N,ოდენობა,бӕрц
332,Art::N,სახეობა,хуыз
333,Art::N,სახეობა,хуызад
334,Stück::N,ნატეხი,кæрдих
335,Stück::N,ნატეხი,комдзаг
336,Teil::N,წილი,хай
337,Hälfte::N,ნახევარი,æрдæг
338,Hälfte::N,ნახევარი,æмбис
339,Kreis::N,წრე,зиллакк
340,Kreuz::N,ჯვარი,дзуар
341,Linie::N,ხაზი,хахх
342,Strich::N,შტრიხი,хахх
343,Abstand::N,მანძილი,æхсæнуат
344,Entfernung::N,სიშორე,дæрддзæг
345,Entfernung::N,სიშორე,дардцæг
346,Gegend::N,არე,ран
347,Gegend::N,მხარე,ран
348,Platz::N,ფართობი,бууат
349,Ort::N,ადგილი,ран
350,Ort::N,ადგილი,бынат
351,Seite::N,მხარე,фахс
352,Mitte::N,შუა,астӕу
353,Gegenstand::N,საგანი,дзаума
354,Sache::N,ნივთი,дзаума
355,Rand::N,კიდე,кӕрон
356,Kante::N,ნაწიბული,фӕрск
357,Ecke::N,კუთხე,тигъ
358,Ecke::N,კუთხე,фисын
359,Spitze::N,წვეტი,бырынкъ
360,Ende::N,ბოლო,кӕрон
361,Loch::N,ხვრელი,хуынкъ
362,Winkel::N,კუთხე,къуым
363,Muster::N,მოხატულობა,нывæфтыд
364,Muster::N,მოხატულობა,кæдзист
365,Größe::N,ზომა,ас
366,Größe::N,სიდიდე,ас
367,Länge::N,სიგრძე,дӕргъ
368,Höhe::N,სიმაღლე,бæрзонд
369,Höhe::N,სიმაღლე,бæрзæнд
370,Höhe::N,სიმაღლე,бæрзонддзинад
371,Gewicht::N,წონა,уӕз
372,Menge::N,რაოდენობა,бӕрц
373,Haufen::N,გროვა,кӕри
374,Reihe::N,რიგი,рӕнхъ
375,Reihe::N,წყება,рӕнхъ
376,Boot::N,გემი,чема
377,Ruder::N,ხოფი,къохар
378,Ruder::N,ნიჩაბი,къохар
379,Schlitten::N,მარხილი,дзоныгъ
380,Ski::N,თხილამური,къахдзоныгътæ
381,Ski::N,თხილამური,лыжæтæ
382,Lagerfeuer::N,კოცონი,арт
383,Last::N,ტვირთი,уаргъ
384,Gang::N,სვლა,цыд
385,Schritt::N,ბიჯი,санчъех
386,Schritt::N,ბიჯი,къахдзӕф
387,Norden::N,ჩრდილოეთი,цæгат
388,Süden::N,სამხრეთი,хуссар
389,Westen::N,დასავლეთი,ныгуылæн
390,Osten::N,აღმოსავლეთი,скæсæн
391,Holz::N,ხე,хъӕдӕрмӕг
392,Brett::N,დაფა,фæйнæг
393,Brett::N,ფიცარი,фæйнæг
394,Platte::N,თლილი ქვა,къӕй
395,Stütze::N,საყრდენი,быцæу
396,Stange::N,ჭოკი,хъил
397,Stock::N,კეტი,лӕдзӕг
398,Stab::N,ლატანი,хъил
399,Rohr::N,მილაკი,хӕтӕл
400,Haus::N,სახლი,хӕдзар
401,Heim::N,ოჯახის კერა,къона
402,Ofen::N,ღუმელი,пец
403,Fußboden::N,იატაკი,астӕрд
404,Tisch::N,სუფრა,стъол
405,Tisch::N,მაგიდა,стъол
406,Stuhl::N,სკამი,бандон
407,Wiege::N,აკვანი,авдæн
408,Bett::N,საწოლი,сынтӕг
409,Bett::N,სარეცელი,сынтӕг
410,Regal::N,თაროები,тӕрхӕг
411,Regal::N,თაროები,уӕлвӕйнӕг
412,Kiste::N,ყუთი,асыкк
413,Kiste::N,სკივრი,асыкк
414,Fenster::N,ფანჯარა,рудзынг
415,Fenster::N,ფანჯარა,фæрссаг
416,Fenster::N,სარკმელი,рудзынг
417,Fenster::N,სარკმელი,фæрссаг
418,Tür::N,ბჭე,дуар
419,Tür::N,კარი,дуар
420,Tor::N,ჭიშკარი,кулдуар
421,Zaun::N,ღობე,æмбонд
422,Zaun::N,ღობე,быру
423,Zaun::N,ღობე,гæрæн
424,Zaun::N,გალავანი,æмбонд
425,Zaun::N,გალავანი,быру
426,Zaun::N,გალავანი,гæрæн
427,Dach::N,სახურავი,уӕлхӕдзар
428,Leiter::N,კიბე,асин
429,Besen::N,ცოცხი,уисой
430,Spaten::N,ნიჩაბი,бел
431,Schaufel::N,ბარი,æвгæнæн
432,Schaufel::N,ბარი,кæфой
433,Gabel::N,ჩანგალი,вилкæ
434,Löffel::N,კოვზი,уидыг
435,Messer::N,დანა,кард
436,Nagel::N,ლურსმანი,зӕгӕл
437,Netz::N,ბადე,хыз
438,Haken::N,კავი,хæдз
439,Haken::N,კავი,хæбырæгъ
440,Haken::N,კაუჭი,хæдз
441,Haken::N,კაუჭი,хæбырæгъ
442,Griff::N,ტარი,фистон
443,Schloss::N,კლიტე,гуыдыр
444,Schloss::N,საკეტი,гуыдыр
445,Bild::N,სურათი,ныв
446,Figur::N,ფიგურა,кæрдгæныв
447,Puppe::N,თოჯინა,чындз
448,Beutel::N,პარკი,дзӕкъул
449,Bündel::N,გალა,баст
450,Bündel::N,ასხმა,баст
451,Tasche::N,ჩანთა,хызын
452,Tasche::N,ჩანთა,дзæкъул
453,Eimer::N,ჩამჩა,къæрта
454,Eimer::N,ჩამჩა,чъыбыла
455,Eimer::N,ჩამჩა,ведра
456,Deckel::N,ხუფი,сæр
457,Deckel::N,ხუფი,æмбæрзæн
458,Deckel::N,სარქველი,сæр
459,Deckel::N,სარქველი,æмбæрзæн
460,Geschirr::N,ჭურჭელი,мигæнæн
461,Geschirr::N,ჭურჭელი,мигæнæнтæ
462,Sack::N,ტომარა,голлаг
463,Tasse::N,ფინჯანი,пиала
464,Tasse::N,ფინჯანი,къус
465,Topf::N,ქოთანი,аг
466,Topf::N,ქოთანი,чысыл аг
467,Kessel::N,ქვაბი,аг
468,Essen::N,ჭამა,хӕрд
469,Nahrung::N,საზრდო,хойраг
470,Nahrung::N,საკვები,хойраг
471,Speise::N,საჭმელი,хӕринаг
472,Fleisch::N,ხორცი,дзидза
473,Fleisch::N,ხორცი,фыдызгъӕл
474,Getreide::N,მარცვლოვანი,халсар
475,Brei::N,ფაფა,кас
476,Brot::N,პური,дзул
477,Scheibe::N,ნაჭერი,къӕбӕр
478,Fett::N,ქონი,сой
479,Fett::N,ცხიმი,сой
480,Butter::N,კარაქი,нӕлхӕ
481,Öl::N,ზეთი,зети
482,Salz::N,მარილი,цӕхх
483,Suppe::N,სუფი,бас
484,Honig::N,თაფლი,мыд
485,Milch::N,რძე,ӕхсыр
486,Tee::N,ჩაი,цай
487,Leder::N,ტყავი,мæскуы
488,Wolle::N,მატყლი,фӕсмын
489,Stoff::N,ქსოვილი,хъуымац
490,Nadel::N,ნემსი,судзин
491,Faden::N,ძაფი,ӕндах
492,Faden::N,მკედი,ӕндах
493,Knopf::N,ღილი,цӕппӕр
494,Knoten::N,ნასკვი,ӕлхынцъ
495,Farbe::N,საღებავი,ахорæн
496,Kleidung::N,ტანსაცმელი,дарӕс
497,Hemd::N,ხალათი,хӕдон
498,Hemd::N,პერანგი,хӕдон
499,Kragen::N,საყელო,æфцæггот
500,Ärmel::N,სახელო,дыс
501,Hose::N,შარვალი,хæлаф
502,Hose::N,შარვალი,æддаг хæлаф
503,Hose::N,შარვალი,салбар
504,Gürtel::N,ქამარი,рон
505,Mütze::N,ქუდი,худ
506,Schuh::N,ფეხსაცმელი,басмахъ
507,Stiefel::N,ჩექმა,цырыхъхъ
508,Ring::N,ბეჭედი,къухдарӕн
509,Band::N,ბაფთი,лент
510,Kamm::N,სავარცხელი,сӕрвасӕн
511,Spiegel::N,სარკე,айдæн
512,Spiegel::N,სარკე,кæсæн
513,Riemen::N,ღვედი,гӕрз
514,Schnur::N,ლარი,бӕндӕн
515,Leine::N,ჯაჭვი,
516,Decke::N,საბანი,хъӕццул
517,Kissen::N,ბალიში,баз
518,Tuch::N,მაუდი,кæлмæрзæн
519,Tuch::N,მაუდი,кæрдæн
520,Tuch::N,თავშალი,кæлмæрзæн
521,Tuch::N,თავშალი,кæрдæн
522,Handtuch::N,ხელსახოცი,хисæрфæн
523,Kraft::N,ძალა,тых
524,Kraft::N,ძალა,хъомыс
525,Stärke::N,ღონე,тых
526,Stärke::N,ღონე,æхсар
527,Gesundheit::N,ჯანმრთელობა,æнæниздзинад
528,Krankheit::N,სენი,низ
529,Krankheit::N,სენი,рын
530,Krankheit::N,ავადმყოფობა,низ
531,Krankheit::N,ავადმყოფობა,рын
532,Schmerz::N,ტკივილი,рис
533,Wunde::N,იარი,цӕф
534,Wunde::N,ჭრილობა,цӕф
535,Fieber::N,ციება,ризӕг
536,Fieber::N,ციება,тӕфсӕг
537,Arznei::N,წამალი,хос
538,Brücke::N,ხიდი,хид
539,Brunnen::N,ჭა,цъай
540,Weide::N,საძოვარი,хизæн
541,Weide::N,საძოვარი,хизæнуат
542,Weide::N,საძოვარი,сæрвæт
543,Pfad::N,ბილიკი,къахвæндаг
544,Pfad::N,ბილიკი,къахвæд
545,Weg::N,გზა,фӕндаг
546,Straße::N,შარაგზა,фӕндаг
547,Dorf::N,დაბა,хъӕу
548,Dorf::N,სოფელი,хъӕу
549,Stadt::N,ქალაქი,сахар
550,Brief::N,წერილი,фыстӕг
551,Buch::N,წიგნი,чиныг
552,Buchstabe::N,ასო,дамгъӕ
553,Zeitung::N,გაზეთი,газет
554,Leben::N,სიცოცხლე,цард
555,Leben::N,სიცოცხლე,цӕрӕнбон
556,Tod::N,სიკვდილი,мæлæт
557,Tod::N,სიკვდილი,адзал
558,Grab::N,სამარე,ингӕн
559,Grab::N,საფლავი,ингӕн
560,Kirche::N,ეკლესია,аргъуан
561,Sünde::N,ცოდვა,тæригъæд
562,Gott::N,ღმერთი,хуыцау
563,Arbeiter::N,მუშა,кусæг
564,Chef::N,გამგე,ӕмцег
565,Meister::N,ოსტატი,мастер
566,Meister::N,ოსტატი,дæсны
567,Arzt::N,ექიმი,хосгæнæг
568,Arzt::N,ექიმი,дохтыр
569,Arzt::N,მკურნალი,хосгæнæг
570,Arzt::N,მკურნალი,дохтыр
571,Lehrer::N,მასწავლებელი,ахуыргæнæг
572,Geld::N,ფული,ӕхца
573,Geschäft::N,საქმე,бизнес
574,Geschäft::N,საქმე,хъуыддаг
575,Geschäft::N,ბიზნესი,бизнес
576,Geschäft::N,ბიზნესი,хъуыддаг
577,Laden::N,დუქანი,дукани
578,Laden::N,მაღაზია,дукани
579,Preis::N,ფასი,аргъ
580,Ware::N,საქონელი,базайраг
581,Nutzen::N,ხეირი,пайда
582,Reichtum::N,სიმდიდრე,хъæздыгдзинад
583,Reichtum::N,სიმდიდრე,исбон
584,Reichtum::N,სიმდიდრე,мулк
585,Welt::N,მსოფლიო,дуне
586,Land::N,მხარე,бӕстӕ
587,Land::N,ქვეყანა,бӕстӕ
588,Staat::N,სახელმწიფო,паддзахад
589,König::N,მეფე,къарол
590,Macht::N,ძლიერება,хицаудзинад
591,Grenze::N,ზღვარი,арӕн
592,Krieg::N,ომი,хӕст
593,Feind::N,მტერი,знаг
594,Feind::N,მტერი,фыдгул
595,Feind::N,მტერი,фыдзæрдæ
596,Feind::N,მტერი,сон
597,Gewalt::N,სისასტიკე,тыхми
598,Gewalt::N,სისასტიკე,тыхдзинад
599,Kampf::N,ბრძოლა,хæст
600,Kampf::N,ბრძოლა,хъæбысæйхæст
601,Kampf::N,ბრძოლა,тох
602,Bogen[Waffe]::N,მშვილდი,ӕрдын
603,Pfeil::N,ისარი,фат
604,Pfeil::N,მახვილი,фат
605,Gewehr::N,თოფი,топп
606,Gewehr::N,შაშხანა,топп
607,Fehler::N,შეცდომა,рӕдыд
608,Lüge::N,სიცრუე,мӕнг
609,Lüge::N,სიცრუე,гӕдыдзинад
610,Schaden::N,ვნება,зиан
611,Unglück::N,ხიფათი,бæллæх
612,Unglück::N,უბედურება,бæллæх
613,Schuld::N,ბრალი,азым
614,Alter::N,ასაკი,кар
615,Schluss::N,ბოლო,кæрон
616,Schluss::N,დასასრული,кæрон
617,Zeit::N,დრო,рӕстӕг
618,Tag::N,დღე,бон
619,Morgen::N,დილა,райсом
620,Mittag::N,შუადღე,æмбисбон
621,Abend::N,საღამო,изӕр
622,Nacht::N,ღამე,ӕхсӕв
623,Woche::N,კვირა,къуыри
624,Monat::N,თვე,мӕй
625,Jahr::N,წელი,аз
626,Jahr::N,წელი,афӕдз
627,Frühling::N,გაზაფხული,уалдзæг
628,Sommer::N,ზაფხული,сӕрд
629,Herbst::N,შემოდგომა,фæззæг
630,Winter::N,ზამთარი,зымӕг
631,Januar::N,იანვარი,январь
632,Februar::N,თებერვალი,февраль
633,März::N,მარტი,мартъи
634,April::N,აპრილი,апрель
635,Mai::N,მაისი,май
636,Juni::N,ივნისი,июнь
637,Juli::N,ივლისი,июль
638,August::N,აგვისტო,август
639,September::N,სექტემბერი,сентябрь
640,Oktober::N,ოქტომბერი,октябрь
641,November::N,ნოემბერი,ноябрь
642,Dezember::N,დეკემბერი,декабрь
643,Montag::N,ორშაბათი,къуырисæр
644,Dienstag::N,სამშაბათი,дыццæг
645,Mittwoch::N,ოთხშაბათი,æртыццæг
646,Donnerstag::N,ხუთშაბათი,цыппæрæм
647,Freitag::N,პარასკევი,майрæмбон
648,Samstag::N,შაბათი,сабат
649,Sonntag::N,კვირა,хуыцаубон
650,groß::A,დიდი,дынджыр
651,klein::A,მცირე,гыццыл
652,klein::A,პატარა,гыццыл
653,lang::A,გრძელი,даргъ
654,kurz::A,მოკლე,цыбыр
655,breit::A,ფართო,фӕтӕн
656,breit::A,განიერი,фӕтӕн
657,schmal::A,ვიწრო,нарӕг
658,schmal::A,ვიწრო,уынгӕг
659,schmal::A,წვრილი,нарӕг
660,schmal::A,წვრილი,уынгӕг
661,dicht::A,მჭიდრო,бæзджын
662,dicht::A,მჭიდრო,тар
663,dick[Gegenstand]::A,სქელი,сӕвджын
664,dünn::A,წვრილი,тæнæг
665,fein::A,თხელი,лыстӕг
666,fest::A,მყარი,фидар
667,fest::A,მყარი,хъӕддых
668,flach::A,ბრტყელი,тъӕпӕн
669,glatt::A,გლუ,лӕгъз
670,hart::A,მაგარი,хъӕбӕр
671,weich::A,რბილი,фӕлмӕн
672,rund::A,მრგვალი,тымбыл
673,spitz::A,წვეტიანი,цыргъбырынкъ
674,spitz::A,წვეტიანი,цыргъфындз
675,scharf::A,მჭრელი,цыргъ
