,Concept_ID,lt,sah
108,Sumpf::N,liūnas,бадараан
109,Moor::N,pelkė,дьэбэрэ
110,Wiese::N,pieva,ходуһа
111,Wald::N,miškas,ойуур
112,Hügel::N,kalva,булгунньах
113,Anhöhe::N,kauburys,үрдэл
114,Berg::N,kalnas,хайа
115,Gipfel::N,viršūnė,чыпчаал
116,Höhle::N,ola,хайа_хаспаҕа
117,Höhle::N,ola,көҥүс
118,Abhang::N,šlaitas,эниэ
119,Abhang::N,nuokalnė,эниэ
120,Quelle::N,versmė,дьүүктэ
121,Quelle::N,šaltinis,дьүүктэ
122,Bach::N,upelis,үрүйэ
123,Fluss::N,upė,өрүс
124,Ufer::N,krantas,биэрэк
125,Küste::N,pajūris,кытыл
126,Festland::N,sausuma,кураанах сир
127,Meer::N,jūra,муора
128,Bucht::N,įlanka,хомо
129,Bucht::N,įlanka,бухта
130,Bucht::N,užutekis,хомо
131,Bucht::N,užutekis,бухта
132,Insel::N,sala,арыы
133,Blume::N,gėlė,сибэкки
134,Gras::N,žolė,от
135,Wurzel::N,šaknis,силис
136,Baum::N,medis,мас
137,Stamm::N,kamienas,умнас
138,Rinde::N,žievė,хатырык
139,Ast::N,šaka,мутук
140,Zweig::N,šakelė,лабаа
141,Blatt::N,lapas,сэбирдэх
142,Birke::N,beržas,хатыҥ
143,Kiefer[Baum]::N,pušis,бэс
144,Weide[Baum]::N,karklas,үөт
145,Weide[Baum]::N,karklas,талах
146,Tanne::N,eglė,харыйа
147,Tanne::N,kėnis,харыйа
148,Horn::N,ragas,муос
149,Feder::N,plunksna,куорсун
150,Fell::N,kailis,тирии
151,Flügel::N,sparnas,кынат
152,Klaue::N,kanopa,тыҥырах
153,Kralle::N,nagas,баппаҕай
154,Schwanz::N,uodega,кутурук
155,Ei::N,kiaušinis,сымыыт
156,Nest::N,gūžta,уйа
157,Nest::N,lizdas,уйа
158,Bau::N,ola,хороон
159,Tier::N,gyvūnas,кыыл
160,Tier::N,gyvūnas,харамай
161,Herde::N,banda,үөр
162,Herde::N,kaimenė,үөр
163,Kuh::N,karvė,ынах
164,Bulle::N,bulius,оҕус
165,Pferd::N,arklys,сылгы
166,Schaf::N,avis,овца
167,Schwein::N,kiaulė,сибиинньэ
168,Hund::N,šuo,ыт
169,Katze::N,katė,куоска
170,Bär::N,lokys,эһэ
171,Eichhörnchen::N,voveraitė,тииҥ
172,Elch::N,briedis,тайах
173,Fuchs::N,lapė,саһыл
174,Hase::N,kiškas,куобах
175,Maus::N,pelė,кутуйах
176,Wolf::N,vilkas,бөрө
177,Vogel::N,paukštis,көтөр
178,Schwarm::N,spiečius,бөлөх
179,Huhn::N,višta,куурусса
180,Hahn::N,gaidys,бөтүүк
181,Gans::N,žąsis,хаас
182,Adler::N,erelis,хотой
183,Ente::N,antis,кус
184,Eule::N,pelėda,мэкчиргэ
185,Kranich::N,gervė,туруйа
186,Krähe::N,varna,тураах
187,Kuckuck::N,gegužė,кэҕэ
188,Schwan::N,gulbė,куба
189,Fisch::N,žuvis,балык
190,Barsch::N,ešerys,алыһар
191,Hecht::N,lydeka,сордон
192,Schlange[Tier]::N,gyvatė,моҕой
193,Schlange[Tier]::N,gyvatė,эриэн үөн
194,Wurm::N,kirmėlė,үөн
195,Spinne::N,voras,ооҕуй
196,Ameise::N,skruzdė,кымырдаҕас
197,Laus::N,utėlė,быт
198,Mücke::N,uodas,кумаар
199,Fliege::N,musė,сахсырҕа
200,Schmetterling::N,drugys,лыах
201,Schmetterling::N,drugys,үрүмэччи
202,Schmetterling::N,peteliškė,лыах
203,Schmetterling::N,peteliškė,үрүмэччи
204,Beere::N,uoga,отон
205,Apfel::N,obuolys,яблоко
206,Pilz::N,grybas,тэллэй
207,Zwiebel::N,svogūnas,луук
208,Saat::N,sėkla,сиэмэ
209,Korn::N,grūdai,сиэмэ
210,Heu::N,šienas,от
211,Schale::N,žievelė,хах
212,Grube::N,duobė,дьаама
213,Falle::N,pinklės,сохсо
214,Falle::N,žabangai,сохсо
215,Schlinge::N,kilpa,уктаа
216,Spur::N,vėžė,суол
217,Spur::N,pėdos,суол
218,Spur::N,pėdsakas,суол
219,Asche::N,pelenai,күл
220,Dreck::N,purvas,бадараан
221,Eisen::N,geležis,тимир
222,Gold::N,auksas,көмүс
223,Gold::N,auksas,кыһыл көмүс
224,Silber::N,sidabras,көмүс
225,Silber::N,sidabras,үрүҥ көмүс
226,Kohle::N,anglis,чох
227,Glas::N,stiklas,өстүөкүлэ
228,Lehm::N,molis,туой
229,Sand::N,smėlis,кумах
230,Mensch::N,žmogus,киһи
231,Mann::N,vyras,эр
232,Mann::N,vyriškis,эр
233,Frau::N,moteris,дьахтар
234,Kind::N,vaikas,оҕо
235,Junge::N,vaikinas,уол
236,Junge::N,berniukas,уол
237,Mädchen::N,mergytė,кыыс оҕо
238,Mädchen::N,mergaitė,кыыс оҕо
239,Familie::N,šeima,кэргэн
240,Großvater::N,senelis,эһэ
241,Großmutter::N,senelė,эбэ
242,Eltern::N,tėvai,аҕа-ийэ
243,Vater::N,tėvas,аҕа
244,Mutter::N,motina,ийэ
245,Sohn::N,sūnus,уол
246,Tochter::N,duktė,кыыс
247,Bruder::N,brolis,убай
248,Bruder::N,brolis,быраат
249,Schwester::N,sesuo,аҕас
250,Schwester::N,sesuo,балыс
251,Onkel::N,dėdė,таай
252,Onkel::N,dėdė,абаҕа
253,Tante::N,teta,эдьиий
254,Ehemann::N,vyras,эр
255,Ehefrau::N,žmona,ойох
256,Freude::N,džiaugsmas,үөрүү
257,Gelächter::N,juokas,күлүү
258,Glück::N,laimė,дьол
259,Glück::N,laimė,соргу
260,Kummer::N,vargas,кутурҕан
261,Kummer::N,rūpestis,кутурҕан
262,Wunsch::N,troškimas,баҕарыы
263,Wunsch::N,pageidavimas,баҕарыы
264,Lust::N,noras,баҕа
265,Lust::N,geidulys,баҕа
266,Geist::N,dvasia,тыын
267,Gedanke::N,mintis,санаа
268,Gedächtnis::N,atmintis,өй
269,Verstand::N,protas,өй
270,Sinn::N,prasmė,суолта
271,Grund::N,priežastis,төрүөт
272,Wahrheit::N,tiesa,кырдьык
273,Wahrheit::N,teisybė,кырдьык
274,Gespräch::N,pokalbis,бэсиэдэ
275,Gespräch::N,pokalbis,кэпсэтии
276,Märchen::N,pasaka,остуоруйа
277,Erzählung::N,apsakymas,кэпсээн
278,Erzählung::N,pasakojimas,кэпсээн
279,Nachricht::N,žinia,биллэриллии
280,Neuigkeit::N,naujiena,сонун
281,Name::N,vardas,аат
282,Rätsel::N,mįslė,таабырын
283,Rede::N,kalba,этии
284,Sprache::N,kalba,тыл
285,Stimme::N,balsas,куолас
286,Wort::N,žodis,тыл
287,Zeichen::N,žymė,бэлиэ
288,Zeichen::N,ženklas,бэлиэ
289,Ruf::N,šauksmas,ыҥырыы
290,Lärm::N,triukšmas,айдаан
291,Laut::N,garsas,тыас
292,Ton::N,tonas,дорҕоон
293,Ton::N,garsas,дорҕоон
294,Lied::N,daina,ырыа
295,Lied::N,giesmė,ырыа
296,Ruhe::N,ramybė,уу чуумпу
297,Ruhe::N,ramumas,уу чуумпу
298,Leute::N,žmonės,дьон
299,Volk::N,tauta,дьон
300,Volk::N,tauta,норуот
301,Arbeit::N,darbas,үлэ
302,Arbeit::N,triūsas,үлэ
303,Gast::N,svečias,ыалдьыт
304,Geschenk::N,dovana,бэлэх
305,Spiel::N,žaismas,оонньуу
306,Spiel::N,žaidimas,оонньуу
307,Gesellschaft::N,draugija,общество
308,Gesellschaft::N,kompanija,общество
309,Hilfe::N,pagalba,көмө
310,Freund::N,draugas,доҕор
311,Freund::N,bičiulis,доҕор
312,Kamerad::N,draugas,атас
313,Angelegenheit::N,dalykas,дьыала
314,Angelegenheit::N,reikalas,дьыала
315,Anzahl::N,kiekis,ахсаан
316,Anzahl::N,skaičius,ахсаан
317,Art::N,rūšis,биис
318,Stück::N,gabalas,кырбас
319,Teil::N,dalis,ирээт
320,Hälfte::N,pusė,аҥар
321,Kreis::N,ratas,төгүрүк
322,Kreis::N,ratas,төгүрүмтэ
323,Kreis::N,apskritis,төгүрүк
324,Kreis::N,apskritis,төгүрүмтэ
325,Kreis::N,apskritimas,төгүрүк
326,Kreis::N,apskritimas,төгүрүмтэ
327,Kreuz::N,kryžius,кириэс
328,Linie::N,linija,сурааһын
329,Strich::N,brėžis,сурааһын
330,Strich::N,brūkšnys,сурааһын
331,Abstand::N,atstumas,арыт
332,Entfernung::N,atstumas,ыраах
333,Gegend::N,vietovė,сир
334,Platz::N,vieta,арыт
335,Ort::N,vieta,сир
336,Ort::N,vietovė,сир
337,Seite::N,pusė,өрүт
338,Seite::N,pusė,сирэй
339,Seite::N,šonas,өрүт
340,Seite::N,šonas,сирэй
341,Mitte::N,vidurys,орто
342,Gegenstand::N,dalykas,предмет
343,Sache::N,daiktas,мал
344,Rand::N,kraštas,кытыы
345,Rand::N,kraštas,ойоҕос
346,Rand::N,pakraštys,кытыы
347,Rand::N,pakraštys,ойоҕос
348,Kante::N,kraštas,кырыы
349,Ecke::N,kertė,муннук
350,Ecke::N,kampas,муннук
351,Spitze::N,priekis,чыпчаал
352,Spitze::N,priešakys,чыпчаал
353,Ende::N,galas,төбө
354,Loch::N,skylė,тэһэҕэс
355,Loch::N,skylė,дьөлөҕөс
356,Winkel::N,kampas,муннук
357,Winkel::N,kampelis,муннук
358,Muster::N,raštas,оһуор
359,Größe::N,dydis,кээмэй
360,Größe::N,didumas,кээмэй
361,Länge::N,ilgis,уста
362,Länge::N,ilgumas,уста
363,Höhe::N,aukštis,үрдүк
364,Höhe::N,aukštuma,үрдүк
365,Gewicht::N,svoris,ыйааһын
366,Gewicht::N,svarstis,ыйааһын
367,Menge::N,kiekis,ахсаан
368,Menge::N,daugybė,ахсаан
369,Haufen::N,krūva,чөмчөх
370,Haufen::N,šūsnis,чөмчөх
371,Reihe::N,greta,кэккэ
372,Boot::N,valtis,оҥочо
373,Boot::N,laivelis,оҥочо
374,Ruder::N,irklas,эрдии
375,Schlitten::N,rogės,сыарҕа
376,Schlitten::N,rogutės,сыарҕа
377,Ski::N,slidė,хайыһар
378,Lagerfeuer::N,laužas,кутаа
379,Last::N,našta,ыарахан
380,Last::N,nešulys,ыарахан
381,Gang::N,eisena,хаамыы
382,Schritt::N,žingsnis,хардыы
383,Norden::N,šiaurė,хоту
384,Norden::N,žiemiai,хоту
385,Süden::N,pietūs,соҕуруу
386,Westen::N,vakarai,арҕаа
387,Osten::N,rytai,илин
388,Holz::N,mediena,мас
389,Brett::N,lenta,дуоска
390,Brett::N,lenta,хаптаһын
391,Platte::N,plokštė,билиитэ
392,Stütze::N,atrama,тулааһын
393,Stütze::N,atspara,тулааһын
394,Stange::N,lazda,ураҕас
395,Stange::N,kartis,ураҕас
396,Stock::N,lazda,мас
397,Stock::N,lazda,баалкы
398,Stab::N,kartis,ураҕас
399,Rohr::N,vamzdis,турба
400,Haus::N,namas,дьиэ
401,Heim::N,namai,дьиэ
402,Ofen::N,krosnis,оһох
403,Fußboden::N,grindys,муоста
404,Tisch::N,stalas,остуол
405,Stuhl::N,kėdė,устуул
406,Wiege::N,lopšys,биһик
407,Bett::N,lova,кырабаат
408,Bett::N,patalai,кырабаат
409,Regal::N,lentyna,долбуур
410,Kiste::N,dėžė,дьааһык
411,Fenster::N,langas,түннүк
412,Tür::N,durys,аан
413,Tor::N,vartai,аан
414,Zaun::N,tvora,соппулуот
415,Dach::N,stogas,кырыыса
416,Leiter::N,kopėčios,кирилиэс
417,Besen::N,šluota,миинньик
418,Spaten::N,lopeta,күрдьэх
419,Spaten::N,kastuvas,күрдьэх
420,Schaufel::N,semtuvas,күрдьэх
421,Gabel::N,šakutė,биилкэ
422,Löffel::N,šaukštas,луоска
423,Messer::N,peilis,быһах
424,Nagel::N,vinis,тоһоҕо
425,Netz::N,tinklas,илим
426,Haken::N,vagis,көхө
427,Haken::N,kablys,көхө
428,Griff::N,kotas,ук
429,Griff::N,kotas,тутаах
430,Griff::N,rankena,ук
431,Griff::N,rankena,тутаах
432,Schloss::N,spyna,күлүүс
433,Schloss::N,užraktas,күлүүс
434,Bild::N,paveikslas,хартыына
435,Figur::N,figūra,фигура
436,Puppe::N,lėlė,куукула
437,Beutel::N,krepšys,мөһөөччук
438,Beutel::N,maišelis,мөһөөччук
439,Bündel::N,ryšulys,баайыы
440,Tasche::N,krepšelis,суумка
441,Eimer::N,kibiras,биэдэрэ
442,Deckel::N,dangtis,хаппах
443,Geschirr::N,indai,иһит
444,Sack::N,maišas,куул
445,Tasse::N,puodukas,сэлиэнэй
446,Topf::N,puodas,көстүрүүҥкэ
447,Kessel::N,katilas,хочуол
448,Essen::N,valgis,аһылык
449,Nahrung::N,penas,ас
450,Nahrung::N,maistas,ас
451,Speise::N,patiekalas,аһылык
452,Fleisch::N,mėsa,эт
453,Getreide::N,javai,злактар
454,Brei::N,košė,хааһы
455,Brot::N,duona,килиэп
456,Scheibe::N,riekė,куһуок
457,Fett::N,taukai,сыа
458,Fett::N,riebalai,сыа
459,Butter::N,sviestas,арыы
460,Öl::N,aliejus,арыы
461,Salz::N,druska,туус
462,Suppe::N,sriuba,мин
463,Honig::N,medus,мүөт
464,Milch::N,pienas,үүт
465,Tee::N,arbata,чэй
466,Leder::N,oda,тирии
467,Wolle::N,vilna,түү
468,Stoff::N,audeklas,таҥас
469,Nadel::N,adata,иннэ
470,Faden::N,gija,сап
471,Faden::N,siūlas,сап
472,Knopf::N,saga,тимэх
473,Knoten::N,mazgas,түмүк
474,Farbe::N,dažai,кырааска
475,Kleidung::N,rūbai,таҥас
476,Kleidung::N,drabužiai,таҥас
477,Hemd::N,marškiniai,ырбаахы
478,Kragen::N,apykaklė,саҕа
479,Ärmel::N,rankovė,сиэх
480,Hose::N,kelnės,ыстаан
481,Hose::N,kelnės,бүрүүкэ
482,Gürtel::N,juosta,кур
483,Gürtel::N,diržas,кур
484,Mütze::N,kepurė,бэргэһэ
485,Schuh::N,batas,бачыыҥка
486,Stiefel::N,auliniai batai,саппыкы
487,Ring::N,žiedas,биһилэх
488,Band::N,kaspinas,лиэнтэ
489,Kamm::N,šukos,тараах
490,Spiegel::N,veidrodis,сиэркилэ
491,Riemen::N,diržas,кур
492,Schnur::N,virvė,быа
493,Leine::N,pavadėlis,тэһиин
494,Decke::N,antklodė,суорҕан
495,Kissen::N,pagalvė,сыттык
496,Kissen::N,priegalvis,сыттык
497,Tuch::N,skarelė,былаат
498,Handtuch::N,rankšluostis,соттор
499,Kraft::N,jėga,сыра
500,Stärke::N,stiprumas,күүс
501,Gesundheit::N,sveikata,доруобуйа
502,Krankheit::N,liga,ыарыы
503,Schmerz::N,skausmas,ыарыы
504,Wunde::N,žaizda,баас
505,Fieber::N,karštis,түрүлгэн
506,Fieber::N,karštis,лихорадка
507,Fieber::N,karštis,температура
508,Arznei::N,vaistas,эмп
509,Brücke::N,tiltas,күргэ
510,Brunnen::N,šulinys,холуодьас
511,Weide::N,ganykla,мэччирэҥ
512,Weide::N,gluosnis,мэччирэҥ
513,Pfad::N,takas,ыллык
514,Weg::N,kelias,суол
515,Straße::N,gatvė,суол
516,Dorf::N,kaimas,дэриэбинэ
517,Dorf::N,sodžius,дэриэбинэ
518,Stadt::N,miestas,куорат
519,Brief::N,laiškas,сурук
520,Buch::N,knyga,кинигэ
521,Buchstabe::N,raidė,буква
522,Zeitung::N,laikraštis,хаһыат
523,Leben::N,gyvybė,тыын
524,Leben::N,gyvenimas,тыын
525,Tod::N,mirtis,өлүү
526,Grab::N,kapas,иин
527,Kirche::N,bažnyčia,таҥара дьиэтэ
528,Sünde::N,nuodėmė,айыы
529,Sünde::N,nusidėjimas,айыы
530,Gott::N,dievas,тангара
531,Arbeiter::N,darbininkas,үлэһит
532,Chef::N,šefas,баһылык
533,Chef::N,šefas,начальник
534,Chef::N,vadovas,баһылык
535,Chef::N,vadovas,начальник
536,Chef::N,viršininkas,баһылык
537,Chef::N,viršininkas,начальник
538,Meister::N,meistras,уус
539,Meister::N,meistras,маастар
540,Arzt::N,gydytojas,врач
541,Lehrer::N,mokytojas,учуутал
542,Geld::N,pinigai,харчы
543,Geschäft::N,biznis,идэ
544,Laden::N,krautuvė,маҕаһыын
545,Laden::N,parduotuvė,маҕаһыын
546,Preis::N,kaina,сыана
547,Ware::N,prekė,табаар
548,Nutzen::N,nauda,туһа
549,Nutzen::N,pelnas,туһа
550,Reichtum::N,turtas,баай
551,Welt::N,pasaulis,аан дойду
552,Land::N,žemė,дойду
553,Land::N,šalis,дойду
554,Staat::N,valstija,государство
555,König::N,karalius,король
556,Macht::N,galia,былаас
557,Macht::N,valdžia,былаас
558,Grenze::N,riba,кыраныысса
559,Grenze::N,siena,кыраныысса
560,Krieg::N,karas,сэрии
561,Feind::N,priešas,өстөөх
562,Gewalt::N,jėga,күүһүлээһин
563,Gewalt::N,smurtas,күүһүлээһин
564,Gewalt::N,prievarta,күүһүлээһин
565,Kampf::N,kova,охсуһуу
566,Bogen[Waffe]::N,lankas,ох
567,Pfeil::N,strėlė,ох
568,Gewehr::N,šautuvas,саа
569,Fehler::N,klaida,сыыһа
570,Lüge::N,melas,сымыйа
571,Schaden::N,nuostolis,хоромньу
572,Schaden::N,apgadinimas,хоромньу
573,Unglück::N,nelaimė,алдьархай
574,Schuld::N,kaltė,буруй
575,Alter::N,amžius,саас
576,Schluss::N,pabaiga,тиһэх
577,Zeit::N,laikas,бириэмэ
578,Tag::N,diena,күн
579,Morgen::N,rytas,сарсыарда
580,Mittag::N,vidurdienis,күн ортото
581,Abend::N,vakaras,киэһэ
582,Nacht::N,naktis,түүн
583,Woche::N,savaitė,нэдиэлэ
584,Monat::N,mėnuo,ый
585,Jahr::N,metai,сыл
586,Jahr::N,metai,дьыл
587,Frühling::N,pavasaris,саас
588,Sommer::N,vasara,сайын
589,Herbst::N,ruduo,күһүн
590,Winter::N,žiema,кыһын
591,Januar::N,sausis,тохсунньу
592,Februar::N,vasaris,олунньу
593,März::N,kovas,кулун тутар
594,April::N,balandis,муус устар ый
595,Mai::N,gegužė,ыам ыйа
596,Juni::N,birželis,бэс ыйа
597,Juli::N,liepa,от ыйа
598,August::N,rugpjūtis,атырдьах ыйа
599,September::N,rugsėjis,балаҕан ыйа
600,Oktober::N,spalis,алтынньы
601,November::N,lapkritis,сэтинньи
602,Dezember::N,gruodis,ахсынньы
603,Montag::N,pirmadienis,бэнидиэнньик
604,Dienstag::N,antradienis,оптуорунньук
605,Mittwoch::N,trečiadienis,сэрэдэ
606,Donnerstag::N,ketvirtadienis,чэппиэр
607,Freitag::N,penktadienis,бээтинсэ
608,Samstag::N,šeštadienis,субуота
609,Sonntag::N,sekmadienis,баскыһыанньа
610,groß::A,didis,бөдөҥ
611,groß::A,didis,улахан
612,groß::A,didelis,бөдөҥ
613,groß::A,didelis,улахан
614,klein::A,mažas,кыр
615,lang::A,ilgas,уһун
616,kurz::A,trumpas,кылгас
617,breit::A,platus,кэтит
618,schmal::A,smulkus,кыараҕас
619,dicht::A,tankus,хойуу
620,dick[Gegenstand]::A,storas,суон
621,dick[Gegenstand]::A,storas,хойуу
622,dünn::A,plonas,чараас
623,fein::A,smulkus,бытархай
624,fein::A,smulkus,синньигес
625,fest::A,kietas,бөҕө
626,fest::A,kietas,кытаанах
627,fest::A,tvirtas,бөҕө
628,fest::A,tvirtas,кытаанах
629,flach::A,lėkštas,хаптаҕай
630,flach::A,plokščias,хаптаҕай
631,glatt::A,slidus,кылааккай
632,hart::A,kietas,хатан
633,hart::A,kietas,кытаанах
634,weich::A,minkštas,сымнаҕас
635,rund::A,apvalus,төгүрүк
636,rund::A,apskritas,төгүрүк
637,spitz::A,aštrus,сытыы
638,spitz::A,aštrus,уһуктаах
639,spitz::A,smailus,сытыы
640,spitz::A,smailus,уһуктаах
641,scharf::A,aštrus,сытыы
642,stumpf::A,bukas,сыппах
643,stumpf::A,atšipęs,сыппах
644,schwer::A,sunkus,ыарахан
645,schön::A,gražus,кыраһыабай
646,heiß::A,karštas,итии
647,warm::A,šiltas,ичигэс
648,kalt::A,šaltas,тымныы
649,kühl::A,vėsus,сөрүүн
650,kühl::A,bejausmis,сөрүүн
651,frisch::A,šviežias,ыраас
652,frisch::A,šviežias,сөрүүн
653,frisch::A,šviežias,тымныы
654,feucht::A,drėgnas,сииктээх
655,nass::A,šlapias,инчэҕэй
656,trocken::A,sausas,кураан
657,voll::A,pilnas,толору
658,leer::A,tuščias,иччитэх
659,offen::A,atviras,аһаҕас
660,geschlossen::A,uždaras,бүтэй
661,geschlossen::A,uždarytas,бүтэй
662,sauber::A,švarus,сэбэр
663,schmutzig::A,nešvarus,кирдээх
664,schmutzig::A,purvinas,кирдээх
665,roh::A,žalias,сиикэй
666,reif::A,prinokęs,буспут
667,reif::A,prinokęs,сиппит-хоппут
668,reif::A,pribrendęs,буспут
669,reif::A,pribrendęs,сиппит-хоппут
670,lecker::A,gardus,минньигэс
671,süß::A,saldus,минньигэс
672,bitter::A,kartus,аһыы
673,sauer::A,gižus,аһыы
674,sauer::A,rūgštus,аһыы
675,hell::A,šviesus,сырдык
676,hell::A,skaistus,сырдык
677,dunkel::A,tamsus,хараҥа
678,schwarz::A,juodas,хара
679,weiß::A,baltas,үрүҥ
680,weiß::A,baltas,маҥан
681,rot::A,raudonas,кыһыл
682,gelb::A,geltonas,саһархай
683,blau::A,mėlynas,күөх
684,grün::A,žalias,күөх
685,grün::A,žalias,от күөҕэ
686,grau::A,pilkas,сиэрэй
687,bunt::A,margas,эриэн
688,bunt::A,spalvotas,эриэн
689,billig::A,pigus,чэпчэки
690,teuer::A,brangus,сыаналаах
691,wertvoll::A,vertingas,сыаналаах
692,blind::A,aklas,хараҕа суох
693,taub::A,kurčias,дьүлэй
694,kräftig::A,stiprus,модун
695,stark::A,stiprus,күүстээх
696,schwach::A,silpnas,мөлтөх
697,fett::A,riebus,эмис
698,schlank::A,laibas,дьылҕан
699,schlank::A,laibas,дьыпсаҕай
700,schlank::A,lieknas,дьылҕан
701,schlank::A,lieknas,дьыпсаҕай
702,hübsch::A,gražus,олус кэрэ
703,hübsch::A,gražus,көрүөхтэн үчүгэй
704,böse::A,blogas,өһүөннээх
705,dumm::A,paikas,акаары
706,dumm::A,kvailas,акаары
707,faul::A,tingus,нэс
708,fleißig::A,stropus,кыһамньылаах
709,fleißig::A,kruopštus,кыһамньылаах
710,geizig::A,šykštus,иҥсэлээх
711,klug::A,sumanus,өйдөөх
712,klug::A,protingas,өйдөөх
713,geschickt::A,apsukrus,наһаа дьоҕурдаах
714,lieb::A,mielas,тапталлаах
715,lustig::A,smagus,көрдөөх
716,lustig::A,linksmas,көрдөөх
717,sanft::A,švelnus,намчы
718,sanft::A,švelnus,сымнаҕас
719,sanft::A,minkštas,намчы
720,sanft::A,minkštas,сымнаҕас
721,hungrig::A,alkanas,аччык
722,krank::A,ligotas,ыалдьар
723,krank::A,sergantis,ыалдьар
724,nackt::A,nuogas,сыгынньах
725,traurig::A,liūdnas,санаарҕабыллаах
726,lebendig::A,gyvas,тыыннаах
727,gut::A,geras,үтүө
728,gut::A,geras,үчүгэй
729,schlecht::A,blogas,куһаҕан
730,schlecht::A,prastas,куһаҕан
731,richtig::A,tikras,сөп
732,richtig::A,teisingas,сөп
733,schlimm::A,blogas,сидьиҥ
734,schlimm::A,blogas,быдьар
735,schlimm::A,prastas,сидьиҥ
736,schlimm::A,prastas,быдьар
737,wahr::A,tikras,кырдьык
738,alt::A,senas,былыргы
739,neu::A,naujas,саҥа
740,ehemalig::A,buvęs,урукку
741,alt[Lebewesen]::A,pagyvenęs,кырдьаҕас
742,jung::A,jaunas,эдэр
743,arm::A,neturtingas,дьадаҥы
744,reich::A,turtingas,баай
745,bekannt::A,žinomas,билэр
