,Concept_ID,tr,az
124,Fluss::N,nehir,çay
125,Ufer::N,kıyı,kənar
126,Ufer::N,sahil,kənar
127,Küste::N,kıyı,sahil
128,Küste::N,sahil,sahil
129,Festland::N,kara,materik
130,Meer::N,deniz,dəniz
131,Bucht::N,koy,körfəz
132,Bucht::N,körfez,körfəz
133,Insel::N,ada,ada
134,Blume::N,çiçek,çiçək
135,Gras::N,ot,ot
136,Gras::N,çim,ot
137,Wurzel::N,kök,kök
138,Baum::N,ağaç,ağac
139,Stamm::N,gövde,gövdə
140,Rinde::N,kabuk,qabıq
141,Ast::N,dal,şax
142,Ast::N,budak,şax
143,Zweig::N,dal,budaq
144,Blatt::N,yaprak,yarpaq
145,Birke::N,huş,tozağacı
146,Kiefer[Baum]::N,çam,şam
147,Weide[Baum]::N,söğüt,söyüd
148,Tanne::N,çam,küknar
149,Tanne::N,köknar,küknar
150,Horn::N,boynuz,buynuz
151,Feder::N,tüy,tük
152,Feder::N,tüy,lələk
153,Fell::N,post,xəz
154,Flügel::N,kanat,qanad
155,Klaue::N,pençe,pəncə
156,Kralle::N,tırnak,dırnaq
157,Schwanz::N,kuyruk,quyruq
158,Ei::N,yumurta,yumurta
159,Nest::N,yuva,yuva
160,Bau::N,in,yuva
161,Tier::N,hayvan,heyvan
162,Herde::N,sürü,sürü
163,Kuh::N,inek,inək
164,Bulle::N,boğa,öküz
165,Pferd::N,at,at
166,Pferd::N,beygir,at
167,Schaf::N,koyun,qoyun
168,Schwein::N,domuz,donuz
169,Hund::N,it,it
170,Hund::N,it,köpək
171,Hund::N,köpek,it
172,Hund::N,köpek,köpək
173,Katze::N,kedi,pişik
174,Bär::N,ayı,ayı
175,Eichhörnchen::N,sincap,dələ
176,Elch::N,büyük kuzey geyiği,sığın
177,Fuchs::N,tilki,tülkü
178,Hase::N,tavşan,dovşan
179,Maus::N,fare,siçan
180,Maus::N,sıçan,siçan
181,Wolf::N,kurt,qurd
182,Vogel::N,kuş,quş
183,Schwarm::N,sürü,sürü
184,Huhn::N,tavuk,toyuq
185,Hahn::N,horoz,xoruz
186,Gans::N,kaz,qaz
187,Adler::N,kartal,qartal
188,Adler::N,kartal,qaraquş
189,Adler::N,karakuş,qartal
190,Adler::N,karakuş,qaraquş
191,Ente::N,ördek,ördək
192,Eule::N,baykuş,bayquş
193,Kranich::N,turna,durna
194,Krähe::N,karga,qarğa
195,Kuckuck::N,guguk,ququ
196,Schwan::N,kuğu,qu quşu
197,Fisch::N,balık,balıq
198,Barsch::N,hani,tar
199,Barsch::N,levrek,tar
200,Hecht::N,turnabalığı,durnabalığı
201,Schlange[Tier]::N,yılan,ilan
202,Wurm::N,kurt,qurd
203,Wurm::N,solucan,qurd
204,Spinne::N,örümcek,hörümçək
205,Ameise::N,karınca,qarışqa
206,Laus::N,bit,bit
207,Mücke::N,sivrisinek,ağcaqanad
208,Fliege::N,sinek,milçək
209,Schmetterling::N,kelebek,kəpənək
210,Beere::N,tane,gilə
211,Apfel::N,elma,alma
212,Pilz::N,mantar,göbələk
213,Zwiebel::N,soğan,soğan
214,Saat::N,ekin,əkin
215,Korn::N,tane,taxıl
216,Heu::N,kuru ot,quru ot
217,Schale::N,kabuk,qabıq
218,Grube::N,çukur,çuxur
219,Falle::N,tuzak,tələ
220,Falle::N,tuzak,duzaq
221,Schlinge::N,ilmik,ilmək
222,Spur::N,iz,iz
223,Asche::N,kül,kül
224,Dreck::N,pislik,kir
225,Eisen::N,demir,dəmir
226,Gold::N,altın,altun
227,Silber::N,gümüş,gümüş
228,Kohle::N,kömür,kömür
229,Glas::N,cam,şüşə
230,Lehm::N,balçık,gil
231,Lehm::N,balçık,palçıq
232,Sand::N,kum,qum
233,Mensch::N,insan,adam
234,Mensch::N,insan,insan
235,Mann::N,adam,kişi
236,Mann::N,erkek,kişi
237,Frau::N,bayan,qadın
238,Kind::N,çocuk,uşaq
239,Junge::N,erkek çocuk,oğlan
240,Mädchen::N,kız,qız
241,Familie::N,aile,ailə
242,Großvater::N,dede,baba
243,Großvater::N,büyükbaba,baba
244,Großmutter::N,nine,nənə
245,Großmutter::N,büyükanne,nənə
246,Eltern::N,ebeveyn,valideyn
247,Eltern::N,ana baba,valideyn
248,Vater::N,ata,ata
249,Vater::N,baba,ata
250,Mutter::N,ana,ana
251,Mutter::N,anne,ana
252,Sohn::N,oğul,oğul
253,Tochter::N,kız,qız
254,Tochter::N,kız evlât,qız
255,Bruder::N,abi,qardaş
256,Bruder::N,erkek kardeş,qardaş
257,Schwester::N,abla,bacı
258,Schwester::N,kız kardeş,bacı
259,Onkel::N,dayı,əmi
260,Onkel::N,dayı,dayı
261,Tante::N,hala,bibi
262,Tante::N,teyze,bibi
263,Ehemann::N,koca,ər
264,Ehefrau::N,karı,arvad
265,Freude::N,neşe,nəşə
266,Freude::N,neşe,sevinc
267,Freude::N,sevinç,nəşə
268,Freude::N,sevinç,sevinc
269,Gelächter::N,gülme,gülüş
270,Gelächter::N,gülme,qəhqəhə
271,Gelächter::N,kahkaha,gülüş
272,Gelächter::N,kahkaha,qəhqəhə
273,Glück::N,mutluluk,səadət
274,Glück::N,mutluluk,xoşbəxtlik
275,Kummer::N,dert,qəm
276,Kummer::N,dert,kədər
277,Kummer::N,keder,qəm
278,Kummer::N,keder,kədər
279,Wunsch::N,arzu,arzu
280,Wunsch::N,istek,arzu
281,Lust::N,arzu,həvəs
282,Lust::N,heves,həvəs
283,Geist::N,tin,ruh
284,Gedanke::N,fikir,fikir
285,Gedanke::N,fikir,düşüncə
286,Gedanke::N,düşünce,fikir
287,Gedanke::N,düşünce,düşüncə
288,Gedächtnis::N,bellek,xatir
289,Gedächtnis::N,bellek,hafizə
290,Verstand::N,zekâ,ağıl
291,Sinn::N,anlam,məna
292,Grund::N,sebep,səbəb
293,Wahrheit::N,doğruluk,haqq
294,Wahrheit::N,doğruluk,doğruluq
295,Wahrheit::N,gerçeklik,haqq
296,Wahrheit::N,gerçeklik,doğruluq
297,Gespräch::N,görüşme,söhbət
298,Gespräch::N,görüşme,qonuşma
299,Märchen::N,masal,nağıl
300,Erzählung::N,öykü,hekayə
301,Erzählung::N,hikâye,hekayə
302,Nachricht::N,haber,xəbər
303,Neuigkeit::N,haber,xəbər
304,Neuigkeit::N,haber,yenilik
305,Name::N,ad,ad
306,Name::N,isim,ad
307,Rätsel::N,bilmece,tapmaca
308,Rede::N,söylev,nitq
309,Rede::N,konuşma,nitq
310,Sprache::N,dil,dil
311,Sprache::N,lisan,dil
312,Stimme::N,ses,səs
313,Wort::N,kelime,söz
314,Wort::N,kelime,kəlmə
315,Zeichen::N,işaret,nişan
316,Ruf::N,çağırma,çığırtı
317,Lärm::N,şamata,gurultu
318,Lärm::N,gürültü,gurultu
319,Laut::N,ses,səs
320,Ton::N,ses,ton
321,Lied::N,türkü,mahnı
322,Ruhe::N,sakinlik,sakitlik
323,Leute::N,halk,xalq
324,Leute::N,insanlar,xalq
325,Volk::N,ulus,millət
326,Volk::N,millet,millət
327,Arbeit::N,iş,iş
328,Arbeit::N,iş,əmək
329,Arbeit::N,çalışma,iş
330,Arbeit::N,çalışma,əmək
331,Gast::N,konuk,qonaq
332,Gast::N,konuk,müsafir
333,Gast::N,misafir,qonaq
334,Gast::N,misafir,müsafir
335,Geschenk::N,hediye,hədiyyə
336,Geschenk::N,armağan,hədiyyə
337,Spiel::N,oyun,oyun
338,Spiel::N,oyun,tamaşa
339,Gesellschaft::N,çevre,cəmiyyet
340,Gesellschaft::N,arkadaşlık,cəmiyyet
341,Hilfe::N,yardım,kömək
342,Hilfe::N,yardım,yardım
343,Freund::N,dost,dost
344,Freund::N,arkadaş,dost
345,Kamerad::N,arkadaş,yoldaş
346,Angelegenheit::N,iş,iş
347,Angelegenheit::N,husus,iş
348,Anzahl::N,sayı,say
349,Art::N,çeşit,çeşid
350,Stück::N,tane,dənə
351,Stück::N,tane,parça
352,Stück::N,parça,dənə
353,Stück::N,parça,parça
354,Teil::N,kısım,qisim
355,Hälfte::N,yarı,yarım
356,Kreis::N,daire,dairə
357,Kreuz::N,haç,xaç
358,Linie::N,hat,xətt
359,Linie::N,çizgi,xətt
360,Strich::N,çizgi,cızıq
361,Abstand::N,aralık,məsafə
362,Entfernung::N,mesafe,məsafə
363,Entfernung::N,mesafe,uzaqlıq
364,Entfernung::N,uzaklık,məsafə
365,Entfernung::N,uzaklık,uzaqlıq
366,Gegend::N,yöre,bölgə
367,Platz::N,yer,yer
368,Ort::N,yer,yer
369,Seite::N,yan,yan
370,Seite::N,yan,tərəf
371,Seite::N,taraf,yan
372,Seite::N,taraf,tərəf
373,Mitte::N,orta,orta
374,Mitte::N,merkez,orta
375,Gegenstand::N,şey,şey
376,Sache::N,iş,şey
377,Sache::N,şey,şey
378,Rand::N,kenar,kənar
379,Kante::N,kenar,tiyə
380,Kante::N,kenar,kənar
381,Ecke::N,köşe,bucaq
382,Spitze::N,uç,uc
383,Spitze::N,baş,uc
384,Ende::N,uç,son
385,Ende::N,uç,axır
386,Loch::N,oyuk,deşik
387,Loch::N,delik,deşik
388,Winkel::N,köşe,guşə
389,Muster::N,örnek,ülgü
390,Größe::N,büyüklük,böyüklük
391,Länge::N,uzunluk,uzunluq
392,Höhe::N,yükseklik,yüksəklik
393,Gewicht::N,ağırlık,çəki
394,Gewicht::N,ağırlık,ağırlıq
395,Menge::N,miktar,miqdar
396,Haufen::N,küme,yığın
397,Haufen::N,yığın,yığın
398,Reihe::N,sıra,səf
399,Reihe::N,sıra,sıra
400,Boot::N,kayık,qayıq
401,Boot::N,sandal,qayıq
402,Ruder::N,kürek,kürək
403,Schlitten::N,kızak,kirşə
404,Ski::N,kayak,xizək
405,Lagerfeuer::N,kamp ateşi,düşərgə tonqalı
406,Last::N,yük,yük
407,Gang::N,gidiş,yeriş
408,Gang::N,yürüyüş,yeriş
409,Schritt::N,adım,addım
410,Norden::N,kuzey,şimal
411,Süden::N,güney,cənub
412,Westen::N,batı,qərb
413,Osten::N,doğu,şərq
414,Holz::N,ağaç,ağac
415,Holz::N,ağaç,taxta
416,Holz::N,tahta,ağac
417,Holz::N,tahta,taxta
418,Brett::N,tahta,taxta
419,Platte::N,levha,lövhə
420,Stütze::N,dayak,dayaq
421,Stütze::N,dayak,dəstək
422,Stütze::N,destek,dayaq
423,Stütze::N,destek,dəstək
424,Stange::N,çubuk,şüvül
425,Stock::N,sopa,dəyənək
426,Stock::N,değnek,dəyənək
427,Stab::N,sırık,əsa
428,Stab::N,sırık,şüvül
429,Stab::N,baston,əsa
430,Stab::N,baston,şüvül
431,Rohr::N,boru,boru
432,Rohr::N,boru,truba
433,Haus::N,ev,ev
434,Heim::N,ev,ev
435,Heim::N,yurt,ev
436,Ofen::N,soba,peç
437,Ofen::N,soba,soba
438,Fußboden::N,taban,döşəmə
439,Fußboden::N,döşeme,döşəmə
440,Tisch::N,masa,masa
441,Stuhl::N,iskemle,stul
442,Stuhl::N,sandalye,stul
443,Wiege::N,beşik,beşik
444,Bett::N,yatak,yataq
445,Regal::N,raf,rəf
446,Kiste::N,sandık,yeşik
447,Kiste::N,sandık,sandıq
448,Fenster::N,pencere,pəncərə
449,Tür::N,kapı,qapı
450,Tor::N,kapı,darvaza
451,Zaun::N,çit,çəpər
452,Dach::N,dam,dam
453,Dach::N,çatı,dam
454,Leiter::N,merdiven,nərdivan
455,Besen::N,süpürge,süpürgə
456,Spaten::N,bel,kürək
457,Schaufel::N,kürek,kürək
458,Gabel::N,çatal,çəngəl
459,Löffel::N,kaşık,qaşıq
460,Messer::N,bıçak,bıçaq
461,Nagel::N,çivi,mıx
462,Netz::N,ağ,tor
463,Haken::N,çengel,çəngəl
464,Griff::N,kulp,qulp
465,Griff::N,kulp,tutacaq
466,Griff::N,tutamak,qulp
467,Griff::N,tutamak,tutacaq
468,Schloss::N,kilit,qıfıl
469,Bild::N,imaj,rəsm
470,Bild::N,resim,rəsm
471,Figur::N,şekil,şəkil
472,Figur::N,şekil,heykəl
473,Figur::N,heykel,şəkil
474,Figur::N,heykel,heykəl
475,Puppe::N,kukla,kukla
476,Puppe::N,kukla,gəlincik
477,Beutel::N,kese,kisə
478,Beutel::N,kese,torba
479,Beutel::N,torba,kisə
480,Beutel::N,torba,torba
481,Bündel::N,deste,bağlama
482,Tasche::N,çanta,çanta
483,Eimer::N,kova,vedrə
484,Eimer::N,kova,çəllək
485,Deckel::N,kapak,qapaq
486,Geschirr::N,kap kacak,qab-qazan
487,Sack::N,torba,çuval
488,Tasse::N,fincan,fincan
489,Topf::N,tencere,qazan
490,Kessel::N,kazan,qazan
491,Essen::N,yemek,yemək
492,Nahrung::N,gıda,qida
493,Nahrung::N,besin,qida
494,Speise::N,yemek,xörək
495,Fleisch::N,et,ət
496,Getreide::N,tahıl,taxıl
497,Getreide::N,hububat,taxıl
498,Brei::N,ezme,aş
499,Brei::N,ezme,sıyıq
500,Brot::N,ekmek,çörək
501,Scheibe::N,dilim,dilim
502,Fett::N,yağ,yağ
503,Butter::N,tereyağı,kərə yağı
504,Öl::N,yağ,yağ
505,Öl::N,akar yağ,yağ
506,Salz::N,tuz,duz
507,Suppe::N,çorba,şorba
508,Honig::N,bal,bal
509,Milch::N,süt,süd
510,Tee::N,çay,çay
511,Leder::N,deri,dəri
512,Leder::N,meşin,dəri
513,Wolle::N,yün,yun
514,Stoff::N,kumaş,qumaş
515,Nadel::N,iğne,iynə
516,Faden::N,tire,sap
517,Faden::N,iplik,sap
518,Knopf::N,düğme,düymə
519,Knoten::N,düğüm,düyün
520,Farbe::N,boya,boya
521,Kleidung::N,giyim,geyim
522,Hemd::N,gömlek,köynək
523,Kragen::N,yaka,yaxa
524,Ärmel::N,yen,qol
525,Ärmel::N,elbise kolu,qol
526,Hose::N,pantolon,şalvar
527,Gürtel::N,kuşak,kəmər
528,Mütze::N,bere,şapka
529,Mütze::N,kasket,şapka
530,Schuh::N,kundura,tufli
531,Schuh::N,kundura,ayaqqabı
532,Schuh::N,ayakkabı,tufli
533,Schuh::N,ayakkabı,ayaqqabı
534,Stiefel::N,çizme,çəkmə
535,Ring::N,yüzük,üzük
536,Band::N,bağ,lent
537,Band::N,şerit,lent
538,Kamm::N,tarak,daraq
539,Spiegel::N,ayna,güzgü
540,Riemen::N,kayış,qayış
541,Schnur::N,ip,ip
542,Schnur::N,sicim,ip
543,Leine::N,kayış,kəmsik
544,Decke::N,örtü,ədyal
545,Decke::N,örtü,yorğan
546,Decke::N,yorgan,ədyal
547,Decke::N,yorgan,yorğan
548,Kissen::N,yastık,yastıq
549,Tuch::N,bez,şarf
550,Tuch::N,bez,kaşne
551,Handtuch::N,havlu,dəsmal
552,Kraft::N,güç,güc
553,Kraft::N,kuvvet,güc
554,Stärke::N,kuvvet,qüvvət
555,Gesundheit::N,sağlık,sağlamlıq
556,Krankheit::N,hastalık,xəstəlik
557,Schmerz::N,ağrı,ağrı
558,Schmerz::N,ağrı,sancı
559,Schmerz::N,sancı,ağrı
560,Schmerz::N,sancı,sancı
561,Wunde::N,yara,yara
562,Fieber::N,ateş,isitmə
563,Fieber::N,ateş,qızdırma
564,Arznei::N,ilâç,ilaç
565,Arznei::N,ilâç,dərman
566,Brücke::N,köprü,körpü
567,Brunnen::N,kuyu,quyu
568,Brunnen::N,çeşme,quyu
569,Weide::N,otlak,otlaq
570,Pfad::N,patika,cığır
571,Pfad::N,keçiyolu,cığır
572,Weg::N,yol,yol
573,Straße::N,yol,küçə
574,Straße::N,cadde,küçə
575,Dorf::N,köy,kənd
576,Stadt::N,kent,şəhər
577,Stadt::N,şehir,şəhər
578,Brief::N,mektup,məktub
579,Buch::N,kitap,kitab
580,Buchstabe::N,harf,hərf
581,Zeitung::N,gazete,qəzet
582,Leben::N,hayat,həyat
583,Tod::N,ölüm,ölüm
584,Grab::N,kabir,qəbir
585,Kirche::N,kilise,kilsə
586,Sünde::N,günah,günah
587,Gott::N,tanrı,tanrı
588,Arbeiter::N,işçi,işçi
589,Chef::N,şef,şef
590,Chef::N,şef,rəis
591,Chef::N,müdür,şef
592,Chef::N,müdür,rəis
593,Meister::N,usta,usta
594,Arzt::N,hekim,həkim
595,Arzt::N,hekim,doktor
596,Arzt::N,doktor,həkim
597,Arzt::N,doktor,doktor
598,Lehrer::N,hoca,müəllim
599,Lehrer::N,öğretmen,müəllim
600,Geld::N,para,pul
601,Geschäft::N,ticaret,ticarət
602,Laden::N,dükkân,dükan
603,Preis::N,fiyat,qiymət
604,Ware::N,mal,mal
605,Nutzen::N,fayda,fayda
606,Reichtum::N,servet,zənginlik
607,Reichtum::N,zenginlik,zənginlik
608,Welt::N,dünya,aləm
609,Welt::N,dünya,dünya
610,Land::N,ülke,ölkə
611,Staat::N,devlet,dövlət
612,König::N,kral,kral
613,König::N,kral,məlik
614,Macht::N,kudret,qüdrət
615,Macht::N,iktidar,qüdrət
616,Grenze::N,had,hüdud
617,Grenze::N,had,sərhət
618,Grenze::N,sınır,hüdud
619,Grenze::N,sınır,sərhət
620,Krieg::N,savaş,hərb
621,Krieg::N,savaş,müharibə
622,Feind::N,düşman,düşmən
623,Gewalt::N,zor,cəbr
624,Gewalt::N,cebir,cəbr
625,Kampf::N,savaş,savaş
626,Bogen[Waffe]::N,yay,yay
627,Pfeil::N,ok,ox
628,Gewehr::N,tüfek,tüfəng
629,Fehler::N,hata,xəta
630,Fehler::N,yanlış,xəta
631,Lüge::N,yalan,yalan
632,Schaden::N,zarar,ziyan
633,Unglück::N,felâket,bəla
634,Unglück::N,talihsizlik,bəla
635,Schuld::N,suç,təqsir
636,Schuld::N,kabahat,təqsir
637,Alter::N,yaş,yaş
638,Schluss::N,son,son
639,Zeit::N,zaman,vaxt
640,Zeit::N,zaman,zaman
641,Tag::N,gün,gün
642,Morgen::N,sabah,sabah
643,Mittag::N,öğle,günorta
644,Abend::N,akşam,axşam
645,Nacht::N,gece,gecə
646,Woche::N,hafta,həftə
647,Monat::N,ay,ay
648,Jahr::N,yıl,il
649,Jahr::N,sene,il
650,Frühling::N,ilkbahar,yaz
651,Frühling::N,ilkbahar,bahar
652,Sommer::N,yaz,yay
653,Herbst::N,güz,payız
654,Herbst::N,sonbahar,payız
655,Winter::N,kış,qış
656,Januar::N,ocak,Janvar
657,Februar::N,şubat,Fevral
658,März::N,mart,Mart
659,April::N,nisan,Aprel
660,Mai::N,mayıs,May
661,Juni::N,haziran,İyun
662,Juli::N,temmuz,İyul
663,August::N,ağustos,Avqust
664,September::N,eylül,Sentyabr
665,Oktober::N,ekim,Oktyabr
666,November::N,kasım,Noyabr
667,Dezember::N,aralık,Dekabr
668,Montag::N,pazartesi,bazar ertəsi
669,Dienstag::N,salı,çərşənbə axşamı
670,Mittwoch::N,çarşamba,çərşənbə
671,Donnerstag::N,perşembe,cüme axşamı
672,Freitag::N,cuma,cüme
673,Samstag::N,cumartesi,şənbə
674,Sonntag::N,pazar,bazar
675,groß::A,büyük,böyük
676,klein::A,ufak,kiçik
677,klein::A,küçük,kiçik
678,lang::A,uzun,uzun
679,kurz::A,kısa,qısa
680,breit::A,enli,enli
681,breit::A,enli,geniş
682,breit::A,geniş,enli
683,breit::A,geniş,geniş
684,schmal::A,dar,dar
685,dicht::A,sık,sıx
686,dicht::A,yoğun,sıx
687,dick[Gegenstand]::A,kalın,qalın
688,dick[Gegenstand]::A,iri,qalın
689,dünn::A,ince,nazik
690,fein::A,ince,incə
691,fein::A,narin,incə
692,fest::A,sabit,bərk
693,fest::A,sabit,möhkəm
694,fest::A,sağlam,bərk
695,fest::A,sağlam,möhkəm
696,flach::A,düz,düz
697,flach::A,yassı,düz
698,glatt::A,düz,hamar
699,hart::A,katı,sərt
700,weich::A,yumuşak,yumşaq
701,rund::A,yuvarlak,yuvarlaq
702,spitz::A,sivri,uclu
703,spitz::A,sivri,sivri
704,scharf::A,keskin,kəskin
705,stumpf::A,kör,küt
706,schwer::A,ağır,ağır
707,schön::A,güzel,gözəl
708,schön::A,güzel,gəşəng
709,heiß::A,kızgın,isti
710,warm::A,sıcak,ilıq
711,kalt::A,soğuk,soyuq
712,kühl::A,serin,sərin
713,frisch::A,taze,təzə
714,feucht::A,nemli,nəm
715,feucht::A,rutubetli,nəm
716,nass::A,yaş,yaş
717,nass::A,ıslak,yaş
718,trocken::A,kuru,quru
719,voll::A,dolu,dolu
720,voll::A,dolmuş,dolu
721,leer::A,boş,boş
722,offen::A,açık,açıq
723,geschlossen::A,kapalı,qapalı
724,sauber::A,pak,təmiz
725,sauber::A,temiz,təmiz
726,schmutzig::A,pis,kirli
727,schmutzig::A,kirli,kirli
728,roh::A,çiğ,çiy
729,reif::A,olgun,yetişmiş
730,lecker::A,lezzetli,dadlı
731,lecker::A,lezzetli,ləzzətli
732,süß::A,tatlı,şirin
733,süß::A,şekerli,şirin
734,bitter::A,acı,acı
735,sauer::A,ekşi,turş
736,hell::A,aydınlık,aydın
737,dunkel::A,karanlık,qaranlıq
738,schwarz::A,kara,qara
739,schwarz::A,siyah,qara
740,weiß::A,ak,ağ
741,weiß::A,beyaz,ağ
742,rot::A,kırmızı,qırmızı
743,gelb::A,sarı,sarı
744,blau::A,mavi,göy
745,blau::A,mavi,mavi
746,grün::A,yeşil,yaşıl
747,grau::A,boz,boz
748,bunt::A,renkli,əlvan
749,bunt::A,renkli,rəngli
750,billig::A,ucuz,ucuz
751,teuer::A,pahalı,bahalı
752,wertvoll::A,değerli,qiymətli
753,blind::A,kör,kor
754,taub::A,sağır,kar
755,kräftig::A,dinç,güclü
756,kräftig::A,kuvvetli,güclü
757,stark::A,güçlü,qüvvətli
758,stark::A,kuvvetli,qüvvətli
759,schwach::A,zayıf,zəif
760,schwach::A,zayıf,gücsüz
761,schwach::A,güçsüz,zəif
762,schwach::A,güçsüz,gücsüz
763,fett::A,şişman,şişman
764,schlank::A,narin,zərif
765,hübsch::A,güzel,göyçək
766,hübsch::A,sevimli,göyçək
767,böse::A,kötü,fəna
768,dumm::A,aptal,axmaq
769,faul::A,tembel,tənbəl
770,fleißig::A,çalışkan,çalışqan
771,geizig::A,cimri,xəsis
772,klug::A,zekî,ağıllı
773,klug::A,akıllı,ağıllı
774,geschickt::A,becerikli,bacarıqlı
775,lieb::A,sevimli,əziz
776,lieb::A,sevimli,sevimli
777,lustig::A,neşeli,məzəli
778,lustig::A,neşeli,gülməli
779,sanft::A,nazik,mülayim
780,hungrig::A,aç,ac
781,krank::A,hasta,xəstə
782,krank::A,rahatsız,xəstə
783,nackt::A,çıplak,çılpaq
784,traurig::A,kederli,qəmgin
785,traurig::A,kederli,kədərli
786,traurig::A,üzüntülü,qəmgin
787,traurig::A,üzüntülü,kədərli
788,lebendig::A,canlı,canlı
789,gut::A,iyi,yaxşı
790,schlecht::A,kötü,pis
791,richtig::A,doğru,doğru
792,schlimm::A,kötü,fəna
793,wahr::A,doğru,gərçək
794,wahr::A,gerçek,gərçək
795,alt::A,eski,əski
796,alt::A,eski,köhnə
797,neu::A,yeni,yeni
798,ehemalig::A,önceki,əvvəlki
799,alt[Lebewesen]::A,yaşlı,qoca
800,jung::A,genç,gənc
801,arm::A,fakir,kasıb
802,arm::A,fakir,yoxsul
803,reich::A,zengin,zəngin
804,bekannt::A,bilinen,tanış
805,berühmt::A,ünlü,məşhur
806,berühmt::A,meşhur,məşhur
807,fremd::A,yabancı,yad
808,verschieden::A,ayrı,dürlü
809,verschieden::A,farklı,dürlü
810,nah::A,yakın,yaxın
811,nah::A,bitişik,yaxın
