,Concept_ID,ru,sq
125,Küste::N,побережье,bregdet
126,Festland::N,суша,kontinent
127,Meer::N,море,det
128,Bucht::N,бухта,gji deti
129,Insel::N,остров,ishull
130,Insel::N,остров,ujdhesë
131,Blume::N,цветок,lule
132,Gras::N,трава,bar
133,Wurzel::N,корень,rrënjë
134,Baum::N,дерево,pemë
135,Stamm::N,ствол,trung
136,Rinde::N,кора,lëvore
137,Ast::N,сук,degë
138,Zweig::N,ветвь,bisk
139,Blatt::N,лист,fletë
140,Blatt::N,лист,gjethe
141,Birke::N,береза,mështekën
142,Kiefer[Baum]::N,сосна,pishë
143,Weide[Baum]::N,ива,shelg
144,Tanne::N,ель,bredh
145,Horn::N,рог,bri
146,Feder::N,перо,pupël
147,Fell::N,шкура,lëkurë
148,Flügel::N,крыло,krah
149,Flügel::N,крыло,fletë
150,Klaue::N,коготь,kthetër
151,Kralle::N,лапа,thua
152,Kralle::N,лапа,kthetër
153,Schwanz::N,хвост,bisht
154,Ei::N,яйцо,vezë
155,Nest::N,гнездо,fole
156,Bau::N,нора,strofkë
157,Tier::N,животное,kafshë
158,Herde::N,стадо,kope
159,Herde::N,стадо,grigjë
160,Kuh::N,корова,lopë
161,Bulle::N,бык,dem
162,Pferd::N,лошадь,kalë
163,Schaf::N,овца,dele
164,Schwein::N,свинья,derr
165,Hund::N,собака,qen
166,Katze::N,кошка,mace
167,Bär::N,медведь,ari
168,Eichhörnchen::N,белка,ketër
169,Elch::N,лось,dre brilopatë
170,Fuchs::N,лиса,dhelpër
171,Hase::N,заяц,lepur
172,Maus::N,мышь,mi
173,Wolf::N,волк,ujk
174,Vogel::N,птица,zog
175,Vogel::N,птица,shpend
176,Schwarm::N,стая,luzmë
177,Huhn::N,курица,pulë
178,Hahn::N,петух,gjel
179,Hahn::N,петух,këndes
180,Gans::N,гусь,patë
181,Adler::N,орел,shqiponjë
182,Ente::N,утка,rosë
183,Eule::N,сова,buf
184,Kranich::N,журавль,lejlek
185,Kranich::N,журавль,kurrillë
186,Krähe::N,ворона,sorrë
187,Kuckuck::N,кукушка,qyqe
188,Schwan::N,лебедь,mjellmë
189,Fisch::N,рыба,peshk
190,Barsch::N,окунь,purtekë
191,Hecht::N,щука,mlysh
192,Schlange[Tier]::N,змея,gjarpër
193,Wurm::N,червяк,krimb
194,Spinne::N,паук,marimangë
195,Ameise::N,муравей,thnegël
196,Ameise::N,муравей,milingonë
197,Laus::N,вошь,morr
198,Mücke::N,комар,kunup
199,Mücke::N,комар,mushkonjë
200,Fliege::N,муха,mizë
201,Schmetterling::N,бабочка,flutur
202,Beere::N,ягода,frutë
203,Beere::N,ягода,manaferrë
204,Apfel::N,яблоко,mollë
205,Pilz::N,гриб,kërpudhë
206,Zwiebel::N,луковица,qepë
207,Saat::N,семя,farë
208,Korn::N,зерно,grurë
209,Korn::N,зерно,kokërr
210,Heu::N,сено,sanë
211,Schale::N,шелуха,lëkurë
212,Grube::N,яма,gropë
213,Falle::N,ловушка,kurth
214,Falle::N,ловушка,grackë
215,Schlinge::N,силок,nyjë
216,Spur::N,след,gjurmë
217,Asche::N,зола,hi
218,Asche::N,пепел,hi
219,Dreck::N,грязь,baltë
220,Eisen::N,железо,hekur
221,Gold::N,золото,ar
222,Gold::N,золото,flori
223,Silber::N,серебро,argjend
224,Kohle::N,уголь,qymyr
225,Glas::N,стекло,qelq
226,Lehm::N,глина,argjilë
227,Sand::N,песок,rërë
228,Mensch::N,человек,njeri
229,Mann::N,мужчина,burrë
230,Mann::N,мужчина,mashkull
231,Frau::N,женщина,grua
232,Frau::N,женщина,femër
233,Kind::N,ребенок,kalama
234,Junge::N,мальчик,djalë
235,Mädchen::N,девочка,gocë
236,Mädchen::N,девочка,vajzë
237,Familie::N,семья,familje
238,Großvater::N,дедушка,gjysh
239,Großmutter::N,бабушка,gjyshe
240,Eltern::N,родители,prindër
241,Vater::N,отец,atë
242,Mutter::N,мать,nënë
243,Sohn::N,сын,bir
244,Tochter::N,дочь,bijë
245,Bruder::N,брат,vëlla
246,Schwester::N,сестра,motër
247,Onkel::N,дядя,dajë
248,Onkel::N,дядя,xhaxha
249,Tante::N,тетя,teze
250,Tante::N,тетя,hallë
251,Ehemann::N,муж,burrë
252,Ehemann::N,муж,bashkëshort
253,Ehefrau::N,жена,grua
254,Ehefrau::N,жена,bashkëshorte
255,Freude::N,радость,gaz
256,Freude::N,радость,gëzim
257,Gelächter::N,смех,qeshje
258,Glück::N,счастье,lumturi
259,Kummer::N,горе,brengë
260,Kummer::N,горе,pikëllim
261,Wunsch::N,желание,dëshirë
262,Lust::N,влечение,epsh
263,Lust::N,влечение,dashuri
264,Geist::N,дух,frymë
265,Geist::N,дух,shpirt
266,Gedanke::N,мысль,ide
267,Gedanke::N,мысль,mendim
268,Gedächtnis::N,память,kujtesë
269,Verstand::N,ум,mend
270,Sinn::N,смысл,kuptim
271,Grund::N,повод,arsye
272,Wahrheit::N,правда,vërtetë
273,Gespräch::N,беседа,bisedim
274,Märchen::N,сказка,përrallë
275,Erzählung::N,рассказ,tregim
276,Nachricht::N,сообщение,lajm
277,Neuigkeit::N,новость,risi
278,Name::N,имя,emër
279,Rätsel::N,загадка,gjëzë
280,Rätsel::N,загадка,gjëegjëzë
281,Rede::N,речь,fjalim
282,Sprache::N,язык,gjuhë
283,Stimme::N,голос,zë
284,Wort::N,слово,fjalë
285,Zeichen::N,знак,shenjë
286,Ruf::N,зов,thirrmë
287,Lärm::N,шум,zhurmë
288,Laut::N,звук,tingull
289,Ton::N,звучание,ton
290,Lied::N,песня,këngë
291,Ruhe::N,покой,qetësi
292,Leute::N,люди,botë
293,Leute::N,люди,njerëz
294,Volk::N,народ,popull
295,Arbeit::N,работа,punë
296,Gast::N,гость,mik
297,Gast::N,гость,mysafir
298,Geschenk::N,подарок,dhuratë
299,Geschenk::N,подарок,peshqesh
300,Spiel::N,игра,lojë
301,Gesellschaft::N,общество,shoqëri
302,Hilfe::N,помощь,ndihmë
303,Freund::N,друг,mik
304,Kamerad::N,приятель,shok
305,Angelegenheit::N,дело,punë
306,Anzahl::N,количество,sasi
307,Art::N,вид,lloj
308,Stück::N,кусок,copë
309,Teil::N,часть,pjesë
310,Hälfte::N,половина,gjysmë
311,Kreis::N,круг,qark
312,Kreis::N,круг,rreth
313,Kreuz::N,крест,kryq
314,Linie::N,линия,vijë
315,Strich::N,черта,vizë
316,Abstand::N,промежуток,distancë
317,Entfernung::N,расстояние,largim
318,Gegend::N,местность,vise
319,Gegend::N,местность,krahinë
320,Platz::N,пространство,shesh
321,Ort::N,место,vend
322,Seite::N,сторона,anë
323,Mitte::N,середина,mes
324,Gegenstand::N,предмет,send
325,Sache::N,вещь,gjë
326,Sache::N,вещь,send
327,Rand::N,край,qoshe
328,Kante::N,ребро,teh
329,Ecke::N,угол,qoshe
330,Spitze::N,кончик,majë
331,Ende::N,конец,skaj
332,Ende::N,конец,bisht
333,Loch::N,дыра,vrimë
334,Winkel::N,угол,kënd
335,Muster::N,узор,mostër
336,Größe::N,размер,madhësi
337,Länge::N,длина,gjatësi
338,Höhe::N,высота,lartësi
339,Gewicht::N,вес,peshë
340,Menge::N,количество,sasi
341,Haufen::N,куча,grumbull
342,Reihe::N,ряд,radhë
343,Reihe::N,ряд,rresht
344,Boot::N,лодка,barkë
345,Boot::N,лодка,lundër
346,Ruder::N,весло,rrem
347,Schlitten::N,сани,sajë
348,Ski::N,лыжа,ski
349,Lagerfeuer::N,костер,flakadan
350,Lagerfeuer::N,костер,zjarr i madh
351,Last::N,тяжесть,barrë
352,Gang::N,ход,ecje
353,Schritt::N,шаг,hap
354,Norden::N,север,veri
355,Süden::N,юг,jug
356,Westen::N,запад,perëndim
357,Osten::N,восток,lindje
358,Holz::N,древесина,dru
359,Brett::N,доска,dërrasë
360,Platte::N,плита,pllakë
361,Stütze::N,подпорка,shtyllë
362,Stütze::N,подпорка,mbështetesë
363,Stange::N,жердь,shufër
364,Stock::N,палка,dajak
365,Stab::N,шест,shkop
366,Rohr::N,труба,tub
367,Haus::N,дом,shtëpi
368,Heim::N,дом,konak
369,Heim::N,дом,shtëpi
370,Ofen::N,печь,sobë
371,Ofen::N,печь,stufë
372,Fußboden::N,пол,dysheme
373,Tisch::N,стол,tryezë
374,Stuhl::N,стул,karrige
375,Wiege::N,колыбель,djep
376,Bett::N,постель,shtrat
377,Regal::N,полка,raft
378,Kiste::N,ящик,kuti
379,Fenster::N,окно,dritare
380,Tür::N,дверь,derë
381,Tor::N,ворота,portë
382,Zaun::N,забор,gardh
383,Dach::N,крыша,çati
384,Leiter::N,лестница,shkallë
385,Besen::N,метла,fshesë
386,Spaten::N,лопата,lopatë
387,Schaufel::N,совок,qyrek
388,Gabel::N,вилка,pirun
389,Löffel::N,ложка,lugë
390,Messer::N,нож,thikë
391,Nagel::N,гвоздь,gozhdë
392,Netz::N,сеть,rrjetë
393,Haken::N,крюк,grep
394,Haken::N,крюк,grremç
395,Griff::N,ручка,dorak
396,Griff::N,ручка,dorezë
397,Schloss::N,замок,bravë
398,Bild::N,картина,tablo
399,Bild::N,картина,pikturë
400,Figur::N,фигура,figurë
401,Puppe::N,кукла,kukull
402,Beutel::N,мешок,qese
403,Beutel::N,мешок,trastë
404,Bündel::N,связка,deng
405,Tasche::N,сумка,çantë
406,Eimer::N,ведро,kovë
407,Deckel::N,крышка,kapak
408,Deckel::N,крышка,mbulesë
409,Geschirr::N,посуда,enë
410,Sack::N,мешок,thes
411,Sack::N,мешок,torbë
412,Tasse::N,чашка,filxhan
413,Topf::N,кастрюля,kusi
414,Topf::N,кастрюля,tenxhere
415,Kessel::N,котел,kazan
416,Essen::N,еда,ngrënie
417,Nahrung::N,пища,ushqim
418,Speise::N,блюдо,gatesë
419,Speise::N,кушанье,gatesë
420,Fleisch::N,мясо,mish
421,Getreide::N,хлеб,drithë
422,Brei::N,каша,qull
423,Brot::N,хлеб,bukë
424,Scheibe::N,ломоть,fetë
425,Fett::N,жир,lyrë
426,Fett::N,жир,yndyrë
427,Butter::N,масло,gjalpë
428,Öl::N,масло,vaj
429,Salz::N,соль,kripë
430,Suppe::N,суп,supë
431,Suppe::N,суп,çorbë
432,Honig::N,мед,mjaltë
433,Milch::N,молоко,qumësht
434,Tee::N,чай,çaj
435,Leder::N,кожа,lëkurë
436,Wolle::N,шерсть,lesh
437,Stoff::N,ткань,pëlhurë
438,Nadel::N,игла,gjilpërë
439,Faden::N,нитка,pe
440,Faden::N,нитка,fije
441,Knopf::N,пуговица,kopsë
442,Knoten::N,узел,komb
443,Farbe::N,краска,bojë
444,Kleidung::N,одежда,veshje
445,Hemd::N,рубашка,këmishë
446,Kragen::N,воротник,jakë
447,Ärmel::N,рукав,mëngë
448,Hose::N,брюки,brekë
449,Gürtel::N,пояс,rrip
450,Mütze::N,шапка,kësulë
451,Schuh::N,ботинок,këpucë
452,Stiefel::N,сапог,çizme
453,Ring::N,кольцо,unazë
454,Band::N,лента,shirit
455,Kamm::N,расческа,krehër
456,Spiegel::N,зеркало,pasqyrë
457,Riemen::N,ремень,rrip
458,Schnur::N,веревка,litar
459,Schnur::N,веревка,cikomë
460,Leine::N,поводок,rrip
461,Decke::N,одеяло,batanije
462,Kissen::N,подушка,jastëk
463,Tuch::N,платок,shami
464,Handtuch::N,полотенце,peshqir
465,Kraft::N,сила,forcë
466,Stärke::N,крепость,koll
467,Gesundheit::N,здоровье,shëndet
468,Krankheit::N,болезнь,sëmundje
469,Schmerz::N,боль,dhimbje
470,Wunde::N,рана,plagë
471,Fieber::N,лихорадка,ethe
472,Fieber::N,температура,ethe
473,Arznei::N,лекарство,ilaç
474,Brücke::N,мост,urë
475,Brunnen::N,колодец,pus
476,Weide::N,пастбище,kullotë
477,Pfad::N,тропа,ravë
478,Pfad::N,тропа,shteg
479,Weg::N,путь,udhë
480,Weg::N,путь,shteg
481,Weg::N,дорога,udhë
482,Weg::N,дорога,shteg
483,Straße::N,улица,rrugë
484,Straße::N,дорога,rrugë
485,Dorf::N,деревня,fshat
486,Dorf::N,деревня,katund
487,Stadt::N,город,qytet
488,Brief::N,письмо,letër
489,Buch::N,книга,libër
490,Buchstabe::N,буква,shkronjë
491,Zeitung::N,газета,gazetë
492,Leben::N,жизнь,jetë
493,Tod::N,смерть,mortje
494,Grab::N,могила,varr
495,Kirche::N,церковь,kishë
496,Sünde::N,грех,mëkat
497,Sünde::N,грех,gjynah
498,Gott::N,бог,hy
499,Gott::N,бог,zot
500,Arbeiter::N,рабочий,punëtor
501,Chef::N,начальник,shef
502,Chef::N,начальник,drejtues
503,Meister::N,мастер,mjeshtër
504,Arzt::N,врач,mjek
505,Arzt::N,врач,doktor
506,Lehrer::N,учитель,mësues
507,Lehrer::N,учитель,arsimtar
508,Geld::N,деньги,para
509,Geld::N,деньги,holla
510,Geschäft::N,занятие,ujdi
511,Geschäft::N,занятие,biznes
512,Laden::N,магазин,dyqan
513,Preis::N,цена,çmim
514,Ware::N,товар,mall
515,Nutzen::N,выгода,dobi
516,Nutzen::N,выгода,leverdi
517,Reichtum::N,богатство,kamje
518,Reichtum::N,богатство,pasuri
519,Welt::N,мир,botë
520,Land::N,страна,vend
521,Staat::N,государство,shtet
522,König::N,король,mbret
523,Macht::N,власть,fuqi
524,Macht::N,власть,pushtet
525,Grenze::N,граница,kufi
526,Krieg::N,война,luftë
527,Feind::N,враг,armik
528,Gewalt::N,насилие,dhunë
529,Kampf::N,борьба,luftim
530,Bogen[Waffe]::N,лук,hark
531,Pfeil::N,стрела,shigjetë
532,Gewehr::N,ружье,pushkë
533,Fehler::N,ошибка,gafë
534,Fehler::N,ошибка,gabim
535,Lüge::N,ложь,gënjeshtër
536,Schaden::N,вред,dëm
537,Schaden::N,вред,zarar
538,Unglück::N,беда,fatkeqësi
539,Schuld::N,вина,faj
540,Alter::N,возраст,moshë
541,Schluss::N,окончание,fund
542,Zeit::N,время,kohë
543,Tag::N,день,ditë
544,Morgen::N,утро,mëngjes
545,Mittag::N,полдень,mesditë
546,Abend::N,вечер,mbrëmje
547,Nacht::N,ночь,natë
548,Woche::N,неделя,javë
549,Monat::N,месяц,muaj
550,Jahr::N,год,vit
551,Frühling::N,весна,pranverë
552,Sommer::N,лето,verë
553,Herbst::N,осень,vjeshtë
554,Winter::N,зима,dimër
555,Januar::N,январь,janar
556,Februar::N,февраль,shkurt
557,März::N,март,mars
558,April::N,апрель,prill
559,Mai::N,май,maj
560,Juni::N,июнь,qershor
561,Juli::N,июль,korrik
562,August::N,август,gusht
563,September::N,сентябрь,shtator
564,Oktober::N,октябрь,tetor
565,November::N,ноябрь,nëntor
566,Dezember::N,декабрь,dhjetor
567,Montag::N,понедельник,hënë
568,Dienstag::N,вторник,martë
569,Mittwoch::N,среда,mërkurë
570,Donnerstag::N,четверг,enjte
571,Freitag::N,пятница,premte
572,Samstag::N,суббота,shtunë
573,Sonntag::N,воскресенье,diel
574,groß::A,большой,madh
575,klein::A,маленький,vogël
576,lang::A,длинный,gjatë
577,kurz::A,короткий,shkurtër
578,breit::A,широкий,gjerë
579,schmal::A,узкий,ngushtë
580,dicht::A,густой,dendur
581,dick[Gegenstand]::A,толстый,trashë
582,dünn::A,тонкий,hollë
583,fein::A,тонкий,imët
584,fest::A,крепкий,fortë
585,flach::A,плоский,sheshtë
586,glatt::A,гладкий,rrafshët
587,hart::A,твердый,fortë
588,weich::A,мягкий,butë
589,rund::A,круглый,rrumbullakët
590,spitz::A,остроконечный,majëmprehtë
591,scharf::A,острый,mprehtë
592,stumpf::A,тупой,topitur
593,schwer::A,тяжелый,rëndë
594,schön::A,красивый,bukur
595,heiß::A,жаркий,nxehtë
596,warm::A,теплый,ngrohtë
597,kalt::A,холодный,ftohtë
598,kühl::A,прохладный,freskët
599,frisch::A,свежий,pastër
600,feucht::A,влажный,lagësht
601,nass::A,мокрый,lagur
602,trocken::A,сухой,thatë
603,voll::A,полный,plotë
604,voll::A,наполненный,plotë
605,leer::A,пустой,bosh
606,leer::A,пустой,zbrazët
607,offen::A,открытый,hapur
608,geschlossen::A,закрытый,mbyllur
609,sauber::A,чистый,dëlirë
610,schmutzig::A,грязный,ndyrë
611,roh::A,сырой,gjallë
612,reif::A,зрелый,arrirë
613,lecker::A,вкусный,shijshëm
614,süß::A,сладкий,ëmbël
615,bitter::A,горький,hidhur
616,sauer::A,кислый,thartë
617,hell::A,светлый,me dritë
618,dunkel::A,темный,errët
619,schwarz::A,черный,i zi
620,weiß::A,белый,bardhë
621,rot::A,красный,kuq
622,gelb::A,желтый,verdhë
623,blau::A,синий,blu
624,blau::A,синий,kaltër
625,grün::A,зеленый,blertë
626,grün::A,зеленый,gjelbër
627,grau::A,серый,hirtë
628,grau::A,серый,bojë hiri
629,bunt::A,пестрый,shumëngjyrëshëm
630,billig::A,дешевый,lirë
631,teuer::A,дорогой,shtrenjtë
632,wertvoll::A,ценный,çmuar
633,wertvoll::A,ценный,vlershëm
634,blind::A,слепой,qorr
635,blind::A,слепой,verbër
636,taub::A,глухой,shurdhër
637,kräftig::A,могучий,fuqishëm
638,stark::A,сильный,fortë
639,schwach::A,слабый,dobët
640,fett::A,жирный,dhjamur
641,schlank::A,стройный,hollë
642,hübsch::A,прелестный,bukur
643,hübsch::A,прелестный,hijshëm
644,böse::A,злой,keq
645,dumm::A,глупый,teveqel
646,faul::A,ленивый,dembel
647,fleißig::A,прилежный,zellshëm
648,geizig::A,жадный,kurnac
649,geizig::A,жадный,dorështrënguar
650,klug::A,умный,mençur
651,geschickt::A,искусный,aftë
652,lieb::A,милый,dashur
653,lustig::A,веселый,gëzuar
654,sanft::A,нежный,butë
655,hungrig::A,голодный,uritur
656,krank::A,больной,sëmurë
657,nackt::A,голый,lakuriq
658,nackt::A,голый,zhveshur
659,traurig::A,грустный,trishtuar
660,lebendig::A,живой,gjallë
661,gut::A,хороший,mirë
662,schlecht::A,плохой,keq
663,richtig::A,правильный,drejtë
664,schlimm::A,отвратительный,keq
665,schlimm::A,мерзкий,keq
666,wahr::A,настоящий,vërtetë
667,alt::A,старый,vjetër
668,neu::A,новый,i ri
669,ehemalig::A,бывший,dikurshëm
670,alt[Lebewesen]::A,пожилой,plak
671,jung::A,молодой,i ri
672,arm::A,бедный,varfër
673,arm::A,бедный,vobektë
674,reich::A,богатый,pasur
675,bekannt::A,знакомый,njohur
676,berühmt::A,знаменитый,famshëm
677,fremd::A,чужой,huaj
678,verschieden::A,разный,ndryshëm
679,nah::A,близкий,afërt
680,fern::A,далекий,largët
681,linker::A,левый,majtë
682,rechter::A,правый,djathtë
683,anderer::A,другой,tjetër
684,erster::A,первый,parë
685,zweiter::A,второй,dytë
686,dritter::A,третий,i tretë
687,letzter::A,последний,fundit
688,allein::ADV,один,vetëm
689,auf einmal::ADV,сразу,njëkohësisht
690,zusammen::ADV,вместе,bashkë
691,zusammen::ADV,вместе,së bashku
692,lange::ADV,долго,për një kohë të gjatë
693,plötzlich::ADV,вдруг,befas
694,sofort::ADV,тотчас,menjëherë
695,sofort::ADV,тотчас,aty për aty
696,später::ADV,позже,më vonë
697,jetzt::ADV,сейчас,tash
698,heute::ADV,сегодня,sot
699,morgen::ADV,завтра,nesër
700,bald::ADV,скоро,shpejt
701,bald::ADV,скоро,së shpejti
702,dann::ADV,потом,pastaj
703,gestern::ADV,вчера,dje
704,einst::ADV,однажды,dikur
705,damals::ADV,тогда,atëherë
706,danach::ADV,затем,mandej
707,vorher::ADV,раньше,më parë
708,zuerst::ADV,сперва,së pari
709,einmal::ADV,раз,njëherë
710,manchmal::ADV,иногда,nganjëherë
711,oft::ADV,часто,shpesh
712,immer::ADV,всегда,përherë
713,immer::ADV,всегда,gjithnjë
714,niemals::ADV,никогда,kurrë
715,niemals::ADV,никогда,asnjëherë
716,hier::ADV,здесь,këtu
717,hierhin::ADV,сюда,knej
718,von hier::ADV,отсюда,që këtej
719,von hier::ADV,отсюда,prej këtej
720,dort::ADV,там,aty
721,dort::ADV,там,atje
722,dorthin::ADV,туда,anej
723,geradeaus::ADV,прямо,drejt
724,vorwärts::ADV,вперед,mbroth
725,vorwärts::ADV,вперед,përpara
726,rückwärts::ADV,назад,mbrapsht
727,zurück::ADV,обратно,prapa
728,zurück::ADV,обратно,mbrapsht
729,unten::ADV,внизу,poshtë
730,hinab::ADV,вниз,përposh
731,oben::ADV,наверху,lart
732,oben::ADV,наверху,sipër
733,hinauf::ADV,вверх,lart
734,hinauf::ADV,вверх,përpjetë
735,überall::ADV,везде,kudo
736,nicht::ADV,не,s'
737,nicht::ADV,не,nuk
738,ein wenig::ADV,немного,një tis
739,kaum::ADV,едва,mezi
740,sehr::ADV,очень,fort
741,sehr::ADV,очень,shumë
742,so::ADV,так,ashtu
743,so::ADV,так,kështu
744,noch::ADV,еще,ende
745,noch::ADV,еще,akoma
746,nur::ADV,только,vetëm
747,schon::ADV,уже,tashmë
748,wieder::ADV,опять,përsëri
749,vergebens::ADV,напрасно,kot
750,vor::PRP,перед,para
751,hinter::PRP,за,prapa
752,hinter::PRP,за,mbrapa
753,hinter::PRP,позади,prapa
754,hinter::PRP,позади,mbrapa
755,unter::PRP,под,nën
756,durch::PRP,сквозь,nëpër
757,neben::PRP,возле,pranë
758,neben::PRP,возле,përbri
759,zwischen::PRP,между,midis
760,zwischen::PRP,между,ndërmjet
761,wegen::PRP,из-за,për
762,dies::PRN,это,ky
763,das::PRN,то,ky
764,alles::PRN,все,gjithçka
765,ich::PRN,я,unë
766,du::PRN,ты,ti
767,er::PRN,он,ai
768,wir::PRN,мы,ne
769,ihr::PRN,вы,ju
770,sie::PRN,они,ata
771,was::FPRN,что,ç'
772,was::FPRN,что,çfarë
773,wer::FPRN,кто,kush
774,wo::FADV,где,ku
775,wohin::FADV,куда,për ku
776,wie::FADV,как,si
777,warum::FADV,почему,pse
778,warum::FADV,почему,përse
779,wieviel::FNUM,сколько,sa
780,eins::NUM,один,një
781,zwei::NUM,два,dy
782,drei::NUM,три,tre
783,vier::NUM,четыре,katër
784,fünf::NUM,пять,pesë
785,sechs::NUM,шесть,gjashtë
786,sieben::NUM,семь,shtatë
787,acht::NUM,восемь,tetë
788,neun::NUM,девять,nëntë
789,zehn::NUM,десять,dhjetë
790,elf::NUM,одиннадцать,njëmbëdhjetë
791,zwölf::NUM,двенадцать,dymbëdhjetë
792,zwanzig::NUM,двадцать,njëzet
793,dreißig::NUM,тридцать,tridhjetë
794,vierzig::NUM,сорок,dyzet
795,fünfzig::NUM,пятьдесят,pesëdhjetë
796,sechzig::NUM,шестьдесят,gjashtëdhjetë
797,siebzig::NUM,семьдесят,shtatëdhjetë
798,achtzig::NUM,восемьдесят,tetëdhjetë
799,neunzig::NUM,девяносто,nëntëdhjetë
800,hundert::NUM,сто,qind
801,tausend::NUM,тысяча,mijë
802,und::CNJ,и,e
803,und::CNJ,и,dhe
804,oder::CNJ,или,a
805,oder::CNJ,или,apo
806,oder::CNJ,либо,a
807,oder::CNJ,либо,apo
808,stehen::V,стоять,rri
809,sitzen::V,сидеть,rri
810,liegen::V,лежать,rri shtrirë
811,hängen::V,висеть,varem
812,werden::V,стать,bëhem
813,passieren::V,случиться,ndodh
814,beginnen::V,начаться,filloj
815,enden::V,кончиться,përfundoj
816,wechseln::V,меняться,ndërroj
817,aufgehen[Sonne]::V,взойти,hapem
818,untergehen[Sonne]::V,зайти,hyj
819,untergehen[Sonne]::V,зайти,perëndoj
820,scheinen[Sonne]::V,светить,ndriçoj
821,donnern::V,греметь,gjëmoj
822,donnern::V,греметь,bubulloj
823,wehen::V,дуть,fryj
824,strömen::V,литься,derdh
