,Concept_ID,ml,lbe
1118,stehlen::V,മോഷ്ടിക്കുക,дацин
1119,stören::V,ശല്യപ്പെടുത്തുക,кьючин
1120,belästigen::V,മെനക്കെടുക,бизар уллан
1121,verbergen::V,മറയ്ക്കുക,лабитан
1122,verbergen::V,മറയ്ക്കുക,кӏучӏ бан
1123,verbergen::V,ഒളിക്കുക,лабитан
1124,verbergen::V,ഒളിക്കുക,кӏучӏ бан
1125,täuschen::V,കബളിപ്പിക്കുക,хъяврин ан
1126,betrügen::V,ചതിക്കുക,аьикьин ан
1127,töten::V,കൊല്ലുക,ивчӏан
1128,wohnen::V,താമസിക്കുക,оьрму бутлан
1129,arbeiten::V,ജോലിചെയ്യുക,зун
1130,sammeln::V,സഞ്ചയിക്കുക,ттихӏин
1131,sammeln::V,സഞ്ചയിക്കുക,вив дишин
1132,pflücken::V,പറിച്ചെടുക്കുക,риттун
1133,jagen::V,വേട്ടയാടുക,авли занан
1134,fischen::V,മീൻ പിടിക്കുക,чавахъру бугьлан
1135,fassen::V,പിടിക്കുക,бугьан
1136,hüten::V,ചേർക്കുക,урттуйн бакьлан
1137,treiben::V,വാഹനം_ഓടിക്കുക,дачин дуллан
1138,treiben::V,വാഹനം_ഓടിക്കുക,лихъан буллан
1139,anbinden::V,കെട്ടിയിടുക,бахӏин
1140,füttern::V,തീറ്റുക,канаки буллан
1141,melken::V,പാലുകറക്കുക,ттизин
1142,hacken::V,വെട്ടിമുറിക്കുക,мюрш буллан
1143,hacken::V,വെട്ടിമുറിക്കുക,мюрш бан
1144,gießen::V,നനയ്ക്കുക,щин дишин
1145,reifen::V,പാകമാകുക,диян
1146,zubereiten::V,പാചകം_ചെയ്യുക,хӏадур дан
1147,zubereiten::V,പാചകം_ചെയ്യുക,хӏадур бан
1148,kochen::V,വേവിക്കുക,шашан
1149,kochen::V,വേവിക്കുക,шашан дуллан
1150,backen::V,ബേക്ക് ചെയ്യുക,бишлан
1151,backen::V,ബേക്ക് ചെയ്യുക,шахьлан
1152,braten::V,പോരിക്കുക,цӏарайх дуллан
1153,umrühren::V,ഇളക്കുക,хӏала бан
1154,stricken::V,മെടയുക,щащлан
1155,stricken::V,മെടയുക,щащан
1156,nähen::V,തുന്നുക,дуруххан
1157,färben::V,ചായം പൂശുക,ранг щун
1158,reinigen::V,വൃത്തിയാക്കുക,марцӏ бан
1159,waschen::V,കഴുകുക,шюшин
1160,abwischen::V,തുടയ്ക്കുക,лишин
1161,spülen::V,കഴുകുക,вилаган
1162,fegen::V,അടിച്ചുവാരുക,башин
1163,kehren::V,അടിച്ചുവാരുക,бахьлан
1164,baden::V,നീന്തിത്തുടിക്കുക,щинавун учӏлан
1165,sich waschen::V,കഴുകുക,диссун
1166,sich waschen::V,കഴുകുക,лажин диссун
1167,sich waschen::V,കഴുകുക,лажин дислан
1168,sich waschen::V,കഴുകുക,биссун
1169,sich waschen::V,കഴുകുക,чурх бислан
1170,ausziehen::V,ഇഴുക്കുക,ликкан
1171,anziehen::V,ഉടുക്കുക,лаххан
1172,sich anziehen::V,ധരിച്ച നേടുകയുക,янна лаххан
1173,kämmen::V,മുടിചീകുക,ттарал дуккан
1174,schmücken::V,അലങ്കരിക്കുക,чӏюлу бан
1175,sagen::V,പറയുക,учин
1176,sprechen::V,സംസാരിക്കുക,гъалгъа тӏун
1177,reden::V,സംസാരിക്കുക,гъалгъа тӏун
1178,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,гъалгъа тӏун
1179,fragen::V,ചോദിക്കുക,цӏуххин
1180,bitten::V,അപേക്ഷിക്കുക,тавакъю буллан
1181,erzählen::V,പറയുക,хавар бусан
1182,mitteilen::V,അറിയിക്കുക,баян бан
1183,mitteilen::V,അറിയിക്കുക,хавар бан
1184,nennen::V,പേരിടുക,цӏа дизан
1185,rufen::V,വിളിക്കുക,оьвтӏун
1186,prahlen::V,പൊങ്ങച്ചം പറയുക,цӏа дуллан
1187,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,таржума бан
1188,denken::V,ചിന്തിക്കുക,пикри буллан
1189,glauben::V,വിശ്വസിക്കുക,вих хьун
1190,bemerken::V,ശ്രദ്ധിക്കുക,хӏисав хъун
1191,erkennen::V,തിരിചറിയുക,увчӏин
1192,begreifen::V,കൈപ്പിടിയിലാക്കുക,бувчӏин
1193,verstehen::V,മനസ്സിലാക്കുക,
1194,lernen::V,പഠിക്കുക,лахьлан
1195,lernen::V,പഠിക്കുക,лахьхьин
1196,wissen::V,അറിയുക,кӏулну бикӏан
1197,wissen::V,അറിയുക,хавар бикӏан
1198,sich erinnern an::V,ഓർമിക്കുക,дакӏнин бутан
1199,vergessen::V,മറക്കുക,хъама битан
1200,messen::V,അളക്കുക,дуцин дуллан
1201,messen::V,അളക്കുക,дуцин дан
1202,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,дуккин
1203,rechnen::V,ഗണിക്കുക,хӏисав дан
1204,lesen::V,വായിക്കുക,ккалан
1205,malen::V,ചിത്രം വരയ്ക്കുക,сурат дуллан
1206,zeichnen::V,വരയ്ക്കുക,сурат дуллан
1207,schreiben::V,എഴുതുക,чичин
1208,schreiben::V,എഴുതുക,чичлан
1209,besitzen::V,സ്വന്തമാക്കുക,дуну икӏан
1210,besitzen::V,സ്വന്തമാക്കുക,дуну дикӏан
1211,besitzen::V,സ്വന്തമാക്കുക,заллуну икӏан
1212,kaufen::V,വാങ്ങുക,машан ласун
1213,verkaufen::V,വിൽക്കുക,баххан
1214,bezahlen::V,പരിഹാരം ചെയ്യുക,арцу дулун
1215,bezahlen::V,പരിഹാരം ചെയ്യുക,багьа булун
1216,zahlen::V,പണം അടയ്ക്കുക,арцу дулун
1217,zahlen::V,പണം അടയ്ക്കുക,багьа булун
1218,beherrschen::V,ഭരിക്കുക,дуну икӏан
1219,beherrschen::V,ഭരിക്കുക,заллуну икӏан
1220,ertragen::V,താങ്ങുക,бухӏан
