,Concept_ID,mn,myv
93,Wetter::N,тэнгэр,ушо
94,Wetter::N,цаг уур,ушо
95,Nebel::N,будан,сув
96,Wolke::N,үүл,пель
97,Regen::N,бороо,пиземс
98,Schnee::N,цас,лов
99,Eis::N,мөс,эй
100,Frost::N,хүйт,кельме
101,Kälte::N,хүйт,якшамо
102,Hitze::N,халуун,пси
103,Raureif::N,цан,лекш
104,Raureif::N,хяруу,лекш
105,Regenbogen::N,солонго,пурьгинечирьке
106,Regenbogen::N,солонго,пурьгинеёнкс
107,Donner::N,тэнгэрийн дуу,пурьгине
108,Strömung::N,урсгал,чудема
109,Strömung::N,урсгал,чудевкс
110,Tropfen::N,дусал,петнявкс
111,Schaum::N,хөөс,чов
112,Schmutz::N,хир,рудаз
113,Schmutz::N,шавхай,рудаз
114,See::N,нуур,эрьке
115,Sumpf::N,намаг,чей
116,Sumpf::N,балчиг,чей
117,Moor::N,хүлрийн намаг,чей
118,Wiese::N,нуга,луга
119,Wald::N,ой,вирь
120,Hügel::N,болдог,губорь
121,Hügel::N,болдог,пандыне
122,Anhöhe::N,гүвээ,губорь
123,Anhöhe::N,гүвээ,пандыне
124,Berg::N,уул,пандо
125,Gipfel::N,орой,пря
126,Gipfel::N,оргил,пря
127,Höhle::N,агуй,пещера
128,Abhang::N,хүр,пандочама
129,Quelle::N,булаг,ушодкс
130,Bach::N,горхи,чудикерькс
131,Fluss::N,гол,лей
132,Fluss::N,мөрөн,лей
133,Ufer::N,эрэг,чире
134,Küste::N,эрэг,лейчире
135,Festland::N,хуурай газар,мода
136,Meer::N,далай,моря
137,Meer::N,тэнгис,моря
138,Bucht::N,булан,усия
139,Bucht::N,далайн тохой,усия
140,Insel::N,арал,усия
141,Blume::N,цэцэг,цеця
142,Gras::N,өвс,тикше
143,Gras::N,ногоо,тикше
144,Wurzel::N,үндэс,юр
145,Wurzel::N,үндэс,ундокс
146,Baum::N,мод,чувто
147,Stamm::N,иш,рунго
148,Stamm::N,гуалин,рунго
149,Rinde::N,холтос,суд
150,Rinde::N,холтос,керь
151,Ast::N,гишүү,морго
152,Zweig::N,салаа,тарад
153,Blatt::N,навч,лопа
154,Birke::N,хус,килей
155,Kiefer[Baum]::N,нарс,пиче
156,Weide[Baum]::N,уд,каль
157,Weide[Baum]::N,бургас,каль
158,Tanne::N,гачуур,куз
159,Horn::N,эвэр,сюро
160,Feder::N,өд,толга
161,Fell::N,арьс,пона
162,Flügel::N,жигүүр,сёлмо
163,Flügel::N,далавч,сёлмо
164,Klaue::N,савар,кенже
165,Klaue::N,хумс,кенже
166,Kralle::N,савар,кенже
167,Schwanz::N,сүүл,пуло
168,Ei::N,өндөг,ал
169,Nest::N,үүр,пизэ
170,Bau::N,нүх,варя
171,Bau::N,нүх,пизе
172,Bau::N,элүү,варя
173,Bau::N,элүү,пизе
174,Tier::N,амьтан,ракша
175,Tier::N,адгуус,ракша
176,Herde::N,сүрэг,стада
177,Kuh::N,үнээ,скал
178,Bulle::N,бух,бука
179,Pferd::N,морь,лишме
180,Pferd::N,адуу,лишме
181,Schaf::N,хонь,реве
182,Schwein::N,гахай,туво
183,Hund::N,нохой,пине
184,Hund::N,нохой,киска
185,Katze::N,муур,псака
186,Katze::N,мигуй,псака
187,Bär::N,баавгай,овто
188,Eichhörnchen::N,хэрэм,ур
189,Elch::N,хандгай,сярдо
190,Fuchs::N,үнэг,ривезь
191,Hase::N,туулай,нумоло
192,Maus::N,хулгана,чеерь
193,Wolf::N,чоно,верьгиз
194,Vogel::N,шувуу,нармунь
195,Schwarm::N,сүрэг,полк
196,Schwarm::N,сүрэг,стада
197,Huhn::N,тахиа,сараз
198,Hahn::N,эр тахиа,атякш
199,Gans::N,галуу,гала
200,Gans::N,галуу,мацей
201,Adler::N,бүргэд,куцькан
202,Adler::N,бүргэд,тумоатякш
203,Ente::N,нугас,яксярго
204,Eule::N,ууль,корж
205,Kranich::N,тогоруу,карго
206,Krähe::N,хэрээ,варака
207,Kuckuck::N,хөхөө,куко
208,Schwan::N,хун,локсей
209,Fisch::N,загас,кал
210,Barsch::N,алгана,окунь
211,Hecht::N,цурхай,щука
212,Schlange[Tier]::N,могой,гуй
213,Wurm::N,өт,сукс
214,Wurm::N,хорхой,сукс
215,Spinne::N,аалз,шанжав
216,Ameise::N,шоргоолж,коткудав
217,Laus::N,бөөс,сий
218,Mücke::N,шумуул,сеське
219,Fliege::N,ялаа,карво
220,Schmetterling::N,эрвээхэй,нимиляв
221,Beere::N,жимсгэнэ,умарь
222,Apfel::N,алим,умарь
223,Pilz::N,мөөг,панго
224,Zwiebel::N,сонгино,чурька
225,Saat::N,тариа,видьметь
226,Korn::N,үр,сюро
227,Korn::N,мөхлөг,сюро
228,Heu::N,өвс,тикше
229,Schale::N,хальс,кедь
230,Schale::N,хальс,ваткавкс
231,Grube::N,алам,латко
232,Grube::N,нүх,латко
233,Falle::N,хавх,тувор
234,Falle::N,хавх,кундамка
235,Falle::N,занга,тувор
236,Falle::N,занга,кундамка
237,Schlinge::N,урхи,килькш
238,Spur::N,мөр,челькс
239,Spur::N,мөр,пильгеки
240,Asche::N,үнс,кулов
241,Dreck::N,хир,рудаз
242,Eisen::N,төмөр,кшни
243,Gold::N,алт,сырне
244,Silber::N,мөнгө,сия
245,Kohle::N,нүүрс,сэдь
246,Kohle::N,нүүрс,уголия
247,Glas::N,шил,сулика
248,Lehm::N,шавар,сёвонь
249,Sand::N,элс,човар
250,Mensch::N,хүн,ломань
251,Mann::N,эр,аля
252,Mann::N,эр,цёраломань
253,Mann::N,эрэгтэй,аля
254,Mann::N,эрэгтэй,цёраломань
255,Frau::N,эмэгтэй,ава
256,Frau::N,хатагтай,ава
257,Kind::N,хүүхэд,эйкакш
258,Junge::N,хүү,цёрыне
259,Mädchen::N,охин,тейтерне
260,Mädchen::N,бүсгүй,тейтерне
261,Familie::N,айл,семия
262,Großvater::N,өвгөн аав,покштя
263,Großmutter::N,эмэг эх,баба
264,Großmutter::N,эмгээ,баба
265,Eltern::N,эцэг эх,тетят-ават
266,Vater::N,аав,тетя
267,Vater::N,эцэг,тетя
268,Mutter::N,эх,ава
269,Mutter::N,ээж,ава
270,Sohn::N,хүү,цёра
271,Tochter::N,охин,тейтерь
272,Bruder::N,ах,леля
273,Bruder::N,ах,ялакс
274,Bruder::N,дүү,леля
275,Bruder::N,дүү,ялакс
276,Schwester::N,эгч,сазор
277,Schwester::N,охин дүү,сазор
278,Onkel::N,авга ах,леля
279,Onkel::N,нагац ах,леля
280,Tante::N,авга эгч,патя
281,Tante::N,нагац эгч,патя
282,Ehemann::N,нөхөр,мирде
283,Ehefrau::N,эхнэр,ни
284,Ehefrau::N,гэргий,ни
285,Freude::N,баяр,кеняркс
286,Freude::N,баясгалан,кеняркс
287,Gelächter::N,инээдэм,ракамо
288,Gelächter::N,инээдэм,пейдема
289,Glück::N,жаргалан,уцяска
290,Kummer::N,гаслан,рискс
291,Kummer::N,гаслан,мелявкс
292,Wunsch::N,ерөөл,мель
293,Wunsch::N,ерөөл,бажамо
294,Lust::N,дур,бажамо
295,Lust::N,хүсэл,бажамо
296,Geist::N,оюун,ойме
297,Gedanke::N,сэтгэл,мель
298,Gedächtnis::N,ой,мель
299,Gedächtnis::N,цээж,мель
300,Verstand::N,ухаан,прев
301,Sinn::N,утга,толк
302,Sinn::N,утга,смысла
303,Grund::N,учир,тувтал
304,Wahrheit::N,үнэн,видечи
305,Gespräch::N,яриа,кортнема
306,Märchen::N,явган үлгэр,ёвкс
307,Erzählung::N,тууж,ёвтнема
308,Nachricht::N,мэдээ,куля
309,Neuigkeit::N,сонин,куля
310,Name::N,нэр,лем
311,Rätsel::N,оньсого,содамоёвкс
312,Rede::N,хэлсэн үг,кортамо
313,Sprache::N,хэл,кель
314,Stimme::N,дуу,ваигель
315,Wort::N,үг,вал
316,Zeichen::N,тамга,теште
317,Zeichen::N,тэмдэг,теште
318,Ruf::N,дуудлага,тердема
319,Lärm::N,шуугиан,шалнома
320,Lärm::N,чимээ,шалнома
321,Laut::N,анир,вайгель
322,Laut::N,дуу,вайгель
323,Ton::N,авиа,гайнема
324,Ton::N,аялгуу,гайнема
325,Lied::N,дуу,моро
326,Ruhe::N,энх,оймамо
327,Ruhe::N,тайван,оймамо
328,Leute::N,хүмүүс,ломанть
329,Volk::N,улс,народ
330,Arbeit::N,ажил,тев
331,Arbeit::N,хөдөлмөр,тев
332,Gast::N,зочин,инже
333,Gast::N,айлчин,инже
334,Geschenk::N,бэлэг,казне
335,Spiel::N,наадам,налксема
336,Spiel::N,тоглоом,налксема
337,Gesellschaft::N,хамт байх,община
338,Hilfe::N,тусламж,лездамо
339,Freund::N,найз,оя
340,Freund::N,найз,ялга
341,Freund::N,нөхөр,оя
342,Freund::N,нөхөр,ялга
343,Kamerad::N,хань,оя
344,Kamerad::N,хань,ялга
345,Kamerad::N,нөхөр,оя
346,Kamerad::N,нөхөр,ялга
347,Angelegenheit::N,хэрэг,тев
348,Anzahl::N,тоо,ламоксчи
349,Art::N,төрөл,вид
350,Art::N,янз,вид
351,Stück::N,хэсэг,пакш
352,Stück::N,хэсэг,пелькс
353,Teil::N,хувь,часть
354,Teil::N,хувь,пелькс
355,Teil::N,хэсэг,часть
356,Teil::N,хэсэг,пелькс
357,Hälfte::N,хагас,пель
358,Hälfte::N,хагас,пелькс
359,Kreis::N,тойрог,кирькс
360,Kreis::N,хүрээ,кирькс
361,Kreuz::N,загалмай,крёст
362,Linie::N,шугам,кикс
363,Strich::N,зураас,межа
364,Abstand::N,зай,ютко
365,Entfernung::N,зай,ютко
366,Entfernung::N,хол ойр,ютко
367,Gegend::N,хавь,тарка
368,Gegend::N,хавь,пертьпелькс
369,Gegend::N,газар,тарка
370,Gegend::N,газар,пертьпелькс
371,Platz::N,зай,васолкс
372,Platz::N,завсар,васолкс
373,Ort::N,газар,тарка
374,Ort::N,байр,тарка
375,Seite::N,тал,ён
376,Seite::N,тал,чире
377,Seite::N,этгээд,ён
378,Seite::N,этгээд,чире
379,Mitte::N,төв,куншка
380,Mitte::N,дунд,куншка
381,Gegenstand::N,юм,предмет
382,Sache::N,үйл,тев
383,Sache::N,үйл,веща
384,Sache::N,хэрэг,тев
385,Sache::N,хэрэг,веща
386,Rand::N,зах,пе
387,Rand::N,зах,чире
388,Rand::N,хөвөө,пе
389,Rand::N,хөвөө,чире
390,Kante::N,ирмэг,ирдез
391,Ecke::N,өнцөг,ужо
392,Spitze::N,үзүүр,пряне
393,Spitze::N,үзүүр,пе
394,Ende::N,зах,пе
395,Ende::N,үзүүр,пе
396,Loch::N,цоорхой,варя
397,Loch::N,онгорхой,варя
398,Winkel::N,өнцөг,ужо
399,Muster::N,хээ,сёрма
400,Muster::N,угалз,сёрма
401,Größe::N,хэмжээ,сэрь
402,Größe::N,хэмжээ,покшолма
403,Länge::N,урт,кувалмо
404,Höhe::N,өндөр,сэрь
405,Höhe::N,өндөр,пандо
406,Gewicht::N,жин,сталмо
407,Menge::N,тоо,лововкс
408,Haufen::N,бөөн,мар
409,Haufen::N,бөөн,валявкс
410,Reihe::N,эгнээ,ряд
411,Boot::N,завь,венч
412,Ruder::N,сэлүүр,милё
413,Schlitten::N,чарга,нурдт
414,Ski::N,цана,сокс
415,Lagerfeuer::N,түүдэг,толбандя
416,Last::N,ачаа,сталмо
417,Last::N,ачаа,кандома
418,Gang::N,явдал,молема
419,Gang::N,явдал,якамо
420,Schritt::N,алхам,эскелькс
421,Norden::N,умар,якшамо ёнкс
422,Süden::N,урд,лембе ёнкс
423,Süden::N,өмнө,лембе ёнкс
424,Westen::N,өрнө,чивалгома
425,Westen::N,баруун,чивалгома
426,Osten::N,зүүн,чилисема
427,Osten::N,дорно,чилисема
428,Holz::N,мод,чувто
429,Brett::N,банз,лаз
430,Platte::N,хавтан,плита
431,Stütze::N,тулгуур,неже
432,Stütze::N,тулга,неже
433,Stange::N,сургааг,олга
434,Stock::N,саваа,мандо
435,Stab::N,таяг,олога
436,Rohr::N,хоолой,турба
437,Haus::N,гэр,кудо
438,Haus::N,байшин,кудо
439,Heim::N,гэр,кудо
440,Ofen::N,зуух,каштомо
441,Ofen::N,пийшин,каштомо
442,Fußboden::N,шал,киякс
443,Tisch::N,ширээ,столь
444,Stuhl::N,сандал,стул
445,Wiege::N,өлгий,лавсь
446,Wiege::N,өлгий,нурямот
447,Bett::N,ор,ацамо
448,Regal::N,тавиур,лався
449,Regal::N,тавиур,лавсяланго
450,Kiste::N,авдар,горобия
451,Kiste::N,авдар,сундук
452,Kiste::N,хайрцаг,горобия
453,Kiste::N,хайрцаг,сундук
454,Fenster::N,гэгээвч,вальма
455,Tür::N,үүд,кенкш
456,Tür::N,хаалга,кенкш
457,Tor::N,хаалга,ортат
458,Zaun::N,хашаа,пирявт
459,Zaun::N,хашаа,пирвякс
460,Dach::N,дээвэр,кудопря
461,Leiter::N,шат,кузтема
462,Besen::N,хамуур,тенсть
463,Besen::N,туужуу,тенсть
464,Spaten::N,хүрз,койме
465,Schaufel::N,хүрз,кече
466,Schaufel::N,хүрз,келей койме
467,Gabel::N,сэрээ,сянгине
468,Löffel::N,халбага,пенч
469,Messer::N,хутга,пеель
470,Nagel::N,хадаас,эске
471,Netz::N,өөш,алтыма
472,Netz::N,тор,алтыма
473,Haken::N,гох,кечказ
474,Griff::N,иш,кедне
475,Griff::N,сэнж,кедне
476,Schloss::N,цуурга,замок
477,Schloss::N,цуурга,панжома
478,Schloss::N,цоож,замок
479,Schloss::N,цоож,панжома
480,Bild::N,зураг,картина
481,Figur::N,баримал,рунго
482,Puppe::N,хүүхэлдэй,няка
483,Beutel::N,агсаа,кескав
484,Beutel::N,уут,кескав
485,Bündel::N,боодол,керькс
486,Tasche::N,цүнх,юдма
487,Eimer::N,хөнөг,ведра
488,Eimer::N,хувин,ведра
489,Deckel::N,таг,велькс
490,Deckel::N,хавхаг,велькс
491,Geschirr::N,сав суулга,кедьге
492,Sack::N,шуудай,кескав
493,Tasse::N,аяга,чакш
494,Topf::N,тогоо,кастрюля
495,Kessel::N,тогоо,котёл
496,Essen::N,идээ,ярсамо
497,Nahrung::N,хүнс,ярсамопель
498,Speise::N,идээ,ярсамопель
499,Fleisch::N,мах,сывель
500,Getreide::N,будаа,сюро
501,Brei::N,богшмол,каша
502,Brei::N,будаа,каша
503,Brot::N,талх,кши
504,Scheibe::N,зүсэм,кочом
505,Scheibe::N,зүсэм,сускомо
506,Scheibe::N,хэрчим,кочом
507,Scheibe::N,хэрчим,сускомо
508,Fett::N,өөх,куя
509,Butter::N,тос,ой
510,Öl::N,тос,ой
511,Salz::N,давс,сал
512,Suppe::N,шөл,ям
513,Honig::N,бал,медь
514,Milch::N,сүү,ловсо
515,Tee::N,цай,чай
516,Leder::N,арьс,киське
517,Leder::N,савхи,киське
518,Wolle::N,ноос,пона
519,Wolle::N,унгас,пона
520,Stoff::N,бөс,коцт
521,Nadel::N,зүү,салмукс
522,Faden::N,боолт,суре
523,Faden::N,утас,суре
524,Knopf::N,товч,пов
525,Knoten::N,зангилаа,сюлмо
526,Farbe::N,будаг,артомапель
527,Kleidung::N,хувцас,оршамот
528,Hemd::N,цамц,панар
529,Kragen::N,зах заам,сиве
530,Ärmel::N,ханцуй,ожа
531,Hose::N,өмд,понкст
532,Gürtel::N,бүс,каркс
533,Mütze::N,малгай,чапка
534,Mütze::N,бүрх,чапка
535,Schuh::N,туфли,туфля
536,Stiefel::N,гутал,кем
537,Ring::N,бөгж,суркс
538,Band::N,тууз,лента
539,Kamm::N,сам,сурсеме
540,Spiegel::N,толь,чавачамо
541,Riemen::N,тасам,кшнань каркс
542,Riemen::N,сур,кшнань каркс
543,Schnur::N,татлага,пикс
544,Leine::N,оосор,ведьме
545,Decke::N,хөнжил,вельтямо
546,Decke::N,хучлага,вельтямо
547,Kissen::N,дэр,тодов
548,Tuch::N,алчуур,паця
549,Tuch::N,даавуу,паця
550,Handtuch::N,алчуур,нардамо
551,Kraft::N,чадал,вий
552,Kraft::N,хүч,вий
553,Stärke::N,эрч,виевчи
554,Stärke::N,тэнхээ,виевчи
555,Gesundheit::N,бие,шумбрачи
556,Gesundheit::N,эрүүл мэнд,шумбрачи
557,Krankheit::N,эмгэг,орма
558,Krankheit::N,эмгэг,сэредема
559,Schmerz::N,өвчин,сэредькс
560,Wunde::N,шарх,керявкс
561,Fieber::N,халуун,маштыкс
562,Arznei::N,эм,ормаменькс
563,Brücke::N,гүүр,сэдь
564,Brücke::N,гүүр,мадамо
565,Brunnen::N,худаг,лисьма
566,Weide::N,бэлчээр,ракшань ванома тарка
567,Pfad::N,жим,ян
568,Pfad::N,зөрөг,ян
569,Weg::N,зам,ки
570,Weg::N,харгуй,ки
571,Straße::N,зам,ки
572,Straße::N,харгуй,ки
573,Dorf::N,тосгон,веле
574,Dorf::N,гацаа,веле
575,Stadt::N,хот,ош
576,Brief::N,захидал,сёрма
577,Brief::N,захиа,сёрма
578,Buch::N,ном,книга
579,Buch::N,бичиг,книга
580,Buchstabe::N,үсэг,буква
581,Zeitung::N,сонин,газета
582,Leben::N,амь,эрямо
583,Leben::N,амьдрал,эрямо
584,Tod::N,үхэл,кулома
585,Grab::N,булш,калмо
586,Kirche::N,сүм,церькова
587,Sünde::N,нүгэл,чумочи
588,Sünde::N,хилэнц,чумочи
589,Gott::N,бурхан,паз
590,Arbeiter::N,ажилчин,робочей
591,Arbeiter::N,хөдөлмөрчин,робочей
592,Chef::N,дарга,прявт
593,Meister::N,дархан,кол тевень тенця
594,Arzt::N,эмч,врач
595,Lehrer::N,багш,учитель
596,Lehrer::N,багш,тонавтыця
597,Geld::N,цаас,ярмак
598,Geld::N,мөнгө,ярмак
599,Geschäft::N,наймаа,ладязь тев
600,Laden::N,дэлгүүр,лавка
601,Preis::N,үнэ,питне
602,Ware::N,таваар,миевкс
603,Ware::N,таваар,рамавкс
604,Ware::N,бараа,миевкс
605,Ware::N,бараа,рамавкс
606,Nutzen::N,ашиг,паро
607,Nutzen::N,ашиг,лезэ
608,Reichtum::N,баялаг,сюпавчи
609,Welt::N,дэлхий,мир
610,Welt::N,дэлхий,мастор ланго
611,Welt::N,орчлон,мир
612,Welt::N,орчлон,мастор ланго
613,Land::N,улс,мастор
614,Land::N,орон,мастор
615,Staat::N,төр,государства
616,Staat::N,гүрэн,государства
617,König::N,ван,король
618,Macht::N,засаг,азорксчи
619,Grenze::N,хил,буен тешкс
620,Krieg::N,дайн,война
621,Feind::N,дайсан,душман
622,Gewalt::N,хүчирхэх,нарьгамо
623,Kampf::N,тэмцэл,тюрема
624,Kampf::N,байлдаан,тюрема
625,Bogen[Waffe]::N,нум,нал
626,Pfeil::N,годил,нал
627,Pfeil::N,сум,нал
628,Gewehr::N,буу,ружия
629,Gewehr::N,буу,винтовка
630,Fehler::N,эндэл,ильведькс
631,Fehler::N,эндэл,ильведевкс
632,Fehler::N,алдаа,ильведькс
633,Fehler::N,алдаа,ильведевкс
634,Lüge::N,худал,манчема
635,Lüge::N,худал,кенгелема
636,Schaden::N,хор,зыян
637,Schaden::N,хөнөөл,зыян
638,Unglück::N,гай,зыян
639,Unglück::N,гамшиг,зыян
640,Schuld::N,гэм,чумочи
641,Schuld::N,буруу,чумочи
642,Alter::N,нас,шка
643,Schluss::N,эцэс,пе
644,Schluss::N,төгсгөл,пе
645,Zeit::N,цаг,шка
646,Zeit::N,цаг,пинге
647,Tag::N,өдөр,чи
648,Morgen::N,өглөө,валске
649,Mittag::N,үд,чикуншка
650,Abend::N,үдэш,чокшнэ
651,Nacht::N,шөнө,ве
652,Woche::N,долоо хоног,недля
653,Monat::N,сар,ков
654,Jahr::N,жил,ие
655,Frühling::N,хавар,тундо
656,Sommer::N,зун,кизэ
657,Herbst::N,намар,сёксь
658,Winter::N,өвөл,теле
659,Januar::N,нэгдүгээр сар,якшамков
660,Februar::N,хоёрдугаар сар,февраль
661,März::N,гуравдугаар сар,март
662,April::N,дөрөвдүгээр сар,апрель
663,Mai::N,тавдугаар сар,май
664,Juni::N,зургаадугаар сар,июнь
665,Juli::N,долдугаар сар,июль
666,August::N,наймдугаар сар,август
667,September::N,есдүгээр сар,сентября
668,Oktober::N,аравдугаар сар,октября
669,November::N,арван нэгдүгээр сар,ноября
670,Dezember::N,арван хоёрдугаар сар,декабря
671,Montag::N,даваа,пондельник
672,Dienstag::N,мягмар,овторник
673,Mittwoch::N,лхагва,серёда
674,Donnerstag::N,пүрэв,цетьверьг
675,Freitag::N,баасан,пеця
676,Samstag::N,бямба,субута
677,Samstag::N,бямба,шлямочи
678,Sonntag::N,ням,недлячи
679,groß::A,их,ине
680,groß::A,их,покш
681,groß::A,том,ине
682,groß::A,том,покш
683,klein::A,бага,вишка
684,klein::A,жаахан,вишка
685,lang::A,урт,кувака
686,kurz::A,охор,нурькине
687,kurz::A,богино,нурькине
688,breit::A,өргөн,келей
689,schmal::A,уйтан,теине
690,schmal::A,нарийн,теине
691,dicht::A,нягт,тусто
692,dicht::A,чигжүү,тусто
693,dick[Gegenstand]::A,зузаан,эчке
694,dünn::A,нимгэн,човине
695,fein::A,нарийн,човине
696,fest::A,бөх,кеме
697,fest::A,хатуу,кеме
698,flach::A,хавтгай,лапужа
699,glatt::A,цагаан,валаня
700,hart::A,хатуу,калгодо
701,weich::A,зөөлөн,чевте
702,rund::A,дугуй,кеверь
703,rund::A,дугариг,кеверь
704,spitz::A,шовх,пшти
705,spitz::A,шовгор,пшти
706,scharf::A,хурц,пшти
707,scharf::A,иртэй,пшти
708,stumpf::A,мохоо,ношка
709,schwer::A,хүнд,стака
710,schön::A,гуа,мазый
711,schön::A,сайхан,мазый
712,heiß::A,халуун,пси
713,warm::A,дулаан,лембе
714,kalt::A,хүйтэн,якшамо
715,kühl::A,сэрүүн,экше
716,frisch::A,эрүүл,свежа
717,frisch::A,жихүүн,свежа
718,feucht::A,чийгтэй,летьке
719,nass::A,нойтон,начко
720,trocken::A,хатсан,коське
721,voll::A,дүүрэн,пешксе
722,leer::A,хоосон,чаво
723,offen::A,онгорхой,панжадо
724,offen::A,онгорхой,виде
725,geschlossen::A,битүү,пекстазь
726,geschlossen::A,битүү,сёлгозь
727,geschlossen::A,хаалтай,пекстазь
728,geschlossen::A,хаалтай,сёлгозь
729,sauber::A,цэвэр,ванькс
730,sauber::A,хиргүй,ванькс
731,schmutzig::A,бохир,ливезев
732,schmutzig::A,хиртэй,ливезев
733,roh::A,түүхий,верек
734,reif::A,болсон,кенерезь
735,lecker::A,амттай,тантей
736,süß::A,амттай,ламбамо
737,süß::A,чихэрлэг,ламбамо
738,bitter::A,гашуун,сэпей
739,sauer::A,эсгэлэн,чапамо
740,hell::A,гэгээн,валдо
741,hell::A,гэрэлтэй,валдо
742,dunkel::A,бараан,чопода
743,dunkel::A,харанхуй,чопода
744,schwarz::A,хар,раужо
745,weiß::A,цагаан,ашо
746,rot::A,улаан,якстере
747,gelb::A,шар,ожо
748,blau::A,хөх,сэнь
749,blau::A,цэнхэр,сэнь
750,grün::A,ногоон,пиже
751,grau::A,орог,шержев
752,grau::A,саарал,шержев
753,bunt::A,эрээн,сёрмав
754,billig::A,хямд,аволь питней
755,teuer::A,үнэтэй,питней
756,wertvoll::A,үнэт,питней
757,blind::A,сохор,сокор
758,taub::A,чих хатуу,амариця
759,kräftig::A,чийрэг,пек виев
760,stark::A,хүчтэй,виев
761,stark::A,чадалтай,виев
762,schwach::A,сул,лавшо
763,fett::A,тарган,куя
764,fett::A,голигор,куя
765,schlank::A,голшиг,виде ронга
766,hübsch::A,сайхан,мазый
767,hübsch::A,хөөрхөн,мазый
768,böse::A,муу,кежей
769,böse::A,хортой,кежей
770,dumm::A,тэнэг,чавола
771,dumm::A,тэнэг,превтеме
772,faul::A,залхуу,нузякс
773,fleißig::A,чармайлтгай,мелень путыця
774,geizig::A,харамч,скупой
775,klug::A,цэцэн,превей
776,geschickt::A,дүйтэй,маштозь теезь
777,lieb::A,хайрт,вадря
778,lustig::A,цэнгэлтэй,весёла
779,sanft::A,наалинхай,сэтьме
780,hungrig::A,өлөн,вачо
781,hungrig::A,өлссөн,вачо
782,krank::A,өвчтэй,сэредиця
783,nackt::A,нүцгэн,штапо
784,traurig::A,гунигт,нусманя
785,lebendig::A,амьд,эриця
786,lebendig::A,амьтай,эриця
787,gut::A,сайн,паро
788,schlecht::A,муу,берянь
789,schlecht::A,өөдгүй,берянь
790,richtig::A,зөв,виде
