,Concept_ID,bn,sl
85,Kälte::N,শৈত্য,mràz
86,Hitze::N,তাপ,pripéka
87,Raureif::N,তুহিন,ívje
88,Raureif::N,তুহিন,slána
89,Regenbogen::N,রামধনু,mávrica
90,Donner::N,বজ্রধ্বনি,gròm
91,Strömung::N,স্রোত,strúja
92,Tropfen::N,ফোঁটা,káplja
93,Schaum::N,ফেনা,péna
94,Schmutz::N,ধুলা,nesnága
95,See::N,হ্রদ,jézero
96,Sumpf::N,জলা,močvírje
97,Moor::N,মাঠ,bárje
98,Wiese::N,তৃণভূমি,trávnik
99,Wald::N,বন,lés
100,Wald::N,বন,gòzd
101,Hügel::N,পাহাড়,brég
102,Hügel::N,পাহাড়,goríca
103,Anhöhe::N,টিলা,gríč
104,Anhöhe::N,টিলা,višína
105,Berg::N,পর্বত,gôra
106,Berg::N,পর্বত,planína
107,Gipfel::N,শীর্ষ,vŕh
108,Höhle::N,গুহা,jáma
109,Höhle::N,গুহা,votlína
110,Abhang::N,ঢাল,pobóčje
111,Quelle::N,উৎস,izvír
112,Bach::N,ক্ষুদ্র নদী,pôtok
113,Fluss::N,নদী,réka
114,Ufer::N,উপকূল,brég
115,Küste::N,তীর,obála
116,Küste::N,তীর,obréžje
117,Festland::N,ভূমি,celína
118,Festland::N,ভূমি,kopnína
119,Meer::N,সমুদ্র,mórje
120,Bucht::N,উপসাগর,zalív
121,Insel::N,দ্বীপ,ôtok
122,Blume::N,ফুল,cvetlíca
123,Gras::N,ঘাস,tráva
124,Wurzel::N,শিকড়,korenína
125,Baum::N,গাছ,drevó
126,Stamm::N,স্কন্ধ,dêblo
127,Rinde::N,বল্কল,lúbje
128,Rinde::N,বল্কল,skórja
129,Ast::N,শাখা,véja
130,Zweig::N,ডাল,véja
131,Blatt::N,পর্ণ,líst
132,Birke::N,ভুর্জ,bréza
133,Kiefer[Baum]::N,পাইন গাছ,bòr
134,Weide[Baum]::N,উইলো,vŕba
135,Tanne::N,দেবদারূ গাছ,hója
136,Horn::N,শিং,róg
137,Feder::N,পালক,peró
138,Fell::N,রোম,kŕzno
139,Flügel::N,ডানা,krílo
140,Klaue::N,নখর,párkelj
141,Kralle::N,নখর,krémpelj
142,Schwanz::N,লেজ,rèp
143,Ei::N,ডিম,jájce
144,Nest::N,কুলায়,gnézdo
145,Bau::N,ডেরা,brlòg
146,Tier::N,জন্তু,živál
147,Herde::N,ঝাঁক,čréda
148,Kuh::N,গোরু,kráva
149,Bulle::N,বৃষ,bìk
150,Pferd::N,ঘোড়া,kònj
151,Schaf::N,ভেড়া,ôvca
152,Schwein::N,শূকর,svínja
153,Hund::N,কুকুর,pès
154,Katze::N,বেড়াল,máčka
155,Bär::N,ভল্লুক,mêdved
156,Eichhörnchen::N,কাঠবিড়াল,véverica
157,Elch::N,হরিণবিশেষ,lós
158,Fuchs::N,পাঁতিশিয়াল,lisíca
159,Hase::N,শশক,zájec
160,Maus::N,নেংটি ইঁদুর,mìš
161,Wolf::N,নেকড়ে,vólk
162,Vogel::N,পক্ষী,ptìč
163,Vogel::N,পক্ষী,ptíca
164,Schwarm::N,ঝাঁক,játa
165,Huhn::N,মোরগ,kokóš
166,Hahn::N,কুক্কুট,petêlin
167,Gans::N,হংসী,gós
168,Adler::N,ইগল,ôrel
169,Ente::N,হংসী,ráca
170,Eule::N,পেচক,sôva
171,Kranich::N,সারস,žerjàv
172,Krähe::N,কাক,vrána
173,Kuckuck::N,কোকিল,kúkavica
174,Schwan::N,মরাল,labód
175,Fisch::N,মাছ,ríba
176,Barsch::N,মৎন্যবিশেষ,ostríž
177,Hecht::N,বানমাছ,ščúka
178,Schlange[Tier]::N,সর্প,káča
179,Wurm::N,কীট,čr̀v
180,Wurm::N,কীট,glísta
181,Spinne::N,মাকড়সা,pájek
182,Ameise::N,পিপীলিকা,mrávlja
183,Laus::N,উকুন,úš
184,Mücke::N,মশা,komár
185,Fliege::N,মাছি,múha
186,Schmetterling::N,প্রজাপতি,metúlj
187,Beere::N,বেরি,jágoda
188,Apfel::N,আপেল,jábolko
189,Pilz::N,ছত্রক,góba
190,Zwiebel::N,পিয়াজ,čebúla
191,Saat::N,বীজ,séme
192,Korn::N,শস্য,zŕno
193,Heu::N,খড়,senó
194,Schale::N,খোসা,lupína
195,Grube::N,গর্ত,jáma
196,Falle::N,ফাঁদ,pást
197,Schlinge::N,পাশ,zánka
198,Schlinge::N,পাশ,pêtlja
199,Spur::N,চিহ্ন,sléd
200,Asche::N,ভস্ম,pepél
201,Dreck::N,ময়লা,bláto
202,Eisen::N,লোহা,želézo
203,Gold::N,স্বর্ণ,zlató
204,Silber::N,রৌপ্য,srebró
205,Kohle::N,অঙ্গার,ógel
206,Glas::N,কাচ,stêklo
207,Lehm::N,মৃত্তিকা,ílo
208,Sand::N,বালি,pések
209,Mensch::N,নর,člôvek
210,Mensch::N,মানুষ,člôvek
211,Mann::N,মানুষ,móž
212,Mann::N,মানুষ,môški
213,Frau::N,নারী,gospá
214,Frau::N,নারী,žénska
215,Kind::N,বাচ্চা,déte
216,Kind::N,বাচ্চা,otròk
217,Junge::N,ছেলে,fànt
218,Junge::N,ছেলে,déček
219,Mädchen::N,মেয়ে,deklè
220,Mädchen::N,মেয়ে,déklica
221,Familie::N,পরিবার,družína
222,Großvater::N,মাতামহ,dèd
223,Großvater::N,মাতামহ,dédek
224,Großmutter::N,মাতামহী,bábica
225,Eltern::N,মাতাপিতা,stárši
226,Vater::N,পিতা,ôče
227,Mutter::N,মাতা,máma
228,Sohn::N,ছেলে,sín
229,Tochter::N,মেয়ে,hčí
230,Tochter::N,মেয়ে,hčérka
231,Bruder::N,দাদা,bràt
232,Schwester::N,বোন,sêstra
233,Schwester::N,দিদি,sêstra
234,Onkel::N,মামা,újec
235,Onkel::N,মামা,stríc
236,Tante::N,মাসী,têta
237,Tante::N,মাসী,strína
238,Ehemann::N,স্বামী,móž
239,Ehemann::N,স্বামী,sopróg
240,Ehefrau::N,পত্নী,žêna
241,Ehefrau::N,পত্নী,sopróga
242,Freude::N,উল্লাস,rádost
243,Freude::N,উল্লাস,vesêlje
244,Gelächter::N,হাসি,sméh
245,Gelächter::N,হাসি,grohòt
246,Glück::N,সুখ,sréča
247,Kummer::N,দুঃখ,gorjé
248,Wunsch::N,আকাঙ্ক্ষা,žêlja
249,Lust::N,বাসনা,poželênje
250,Geist::N,আত্না,dúša
251,Gedanke::N,চিন্তা,mísel
252,Gedächtnis::N,স্মরণশক্তি,pámet
253,Verstand::N,মন,
254,Sinn::N,পদার্থ,pomèn
255,Sinn::N,পদার্থ,smísel
256,Grund::N,কারণ,vzròk
257,Wahrheit::N,সত্য,resníca
258,Gespräch::N,কথাবার্তা,pogóvor
259,Märchen::N,রূপকথা,právljica
260,Erzählung::N,গল্প,povést
261,Nachricht::N,তথ্য,sporočílo
262,Neuigkeit::N,খবরাখবর,novóst
263,Name::N,নাম,imé
264,Rätsel::N,ধাঁধা,ugánka
265,Rede::N,বক্তৃতা,góvor
266,Sprache::N,ভাষা,jêzik
267,Stimme::N,স্বর,glás
268,Wort::N,শব্দ,beséda
269,Zeichen::N,প্রতীক,znák
270,Ruf::N,ডাক,klíc
271,Lärm::N,হৈচৈ,hrúp
272,Lärm::N,হৈচৈ,trúšč
273,Laut::N,ধ্বনি,glás
274,Ton::N,স্বর,tón
275,Lied::N,গান,pésem
276,Ruhe::N,শান্তি,pokòj
277,Leute::N,প্রজাপুঞ্জ,ljudjé
278,Volk::N,জাতি,národ
279,Arbeit::N,চাকরি,délo
280,Gast::N,অতিথি,gòst
281,Geschenk::N,উপহার,darílo
282,Spiel::N,খেলা,ígra
283,Gesellschaft::N,সঙ্গিগণ,drúžba
284,Hilfe::N,সাহায্য,pomóč
285,Freund::N,বন্ধু,prijátelj
286,Kamerad::N,সঙ্গী,továriš
287,Angelegenheit::N,বিষয়,zadéva
288,Anzahl::N,পরিমাণ,števílo
289,Art::N,রকম,vŕsta
290,Stück::N,টুকরো,kós
291,Teil::N,অংশ,dél
292,Hälfte::N,অর্ধেক,polovíca
293,Kreis::N,বৃত্ত,króg
294,Kreis::N,বৃত্ত,kolobár
295,Kreuz::N,ক্রুশ,kríž
296,Linie::N,রেখা,próga
297,Strich::N,কষি,čŕta
298,Abstand::N,ফাঁক,preslédek
299,Entfernung::N,ব্যবধান,oddáljenost
300,Gegend::N,ক্ষেত্র,kràj
301,Gegend::N,ক্ষেত্র,dežêla
302,Platz::N,জায়গা,prôstor
303,Ort::N,স্থান,mésto
304,Seite::N,পার্শ্ব,bòk
305,Seite::N,পার্শ্ব,strán
306,Mitte::N,মধ্য,sredína
307,Gegenstand::N,জিনিস,prédmet
308,Sache::N,বস্তু,réč
309,Sache::N,বস্তু,stvár
310,Rand::N,কানা,kràj
311,Kante::N,ধার,rób
312,Ecke::N,কোণ,vogál
313,Spitze::N,ডগা,óst
314,Ende::N,প্রান্ত,kônec
315,Loch::N,গর্ত,lúknja
316,Winkel::N,কোণ,kót
317,Muster::N,নমুন্,vzórec
318,Größe::N,আয়তন,veličína
319,Länge::N,দৈর্ঘ্য,dolžína
320,Höhe::N,উচ্চতা,vršína
321,Gewicht::N,ওজন,téža
322,Menge::N,পরিমাণ,količína
323,Haufen::N,পুঞ্জ,kùp
324,Haufen::N,পুঞ্জ,kopíca
325,Reihe::N,শ্রেণী,níz
326,Reihe::N,শ্রেণী,vŕsta
327,Boot::N,নৌকা,čóln
328,Ruder::N,দাঁড়,vêslo
329,Schlitten::N,স্নেজ্-গাড়ি,saní
330,Ski::N,শী,smučí
331,Lagerfeuer::N,অগ্নি,táborni ôgenj
332,Last::N,বোঝা,tôvor
333,Gang::N,হণ্টন,hòd
334,Schritt::N,পদ,korák
335,Norden::N,উত্তরদিক্,séver
336,Süden::N,দক্ষিণদিক,júg
337,Westen::N,পশ্চিমদিক্,zapàd
338,Osten::N,পূর্বদিক,vzhòd
339,Holz::N,কাঠ,lés
340,Brett::N,তক্তা,deskà
341,Platte::N,ফলক,plôča
342,Stütze::N,নাগদণ্ড,opóra
343,Stütze::N,নাগদণ্ড,zaslómba
344,Stange::N,দণ্ড,gréd
345,Stock::N,ছড়ি,pálica
346,Stab::N,যষ্টি,pálica
347,Rohr::N,নল,cév
348,Haus::N,ঘর,híša
349,Heim::N,বাসা,dóm
350,Ofen::N,স্টোভ্,péč
351,Fußboden::N,গহতল,pòd
352,Tisch::N,মেজ,míza
353,Tisch::N,টেবিল,míza
354,Stuhl::N,চেয়ার,stòl
355,Stuhl::N,কেদারা,stòl
356,Wiege::N,দোলনা,zíbel
357,Bett::N,শয্যা,póstelja
358,Regal::N,তাক,políca
359,Kiste::N,বাক্স,zabòj
360,Fenster::N,জানালা,ôkno
361,Tür::N,দ্বার,vráta
362,Tor::N,দ্বার,velíka vráta
363,Zaun::N,বেড়া,ográja
364,Dach::N,ছাদ,stréha
365,Leiter::N,মই,léstev
366,Besen::N,গুল্মবিশেষ,mêtla
367,Spaten::N,কোদাল,lopáta
368,Schaufel::N,বেলচা,lopáta
369,Gabel::N,কাঁটা,vílice
370,Löffel::N,চামচ,žlíca
371,Messer::N,ছুরি,nòž
372,Nagel::N,পেরেক,žebèlj
373,Netz::N,জাল,mréža
374,Haken::N,কাচি,kljúka
375,Griff::N,হাতল,ročáj
376,Griff::N,হাতল,oprijèm
377,Schloss::N,তালা,ključávnica
378,Bild::N,ছবি,slíka
379,Bild::N,চিত্র,slíka
380,Figur::N,আকার,figúra
381,Figur::N,আকার,postáva
382,Puppe::N,পুতুল,lútka
383,Beutel::N,বটুয়া,môšnja
384,Bündel::N,আঁটি,cúla
385,Bündel::N,আঁটি,svéženj
386,Tasche::N,থলি,tórba
387,Tasche::N,থলি,tobôlec
388,Eimer::N,বাল্তি,vêdro
389,Deckel::N,আবরণ,pokròv
390,Deckel::N,আবরণ,poklópec
391,Geschirr::N,থালা-বাসন,posóda
392,Sack::N,বস্তা,vréča
393,Tasse::N,কাপ,skodélica
394,Topf::N,পাত্র,lônec
395,Kessel::N,কেটলি,kôtel
396,Essen::N,আহার,hrána
397,Nahrung::N,খাদ্য,živílo
398,Speise::N,খাদ্য,jéd
399,Fleisch::N,মাংস,mesó
400,Getreide::N,শস্য,žíto
401,Brei::N,মণ্ড,káša
402,Brot::N,রুটি,krùh
403,Scheibe::N,ফালি,réženj
404,Fett::N,মেদ,mást
405,Fett::N,মেদ,maščôba
406,Butter::N,মাখন,máslo
407,Öl::N,তৈল,ólje
408,Salz::N,নুন,sól
409,Suppe::N,শুরুয়া,júha
410,Honig::N,মধু,méd
411,Milch::N,দুধ,mléko
412,Tee::N,চা,čáj
413,Leder::N,পাকা চামড়া,úsnje
414,Wolle::N,পশম,vólna
415,Stoff::N,বস্ত্র,blagó
416,Nadel::N,সুচ,ígla
417,Faden::N,সূত্র,nít
418,Knopf::N,বোতাম,gúmb
419,Knoten::N,গিঁট,vôzel
420,Farbe::N,রং,bárva
421,Kleidung::N,কাপড়,obléka
422,Hemd::N,শার্ট,srájca
423,Kragen::N,গলবন্ধ,ovrátnik
424,Ärmel::N,আস্তিন্,rokáv
425,Hose::N,ট্রাউজার,hláče
426,Gürtel::N,কটিবন্ধ,pás
427,Mütze::N,টুপি,kápa
428,Mütze::N,টুপি,čépica
429,Schuh::N,জুতো,čévelj
430,Stiefel::N,বুট,škórenj
431,Ring::N,আংটি,pŕstan
432,Band::N,ফিতা,trák
433,Kamm::N,চিরুনি,glavník
434,Spiegel::N,আয়না,zrcálo
435,Spiegel::N,আয়না,ogledálo
436,Riemen::N,চাবুক,jêrmen
437,Schnur::N,দড়ি,vŕvca
438,Leine::N,শিকল,konôpec
439,Decke::N,কম্বল,odéja
440,Kissen::N,উপাধান,blazína
441,Tuch::N,বস্ত্র,pŕt
442,Tuch::N,বস্ত্র,rúta
443,Handtuch::N,তোয়ালে,brisáča
444,Kraft::N,জোর,síla
445,Stärke::N,শক্তি,jákost
446,Gesundheit::N,স্বাস্থ্য,zdrávje
447,Krankheit::N,অসুখ,bolézen
448,Krankheit::N,ব্যামো,bolézen
449,Schmerz::N,যন্ত্রণা,ból
450,Schmerz::N,যন্ত্রণা,bolečína
451,Wunde::N,ক্ষত,rána
452,Fieber::N,জ্বর,vročína
453,Arznei::N,ঔষধ,lék
454,Arznei::N,ঔষধ,zdravílo
455,Brücke::N,সেতু,móst
456,Brunnen::N,কূপ,vodnják
457,Weide::N,পশুচারণভূমি,páša
458,Pfad::N,পথ,stezà
459,Weg::N,পথ,pót
460,Straße::N,রাস্তা,césta
461,Dorf::N,গ্রাম,vás
462,Stadt::N,শহর,mésto
463,Brief::N,চিঠি,písmo
464,Buch::N,বই,knjíga
465,Buchstabe::N,অক্ষর,čŕka
466,Zeitung::N,সংবাদপত্র,čásnik
467,Leben::N,জীবন,življênje
468,Tod::N,মৃত্যু,smŕt
469,Grab::N,কবর,gròb
470,Kirche::N,গির্জা,cérkev
471,Sünde::N,পাপ,gréh
472,Gott::N,দেবতা,bóg
473,Arbeiter::N,শ্রমিক,délavec
474,Chef::N,নেতা,šéf
475,Meister::N,ব্যক্তি,mójster
476,Arzt::N,চিকিৎসক,zdravník
477,Lehrer::N,অধ্যাপক,učítelj
478,Geld::N,মুদ্রা,denár
479,Geld::N,টাকাপয়সা,denár
480,Geschäft::N,ব্যস্ততা,kupčíja
481,Laden::N,দোকান,trgovína
482,Preis::N,মূল্য,céna
483,Ware::N,পণ্যদ্রব্য,róba
484,Nutzen::N,সুবিধা,príd
485,Reichtum::N,ধনদৌলত,bogástvo
486,Welt::N,জগৎ,svét
487,Land::N,খেত,dežêla
488,Staat::N,রাষ্ট্র,držáva
489,König::N,রাজা,králj
490,Macht::N,প্রভাব,oblást
491,Grenze::N,সীমা,mêja
492,Krieg::N,যুদ্ধ,vôjna
493,Feind::N,শত্রু,sovrážnik
494,Gewalt::N,জোর,nasílje
495,Kampf::N,লড়াই,bòj
496,Kampf::N,লড়াই,bórba
497,Bogen[Waffe]::N,ধনুক,lók
498,Pfeil::N,বাণ,puščíca
499,Gewehr::N,বন্দুক,púška
500,Fehler::N,ভুল,zmóta
501,Lüge::N,মিথ্যা,láž
502,Schaden::N,ক্ষতি,okvára
503,Unglück::N,দুর্ভাগ্য,nesréča
504,Schuld::N,অপরাধ,krívda
505,Alter::N,আয়ু,dôba
506,Schluss::N,শেষ,kônec
507,Zeit::N,সময়,čàs
508,Tag::N,দিন,dán
509,Morgen::N,সকাল,jútro
510,Mittag::N,মধ্যাহু,póldan
511,Abend::N,সন্ধ্যা,večér
512,Nacht::N,রাত্রি,nóč
513,Woche::N,সপ্তাহ,téden
514,Monat::N,মাস,mésec
515,Jahr::N,সৌরবর্ষ,léto
516,Frühling::N,বসন্তকাল,pomlád
517,Sommer::N,গ্রীষ্মকাল,polétje
518,Herbst::N,শরংঋতু,jesén
519,Winter::N,শীতকাল,zíma
520,Januar::N,জানুয়ারী,jánuar
521,Februar::N,ফেব্রুয়ারী,fébruar
522,März::N,মার্চ,márec
523,April::N,এপ্রিল,apríl
524,Mai::N,মে,máj
525,Juni::N,জুন,júnij
526,Juli::N,জুলাই,júlij
527,August::N,অগাস্ট,avgúst
528,September::N,সেপ্টেম্বর,septêmber
529,Oktober::N,অক্টোবর,október
530,November::N,নভেম্বর,novêmber
531,Dezember::N,ডিসেম্বর,decémber
532,Montag::N,সোমবার,ponedéljek
533,Dienstag::N,মঙ্গলবার,tôrek
534,Mittwoch::N,বুধবার,sréda
535,Donnerstag::N,বৃহম্পতিবার,četŕtek
536,Freitag::N,শুক্রবার,pétek
537,Samstag::N,শনিবার,sobóta
538,Sonntag::N,রবিবার,nedélja
539,groß::A,বৃহৎ,vêlik
540,klein::A,ছোট,májhen
541,lang::A,দীর্ঘ,dólg
542,kurz::A,খর্ব,krátek
543,kurz::A,হ্রস্ব,krátek
544,breit::A,চওড়া,širòk
545,schmal::A,সরু,ózek
546,dicht::A,ঘন,góst
547,dick[Gegenstand]::A,পুরু,dêbel
548,dünn::A,কৃশ,tánek
549,fein::A,সূক্ষ্ম,drôben
550,fest::A,দৃঢ়,tŕden
551,flach::A,সমতল,plán
552,flach::A,সমতল,plòsk
553,glatt::A,মসৃণ,gládek
554,hart::A,শক্ত,tŕd
555,weich::A,নরম,mehák
556,rund::A,গোলাকার,okrógel
557,spitz::A,তীক্ষ্ন,šílast
558,scharf::A,শাণিত,óster
559,stumpf::A,ভোঁতা,tóp
560,stumpf::A,ভোঁতা,skŕhan
561,schwer::A,ভারী,têžek
562,schön::A,সুন্দর,lép
563,schön::A,সুন্দর,krásen
564,heiß::A,গরম,vròč
565,warm::A,ঈষদুষ্ণ,tôpel
566,kalt::A,ঠাণ্ডা,mŕzel
567,kalt::A,ঠাণ্ডা,hláden
568,kühl::A,শীতল,hláden
569,frisch::A,তাজা,svéž
570,feucht::A,ভিজা,vlážen
571,nass::A,ভিজা,móker
572,trocken::A,শুষ্ক,súh
573,voll::A,পূর্ণ,póln
574,leer::A,খালি,prázen
575,offen::A,খোলা,odpŕt
576,geschlossen::A,বন্ধ,zapŕt
577,sauber::A,নির্মল,číst
578,sauber::A,নির্মল,líčen
579,schmutzig::A,নোংরা,umázan
580,roh::A,কাঁচা,suròv
581,reif::A,পাকা,zrèl
582,lecker::A,সুস্বাদ,okúsen
583,süß::A,মিষ্ট,sládek
584,bitter::A,তিক্ত,grenák
585,sauer::A,টক,kísel
586,hell::A,উজ্জ্বল,svetèl
587,dunkel::A,অন্ধকারময়,temèn
588,schwarz::A,কালো,čŕn
589,weiß::A,সাদা,bél
590,rot::A,লাল,rdèč
591,gelb::A,হলদে,žólt
592,gelb::A,হলদে,rumèn
593,blau::A,নীল,móder
594,grün::A,সবুজ,zelèn
595,grau::A,ছাই-রঙা,sív
596,bunt::A,রঙিন,písan
597,billig::A,সস্তা,pocéni
598,teuer::A,আক্রা,drág
599,wertvoll::A,মহার্ঘ,dragocén
600,blind::A,কানা,slép
601,taub::A,বধির,glúh
602,kräftig::A,বিশাল,močán
603,stark::A,শক্তিশালী,ják
604,schwach::A,দুর্বল,šíbek
605,fett::A,মোটা,dêbel
606,schlank::A,কৃশ,vítek
607,hübsch::A,সুন্দর,lép
608,böse::A,খারাপ,zèl
609,böse::A,খারাপ,hudôben
610,dumm::A,মূর্খ,glúp
611,dumm::A,মূর্খ,bédast
612,faul::A,শ্রমবিমুখ,lén
613,fleißig::A,পরিশ্রমী,marljív
614,geizig::A,ব্যয়কুণ্ঠ,škŕt
615,klug::A,দক্ষ,pámeten
616,geschickt::A,পটু,spréten
617,lieb::A,প্রেয়,míl
618,lieb::A,প্রেয়,ljúb
619,lustig::A,প্রফুল্ল,vesél
620,sanft::A,নম্র,láhek
621,hungrig::A,ক্ষুধার্ত,láčen
622,krank::A,অসুস্থ,bolán
623,nackt::A,উলঙ্গ,nág
624,traurig::A,দুঃখিত,túžen
625,lebendig::A,জীবিত,žív
626,gut::A,ভালো,dóber
627,schlecht::A,মন্দ,malopríden
628,richtig::A,ঠিক,pravílen
629,schlimm::A,কদর্য,húd
630,wahr::A,বাস্তব,resníčen
631,alt::A,পুরাতন,stàr
632,neu::A,নব,nòv
633,neu::A,নূতন,nòv
634,ehemalig::A,পূর্বকালীন,nekdánji
635,alt[Lebewesen]::A,বৃদ্ধ,stàr
636,jung::A,তরুণ,mlád
637,arm::A,ক্ষুদ্র,ubóg
638,arm::A,ক্ষুদ্র,réven
639,reich::A,ধনবান্,bogàt
640,bekannt::A,সুপরিচিত,znán
641,berühmt::A,বিখ্যাত,sláven
642,berühmt::A,বিখ্যাত,znamenít
643,fremd::A,বিদেশি,túj
644,verschieden::A,বিসদৃশ,razlíčen
645,nah::A,নিকটবতী,blížnji
646,fern::A,দুরবতী,dáleč
647,linker::A,বাম,lévi
648,rechter::A,ডান,désni
649,rechter::A,ডাইন,désni
650,anderer::A,অন্যতর,drúgi
651,erster::A,প্রথম,pŕvi
652,zweiter::A,দ্বিতীয়,drúgi
653,dritter::A,তৃতীয়,trétji
654,letzter::A,সর্বশেষ,poslédnji
655,allein::ADV,একক,sám
656,auf einmal::ADV,জলদি,obênem
657,zusammen::ADV,একসঙ্গে,skúpaj
658,lange::ADV,লম্বা,dólgo
659,plötzlich::ADV,হঠাৎ,náglo
660,plötzlich::ADV,হঠাৎ,nenádoma
661,sofort::ADV,মুহ্ণর্তমধ্যে,prècej
662,später::ADV,পশ্চাতে,poznêje
663,jetzt::ADV,এখন,zdàj
664,heute::ADV,আজ,dánes
665,morgen::ADV,আগামিকাল,jútri
666,bald::ADV,অস্পকালমধ্যে,kmálu
667,dann::ADV,তখন,nató
668,gestern::ADV,গতকাল,včéraj
669,einst::ADV,একবার মাত্র,nékdaj
670,damals::ADV,তখন,tedàj
671,damals::ADV,তখন,takràt
672,danach::ADV,পরে,potèm
673,vorher::ADV,আগে,poprèj
674,zuerst::ADV,আগে,spŕva
675,einmal::ADV,একবার,ênkrat
676,manchmal::ADV,কখনও কখনও,včásih
677,oft::ADV,ঘনঘন,pogósto
678,immer::ADV,সর্বদা,védno
679,immer::ADV,সর্বদা,zméraj
680,niemals::ADV,কখলও নহে,nikdàr
681,hier::ADV,এখানে,tù
682,hier::ADV,এখানে,túkaj
683,hierhin::ADV,এখানে,sèmkaj
684,von hier::ADV,ত্রই স্তান হইতে,od tú
685,dort::ADV,ওখানে,tàm
686,dorthin::ADV,ওখানে,tjà
687,geradeaus::ADV,অগ্রগামী,rávno napréj
688,vorwärts::ADV,সন্মুখিকে,napréj
689,rückwärts::ADV,খিরিয়া,zádaj
690,zurück::ADV,পিঠ,nazáj
691,unten::ADV,নীচে,dôli
692,unten::ADV,নীচে,spôdaj
693,hinab::ADV,নিম্নগামী,dôl
694,oben::ADV,উপরে,gôri
695,oben::ADV,উপরে,zgôraj
696,hinauf::ADV,উচ্চতর অংশে,gôr
697,überall::ADV,সর্বত্র,povsód
698,nicht::ADV,না,ne
699,ein wenig::ADV,অল্প,málo
700,kaum::ADV,কষ্টসহকাবে,kómaj
701,sehr::ADV,খুব,zeló
702,so::ADV,তত,takó
703,noch::ADV,এখন পর্যস্ত,še
704,nur::ADV,শুধু,samó
705,schon::ADV,ইতঃপুর্বে,žè
706,wieder::ADV,আবার,spét
707,vergebens::ADV,বিফলে,zamàn
708,vergebens::ADV,বিফলে,zastónj
709,vor::PRP,সম্মুখে,pred
