,Concept_ID,ru,fi
829,schwanken::V,колебаться,horjua
830,schwingen::V,качаться,heilua
831,schwingen::V,качаться,värähdellä
832,fallen::V,падать,pudota
833,fallen::V,падать,langeta
834,brennen::V,гореть,palaa
835,rauchen::V,дымить,savuta
836,regnen::V,дождить,sataa
837,gefrieren::V,замерзнуть,jäätyä
838,tauen::V,таять,sulaa
839,schmelzen::V,плавиться,sulaa
840,trocknen::V,сохнуть,kuivua
841,sieden::V,кипеть,kiehua
842,faulen::V,гнить,mädätä
843,verfaulen::V,сгнить,mädätä
844,verfaulen::V,сгнить,mädäntyä
845,reißen::V,рваться,revetä
846,versinken::V,тонуть,upota
847,versinken::V,тонуть,vajota
848,vergehen::V,проходить,kulua
849,erscheinen::V,появиться,ilmestyä
850,verschwinden::V,исчезнуть,kadota
851,sinken::V,спадать,vajota
852,abnehmen::V,уменьшиться,vähetä
853,zunehmen::V,увеличиваться,kasvaa
854,zunehmen::V,увеличиваться,lisääntyä
855,steigen::V,подниматься,nousta
856,wachsen::V,расти,kasvaa
857,glänzen::V,блестеть,kiiltää
858,funkeln::V,сверкать,kipinöidä
859,lärmen::V,шуметь,meluta
860,läuten::V,звонить,soida
861,klingeln::V,звонить,soida
862,klirren::V,звякать,kalista
863,brausen::V,бушевать,kohista
864,rauschen::V,шелестеть,kohista
865,klingen::V,звучать,soida
866,bellen::V,лаять,haukkua
867,heulen::V,выть,ulvoa
868,blasen::V,дунуть,puhaltaa
869,pfeifen::V,свистеть,viheltää
870,schreien::V,кричать,kirkua
871,stöhnen::V,стонать,voihkia
872,zittern::V,дрожать,vapista
873,leben::V,жить,elää
874,geboren werden::V,родиться,syntyä
875,atmen::V,дышать,hengittää
876,trinken::V,пить,juoda
877,essen::V,есть,syödä
878,essen::V,кушать,syödä
879,schlucken::V,глотать,niellä
880,müde werden::V,устать,uupua
881,einschlafen::V,заснуть,uinahtaa
882,schlafen::V,спать,maata
883,schlafen::V,спать,nukkua
884,aufwachen::V,проснуться,herätä
885,aufstehen::V,встать,nousta
886,aufstehen::V,встать,nousta ylös
887,sich erholen::V,отдыхать,levätä
888,krank werden::V,заболеть,sairastua
889,krank sein::V,болеть,potea
890,krank sein::V,болеть,sairastaa
891,schmerzen::V,болеть,särkeä
892,schmerzen::V,болеть,kivistää
893,husten::V,кашлять,yskiä
894,genesen::V,поправиться,toipua
895,sterben::V,умереть,kuolla
896,umkommen::V,погибнуть,saada surmansa
897,umkommen::V,погибнуть,kuolla
898,sich bewegen::V,двигаться,liikkua
899,sich rühren::V,шевельнуться,liikahtaa
900,sich erheben::V,встать,nousta
901,sich setzen::V,сесть,istuutua
902,hinfallen::V,упасть,kaatua
903,laufen::V,ходить,kävellä
904,schreiten::V,шагать,astua
905,schreiten::V,шагать,astella
906,spazierengehen::V,гулять,kävellä
907,eilen::V,спешить,kiirehtiä
908,sich beeilen::V,торопиться,kiirehtiä
909,sich beeilen::V,торопиться,olla kiireissään
910,sausen::V,мчаться,rynnätä
911,sausen::V,мчаться,viilettää
912,rennen::V,бегать,juosta
913,springen::V,прыгать,hypätä
914,klettern::V,лазать,kiivetä
915,schaukeln::V,раскачиваться,kiikkua
916,kriechen::V,ползать,ryömiä
917,schwimmen::V,плавать,uida
918,tauchen::V,нырять,sukeltaa
919,rudern::V,грести,soutaa
920,fahren::V,ехать,ajaa
921,fahren::V,ехать,kulkea
922,fliegen::V,летать,lentää
923,gehen::V,идти,käydä
924,weggehen::V,уйти,lähteä
925,weggehen::V,уйти,poistua
926,abfahren::V,отправиться,lähteä
927,anhalten::V,остановиться,pysähtyä
928,anhalten::V,остановиться,seisahtua
929,hineingehen::V,входить,mennä sisään
930,eintreten::V,войти,astua sisään
931,kommen::V,прийти,tulla
932,ankommen::V,прибыть,saapua
933,zurückkommen::V,возвратиться,palata
934,bleiben::V,остаться,jäädä
935,bleiben::V,остаться,viipyä
936,warten::V,ждать,odottaa
937,erwarten::V,ожидать,odottaa
938,suchen::V,искать,etsiä
939,finden::V,найти,löytää
940,versuchen::V,пытаться,yrittää
941,vorbereiten::V,подготовить,valmistaa
942,lieben::V,любить,pitää
943,lieben::V,любить,rakastaa
944,mögen::V,любить,pitää
945,mögen::V,любить,tykätä
946,lachen::V,смеяться,nauraa
947,rühren::V,растрогать,liikuttaa
948,weinen::V,плакать,itkeä
949,schimpfen::V,ругаться,haukkua
950,sich ärgern::V,сердиться,suuttua
951,sich fürchten::V,бояться,pelätä
952,fürchten::V,бояться,pelätä
953,fliehen::V,убегать,paeta
954,flüchten::V,убежать,paeta
955,sehen::V,видеть,nähdä
956,anschauen::V,посмотреть,katsoa
957,ansehen::V,смотреть,katsoa
958,hören::V,слышать,kuulla
959,zuhören::V,слушать,kuunnella
960,probieren::V,пробовать,maistaa
961,riechen::V,нюхать,haistaa
962,fühlen::V,чувствовать,tuntea
963,scheinen::V,казаться,tuntua
964,zu sehen sein::V,виднеться,näkyä
965,vernehmen::V,услышать,kuulla
966,frieren::V,мерзнуть,palella
967,tun::V,делать,tehdä
968,können::V,мочь,osata
969,können::V,уметь,osata
970,wollen::V,хотеть,tahtoa
971,anfangen::V,начать,ruveta
972,anfangen::V,начать,aloittaa
973,beenden::V,закончить,lopettaa
974,aufhören::V,перестать,loppua
975,gelingen::V,удаться,onnistua
976,geraten::V,оказаться,sujua
977,geraten::V,оказаться,joutua
978,öffnen::V,открыть,avata
979,öffnen::V,открыть,aukaista
980,schließen::V,закрыть,sulkea
981,stellen::V,поставить,panna
982,stellen::V,поставить,asettaa
983,setzen::V,посадить,panna
984,setzen::V,посадить,istuttaa
985,legen::V,класть,panna
986,legen::V,класть,asettaa
987,berühren::V,трогать,koskea
988,berühren::V,трогать,koskettaa
989,verbinden::V,связать,liittää
990,verbinden::V,связать,yhdistää
991,bedecken::V,покрыть,kattaa
992,bedecken::V,покрыть,peittää
993,aufhängen::V,повесить,ripustaa
994,anzünden::V,зажечь,sytyttää
995,aufheben::V,поднять,ylös nostaa
996,aufheben::V,поднять,nostaa
997,zurücklassen::V,оставить,jättää
998,verlieren::V,потерять,kadottaa
999,fallen lassen::V,уронить,pudottaa
1000,machen::V,сделать,tehdä
1001,herstellen::V,изготовить,tuottaa
1002,herstellen::V,изготовить,valmistaa
1003,bauen::V,строить,rakentaa
1004,reparieren::V,чинить,korjata
1005,verbessern::V,улучшить,parantaa
1006,ändern::V,изменить,muuttaa
1007,graben::V,копать,kaivaa
1008,beugen::V,согнуть,taivuttaa
1009,biegen::V,погнуть,taivuttaa
1010,drehen::V,вертеть,kääntää
1011,wenden::V,повернуть,kääntää
1012,umdrehen::V,перевернуть,kääntää
1013,heben::V,поднимать,nostaa
1014,heben::V,поднимать,kohottaa
1015,hochheben::V,поднять,nostaa
1016,ergreifen::V,схватить,tarttua
1017,halten::V,держать,pitää
1018,drücken::V,нажимать,painaa
1019,drücken::V,нажимать,puristaa
1020,schieben::V,толкать,työntää
1021,kratzen::V,скрести,raapia
1022,lecken::V,лизать,nuolla
1023,beißen::V,кусать,purra
1024,abreißen::V,оторвать,repiä
1025,abschneiden::V,отрезать,leikata poikki
1026,abschneiden::V,отрезать,leikata
1027,binden::V,вязать,sitoa
1028,stecken::V,воткнуть,pistää
1029,brechen::V,сломать,murtaa
1030,klopfen::V,стучать,koputtaa
1031,klopfen::V,стучать,kolkuttaa
1032,hauen::V,бить,lyödä
1033,kleben::V,клеить,liimata
1034,reiben::V,тереть,hieroa
1035,reiben::V,тереть,hangata
1036,streichen::V,намазать,sivellä
1037,schleifen::V,точить,hioa
1038,schneiden::V,резать,leikata
1039,rütteln::V,шатать,ravistaa
1040,schütteln::V,трясти,pudistaa
1041,schwenken::V,махать,heiluttaa
1042,schütten::V,налить,kaataa
1043,füllen::V,наполнить,täyttää
1044,einwickeln::V,завернуть,kääriä
1045,tragen::V,нести,kantaa
1046,schleppen::V,тащить,raahata
1047,ziehen::V,тянуть,vetää
1048,aufbewahren::V,хранить,säilyttää
1049,werfen::V,бросать,viskata
1050,fangen::V,ловить,napata
1051,fangen::V,ловить,ottaa kiinni
1052,packen::V,схватить,tarttua
1053,verstecken::V,спрятать,kätkeä
1054,verstecken::V,спрятать,piilottaa
1055,teilen::V,разделить,jakaa
1056,schicken::V,посылать,lähettää
1057,bringen::V,принести,viedä
1058,hinzufügen::V,добавить,lisätä
1059,bekommen::V,достать,saada
1060,erhalten::V,получить,saada
1061,nehmen::V,взять,ottaa
1062,wählen::V,выбрать,valita
1063,auswählen::V,отобрать,valikoida
1064,bewahren::V,сохранить,säilyttää
1065,behindern::V,препятствовать,estää
1066,verderben::V,испортить,pilata
1067,verderben::V,испортить,turmella
1068,beschädigen::V,повредить,vioittaa
1069,beschädigen::V,повредить,vahingoittaa
1070,zerbrechen::V,разбить,rikkoa
1071,zerreißen::V,разорвать,repiä rikki
1072,zerreißen::V,разорвать,repiä palasiksi
1073,zerstören::V,разрушить,hävittää
1074,verbrennen::V,сжечь,polttaa
1075,geben::V,дать,antaa
1076,reichen::V,передать,ojentaa
1077,schenken::V,дарить,lahjoittaa
1078,versprechen::V,обещать,luvata
1079,wünschen::V,желать,toivottaa
1080,loben::V,хвалить,ylistää
1081,küssen::V,целовать,suudella
1082,wiegen::V,качать,tuudittaa
1083,wiegen::V,качать,keinuttaa
1084,zudecken::V,накрыть,peittää
1085,wecken::V,разбудить,herättää
1086,zeigen::V,показать,näyttää
1087,zeigen::V,показать,osoittaa
1088,führen::V,вести,johdattaa
1089,lehren::V,учить,opettaa
1090,unterrichten::V,преподавать,opettaa
1091,aufziehen::V,воспитать,kasvattaa
1092,leiten::V,руководить,johtaa
1093,antreiben::V,подгонять,hoputtaa
1094,lassen::V,заставить,antaa
1095,einladen::V,пригласить,kutsua
1096,vereinigen::V,объединить,yhdistää
1097,besuchen::V,посетить,vierailla
1098,treffen::V,встретить,tavata
1099,sich versammeln::V,собраться,kokoontua
1100,spielen::V,играть,pelata
1101,spielen::V,играть,leikkiä
1102,singen::V,петь,laulaa
1103,tanzen::V,плясать,tanssia
1104,tanzen::V,танцевать,tanssia
1105,sich trennen::V,расстаться,erota
1106,verlassen::V,покинуть,jättää
1107,retten::V,спасти,pelastaa
1108,bewachen::V,охранять,vartioida
1109,schützen::V,уберегать,suojella
1110,verteidigen::V,защитить,puolustaa
1111,sich schlagen::V,драться,tapella
1112,schießen::V,стрелять,ampua
1113,siegen::V,победить,voittaa
1114,ärgern::V,сердить,ärsyttää
1115,schlagen::V,ударить,lyödä
1116,treten::V,пинать,potkaista
1117,stechen::V,уколоть,pistää
1118,stoßen::V,толкнуть,sysätä
1119,stoßen::V,толкнуть,työntää
1120,stehlen::V,украсть,varastaa
1121,stören::V,помешать,häiritä
1122,belästigen::V,надоедать,häiritä
1123,verbergen::V,скрыть,kätkeä
1124,täuschen::V,обмануть,harhauttaa
1125,betrügen::V,смошенничать,pettää
1126,betrügen::V,смошенничать,petkuttaa
1127,töten::V,убить,tappaa
1128,wohnen::V,проживать,asua
1129,arbeiten::V,работать,tehdä työtä
1130,arbeiten::V,работать,työskennellä
1131,sammeln::V,собрать,koota
1132,sammeln::V,собрать,kerätä
1133,pflücken::V,рвать,poimia
1134,pflücken::V,срывать,poimia
1135,jagen::V,охотиться,metsästää
1136,fischen::V,рыбачить,kalastaa
1137,fassen::V,поймать,pyydystää
1138,fassen::V,поймать,saalistaa
1139,hüten::V,пасти,paimentaa
1140,treiben::V,гнать,ajaa
1141,anbinden::V,привязать,kytkeä
1142,füttern::V,кормить,ruokkia
1143,melken::V,доить,lypsää
1144,hacken::V,рубить,hakata
1145,gießen::V,полить,kastella
1146,reifen::V,созреть,kypsyä
1147,zubereiten::V,приготовить,valmistaa
1148,kochen::V,варить,keittää
1149,backen::V,печь,leipoa
1150,braten::V,жарить,paistaa
1151,umrühren::V,перемешать,hämmentää
1152,stricken::V,вязать,kutoa
1153,stricken::V,вязать,neuloa
1154,nähen::V,шить,ommella
1155,färben::V,покрасить,värjätä
1156,färben::V,покрасить,värittää
1157,reinigen::V,очистить,puhdistaa
1158,waschen::V,стирать,pestä
1159,abwischen::V,вытереть,pyyhkiä
1160,spülen::V,полоскать,huuhtoa
1161,fegen::V,подметать,pyyhkäistä
1162,kehren::V,мести,lakaista
1163,baden::V,купаться,kylpeä
1164,sich waschen::V,мыться,peseytyä
1165,ausziehen::V,снять,riisua
1166,anziehen::V,надеть,pukea ylleen
1167,sich anziehen::V,одеться,pukeutua
1168,kämmen::V,причесать,kammata
1169,schmücken::V,украсить,koristaa
1170,schmücken::V,украсить,kaunistaa
1171,sagen::V,сказать,sanoa
1172,sprechen::V,говорить,puhua
1173,reden::V,разговаривать,keskustella
1174,sich unterhalten::V,беседовать,jutella
1175,fragen::V,спросить,kysyä
1176,bitten::V,просить,pyytää
1177,erzählen::V,рассказать,kertoa
1178,mitteilen::V,сообщить,ilmoittaa
1179,nennen::V,назвать,kutsua
1180,nennen::V,назвать,nimittää
1181,rufen::V,звать,kutsua
1182,prahlen::V,хвастаться,kerskailla
1183,übersetzen::V,перевести,kääntää
1184,denken::V,думать,miettiä
1185,denken::V,думать,ajatella
1186,glauben::V,верить,uskoa
1187,bemerken::V,заметить,huomata
1188,erkennen::V,узнать,tunnistaa
1189,begreifen::V,понять,ymmärtää
1190,begreifen::V,постичь,ymmärtää
1191,verstehen::V,услышать,ymmärtää
1192,lernen::V,учиться,oppia
1193,wissen::V,знать,tietää
1194,sich erinnern an::V,вспомнить,muistaa
1195,vergessen::V,забыть,unohtaa
1196,messen::V,мерить,mitata
1197,zählen::V,считать,laskea
1198,rechnen::V,считать,laskea
1199,lesen::V,читать,lukea
1200,malen::V,рисовать,maalata
1201,zeichnen::V,рисовать,piirtää
1202,zeichnen::V,рисовать,piirustaa
1203,schreiben::V,писать,kirjoittaa
1204,besitzen::V,иметь,omistaa
1205,kaufen::V,купить,ostaa
1206,verkaufen::V,продать,myydä
1207,bezahlen::V,заплатить,maksaa
1208,zahlen::V,платить,maksaa
1209,beherrschen::V,владеть,hallita
1210,ertragen::V,вытерпеть,kestää
