,Concept_ID,pl,ca
838,oder::CNJ,albo,o
839,stehen::V,stać,estar de peu
840,sitzen::V,siedzieć,seure
841,liegen::V,leżeć,jeure
842,hängen::V,wisieć,penjar
843,werden::V,zostać,fer-se
844,werden::V,zostać,posar-se
845,werden::V,stać się,fer-se
846,werden::V,stać się,posar-se
847,passieren::V,dziać się,succeir
848,passieren::V,zdarzyć się,succeir
849,beginnen::V,zacząć się,iniciar-se
850,enden::V,kończyć się,acabar-se
851,enden::V,kończyć się,terminar-se
852,wechseln::V,zmienić się,canviar
853,aufgehen[Sonne]::V,wzejść,sortir
854,untergehen[Sonne]::V,zajść,posar-se
855,scheinen[Sonne]::V,świecić,brillar
856,donnern::V,grzmieć,tronar
857,wehen::V,wiać,bufar
858,strömen::V,płynąć,afluir
859,strömen::V,lać się,afluir
860,fließen::V,ciec,fluir
861,fließen::V,płynąć,fluir
862,sich drehen::V,obracać się,girar
863,schwanken::V,chwiać się,vacil·lar
864,schwingen::V,wahać się,oscil·lar
865,fallen::V,padać,caure
866,fallen::V,padać,tombar
867,brennen::V,palić się,cremar
868,rauchen::V,dymić,fumejar
869,rauchen::V,dymić się,fumejar
870,regnen::V,padać,ploure
871,gefrieren::V,zamarznąć,gelar-se
872,tauen::V,tajać,fondre's
873,schmelzen::V,topnieć,fondre's
874,trocknen::V,schnąć,assecar-se
875,sieden::V,wrzeć,bullir
876,sieden::V,kipieć,bullir
877,faulen::V,gnić,podrir-se
878,verfaulen::V,zgnić,podrir-se
879,reißen::V,urywać się,trencar-se
880,versinken::V,tonąć,enfonsar-se
881,vergehen::V,przechodzić,passar
882,erscheinen::V,zjawiać się,aparèixer
883,verschwinden::V,zniknąć,desaparèixer
884,sinken::V,spadać,baixar
885,sinken::V,spadać,descendir
886,abnehmen::V,spadać,decréixer
887,zunehmen::V,wzrosnąć,augmentar
888,steigen::V,wzrastać,pujar
889,wachsen::V,rosnąć,créixer
890,glänzen::V,błyszczeć,brillar
891,glänzen::V,błyszczeć,resplendir
892,funkeln::V,zabłyszczeć,espurnejar
893,lärmen::V,hałasować,fer soroll
894,läuten::V,dzwonić,sonar
895,klingeln::V,dzwonić,trucar
896,klirren::V,brzęczeć,dringar
897,brausen::V,huczeć,rugir
898,rauschen::V,szumieć,murmurar
899,rauschen::V,szeleścić,murmurar
900,klingen::V,brzmieć,sonar
901,klingen::V,dźwięczeć,sonar
902,bellen::V,szczekać,lladrar
903,heulen::V,wyć,udolar
904,blasen::V,dmuchnąć,bufar
905,pfeifen::V,gwizdać,xiular
906,schreien::V,krzyczeć,cridar
907,stöhnen::V,stękać,gemegar
908,zittern::V,drżeć,tremolar
909,leben::V,żyć,vīure
910,geboren werden::V,urodzić się,néixer
911,atmen::V,oddychać,respirar
912,trinken::V,pić,beure
913,essen::V,jeść,menjar
914,schlucken::V,połknąć,empassar-se
915,müde werden::V,zmęczyć się,cansar-se
916,einschlafen::V,zasnąć,adormir-se
917,schlafen::V,spać,dormir
918,aufwachen::V,obudzić się,despertar-se
919,aufstehen::V,wstać,llevar-se
920,sich erholen::V,wypoczywać,descansar
921,krank werden::V,zachorować,posar-se malalt
922,krank sein::V,chorować,estar malalt
923,schmerzen::V,boleć,doldre
924,husten::V,kaszlać,tossir
925,genesen::V,wyzdrowieć,recuperar-se
926,sterben::V,umrzeć,morir
927,umkommen::V,zginąć,perir
928,sich bewegen::V,poruszać się,moure's
929,sich rühren::V,ruszyć się,moure's
930,sich erheben::V,podnieść się,aixecar-se
931,sich setzen::V,usiąść,asseure's
932,hinfallen::V,upaść,caure's
933,laufen::V,chodzić,caminar
934,schreiten::V,kroczyć,procedir
935,spazierengehen::V,iść na spacer,passejar
936,eilen::V,pospieszać,anar corrent
937,sich beeilen::V,pospieszyć się,afanyar-se
938,sausen::V,pędzić,córrer
939,rennen::V,biec,córrer
940,rennen::V,biegać,córrer
941,springen::V,skakać,saltar
942,klettern::V,wspinać się,escalar
943,schaukeln::V,huśtać,gronxar-se
944,schaukeln::V,huśtać,balancejar-se
945,schaukeln::V,kołysać,gronxar-se
946,schaukeln::V,kołysać,balancejar-se
947,kriechen::V,pełzać,reptar
948,kriechen::V,pełzać,arrossegar-se
949,kriechen::V,czołgać się,reptar
950,kriechen::V,czołgać się,arrossegar-se
951,schwimmen::V,pływać,nadar
952,tauchen::V,zanurzać się,bussejar
953,tauchen::V,zanurzać się,submergir-se
954,rudern::V,wiosłować,remar
955,fahren::V,jechać,anar
956,fliegen::V,latać,volar
957,fliegen::V,lecieć,volar
958,gehen::V,iść,caminar
959,weggehen::V,odejść,anar-se'n
960,abfahren::V,odjechać,partir
961,anhalten::V,zatrzymać się,aturar-se
962,hineingehen::V,wchodzić,entrar
963,eintreten::V,wejść,entrar
964,eintreten::V,nastąpić,entrar
965,kommen::V,przyjść,venir
966,ankommen::V,przybyć,arribar
967,zurückkommen::V,wrócić,tornar
968,bleiben::V,zostać,quedar-se
969,warten::V,czekać,esperar
970,erwarten::V,oczekiwać,esperar
971,suchen::V,szukać,buscar
972,finden::V,znaleźć,trobar
973,versuchen::V,próbować,intentar
974,vorbereiten::V,przygotować,preparar
975,lieben::V,kochać,estimar
976,mögen::V,lubić,agradar a
977,lachen::V,śmiać się,riure
978,rühren::V,wzruszyć,commoure
979,rühren::V,wzruszyć,emocionar
980,weinen::V,płakać,plorar
981,schimpfen::V,kląć,renyar
982,sich ärgern::V,gniewać się,enfadar-se
983,sich fürchten::V,bać się,tenir por
984,fürchten::V,bać się,témer
985,fliehen::V,uciekać,fugir
986,flüchten::V,uciec,refugiar-se
987,sehen::V,widzieć,veure
988,sehen::V,zobaczyć,veure
989,anschauen::V,oglądać,mirar
990,ansehen::V,popatrzeć na,mirar
991,hören::V,słyszeć,oir
992,zuhören::V,słuchać,escoltar
993,probieren::V,kosztować,provar
994,riechen::V,wąchać,olorar
995,fühlen::V,czuć,sentīr
996,fühlen::V,odczuwać,sentīr
997,scheinen::V,wydawać się,semblar
998,zu sehen sein::V,widnieć,poder-se veure
999,vernehmen::V,usłyszeć,percebre
1000,frieren::V,marznąć,tenir fred
1001,tun::V,czynić,fer
1002,können::V,móc,poder
1003,können::V,umieć,poder
1004,wollen::V,chcieć,voler
1005,anfangen::V,zacząć,iniciar
1006,beenden::V,zakończyć,acabar
1007,aufhören::V,przestać,deixar
1008,gelingen::V,udać się,sortir bé
1009,geraten::V,udać się,sortir
1010,öffnen::V,otworzyć,obrir
1011,schließen::V,zamknąć,tancar
1012,stellen::V,postawić,posar
1013,stellen::V,postawić,col·locar
1014,setzen::V,posadzić,assentar
1015,legen::V,kłaść,posar
1016,berühren::V,dotykać,tocar
1017,verbinden::V,łączyć,unir
1018,verbinden::V,łączyć,connectar
1019,bedecken::V,przykryć,tapar
1020,bedecken::V,przykryć,cobrir
1021,aufhängen::V,powiesić,penjar
1022,anzünden::V,zapalić,encendre
1023,aufheben::V,podnieść,aixecar
1024,zurücklassen::V,zostawić,deixar
1025,verlieren::V,zgubić,pērdre
1026,fallen lassen::V,upuścić,deixar caure
1027,machen::V,zrobić,fer
1028,herstellen::V,wytworzyć,producir
1029,bauen::V,budować,construir
1030,reparieren::V,naprawiać,reparar
1031,verbessern::V,ulepszyć,millorar
1032,ändern::V,zmienić,canviar
1033,graben::V,kopać,cavar
1034,beugen::V,zagiąć,doblegar
1035,biegen::V,zgiąć,corbar
1036,biegen::V,zgiąć,arquejar
1037,drehen::V,obracać,girar
1038,wenden::V,obrocić,girar
1039,umdrehen::V,obrocić,voltar
1040,heben::V,podnosić,pujar
1041,heben::V,podnosić,aixecar
1042,hochheben::V,podnieść,aixecar
1043,ergreifen::V,chwycić,agafar
1044,halten::V,trzymać,mantenir
1045,drücken::V,naciskać,prémer
1046,drücken::V,naciskać,estrènyer
1047,schieben::V,pchać,empènyer
1048,schieben::V,posuwać,empènyer
1049,kratzen::V,drapać,raspar
1050,lecken::V,lizać,llepar
1051,beißen::V,kąsać,mossegar
1052,abreißen::V,oderwać,arrencar
1053,abschneiden::V,odciąć,tallar
1054,binden::V,wiązać,lligar
1055,stecken::V,wetknąć,ficar
1056,brechen::V,złamać,trencar
1057,klopfen::V,pukać,trucar
1058,klopfen::V,stukać,trucar
1059,hauen::V,bić,picar
1060,hauen::V,bić,colpejar
1061,kleben::V,kleić,enganxar
1062,reiben::V,trzeć,fregar
1063,streichen::V,smarować,untar
1064,schleifen::V,ostrzyć,afilar
1065,schleifen::V,ostrzyć,esmolar
1066,schneiden::V,ciąć,tallar
1067,schneiden::V,krajać,tallar
1068,rütteln::V,trząść,sacsejar
1069,schütteln::V,trząść,agitar
1070,schütteln::V,trząść,sacsejar
1071,schwenken::V,machać,agitar
1072,schütten::V,nasypać,abocar
1073,füllen::V,napełnić,omplir
1074,einwickeln::V,zawinąć,embolicar
1075,tragen::V,nieść,dur
1076,tragen::V,nieść,portar
1077,schleppen::V,wlec,arrossegar
1078,ziehen::V,ciągnąć,tirar
1079,ziehen::V,ciągnąć,estirar
1080,aufbewahren::V,przechowywać,conservar
1081,werfen::V,rzucać,llançar
1082,fangen::V,łowić,agafar
1083,fangen::V,łowić,atrapar
1084,packen::V,chwycić,engrapar
1085,verstecken::V,ukryć,amagar
1086,verstecken::V,schować,amagar
1087,teilen::V,podzielić,dividir
1088,schicken::V,posyłać,enviar
1089,bringen::V,przynieść,portar
1090,hinzufügen::V,dodać,afegir
1091,bekommen::V,dostać,obtenir
1092,erhalten::V,otrzymać,rebre
1093,nehmen::V,wziąć,prendre
1094,wählen::V,wybrać,triar
1095,wählen::V,wybrać,elegir
1096,auswählen::V,wybrać,escollir
1097,auswählen::V,wybrać,seleccionar
1098,bewahren::V,zachować,conservar
1099,behindern::V,utrudnić,impedir
1100,behindern::V,utrudnić,obstaculitzar
1101,behindern::V,przeszkadzać,impedir
1102,behindern::V,przeszkadzać,obstaculitzar
1103,verderben::V,zepsuć,espatllar
1104,beschädigen::V,uszkodzić,danyar
1105,beschädigen::V,uszkodzić,destrossar
1106,zerbrechen::V,złamać,trencar
1107,zerreißen::V,drzeć,estripar
1108,zerreißen::V,rozdzierać,estripar
1109,zerstören::V,zniszczyć,destruir
1110,verbrennen::V,spalić,cremar
1111,geben::V,dać,donar
1112,reichen::V,podać,passar
1113,schenken::V,darować,regalar
1114,versprechen::V,obiecać,prometre
1115,wünschen::V,życzyć,desitjar
1116,loben::V,chwalić,elogiar
1117,küssen::V,całować,fer un petó a
1118,wiegen::V,kołysać,bressolar
1119,zudecken::V,przykryć,tapar
1120,zudecken::V,przykryć,cobrir
1121,wecken::V,zbudzić,despertar
1122,zeigen::V,pokazać,mostrar
1123,zeigen::V,pokazać,ensenyar
1124,führen::V,wieść,guiar
1125,führen::V,wieść,conduir
1126,führen::V,prowadzić,guiar
1127,führen::V,prowadzić,conduir
1128,lehren::V,uczyć,ensenyar
1129,unterrichten::V,nauczać,ensenyar
1130,aufziehen::V,wychować,criar
1131,leiten::V,kierować,dirigir
1132,antreiben::V,popędzić,impel·lir
1133,lassen::V,zostawić,fer
1134,einladen::V,zaprosić,invitar
1135,einladen::V,zaprosić,convidar
1136,vereinigen::V,zjednoczyć,unir
1137,besuchen::V,odwiedzić,visitar
1138,besuchen::V,odwiedzić,anar a veure
1139,treffen::V,trafić,trobar
1140,treffen::V,spotkać,trobar
1141,sich versammeln::V,zebrać się,reunir-se
1142,sich versammeln::V,zgromadzić się,reunir-se
1143,spielen::V,grać,jugar
1144,spielen::V,bawić się,jugar
1145,singen::V,śpiewać,cantār
1146,tanzen::V,pląsać,ballar
1147,tanzen::V,tańczyć,ballar
1148,sich trennen::V,rozstać się,separar-se
1149,verlassen::V,opuścić,deixar
1150,verlassen::V,opuścić,abandonar
1151,retten::V,ocalić,salvar
1152,retten::V,uratować,salvar
1153,bewachen::V,pilnować,vigilar
1154,schützen::V,ochronić,protegir
1155,verteidigen::V,bronić,defensar
1156,sich schlagen::V,pobić się,barallar-se
1157,schießen::V,strzelać,tirar
1158,schießen::V,strzelać,disparar
1159,siegen::V,zwycziężyć,vèncer
1160,ärgern::V,gniewać,enfadar
1161,schlagen::V,bić,pegar
1162,schlagen::V,bić,colpejar
1163,schlagen::V,uderzyć,pegar
1164,schlagen::V,uderzyć,colpejar
1165,treten::V,kopnąć,donar un cop de peu a
1166,stechen::V,ukłuć,punxar
1167,stechen::V,ukłuć,apunyalar
1168,stoßen::V,popchnąć,empènyer
1169,stehlen::V,ukraść,robar
1170,stören::V,zakłócić,molestar
1171,stören::V,przeszkodzić,molestar
1172,belästigen::V,dokuczać,importunar
1173,verbergen::V,ukryć,amagar
1174,verbergen::V,ukryć,ocultar
1175,täuschen::V,łudzić,enganyar
1176,betrügen::V,oszukać,estafar
1177,töten::V,zabić,matar
1178,wohnen::V,mieszkać,vīure
1179,wohnen::V,mieszkać,habitar
1180,arbeiten::V,pracować,treballar
1181,sammeln::V,zebrać,col·leccionar
1182,pflücken::V,zerwać,collir
1183,jagen::V,polować,caçar
1184,fischen::V,łowić ryby,pescar
1185,fassen::V,złapać,atrapar
1186,hüten::V,paść,pasturar
1187,treiben::V,pędzić,arriar
1188,anbinden::V,przywiązać,lligar
1189,füttern::V,karmić,donar menjar a
1190,melken::V,doić,munyir
1191,hacken::V,rąbać,picar
1192,hacken::V,rąbać,tallar
1193,gießen::V,lać,regar
1194,gießen::V,podlać,regar
1195,reifen::V,dojrzeć,madurar
1196,zubereiten::V,przyrządzić,preparar
1197,kochen::V,gotować,coure
1198,backen::V,piec,coure al forn
1199,braten::V,piec,rostir
1200,braten::V,smażyć,rostir
1201,umrühren::V,przemieszać,remenar
1202,stricken::V,dziać,tricotar
1203,stricken::V,dziać,fer punt de mitja
1204,nähen::V,szyć,cosir
1205,färben::V,pofarbować,tenyir
1206,reinigen::V,oczyścić,netejar
1207,waschen::V,prać,rentār
1208,abwischen::V,obetrzeć,eixugar
1209,spülen::V,płukać,esbandir
1210,fegen::V,zamiatać,escombrar
1211,kehren::V,zamieść,escombrar
1212,baden::V,kąpać się,banyar-se
1213,sich waschen::V,myć się,rentār-se
1214,ausziehen::V,zdjąć,treure's
1215,anziehen::V,włożyć,posar-se
1216,sich anziehen::V,ubrać się,vestir-se
1217,kämmen::V,uczesać,pentinar
1218,schmücken::V,ozdabiać,adornar
1219,sagen::V,powiedzieć,dir
1220,sprechen::V,mówić,parlar
1221,reden::V,mówić,parlar
1222,sich unterhalten::V,rozmawiać,conversar
1223,fragen::V,zapytać,preguntar
1224,bitten::V,prosić,demanar
1225,erzählen::V,opowiedzieć,contar
1226,erzählen::V,opowiedzieć,explicar
1227,mitteilen::V,zawiadomić o,comunicar
1228,nennen::V,nazwać,nomenar
1229,rufen::V,wołać,cridar
1230,prahlen::V,chełpić się,lloar-se
1231,prahlen::V,chełpić się,jactar-se
1232,übersetzen::V,tłumaczyć,traduir
1233,denken::V,myśleć,pensar
1234,glauben::V,sądzić,creure
1235,glauben::V,wierzyć,creure
1236,bemerken::V,zauważyć,notar
1237,erkennen::V,poznać,reconèixer
1238,begreifen::V,zrozumieć,comprendre
1239,verstehen::V,rozumieć,entendre
1240,verstehen::V,dosłyszeć,entendre
1241,lernen::V,uczyć się,aprendre
1242,wissen::V,wiedzieć,saber
1243,sich erinnern an::V,przypomnieć sobie,recordar
1244,vergessen::V,zapomnieć,oblidar
1245,messen::V,mierzyć,mesurar
1246,zählen::V,liczyć,comptar
1247,rechnen::V,rachować,calcular
1248,lesen::V,czytać,llegir
1249,malen::V,malować,pintar
1250,zeichnen::V,rysować,dibuixar
1251,schreiben::V,pisać,escrīure
1252,besitzen::V,posiadać,posseir
1253,kaufen::V,kupić,comprar
1254,verkaufen::V,sprzedać,vendre
1255,bezahlen::V,zapłacić,pagar
1256,zahlen::V,płacić,pagar per
1257,beherrschen::V,opanować,dominar
1258,ertragen::V,znieść,aguantar
