,Concept_ID,ga,et
389,Boot::N,bád,paat
390,Ruder::N,rámh,aer
391,Ruder::N,maide rámha,aer
392,Schlitten::N,carr sleamhnáin,saan
393,Ski::N,scí,suusk
394,Lagerfeuer::N,tine champa,lõke
395,Last::N,ualach,koorem
396,Gang::N,siúlóid,käik
397,Schritt::N,céim,samm
398,Schritt::N,coiscéim,samm
399,Norden::N,tuaisceart,põhi
400,Süden::N,deisceart,lõuna
401,Westen::N,iarthar,lääs
402,Osten::N,oirthear,ida
403,Holz::N,adhmad,puu
404,Brett::N,clár,saelaud
405,Platte::N,leac,plaat
406,Stütze::N,taca,tugi
407,Stange::N,polla,latt
408,Stange::N,polla,teivas
409,Stange::N,cuaille,latt
410,Stange::N,cuaille,teivas
411,Stock::N,bata,kepp
412,Stock::N,maide,kepp
413,Stab::N,maide,varras
414,Stab::N,bachall,varras
415,Rohr::N,píopa,toru
416,Haus::N,teach,maja
417,Heim::N,baile,kodu
418,Ofen::N,sornóg,ahi
419,Fußboden::N,urlár,põrand
420,Tisch::N,bord,laud
421,Tisch::N,tábla,laud
422,Stuhl::N,cathaoir,tool
423,Wiege::N,cliabhán,häll
424,Wiege::N,cliabhán,kätki
425,Bett::N,leaba,voodi
426,Regal::N,seilf,riiul
427,Kiste::N,bosca,kast
428,Fenster::N,fuinneoig,aken
429,Tür::N,doras,uks
430,Tor::N,geata,värav
431,Zaun::N,fál,aed
432,Zaun::N,fál,tara
433,Zaun::N,claí,aed
434,Zaun::N,claí,tara
435,Dach::N,díon,katus
436,Leiter::N,dréimire,redel
437,Besen::N,scuab,luud
438,Spaten::N,spád,labidas
439,Spaten::N,rámhainn,labidas
440,Schaufel::N,sluasaid,kühvel
441,Gabel::N,forc,kahvel
442,Gabel::N,gabhlóg,kahvel
443,Löffel::N,spúnóg,lusikas
444,Messer::N,scian,nuga
445,Nagel::N,tairne,nael
446,Netz::N,líon,võrk
447,Netz::N,eangach,võrk
448,Haken::N,croch,haak
449,Haken::N,croch,konks
450,Griff::N,cos,sang
451,Griff::N,cos,käepide
452,Griff::N,hanla,sang
453,Griff::N,hanla,käepide
454,Schloss::N,glas,lukk
455,Bild::N,pictiúr,pilt
456,Figur::N,fíor,kuju
457,Figur::N,fíor,kujund
458,Puppe::N,bábóg,nukk
459,Beutel::N,mála,paun
460,Beutel::N,mealbhóg,paun
461,Bündel::N,beart,kimp
462,Tasche::N,mála,kott
463,Eimer::N,buicéad,pang
464,Eimer::N,buicéad,ämber
465,Deckel::N,clár,kaas
466,Deckel::N,claibín,kaas
467,Geschirr::N,soithí,nõud
468,Geschirr::N,gréithe,nõud
469,Sack::N,sac,kott
470,Sack::N,mála,kott
471,Tasse::N,cupán,tass
472,Topf::N,pota,pada
473,Kessel::N,citeal,pada
474,Essen::N,béile,söök
475,Nahrung::N,bia,toit
476,Speise::N,mias,roog
477,Fleisch::N,feoil,liha
478,Getreide::N,grán,teravili
479,Getreide::N,arbhar,teravili
480,Brei::N,brúitín,puder
481,Brot::N,arán,sai
482,Brot::N,arán,leib
483,Scheibe::N,píosa,viil
484,Scheibe::N,píosa,viilukas
485,Scheibe::N,slisne,viil
486,Scheibe::N,slisne,viilukas
487,Fett::N,saill,rasv
488,Fett::N,méathras,rasv
489,Butter::N,im,või
490,Öl::N,ola,õli
491,Salz::N,salann,sool
492,Suppe::N,sú,supp
493,Suppe::N,anraith,supp
494,Honig::N,mil,mesi
495,Milch::N,bainne,piim
496,Tee::N,tae,tee
497,Leder::N,leathar,nahk
498,Wolle::N,olann,vill
499,Stoff::N,éadach,kangas
500,Nadel::N,snáthaid,nõel
501,Faden::N,snáth,niit
502,Knopf::N,cnaipe,nööp
503,Knoten::N,snaidhm,sõlm
504,Farbe::N,péint,värv
505,Kleidung::N,éadaí,riided
506,Kleidung::N,éadaí,riietus
507,Hemd::N,léine,särk
508,Kragen::N,bóna,krae
509,Ärmel::N,muinchille,varrukas
510,Hose::N,bríste,püksid
511,Hose::N,treabhsar,püksid
512,Gürtel::N,crios,vöö
513,Mütze::N,caipín,müts
514,Schuh::N,bróg,king
515,Stiefel::N,buatais,saabas
516,Ring::N,fáinne,sõrmus
517,Band::N,ribín,lint
518,Kamm::N,cíor,kamm
519,Spiegel::N,scáthán,peegel
520,Riemen::N,iall,rihm
521,Riemen::N,strapa,rihm
522,Schnur::N,téad,nöör
523,Schnur::N,sreangán,nöör
524,Leine::N,iall,jalutusrihm
525,Decke::N,pluid,tekk
526,Decke::N,blaincéad,tekk
527,Kissen::N,piliúr,padi
528,Kissen::N,adhartán,padi
529,Tuch::N,scaif,kalev
530,Handtuch::N,tuáille,käterätik
531,Kraft::N,fórsa,jõud
532,Stärke::N,neart,tugevus
533,Gesundheit::N,sláinte,tervis
534,Krankheit::N,tinneas,haigus
535,Krankheit::N,breoiteacht,haigus
536,Schmerz::N,pian,valu
537,Wunde::N,goin,haav
538,Fieber::N,fiabhras,palavik
539,Arznei::N,cógas,ravim
540,Brücke::N,droichead,sild
541,Brunnen::N,tobar,kaev
542,Weide::N,féarach,karjamaa
543,Pfad::N,cosán,rada
544,Pfad::N,conair,rada
545,Weg::N,slí,tee
546,Weg::N,bealach,tee
547,Straße::N,bóthar,tee
548,Dorf::N,sráidbhaile,küla
549,Stadt::N,baile,linn
550,Stadt::N,cathair,linn
551,Brief::N,litir,kiri
552,Buch::N,cín,raamat
553,Buch::N,leabhar,raamat
554,Buchstabe::N,litir,täht
555,Zeitung::N,nuachtán,ajaleht
556,Leben::N,saol,elu
557,Leben::N,beatha,elu
558,Tod::N,bás,surm
559,Grab::N,uaigh,haud
560,Kirche::N,eaglais,kirik
561,Sünde::N,peaca,patt
562,Gott::N,dia,jumal
563,Arbeiter::N,oibrí,tööline
564,Chef::N,saoiste,ülemus
565,Chef::N,saoiste,juhataja
566,Chef::N,ceannasaí,ülemus
567,Chef::N,ceannasaí,juhataja
568,Meister::N,máistir,meister
569,Arzt::N,lia,arst
570,Arzt::N,dochtúir,arst
571,Lehrer::N,oide,õpetaja
572,Lehrer::N,múinteoir,õpetaja
573,Geld::N,airgead,raha
574,Geschäft::N,gnó,äri
575,Laden::N,siopa,pood
576,Laden::N,siopa,kauplus
577,Preis::N,praghas,hind
578,Ware::N,earra,kaup
579,Nutzen::N,tairbhe,tulu
580,Nutzen::N,tairbhe,kasulikkus
581,Reichtum::N,rachmas,rikkus
582,Reichtum::N,saibhreas,rikkus
583,Welt::N,domhan,maailm
584,Land::N,tír,maa
585,Staat::N,stát,riik
586,König::N,rí,kuningas
587,Macht::N,cumhacht,võim
588,Grenze::N,críoch,piir
589,Grenze::N,teorainn,piir
590,Krieg::N,cogadh,sõda
591,Feind::N,namhaid,vaenlane
592,Gewalt::N,foréigean,väevõim
593,Kampf::N,troid,võitlus
594,Bogen[Waffe]::N,bogha,vibu
595,Pfeil::N,saighead,nool
596,Gewehr::N,gunna,püss
597,Fehler::N,botún,viga
598,Fehler::N,meancóg,viga
599,Lüge::N,bréag,vale
600,Lüge::N,éitheach,vale
601,Schaden::N,dochar,kahju
602,Schaden::N,damáiste,kahju
603,Unglück::N,drochrath,häda
604,Unglück::N,drochrath,õnnetus
605,Schuld::N,locht,süü
606,Schuld::N,milleán,süü
607,Alter::N,aois,iga
608,Schluss::N,deireadh,lõpp
609,Zeit::N,am,aeg
610,Zeit::N,aimsir,aeg
611,Tag::N,lá,päev
612,Morgen::N,maidin,hommik
613,Mittag::N,nóin,lõuna
614,Mittag::N,nóin,keskpäev
615,Abend::N,tráthnóna,õhtu
616,Nacht::N,oíche,öö
617,Woche::N,seachtain,nädal
618,Monat::N,mí,kuu
619,Jahr::N,bliain,aasta
620,Frühling::N,earrach,kevad
621,Sommer::N,samhradh,suvi
622,Herbst::N,fómhar,sügis
623,Winter::N,geimhreadh,talv
624,Januar::N,Eanáir,jaanuar
625,Februar::N,Feabhra,veebruar
626,März::N,Márta,märts
627,April::N,Aibreán,aprill
628,Mai::N,Bealtaine,mai
629,Juni::N,Meitheamh,juuni
630,Juli::N,Iúil,juuli
631,August::N,Lúnasa,august
632,September::N,Meán Fómhair,september
633,Oktober::N,Deireadh Fómhair,oktoober
634,November::N,Samhain,november
635,November::N,Mí na Samhna,november
636,Dezember::N,Mí na Nollag,detsember
637,Montag::N,Luan,esmaspäev
638,Montag::N,Dé Luain,esmaspäev
639,Dienstag::N,Máirt,teisipäev
640,Dienstag::N,Dé Máirt,teisipäev
641,Mittwoch::N,Céadaoin,kesknädal
642,Mittwoch::N,Dé Céadaoin,kesknädal
643,Donnerstag::N,Déardaoin,neljapäev
644,Freitag::N,Aoine,reede
645,Freitag::N,Dé hAoine,reede
646,Samstag::N,Satharn,laupäev
647,Samstag::N,Dé Sathairn,laupäev
648,Sonntag::N,Domhnach,pühapäev
649,Sonntag::N,Dé Domhnaigh,pühapäev
650,groß::A,mór,suur
651,klein::A,beag,väike
652,klein::A,beag,pisike
653,lang::A,fada,pikk
654,kurz::A,gearr,lühike
655,kurz::A,gairid,lühike
656,breit::A,leathan,lai
657,breit::A,fairsing,lai
658,schmal::A,cúng,kitsas
659,dicht::A,dlúth,tihe
660,dick[Gegenstand]::A,tiubh,jäme
661,dünn::A,caol,õhuke
662,dünn::A,caol,peenike
663,dünn::A,tanaí,õhuke
664,dünn::A,tanaí,peenike
665,fein::A,scáinte,peen
666,fein::A,scáinte,õhuke
667,fein::A,fíneálta,peen
668,fein::A,fíneálta,õhuke
669,fest::A,daingean,püsiv
670,fest::A,daingean,kindel
671,flach::A,cothrom,lame
672,flach::A,cothrom,tasane
673,glatt::A,mín,sile
674,glatt::A,sleamhain,sile
675,hart::A,crua,kõva
676,weich::A,bog,pehme
677,rund::A,cruinn,ümar
678,spitz::A,gobach,torkav
679,spitz::A,biorach,torkav
680,scharf::A,géar,terav
681,scharf::A,faobhrach,terav
682,stumpf::A,maol,nüri
683,schwer::A,trom,raske
684,schön::A,álainn,kena
685,heiß::A,te,kuum
686,heiß::A,te,palav
687,warm::A,te,soe
688,kalt::A,fuar,külm
689,kühl::A,fionnuar,jahe
690,frisch::A,úr,värske
691,frisch::A,friseáilte,värske
692,feucht::A,tais,niiske
693,nass::A,fliuch,märg
694,trocken::A,tirim,kuiv
695,voll::A,lán,täis
696,leer::A,folamh,tühi
697,offen::A,oscailte,avatud
698,offen::A,oscailte,lahtine
699,geschlossen::A,dúnta,suletud
700,geschlossen::A,druidte,suletud
701,sauber::A,glan,puhas
702,schmutzig::A,salach,räpane
703,schmutzig::A,salach,määrdunud
704,roh::A,amh,toores
705,reif::A,aibí,küps
706,lecker::A,blasta,hõrk
707,lecker::A,blasta,maitsev
708,süß::A,milis,magus
709,bitter::A,searbh,mõru
710,sauer::A,géar,hapu
711,sauer::A,searbh,hapu
712,hell::A,geal,hele
713,hell::A,soilseach,hele
714,dunkel::A,dorcha,pime
715,schwarz::A,dubh,must
716,weiß::A,bán,valge
717,rot::A,dearg,punane
718,gelb::A,buí,kollane
719,blau::A,gorm,sinine
720,grün::A,glas,roheline
721,grün::A,uaine,roheline
722,grau::A,liath,hall
723,bunt::A,ildathach,kirju
724,bunt::A,ildathach,värviline
725,bunt::A,dathannach,kirju
726,bunt::A,dathannach,värviline
727,billig::A,saor,odav
728,teuer::A,daor,kallis
729,teuer::A,costasach,kallis
730,wertvoll::A,luachmhar,väärtuslik
731,blind::A,dall,pime
732,blind::A,caoch,pime
733,taub::A,bodhar,kurt
734,kräftig::A,cumhachtach,jõuline
735,stark::A,tréan,tugev
736,stark::A,láidir,tugev
737,schwach::A,lag,nõrk
738,schwach::A,lag,jõuetu
739,schwach::A,fann,nõrk
740,schwach::A,fann,jõuetu
741,fett::A,ramhar,rasvane
742,schlank::A,caol,sale
743,schlank::A,seang,sale
744,hübsch::A,álainn,kena
745,hübsch::A,dathúil,kena
746,böse::A,olc,tige
747,dumm::A,dúr,juhm
748,dumm::A,dúr,rumal
749,dumm::A,amaideach,juhm
750,dumm::A,amaideach,rumal
751,faul::A,falsa,laisk
752,faul::A,leisciúil,laisk
753,fleißig::A,dícheallach,virk
754,fleißig::A,dícheallach,hoolas
755,geizig::A,barainneach,ihne
756,geizig::A,sprionlaithe,ihne
757,klug::A,cliste,tark
758,klug::A,cliste,arukas
759,klug::A,cliste,mõistlik
760,geschickt::A,oilte,osav
761,geschickt::A,ealaíonta,osav
762,lieb::A,dil,armas
763,lieb::A,dílis,armas
764,lustig::A,aerach,lõbus
765,lustig::A,meidhreach,lõbus
766,sanft::A,bog,õrn
767,sanft::A,séimh,õrn
768,hungrig::A,ocrach,näljane
769,krank::A,tinn,haige
770,krank::A,breoite,haige
771,nackt::A,nocht,alasti
772,traurig::A,brónach,kurb
773,lebendig::A,beo,elus
774,gut::A,maith,hea
775,schlecht::A,dona,halb
776,schlecht::A,droch-,halb
777,richtig::A,ceart,õige
778,schlimm::A,gránna,paha
779,schlimm::A,tubaisteach,paha
780,wahr::A,fíor,tõene
781,alt::A,sean,vana
782,neu::A,úr,uus
783,neu::A,nua,uus
784,ehemalig::A,iar-,endine
785,ehemalig::A,sean-,endine
786,alt[Lebewesen]::A,sean,vana
787,alt[Lebewesen]::A,aosta,vana
788,jung::A,óg,noor
789,arm::A,bocht,vaene
790,reich::A,saibhir,rikas
791,reich::A,rachmasach,rikas
792,bekannt::A,atá eolas air,teada
793,bekannt::A,atá eolas air,tuttav
794,berühmt::A,cailiúil,tuntud
795,berühmt::A,clúiteach,tuntud
796,fremd::A,coimhthíoch,võõras
797,verschieden::A,éagsúil,erinev
798,verschieden::A,difriúil,erinev
799,nah::A,gar,lähedane
800,nah::A,deas,lähedane
801,fern::A,i bhfad uainn,kauge
802,fern::A,i bhfad i gcéin,kauge
803,linker::A,clé,vasak
804,rechter::A,deas,parem
805,anderer::A,eile,muu
806,anderer::A,eile,teine
807,erster::A,céad,esimene
808,zweiter::A,dóú,teine
809,zweiter::A,dara,teine
810,dritter::A,tríú,kolmas
811,dritter::A,treas,kolmas
812,letzter::A,déanach,viimane
813,letzter::A,deireanach,viimane
814,allein::ADV,i d'aonar,üksi
815,auf einmal::ADV,ag an am céanna,korraga
816,auf einmal::ADV,ag an am céanna,ühekorraga
817,zusammen::ADV,le chéile,koos
818,zusammen::ADV,le chéile,üheskoos
819,zusammen::ADV,in eineacht,koos
820,zusammen::ADV,in eineacht,üheskoos
821,lange::ADV,fada,kaua
822,plötzlich::ADV,go tobann,äkki
823,plötzlich::ADV,go tobann,järsku
824,plötzlich::ADV,i dtobainne,äkki
825,plötzlich::ADV,i dtobainne,järsku
826,sofort::ADV,ar an toirt,kohe
827,sofort::ADV,ar an bpointe,kohe
828,später::ADV,níos déanaí,hiljem
829,jetzt::ADV,anois,nüüd
