,Concept_ID,tr,hr
1557,bemerken::V,farkına varmak,primijetiti
1558,erkennen::V,tanımak,prepoznati
1559,begreifen::V,anlamak,pojmiti
1560,begreifen::V,anlamak,shvatiti
1561,begreifen::V,kavramak,pojmiti
1562,begreifen::V,kavramak,shvatiti
1563,verstehen::V,duymak,razabrati
1564,verstehen::V,anlamak,razabrati
1565,lernen::V,öğrenmek,učiti se
1566,wissen::V,bilmek,znati
1567,sich erinnern an::V,hatırlamak,sjetiti se
1568,vergessen::V,unutmak,zaboraviti
1569,messen::V,ölçmek,mjeriti
1570,zählen::V,saymak,brojiti
1571,rechnen::V,hesap etmek,računati
1572,lesen::V,okumak,čitati
1573,malen::V,resmini yapmak,slikati
1574,zeichnen::V,çizmek,crtati
1575,schreiben::V,yazmak,pisati
1576,besitzen::V,haiz olmak,imati
1577,besitzen::V,haiz olmak,posjedovati
1578,besitzen::V,sahip olmak,imati
1579,besitzen::V,sahip olmak,posjedovati
1580,kaufen::V,almak,kupiti
1581,verkaufen::V,satmak,prodati
1582,verkaufen::V,satmak,raspačati
1583,bezahlen::V,ödemek,platiti
1584,zahlen::V,ödemek,plaćati
1585,beherrschen::V,hâkim olmak,vladati
1586,beherrschen::V,hâkim olmak,gospodariti
1587,ertragen::V,dayanmak,trpjeti
1588,ertragen::V,dayanmak,podnijeti
1589,ertragen::V,katlanmak,trpjeti
1590,ertragen::V,katlanmak,podnijeti
