,Concept_ID,kk,ps
72,Stern::N,жұлдыз,ستوری
73,Luft::N,әуе,هوا
74,Wind::N,жел,ورښ
75,Welle::N,толқын,موج
76,Wasser::N,су,اوبه
77,Stein::N,тас,ډبره
78,Boden::N,қыртыс,مځکه
79,Erde::N,топырақ,خاوره
80,Staub::N,шаң,ګرد
81,Staub::N,шаң,خاوره
82,Rauch::N,түтін,دود
83,Rauch::N,түтін,لوګی
84,Funke::N,ұшқын,سپرغۍ
85,Feuer::N,алау,اور
86,Licht::N,шұғыла,رڼا
87,Schatten::N,көлеңке,سیوری
88,Wetter::N,ауа райы,هوا
89,Nebel::N,тұман,لړه
90,Wolke::N,бұлт,ورېځ
91,Regen::N,жаңбыр,وریا
92,Regen::N,жаңбыр,باران
93,Schnee::N,қар,واوره
94,Eis::N,мұз,یخ
95,Eis::N,мұз,کنګل
96,Frost::N,суық,یخ
97,Kälte::N,ызғар,ساړه
98,Kälte::N,суықтық,ساړه
99,Hitze::N,аптап,تودوخي
100,Raureif::N,қырау,سپینه پرخه
101,Regenbogen::N,кемпірқосақ,بوډۍ ټال
102,Regenbogen::N,кемпірқосақ,سره زرغونه
103,Donner::N,күн күркіреу,تالنده
104,Strömung::N,ағын,بهېدنه
105,Tropfen::N,тамшы,قطره
106,Tropfen::N,тамшы,څاڅکی
107,Schaum::N,көбік,ځګ
108,Schmutz::N,кір,ناپاکي
109,See::N,көл,جهیل
110,Sumpf::N,саз,جبه
111,Moor::N,саз,جبه
112,Wiese::N,шалғын,چمن
113,Wiese::N,шалғын,شنېلی
114,Wald::N,орман,ځنګل
115,Hügel::N,төбе,تپه
116,Hügel::N,белес,تپه
117,Hügel::N,белес-белес,تپه
118,Anhöhe::N,дөң,غونډۍ
119,Anhöhe::N,адыр,غونډۍ
120,Anhöhe::N,қырат,غونډۍ
121,Berg::N,тау,غ‍‍‍‍‍ر
122,Gipfel::N,төбе,څوکه
123,Höhle::N,үңгір,کاز
124,Abhang::N,бауыр,لمن
125,Quelle::N,қайнар,چینه
126,Bach::N,жылға,واله
127,Fluss::N,өзен,سیند
128,Ufer::N,жиек,غاړه
129,Küste::N,жиегі,ساحل
130,Küste::N,жағалау,ساحل
131,Festland::N,құрылық,وچه
132,Meer::N,теңіз,بحر
133,Meer::N,теңіз,سمندر
134,Bucht::N,шығанақ,کارۍ
135,Insel::N,арал,ټاپو
136,Insel::N,арал,جزيره
137,Blume::N,гүл,ګل
138,Gras::N,от,واښه
139,Wurzel::N,түбір,ریښه
140,Baum::N,ағаш,ونه
141,Baum::N,дарақ,ونه
142,Stamm::N,сояу,ډډ
143,Stamm::N,оқпан,ډډ
144,Rinde::N,қабық,پوستکی
145,Ast::N,бұтақ,ښاخ
146,Zweig::N,шыбық,څانګه
147,Blatt::N,жапырақ,پاڼه
148,Birke::N,қайың,توس
149,Kiefer[Baum]::N,қарағай,نښتر
150,Weide[Baum]::N,тал,وله
151,Tanne::N,шырша,ناجو
152,Horn::N,мүйіз,ښکر
153,Feder::N,қаламұш,بڼکه
154,Fell::N,тері,پوستکی
155,Flügel::N,қанат,وزر
156,Klaue::N,тырнақ,پنجه
157,Klaue::N,тырнақ,منګول
158,Kralle::N,аяқ,پنجه
159,Kralle::N,аяқ,منګول
160,Schwanz::N,құйрық,لکۍ
161,Ei::N,жұмыртқа,وۍ
162,Ei::N,жұмыртқа,هګۍ
163,Nest::N,ұя,جاله
164,Bau::N,жатақ,کاز
165,Tier::N,айуан,ژوی
166,Tier::N,айуан,حیوان
167,Tier::N,жануар,ژوی
168,Tier::N,жануар,حیوان
169,Herde::N,пада,رمه
170,Herde::N,пада,غېله
171,Kuh::N,сиыр,غوا
172,Bulle::N,өгіз,غوئی
173,Pferd::N,жылқы,آس
174,Schaf::N,қой,پسه
175,Schwein::N,шошқа,سرکوزی
176,Hund::N,ит,سپی
177,Katze::N,мысық,پشه
178,Bär::N,аю,خرس
179,Eichhörnchen::N,тиін,خړ لمی
180,Elch::N,бұғы,ګوزن
181,Fuchs::N,түлкі,سپلم
182,Hase::N,қоян,سوی
183,Maus::N,қаптесер,مږک
184,Wolf::N,бөрі,لېوه
185,Wolf::N,қасқыр,لېوه
186,Vogel::N,құс,مرغه
187,Schwarm::N,топ,سېل
188,Schwarm::N,үйір,سېل
189,Huhn::N,тауық,چرګه
190,Huhn::N,мекиен,چرګه
191,Hahn::N,әтеш,چرګ
192,Hahn::N,қораз,چرګ
193,Gans::N,қаз,بته
194,Adler::N,бүркіт,عقاب
195,Ente::N,үйрек,ایلۍ
196,Eule::N,жапалақ,ګونګی
197,Kranich::N,тырна,کلنګ
198,Krähe::N,қарға,کارغه
199,Kuckuck::N,көкек,فاخته
200,Schwan::N,аққу,قو
201,Fisch::N,балық,کب
202,Fisch::N,балық,ماهی
203,Barsch::N,алабұға,
204,Hecht::N,шортан,
205,Schlange[Tier]::N,жылан,مار
206,Wurm::N,шұбалшаң,چینجی
207,Spinne::N,өрмекші,غڼه
208,Spinne::N,өрмекші,تارکښ
209,Ameise::N,қүмырска,مېږی
210,Laus::N,бит,سپږه
211,Mücke::N,маса,ماشی
212,Fliege::N,шыбын,مچ
213,Schmetterling::N,көбелек,پتنګ
214,Beere::N,жидек,مېوۍ
215,Apfel::N,алма,مڼه
216,Pilz::N,қозықұйрық,خرېړی
217,Pilz::N,саңыраукулақ,خرېړی
218,Zwiebel::N,жуа,پیاز
219,Saat::N,тұқым,تخم
220,Korn::N,дән,تخم
221,Korn::N,дән,دانه
222,Heu::N,шөп,بوس
223,Heu::N,шөп,پروړه
224,Schale::N,қабық,پوستکی
225,Schale::N,қабығы,پوستکی
226,Grube::N,ор,کنده
227,Falle::N,дұзақ,دام
228,Falle::N,дұзақ,لومه
229,Falle::N,қақпан,دام
230,Falle::N,қақпан,لومه
231,Schlinge::N,ілмек,کړۍ
232,Spur::N,із,نښه
233,Asche::N,күл,آس
234,Asche::N,күл,ایره
235,Dreck::N,былғаныш,ناپاکي
236,Eisen::N,темір,اوسپنه
237,Gold::N,алтын,سره زر
238,Silber::N,күміс,نقره
239,Silber::N,күміс,سپین زر
240,Kohle::N,көмір,سکور
241,Kohle::N,көмір,سکاره
242,Glas::N,шыны,ښيښه
243,Lehm::N,балшық,خټه
244,Sand::N,құм,شګه
245,Mensch::N,адам,انسان
246,Mann::N,еркек,سړی
247,Mann::N,еркек,نارینه
248,Mann::N,ер адам,سړی
249,Mann::N,ер адам,نارینه
250,Frau::N,бике,ښځه
251,Frau::N,қатын,ښځه
252,Kind::N,бала,بچی
253,Kind::N,бала,ماشوم
254,Kind::N,перзент,بچی
255,Kind::N,перзент,ماشوم
256,Junge::N,бала,هلک
257,Junge::N,ер бала,هلک
258,Mädchen::N,қыз,نجلۍ
259,Familie::N,жанұя,کورنۍ
260,Großvater::N,ата,بابا
261,Großmutter::N,әже,انا
262,Großmutter::N,әжей,انا
263,Eltern::N,ата-аналар,مور او پلار
264,Vater::N,әке,پلار
265,Mutter::N,ана,مور
266,Sohn::N,ұл,زوی
267,Tochter::N,қызым,لور
268,Bruder::N,бауырым,ورور
269,Schwester::N,әпке,خور
270,Onkel::N,көке,تره
271,Onkel::N,көке,ماما
272,Tante::N,тәте,خاله
273,Ehemann::N,ер,مېړه
274,Ehefrau::N,зайып,مېرمن
275,Freude::N,қуаныш,خوشحالي
276,Freude::N,сүйініш,خوشحالي
277,Freude::N,шат-думан,خوشحالي
278,Freude::N,қуаныштылық,خوشحالي
279,Gelächter::N,күлу,خندا
280,Glück::N,бақыт,بخت
281,Glück::N,бақыттылық,بخت
282,Kummer::N,аза,غم
283,Kummer::N,қайғы,غم
284,Kummer::N,қасырет,غم
285,Wunsch::N,мүдде,هيله
286,Wunsch::N,мүдде,غوښتنه
287,Lust::N,тәбет,شوق
288,Lust::N,тәбет,مینه
289,Lust::N,ынтызар,شوق
290,Lust::N,ынтызар,مینه
291,Lust::N,құштарлық,شوق
292,Lust::N,құштарлық,مینه
293,Geist::N,рух,روح
294,Gedanke::N,ой,فکر
295,Gedächtnis::N,ес,یاد
296,Gedächtnis::N,ес,حافظه
297,Gedächtnis::N,жады,یاد
298,Gedächtnis::N,жады,حافظه
299,Gedächtnis::N,ақыл-ес,یاد
300,Gedächtnis::N,ақыл-ес,حافظه
301,Verstand::N,ақыл,عقل
302,Verstand::N,ақыл,شعور
303,Verstand::N,парасат,عقل
304,Verstand::N,парасат,شعور
305,Sinn::N,мән,معنی
306,Sinn::N,маныз,معنی
307,Sinn::N,мағына,معنی
308,Sinn::N,мән-мағына,معنی
309,Grund::N,себеп,علت
310,Grund::N,себеп,اساس
311,Wahrheit::N,рас,حقیقت
312,Gespräch::N,әңгіме,مرکه
313,Gespräch::N,әңгіме,خبرې اترې
314,Märchen::N,ертеп,افسانه
315,Märchen::N,ертек,افسانه
316,Erzählung::N,әңгіме,قصه
317,Erzählung::N,әңгіме,کیسه
318,Nachricht::N,хабар,خبر
319,Neuigkeit::N,жаңалық,نوی خبر
320,Name::N,ат,نوم
321,Name::N,атау,نوم
322,Rätsel::N,жұмбақ,کیسۍ
323,Rätsel::N,жұмбақ,چیستان
324,Rede::N,сөз,وینا
325,Sprache::N,тіл,ژبه
326,Stimme::N,үн,غږ
327,Stimme::N,үн,اواز
328,Stimme::N,әуен,غږ
329,Stimme::N,әуен,اواز
330,Stimme::N,дауыс,غږ
331,Stimme::N,дауыс,اواز
332,Wort::N,сөз,لغت
333,Wort::N,сөз,کلمه
334,Zeichen::N,ишара,نښه
335,Zeichen::N,ишара,اشاره
336,Ruf::N,айғай,ږغ
337,Ruf::N,айғай,بلنه
338,Lärm::N,айғай-шу,غالمغال
339,Lärm::N,айғай-ұйғай,غالمغال
340,Laut::N,дыбыс,ږغ
341,Laut::N,дауыс,ږغ
342,Ton::N,әуен,اواز
343,Lied::N,ән,غزله
344,Lied::N,ән,سندره
345,Lied::N,жыр,غزله
346,Lied::N,жыр,سندره
347,Lied::N,ән-жыр,غزله
348,Lied::N,ән-жыр,سندره
349,Ruhe::N,тыныштық,ارامي
350,Leute::N,кісілер,خلک
351,Volk::N,халық,ولس
352,Arbeit::N,еңбек,کار
353,Gast::N,қонақ,مېلمه
354,Gast::N,мейман,مېلمه
355,Geschenk::N,қадия,تحفه
356,Geschenk::N,қадия,سوغات
357,Spiel::N,ойын,لوبه
358,Gesellschaft::N,қауым,ډله
359,Gesellschaft::N,жұртшылық,ډله
360,Hilfe::N,жэрдем,کومک
361,Hilfe::N,жэрдем,مرسته
362,Freund::N,дос,ملګری
363,Kamerad::N,дос-жар,انډيوال
364,Angelegenheit::N,жұмыс,موضوع
365,Anzahl::N,сан,شمېر
366,Anzahl::N,сан,تعداد
367,Anzahl::N,саны,شمېر
368,Anzahl::N,саны,تعداد
369,Art::N,түр,ډول
370,Stück::N,тілім,ټوټه
371,Teil::N,үлес,برخه
372,Teil::N,бөлшек,برخه
373,Hälfte::N,жарты,نیم
374,Kreis::N,шеңбер,دایره
375,Kreuz::N,крест,صلیب
376,Linie::N,сызық,خط
377,Linie::N,сызық,لیکه
378,Strich::N,сызық,کرښه
379,Abstand::N,ара,فاصله
380,Abstand::N,аралық,فاصله
381,Entfernung::N,аралық,واټن
382,Gegend::N,өңір,سیمه
383,Gegend::N,өңір,منطقه
384,Platz::N,орны,ځای
385,Ort::N,орын,ځای
386,Seite::N,жақ,مخ
387,Seite::N,жақ,اړخ
388,Seite::N,бүйір,مخ
389,Seite::N,бүйір,اړخ
390,Mitte::N,ортасы,وسط
391,Mitte::N,ортасы,مینځ
392,Gegenstand::N,зат,شی
393,Gegenstand::N,нәрсе,شی
394,Sache::N,бұйым,شی
395,Sache::N,бұйым,څيز
396,Rand::N,шет,څنډه
397,Rand::N,шет,کناره
398,Rand::N,шеті,څنډه
399,Rand::N,шеті,کناره
400,Kante::N,қыр,اړخ
401,Kante::N,қыры,اړخ
402,Ecke::N,қыры,ګوټ
403,Ecke::N,бұрыш,ګوټ
404,Spitze::N,ұшы,څوکه
405,Ende::N,аяқ,څوکه
406,Ende::N,соңы,څوکه
407,Loch::N,тесік,سوری
408,Winkel::N,мүйіс,کنج
409,Winkel::N,мүйіс,کوتی
410,Muster::N,мәнер,نمونه
411,Größe::N,ауқым,قد
412,Größe::N,ауқым,لويوالی
413,Größe::N,көлемдік,قد
414,Größe::N,көлемдік,لويوالی
415,Länge::N,бой,طول
416,Länge::N,бой,اوږد والی
417,Länge::N,ұзындық,طول
418,Länge::N,ұзындық,اوږد والی
419,Höhe::N,жоғарылық,جګوالی
420,Höhe::N,биіктік,جګوالی
421,Gewicht::N,салмақ,وزن
422,Menge::N,мөлшер,اندازه
423,Haufen::N,үйме,کوټه
424,Haufen::N,үйінді,کوټه
425,Reihe::N,сап,صف
426,Reihe::N,сап,کتار
427,Boot::N,қайық,قايق
428,Ruder::N,ескек,چپه
429,Schlitten::N,шана,ښویېدونی
430,Ski::N,шаңғы,سکي
431,Lagerfeuer::N,алау,اور
432,Last::N,ауырлық,بار
433,Last::N,ауырлық,پېټی
434,Last::N,ауыр зат,بار
435,Last::N,ауыр зат,پېټی
436,Gang::N,жүріс,تګ
437,Schritt::N,адым,ګام
438,Norden::N,солтүстік,شمال
439,Norden::N,терістік,شمال
440,Süden::N,оңтүстік,سوېل
441,Westen::N,батыс,لوېدېځ
442,Osten::N,күншығыс,شرق
443,Osten::N,күншығыс,ختیځ
444,Holz::N,ағаш,لرګی
445,Holz::N,сүрек,لرګی
446,Brett::N,тақта,تخته
447,Platte::N,тақта,تخته
448,Stütze::N,тіреу,تکیوان
449,Stange::N,қада,ډاګه
450,Stock::N,сойыл,لرګی
451,Stab::N,сырық,چيخله
452,Rohr::N,құбыр,نل
453,Haus::N,үй,کور
454,Heim::N,үйлі,کور
455,Heim::N,шаңырақ,کور
456,Ofen::N,ошақ,تودنۍ
457,Ofen::N,пеш,تودنۍ
458,Fußboden::N,еден,غولی
459,Tisch::N,үстел,مېز
460,Stuhl::N,орындық,چوکۍ
461,Wiege::N,бесік,زانګو
462,Bett::N,кереует,کټ
463,Bett::N,кереует,چپرکټ
464,Regal::N,сөре,تاخچۍ
465,Kiste::N,жәшік,صندوق
466,Fenster::N,терезе,کړکۍ
467,Tür::N,есік,دروازه
468,Tor::N,дарбаза,دروازه
469,Zaun::N,дуал,کټاره
470,Dach::N,шатыр,بام
471,Leiter::N,саты,زينه
472,Leiter::N,басқыш,زينه
473,Besen::N,сыпырғыш,جارو
474,Spaten::N,күрек,یوم
475,Schaufel::N,қалақ,بېلچه
476,Gabel::N,аша,پنجه
477,Gabel::N,шанышқы,پنجه
478,Löffel::N,қасық,کاشوغه
479,Messer::N,пышақ,چاقو
480,Nagel::N,мық,ميخ
481,Nagel::N,шеге,ميخ
482,Netz::N,керегекөз,جال
483,Haken::N,ілмек,څنګک
484,Griff::N,сап,لاستی
485,Griff::N,тұтқа,لاستی
486,Schloss::N,құлып,کلپ
487,Schloss::N,бекіткіш,کلپ
488,Bild::N,сурет,رسم
489,Figur::N,тұлға,قدوقامت
490,Puppe::N,қуыршақ,ګوډۍ
491,Beutel::N,қапшық,کڅوړه
492,Bündel::N,байлам,دسته
493,Tasche::N,дорба,بکس
494,Tasche::N,дорба,توبره
495,Eimer::N,шелек,سطل
496,Deckel::N,жапқыш,سرپوښ
497,Geschirr::N,ыдыс,لوښی
498,Sack::N,қап,جوال
499,Tasse::N,шыныаяқ,پیاله
500,Topf::N,кәстрөл,دېګی
501,Kessel::N,қазан,دېګ
502,Essen::N,ас,خوراک
503,Nahrung::N,ас,خوراک
504,Nahrung::N,тамақ,خوراک
505,Speise::N,тағам,خواړه
506,Fleisch::N,ет,غوښه
507,Getreide::N,дәнді,غله
508,Brei::N,ботқа,اوګره
509,Brot::N,күлше,ډوډۍ
510,Scheibe::N,тілім,مړۍ
511,Fett::N,май,غوړي
512,Butter::N,май,کوچ
513,Öl::N,май,تېل
514,Salz::N,тұз,مالګه
515,Suppe::N,көже,شوربا
516,Honig::N,бал,شات
517,Milch::N,сүт,شوده
518,Tee::N,шай,چای
519,Leder::N,көн,څرمن
520,Wolle::N,жүн,پشم
521,Stoff::N,мата,ټوټه
522,Stoff::N,кездеме,ټوټه
523,Nadel::N,ине,ستن
524,Faden::N,жіп,تار
525,Knopf::N,түйме,تڼۍ
526,Knopf::N,түйме,تکمه
527,Knoten::N,түйін,غوټه
528,Farbe::N,рең,رنګ
529,Kleidung::N,киім,کالي
530,Hemd::N,жейде,کميس
531,Kragen::N,жаға,غاړه
532,Ärmel::N,жең,لستوڼی
533,Hose::N,шалбар,پطلون
534,Gürtel::N,белбеу,کمربند
535,Mütze::N,қалпақ,خولۍ
536,Schuh::N,кебіс,بوټ
537,Stiefel::N,етік,موزه
538,Ring::N,жүзік,ګوته
539,Band::N,таспа,فيته
540,Kamm::N,тарақ,ګمنځ
541,Spiegel::N,айна,ایینه
542,Spiegel::N,айна,هنداره
543,Riemen::N,қайыс,تسمه
544,Schnur::N,жіп,مزی
545,Leine::N,тізгін,رسۍ
546,Decke::N,көрпе,بړستن
547,Kissen::N,жастық,بالښت
548,Tuch::N,орамал,ټیکری
549,Handtuch::N,сүлгі,دسمال
550,Kraft::N,қуат,زور
551,Kraft::N,қуат,توان
552,Kraft::N,қарқын,زور
553,Kraft::N,қарқын,توان
554,Kraft::N,әл-шама,زور
555,Kraft::N,әл-шама,توان
556,Kraft::N,әл-дәрмен,زور
557,Kraft::N,әл-дәрмен,توان
558,Stärke::N,әл,قوت
559,Stärke::N,күш,قوت
560,Gesundheit::N,денсаулык,صحت
561,Gesundheit::N,денсаулык,روغتیا
562,Krankheit::N,ауру,مرض
563,Krankheit::N,ауру,ناروغي
564,Schmerz::N,ауру,درد
565,Wunde::N,зақым,ټپ
566,Wunde::N,зақым,زخم
567,Wunde::N,жарақат,ټپ
568,Wunde::N,жарақат,زخم
569,Fieber::N,безгек,تبه
570,Fieber::N,қалтырау,تبه
571,Fieber::N,қызу көтерілуі,تبه
572,Arznei::N,дәрі,دوا
573,Arznei::N,дәрі,دارو
574,Arznei::N,дәрі-дәрмек,دوا
575,Arznei::N,дәрі-дәрмек,دارو
576,Brücke::N,көпір,پول
577,Brunnen::N,құдық,څاه
578,Brunnen::N,құдық,کوهی
579,Weide::N,өріс,وله
580,Weide::N,жайылым,وله
581,Pfad::N,жол,تړه
582,Weg::N,жол,لیار
583,Straße::N,жол,سړک
584,Dorf::N,ауыл,کلی
585,Stadt::N,қала,ښار
586,Stadt::N,шаһар,ښار
587,Brief::N,хат,لیک
588,Brief::N,хат,مکتوب
589,Brief::N,жазу,لیک
590,Brief::N,жазу,مکتوب
591,Buch::N,кітап,کتاب
592,Buchstabe::N,әріп,حرف
593,Buchstabe::N,әріп,توری
594,Buchstabe::N,қаріп,حرف
595,Buchstabe::N,қаріп,توری
596,Zeitung::N,газет,اخبار
597,Leben::N,өмір,ژوند
598,Leben::N,тіршілік,ژوند
599,Tod::N,опат,مرګ
600,Tod::N,опат,مړینه
601,Grab::N,мола,قبر
602,Grab::N,мола,ډورۍ
603,Grab::N,мазар,قبر
604,Grab::N,мазар,ډورۍ
605,Kirche::N,шіркеу,کلیسا
606,Sünde::N,күнә,ګناه
607,Gott::N,алла,خدای
608,Gott::N,құдай,خدای
609,Gott::N,тәңірі,خدای
610,Gott::N,пәруардігер,خدای
611,Gott::N,жаратқан тәңірі,خدای
612,Arbeiter::N,жүмысшы,کاریګر
613,Chef::N,басшы,آمر
614,Chef::N,жұмыс басқарушысы,آمر
615,Meister::N,шебер,استاد
616,Meister::N,өнерпаз,استاد
617,Arzt::N,дәрігер,طبیب
618,Arzt::N,дәрігер,ډاکټر
619,Lehrer::N,мұғалім,معلم
620,Lehrer::N,мұғалім,ښوونکی
621,Geld::N,пұл,پیسې
622,Geschäft::N,бизнес,سوداګري
623,Laden::N,дүкен,دکان
624,Laden::N,дүкен,مغازه
625,Preis::N,ақы,بیه
626,Preis::N,құны,بیه
627,Preis::N,нарық,بیه
628,Ware::N,тауар,مال
629,Nutzen::N,пайда,ګټه
630,Reichtum::N,бақ-дәулет,شتمني
631,Welt::N,әлем,نړۍ
632,Welt::N,әлем,دنیا
633,Welt::N,жиһан,نړۍ
634,Welt::N,жиһан,دنیا
635,Land::N,аймақ,هېواد
636,Staat::N,мемлекет,دولت
637,König::N,патша,باچا
638,König::N,патша,پادشاه
639,Macht::N,өкімет,قدرت
640,Macht::N,қожалық,قدرت
641,Grenze::N,шек,حد
642,Grenze::N,шек,سرحد
643,Krieg::N,соғыс,جګړه
644,Feind::N,жау,دښمن
645,Feind::N,дұшпан,دښمن
646,Gewalt::N,зорлык,زور
647,Gewalt::N,зорлык,تشدد
648,Gewalt::N,зорлық-зомбылык,زور
649,Gewalt::N,зорлық-зомбылык,تشدد
650,Kampf::N,күрес,جنګ
651,Kampf::N,күрес,مبارزه
652,Kampf::N,алыспақ,جنګ
653,Kampf::N,алыспақ,مبارزه
654,Bogen[Waffe]::N,саржа,لیندۍ
655,Pfeil::N,жебе,غشی
656,Gewehr::N,қару,ټوپک
657,Fehler::N,әбес,خطا
658,Fehler::N,әбес,غلطي
659,Fehler::N,қаталық,خطا
660,Fehler::N,қаталық,غلطي
661,Lüge::N,өтірік,دروغ
662,Schaden::N,зиян,زیان
663,Schaden::N,зиян,تاوان
664,Schaden::N,зарар,زیان
665,Schaden::N,зарар,تاوان
666,Unglück::N,пәле,بدبختي
667,Unglück::N,қасырет,بدبختي
668,Unglück::N,ауыртпалық,بدبختي
669,Schuld::N,айыптылық,ګناه
670,Alter::N,жас,منګ
671,Alter::N,жас шамасы,منګ
672,Schluss::N,ада,اخر
673,Schluss::N,бітуі,اخر
674,Zeit::N,уақыт,وخت
675,Tag::N,күн,ورځ
676,Morgen::N,таң,سبا
677,Morgen::N,таң,سهار
678,Morgen::N,таңертең,سبا
679,Morgen::N,таңертең,سهار
680,Mittag::N,талтүс,غرمه
681,Abend::N,кеш,ماښام
682,Nacht::N,түн,شپه
683,Woche::N,апта,اونۍ
684,Monat::N,ай,مياشت
685,Jahr::N,жыл,کال
686,Frühling::N,көктем,پسرلی
687,Sommer::N,жаз,دوبی
688,Herbst::N,күз,منی
689,Herbst::N,күз,خزان
690,Winter::N,қыс,ژمی
691,Januar::N,каңтар,جنوري
692,Februar::N,ақпан,فبروري
693,März::N,наурыз,مارچ
694,April::N,сәуір,اپریل
695,Mai::N,мамыр,مې
696,Juni::N,маусым,جون
697,Juli::N,шілде,جولای
698,August::N,сүмбіле,اګست
699,August::N,тамыз,اګست
700,September::N,қыркүйек,سپټامبر
701,Oktober::N,ақырап,اکتوبر
702,November::N,қараша,نومبر
703,Dezember::N,желтоқсан,دسمبر
704,Montag::N,дүйсенбі,دوشنبه
705,Dienstag::N,сейсенбі,سه شنبه
706,Mittwoch::N,сәрсенбі,چارشنبه
707,Donnerstag::N,бейсенбі,پنجشنبه
708,Freitag::N,жұма,جمعه
709,Samstag::N,сенбі,خالي
710,Sonntag::N,жексембі,یکشنبه
711,groß::A,алпамсадай,لوی
712,klein::A,кішкене,وړوکی
713,klein::A,қарғадай,وړوکی
714,lang::A,сопақ,اوړد
715,lang::A,сорайған,اوړد
716,kurz::A,кеспелтек,لنډ
717,breit::A,айдынды,پراخه
718,schmal::A,қысық,تنګ
719,dicht::A,жиі,ګڼ
720,dick[Gegenstand]::A,шомбал,پنډ
721,dünn::A,жұқа,نری
722,dünn::A,жіңішке,نری
723,fein::A,қаңылтақ,نازک
724,fest::A,берік,کلک
725,fest::A,берік,ټینګ
726,fest::A,мызғымас,کلک
727,fest::A,мызғымас,ټینګ
728,flach::A,жалпак,هوار
729,glatt::A,типыл,ښوی
730,hart::A,қатты,کلک
731,weich::A,жұмсақ,نرم
732,weich::A,жұмсақ,پوست
733,rund::A,домалақ,ګرد
734,spitz::A,үшкір,تېره
735,scharf::A,сүйрік,تېز
736,scharf::A,сүйрік,تېره
737,stumpf::A,доғал,پڅ
738,stumpf::A,өтпейтін,پڅ
739,schwer::A,салмақты,دروند
740,schön::A,сұлу,ښکلی
741,heiß::A,ыссы,تود
742,warm::A,жылы,تود
743,kalt::A,аязды,ېخ
744,kalt::A,аязды,سوړ
745,kühl::A,салқын,ېخ
746,kühl::A,салқын,سوړ
747,frisch::A,таза,تازه
748,frisch::A,жаңа,تازه
749,feucht::A,нам,مرطوب
750,feucht::A,дымқылды,مرطوب
751,nass::A,сулы,لوند
752,trocken::A,құрғақ,وچ
753,voll::A,толы,ډک
754,leer::A,бос,خالی
755,offen::A,ашып қойылған,خلاص
756,offen::A,ашып қойылған,پرانیستی
757,geschlossen::A,жабулы,تړلی
758,sauber::A,дақсыз,پاک
759,sauber::A,мұнтаздай,پاک
760,schmutzig::A,айғыз,چټل
761,schmutzig::A,сатпақ,چټل
762,schmutzig::A,сатал-сатал,چټل
763,roh::A,шикі,خام
764,reif::A,піскен,پوخ
765,reif::A,піскен,رسېدلی
766,lecker::A,дәмді,خوندور
767,lecker::A,дәмді,مزه دار
768,süß::A,тәтті,خوږ
769,süß::A,тәтті,شیرین
770,bitter::A,ащы,تریخ
771,sauer::A,қышқыл,ټاک
