,Concept_ID,tt,te
321,Lagerfeuer::N,костёр,నెగడు
322,Last::N,йөк,బరువు
323,Gang::N,йөреш,నడక
324,Schritt::N,адым,అడుగు
325,Norden::N,төньяк,ఉత్తరదిక్కు
326,Süden::N,көньяк,దక్షిణము
327,Westen::N,көнбатыш,పడమర
328,Osten::N,шәрык,తూర్పు
329,Osten::N,көнчыгыш,తూర్పు
330,Holz::N,агач,కొయ్య
331,Brett::N,такта,పలక
332,Platte::N,плитә,పలక
333,Stütze::N,таяу,వాల్సేడ్లు
334,Stange::N,колга,స్తంభము
335,Stock::N,таяк,కఱ్ఱ
336,Stab::N,таяк,కఱ్ఱ
337,Rohr::N,торба,గొట్టము
338,Haus::N,өй,ఇల్లు
339,Haus::N,йорт,ఇల్లు
340,Heim::N,гаилә,స్వగృహము
341,Heim::N,нәсел,స్వగృహము
342,Ofen::N,мич,పొయ్యి
343,Fußboden::N,идән,నేల
344,Tisch::N,өстәл,మేజా
345,Stuhl::N,утыргыч,కుర్చీ
346,Wiege::N,бишек,ఉయ్యాల
347,Bett::N,ятак,పడక
348,Bett::N,ятак,మంచం
349,Bett::N,урын-җир,పడక
350,Bett::N,урын-җир,మంచం
351,Regal::N,киштә,అటక
352,Regal::N,шүрлек,అటక
353,Kiste::N,әрҗә,వెట్టె
354,Fenster::N,тәрәзә,కిటికి
355,Tür::N,ишек,ద్వారము
356,Tor::N,капка,ద్వారము
357,Zaun::N,койма,కంచె
358,Dach::N,түбә,ఇంటివైకప్పు
359,Leiter::N,баскыч,నిచ్చెన
360,Besen::N,себерке,చీపురుకట్ట
361,Spaten::N,көрәк,పాఱ
362,Schaufel::N,көрәк,పాఱ
363,Gabel::N,чәннечке,ముండ్లగరిటె
364,Löffel::N,кашык,గరిటె
365,Messer::N,пычак,కత్తి
366,Nagel::N,кадак,మేకు
367,Netz::N,челтәр,వల
368,Haken::N,ыргак,కొక్కెము
369,Griff::N,тотка,పిడి
370,Schloss::N,йозак,తాళము
371,Bild::N,рәсем,చిత్రము
372,Bild::N,картина,చిత్రము
373,Figur::N,сын,రూపము
374,Figur::N,фигура,రూపము
375,Puppe::N,курчак,బొమ్మ
376,Beutel::N,луза,సంచి
377,Bündel::N,бәйләм,మూట
378,Tasche::N,букча,సంచి
379,Eimer::N,чиләк,చేద
380,Deckel::N,капкач,మూత
381,Geschirr::N,савыт-саба,వంటకాలు
382,Geschirr::N,кашык-аяк,వంటకాలు
383,Sack::N,капчык,గోనెసంచి
384,Tasse::N,чынаяк,గిన్నె
385,Topf::N,чүлмәк,కుండ
386,Kessel::N,казан,నీరుకాచుపాత్ర
387,Essen::N,ашау,ఆహారము
388,Nahrung::N,азык,ఆహారము
389,Nahrung::N,тәгам,ఆహారము
390,Nahrung::N,ашамлык,ఆహారము
391,Speise::N,ризык,ఆహారము
392,Fleisch::N,ит,మాంసము
393,Getreide::N,ашлык,ధాన్యము
394,Brei::N,ботка,గుజ్జు
395,Brot::N,ипи,రొట్టె
396,Brot::N,икмәк,రొట్టె
397,Scheibe::N,телем,బద్ద
398,Fett::N,май,క్రొవ్వు
399,Butter::N,май,వెన్న
400,Öl::N,май,నూనె
401,Salz::N,тоз,ఉప్పు
402,Suppe::N,шулпа,చారు
403,Honig::N,бал,తెనె
404,Milch::N,сөт,పాలు
405,Tee::N,чәй,తేనీరు
406,Leder::N,күн,బాగుచేసివతోలు
407,Wolle::N,йон,ఉన్ని
408,Stoff::N,тукыма,బట్ట
409,Nadel::N,энә,సూది
410,Faden::N,җеп,దారము
411,Knopf::N,төймә,బొత్తాము
412,Knoten::N,төен,ముడి
413,Farbe::N,буяу,రంగు
414,Kleidung::N,кием,బట్టలు
415,Hemd::N,күлмәк,చొక్కాయ
416,Kragen::N,яка,మాల
417,Ärmel::N,җиң,చొక్కాయచెయ్యి
418,Hose::N,чалбар,ఇజారు
419,Gürtel::N,билбау,పటకా
420,Mütze::N,бүрек,టోపి
421,Schuh::N,башмак,పాదరక్ష
422,Stiefel::N,итек,బూటు
423,Ring::N,балдак,ఉంగరము
424,Band::N,тасма,నాడా
425,Kamm::N,тарак,దువ్వెన
426,Spiegel::N,көзге,అద్దము
427,Riemen::N,каеш,వాడా
428,Schnur::N,бау,దారము
429,Leine::N,тезген,వారు
430,Decke::N,юрган,కంబళి
431,Kissen::N,мендәр,తలగడ
432,Tuch::N,яулык,బట్ట
433,Handtuch::N,сөлгә,తువాలు
434,Kraft::N,егәр,బలము
435,Kraft::N,дәрман,బలము
436,Stärke::N,көч,శక్తి
437,Stärke::N,дәрман,శక్తి
438,Gesundheit::N,саулык,ఆరోగ్యము
439,Krankheit::N,чир,రోగము
440,Krankheit::N,хаста,రోగము
441,Krankheit::N,сырхау,రోగము
442,Schmerz::N,авырту,నొప్పి
443,Wunde::N,яра,గాయము
444,Wunde::N,җәрәхәт,గాయము
445,Fieber::N,бизгәк,జ్వరము
446,Arznei::N,дару,మందు
447,Brücke::N,күпер,వంతెన
448,Brunnen::N,кое,బావి
449,Brunnen::N,кое,కూపము
450,Brunnen::N,кое,నుయ్యి
451,Weide::N,утлавык,పచ్చికబయలు
452,Pfad::N,сукмак,కాలిత్రోవ
453,Weg::N,юл,మార్గము
454,Straße::N,урам,బాట
455,Dorf::N,авыл,గ్రామము
456,Stadt::N,шәһәр,పట్టణము
457,Brief::N,хат,జాబు
458,Buch::N,китап,పుస్తకము
459,Buchstabe::N,хәреф,అక్షరము
460,Zeitung::N,газет,వార్తాపత్రిక
461,Zeitung::N,газета,వార్తాపత్రిక
462,Leben::N,гомер,ప్రాణము
463,Leben::N,тормыш,ప్రాణము
464,Leben::N,тереклек,ప్రాణము
465,Tod::N,үлем,మరణము
466,Grab::N,гүр,సమాధి
467,Grab::N,кабер,సమాధి
468,Kirche::N,чиркәү,క్రెస్తవులగుడి
469,Sünde::N,язык,పాపము
470,Sünde::N,гөнаһ,పాపము
471,Gott::N,алла,దేవుడు
472,Gott::N,ходай,దేవుడు
473,Arbeiter::N,эшче,పనిపాటుచేశేవాడు
474,Chef::N,башлык,యజమానుడు
475,Meister::N,оста,కళాకారుడు
476,Arzt::N,врач,వైద్యుడు
477,Arzt::N,табиб,వైద్యుడు
478,Lehrer::N,укытучы,ఉపాధ్యాయుడు
479,Lehrer::N,мөгаллим,ఉపాధ్యాయుడు
480,Geld::N,акча,ద్రవ్యము
481,Geschäft::N,эш,వ్యాపారము
482,Laden::N,кибет,అంగడి
483,Laden::N,магазин,అంగడి
484,Preis::N,бәя,వెల
485,Preis::N,бәһа,వెల
486,Ware::N,товар,సరకులు
487,Nutzen::N,файда,ప్రయోజనము
488,Reichtum::N,байлык,ధనము
489,Welt::N,дөнья,ప్రపంచము
490,Land::N,ил,దేశము
491,Staat::N,дәүләт,రాజ్యము
492,König::N,патша,రాజు
493,Macht::N,хакимият,అధికారము
494,Grenze::N,чик,సరిహద్దు
495,Krieg::N,сугыш,యుద్ధము
496,Feind::N,дошман,శత్రువు
497,Gewalt::N,көчләү,దౌర్జన్యము
498,Kampf::N,көрәш,పోట్లాట
499,Bogen[Waffe]::N,җәя,విల్లు
500,Pfeil::N,ук,బాణము
501,Gewehr::N,мылтык,తుపాకి
502,Fehler::N,хата,తప్ప
503,Lüge::N,ялган,అసత్యము
504,Schaden::N,зыян,నష్టము
505,Schaden::N,зарар,నష్టము
506,Unglück::N,бәла,దురదృష్టము
507,Schuld::N,гаеп,తప్పు
508,Alter::N,яшь,వయస్సు
509,Schluss::N,ахыр,ముగింపు
510,Zeit::N,заман,కాలము
511,Tag::N,көн,దినము
512,Morgen::N,иртә,ఉదయము
513,Mittag::N,өйлә,మధ్యాహ్నము
514,Abend::N,кич,సాయంకాలము
515,Nacht::N,төн,రత్రి
516,Woche::N,атна,వారము
517,Monat::N,ай,నెల
518,Jahr::N,ел,సంవత్సరము
519,Frühling::N,яз,వసంతకాలము
520,Sommer::N,җәй,వేసవికాము
521,Herbst::N,көз,ఆకురాలుకాలము
522,Winter::N,кыш,శీతకాలము
523,Januar::N,гыйнвар,జనవరి
524,Februar::N,февраль,ఫిబ్రవరి
525,März::N,март,మార్చి
526,April::N,апрель,ఏప్రిలు
527,Mai::N,май,మే
528,Juni::N,июнь,జూన్
529,Juli::N,июль,జూలై
530,August::N,август,ఆగస్టు
531,September::N,сентябрь,సెప్ఠెంబరు
532,Oktober::N,октябрь,అక్టోబరు
533,November::N,ноябрь,నవంబరు
534,Dezember::N,декабрь,డిసెంబర్
535,Montag::N,дүшәмбе,సోమవారము
536,Dienstag::N,сишәмбе,మంగళవారము
537,Mittwoch::N,чәршәмбе,బుధవారము
538,Donnerstag::N,атнакич,గురువారము
539,Donnerstag::N,пәнҗешәмбе,గురువారము
540,Freitag::N,җомга,శుక్రవారము
541,Samstag::N,шимбә,శనివారము
542,Sonntag::N,якшәмбе,ఆదివారము
543,groß::A,зур,గొప్పైన
544,klein::A,кечкенә,చిన్న
545,lang::A,озын,పొడుగాటి
546,kurz::A,кыска,పొట్టి
547,breit::A,киң,వెడల్పైన
548,schmal::A,кысык,ఇఱుకైన
549,dicht::A,куе,దట్టమైన
550,dick[Gegenstand]::A,калын,దట్టమైన
551,dünn::A,нечкә,పలుచని
552,fein::A,нәзакәтле,నాజాకైన
553,fest::A,нык,దృడమైవ
554,flach::A,яссы,చదువైన
555,flach::A,ялпак,చదువైన
556,glatt::A,шома,నున్నని
557,hart::A,каты,కఠినమైన
558,weich::A,йомшак,మృదువైన
559,rund::A,түгәрәк,గుండ్రని
560,spitz::A,очлы,మొనగల
561,scharf::A,үткен,పదనైన
562,stumpf::A,үтмәс,వాడిలేని
563,schwer::A,салмак,బరువ్తెన
564,schön::A,гүзәл,సుందరమైన
565,heiß::A,эссе,వేడియైన
566,warm::A,җылы,వెచ్చని
567,kalt::A,суык,చల్లని
568,kalt::A,салкын,చల్లని
569,kühl::A,салкынча,చల్లని
570,frisch::A,салкынча,తాజాయైన
571,feucht::A,юеш,చెమ్మగానున్న
572,nass::A,дымлы,తడిగామన్న
573,trocken::A,коры,ఎండిన
574,voll::A,тулы,నిండు
575,leer::A,буш,శూన్యమైన
576,offen::A,ачык,తెఱచియున్న
577,geschlossen::A,йомык,మూసిన
578,sauber::A,пакь,పరిశుద్ధమైన
579,sauber::A,чиста,పరిశుద్ధమైన
580,schmutzig::A,керле,ముఱికియైన
581,schmutzig::A,пычрак,ముఱికియైన
582,roh::A,чи,పచ్చి
583,reif::A,өлгергән,పండివ
584,lecker::A,тәмле,రుచి గల
585,süß::A,татлы,తియ్యని
586,bitter::A,ачы,చేదైన
587,sauer::A,әче,పుల్లని
588,hell::A,якты,కాంతిగల
589,dunkel::A,кара,చీకటియైన
590,schwarz::A,кара,నల్లని
591,weiß::A,ак,తెలుపు
592,rot::A,кызыл,ఎఱ్ఱని
593,gelb::A,сары,పసుపు పచ్చ
594,blau::A,күк,నీలవర్ణము
595,grün::A,яшел,ఆకుపచ్చని
596,grau::A,соры,నెరిసిన
597,bunt::A,чуар,రంగేలీ
598,billig::A,арзан,చౌకయైన
599,teuer::A,хаклы,వెలపొడుగైన
600,wertvoll::A,кыйммәтле,విలుప్తెన
601,blind::A,сукыр,గ్రుడ్డి
602,blind::A,күзсез,గ్రుడ్డి
603,taub::A,чукрак,చెవిటి
604,taub::A,саңгырау,చెవిటి
605,kräftig::A,егәрле,శక్తి గల
606,stark::A,нык,బలమైన
607,stark::A,базык,బలమైన
608,schwach::A,зәгыйфь,బలహీనమైన
609,fett::A,симез,క్రొవ్విన
610,schlank::A,нәзек,సన్నని
611,hübsch::A,чибәр,సాగప్తెన
612,böse::A,усал,చెడ్డ
613,dumm::A,акылсыз,తెలివిలేని
614,faul::A,ялкау,సోమరియైన
615,faul::A,иренчәк,సోమరియైన
616,fleißig::A,тырыш,శ్రద్దగల
617,fleißig::A,тырышучан,శ్రద్దగల
618,geizig::A,саран,పిసినారియైన
619,klug::A,акыллы,తెలివిగల
620,geschickt::A,маһир,నిపుణతగల
621,lieb::A,сөекле,ప్రియమైన
622,lustig::A,күңелле,ఉల్లాసము గల
623,sanft::A,басынкы,సాధువైన
624,hungrig::A,ач,ఆకలిగొనిన
625,krank::A,чирле,వ్యాధిగల
626,krank::A,сырхау,వ్యాధిగల
627,nackt::A,шәрә,దిగంబరమైన
628,traurig::A,ямансу,విచారముగల
629,lebendig::A,тере,ప్రాణముతో నున్న
630,gut::A,яхшы,మంచి
631,schlecht::A,начар,చెడ్డ
632,richtig::A,дөрес,సరియైన
633,schlimm::A,әшәкә,అసహ్యమైన
634,wahr::A,чып-чын,నిజమైన
635,alt::A,иске,ముసలి
636,neu::A,яңа,క్రొత్త
637,ehemalig::A,элекке,పూర్వపు
638,alt[Lebewesen]::A,карт,ముసలి
639,jung::A,яшь,పసి
640,arm::A,фәкыйрь,బీద
641,reich::A,бай,ధనవంతుడైన
642,bekannt::A,таныш,తెలిసిన
643,berühmt::A,атаклы,ప్రపిద్దికెక్కివ
644,fremd::A,ят,అన్యమైన
645,verschieden::A,төрле,భేదమైన
646,nah::A,якын,దగ్గఱనున్న
647,fern::A,ерак,దూరమందున్న
648,linker::A,сул,ఎడమప్రక్కగ
649,rechter::A,уң,కుడి
650,anderer::A,бүтән,వేఱ్తెన
651,erster::A,беренче,మొదటి
652,zweiter::A,икенче,రెండన
653,dritter::A,өченче,మూడో
654,letzter::A,ахыргы,కడపటి
655,allein::ADV,ялгыз,ఒంటిగా
656,auf einmal::ADV,бердән,హరాత్తుగ
657,zusammen::ADV,бергә,కలిసి
658,lange::ADV,озак,బహుకాలము
659,plötzlich::ADV,искәрмәстән,హరాత్తుగ
660,sofort::ADV,хәзер,తక్షణము
661,später::ADV,соңрак,ఇటీవలి
662,jetzt::ADV,хәзер,ఇప్పుడు
663,heute::ADV,бүген,నేడు
664,morgen::ADV,иртәгә,ఱేపు
665,bald::ADV,тиздән,శీఘ్రముగ
666,dann::ADV,аннары,అప్పుడు
667,gestern::ADV,кичә,నిన్నటి దినము
668,einst::ADV,берчак,పూర్వమొకప్పుడు
669,damals::ADV,ул вакытта,అప్పుడు
670,damals::ADV,ул чакта,అప్పుడు
671,danach::ADV,да,అప్పుడు
672,vorher::ADV,элек,ఎదుట
673,zuerst::ADV,башта,మొదటిలో
674,einmal::ADV,бер,ఒకసారి
675,einmal::ADV,бер мәртәбә,ఒకసారి
676,manchmal::ADV,кайчакта,అప్పటప్పటికి
677,oft::ADV,еш,తఱచుగా
678,immer::ADV,һәркайчан,ఎల్లప్పుడు
679,niemals::ADV,hичбер вакыт,ఎప్పుడునులేదు
680,hier::ADV,монда,ఇక్కడ
681,hier::ADV,биредә,ఇక్కడ
682,hierhin::ADV,монда,ఇక్కడకు
683,von hier::ADV,моннан,ఇక్కడనుండి
684,dort::ADV,анда,అక్కడ
685,dorthin::ADV,тегеләй,అక్కడికి
686,geradeaus::ADV,турыдан-туры,సూటిగా
687,vorwärts::ADV,алга,ముందుకు
688,rückwärts::ADV,кире,వెనుకకు
689,zurück::ADV,кире,వెనుకభాగము
