,Concept_ID,la,fr
257,Freude::N,laetitia,joie
258,Freude::N,laetitia,plaisir
259,Gelächter::N,risus,rires
260,Glück::N,felicitas,bonheur
261,Kummer::N,aegritudo,peine
262,Kummer::N,aegritudo,chagrin
263,Wunsch::N,voluntas,désir
264,Wunsch::N,desiderium,désir
265,Lust::N,libido,envie
266,Lust::N,voluptas,envie
267,Geist::N,mens,esprit
268,Geist::N,animus,esprit
269,Gedanke::N,sententia,idée
270,Gedanke::N,sententia,pensée
271,Gedächtnis::N,memoria,mémoire
272,Verstand::N,ratio,raison
273,Verstand::N,ingenium,raison
274,Sinn::N,sensus,sens
275,Grund::N,causa,cause
276,Grund::N,causa,raison
277,Wahrheit::N,veritas,vérité
278,Gespräch::N,sermo,conversation
279,Märchen::N,fabula,conte
280,Märchen::N,fabula,conte de fées
281,Erzählung::N,fabula,conte
282,Erzählung::N,fabula,narration
283,Erzählung::N,narratio,conte
284,Erzählung::N,narratio,narration
285,Nachricht::N,nuntius,message
286,Neuigkeit::N,novitas,nouvelle
287,Name::N,nomen,nom
288,Rätsel::N,aenigma,énigme
289,Rätsel::N,aenigma,devinette
290,Rede::N,oratio,parole
291,Rede::N,oratio,discours
292,Sprache::N,lingua,langue
293,Sprache::N,lingua,langage
294,Stimme::N,vox,voix
295,Wort::N,verbum,mot
296,Wort::N,vocabulum,mot
297,Zeichen::N,signum,signe
298,Ruf::N,clamor,cri
299,Ruf::N,clamor,appel
300,Lärm::N,strepitus,bruit
301,Laut::N,sonus,son
302,Ton::N,sonus,ton
303,Lied::N,carmen,chant
304,Lied::N,carmen,chanson
305,Ruhe::N,quies,calme
306,Ruhe::N,quies,tranquillité
307,Leute::N,homines,gens
308,Volk::N,populus,peuple
309,Arbeit::N,labor,travail
310,Gast::N,hospes,hôte
311,Gast::N,hospes,invité
312,Gast::N,conviva,hôte
313,Gast::N,conviva,invité
314,Geschenk::N,munus,cadeau
315,Geschenk::N,munus,présent
316,Spiel::N,ludus,jeu
317,Gesellschaft::N,societas,compagnie
318,Hilfe::N,auxilium,aide
319,Hilfe::N,auxilium,secours
320,Hilfe::N,subsidium,aide
321,Hilfe::N,subsidium,secours
322,Freund::N,amicus,ami
323,Kamerad::N,socius,copain
324,Kamerad::N,socius,camarade
325,Angelegenheit::N,res,affaire
326,Anzahl::N,numerus,nombre
327,Art::N,genus,sorte
328,Art::N,genus,espèce
329,Stück::N,frustum,morceau
330,Stück::N,fragmentum,morceau
331,Teil::N,pars,part
332,Teil::N,pars,partie
333,Hälfte::N,dimidium,moitié
334,Kreis::N,orbis,cercle
335,Kreis::N,circus,cercle
336,Kreuz::N,crux,croix
337,Linie::N,linea,ligne
338,Strich::N,lineamentum,trait
339,Abstand::N,intervallum,écart
340,Entfernung::N,spatium,distance
341,Gegend::N,loca,région
342,Gegend::N,loca,contrée
343,Gegend::N,regio,région
344,Gegend::N,regio,contrée
345,Platz::N,locus,place
346,Ort::N,locus,lieu
347,Ort::N,locus,endroit
348,Seite::N,latus,côté
349,Mitte::N,medium,milieu
350,Gegenstand::N,res,objet
351,Sache::N,res,chose
352,Rand::N,margo,bord
353,Kante::N,angulus,arête
354,Ecke::N,angulus,coin
355,Ecke::N,angulus,tournant
356,Spitze::N,cacumen,cime
357,Spitze::N,cacumen,pointe
358,Ende::N,caput,bout
359,Loch::N,foramen,trou
360,Winkel::N,angulus,coin
361,Winkel::N,angulus,réduit
362,Muster::N,exemplum,dessin
363,Größe::N,magnitudo,grandeur
364,Länge::N,longitudo,longueur
365,Höhe::N,altitudo,hauteur
366,Höhe::N,altitudo,altitude
367,Gewicht::N,pondus,poids
368,Menge::N,copia,quantité
369,Haufen::N,acervus,tas
370,Reihe::N,ordo,file
371,Reihe::N,ordo,rangée
372,Boot::N,navicula,canot
373,Boot::N,navicula,bateau
374,Ruder::N,remus,rame
375,Ruder::N,remus,aviron
376,Schlitten::N,sclodia,traîneau
377,Ski::N,narta,ski
378,Lagerfeuer::N,ignis,feu de camp
379,Last::N,onus,charge
380,Last::N,onus,fardeau
381,Gang::N,cursus,tour
382,Gang::N,cursus,marche
383,Schritt::N,gradus,pas
384,Norden::N,septentriones,nord
385,Süden::N,meridies,sud
386,Westen::N,occidens,ouest
387,Westen::N,occidens,occident
388,Osten::N,oriens,est
389,Osten::N,oriens,orient
390,Holz::N,lignum,bois
391,Brett::N,tabula,planche
392,Platte::N,lamina,plaque
393,Stütze::N,adminiculum,appui
394,Stütze::N,adminiculum,soutien
395,Stange::N,pertica,barre
396,Stange::N,pertica,perche
397,Stock::N,baculum,canne
398,Stab::N,scipio,bâton
399,Rohr::N,tubus,tube
400,Rohr::N,tubus,tuyau
401,Haus::N,aedes,maison
402,Heim::N,domicilium,maison
403,Ofen::N,fornax,poêle
404,Fußboden::N,solum,plancher
405,Tisch::N,mensa,table
406,Stuhl::N,sella,chaise
407,Wiege::N,cunae,berceau
408,Bett::N,lectus,lit
409,Regal::N,foruli,étagère
410,Kiste::N,cista,caisse
411,Fenster::N,fenestra,fenêtre
412,Tür::N,ianua,porte
413,Tor::N,porta,porte
414,Tor::N,porta,portail
415,Zaun::N,saepes,clôture
416,Dach::N,tectum,toit
417,Leiter::N,scalae,échelle
418,Besen::N,scopae,balai
419,Spaten::N,pala,bêche
420,Schaufel::N,pala,pelle
421,Gabel::N,fuscinula,fourchette
422,Löffel::N,coclear,cuiller
423,Messer::N,culter,couteau
424,Nagel::N,clavus,clou
425,Netz::N,rete,filet
426,Haken::N,hamus,croc
427,Haken::N,hamus,crochet
428,Griff::N,manubrium,prise
429,Griff::N,manubrium,manche
430,Schloss::N,claustra,serrure
431,Bild::N,tabula,image
432,Bild::N,tabula,tableau
433,Bild::N,pictura,image
434,Bild::N,pictura,tableau
435,Figur::N,statunculum,figure
436,Puppe::N,pupa,poupée
437,Beutel::N,sacculus,sac
438,Beutel::N,sacculus,petit sac
439,Bündel::N,fascis,paquet
440,Bündel::N,fascis,faisceau
441,Tasche::N,sacculus,sac
442,Eimer::N,situla,seau
443,Deckel::N,operculum,couvercle
444,Geschirr::N,vasa,vaisselle
445,Sack::N,saccus,sac
446,Tasse::N,pocillum,tasse
447,Topf::N,olla,pot
448,Topf::N,olla,marmite
449,Kessel::N,aenum,chaudron
450,Essen::N,cena,repas
451,Essen::N,cena,manger
452,Nahrung::N,cibus,nourriture
453,Nahrung::N,alimenta,nourriture
454,Speise::N,cibus,plat
455,Fleisch::N,caro,viande
456,Getreide::N,frumentum,blé
457,Getreide::N,frumentum,céréales
458,Brei::N,puls,purée
459,Brei::N,puls,bouillie
460,Brot::N,panis,pain
461,Scheibe::N,frustum,tranche
462,Fett::N,pingue,graisse
463,Butter::N,butȳrum,beurre
464,Öl::N,oleum,huile
465,Salz::N,sal,sel
466,Suppe::N,ius,soupe
467,Suppe::N,ius,potage
468,Honig::N,mel,miel
469,Milch::N,lac,lait
470,Tee::N,thea,thé
471,Leder::N,corium,cuir
472,Wolle::N,lana,laine
473,Stoff::N,textum,tissu
474,Stoff::N,textum,étoffe
475,Nadel::N,acus,aiguille
476,Faden::N,filum,fil
477,Knopf::N,bulla,bouton
478,Knoten::N,nodus,nœud
479,Farbe::N,pigmentum,peinture
480,Kleidung::N,vestimenta,vêtements
481,Kleidung::N,vestimenta,habillement
482,Hemd::N,tunica,chemise
483,Kragen::N,collare,col
484,Ärmel::N,manica,manche
485,Hose::N,bracae,pantalon
486,Gürtel::N,cingulum,ceinture
487,Mütze::N,pilleus,bonnet
488,Mütze::N,pilleus,casquette
489,Schuh::N,calceus,soulier
490,Schuh::N,calceus,chaussure
491,Stiefel::N,pero,botte
492,Stiefel::N,caliga,botte
493,Ring::N,anulus,bague
494,Band::N,redimiculum,ruban
495,Kamm::N,pecten,peigne
496,Spiegel::N,speculum,glace
497,Spiegel::N,speculum,miroir
498,Riemen::N,lorum,lanière
499,Riemen::N,lorum,courroie
500,Schnur::N,linum,corde
501,Schnur::N,linum,ficelle
502,Leine::N,retinaculum,laisse
503,Decke::N,lodix,couverture
504,Kissen::N,pulvinus,oreiller
505,Tuch::N,velum,drap
506,Tuch::N,velum,fichu
507,Handtuch::N,mantele,serviette
508,Handtuch::N,mantele,essuie-mains
509,Kraft::N,vis,force
510,Stärke::N,robur,vigueur
511,Gesundheit::N,valetudo,santé
512,Krankheit::N,morbus,maladie
513,Schmerz::N,dolor,douleur
514,Wunde::N,vulnus,plaie
515,Wunde::N,vulnus,blessure
516,Fieber::N,febris,fièvre
517,Arznei::N,remedium,remède
518,Arznei::N,remedium,médecine
519,Brücke::N,pons,pont
520,Brunnen::N,puteus,puits
521,Weide::N,pascua,pâturage
522,Pfad::N,semita,sentier
523,Weg::N,iter,voie
524,Weg::N,iter,chemin
525,Straße::N,via,route
526,Dorf::N,vicus,village
527,Stadt::N,urbs,cité
528,Stadt::N,urbs,ville
529,Stadt::N,oppidum,cité
530,Stadt::N,oppidum,ville
531,Brief::N,epistula,lettre
532,Buch::N,liber,livre
533,Buchstabe::N,littera,lettre
534,Buchstabe::N,littera,caractère
535,Zeitung::N,diurnum,journal
536,Leben::N,vita,vie
537,Tod::N,mors,mort
538,Grab::N,sepulcrum,tombe
539,Kirche::N,ecclesia,église
540,Sünde::N,peccatum,péché
541,Gott::N,deus,dieu
542,Arbeiter::N,operarius,ouvrier
543,Arbeiter::N,operarius,travailleur
544,Chef::N,praefectus,chef
545,Chef::N,praefectus,patron
546,Meister::N,magister,maître
547,Arzt::N,medicus,médecin
548,Lehrer::N,magister,professeur
549,Lehrer::N,magister,instituteur
550,Geld::N,aes,argent
551,Geld::N,pecunia,argent
552,Geschäft::N,negotium,affaire
553,Geschäft::N,negotium,commerce
554,Laden::N,taberna,magasin
555,Laden::N,taberna,boutique
556,Preis::N,pretium,prix
557,Ware::N,merx,marchandise
558,Nutzen::N,utilitas,profit
559,Reichtum::N,opes,richesse
560,Reichtum::N,divitiae,richesse
561,Welt::N,mundus,monde
562,Land::N,terra,pays
563,Staat::N,res publica,État
564,König::N,rex,roi
565,Macht::N,potestas,pouvoir
566,Macht::N,potestas,puissance
567,Grenze::N,limes,frontière
568,Krieg::N,bellum,guerre
569,Feind::N,inimicus,ennemi
570,Gewalt::N,vis,violence
571,Kampf::N,pugna,lutte
572,Kampf::N,pugna,combat
573,Bogen[Waffe]::N,arcus,arc
574,Pfeil::N,sagitta,flèche
575,Gewehr::N,sclopetum,fusil
576,Fehler::N,error,faute
577,Fehler::N,error,erreur
578,Lüge::N,mendacium,mensonge
579,Schaden::N,damnum,dégât
580,Schaden::N,damnum,dommage
581,Schaden::N,detrimentum,dégât
582,Schaden::N,detrimentum,dommage
583,Unglück::N,miseria,malheur
584,Unglück::N,calamitas,malheur
585,Schuld::N,culpa,faute
586,Schuld::N,culpa,culpabilité
587,Alter::N,aetas,âge
588,Schluss::N,finis,fin
589,Zeit::N,tempus,temps
590,Tag::N,dies,jour
591,Tag::N,dies,journée
592,Morgen::N,mane,matin
593,Morgen::N,mane,matinée
594,Mittag::N,meridies,midi
595,Abend::N,vesper,soir
596,Abend::N,vesper,soirée
597,Nacht::N,nox,nuit
598,Woche::N,septimana,semaine
599,Monat::N,mensis,mois
600,Jahr::N,annus,an
601,Jahr::N,annus,année
602,Frühling::N,ver,printemps
603,Sommer::N,aestas,été
604,Herbst::N,autumnus,automne
605,Winter::N,hiems,hiver
606,Januar::N,Ianuarius,janvier
607,Februar::N,Februarius,février
608,März::N,Martius,mars
609,April::N,Aprilis,avril
610,Mai::N,Maius,mai
611,Juni::N,Iunius,juin
612,Juli::N,Iulius,juillet
613,August::N,Augustus,août
614,September::N,September,septembre
615,Oktober::N,Octobris,octobre
616,November::N,Novembris,novembre
617,Dezember::N,December,décembre
618,Montag::N,dies lunae,lundi
619,Dienstag::N,dies Martis ,mardi
620,Mittwoch::N,dies Mercurii,mercredi
621,Donnerstag::N,dies Iovis,jeudi
622,Freitag::N,dies Veneris,vendredi
623,Samstag::N,dies Saturni,samedi
624,Sonntag::N,dominicus,dimanche
625,Sonntag::N,dies solis,dimanche
626,groß::A,magnus,grand
627,klein::A,parvus,petit
628,lang::A,longus,long
629,kurz::A,brevis,court
630,breit::A,latus,large
631,schmal::A,angustus,étroit
632,dicht::A,densus,dense
633,dick[Gegenstand]::A,crassus,épais
634,dünn::A,tenuis,mince
635,fein::A,subtilis,fin
636,fein::A,subtilis,menu
637,fest::A,solidus,ferme
638,fest::A,solidus,solide
639,fest::A,stabilis,ferme
640,fest::A,stabilis,solide
641,flach::A,planus,plat
642,glatt::A,levis,poli
643,glatt::A,levis,lisse
644,hart::A,durus,dur
645,weich::A,mollis,mou
646,rund::A,rotundus,rond
647,spitz::A,acutus,aigu
648,spitz::A,acutus,pointu
649,scharf::A,acer,tranchant
650,stumpf::A,hebes,mousse
651,stumpf::A,hebes,émoussé
652,schwer::A,gravis,lourd
653,schwer::A,gravis,pesant
654,schön::A,pulcher,beau
655,schön::A,formosus,beau
656,heiß::A,fervidus,chaud
657,heiß::A,fervidus,très chaud
658,warm::A,calidus,chaud
659,kalt::A,frigidus,froid
660,kühl::A,frigidus,frais
661,frisch::A,recens,frais
662,feucht::A,umidus,humide
663,nass::A,madidus,mouillé
664,trocken::A,aridus,sec
665,voll::A,plenus,plein
666,voll::A,plenus,rempli
667,leer::A,vacuus,vide
668,offen::A,apertus,ouvert
669,geschlossen::A,clausus,clos
670,geschlossen::A,clausus,fermé
671,sauber::A,lautus,net
672,sauber::A,lautus,propre
673,schmutzig::A,sordidus,sale
674,schmutzig::A,sordidus,crasseux
675,roh::A,crudus,cru
676,roh::A,crudus,brut
677,reif::A,maturus,mûr
678,lecker::A,delicatus,délicieux
679,lecker::A,delicatus,appétissant
680,süß::A,dulcis,doux
681,bitter::A,amarus,amer
682,bitter::A,acerbus,amer
683,sauer::A,acidus,aigre
684,hell::A,clarus,clair
685,dunkel::A,obscurus,sombre
686,schwarz::A,niger,noir
687,weiß::A,albus,blanc
688,rot::A,ruber,rouge
689,gelb::A,flavus,jaune
690,blau::A,caeruleus,bleu
691,grün::A,viridis,vert
692,grau::A,canus,gris
693,bunt::A,varius,multicolore
694,billig::A,vilis,bon marché
695,teuer::A,carus,cher
696,wertvoll::A,pretiosus,précieux
697,blind::A,caecus,aveugle
698,taub::A,surdus,sourd
699,kräftig::A,robustus,fort
700,kräftig::A,robustus,vigoureux
701,stark::A,firmus,fort
702,stark::A,firmus,puissant
703,stark::A,validus,fort
704,stark::A,validus,puissant
705,schwach::A,debilis,faible
706,schwach::A,infirmus,faible
707,fett::A,crassus,gras
708,schlank::A,procerus,svelte
709,hübsch::A,pulcher,joli
710,böse::A,improbus,mauvais
711,dumm::A,stultus,sot
712,dumm::A,stultus,bête
713,dumm::A,stupidus,sot
714,dumm::A,stupidus,bête
715,faul::A,piger,fainéant
716,faul::A,piger,paresseux
717,fleißig::A,sedulus,appliqué
718,geizig::A,avarus,avare
719,klug::A,prudens,intelligent
720,geschickt::A,sollers,habile
721,lieb::A,carus,cher
722,lieb::A,carus,gentil
723,lustig::A,iocosus,gai
724,lustig::A,iocosus,joyeux
725,sanft::A,clemens,doux
726,hungrig::A,impastus,affamé
727,krank::A,aeger,malade
728,nackt::A,nudus,nu
729,traurig::A,maestus,triste
730,lebendig::A,vivus,vivant
731,gut::A,bonus,bon
732,schlecht::A,malus,mauvais
733,richtig::A,rectus,juste
734,richtig::A,rectus,correct
735,schlimm::A,malus,grave
736,schlimm::A,malus,mauvais
737,wahr::A,verus,vrai
738,wahr::A,verus,véritable
739,alt::A,antiquus,vieux
740,neu::A,novus,neuf
741,neu::A,novus,nouveau
742,ehemalig::A,pristinus,ancien
743,alt[Lebewesen]::A,vetus,âgé
744,alt[Lebewesen]::A,vetus,vieux
745,jung::A,iuvenis,jeune
746,arm::A,pauper,pauvre
747,reich::A,dives,riche
748,bekannt::A,notus,connu
749,berühmt::A,celeber,fameux
750,berühmt::A,celeber,célèbre
751,berühmt::A,illustris,fameux
752,berühmt::A,illustris,célèbre
753,fremd::A,peregrinus,étranger
754,verschieden::A,varius,différent
755,nah::A,propinquus,lié
756,nah::A,propinquus,proche
757,fern::A,longinquus,éloigné
758,fern::A,longinquus,lointain
759,linker::A,sinister,gauche
760,rechter::A,dexter,droit
761,anderer::A,alius,autre
762,erster::A,primus,premier
763,zweiter::A,secundus,second
764,zweiter::A,secundus,deuxième
765,dritter::A,tertius,troisième
766,letzter::A,ultimus,dernier
767,allein::ADV,solum,seul
768,auf einmal::ADV,simul,à la fois
769,zusammen::ADV,una,ensemble
770,lange::ADV,diu,longtemps
771,plötzlich::ADV,subito,tout à coup
772,plötzlich::ADV,repente,tout à coup
773,sofort::ADV,statim,immédiatement
774,später::ADV,postea,plus tard
775,jetzt::ADV,nunc,maintenant
776,heute::ADV,hodie,aujourd'hui
777,morgen::ADV,cras,demain
778,bald::ADV,mox,bientôt
779,dann::ADV,deinde,puis
780,dann::ADV,deinde,ensuite
781,gestern::ADV,heri,hier
782,einst::ADV,olim,jadis
783,einst::ADV,olim,autrefois
784,damals::ADV,tum,alors
785,damals::ADV,tum,à l'époque
786,danach::ADV,postea,après
787,danach::ADV,postea,ensuite
788,vorher::ADV,antea,auparavant
789,zuerst::ADV,primo,d'abord
790,zuerst::ADV,primo,premièrement
791,einmal::ADV,semel,une fois
792,manchmal::ADV,interdum,parfois
793,manchmal::ADV,interdum,quelquefois
794,oft::ADV,saepe,souvent
795,immer::ADV,semper,toujours
796,niemals::ADV,numquam,ne ... jamais
797,hier::ADV,hic,ici
798,hierhin::ADV,huc,par ici
799,von hier::ADV,hinc,d'ici
800,dort::ADV,ibi,là
801,dort::ADV,ibi,là-bas
802,dorthin::ADV,eo,y
803,dorthin::ADV,eo,par là
804,geradeaus::ADV,recte,tout droit
805,vorwärts::ADV,porro,en avant
806,rückwärts::ADV,retro,en arrière
807,zurück::ADV,retro,de retour
808,unten::ADV,infra,en bas
809,unten::ADV,infra,au-dessous
810,hinab::ADV,pessum,en bas
811,hinab::ADV,pessum,vers le bas
812,oben::ADV,supra,dessus
813,oben::ADV,supra,en haut
814,hinauf::ADV,sursum,en haut
815,hinauf::ADV,sursum,vers le haut
816,überall::ADV,ubique,partout
817,nicht::ADV,non,ne ... pas
818,ein wenig::ADV,paulum,un peu
819,kaum::ADV,vix,à peine
820,kaum::ADV,aegre,à peine
821,sehr::ADV,valde,très
822,sehr::ADV,magnopere,très
823,so::ADV,ita,si
824,so::ADV,ita,ainsi
825,noch::ADV,etiam,encore
826,nur::ADV,solum,seulement
827,nur::ADV,solum,ne ... que
828,nur::ADV,tantum,seulement
829,nur::ADV,tantum,ne ... que
830,schon::ADV,iam,déjà
831,wieder::ADV,rursus,de nouveau
832,vergebens::ADV,frustra,en vain
833,vor::PRP,ante,devant
834,hinter::PRP,post,derrière
835,unter::PRP,sub,sous
836,unter::PRP,sub,au-dessous de
837,durch::PRP,per,par
838,durch::PRP,per,à travers
839,neben::PRP,iuxta,à côté de
840,zwischen::PRP,inter,entre
841,wegen::PRP,propter,à cause de
842,dies::PRN,hoc,ceci
843,das::PRN,id,ce
844,das::PRN,id,cela
845,alles::PRN,omnia,tout
846,ich::PRN,ego,je
847,ich::PRN,ego,moi
848,du::PRN,tu,tu
849,du::PRN,tu,toi
850,er::PRN,is,il
851,er::PRN,is,lui
852,er::PRN,ille,il
853,er::PRN,ille,lui
854,wir::PRN,nos,nous
