,Concept_ID,sl,bg
88,Funke::N,ískra,искра
89,Feuer::N,ôgenj,огън
90,Licht::N,lúč,светлина
91,Schatten::N,sénca,сянка
92,Wetter::N,vrême,време
93,Nebel::N,meglà,мъгла
94,Wolke::N,oblák,облак
95,Regen::N,dèž,дъжд
96,Schnee::N,snég,сняг
97,Eis::N,léd,лед
98,Frost::N,zmrzál,мраз
99,Kälte::N,mràz,студ
100,Hitze::N,pripéka,жега
101,Hitze::N,pripéka,горещина
102,Raureif::N,ívje,скреж
103,Raureif::N,ívje,слана
104,Raureif::N,slána,скреж
105,Raureif::N,slána,слана
106,Regenbogen::N,mávrica,дъга
107,Donner::N,gròm,гръм
108,Strömung::N,strúja,течение
109,Tropfen::N,káplja,капка
110,Schaum::N,péna,пяна
111,Schmutz::N,nesnága,кал
112,Schmutz::N,nesnága,мръсотия
113,See::N,jézero,езеро
114,Sumpf::N,močvírje,блато
115,Moor::N,bárje,мочурище
116,Wiese::N,trávnik,ливада
117,Wald::N,lés,гора
118,Wald::N,gòzd,гора
119,Hügel::N,brég,рид
120,Hügel::N,brég,хълм
121,Hügel::N,goríca,рид
122,Hügel::N,goríca,хълм
123,Anhöhe::N,gríč,могила
124,Anhöhe::N,gríč,възвишение
125,Anhöhe::N,višína,могила
126,Anhöhe::N,višína,възвишение
127,Berg::N,gôra,планина
128,Berg::N,planína,планина
129,Gipfel::N,vŕh,връх
130,Höhle::N,jáma,пещера
131,Höhle::N,votlína,пещера
132,Abhang::N,pobóčje,склон
133,Abhang::N,pobóčje,стръмнина
134,Quelle::N,izvír,извор
135,Bach::N,pôtok,поток
136,Fluss::N,réka,река
137,Ufer::N,brég,бряг
138,Küste::N,obála,бряг
139,Küste::N,obála,крайбрежие
140,Küste::N,obréžje,бряг
141,Küste::N,obréžje,крайбрежие
142,Festland::N,celína,суша
143,Festland::N,kopnína,суша
144,Meer::N,mórje,море
145,Bucht::N,zalív,залив
146,Insel::N,ôtok,остров
147,Blume::N,cvetlíca,цвете
148,Gras::N,tráva,трева
149,Wurzel::N,korenína,корен
150,Baum::N,drevó,дърво
151,Stamm::N,dêblo,стъбло
152,Rinde::N,lúbje,кора
153,Rinde::N,skórja,кора
154,Ast::N,véja,клон
155,Zweig::N,véja,клон
156,Blatt::N,líst,лист
157,Birke::N,bréza,бреза
158,Kiefer[Baum]::N,bòr,бор
159,Weide[Baum]::N,vŕba,върба
160,Tanne::N,hója,ела
161,Horn::N,róg,рог
162,Feder::N,peró,перо
163,Fell::N,kŕzno,кожа
164,Flügel::N,krílo,крило
165,Klaue::N,párkelj,нокът
166,Kralle::N,krémpelj,нокът
167,Schwanz::N,rèp,опашка
168,Ei::N,jájce,яйце
169,Nest::N,gnézdo,гнездо
170,Bau::N,brlòg,дупка
171,Tier::N,živál,животно
172,Herde::N,čréda,стадо
173,Kuh::N,kráva,крава
174,Bulle::N,bìk,бик
175,Pferd::N,kònj,кон
176,Schaf::N,ôvca,овца
177,Schwein::N,svínja,свиня
178,Hund::N,pès,куче
179,Katze::N,máčka,котка
180,Bär::N,mêdved,мечка
181,Eichhörnchen::N,véverica,катерица
182,Elch::N,lós,лос
183,Fuchs::N,lisíca,лисица
184,Hase::N,zájec,заек
185,Maus::N,mìš,мишка
186,Wolf::N,vólk,вълк
187,Vogel::N,ptìč,птица
188,Vogel::N,ptíca,птица
189,Schwarm::N,játa,рой
190,Schwarm::N,játa,рояк
191,Huhn::N,kokóš,кокошка
192,Hahn::N,petêlin,петел
193,Gans::N,gós,гъска
194,Adler::N,ôrel,орел
195,Ente::N,ráca,патица
196,Eule::N,sôva,сова
197,Kranich::N,žerjàv,жерав
198,Krähe::N,vrána,врана
199,Kuckuck::N,kúkavica,кукувица
200,Schwan::N,labód,лебед
201,Fisch::N,ríba,риба
202,Barsch::N,ostríž,костур
203,Hecht::N,ščúka,щука
204,Schlange[Tier]::N,káča,змия
205,Wurm::N,čr̀v,червей
206,Wurm::N,glísta,червей
207,Spinne::N,pájek,паяк
208,Ameise::N,mrávlja,мравка
209,Laus::N,úš,въшка
210,Mücke::N,komár,комар
211,Fliege::N,múha,муха
212,Schmetterling::N,metúlj,пеперуда
213,Beere::N,jágoda,плод
214,Apfel::N,jábolko,ябълка
215,Pilz::N,góba,гъба
216,Zwiebel::N,čebúla,лук
217,Zwiebel::N,čebúla,кромид
218,Saat::N,séme,семе
219,Korn::N,zŕno,зърно
220,Heu::N,senó,сено
221,Schale::N,lupína,кора
222,Grube::N,jáma,яма
223,Grube::N,jáma,дупка
224,Falle::N,pást,примка
225,Schlinge::N,zánka,клуп
226,Schlinge::N,pêtlja,клуп
227,Spur::N,sléd,диря
228,Spur::N,sléd,следа
229,Asche::N,pepél,пепел
230,Dreck::N,bláto,кал
231,Eisen::N,želézo,желязо
232,Gold::N,zlató,злато
233,Silber::N,srebró,сребро
234,Kohle::N,ógel,въглища
235,Glas::N,stêklo,стъкло
236,Lehm::N,ílo,глина
237,Sand::N,pések,пясък
238,Mensch::N,člôvek,човек
239,Mann::N,móž,мъж
240,Mann::N,môški,мъж
241,Frau::N,gospá,жена
242,Frau::N,žénska,жена
243,Kind::N,déte,дете
244,Kind::N,otròk,дете
245,Junge::N,fànt,момче
246,Junge::N,déček,момче
247,Mädchen::N,deklè,момиче
248,Mädchen::N,déklica,момиче
249,Familie::N,družína,фамилия
250,Familie::N,družína,семейство
251,Großvater::N,dèd,дядо
252,Großvater::N,dédek,дядо
253,Großmutter::N,bábica,баба
254,Eltern::N,stárši,родители
255,Vater::N,ôče,баща
256,Mutter::N,máma,майка
257,Sohn::N,sín,син
258,Tochter::N,hčí,дъщеря
259,Tochter::N,hčérka,дъщеря
260,Bruder::N,bràt,брат
261,Schwester::N,sêstra,сестра
262,Onkel::N,újec,чичо
263,Onkel::N,újec,вуйчо
264,Onkel::N,stríc,чичо
265,Onkel::N,stríc,вуйчо
266,Tante::N,têta,леля
267,Tante::N,strína,леля
268,Ehemann::N,móž,съпруг
269,Ehemann::N,sopróg,съпруг
270,Ehefrau::N,žêna,съпруга
271,Ehefrau::N,sopróga,съпруга
272,Freude::N,rádost,радост
273,Freude::N,vesêlje,радост
274,Gelächter::N,sméh,смях
275,Gelächter::N,grohòt,смях
276,Glück::N,sréča,щастие
277,Kummer::N,gorjé,тъга
278,Wunsch::N,žêlja,желание
279,Lust::N,poželênje,желание
280,Geist::N,dúša,дух
281,Gedanke::N,mísel,мисъл
282,Gedächtnis::N,pámet,памет
283,Sinn::N,pomèn,смисъл
284,Sinn::N,smísel,смисъл
285,Grund::N,vzròk,причина
286,Wahrheit::N,resníca,правда
287,Gespräch::N,pogóvor,разговор
288,Märchen::N,právljica,приказка
289,Erzählung::N,povést,разказ
290,Nachricht::N,sporočílo,вест
291,Nachricht::N,sporočílo,известие
292,Neuigkeit::N,novóst,новина
293,Name::N,imé,име
294,Rätsel::N,ugánka,гатанка
295,Rede::N,góvor,реч
296,Rede::N,góvor,слово
297,Sprache::N,jêzik,език
298,Stimme::N,glás,глас
299,Wort::N,beséda,дума
300,Zeichen::N,znák,знак
301,Ruf::N,klíc,зов
302,Lärm::N,hrúp,шум
303,Lärm::N,hrúp,глъчка
304,Lärm::N,trúšč,шум
305,Lärm::N,trúšč,глъчка
306,Laut::N,glás,звук
307,Ton::N,tón,тон
308,Lied::N,pésem,песен
309,Ruhe::N,pokòj,тишина
310,Ruhe::N,pokòj,спокойствие
311,Leute::N,ljudjé,хора
312,Volk::N,národ,народ
313,Arbeit::N,délo,труд
314,Arbeit::N,délo,работа
315,Gast::N,gòst,гост
316,Geschenk::N,darílo,дар
317,Geschenk::N,darílo,подарък
318,Spiel::N,ígra,игра
319,Gesellschaft::N,drúžba,общество
320,Hilfe::N,pomóč,помощ
321,Freund::N,prijátelj,приятел
322,Kamerad::N,továriš,другар
323,Angelegenheit::N,zadéva,работа
324,Anzahl::N,števílo,брой
325,Anzahl::N,števílo,количество
326,Art::N,vŕsta,вид
327,Stück::N,kós,къс
328,Stück::N,kós,парче
329,Teil::N,dél,дял
330,Teil::N,dél,част
331,Hälfte::N,polovíca,половина
332,Kreis::N,króg,кръг
333,Kreis::N,kolobár,кръг
334,Kreuz::N,kríž,кръст
335,Linie::N,próga,черта
336,Strich::N,čŕta,щрих
337,Strich::N,čŕta,черта
338,Abstand::N,preslédek,дистанция
339,Abstand::N,preslédek,разстояние
340,Entfernung::N,oddáljenost,разстояние
341,Gegend::N,kràj,местност
342,Gegend::N,dežêla,местност
343,Platz::N,prôstor,място
344,Ort::N,mésto,място
345,Seite::N,bòk,страна
346,Seite::N,strán,страна
347,Mitte::N,sredína,среда
348,Gegenstand::N,prédmet,предмет
349,Sache::N,réč,вещ
350,Sache::N,stvár,вещ
351,Rand::N,kràj,ръб
352,Kante::N,rób,ръб
353,Kante::N,rób,кант
354,Ecke::N,vogál,ъгъл
355,Spitze::N,óst,връх
356,Spitze::N,óst,острие
357,Ende::N,kônec,край
358,Loch::N,lúknja,дупка
359,Winkel::N,kót,кът
360,Winkel::N,kót,ъгъл
361,Muster::N,vzórec,десен
362,Muster::N,vzórec,образец
363,Größe::N,veličína,големина
364,Länge::N,dolžína,дължина
365,Höhe::N,vršína,висота
366,Höhe::N,vršína,височина
367,Gewicht::N,téža,тегло
368,Gewicht::N,téža,тежест
369,Menge::N,količína,количество
370,Haufen::N,kùp,куп
371,Haufen::N,kùp,грамада
372,Haufen::N,kopíca,куп
373,Haufen::N,kopíca,грамада
374,Reihe::N,níz,ред
375,Reihe::N,níz,редица
376,Reihe::N,vŕsta,ред
377,Reihe::N,vŕsta,редица
378,Boot::N,čóln,лодка
379,Ruder::N,vêslo,весло
380,Ruder::N,vêslo,гребло
381,Schlitten::N,saní,шейна
382,Ski::N,smučí,ски
383,Lagerfeuer::N,táborni ôgenj,огнище
384,Last::N,tôvor,товар
385,Gang::N,hòd,ход
386,Gang::N,hòd,вървеж
387,Schritt::N,korák,стъпка
388,Norden::N,séver,север
389,Süden::N,júg,юг
390,Westen::N,zapàd,запад
391,Osten::N,vzhòd,изток
392,Holz::N,lés,дърво
393,Brett::N,deskà,дъска
394,Platte::N,plôča,
395,Stütze::N,opóra,
396,Stütze::N,zaslómba,
397,Stange::N,gréd,прът
398,Stange::N,gréd,върлина
399,Stock::N,pálica,прът
400,Stock::N,pálica,тояга
401,Stab::N,pálica,прът
402,Rohr::N,cév,цев
403,Rohr::N,cév,тръба
404,Haus::N,híša,къща
405,Heim::N,dóm,дом
406,Ofen::N,péč,печка
407,Fußboden::N,pòd,под
408,Tisch::N,míza,маса
409,Stuhl::N,stòl,стол
410,Wiege::N,zíbel,люлка
411,Bett::N,póstelja,легло
412,Bett::N,póstelja,креват
413,Regal::N,políca,рафт
414,Regal::N,políca,етажерка
415,Kiste::N,zabòj,кутия
416,Kiste::N,zabòj,сандък
417,Fenster::N,ôkno,прозорец
418,Tür::N,vráta,врата
419,Tor::N,velíka vráta,врата
420,Zaun::N,ográja,ограда
421,Dach::N,stréha,покрив
422,Leiter::N,léstev,стълба
423,Besen::N,mêtla,метла
424,Spaten::N,lopáta,лопата
425,Schaufel::N,lopáta,лопата
426,Gabel::N,vílice,вилица
427,Löffel::N,žlíca,лъжица
428,Messer::N,nòž,нож
429,Nagel::N,žebèlj,гвоздей
430,Netz::N,mréža,мрежа
431,Haken::N,kljúka,кука
432,Haken::N,kljúka,закачалка
433,Griff::N,ročáj,ръчка
434,Griff::N,ročáj,дръжка
435,Griff::N,oprijèm,ръчка
436,Griff::N,oprijèm,дръжка
437,Schloss::N,ključávnica,брава
438,Schloss::N,ključávnica,ключалка
439,Bild::N,slíka,картина
440,Figur::N,figúra,фигура
441,Figur::N,postáva,фигура
442,Puppe::N,lútka,кукла
443,Beutel::N,môšnja,кесия
444,Bündel::N,cúla,връзка
445,Bündel::N,svéženj,връзка
446,Tasche::N,tórba,чанта
447,Tasche::N,tobôlec,чанта
448,Eimer::N,vêdro,кофа
449,Deckel::N,pokròv,капак
450,Deckel::N,pokròv,похлупак
451,Deckel::N,poklópec,капак
452,Deckel::N,poklópec,похлупак
453,Geschirr::N,posóda,съдове
454,Sack::N,vréča,чувал
455,Tasse::N,skodélica,чаша
456,Topf::N,lônec,гърне
457,Topf::N,lônec,тенджера
458,Kessel::N,kôtel,котел
459,Essen::N,hrána,ядене
460,Nahrung::N,živílo,храна
461,Speise::N,jéd,ястие
462,Fleisch::N,mesó,месо
463,Getreide::N,žíto,зърнено храни
464,Brei::N,káša,каша
465,Brot::N,krùh,хляб
466,Scheibe::N,réženj,резен
467,Fett::N,mást,мазнина
468,Fett::N,maščôba,мазнина
469,Butter::N,máslo,масло
470,Öl::N,ólje,олио
471,Öl::N,ólje,оливия
472,Salz::N,sól,сол
473,Suppe::N,júha,супа
474,Honig::N,méd,мед
475,Milch::N,mléko,мляко
476,Tee::N,čáj,чай
477,Leder::N,úsnje,кожа
478,Wolle::N,vólna,вълна
479,Stoff::N,blagó,плат
480,Stoff::N,blagó,материал
481,Nadel::N,ígla,игла
482,Faden::N,nít,конец
483,Knopf::N,gúmb,копче
484,Knoten::N,vôzel,възел
485,Farbe::N,bárva,боя
486,Kleidung::N,obléka,дрехи
487,Kleidung::N,obléka,облекло
488,Hemd::N,srájca,риза
489,Kragen::N,ovrátnik,яка
490,Ärmel::N,rokáv,ръкав
491,Hose::N,hláče,панталони
492,Gürtel::N,pás,пояс
493,Gürtel::N,pás,колан
494,Mütze::N,kápa,каскет
495,Mütze::N,kápa,фуражка
496,Mütze::N,čépica,каскет
497,Mütze::N,čépica,фуражка
498,Schuh::N,čévelj,обувка
499,Stiefel::N,škórenj,ботуш
500,Ring::N,pŕstan,пръстен
501,Band::N,trák,лента
502,Band::N,trák,връзка
503,Kamm::N,glavník,гребен
504,Spiegel::N,zrcálo,огледало
505,Spiegel::N,ogledálo,огледало
506,Riemen::N,jêrmen,каиш
507,Riemen::N,jêrmen,ремък
508,Schnur::N,vŕvca,връв
509,Leine::N,konôpec,връв
510,Leine::N,konôpec,въже
511,Decke::N,odéja,покривка
512,Kissen::N,blazína,възглавница
513,Tuch::N,pŕt,сукно
514,Tuch::N,rúta,сукно
515,Handtuch::N,brisáča,пешкир
516,Handtuch::N,brisáča,кърпа за лице
517,Kraft::N,síla,мощ
518,Kraft::N,síla,сила
519,Stärke::N,jákost,сила
520,Gesundheit::N,zdrávje,здраве
521,Krankheit::N,bolézen,болест
522,Schmerz::N,ból,болка
523,Schmerz::N,bolečína,болка
524,Wunde::N,rána,рана
525,Fieber::N,vročína,треска
526,Fieber::N,vročína,температура
527,Arznei::N,lék,лек
528,Arznei::N,lék,лекарство
529,Arznei::N,zdravílo,лек
530,Arznei::N,zdravílo,лекарство
531,Brücke::N,móst,мост
532,Brunnen::N,vodnják,чешма
533,Brunnen::N,vodnják,кладенец
534,Weide::N,páša,паша
535,Weide::N,páša,пасище
536,Pfad::N,stezà,пътека
537,Weg::N,pót,път
538,Straße::N,césta,шосе
539,Dorf::N,vás,село
540,Stadt::N,mésto,град
541,Brief::N,písmo,писмо
542,Buch::N,knjíga,книга
543,Buchstabe::N,čŕka,буква
544,Zeitung::N,čásnik,вестник
545,Leben::N,življênje,живот
546,Tod::N,smŕt,смърт
547,Grab::N,gròb,гроб
548,Kirche::N,cérkev,църква
549,Sünde::N,gréh,грях
550,Gott::N,bóg,бог
551,Arbeiter::N,délavec,работник
552,Chef::N,šéf,шеф
553,Chef::N,šéf,началник
554,Meister::N,mójster,майстор
555,Arzt::N,zdravník,лекар
556,Lehrer::N,učítelj,учител
557,Geld::N,denár,пари
558,Geschäft::N,kupčíja,сделка
559,Laden::N,trgovína,дюкян
560,Laden::N,trgovína,магазин
561,Preis::N,céna,цена
562,Ware::N,róba,стока
563,Nutzen::N,príd,полза
564,Nutzen::N,príd,облага
565,Reichtum::N,bogástvo,богатство
566,Welt::N,svét,свят
567,Land::N,dežêla,страна
568,Staat::N,držáva,щат
569,Staat::N,držáva,държава
570,König::N,králj,крал
571,Macht::N,oblást,мощ
572,Macht::N,oblást,власт
573,Grenze::N,mêja,граница
574,Krieg::N,vôjna,война
575,Feind::N,sovrážnik,враг
576,Feind::N,sovrážnik,неприятел
577,Gewalt::N,nasílje,сила
578,Gewalt::N,nasílje,насилие
579,Kampf::N,bòj,борба
580,Kampf::N,bòj,сражение
581,Kampf::N,bórba,борба
582,Kampf::N,bórba,сражение
583,Bogen[Waffe]::N,lók,лък
584,Pfeil::N,puščíca,стрела
585,Gewehr::N,púška,пушка
586,Fehler::N,zmóta,грешка
587,Lüge::N,láž,лъжа
588,Schaden::N,okvára,повреда
589,Unglück::N,nesréča,нещастие
590,Schuld::N,krívda,вина
591,Alter::N,dôba,възраст
592,Schluss::N,kônec,край
593,Zeit::N,čàs,време
594,Tag::N,dán,ден
595,Morgen::N,jútro,утро
596,Morgen::N,jútro,сутрин
597,Mittag::N,póldan,обед
598,Mittag::N,póldan,пладне
599,Abend::N,večér,вечер
600,Nacht::N,nóč,нощ
601,Woche::N,téden,седмица
602,Monat::N,mésec,месец
603,Jahr::N,léto,година
604,Frühling::N,pomlád,пролет
605,Sommer::N,polétje,лято
606,Herbst::N,jesén,есен
607,Winter::N,zíma,зима
608,Januar::N,jánuar,януари
609,Februar::N,fébruar,февруари
610,März::N,márec,март
611,April::N,apríl,април
612,Mai::N,máj,май
613,Juni::N,júnij,юни
614,Juli::N,júlij,юли
615,August::N,avgúst,август
616,September::N,septêmber,септември
617,Oktober::N,október,октомври
618,November::N,novêmber,ноември
619,Dezember::N,decémber,декември
620,Montag::N,ponedéljek,понеделник
621,Dienstag::N,tôrek,вторник
622,Mittwoch::N,sréda,сряда
623,Donnerstag::N,četŕtek,четвъртък
624,Freitag::N,pétek,петък
625,Samstag::N,sobóta,събота
626,Sonntag::N,nedélja,неделя
627,groß::A,vêlik,едър
628,groß::A,vêlik,голям
629,klein::A,májhen,малък
630,klein::A,májhen,дребен
631,lang::A,dólg,дълъг
632,kurz::A,krátek,къс
633,breit::A,širòk,широк
634,schmal::A,ózek,тесен
635,dicht::A,góst,гъст
636,dick[Gegenstand]::A,dêbel,дебел
637,dünn::A,tánek,тънък
638,fein::A,drôben,фин
639,fein::A,drôben,тънък
640,fest::A,tŕden,твърд
641,fest::A,tŕden,плътен
642,flach::A,plán,равен
643,flach::A,plán,плосък
644,flach::A,plòsk,равен
645,flach::A,plòsk,плосък
646,glatt::A,gládek,гладък
647,hart::A,tŕd,твърд
648,hart::A,tŕd,корав
649,weich::A,mehák,мек
650,rund::A,okrógel,кръгъл
651,spitz::A,šílast,островръх
652,scharf::A,óster,остър
653,stumpf::A,tóp,тъп
654,stumpf::A,skŕhan,тъп
655,schwer::A,têžek,тежък
656,schön::A,lép,хубав
657,schön::A,lép,красив
658,schön::A,krásen,хубав
659,schön::A,krásen,красив
660,heiß::A,vròč,жарък
661,warm::A,tôpel,топъл
662,kalt::A,mŕzel,студен
663,kalt::A,hláden,студен
664,kühl::A,hláden,хладен
665,frisch::A,svéž,свеж
666,feucht::A,vlážen,влажен
667,nass::A,móker,мокър
668,trocken::A,súh,сух
669,voll::A,póln,пълен
670,leer::A,prázen,празен
671,offen::A,odpŕt,откровен
672,geschlossen::A,zapŕt,закрит
673,geschlossen::A,zapŕt,затворен
674,sauber::A,číst,чист
675,sauber::A,líčen,чист
676,schmutzig::A,umázan,мръсен
677,roh::A,suròv,суров
678,reif::A,zrèl,зрял
679,lecker::A,okúsen,вкусен
680,süß::A,sládek,сладък
681,bitter::A,grenák,горчив
682,sauer::A,kísel,кисел
683,hell::A,svetèl,ясен
684,hell::A,svetèl,светъл
685,dunkel::A,temèn,тъмен
686,schwarz::A,čŕn,черен
687,weiß::A,bél,бял
688,rot::A,rdèč,червен
689,gelb::A,žólt,жълт
690,gelb::A,rumèn,жълт
691,blau::A,móder,син
692,grün::A,zelèn,зелен
693,grau::A,sív,сив
694,bunt::A,písan,шарен
695,bunt::A,písan,пъстър
696,billig::A,pocéni,евтин
697,teuer::A,drág,скъп
698,wertvoll::A,dragocén,ценен
699,blind::A,slép,сляп
700,taub::A,glúh,глух
701,kräftig::A,močán,силен
702,stark::A,ják,здрав
703,stark::A,ják,силен
704,schwach::A,šíbek,слаб
705,fett::A,dêbel,тлъст
706,schlank::A,vítek,тънък
707,schlank::A,vítek,строен
708,hübsch::A,lép,хубав
709,böse::A,zèl,зъл
710,böse::A,hudôben,зъл
711,dumm::A,glúp,глупав
712,dumm::A,bédast,глупав
713,faul::A,lén,ленив
714,faul::A,lén,мързелив
715,fleißig::A,marljív,прилежен
716,geizig::A,škŕt,скъпернически
717,klug::A,pámeten,умен
718,klug::A,pámeten,разумен
719,geschickt::A,spréten,умел
720,geschickt::A,spréten,сръчен
721,lieb::A,míl,мил
722,lieb::A,míl,драг
723,lieb::A,ljúb,мил
724,lieb::A,ljúb,драг
725,lustig::A,vesél,весел
726,sanft::A,láhek,нежен
727,sanft::A,láhek,кротък
728,hungrig::A,láčen,гладен
729,krank::A,bolán,болен
730,nackt::A,nág,гол
731,traurig::A,túžen,тъжен
732,traurig::A,túžen,печален
733,lebendig::A,žív,жив
734,gut::A,dóber,добър
735,schlecht::A,malopríden,лош
736,richtig::A,pravílen,правилен
737,schlimm::A,húd,лош
738,wahr::A,resníčen,верен
739,wahr::A,resníčen,истински
740,alt::A,stàr,стар
741,alt::A,stàr,древен
742,neu::A,nòv,нов
743,ehemalig::A,nekdánji,бивш
744,alt[Lebewesen]::A,stàr,стар
745,jung::A,mlád,млад
746,arm::A,ubóg,беден
747,arm::A,réven,беден
748,reich::A,bogàt,богат
749,bekannt::A,znán,познат
750,bekannt::A,znán,известен
751,berühmt::A,sláven,почут
752,berühmt::A,sláven,известен
753,berühmt::A,znamenít,почут
754,berühmt::A,znamenít,известен
755,fremd::A,túj,чужд
756,verschieden::A,razlíčen,разен
757,verschieden::A,razlíčen,различен
758,nah::A,blížnji,близък
759,fern::A,dáleč,далечен
760,linker::A,lévi,ляв
761,rechter::A,désni,прав
762,anderer::A,drúgi,друг
763,erster::A,pŕvi,пръв
764,erster::A,pŕvi,първи
765,zweiter::A,drúgi,втори
766,dritter::A,trétji,трети
767,letzter::A,poslédnji,последен
768,allein::ADV,sám,само
769,auf einmal::ADV,obênem,същевременно
770,zusammen::ADV,skúpaj,заедно
771,lange::ADV,dólgo,дълго
772,plötzlich::ADV,náglo,изведнъж
773,plötzlich::ADV,nenádoma,изведнъж
774,sofort::ADV,prècej,веднага
775,später::ADV,poznêje,по-късно
776,jetzt::ADV,zdàj,сега
777,heute::ADV,dánes,днес
778,morgen::ADV,jútri,утре
779,bald::ADV,kmálu,скоро
780,dann::ADV,nató,после
781,dann::ADV,nató,тогава
782,gestern::ADV,včéraj,вчера
783,einst::ADV,nékdaj,някога
784,damals::ADV,tedàj,тогава
785,damals::ADV,takràt,тогава
786,danach::ADV,potèm,после
787,danach::ADV,potèm,след това
788,vorher::ADV,poprèj,преди
789,vorher::ADV,poprèj,преди това
790,zuerst::ADV,spŕva,най-напред
791,einmal::ADV,ênkrat,веднъж
792,einmal::ADV,ênkrat,един път
793,manchmal::ADV,včásih,понякога
794,oft::ADV,pogósto,често
795,immer::ADV,védno,винаги
796,immer::ADV,zméraj,винаги
797,niemals::ADV,nikdàr,никога
798,hier::ADV,tù,тук
799,hier::ADV,tù,тука
800,hier::ADV,túkaj,тук
801,hier::ADV,túkaj,тука
802,hierhin::ADV,sèmkaj,насам
803,von hier::ADV,od tú,оттук
804,von hier::ADV,od tú,оттука
805,dort::ADV,tàm,там
806,dorthin::ADV,tjà,натам
807,dorthin::ADV,tjà,нататък
808,geradeaus::ADV,rávno napréj,направо
809,vorwärts::ADV,napréj,напред
810,rückwärts::ADV,zádaj,назад
811,zurück::ADV,nazáj,обратно
812,unten::ADV,dôli,долу
813,unten::ADV,spôdaj,долу
814,hinab::ADV,dôl,надолу
815,oben::ADV,gôri,горе
816,oben::ADV,zgôraj,горе
817,hinauf::ADV,gôr,нагоре
818,überall::ADV,povsód,навсякъде
819,nicht::ADV,ne,не
820,ein wenig::ADV,málo,малко
821,kaum::ADV,kómaj,едва
822,kaum::ADV,kómaj,едвам
823,sehr::ADV,zeló,много
824,sehr::ADV,zeló,твърде
825,so::ADV,takó,тъй
826,so::ADV,takó,така
827,noch::ADV,še,още
828,nur::ADV,samó,само
829,schon::ADV,žè,вече
830,wieder::ADV,spét,пак
831,wieder::ADV,spét,отново
832,vergebens::ADV,zamàn,напразно
833,vergebens::ADV,zastónj,напразно
834,vor::PRP,pred,пред
835,hinter::PRP,za,зад
836,unter::PRP,pod,под
837,durch::PRP,skózi,през
838,neben::PRP,kràj,до
839,neben::PRP,kràj,при
840,neben::PRP,póleg,до
841,neben::PRP,póleg,при
842,zwischen::PRP,med,между
