,Concept_ID,os,te
66,Welle::N,уылӕн,అల
67,Wasser::N,дон,నీరు
68,Stein::N,дур,ఱాయి
69,Boden::N,зӕхх,నేల
70,Erde::N,сыджыт,మన్ను
71,Staub::N,рыг,దుమ్ము
72,Rauch::N,фӕздӕг,పొగ
73,Funke::N,цӕхӕр,అగ్నికణము
74,Feuer::N,зынг,అగ్ని
75,Licht::N,рухс,కాంతి
76,Schatten::N,аууон,నీడ
77,Wetter::N,боныхъӕд,వాతావరణ స్థితి
78,Nebel::N,мигъ,పొగమంచు
79,Wolke::N,ӕврагъ,మేఘము
80,Regen::N,уарын,వాన
81,Schnee::N,мит,హిమము
82,Eis::N,их,మంచుగడ్డ
83,Frost::N,ихæн,పేరిన మంచు
84,Kälte::N,уазал,చలి
85,Hitze::N,ӕнтӕф,వేడిమి
86,Raureif::N,халас,మంచు
87,Regenbogen::N,арвырон,ఇంద్రధనుస్సు
88,Regenbogen::N,арвырдын,ఇంద్రధనుస్సు
89,Donner::N,æрвнæрын,ఉరుము
90,Strömung::N,цыд,ప్రవాహము
91,Tropfen::N,æртах,చుక్క
92,Schaum::N,фынк,నురుగు
93,Schmutz::N,цъыф,మైల
94,See::N,цад,సరస్సు
95,Sumpf::N,цъыфдзаст,చిత్తడినేల
96,Moor::N,цъыфдзаст,చిత్తడినేల
97,Wiese::N,уыгӕрдӕн,పచ్చిక బయలు
98,Wald::N,хъӕд,అడవి
99,Hügel::N,обау,చివ్నకొండ
100,Hügel::N,къуыбыр,చివ్నకొండ
101,Anhöhe::N,уæлвæз,కొండ
102,Anhöhe::N,уæлхох,కొండ
103,Berg::N,хох,పర్వతము
104,Gipfel::N,цъупп,శిఖరము
105,Höhle::N,лӕгӕт,గుహ
106,Abhang::N,къул,ఏటవాలు
107,Quelle::N,суадон,మూలము
108,Bach::N,мӕсчъыдон,కాలువ
109,Fluss::N,дон,నది
110,Fluss::N,цӕугӕдон,నది
111,Ufer::N,был,తీరము
112,Küste::N,донбыл,తీరము
113,Festland::N,сурзæхх,భూమి
114,Meer::N,денджыз,సముద్రము
115,Bucht::N,донбакæлæн,మరుగు
116,Insel::N,сакъадах,దీవి
117,Blume::N,дидинӕг,పుష్పము
118,Gras::N,кӕрдӕг,పచ్చగడ్డి
119,Wurzel::N,уидаг,వేరు
120,Baum::N,бӕлас,చెట్టు
121,Stamm::N,хӕтӕл,చెట్టుబోదె
122,Rinde::N,цъар,చెట్టుపట్ట
123,Ast::N,арх,కొమ్మ
124,Zweig::N,къалиу,చివుకు
125,Blatt::N,сыф,ఆకు
126,Birke::N,бæрз,తరహా చెట్టు
127,Kiefer[Baum]::N,нӕзы,దేవదారు చెట్టు
128,Weide[Baum]::N,хӕрис,జాతిచెట్టు
129,Tanne::N,наз,దేవదారుచెట్టు
130,Horn::N,сыкъа,కొమ్ము
131,Feder::N,сис,ఈక
132,Fell::N,царм,తోలు
133,Flügel::N,базыр,ఱెక్క
134,Klaue::N,ных,వంకరగోరు
135,Kralle::N,дзӕмбы,వంకరగోరు
136,Schwanz::N,къӕдзил,తోక
137,Ei::N,айк,గ్రుడ్డు
138,Nest::N,ахстон,పక్షిగూడు
139,Bau::N,хуынкъ,గుహ
140,Tier::N,сырд,జంతువు
141,Tier::N,цӕрӕгой,జంతువు
142,Herde::N,дзуг,మంద
143,Herde::N,рӕгъау,మంద
144,Kuh::N,хъуг,ఆవు
145,Bulle::N,гал,గిత్త
146,Pferd::N,бӕх,గుఱ్ఱము
147,Schaf::N,фыс,గొఱ్ఱె
148,Schwein::N,хуы,పంది
149,Hund::N,куыдз,కుక్క
150,Katze::N,гӕды,పిల్లి
151,Bär::N,арс,ఎలుగుబంటి
152,Eichhörnchen::N,æхсæрæг,ఉడుత
153,Elch::N,цæгатаг саг,కణంజు
154,Fuchs::N,рувас,గుంటనక్క
155,Hase::N,тæрхъус,కుందేలు
156,Maus::N,мыст,చిట్టెలుక
157,Wolf::N,бирӕгъ,తోడేలు
158,Vogel::N,цъиу,పక్షి
159,Vogel::N,маргъ,పక్షి
160,Schwarm::N,бал,గుంపు
161,Huhn::N,карк,కోడిపిల్ల
162,Hahn::N,уасӕг,కోడివుంజు
163,Gans::N,хъаз,ఆడుబాతు
164,Adler::N,цӕргӕс,గ్రద్ద
165,Ente::N,ацц,పాట్టిబాతు
166,Eule::N, уыг,గ్రుడ్లగూబ
167,Eule::N,сидахъ,గ్రుడ్లగూబ
168,Kranich::N,зырнæг,కొంగ
169,Kranich::N,хърихъупп,కొంగ
170,Krähe::N,халон,కాకి
171,Kuckuck::N,гаккук,కోయల
172,Schwan::N,доныхъаз,హంస
173,Fisch::N,кӕсаг,చేప
174,Barsch::N,окунь,ఒకచేఁప
175,Hecht::N,хихор кӕсаг,గండుమీను
176,Schlange[Tier]::N,калм,పాము
177,Wurm::N,зулкъ,పురుగు
178,Wurm::N,къуыдыргалм,పురుగు
179,Spinne::N,хӕлуарӕг,సాలె పురుగు
180,Ameise::N,мæлдзыг,చీమ
181,Laus::N,сыст,పేను
182,Mücke::N,къогъо,చీకటీగ
183,Fliege::N,бындз,ఈగ
184,Schmetterling::N,гæлæбу,సీతాకోకచిలుక
185,Beere::N,гагадыргъ,కాయ
186,Apfel::N,фӕткъуы,ఆపిల్ పండు
187,Pilz::N,зокъо,కుక్కగొడుగు
188,Pilz::N,къозо,కుక్కగొడుగు
189,Zwiebel::N,хъӕдындз,నీరుల్లి
190,Saat::N,тауинаг,విత్తనము
191,Saat::N,мыггаг,విత్తనము
192,Korn::N,мыггаг,గింజ
193,Korn::N,тауинаг,గింజ
194,Heu::N,хос,ఎండుగడ్డి
195,Schale::N,цъар,పొట్టు
196,Grube::N,урм,గొయ్యి
197,Grube::N,къахт,గొయ్యి
198,Grube::N,дзыхъхъ,గొయ్యి
199,Falle::N,цъысым,బోను
200,Falle::N,къӕппӕг,బోను
201,Schlinge::N,цасм,ఉరి
202,Spur::N,фæд,జాడ
203,Asche::N,фӕнык,బూడిద
204,Asche::N,ӕртхутӕг,బూడిద
205,Dreck::N,цъыф,ముఱికి
206,Eisen::N,ӕфсӕйнаг,ఇనుము
207,Gold::N,сыгъзӕрин,బంగారము
208,Silber::N,ӕвзист,వెండి
209,Kohle::N,ӕвзалы,నేలబొగ్గు
210,Glas::N,авг,గాజు
211,Lehm::N,ӕлыг,బంకమన్ను
212,Sand::N,змис,ఇసుక
213,Mensch::N,лӕг,నరుడు
214,Mensch::N,адӕймаг,నరుడు
215,Mensch::N,удгоймаг,నరుడు
216,Mann::N,лӕг,పురుమడు
217,Mann::N,нӕлгоймаг,పురుమడు
218,Frau::N,сылгоймаг,ఆడుది
219,Kind::N,сывӕллон,బిడ్డ
220,Junge::N,лӕппу,బాలుడు
221,Mädchen::N,чызг,బాలిక
222,Familie::N,бинонтæ,కుటుంబము
223,Großvater::N,фыдыфыд,తాత
224,Großvater::N,мадыфыд,తాత
225,Großmutter::N,фыды мад,అయ్యమ్మ
226,Großmutter::N,мады мад,అయ్యమ్మ
227,Eltern::N,ныййарджытæ,తల్లితండ్రులు
228,Vater::N,фыд,తండ్రి
229,Mutter::N,мад,తల్లి
230,Sohn::N,фырт,కొడుకు
231,Tochter::N,чызг,కూతురు
232,Bruder::N,ӕфсымӕр,పోదరుడు
233,Schwester::N,хо,సోదరి
234,Onkel::N,фыдыфсымӕр,మేనమామ
235,Tante::N,мадыхо,మేనత్త
236,Tante::N,мадыхо,పినతల్లి
237,Ehemann::N,мой,భర్త
238,Ehefrau::N,ус,భార్య
239,Freude::N,цин,సంతోషము
240,Freude::N,циндзинад,సంతోషము
241,Gelächter::N,худын,నవ్వు
242,Gelächter::N,худт,నవ్వు
243,Gelächter::N,худæг,నవ్వు
244,Glück::N,амонд,సంతోషము
245,Kummer::N,хъыг,దుఃఖము
246,Wunsch::N,бӕллиц,కోరిక
247,Lust::N,монц,కోరిక
248,Geist::N,уд,ఆత్మ
249,Gedanke::N,хъуыды,ఆలోచన
250,Gedächtnis::N,мысæн,జ్ఞాపకము
251,Gedächtnis::N,мысын,జ్ఞాపకము
252,Gedächtnis::N,зæрдылдарын,జ్ఞాపకము
253,Verstand::N,зонд,మనస్సు
254,Sinn::N,нысаниуæг,అర్థము
255,Grund::N,ӕфсон,కారణము
256,Wahrheit::N,æцæг,సత్యము
257,Gespräch::N,ныхас,పంభాషణ
258,Märchen::N,аргъау,అద్భుతకథ
259,Erzählung::N,радзырд,కథ
260,Nachricht::N,уац,వార్త
261,Neuigkeit::N,хабар,వార్త
262,Name::N,ном,పేరు
263,Rätsel::N,уыци-уыци,చిక్కు
264,Rätsel::N,базон-базон,చిక్కు
265,Rede::N,раныхас,ఉపన్యాసము
266,Sprache::N,ӕвзаг,భాష
267,Stimme::N,хъӕлӕс,కంరథ్సని
268,Wort::N,дзырд,మాట
269,Zeichen::N,нысан,గుర్తు
270,Ruf::N,сидт,పిలువు
271,Lärm::N,уынæр,సందడి
272,Laut::N,зӕл,ధ్వని
273,Laut::N,мыр,ధ్వని
274,Ton::N,мыр,స్వరము
275,Lied::N,зарӕг,పాట
276,Ruhe::N,æнцой,గాలిలేమి
277,Leute::N,адӕм,జనులు
278,Volk::N,адӕм,జాతి
279,Arbeit::N,фӕллой,పని
280,Gast::N,уазӕг,అతిధి
281,Geschenk::N,хуын,దానము
282,Spiel::N,хъазт,ఆట
283,Gesellschaft::N,дзыллæ,జట్టు
284,Gesellschaft::N,æхсæнад,జట్టు
285,Hilfe::N,æххуыс,సాహాయ్యము
286,Hilfe::N,ахъаз,సాహాయ్యము
287,Freund::N,лымӕн,స్నేహితుడు
288,Kamerad::N,ӕмбал,చెలికాడు
289,Angelegenheit::N,хъуыддаг,విషయము
290,Anzahl::N,бӕрц,లెక్క
291,Art::N,хуыз,జాతి
292,Art::N,хуызад,జాతి
293,Stück::N,кæрдих,తునుక
294,Stück::N,комдзаг,తునుక
295,Teil::N,хай,భాగము
296,Hälfte::N,æрдæг,సగము
297,Hälfte::N,æмбис,సగము
298,Kreis::N,зиллакк,వృత్తము
299,Kreuz::N,дзуар,సిలువ
300,Linie::N,хахх,గీత
301,Strich::N,хахх,గీత
302,Abstand::N,æхсæнуат,సందు
303,Entfernung::N,дæрддзæг,దూరము
304,Entfernung::N,дардцæг,దూరము
305,Gegend::N,ран,విస్తీర్ణము
306,Platz::N,бууат,ఎడము
307,Ort::N,ран,స్థలము
308,Ort::N,бынат,స్థలము
309,Seite::N,фахс,ప్రక్క
310,Mitte::N,астӕу,నడిమి
311,Gegenstand::N,дзаума,పద్దు
312,Sache::N,дзаума,వస్తువు
313,Rand::N,кӕрон,అంచు
314,Kante::N,фӕрск,అంచు
315,Ecke::N,тигъ,మూల
316,Ecke::N,фисын,మూల
317,Spitze::N,бырынкъ,మొన
318,Ende::N,кӕрон,కొన
319,Loch::N,хуынкъ,రంధ్రము
320,Winkel::N,къуым,కోణము
321,Muster::N,нывæфтыд,మాదిరి
322,Muster::N,кæдзист,మాదిరి
323,Größe::N,ас,పరిమాణము
324,Länge::N,дӕргъ,పొడుగు
325,Höhe::N,бæрзонд,పొడుగు
326,Höhe::N,бæрзæнд,పొడుగు
327,Höhe::N,бæрзонддзинад,పొడుగు
328,Gewicht::N,уӕз,భారము
329,Menge::N,бӕрц,మొత్తము
330,Haufen::N,кӕри,రాశి
331,Reihe::N,рӕнхъ,వరుస
332,Boot::N,чема,పడవ
333,Ruder::N,къохар,అడక
334,Schlitten::N,дзоныгъ,సరవండ్లు
335,Ski::N,къахдзоныгътæ,స్కీ
336,Ski::N,лыжæтæ,స్కీ
337,Lagerfeuer::N,арт,నెగడు
338,Last::N,уаргъ,బరువు
339,Gang::N,цыд,నడక
340,Schritt::N,санчъех,అడుగు
341,Schritt::N,къахдзӕф,అడుగు
342,Norden::N,цæгат,ఉత్తరదిక్కు
343,Süden::N,хуссар,దక్షిణము
344,Westen::N,ныгуылæн,పడమర
345,Osten::N,скæсæн,తూర్పు
346,Holz::N,хъӕдӕрмӕг,కొయ్య
347,Brett::N,фæйнæг,పలక
348,Platte::N,къӕй,పలక
349,Stütze::N,быцæу,వాల్సేడ్లు
350,Stange::N,хъил,స్తంభము
351,Stock::N,лӕдзӕг,కఱ్ఱ
352,Stab::N,хъил,కఱ్ఱ
353,Rohr::N,хӕтӕл,గొట్టము
354,Haus::N,хӕдзар,ఇల్లు
355,Heim::N,къона,స్వగృహము
356,Ofen::N,пец,పొయ్యి
357,Fußboden::N,астӕрд,నేల
358,Tisch::N,стъол,మేజా
359,Stuhl::N,бандон,కుర్చీ
360,Wiege::N,авдæн,ఉయ్యాల
361,Bett::N,сынтӕг,పడక
362,Bett::N,сынтӕг,మంచం
363,Regal::N,тӕрхӕг,అటక
364,Regal::N,уӕлвӕйнӕг,అటక
365,Kiste::N,асыкк,వెట్టె
366,Fenster::N,рудзынг,కిటికి
367,Fenster::N,фæрссаг,కిటికి
368,Tür::N,дуар,ద్వారము
369,Tor::N,кулдуар,ద్వారము
370,Zaun::N,æмбонд,కంచె
371,Zaun::N,быру,కంచె
372,Zaun::N,гæрæн,కంచె
373,Dach::N,уӕлхӕдзар,ఇంటివైకప్పు
374,Leiter::N,асин,నిచ్చెన
375,Besen::N,уисой,చీపురుకట్ట
376,Spaten::N,бел,పాఱ
377,Schaufel::N,æвгæнæн,పాఱ
378,Schaufel::N,кæфой,పాఱ
379,Gabel::N,вилкæ,ముండ్లగరిటె
380,Löffel::N,уидыг,గరిటె
381,Messer::N,кард,కత్తి
382,Nagel::N,зӕгӕл,మేకు
383,Netz::N,хыз,వల
384,Haken::N,хæдз,కొక్కెము
385,Haken::N,хæбырæгъ,కొక్కెము
386,Griff::N,фистон,పిడి
387,Schloss::N,гуыдыр,తాళము
388,Bild::N,ныв,చిత్రము
389,Figur::N,кæрдгæныв,రూపము
390,Puppe::N,чындз,బొమ్మ
391,Beutel::N,дзӕкъул,సంచి
392,Bündel::N,баст,మూట
393,Tasche::N,хызын,సంచి
394,Tasche::N,дзæкъул,సంచి
395,Eimer::N,къæрта,చేద
396,Eimer::N,чъыбыла,చేద
397,Eimer::N,ведра,చేద
398,Deckel::N,сæр,మూత
399,Deckel::N,æмбæрзæн,మూత
400,Geschirr::N,мигæнæн,వంటకాలు
401,Geschirr::N,мигæнæнтæ,వంటకాలు
402,Sack::N,голлаг,గోనెసంచి
403,Tasse::N,пиала,గిన్నె
404,Tasse::N,къус,గిన్నె
405,Topf::N,аг,కుండ
406,Topf::N,чысыл аг,కుండ
407,Kessel::N,аг,నీరుకాచుపాత్ర
408,Essen::N,хӕрд,ఆహారము
409,Nahrung::N,хойраг,ఆహారము
410,Speise::N,хӕринаг,ఆహారము
411,Fleisch::N,дзидза,మాంసము
412,Fleisch::N,фыдызгъӕл,మాంసము
413,Getreide::N,халсар,ధాన్యము
414,Brei::N,кас,గుజ్జు
415,Brot::N,дзул,రొట్టె
416,Scheibe::N,къӕбӕр,బద్ద
417,Fett::N,сой,క్రొవ్వు
418,Butter::N,нӕлхӕ,వెన్న
419,Öl::N,зети,నూనె
420,Salz::N,цӕхх,ఉప్పు
421,Suppe::N,бас,చారు
422,Honig::N,мыд,తెనె
423,Milch::N,ӕхсыр,పాలు
424,Tee::N,цай,తేనీరు
425,Leder::N,мæскуы,బాగుచేసివతోలు
426,Wolle::N,фӕсмын,ఉన్ని
427,Stoff::N,хъуымац,బట్ట
428,Nadel::N,судзин,సూది
429,Faden::N,ӕндах,దారము
430,Knopf::N,цӕппӕр,బొత్తాము
431,Knoten::N,ӕлхынцъ,ముడి
432,Farbe::N,ахорæн,రంగు
433,Kleidung::N,дарӕс,బట్టలు
434,Hemd::N,хӕдон,చొక్కాయ
435,Kragen::N,æфцæггот,మాల
436,Ärmel::N,дыс,చొక్కాయచెయ్యి
437,Hose::N,хæлаф,ఇజారు
438,Hose::N,æддаг хæлаф,ఇజారు
439,Hose::N,салбар,ఇజారు
440,Gürtel::N,рон,పటకా
441,Mütze::N,худ,టోపి
442,Schuh::N,басмахъ,పాదరక్ష
443,Stiefel::N,цырыхъхъ,బూటు
444,Ring::N,къухдарӕн,ఉంగరము
445,Band::N,лент,నాడా
446,Kamm::N,сӕрвасӕн,దువ్వెన
447,Spiegel::N,айдæн,అద్దము
448,Spiegel::N,кæсæн,అద్దము
449,Riemen::N,гӕрз,వాడా
450,Schnur::N,бӕндӕн,దారము
451,Decke::N,хъӕццул,కంబళి
452,Kissen::N,баз,తలగడ
453,Tuch::N,кæлмæрзæн,బట్ట
454,Tuch::N,кæрдæн,బట్ట
455,Handtuch::N,хисæрфæн,తువాలు
456,Kraft::N,тых,బలము
457,Kraft::N,хъомыс,బలము
458,Stärke::N,тых,శక్తి
459,Stärke::N,æхсар,శక్తి
460,Gesundheit::N,æнæниздзинад,ఆరోగ్యము
461,Krankheit::N,низ,రోగము
462,Krankheit::N,рын,రోగము
463,Schmerz::N,рис,నొప్పి
464,Wunde::N,цӕф,గాయము
465,Fieber::N,ризӕг,జ్వరము
466,Fieber::N,тӕфсӕг,జ్వరము
467,Arznei::N,хос,మందు
468,Brücke::N,хид,వంతెన
469,Brunnen::N,цъай,బావి
470,Brunnen::N,цъай,కూపము
471,Brunnen::N,цъай,నుయ్యి
472,Weide::N,хизæн,పచ్చికబయలు
473,Weide::N,хизæнуат,పచ్చికబయలు
474,Weide::N,сæрвæт,పచ్చికబయలు
475,Pfad::N,къахвæндаг,కాలిత్రోవ
476,Pfad::N,къахвæд,కాలిత్రోవ
477,Weg::N,фӕндаг,మార్గము
478,Straße::N,фӕндаг,బాట
479,Dorf::N,хъӕу,గ్రామము
480,Stadt::N,сахар,పట్టణము
481,Brief::N,фыстӕг,జాబు
482,Buch::N,чиныг,పుస్తకము
483,Buchstabe::N,дамгъӕ,అక్షరము
484,Zeitung::N,газет,వార్తాపత్రిక
485,Leben::N,цард,ప్రాణము
486,Leben::N,цӕрӕнбон,ప్రాణము
487,Tod::N,мæлæт,మరణము
488,Tod::N,адзал,మరణము
489,Grab::N,ингӕн,సమాధి
490,Kirche::N,аргъуан,క్రెస్తవులగుడి
491,Sünde::N,тæригъæд,పాపము
492,Gott::N,хуыцау,దేవుడు
493,Arbeiter::N,кусæг,పనిపాటుచేశేవాడు
494,Chef::N,ӕмцег,యజమానుడు
495,Meister::N,мастер,కళాకారుడు
496,Meister::N,дæсны,కళాకారుడు
497,Arzt::N,хосгæнæг,వైద్యుడు
498,Arzt::N,дохтыр,వైద్యుడు
499,Lehrer::N,ахуыргæнæг,ఉపాధ్యాయుడు
500,Geld::N,ӕхца,ద్రవ్యము
501,Geschäft::N,бизнес,వ్యాపారము
502,Geschäft::N,хъуыддаг,వ్యాపారము
503,Laden::N,дукани,అంగడి
504,Preis::N,аргъ,వెల
505,Ware::N,базайраг,సరకులు
506,Nutzen::N,пайда,ప్రయోజనము
507,Reichtum::N,хъæздыгдзинад,ధనము
508,Reichtum::N,исбон,ధనము
509,Reichtum::N,мулк,ధనము
510,Welt::N,дуне,ప్రపంచము
511,Land::N,бӕстӕ,దేశము
512,Staat::N,паддзахад,రాజ్యము
513,König::N,къарол,రాజు
514,Macht::N,хицаудзинад,అధికారము
515,Grenze::N,арӕн,సరిహద్దు
516,Krieg::N,хӕст,యుద్ధము
517,Feind::N,знаг,శత్రువు
518,Feind::N,фыдгул,శత్రువు
519,Feind::N,фыдзæрдæ,శత్రువు
520,Feind::N,сон,శత్రువు
521,Gewalt::N,тыхми,దౌర్జన్యము
522,Gewalt::N,тыхдзинад,దౌర్జన్యము
523,Kampf::N,хæст,పోట్లాట
524,Kampf::N,хъæбысæйхæст,పోట్లాట
525,Kampf::N,тох,పోట్లాట
526,Bogen[Waffe]::N,ӕрдын,విల్లు
527,Pfeil::N,фат,బాణము
528,Gewehr::N,топп,తుపాకి
529,Fehler::N,рӕдыд,తప్ప
530,Lüge::N,мӕнг,అసత్యము
531,Lüge::N,гӕдыдзинад,అసత్యము
532,Schaden::N,зиан,నష్టము
533,Unglück::N,бæллæх,దురదృష్టము
534,Schuld::N,азым,తప్పు
535,Alter::N,кар,వయస్సు
536,Schluss::N,кæрон,ముగింపు
537,Zeit::N,рӕстӕг,కాలము
538,Tag::N,бон,దినము
539,Morgen::N,райсом,ఉదయము
540,Mittag::N,æмбисбон,మధ్యాహ్నము
541,Abend::N,изӕр,సాయంకాలము
542,Nacht::N,ӕхсӕв,రత్రి
543,Woche::N,къуыри,వారము
544,Monat::N,мӕй,నెల
545,Jahr::N,аз,సంవత్సరము
546,Jahr::N,афӕдз,సంవత్సరము
547,Frühling::N,уалдзæг,వసంతకాలము
548,Sommer::N,сӕрд,వేసవికాము
549,Herbst::N,фæззæг,ఆకురాలుకాలము
550,Winter::N,зымӕг,శీతకాలము
551,Januar::N,январь,జనవరి
552,Februar::N,февраль,ఫిబ్రవరి
553,März::N,мартъи,మార్చి
554,April::N,апрель,ఏప్రిలు
555,Mai::N,май,మే
556,Juni::N,июнь,జూన్
557,Juli::N,июль,జూలై
558,August::N,август,ఆగస్టు
559,September::N,сентябрь,సెప్ఠెంబరు
560,Oktober::N,октябрь,అక్టోబరు
561,November::N,ноябрь,నవంబరు
562,Dezember::N,декабрь,డిసెంబర్
563,Montag::N,къуырисæр,సోమవారము
564,Dienstag::N,дыццæг,మంగళవారము
565,Mittwoch::N,æртыццæг,బుధవారము
566,Donnerstag::N,цыппæрæм,గురువారము
567,Freitag::N,майрæмбон,శుక్రవారము
568,Samstag::N,сабат,శనివారము
569,Sonntag::N,хуыцаубон,ఆదివారము
570,groß::A,дынджыр,గొప్పైన
571,klein::A,гыццыл,చిన్న
572,lang::A,даргъ,పొడుగాటి
573,kurz::A,цыбыр,పొట్టి
574,breit::A,фӕтӕн,వెడల్పైన
575,schmal::A,нарӕг,ఇఱుకైన
576,schmal::A,уынгӕг,ఇఱుకైన
577,dicht::A,бæзджын,దట్టమైన
578,dicht::A,тар,దట్టమైన
579,dick[Gegenstand]::A,сӕвджын,దట్టమైన
580,dünn::A,тæнæг,పలుచని
581,fein::A,лыстӕг,నాజాకైన
582,fest::A,фидар,దృడమైవ
583,fest::A,хъӕддых,దృడమైవ
584,flach::A,тъӕпӕн,చదువైన
585,glatt::A,лӕгъз,నున్నని
586,hart::A,хъӕбӕр,కఠినమైన
587,weich::A,фӕлмӕн,మృదువైన
588,rund::A,тымбыл,గుండ్రని
589,spitz::A,цыргъбырынкъ,మొనగల
590,spitz::A,цыргъфындз,మొనగల
591,scharf::A,цыргъ,పదనైన
592,stumpf::A,къуымых,వాడిలేని
593,schwer::A,уӕззау,బరువ్తెన
594,schön::A,аив,సుందరమైన
595,schön::A,рӕсугъд,సుందరమైన
596,heiß::A,тӕвд,వేడియైన
597,warm::A,хъарм,వెచ్చని
598,kalt::A,уазал,చల్లని
599,kühl::A,сатæг,చల్లని
600,kühl::A,уазалгомау,చల్లని
601,frisch::A,сатæг,తాజాయైన
602,feucht::A,уымӕл,చెమ్మగానున్న
603,nass::A,хуылыдз,తడిగామన్న
604,trocken::A,хус,ఎండిన
605,voll::A,дзаг,నిండు
606,voll::A,йедзаг ,నిండు
607,leer::A,афтид,శూన్యమైన
608,offen::A,гом,తెఱచియున్న
609,geschlossen::A,æхгæд,మూసిన
610,sauber::A,сыгъдæг,పరిశుద్ధమైన
611,schmutzig::A,чъиллон,ముఱికియైన
612,roh::A,хом,పచ్చి
613,reif::A,рӕгъӕд,పండివ
614,lecker::A,хӕрзад,రుచి గల
615,süß::A,адджын,తియ్యని
616,bitter::A,судзаг,చేదైన
617,sauer::A,туаг,పుల్లని
618,hell::A,рухс,కాంతిగల
619,dunkel::A,талынг,చీకటియైన
620,schwarz::A,сау,నల్లని
621,weiß::A,урс,తెలుపు
622,rot::A,сырх,ఎఱ్ఱని
623,gelb::A,бур,పసుపు పచ్చ
624,blau::A,цъӕх,నీలవర్ణము
625,grün::A,цъӕх,ఆకుపచ్చని
626,grün::A,кӕрдӕгхуыз,ఆకుపచ్చని
627,grau::A,цъӕх,నెరిసిన
628,grau::A,фӕныкхуыз,నెరిసిన
629,bunt::A,хъулон,రంగేలీ
630,bunt::A,гæрæм,రంగేలీ
631,billig::A,аслам,చౌకయైన
632,teuer::A,зынаргъ,వెలపొడుగైన
633,wertvoll::A,зынаргъ,విలుప్తెన
634,blind::A,куырм,గ్రుడ్డి
635,taub::A,къуырма,చెవిటి
636,kräftig::A,домбай,శక్తి గల
637,kräftig::A,тыхджын,శక్తి గల
638,stark::A,тыхджын,బలమైన
639,schwach::A,ӕнӕбон,బలహీనమైన
640,fett::A,нард,క్రొవ్విన
641,schlank::A,гуырвидыц,సన్నని
642,schlank::A,хæрзконд,సన్నని
643,schlank::A,рæхснæг,సన్నని
644,schlank::A,сагамад,సన్నని
645,hübsch::A,аив,సాగప్తెన
646,hübsch::A,рӕсугъд,సాగప్తెన
647,böse::A,фыдзӕрдӕ,చెడ్డ
648,dumm::A,ӕдылы,తెలివిలేని
649,faul::A,зивӕг,సోమరియైన
650,faul::A,зивӕггӕнаг,సోమరియైన
