,Concept_ID,ku,cs
267,Neuigkeit::N,hewal,novina
268,Neuigkeit::N,hewal,novinka
269,Name::N,nav,jméno
270,Name::N,paşnav,jméno
271,Rätsel::N,tiştonek,hádanka
272,Rede::N,gotar,řeč
273,Rede::N,gotar,proslov
274,Rede::N,axavtin,řeč
275,Rede::N,axavtin,proslov
276,Sprache::N,ziman,řeč
277,Sprache::N,ziman,jazyk
278,Stimme::N,pejn,hlas
279,Wort::N,gotin,slovo
280,Zeichen::N,şanek,znamení
281,Ruf::N,hawar,zavolání
282,Lärm::N,xarbalix,hluk
283,Laut::N,deng,zvuk
284,Laut::N,hês,zvuk
285,Ton::N,awaz,tón
286,Lied::N,sitran,píseň
287,Ruhe::N,rihetî,klid
288,Ruhe::N,rihetî,pokoj
289,Leute::N,xelk,lidé
290,Volk::N,xelk,národ
291,Arbeit::N,xebat,práce
292,Gast::N,mêvan,host
293,Geschenk::N,diyarî,dar
294,Spiel::N,lîstik,hra
295,Gesellschaft::N,komal,společnost
296,Hilfe::N,alîkarî,pomoc
297,Freund::N,heval,přítel
298,Kamerad::N,heval,kamarád
299,Angelegenheit::N,pirsgirêk,záležitost
300,Anzahl::N,çend,počet
301,Art::N,çeh,druh
302,Stück::N,lib,kus
303,Stück::N,lib,kousek
304,Stück::N,parçe,kus
305,Stück::N,parçe,kousek
306,Teil::N,parçe,díl
307,Teil::N,parçe,část
308,Hälfte::N,nîvî,půl
309,Kreis::N,çemil,kruh
310,Kreuz::N,xaç,kříž
311,Linie::N,xezik,linka
312,Strich::N,xezik,čára
313,Strich::N,xezik,čárka
314,Abstand::N,dûrahî,vzdálenost
315,Entfernung::N,dûrahî,vzdálenost
316,Gegend::N,dever,krajina
317,Platz::N,çih,prostor
318,Ort::N,dever,místo
319,Seite::N,rûpel,strana
320,Mitte::N,nav,střed
321,Mitte::N,nav,prostředek
322,Mitte::N,nabênê,střed
323,Mitte::N,nabênê,prostředek
324,Gegenstand::N,tişt,předmět
325,Sache::N,tişt,věc
326,Rand::N,kevî,kraj
327,Rand::N,kevî,okraj
328,Kante::N,kevî,hrana
329,Ecke::N,qunç,roh
330,Spitze::N,derzî,hrot
331,Spitze::N,derzî,špička
332,Ende::N,talî,konec
333,Loch::N,qul,díra
334,Winkel::N,kurnîşk,kout
335,Muster::N,desen,vzor
336,Größe::N,mezinî,velikost
337,Länge::N,dirêjahî,délka
338,Höhe::N,bilindayî,výška
339,Gewicht::N,giranî,váha
340,Menge::N,qas,množství
341,Haufen::N,lod,kupa
342,Haufen::N,lod,hromada
343,Reihe::N,rêz,řada
344,Reihe::N,rêz,řádek
345,Boot::N,kelek,člun
346,Ruder::N,bêrik,veslo
347,Schlitten::N,xîjik,sáně
348,Ski::N,lakan,lyže
349,Lagerfeuer::N,agir,táborák
350,Last::N,bar,náklad
351,Last::N,bar,břemeno
352,Gang::N,fîtêz,chůze
353,Gang::N,fîtêz,chodba
354,Schritt::N,gav,krok
355,Norden::N,bakur,sever
356,Süden::N,başur,jih
357,Westen::N,rojava,západ
358,Osten::N,rojhilat,východ
359,Holz::N,dep,dřevo
360,Brett::N,dep,prkno
361,Platte::N,dep,deska
362,Stütze::N,destek,opěra
363,Stange::N,sing,tyč
364,Stange::N,sing,tyčka
365,Stock::N,çam,hůlka
366,Stab::N,qat,hůl
367,Rohr::N,borî,trubka
368,Haus::N,mal,dům
369,Haus::N,xanî,dům
370,Heim::N,mal,domov
371,Ofen::N,sobe,kamna
372,Fußboden::N,binpê,podlaha
373,Tisch::N,mase,stůl
374,Stuhl::N,kursî,židle
375,Wiege::N,derguş,kolébka
376,Bett::N,qerewêle,postel
377,Regal::N,rêbaz,regál
378,Regal::N,rêbaz,police
379,Kiste::N,sindoq,bedna
380,Fenster::N,çam,okno
381,Fenster::N,şibeke,okno
382,Tür::N,derî,dveře
383,Tor::N,derge,vrata
384,Zaun::N,hejik,plot
385,Dach::N,sere xanî,střecha
386,Leiter::N,pêling,žebřík
387,Besen::N,melkes,koště
388,Besen::N,melkes,smeták
389,Spaten::N,mer,rýč
390,Schaufel::N,bêr,lopata
391,Gabel::N,çetel,vidlička
392,Löffel::N,kevçî,lžíce
393,Messer::N,kêr,nůž
394,Nagel::N,bizmar,hřebík
395,Netz::N,tor,síť
396,Haken::N,çenqel,hák
397,Griff::N,destî,držadlo
398,Schloss::N,qonax,zámek
399,Bild::N,dimen,obraz
400,Figur::N,figûr,figura
401,Puppe::N,bûk,panenka
402,Beutel::N,kîsik,pytlík
403,Bündel::N,pêçek,svazek
404,Tasche::N,bêrîk,taška
405,Tasche::N,bêrîk,brašna
406,Eimer::N,dewl,kýbl
407,Eimer::N,dewl,vědro
408,Deckel::N,devik,víko
409,Deckel::N,devik,příklop
410,Geschirr::N,ferax,nádobí
411,Sack::N,tûr,pytel
412,Tasse::N,kada,šálek
413,Topf::N,beroş,hrnec
414,Kessel::N,şîril,kotel
415,Essen::N,xwarin,jídlo
416,Nahrung::N,xwarin,strava
417,Nahrung::N,xwarin,potrava
418,Speise::N,xwarin,jídlo
419,Fleisch::N,goşt,maso
420,Getreide::N,zad,obilí
421,Brei::N,hewdêl,kaše
422,Brot::N,,chléb
423,Scheibe::N,parçe,krajíc
424,Fett::N,rûn,tuk
425,Fett::N,rûn,omastek
426,Butter::N,rûn,máslo
427,Öl::N,rûn,olej
428,Salz::N,xwe,sůl
429,Suppe::N,şorbe,polévka
430,Honig::N,hingiv,med
431,Milch::N,şîr,mléko
432,Tee::N,çay,čaj
433,Leder::N,çerm,kůže
434,Wolle::N,herî,vlna
435,Stoff::N,paç,látka
436,Nadel::N,derzî,jehla
437,Faden::N,ta,nit
438,Knopf::N,bişkok,knoflík
439,Knoten::N,girêk,uzel
440,Farbe::N,boyax,barva
441,Kleidung::N,çil,šaty
442,Kleidung::N,çil,šatstvo
443,Hemd::N,qutik,košile
444,Hemd::N,miltan,košile
445,Kragen::N,stûvang,límec
446,Ärmel::N,hûçik,rukáv
447,Hose::N,şewel,kalhoty
448,Gürtel::N,qayiş,pás
449,Gürtel::N,qayiş,opasek
450,Mütze::N,fîno,čepice
451,Schuh::N,şêkal,bota
452,Stiefel::N,gizme,holínka
453,Stiefel::N,çizme,holínka
454,Ring::N,xelek,prsten
455,Band::N,band,pásek
456,Kamm::N,şeh,hřeben
457,Spiegel::N,eynik,zrcadlo
458,Riemen::N,qayiş,řemen
459,Schnur::N,doxin,šňůra
460,Leine::N,şirît,vodítko
461,Decke::N,bataniye,pokrývka
462,Decke::N,bataniye,přikrývka
463,Kissen::N,balgî,polštář
464,Tuch::N,şar,šátek
465,Handtuch::N,dezmal,ručník
466,Kraft::N,hêz,síla
467,Kraft::N,qewet,síla
468,Stärke::N,xurtî,síla
469,Gesundheit::N,nojdarî,zdraví
470,Krankheit::N,nexweşî,nemoc
471,Krankheit::N,nexweşî,choroba
472,Schmerz::N,êş,bolest
473,Wunde::N,kul,rána
474,Fieber::N,ta,horečka
475,Arznei::N,derman,lék
476,Brücke::N,kopî,most
477,Brunnen::N,çal,studna
478,Brunnen::N,kani,studna
479,Weide::N,beyar,pastva
480,Weide::N,beyar,pastvina
481,Pfad::N,xaçirek,pěšina
482,Weg::N,rê,cesta
483,Straße::N,rê,silnice
484,Dorf::N,gund,vesnice
485,Stadt::N,baçar,město
486,Brief::N,name,dopis
487,Buch::N,kitêb,kniha
488,Buch::N,pirtûk,kniha
489,Buchstabe::N,herf,písmeno
490,Zeitung::N,rojname,noviny
491,Leben::N,jiyan,život
492,Tod::N,mirin,smrt
493,Grab::N,mezel,hrob
494,Kirche::N,gilyas,kostel
495,Sünde::N,guneh,hřích
496,Gott::N,xwedê,bůh
497,Arbeiter::N,hîşçî,dělník
498,Arbeiter::N,hîşçî,pracovník
499,Chef::N,bêg,šéf
500,Chef::N,bêg,vedoucí
501,Meister::N,hoste,mistr
502,Arzt::N,doktor,lékař
503,Lehrer::N,mamoste,učitel
504,Geld::N,pere,peníze
505,Geschäft::N,firoşgeh,obchod
506,Laden::N,dikan,krám
507,Preis::N,buha,cena
508,Ware::N,tişt,zboží
509,Nutzen::N,fêde,užitek
510,Reichtum::N,serwet,bohatství
511,Welt::N,dinya,svět
512,Land::N,welat,země
513,Staat::N,dewlet,stát
514,König::N,şah,král
515,König::N,qral,král
516,Macht::N,qewet,moc
517,Macht::N,qewet,mocnost
518,Macht::N,destihilat,moc
519,Macht::N,destihilat,mocnost
520,Grenze::N,kevî,hranice
521,Krieg::N,çeng,válka
522,Krieg::N,sêwaş,válka
523,Feind::N,dijmin,nepřítel
524,Gewalt::N,zor,násilí
525,Kampf::N,şer,boj
526,Bogen[Waffe]::N,kêvan,luk
527,Pfeil::N,çîrik,šíp
528,Gewehr::N,tifing,puška
529,Gewehr::N,tifing,ručnice
530,Fehler::N,şaşî,chyba
531,Lüge::N,derew,lež
532,Schaden::N,xisar,škoda
533,Unglück::N,bêbextî,neštěstí
534,Schuld::N,suç,vina
535,Alter::N,temen,věk
536,Schluss::N,girtin,konec
537,Zeit::N,çax,čas
538,Tag::N,roj,den
539,Morgen::N,sibeh,ráno
540,Morgen::N,sibeh,jitro
541,Mittag::N,nîro,poledne
542,Abend::N,êvar,večer
543,Nacht::N,şev,noc
544,Woche::N,heftî,týden
545,Monat::N,meh,měsíc
546,Jahr::N,sal,rok
547,Frühling::N,bihar,jaro
548,Sommer::N,havîn,léto
549,Herbst::N,payîz,podzim
550,Winter::N,zistan,zima
551,Januar::N,çile,leden
552,Februar::N,sibat,únor
553,März::N,adar,březen
554,April::N,nîsan,duben
555,Mai::N,gûlan,květen
556,Juni::N,hezîran,červen
557,Juli::N,tîmeh,červenec
558,August::N,tebax,srpen
559,September::N,îlon,září
560,Oktober::N,çotmeh,říjen
561,November::N,mijdar,listopad
562,Dezember::N,kanûn,prosinec
563,Montag::N,duşemb,pondělí
564,Montag::N,duşemb,pondělek
565,Dienstag::N,sêşem,úterý
566,Mittwoch::N,çarşemb,středa
567,Donnerstag::N,pêşemb,čtvrtek
568,Freitag::N,în,pátek
569,Samstag::N,şemî,sobota
570,Sonntag::N,yekşemb,neděle
571,groß::A,mezin,velký
572,klein::A,çûçik,malý
573,lang::A,dirêj,dlouhý
574,kurz::A,kin,krátký
575,breit::A,fireh,široký
576,schmal::A,tenik,úzký
577,dicht::A,gir,hustý
578,dick[Gegenstand]::A,şîşman,tlustý
579,dünn::A,zirav,tenký
580,fein::A,tenik,jemný
581,fest::A,saxlem,pevný
582,flach::A,pahn,plochý
583,flach::A,pahn,placatý
584,glatt::A,dûz,hladký
585,glatt::A,şayîk,hladký
586,hart::A,hişk,tvrdý
587,weich::A,nerm,měkký
588,rund::A,gilover,kulatý
589,rund::A,gilover,okrouhlý
590,spitz::A,pîj,špičatý
591,scharf::A,tûj,ostrý
592,stumpf::A,ne tûj,tupý
593,schwer::A,giran,těžký
594,schön::A,xweş,pěkný
595,schön::A,xweş,krásný
596,schön::A,xweşik,pěkný
597,schön::A,xweşik,krásný
598,heiß::A,kelandî,horký
599,warm::A,germ,teplý
600,kalt::A,sar,studený
601,kühl::A,jemîrî,chladný
602,frisch::A,ter,svěží
603,feucht::A,şil,vlhký
604,nass::A,şilek,mokrý
605,trocken::A,zuwa,suchý
606,voll::A,tijî,plný
607,leer::A,vala,prázdný
608,offen::A,vekirî,otevřený
609,geschlossen::A,asê,zavřený
610,sauber::A,pakij,čistý
611,schmutzig::A,lewitî,špinavý
612,roh::A,xav,syrový
613,reif::A,gihaştî,zralý
614,lecker::A,xweş,chutný
615,süß::A,şîrîn,sladký
616,bitter::A,tahl,hořký
617,sauer::A,tirş,kyselý
618,hell::A,ronî,světlý
619,dunkel::A,tarî,temný
620,schwarz::A,reş,černý
621,weiß::A,sipî,bílý
622,rot::A,sor,rudý
623,rot::A,sor,červený
624,gelb::A,zer,žlutý
625,blau::A,şîn,modrý
626,grün::A,şîn,zelený
627,grau::A,gewr,šedý
628,grau::A,gewr,šedivý
629,bunt::A,rengîn,pestrý
630,billig::A,erzan,levný
631,billig::A,erzan,laciný
632,teuer::A,biha,drahý
633,wertvoll::A,hêja,cenný
634,wertvoll::A,giranbiha,cenný
635,blind::A,kor,slepý
636,taub::A,kerr,hluchý
637,kräftig::A,gir,silný
638,kräftig::A,xurt,silný
639,stark::A,xurt,silný
640,schwach::A,kesad,slabý
641,fett::A,qelew,tučný
642,fett::A,qelew,tlustý
643,schlank::A,zirav,štíhlý
644,hübsch::A,xweşik,hezký
645,böse::A,xerab,zlý
646,böse::A,aciz,zlý
647,dumm::A,gêj,hloupý
648,faul::A,têmbêl,líný
649,fleißig::A,jêhatî,pilný
650,geizig::A,destgirtî,lakomý
651,klug::A,baqil,chytrý
652,geschickt::A,zîrek,šikovný
653,geschickt::A,ziring,šikovný
654,lieb::A,delal,milý
655,lustig::A,kêfxweş,veselý
656,sanft::A,nazenîn,mírný
657,hungrig::A,birçî,hladový
658,krank::A,nexweş,nemocný
659,nackt::A,rût,nahý
660,nackt::A,tazî,nahý
661,traurig::A,xemgîn,smutný
662,traurig::A,xemgîn,truchlivý
663,lebendig::A,bisaxî,živý
664,gut::A,baş,dobrý
665,schlecht::A,xerab,špatný
666,richtig::A,rast,pravý
667,richtig::A,rast,správný
668,richtig::A,saxlem,pravý
669,richtig::A,saxlem,správný
670,schlimm::A,nebaş,zlý
671,wahr::A,rast,pravdivý
672,alt::A,pîr,starý
673,alt::A,kevn,starý
674,neu::A,nû,nový
675,ehemalig::A,kevnar,bývalý
676,ehemalig::A,peşidar,bývalý
677,alt[Lebewesen]::A,pîr,starý
678,jung::A,xort,mladý
679,arm::A,feqîr,chudý
680,arm::A,desteng,chudý
681,reich::A,dewlemend,bohatý
682,bekannt::A,naskirî,známý
683,berühmt::A,navdar,slavný
684,fremd::A,xerîb,cizí
685,verschieden::A,çîhê,různý
686,verschieden::A,çîhê,rozličný
687,nah::A,nêzîk,blízký
688,fern::A,dûr,daleký
689,linker::A,çepê,levý
690,rechter::A,rastê,pravý
691,anderer::A,yê din,jiný
692,erster::A,yekemîn,první
693,zweiter::A,duda,druhý
694,dritter::A,sisêya,třetí
695,letzter::A,paşîn,poslední
696,allein::ADV,tenê,sám
697,auf einmal::ADV,jar kê,najednou
698,zusammen::ADV,tev,spolu
699,zusammen::ADV,tev,dohromady
700,zusammen::ADV,bi hev re,spolu
701,zusammen::ADV,bi hev re,dohromady
702,lange::ADV,dirêj,dlouho
703,plötzlich::ADV,ji nişkave,vtom
704,plötzlich::ADV,ji nişkave,náhle
705,sofort::ADV,yekser,hned
706,sofort::ADV,yekser,ihned
707,später::ADV,paşiyê,později
708,jetzt::ADV,nuha,teď
709,jetzt::ADV,nuha,nyní
710,heute::ADV,îro,dnes
711,heute::ADV,îro,dneska
712,morgen::ADV,sibeh,zítra
713,bald::ADV,nêzîk,brzo
714,dann::ADV,paşê,pak
715,dann::ADV,paşê,potom
716,gestern::ADV,do,včera
717,einst::ADV,jar ke,kdysi
718,damals::ADV,hîngî,tehdy
719,damals::ADV,hîngî,tenkrát
720,danach::ADV,piştra,podle toho
721,vorher::ADV,pîşî,dříve
722,vorher::ADV,pîşî,napřed
723,zuerst::ADV,bere,nejprve
724,zuerst::ADV,bere,nejdříve
725,einmal::ADV,çarik,jednou
726,manchmal::ADV,çarna,někdy
727,oft::ADV,gelek çaran,často
728,immer::ADV,daîm,vždy
729,immer::ADV,daîm,stále
730,niemals::ADV,tu çar,nikdy
731,hier::ADV,li vir,zde
732,hier::ADV,li vir,tady
733,hierhin::ADV,vir,sem
734,von hier::ADV,ji vir,odtud
735,dort::ADV,li wê derê,tam
736,dorthin::ADV,wêda,tam
737,geradeaus::ADV,rastê rast,rovně
738,vorwärts::ADV,ber bi pêş,kupředu
739,rückwärts::ADV,paşpê,zpět
740,zurück::ADV,paşdo,zpět
741,zurück::ADV,paşdo,nazpět
742,zurück::ADV,paşvê,zpět
743,zurück::ADV,paşvê,nazpět
744,unten::ADV,jêrî,dole
745,hinab::ADV,berjêr,dolů
746,oben::ADV,banî,nahoře
747,oben::ADV,banî,navrchu
748,hinauf::ADV,banî,nahoru
749,überall::ADV,li her derê,všude
750,nicht::ADV,ne,ne
751,nicht::ADV,nîn,ne
752,nicht::ADV,tine,ne
753,ein wenig::ADV,hebkî,trochu
754,kaum::ADV,tema,sotva
755,kaum::ADV,himangi,sotva
756,sehr::ADV,gelek,velmi
757,sehr::ADV,gelek,velice
758,so::ADV,weha,tak
759,so::ADV,weha,takto
760,noch::ADV,hêj,ještě
761,noch::ADV,dîsa,ještě
762,nur::ADV,tenê,jen
763,nur::ADV,tenê,jenom
764,nur::ADV,bes,jen
765,nur::ADV,bes,jenom
766,schon::ADV,hew,už
767,schon::ADV,hew,již
768,wieder::ADV,jar din,zase
769,wieder::ADV,dîsa,zase
770,vergebens::ADV,deya çun,marně
771,vergebens::ADV,îfleh bûn,marně
772,vor::PRP,li ber,před
773,hinter::PRP,li pişt,za
774,unter::PRP,li bin,pod
775,durch::PRP,kura,skrz
776,neben::PRP,li ba,vedle
777,zwischen::PRP,nabeyne,mezi
778,zwischen::PRP,di nav...da,mezi
779,wegen::PRP,ji bo,pro
780,wegen::PRP,ji ber,pro
781,dies::PRN,ev,toto
782,dies::PRN,ev,tohle
783,das::PRN,ev,to
784,alles::PRN,hemû,všechno
785,ich::PRN,ez,já
786,du::PRN,tu,ty
787,er::PRN,wî,on
788,wir::PRN,êm,my
789,ihr::PRN,hûn,vy
790,sie::PRN,we,oni
791,was::FPRN,çi,co
792,wer::FPRN,ki,kdo
793,wo::FADV,li ku dere,kde
794,wohin::FADV,li ku dere,kam
795,wie::FADV,çawa,jak
796,warum::FADV,çima,proč
797,wieviel::FNUM,çend,kolik
798,eins::NUM,yek,jeden
799,zwei::NUM,didu,dva
800,drei::NUM,sisê,tři
801,vier::NUM,çar,čtyři
802,fünf::NUM,penç,pět
803,sechs::NUM,şeş,šest
804,sieben::NUM,heft,sedm
805,acht::NUM,heşt,osm
806,neun::NUM,neh,devět
807,zehn::NUM,deh,deset
808,elf::NUM,yazdeh,jedenáct
809,zwölf::NUM,diwazdeh,dvanáct
810,zwanzig::NUM,bîst,dvacet
811,dreißig::NUM,sih,třicet
812,vierzig::NUM,çil,čtyřicet
813,fünfzig::NUM,pençi,padesát
814,sechzig::NUM,şêst,šedesát
815,siebzig::NUM,heftê,sedmdesát
816,achtzig::NUM,heştê,osmdesát
817,neunzig::NUM,nod,devadesát
818,hundert::NUM,sêd,sto
819,tausend::NUM,hezar,tisíc
820,und::CNJ,û,a
821,oder::CNJ,an,nebo
822,oder::CNJ,yan,nebo
823,stehen::V,sekinîn,stát
824,sitzen::V,rûniştin,sedět
825,liegen::V,paldan,ležet
826,hängen::V,darve kirin,viset
827,werden::V,bûn,stát se
828,passieren::V,hatin holê,stát se
