,Concept_ID,ru,ro
178,Elch::N,лось,elan
179,Fuchs::N,лиса,vulpe
180,Hase::N,заяц,iepure
181,Maus::N,мышь,șoarece
182,Wolf::N,волк,lup
183,Vogel::N,птица,pasăre
184,Schwarm::N,стая,cârd
185,Huhn::N,курица,găină
186,Hahn::N,петух,cocoș
187,Gans::N,гусь,gâscă
188,Adler::N,орел,vultur
189,Ente::N,утка,rață
190,Eule::N,сова,bufniță
191,Kranich::N,журавль,cocor
192,Krähe::N,ворона,cioară
193,Kuckuck::N,кукушка,cuc
194,Schwan::N,лебедь,lebădă
195,Fisch::N,рыба,pește
196,Barsch::N,окунь,biban
197,Hecht::N,щука,știucă
198,Schlange[Tier]::N,змея,șarpe
199,Wurm::N,червяк,vierme
200,Spinne::N,паук,păianjen
201,Ameise::N,муравей,furnică
202,Laus::N,вошь,păduche
203,Mücke::N,комар,țânțar
204,Fliege::N,муха,muscă
205,Schmetterling::N,бабочка,fluture
206,Beere::N,ягода,boabă
207,Apfel::N,яблоко,măr
208,Pilz::N,гриб,burete
209,Pilz::N,гриб,ciupercă
210,Zwiebel::N,луковица,ceapă
211,Saat::N,семя,semănătură
212,Korn::N,зерно,grâu
213,Heu::N,сено,fân
214,Schale::N,шелуха,coajă
215,Grube::N,яма,groapă
216,Falle::N,ловушка,cursă
217,Falle::N,ловушка,capcană
218,Schlinge::N,силок,laț
219,Spur::N,след,dâră
220,Asche::N,зола,cenușă
221,Asche::N,пепел,cenușă
222,Dreck::N,грязь,noroi
223,Dreck::N,грязь,murdărie
224,Eisen::N,железо,fier
225,Gold::N,золото,aur
226,Silber::N,серебро,argint
227,Kohle::N,уголь,cărbune
228,Glas::N,стекло,sticlă
229,Lehm::N,глина,lut
230,Lehm::N,глина,humă
231,Sand::N,песок,nisip
232,Mensch::N,человек,om
233,Mensch::N,человек,persoană
234,Mann::N,мужчина,om
235,Mann::N,мужчина,bărbat
236,Frau::N,женщина,femeie
237,Kind::N,ребенок,copil
238,Junge::N,мальчик,băiat
239,Junge::N,мальчик,flăcău
240,Mädchen::N,девочка,fată
241,Familie::N,семья,familie
242,Großvater::N,дедушка,bunic
243,Großvater::N,дедушка,tată mare
244,Großmutter::N,бабушка,bunică
245,Großmutter::N,бабушка,mamă mare
246,Eltern::N,родители,părinți
247,Vater::N,отец,tată
248,Vater::N,отец,părinte
249,Mutter::N,мать,mamă
250,Sohn::N,сын,fiu
251,Sohn::N,сын,fecior
252,Tochter::N,дочь,fiică
253,Bruder::N,брат,frate
254,Schwester::N,сестра,soră
255,Onkel::N,дядя,unchi
256,Tante::N,тетя,mătușă
257,Ehemann::N,муж,soț
258,Ehemann::N,муж,bărbat
259,Ehefrau::N,жена,soție
260,Freude::N,радость,bucurie
261,Gelächter::N,смех,râset
262,Glück::N,счастье,fericire
263,Kummer::N,горе,mâhnire
264,Wunsch::N,желание,dorință
265,Wunsch::N,желание,deziderat
266,Lust::N,влечение,poftă
267,Lust::N,влечение,înclinare
268,Geist::N,дух,duh
269,Geist::N,дух,minte
270,Geist::N,дух,suflet
271,Gedanke::N,мысль,gând
272,Gedanke::N,мысль,cuget
273,Gedächtnis::N,память,memorie
274,Verstand::N,ум,minte
275,Verstand::N,ум,intelect
276,Sinn::N,смысл,sens
277,Sinn::N,смысл,înțeles
278,Grund::N,повод,cauză
279,Grund::N,повод,pricină
280,Wahrheit::N,правда,adevăr
281,Gespräch::N,беседа,convorbire
282,Gespräch::N,беседа,conversație
283,Märchen::N,сказка,basm
284,Märchen::N,сказка,poveste
285,Erzählung::N,рассказ,poveste
286,Nachricht::N,сообщение,veste
287,Neuigkeit::N,новость,noutate
288,Neuigkeit::N,новость,actualitate
289,Name::N,имя,nume
290,Rätsel::N,загадка,ghicitoare
291,Rede::N,речь,discurs
292,Sprache::N,язык,limbă
293,Sprache::N,язык,limbaj
294,Stimme::N,голос,glas
295,Wort::N,слово,cuvânt
296,Zeichen::N,знак,semn
297,Zeichen::N,знак,semnal
298,Ruf::N,зов,chemare
299,Lärm::N,шум,zgomot
300,Lärm::N,шум,tărăboi
301,Laut::N,звук,sunet
302,Ton::N,звучание,ton
303,Lied::N,песня,cântec
304,Ruhe::N,покой,odihnă
305,Ruhe::N,покой,liniște
306,Leute::N,люди,lume
307,Leute::N,люди,oameni
308,Volk::N,народ,popor
309,Volk::N,народ,națiune
310,Arbeit::N,работа,lucru
311,Gast::N,гость,musafir
312,Geschenk::N,подарок,dar
313,Geschenk::N,подарок,cadou
314,Spiel::N,игра,joc
315,Gesellschaft::N,общество,societate
316,Hilfe::N,помощь,ajutor
317,Freund::N,друг,amic
318,Freund::N,друг,prieten
319,Kamerad::N,приятель,tovarăș
320,Angelegenheit::N,дело,afacere
321,Anzahl::N,количество,număr
322,Anzahl::N,количество,cantitate
323,Art::N,вид,fel
324,Art::N,вид,specie
325,Stück::N,кусок,bucată
326,Teil::N,часть,parte
327,Teil::N,часть,porție
328,Hälfte::N,половина,jumătate
329,Kreis::N,круг,cerc
330,Kreuz::N,крест,cruce
331,Linie::N,линия,linie
332,Strich::N,черта,linie
333,Strich::N,черта,trăsătură
334,Abstand::N,промежуток,distanță
335,Abstand::N,промежуток,depărtare
336,Entfernung::N,расстояние,distanță
337,Entfernung::N,расстояние,depărtare
338,Gegend::N,местность,regiune
339,Platz::N,пространство,loc
340,Ort::N,место,loc
341,Seite::N,сторона,latură
342,Mitte::N,середина,centru
343,Gegenstand::N,предмет,obiect
344,Sache::N,вещь,lucru
345,Sache::N,вещь,chestie
346,Rand::N,край,bordură
347,Kante::N,ребро,muchie
348,Kante::N,ребро,bordură
349,Ecke::N,угол,colț
350,Spitze::N,кончик,vârf
351,Spitze::N,кончик,creștet
352,Ende::N,конец,capăt
353,Loch::N,дыра,gaură
354,Winkel::N,угол,colț
355,Muster::N,узор,desen
356,Größe::N,размер,mărime
357,Länge::N,длина,lungime
358,Höhe::N,высота,înălțime
359,Gewicht::N,вес,greutate
360,Menge::N,количество,cantitate
361,Haufen::N,куча,grămadă
362,Reihe::N,ряд,șir
363,Reihe::N,ряд,rând
364,Boot::N,лодка,barcă
365,Boot::N,лодка,luntre
366,Ruder::N,весло,vâslă
367,Ruder::N,весло,lopată
368,Schlitten::N,сани,sanie
369,Ski::N,лыжа,schi
370,Lagerfeuer::N,костер,foc de tabără
371,Last::N,тяжесть,povară
372,Last::N,тяжесть,sarcină
373,Gang::N,ход,mers
374,Gang::N,ход,umblet
375,Schritt::N,шаг,pas
376,Norden::N,север,nord
377,Norden::N,север,miazănoapte
378,Süden::N,юг,sud
379,Süden::N,юг,miazăzi
380,Westen::N,запад,apus
381,Osten::N,восток,est
382,Osten::N,восток,răsărit
383,Holz::N,древесина,lemn
384,Brett::N,доска,scândură
385,Platte::N,плита,placă
386,Stütze::N,подпорка,proptea
387,Stange::N,жердь,bară
388,Stange::N,жердь,prăjină
389,Stock::N,палка,băț
390,Stock::N,палка,baston
391,Stab::N,шест,baston
392,Stab::N,шест,prăjină
393,Rohr::N,труба,tub
394,Rohr::N,труба,țeavă
395,Haus::N,дом,casă
396,Heim::N,дом,casă
397,Heim::N,дом,cămin
398,Ofen::N,печь,sobă
399,Fußboden::N,пол,podea
400,Fußboden::N,пол,dușumea
401,Tisch::N,стол,masă
402,Stuhl::N,стул,scaun
403,Wiege::N,колыбель,leagăn
404,Bett::N,постель,pat
405,Regal::N,полка,rafturi
406,Kiste::N,ящик,ladă
407,Kiste::N,ящик,cutie
408,Fenster::N,окно,fereastră
409,Tür::N,дверь,ușă
410,Tor::N,ворота,poartă
411,Zaun::N,забор,gard
412,Dach::N,крыша,acoperiș
413,Leiter::N,лестница,scară
414,Besen::N,метла,mătură
415,Spaten::N,лопата,cazma
416,Spaten::N,лопата,hârleț
417,Schaufel::N,совок,lopată
418,Gabel::N,вилка,furculiță
419,Löffel::N,ложка,lingură
420,Messer::N,нож,cuțit
421,Nagel::N,гвоздь,cui
422,Netz::N,сеть,plasă
423,Haken::N,крюк,cârlig
424,Griff::N,ручка,mâner
425,Schloss::N,замок,lacăt
426,Bild::N,картина,tablou
427,Bild::N,картина,imagine
428,Figur::N,фигура,chip
429,Figur::N,фигура,figură
430,Puppe::N,кукла,păpușă
431,Beutel::N,мешок,pungă
432,Beutel::N,мешок,săculeț
433,Bündel::N,связка,mănunchi
434,Tasche::N,сумка,geantă
435,Eimer::N,ведро,găleată
436,Deckel::N,крышка,capac
437,Geschirr::N,посуда,vase
438,Geschirr::N,посуда,tacâmuri
439,Sack::N,мешок,sac
440,Tasse::N,чашка,ceașcă
441,Topf::N,кастрюля,oală
442,Kessel::N,котел,cazan
443,Kessel::N,котел,căldare
444,Essen::N,еда,mâncare
445,Nahrung::N,пища,hrană
446,Nahrung::N,пища,aliment
447,Speise::N,блюдо,bucate
448,Speise::N,блюдо,fel de bucate
449,Speise::N,кушанье,bucate
450,Speise::N,кушанье,fel de bucate
451,Fleisch::N,мясо,carne
452,Getreide::N,хлеб,cereale
453,Brei::N,каша,pireu
454,Brot::N,хлеб,pâine
455,Scheibe::N,ломоть,felie
456,Scheibe::N,ломоть,bucată
457,Fett::N,жир,untură
458,Fett::N,жир,grăsime
459,Butter::N,масло,unt
460,Öl::N,масло,ulei
461,Salz::N,соль,sare
462,Suppe::N,суп,supă
463,Suppe::N,суп,ciorbă
464,Honig::N,мед,miere
465,Milch::N,молоко,lapte
466,Tee::N,чай,ceai
467,Leder::N,кожа,piele
468,Wolle::N,шерсть,lână
469,Stoff::N,ткань,stofă
470,Nadel::N,игла,ac
471,Faden::N,нитка,ață
472,Knopf::N,пуговица,buton
473,Knoten::N,узел,nod
474,Farbe::N,краска,vopsea
475,Kleidung::N,одежда,haine
476,Kleidung::N,одежда,îmbrăcăminte
477,Hemd::N,рубашка,cămașă
478,Kragen::N,воротник,guler
479,Ärmel::N,рукав,mânecă
480,Hose::N,брюки,pantaloni
481,Gürtel::N,пояс,cordon
482,Mütze::N,шапка,șapcă
483,Schuh::N,ботинок,gheată
484,Stiefel::N,сапог,cizmă
485,Ring::N,кольцо,inel
486,Ring::N,кольцо,verigă
487,Band::N,лента,panglică
488,Band::N,лента,șiret
489,Kamm::N,расческа,pieptene
490,Spiegel::N,зеркало,oglindă
491,Riemen::N,ремень,curea
492,Schnur::N,веревка,funie
493,Schnur::N,веревка,sfoară
494,Leine::N,поводок,lesă
495,Leine::N,поводок,curea
496,Decke::N,одеяло,pătură
497,Kissen::N,подушка,pernă
498,Tuch::N,платок,batic
499,Handtuch::N,полотенце,prosop
500,Handtuch::N,полотенце,ștergar
501,Kraft::N,сила,forță
502,Kraft::N,сила,putere
503,Stärke::N,крепость,tărie
504,Stärke::N,крепость,vigoare
505,Gesundheit::N,здоровье,sănătate
506,Krankheit::N,болезнь,boală
507,Krankheit::N,болезнь,maladie
508,Schmerz::N,боль,durere
509,Wunde::N,рана,rană
510,Fieber::N,лихорадка,febră
511,Fieber::N,температура,febră
512,Arznei::N,лекарство,leac
513,Arznei::N,лекарство,medicament
514,Brücke::N,мост,pod
515,Brücke::N,мост,punte
516,Brunnen::N,колодец,puț
517,Weide::N,пастбище,izlaz
518,Weide::N,пастбище,pășune
519,Pfad::N,тропа,cărare
520,Weg::N,путь,drum
521,Weg::N,дорога,drum
522,Straße::N,улица,cale
523,Straße::N,улица,stradă
524,Straße::N,дорога,cale
525,Straße::N,дорога,stradă
526,Dorf::N,деревня,sat
527,Stadt::N,город,oraș
528,Brief::N,письмо,scrisoare
529,Buch::N,книга,carte
530,Buchstabe::N,буква,literă
531,Buchstabe::N,буква,caracter
532,Zeitung::N,газета,ziar
533,Zeitung::N,газета,gazetă
534,Leben::N,жизнь,viață
535,Tod::N,смерть,moarte
536,Grab::N,могила,groapă
537,Grab::N,могила,mormânt
538,Kirche::N,церковь,biserică
539,Sünde::N,грех,păcat
540,Gott::N,бог,zeu
541,Arbeiter::N,рабочий,muncitor
542,Chef::N,начальник,șef
543,Meister::N,мастер,meșter
544,Meister::N,мастер,maestru
545,Arzt::N,врач,medic
546,Arzt::N,врач,doctor
547,Lehrer::N,учитель,profesor
548,Lehrer::N,учитель,învățător
549,Geld::N,деньги,bani
550,Geld::N,деньги,parale
551,Geschäft::N,занятие,treabă
552,Geschäft::N,занятие,afacere
553,Laden::N,магазин,magazin
554,Laden::N,магазин,prăvălie
555,Preis::N,цена,preț
556,Ware::N,товар,marfă
557,Nutzen::N,выгода,folos
558,Nutzen::N,выгода,profit
559,Reichtum::N,богатство,avuție
560,Reichtum::N,богатство,bogăție
561,Welt::N,мир,lume
562,Land::N,страна,țară
563,Staat::N,государство,stat
564,König::N,король,rege
565,Macht::N,власть,putere
566,Macht::N,власть,putință
567,Grenze::N,граница,hotar
568,Grenze::N,граница,graniță
569,Grenze::N,граница,frontieră
570,Krieg::N,война,război
571,Feind::N,враг,dușman
572,Gewalt::N,насилие,violență
573,Kampf::N,борьба,luptă
574,Bogen[Waffe]::N,лук,arc
575,Pfeil::N,стрела,săgeată
576,Gewehr::N,ружье,armă
577,Gewehr::N,ружье,pușcă
578,Fehler::N,ошибка,eroare
579,Fehler::N,ошибка,greșeală
580,Lüge::N,ложь,minciună
581,Schaden::N,вред,daună
582,Schaden::N,вред,pagubă
583,Unglück::N,беда,nenorocire
584,Schuld::N,вина,vină
585,Alter::N,возраст,etate
586,Alter::N,возраст,vârstă
587,Schluss::N,окончание,sfârșit
588,Zeit::N,время,timp
589,Zeit::N,время,vreme
590,Tag::N,день,zi
591,Morgen::N,утро,dimineață
592,Mittag::N,полдень,prânz
593,Mittag::N,полдень,amiază
594,Abend::N,вечер,seară
595,Nacht::N,ночь,noapte
596,Woche::N,неделя,săptămână
597,Monat::N,месяц,lună
598,Jahr::N,год,an
599,Frühling::N,весна,primăvară
600,Sommer::N,лето,vară
601,Herbst::N,осень,toamnă
602,Winter::N,зима,iarnă
603,Januar::N,январь,ianuarie
604,Februar::N,февраль,februarie
605,März::N,март,martie
606,April::N,апрель,aprilie
607,Mai::N,май,mai
608,Juni::N,июнь,iunie
609,Juli::N,июль,iulie
610,August::N,август,august
611,September::N,сентябрь,septembrie
612,Oktober::N,октябрь,octombrie
613,November::N,ноябрь,noiembrie
614,Dezember::N,декабрь,decembrie
615,Montag::N,понедельник,luni
616,Dienstag::N,вторник,marți
617,Mittwoch::N,среда,miercuri
618,Donnerstag::N,четверг,joi
619,Freitag::N,пятница,vineri
620,Samstag::N,суббота,sâmbătă
621,Sonntag::N,воскресенье,duminică
622,groß::A,большой,mare
623,klein::A,маленький,mic
624,lang::A,длинный,lung
625,kurz::A,короткий,scurt
626,breit::A,широкий,lat
627,breit::A,широкий,larg
628,schmal::A,узкий,strâmt
629,dicht::A,густой,des
630,dick[Gegenstand]::A,толстый,gros
631,dünn::A,тонкий,subțire
632,fein::A,тонкий,fin
633,fein::A,тонкий,subțire
634,fest::A,крепкий,tare
635,fest::A,крепкий,solid
636,flach::A,плоский,șes
637,flach::A,плоский,plan
638,glatt::A,гладкий,lins
639,hart::A,твердый,dur
640,weich::A,мягкий,moale
641,rund::A,круглый,rotund
642,rund::A,круглый,circular
643,spitz::A,остроконечный,ascuțit
644,scharf::A,острый,tăios
645,scharf::A,острый,ascuțit
646,stumpf::A,тупой,tocit
647,schwer::A,тяжелый,greu
648,schön::A,красивый,frumos
649,heiß::A,жаркий,cald
650,heiß::A,жаркий,fierbinte
651,warm::A,теплый,cald
652,warm::A,теплый,fierbinte
653,kalt::A,холодный,rece
654,kühl::A,прохладный,rece
655,kühl::A,прохладный,răcoros
656,frisch::A,свежий,răcoros
657,frisch::A,свежий,proaspăt
658,feucht::A,влажный,umed
659,feucht::A,влажный,jilav
660,nass::A,мокрый,ud
661,trocken::A,сухой,sec
662,trocken::A,сухой,uscat
663,voll::A,полный,plin
664,voll::A,наполненный,plin
665,leer::A,пустой,gol
666,offen::A,открытый,deschis
667,geschlossen::A,закрытый,închis
668,sauber::A,чистый,curat
669,schmutzig::A,грязный,murdar
670,roh::A,сырой,crud
671,reif::A,зрелый,copt
672,lecker::A,вкусный,gustos
673,süß::A,сладкий,dulce
674,bitter::A,горький,amar
675,sauer::A,кислый,acru
676,hell::A,светлый,clar
677,hell::A,светлый,luminos
678,dunkel::A,темный,obscur
679,dunkel::A,темный,întunecos
680,schwarz::A,черный,negru
681,weiß::A,белый,alb
682,rot::A,красный,roșu
683,gelb::A,желтый,galben
684,blau::A,синий,albastru
685,grün::A,зеленый,verde
686,grau::A,серый,gri
687,grau::A,серый,cenușiu
688,bunt::A,пестрый,colorat
689,billig::A,дешевый,ieftin
690,teuer::A,дорогой,scump
691,wertvoll::A,ценный,prețios
692,blind::A,слепой,orb
693,taub::A,глухой,surd
694,kräftig::A,могучий,tare
695,kräftig::A,могучий,forte
696,kräftig::A,могучий,robust
697,stark::A,сильный,viguros
698,stark::A,сильный,puternic
699,schwach::A,слабый,slab
700,schwach::A,слабый,debil
701,fett::A,жирный,gras
702,schlank::A,стройный,zvelt
703,hübsch::A,прелестный,drăguț
704,böse::A,злой,rău
705,böse::A,злой,răutăcios
706,dumm::A,глупый,nerod
707,dumm::A,глупый,tâmpit
708,faul::A,ленивый,leneș
709,fleißig::A,прилежный,harnic
710,fleißig::A,прилежный,sârguincios
711,geizig::A,жадный,calic
712,geizig::A,жадный,zgârcit
713,klug::A,умный,isteț
714,klug::A,умный,deștept
715,geschickt::A,искусный,dibaci
716,lieb::A,милый,drag
717,lieb::A,милый,iubit
718,lustig::A,веселый,vesel
719,sanft::A,нежный,blând
720,sanft::A,нежный,blajin
721,hungrig::A,голодный,flămând
722,krank::A,больной,bolnav
723,nackt::A,голый,gol
724,traurig::A,грустный,trist
725,traurig::A,грустный,mâhnit
726,lebendig::A,живой,viu
727,gut::A,хороший,bun
728,schlecht::A,плохой,rău
729,schlecht::A,плохой,prost
730,richtig::A,правильный,drept
731,richtig::A,правильный,corect
732,schlimm::A,отвратительный,rău
733,schlimm::A,мерзкий,rău
734,wahr::A,настоящий,adevărat
735,alt::A,старый,uzat
736,alt::A,старый,vechi
737,neu::A,новый,nou
738,ehemalig::A,бывший,fost
739,ehemalig::A,бывший,anterior
740,alt[Lebewesen]::A,пожилой,bătrîn
741,jung::A,молодой,tânăr
742,arm::A,бедный,sărac
743,arm::A,бедный,sărman
744,reich::A,богатый,avut
745,reich::A,богатый,bogat
746,bekannt::A,знакомый,cunoscut
747,berühmt::A,знаменитый,renumit
748,fremd::A,чужой,străin
749,verschieden::A,разный,diferit
750,verschieden::A,разный,deosebit
751,nah::A,близкий,apropiat
752,fern::A,далекий,departe
753,linker::A,левый,stâng
754,rechter::A,правый,drept
755,anderer::A,другой,alt
756,erster::A,первый,prim
757,zweiter::A,второй,al doilea
758,dritter::A,третий,treilea
759,letzter::A,последний,final
760,allein::ADV,один,singur
761,auf einmal::ADV,сразу,dintrodată
762,zusammen::ADV,вместе,împreună
763,lange::ADV,долго,îndelung
764,lange::ADV,долго,mult timp
765,plötzlich::ADV,вдруг,deodată
766,plötzlich::ADV,вдруг,pe neașteptate
767,sofort::ADV,тотчас,imediat
768,sofort::ADV,тотчас,numaidecît
769,später::ADV,позже,mai apoi
770,später::ADV,позже,mai târziu
771,jetzt::ADV,сейчас,acum
772,heute::ADV,сегодня,azi
773,heute::ADV,сегодня,astăzi
774,morgen::ADV,завтра,mâine
775,bald::ADV,скоро,curând
776,dann::ADV,потом,apoi
777,gestern::ADV,вчера,ieri
778,einst::ADV,однажды,odată
779,einst::ADV,однажды,odinioară
780,damals::ADV,тогда,atunci
781,damals::ADV,тогда,pe atunci
782,danach::ADV,затем,după aceasta
783,vorher::ADV,раньше,mai întâi
784,vorher::ADV,раньше,în prealabil
785,zuerst::ADV,сперва,întâi
786,zuerst::ADV,сперва,în primul rând
787,einmal::ADV,раз,odată
788,manchmal::ADV,иногда,uneori
789,manchmal::ADV,иногда,câteodată
790,oft::ADV,часто,des
791,oft::ADV,часто,deseori
792,immer::ADV,всегда,mereu
793,immer::ADV,всегда,întotdeauna
794,niemals::ADV,никогда,niciodată
795,hier::ADV,здесь,aci
796,hier::ADV,здесь,aici
797,hierhin::ADV,сюда,încoace
798,von hier::ADV,отсюда,de aici
799,dort::ADV,там,acolo
800,dorthin::ADV,туда,dincolo
801,geradeaus::ADV,прямо,drept înainte
802,vorwärts::ADV,вперед,înainte
803,rückwärts::ADV,назад,îndărăt
804,zurück::ADV,обратно,înapoi
805,unten::ADV,внизу,jos
806,unten::ADV,внизу,dedesubt
807,hinab::ADV,вниз,în jos
808,hinab::ADV,вниз,de vale
809,oben::ADV,наверху,sus
810,oben::ADV,наверху,deasupra
811,hinauf::ADV,вверх,în sus
812,überall::ADV,везде,peste tot
813,überall::ADV,везде,pretutindeni
814,nicht::ADV,не,nu
815,ein wenig::ADV,немного,puțin
816,kaum::ADV,едва,cu greu
817,kaum::ADV,едва,cu anevoie
818,sehr::ADV,очень,mult
819,sehr::ADV,очень,foarte
820,so::ADV,так,așa
821,so::ADV,так,atât
822,noch::ADV,еще,încă
823,nur::ADV,только,doar
824,schon::ADV,уже,și
825,schon::ADV,уже,deja
826,wieder::ADV,опять,iar
827,wieder::ADV,опять,iarăși
828,vergebens::ADV,напрасно,în zadar
829,vor::PRP,перед,înainte de
830,hinter::PRP,за,după
831,hinter::PRP,за,în spatele
832,hinter::PRP,позади,după
833,hinter::PRP,позади,în spatele
834,unter::PRP,под,sub
835,durch::PRP,сквозь,prin
836,neben::PRP,возле,lângă
837,neben::PRP,возле,alături de
838,zwischen::PRP,между,între
839,zwischen::PRP,между,dintre
840,wegen::PRP,из-за,pentru
841,dies::PRN,это,acesta
842,das::PRN,то,asta
843,alles::PRN,все,tot
844,ich::PRN,я,eu
845,du::PRN,ты,tu
846,er::PRN,он,el
847,er::PRN,он,dânsul
848,wir::PRN,мы,noi
849,ihr::PRN,вы,voi
850,sie::PRN,они,ei
851,sie::PRN,они,dânșii
852,was::FPRN,что,ce
853,wer::FPRN,кто,cine
