,Concept_ID,en,tt
863,schreiten::V,pace,атлау
864,spazierengehen::V,go for a walk,йөрү
865,spazierengehen::V,go for a walk,йөргенү
866,eilen::V,rush,ашыгу
867,sich beeilen::V,hurry,ашыгу
868,sich beeilen::V,hurry,кызулау
869,sausen::V,dash,җилдерү
870,rennen::V,run,йөгерү
871,springen::V,jump,сикерү
872,klettern::V,climb,үрмәләү
873,schaukeln::V,seesaw,атыну
874,kriechen::V,creep,шуышу
875,kriechen::V,creep,үрмәләү
876,schwimmen::V,swim,йөзү
877,tauchen::V,dive,чуму
878,rudern::V,row,ишү
879,fahren::V,drive,бару
880,fliegen::V,fly,очу
881,gehen::V,go,йөрү
882,weggehen::V,go away,китү
883,abfahren::V,depart,кузгалу
884,anhalten::V,stop,тукталу
885,hineingehen::V,go in,инү
886,eintreten::V,enter,инү
887,kommen::V,come,килү
888,ankommen::V,arrive,бару
889,zurückkommen::V,come back,кире кайту
890,bleiben::V,stay,калу
891,warten::V,wait,көтү
892,erwarten::V,wait for,көтү
893,suchen::V,seek,эзләү
894,suchen::V,look for,эзләү
895,finden::V,find,табу
896,versuchen::V,try,маташу
897,vorbereiten::V,prepare,хәзерләү
898,lieben::V,love,сөю
899,lieben::V,love,ярату
900,mögen::V,like,өнәү
901,lachen::V,laugh,көлү
902,rühren::V,move,дулкынландыру
903,weinen::V,weep,елау
904,schimpfen::V,grumble,сүгү
905,schimpfen::V,grumble,сүгенү
906,sich ärgern::V,be annoyed,ачулану
907,sich fürchten::V,be afraid,курку
908,fürchten::V,be afraid of,калтырау
909,fürchten::V,be afraid of,калтырану
910,fliehen::V,flee,арка бирү
911,flüchten::V,escape,качу
912,sehen::V,see,күрү
913,anschauen::V,look at,карау
914,ansehen::V,watch,карау
915,ansehen::V,watch,күзәтү
916,hören::V,hear,ишетү
917,zuhören::V,listen,тыңлау
918,probieren::V,taste,тату
919,riechen::V,smell,иснәү
920,fühlen::V,feel,тою
921,fühlen::V,feel,сизү
922,scheinen::V,seem,күренү
923,zu sehen sein::V,show,күренү
924,vernehmen::V,hear,ишетү
925,frieren::V,be cold,өшү
926,frieren::V,be cold,күшегү
927,tun::V,do,итү
928,können::V,can,алу
929,wollen::V,want,теләү
930,anfangen::V,start,керешү
931,beenden::V,finish,бетерү
932,beenden::V,finish,тәмамлау
933,aufhören::V,stop,бетү
934,gelingen::V,succeed,уңу
935,geraten::V,turn out,сабышу
936,öffnen::V,open,ачу
937,schließen::V,close,ябу
938,stellen::V,put,кую
939,setzen::V,place,утырту
940,legen::V,lay,яткыру
941,berühren::V,touch,тию
942,verbinden::V,connect,ялгау
943,bedecken::V,cover,өрту
944,bedecken::V,cover,каплау
945,bedecken::V,cover,томалау
946,aufhängen::V,hang up,асу
947,anzünden::V,light,кабызу
948,aufheben::V,pick up,күтәрү
949,zurücklassen::V,leave,калдыру
950,verlieren::V,lose,югалту
951,fallen lassen::V,drop,төшерү
952,machen::V,make,ясау
953,machen::V,make,эшләү
954,herstellen::V,produce,ясау
955,bauen::V,build,кору
956,reparieren::V,mend,төзәтү
957,verbessern::V,improve,яхшырту
958,ändern::V,alter,үзгәртү
959,graben::V,dig,казу
960,beugen::V,bow,ию
961,biegen::V,bend,бөгү
962,drehen::V,spin,бору
963,drehen::V,spin,бөтерү
964,wenden::V,turn,бору
965,umdrehen::V,turn around,түнтәрү
966,heben::V,raise,күтәрү
967,hochheben::V,lift,күтәрү
968,ergreifen::V,seize,эләктерү
969,halten::V,hold,тоту
970,drücken::V,press,кысу
971,schieben::V,push,кузгату
972,kratzen::V,scrape,тырнау
973,lecken::V,lick,ялау
974,beißen::V,bite,тешләү
975,abreißen::V,tear off,өзү
976,abschneiden::V,cut off,кыю
977,abschneiden::V,cut off,кисү
978,binden::V,tie,бәйләү
979,stecken::V,stick,төртү
980,stecken::V,stick,тыгу
981,brechen::V,break,сындыру
982,klopfen::V,knock,шаку
983,klopfen::V,knock,шакылдау
984,hauen::V,hit,кыйнау
985,kleben::V,glue,ябыштыру
986,reiben::V,rub,ышку
987,streichen::V,spread,ягу
988,schleifen::V,grind,кайрау
989,schneiden::V,cut,кисү
990,rütteln::V,jolt,селкетү
991,schütteln::V,shake,селкетү
992,schwenken::V,swing,болгау
993,schütten::V,pour,кою
994,füllen::V,fill,тутыру
995,einwickeln::V,wrap,төрү
996,tragen::V,carry,ташу
997,schleppen::V,drag,сөйрәү
998,schleppen::V,drag,өстерәү
999,ziehen::V,pull,тарту
1000,aufbewahren::V,keep,саклау
1001,werfen::V,throw,ыргыту
1002,fangen::V,catch,тоту
1003,packen::V,grab,эләктерү
1004,verstecken::V,hide,яшерү
1005,teilen::V,divide,бүлү
1006,schicken::V,send,җибәрү
1007,bringen::V,bring,китерү
1008,hinzufügen::V,add,өстәү
1009,bekommen::V,get,алу
1010,erhalten::V,receive,алу
1011,nehmen::V,take,алу
1012,wählen::V,choose,сайлау
1013,auswählen::V,select,сайлау
1014,bewahren::V,preserve,саклау
1015,behindern::V,hinder,комачаулау
1016,verderben::V,spoil,бозу
1017,beschädigen::V,damage,бозу
1018,zerbrechen::V,break,вату
1019,zerreißen::V,tear,өзү
1020,zerreißen::V,tear,ерту
1021,zerstören::V,destroy,җимерү
1022,verbrennen::V,burn,яндыру
1023,verbrennen::V,burn,көйдерү
1024,geben::V,give,бирү
1025,reichen::V,hand,тапшыру
1026,schenken::V,give,бүләкләү
1027,versprechen::V,promise,вәгъдә бирү
1028,wünschen::V,wish,котлау
1029,loben::V,praise,мактау
1030,küssen::V,kiss,үбү
1031,wiegen::V,rock,тирбәтү
1032,zudecken::V,cover,ябу
1033,zudecken::V,cover,бөркәү
1034,wecken::V,wake,уяту
1035,zeigen::V,show,күрсәтү
1036,führen::V,guide,йөртү
1037,lehren::V,teach,өйрәтү
1038,unterrichten::V,instruct,укыту
1039,aufziehen::V,bring up,асрау
1040,leiten::V,lead,җитәкләү
1041,antreiben::V,urge,куалау
1042,antreiben::V,urge,әйдәләү
1043,antreiben::V,urge,ашыктыру
1044,lassen::V,let,мәҗбүр итү
1045,einladen::V,invite,чакыру
1046,vereinigen::V,unite,берләштерү
1047,besuchen::V,visit,керешү
1048,treffen::V,meet,очрату
1049,sich versammeln::V,assemble,җыелышу
1050,spielen::V,play,уйнау
1051,singen::V,sing,җырлау
1052,tanzen::V,dance,бию
1053,sich trennen::V,separate,аерылу
1054,sich trennen::V,separate,ташлашу
1055,verlassen::V,leave,ташлау
1056,verlassen::V,leave,калдыру
1057,retten::V,rescue,коткару
1058,bewachen::V,guard,каравыллау
1059,schützen::V,protect,ышыклау
1060,verteidigen::V,defend,яклау
1061,verteidigen::V,defend,саклау
1062,sich schlagen::V,brawl,сугышу
1063,schießen::V,shoot,ату
1064,siegen::V,win,җиңү
1065,ärgern::V,annoy,ачуландыру
1066,schlagen::V,beat,ору
1067,schlagen::V,beat,бәрү
1068,schlagen::V,beat,тукмау
1069,treten::V,kick,тибү
1070,stechen::V,sting,кадау
1071,stoßen::V,shove,этү
1072,stehlen::V,steal,урлау
1073,stören::V,disturb,комачаулау
1074,belästigen::V,bother,борчу
1075,belästigen::V,bother,билмазалау
1076,verbergen::V,conceal,яшерү
1077,täuschen::V,deceive,алдату
1078,betrügen::V,cheat,хәрәмләшү
1079,töten::V,kill,үтерү
1080,wohnen::V,dwell,яшәү
1081,arbeiten::V,work,эшләү
1082,sammeln::V,gather,туплау
1083,pflücken::V,pick,өзү
1084,jagen::V,hunt,аулау
1085,fischen::V,fish,балык тоту
1086,fassen::V,catch,тоту
1087,hüten::V,herd,көтү
1088,treiben::V,drive,куалау
1089,anbinden::V,tie up,бәйләү
1090,füttern::V,feed,туйдыру
1091,melken::V,milk,саву
1092,hacken::V,chop,чабу
1093,gießen::V,water,сугару
1094,reifen::V,ripen,җитешү
1095,zubereiten::V,cook,пешеренү
1096,kochen::V,boil,пешерү
1097,kochen::V,boil,кайнату
1098,backen::V,bake,пешерү
1099,braten::V,fry,куыру
1100,braten::V,fry,кыздыру
1101,umrühren::V,stir,бутау
1102,umrühren::V,stir,болгату
1103,stricken::V,knit,бәйләү
1104,nähen::V,sew,тегү
1105,färben::V,dye,ману
1106,reinigen::V,clean,чистарту
1107,waschen::V,wash,юу
1108,abwischen::V,wipe,сөртү
1109,spülen::V,rinse,чайкау
1110,fegen::V,sweep,себерү
1111,kehren::V,sweep,себерү
1112,baden::V,bath,коену
1113,sich waschen::V,wash,юыну
1114,ausziehen::V,take off,чишенү
1115,anziehen::V,put on,кию
1116,sich anziehen::V,get dressed,киенү
1117,kämmen::V,comb,тарау
1118,schmücken::V,decorate,бизәү
1119,schmücken::V,decorate,бизәкләү
1120,sagen::V,say,дию
1121,sagen::V,say,әйтү
1122,sprechen::V,speak,сөйләү
1123,sprechen::V,speak,сөйләшү
1124,reden::V,talk,сөйләү
1125,sich unterhalten::V,chat,сөйләшү
1126,fragen::V,ask,сорау
1127,fragen::V,ask,сорашу
1128,bitten::V,request,үтенү
1129,erzählen::V,tell,сөйләү
1130,mitteilen::V,convey,белдерү
1131,nennen::V,name,дию
1132,rufen::V,call,дәшү
1133,prahlen::V,brag,мактану
1134,prahlen::V,brag,шапырыну
1135,übersetzen::V,translate,күчерү
1136,denken::V,think,уйлау
1137,glauben::V,believe,инану
1138,bemerken::V,notice,искәрү
1139,erkennen::V,recognize,тану
1140,begreifen::V,grasp,аңлау
1141,begreifen::V,grasp,төшенү
1142,verstehen::V,understand,аңлау
1143,verstehen::V,understand,төшенү
1144,lernen::V,learn,уку
1145,lernen::V,learn,өйрәнү
1146,wissen::V,know,белү
1147,sich erinnern an::V,remember,хәтерләү
1148,vergessen::V,forget,оныту
1149,messen::V,measure,үлчәү
1150,zählen::V,count,санау
1151,rechnen::V,calculate,исәпләү
1152,lesen::V,read,уку
1153,malen::V,paint,рәсем ясау
1154,malen::V,paint,сурәт ясау
1155,malen::V,paint,сурәтләү
1156,zeichnen::V,draw,язу-сызу
1157,zeichnen::V,draw,сурәт ясау
1158,schreiben::V,write,язу
1159,besitzen::V,own,биләү
1160,kaufen::V,buy,алу
1161,verkaufen::V,sell,сату
1162,bezahlen::V,pay for,түләү
1163,zahlen::V,pay,түләү
1164,beherrschen::V,rule,ия булу
1165,ertragen::V,endure,чыдау
