,Concept_ID,ga,hy
335,Freund::N,cara,ընկեր
336,Freund::N,cara,բարեկամ
337,Kamerad::N,comrádaí,ուղեկից
338,Angelegenheit::N,ábhar,բան
339,Angelegenheit::N,ábhar,գործ
340,Anzahl::N,líon,քանակ
341,Anzahl::N,líon,գումար
342,Art::N,sórt,տեսակ
343,Art::N,saghas,տեսակ
344,Stück::N,píosa,կտոր
345,Teil::N,cuid,մաս
346,Teil::N,páirt,մաս
347,Hälfte::N,leath,կես
348,Kreis::N,ciorcal,շիջանակ
349,Kreuz::N,cros,խաչ
350,Linie::N,líne,գիծ
351,Strich::N,stríoc,գիծ
352,Abstand::N,achar,անջրպետ
353,Entfernung::N,fad,հեռավորություն
354,Gegend::N,ceantar,շրջան
355,Platz::N,áit,տարածություն
356,Platz::N,spás,տարածություն
357,Ort::N,áit,տեղ
358,Ort::N,áit,վայր
359,Seite::N,taobh,կողմ
360,Mitte::N,lár,մեջտեղ
361,Gegenstand::N,ball,առարկա
362,Gegenstand::N,ábhar,առարկա
363,Sache::N,ní,բան
364,Sache::N,rud,բան
365,Rand::N,imeall,վերջք
366,Rand::N,ciumhais,վերջք
367,Kante::N,corr,եզր
368,Kante::N,colbha,եզր
369,Ecke::N,coirnéal,անկյուն
370,Spitze::N,gob,ծայր
371,Spitze::N,barr,ծայր
372,Ende::N,ceann,ծայր
373,Ende::N,foirceann,ծայր
374,Loch::N,poll,անցք
375,Winkel::N,cúinne,անկյուն
376,Winkel::N,uillinn,անկյուն
377,Muster::N,patrún,օրինակ
378,Größe::N,méid,մեծություն
379,Größe::N,toise,մեծություն
380,Länge::N,fad,երկարություն
381,Höhe::N,airde,բարձրություն
382,Gewicht::N,meáchan,կշիռ
383,Menge::N,méid,քանակ
384,Haufen::N,cnap,դեզ
385,Haufen::N,cnap,կույտ
386,Reihe::N,líne,շարք
387,Reihe::N,líne,կարգ
388,Reihe::N,sraith,շարք
389,Reihe::N,sraith,կարգ
390,Boot::N,bád,նավակ
391,Ruder::N,rámh,թի
392,Ruder::N,rámh,թիակ
393,Ruder::N,maide rámha,թի
394,Ruder::N,maide rámha,թիակ
395,Schlitten::N,carr sleamhnáin,բալխիր
396,Ski::N,scí,դահուկ
397,Lagerfeuer::N,tine champa,բացօդեայ կրակ
398,Last::N,ualach,բեռ
399,Gang::N,siúlóid,զբոսանք
400,Schritt::N,céim,քայլ
401,Schritt::N,coiscéim,քայլ
402,Norden::N,tuaisceart,հյուսիս
403,Süden::N,deisceart,հարավ
404,Westen::N,iarthar,արեւմուտք
405,Osten::N,oirthear,արեւելք
406,Holz::N,adhmad,փայտ
407,Brett::N,clár,տախտակ
408,Platte::N,leac,թիթեղ
409,Stütze::N,taca,նեցուկ
410,Stange::N,polla,ձող
411,Stange::N,cuaille,ձող
412,Stock::N,bata,փայտ
413,Stock::N,maide,փայտ
414,Stab::N,maide,ցուպ
415,Stab::N,maide,գավազան
416,Stab::N,bachall,ցուպ
417,Stab::N,bachall,գավազան
418,Rohr::N,píopa,խողովակ
419,Haus::N,teach,տուն
420,Heim::N,baile,տուն
421,Ofen::N,sornóg,վառարան
422,Fußboden::N,urlár,հատակ
423,Tisch::N,bord,սեղան
424,Tisch::N,tábla,սեղան
425,Stuhl::N,cathaoir,աթոռ
426,Wiege::N,cliabhán,օրորոց
427,Bett::N,leaba,անկողին
428,Regal::N,seilf,դարակ
429,Kiste::N,bosca,տուփ
430,Fenster::N,fuinneoig,պատուհան
431,Tür::N,doras,դուռ
432,Tor::N,geata,դարպաս
433,Zaun::N,fál,ցանկապատ
434,Zaun::N,claí,ցանկապատ
435,Dach::N,díon,տանիք
436,Dach::N,díon,կտուր
437,Leiter::N,dréimire,սանդուղք
438,Besen::N,scuab,ավել
439,Spaten::N,spád,բահ
440,Spaten::N,rámhainn,բահ
441,Schaufel::N,sluasaid,թի
442,Gabel::N,forc,պատառաքաղ
443,Gabel::N,gabhlóg,պատառաքաղ
444,Löffel::N,spúnóg,գդալ
445,Messer::N,scian,դանակ
446,Nagel::N,tairne,մեխ
447,Netz::N,líon,ցանց
448,Netz::N,eangach,ցանց
449,Haken::N,croch,կարթ
450,Griff::N,cos,կոթ
451,Griff::N,cos,բռնակ
452,Griff::N,hanla,կոթ
453,Griff::N,hanla,բռնակ
454,Schloss::N,glas,կողպեք
455,Bild::N,pictiúr,նկար
456,Bild::N,pictiúr,պատկեր
457,Figur::N,fíor,քանդակ
458,Figur::N,fíor,պատկեր
459,Puppe::N,bábóg,տիկնիկ
460,Beutel::N,mála,տոպրակ
461,Beutel::N,mealbhóg,տոպրակ
462,Bündel::N,beart,կապոց
463,Tasche::N,mála,պայուսակ
464,Eimer::N,buicéad,դույլ
465,Deckel::N,clár,կափարիչ
466,Deckel::N,claibín,կափարիչ
467,Geschirr::N,soithí,ամանեղեն
468,Geschirr::N,gréithe,ամանեղեն
469,Sack::N,sac,պարկ
470,Sack::N,sac,տոպրակ
471,Sack::N,mála,պարկ
472,Sack::N,mála,տոպրակ
473,Tasse::N,cupán,թաս
474,Tasse::N,cupán,գավաթ
475,Topf::N,pota,անոթ
476,Kessel::N,citeal,կաթսա
477,Essen::N,béile,կերակուր
478,Nahrung::N,bia,ուտելիք
479,Speise::N,mias,խորտիկ
480,Speise::N,mias,կերակուր
481,Fleisch::N,feoil,միս
482,Getreide::N,grán,հացահատիկ
483,Getreide::N,arbhar,հացահատիկ
484,Brei::N,brúitín,լանդակ
485,Brot::N,arán,հաց
486,Scheibe::N,píosa,կտոր
487,Scheibe::N,píosa,պատառ
488,Scheibe::N,slisne,կտոր
489,Scheibe::N,slisne,պատառ
490,Fett::N,saill,ճարպ
491,Fett::N,méathras,ճարպ
492,Butter::N,im,կարագ
493,Öl::N,ola,ձեթ
494,Salz::N,salann,աղ
495,Suppe::N,sú,սուպ
496,Suppe::N,sú,ապուր
497,Suppe::N,anraith,սուպ
498,Suppe::N,anraith,ապուր
499,Honig::N,mil,մեղր
500,Milch::N,bainne,կաթ
501,Tee::N,tae,թեյ
502,Leder::N,leathar,կաշի
503,Wolle::N,olann,բուրդ
504,Stoff::N,éadach,գործվածք
505,Nadel::N,snáthaid,ասեղ
506,Faden::N,snáth,թել
507,Knopf::N,cnaipe,կոճակ
508,Knoten::N,snaidhm,հանգույց
509,Farbe::N,péint,ներկ
510,Kleidung::N,éadaí,հագուստ
511,Hemd::N,léine,վերնաշապիկ
512,Kragen::N,bóna,օձիք
513,Ärmel::N,muinchille,թեւք
514,Hose::N,bríste,շալվար
515,Hose::N,treabhsar,շալվար
516,Gürtel::N,crios,գոտի
517,Mütze::N,caipín,կեպի
518,Schuh::N,bróg,կոշիկ
519,Stiefel::N,buatais,երկարաճիթ կոշիկ
520,Ring::N,fáinne,զնգալ
521,Band::N,ribín,ժապավեն
522,Kamm::N,cíor,սանր
523,Spiegel::N,scáthán,հայելի
524,Riemen::N,iall,փոկ
525,Riemen::N,strapa,փոկ
526,Schnur::N,téad,լար
527,Schnur::N,sreangán,լար
528,Leine::N,iall,փոկ
529,Decke::N,pluid,վերմակ
530,Decke::N,blaincéad,վերմակ
531,Kissen::N,piliúr,բարձ
532,Kissen::N,adhartán,բարձ
533,Tuch::N,scaif,թաշկինակ
534,Handtuch::N,tuáille,սրբիչ
535,Kraft::N,fórsa,ուժ
536,Stärke::N,neart,պնդություն
537,Stärke::N,neart,ամրություն
538,Gesundheit::N,sláinte,առողջություն
539,Krankheit::N,tinneas,ախտ
540,Krankheit::N,tinneas,հիվանդություն
541,Krankheit::N,breoiteacht,ախտ
542,Krankheit::N,breoiteacht,հիվանդություն
543,Schmerz::N,pian,ցավ
544,Schmerz::N,pian,տանջանք
545,Wunde::N,goin,վերք
546,Fieber::N,fiabhras,տենդ
547,Arznei::N,cógas,դեղ
548,Brücke::N,droichead,կամուրջ
549,Brunnen::N,tobar,հոր
550,Brunnen::N,tobar,ջրհոր
551,Weide::N,féarach,արոտավայր
552,Pfad::N,cosán,արահետ
553,Pfad::N,conair,արահետ
554,Weg::N,slí,ուղի
555,Weg::N,bealach,ուղի
556,Straße::N,bóthar,ճանապարհ
557,Dorf::N,sráidbhaile,գյուղ
558,Stadt::N,baile,քաղաք
559,Stadt::N,cathair,քաղաք
560,Brief::N,litir,նամակ
561,Buch::N,cín,գիրք
562,Buch::N,leabhar,գիրք
563,Buchstabe::N,litir,տառ
564,Buchstabe::N,litir,գիր
565,Zeitung::N,nuachtán,լրագիր
566,Leben::N,saol,կյանք
567,Leben::N,beatha,կյանք
568,Tod::N,bás,մահ
569,Grab::N,uaigh,գերեզման
570,Kirche::N,eaglais,եկեղեցի
571,Sünde::N,peaca,մեղք
572,Gott::N,dia,աստված
573,Arbeiter::N,oibrí,բանվոր
574,Arbeiter::N,oibrí,աշխատող
575,Chef::N,saoiste,տեր
576,Chef::N,ceannasaí,տեր
577,Meister::N,máistir,վարպետ
578,Arzt::N,lia,բժիշկ
579,Arzt::N,dochtúir,բժիշկ
580,Lehrer::N,oide,ուսուցիչ
581,Lehrer::N,múinteoir,ուսուցիչ
582,Geld::N,airgead,փող
583,Geschäft::N,gnó,գործ
584,Geschäft::N,gnó,աշխատանք
585,Laden::N,siopa,կրպակ
586,Laden::N,siopa,խանութ
587,Preis::N,praghas,գին
588,Ware::N,earra,ապրանք
589,Nutzen::N,tairbhe,օգուտ
590,Reichtum::N,rachmas,հարստություն
591,Reichtum::N,saibhreas,հարստություն
592,Welt::N,domhan,աշխարհ
593,Land::N,tír,երկիր
594,Staat::N,stát,պետություն
595,König::N,rí,արքա
596,König::N,rí,թագավոր
597,Macht::N,cumhacht,իշխանություն
598,Grenze::N,críoch,սահման
599,Grenze::N,teorainn,սահման
600,Krieg::N,cogadh,պատերազմ
601,Feind::N,namhaid,թշնամի
602,Gewalt::N,foréigean,բռնություն
603,Gewalt::N,foréigean,սաստկություն
604,Kampf::N,troid,մարտ
605,Bogen[Waffe]::N,bogha,աղեղ
606,Pfeil::N,saighead,նետ
607,Gewehr::N,gunna,հրացան
608,Fehler::N,botún,սխալ
609,Fehler::N,meancóg,սխալ
610,Lüge::N,bréag,սուտ
611,Lüge::N,éitheach,սուտ
612,Schaden::N,dochar,վնաս
613,Schaden::N,damáiste,վնաս
614,Unglück::N,drochrath,դժբախտություն
615,Schuld::N,locht,պակասություն
616,Schuld::N,milleán,պակասություն
617,Alter::N,aois,հասակ
618,Schluss::N,deireadh,վերջ
619,Schluss::N,deireadh,վախճան
620,Zeit::N,am,ժամանակ
621,Zeit::N,aimsir,ժամանակ
622,Tag::N,lá,օր
623,Morgen::N,maidin,առավոտ
624,Mittag::N,nóin,կեսօր
625,Abend::N,tráthnóna,երեկո
626,Nacht::N,oíche,գիշեր
627,Woche::N,seachtain,շաբաթ
628,Monat::N,mí,ամիս
629,Jahr::N,bliain,տարի
630,Frühling::N,earrach,գարուն
631,Sommer::N,samhradh,ամառ
632,Herbst::N,fómhar,աշուն
633,Winter::N,geimhreadh,ձմեռ
634,Januar::N,Eanáir,հունվար
635,Februar::N,Feabhra,փետրվար
636,März::N,Márta,մարտ
637,April::N,Aibreán,ապրիլ
638,Mai::N,Bealtaine,մայիս
639,Juni::N,Meitheamh,հունիս
640,Juli::N,Iúil,հուլիս
641,August::N,Lúnasa,օգոստոս
642,September::N,Meán Fómhair,սեպտեմբեր
643,Oktober::N,Deireadh Fómhair,հոկտեմբեր
644,November::N,Samhain,նոյեմբեր
645,November::N,Mí na Samhna,նոյեմբեր
646,Dezember::N,Mí na Nollag,դեկտեմբեր
647,Montag::N,Luan,երկուշաբթի
648,Montag::N,Dé Luain,երկուշաբթի
649,Dienstag::N,Máirt,երեքշաբթի
650,Dienstag::N,Dé Máirt,երեքշաբթի
651,Mittwoch::N,Céadaoin,չորեքշաբթի
652,Mittwoch::N,Dé Céadaoin,չորեքշաբթի
653,Donnerstag::N,Déardaoin,հինգշաբթի
654,Freitag::N,Aoine,ուրբաթ
655,Freitag::N,Dé hAoine,ուրբաթ
656,Samstag::N,Satharn,շաբաթ
657,Samstag::N,Dé Sathairn,շաբաթ
658,Sonntag::N,Domhnach,կիրակի
659,Sonntag::N,Dé Domhnaigh,կիրակի
660,groß::A,mór,մեծ
661,groß::A,mór,խոշոր
662,klein::A,beag,պստիկ
663,klein::A,beag,փոքրիկ
664,lang::A,fada,երկար
665,kurz::A,gearr,կարճ
666,kurz::A,gairid,կարճ
667,breit::A,leathan,լայն
668,breit::A,fairsing,լայն
669,schmal::A,cúng,նեղ
670,dicht::A,dlúth,խիտ
671,dick[Gegenstand]::A,tiubh,հաստ
672,dünn::A,caol,բարակ
673,dünn::A,tanaí,բարակ
674,fein::A,scáinte,նուրբ
675,fein::A,fíneálta,նուրբ
676,fest::A,daingean,ամուր
677,fest::A,daingean,պինդ
678,flach::A,cothrom,տափակ
679,glatt::A,mín,հարթ
680,glatt::A,sleamhain,հարթ
681,hart::A,crua,կարծր
682,weich::A,bog,մեղմ
683,weich::A,bog,փափուկ
684,rund::A,cruinn,կլոր
685,spitz::A,gobach,սրածայր
686,spitz::A,biorach,սրածայր
687,scharf::A,géar,սուր
688,scharf::A,faobhrach,սուր
689,stumpf::A,maol,գուլ
690,schwer::A,trom,ծանր
691,schön::A,álainn,սիրուն
692,schön::A,álainn,գեղեցիկ
693,heiß::A,te,թեժ
694,warm::A,te,տաք
695,warm::A,te,ջերմ
696,kalt::A,fuar,ցուրտ
697,kühl::A,fionnuar,զով
698,frisch::A,úr,թարմ
699,frisch::A,friseáilte,թարմ
700,feucht::A,tais,ղոնավ
701,nass::A,fliuch,թաց
702,trocken::A,tirim,ցամաք
703,voll::A,lán,լի
704,voll::A,lán,լիքը
705,leer::A,folamh,դատարկ
706,offen::A,oscailte,բաց
707,geschlossen::A,dúnta,գոց
708,geschlossen::A,druidte,գոց
709,sauber::A,glan,մաքուր
710,schmutzig::A,salach,կեղտոտ
711,roh::A,amh,հում
712,reif::A,aibí,հասած
713,reif::A,aibí,հասուն
714,lecker::A,blasta,համեղ
715,süß::A,milis,անուշ
716,bitter::A,searbh,կծու
717,sauer::A,géar,թթու
718,sauer::A,géar,թթված
719,sauer::A,searbh,թթու
720,sauer::A,searbh,թթված
721,hell::A,geal,պայծառ
722,hell::A,geal,խելամիտ
723,hell::A,soilseach,պայծառ
724,hell::A,soilseach,խելամիտ
725,dunkel::A,dorcha,մութ
726,schwarz::A,dubh,սեւ
727,weiß::A,bán,սպիտակ
728,rot::A,dearg,կարմիր
729,gelb::A,buí,դեղին
730,blau::A,gorm,կապույտ
731,grün::A,glas,կանաչ
732,grün::A,uaine,կանաչ
733,grau::A,liath,գորշ
734,bunt::A,ildathach,գոյնզգոյն
735,bunt::A,dathannach,գոյնզգոյն
736,billig::A,saor,էժան
737,teuer::A,daor,թանկ
738,teuer::A,costasach,թանկ
739,wertvoll::A,luachmhar,թանկարժեք
740,blind::A,dall,կույր
741,blind::A,caoch,կույր
742,taub::A,bodhar,խուլ
743,kräftig::A,cumhachtach,հզոր
744,stark::A,tréan,ուժեղ
745,stark::A,láidir,ուժեղ
746,schwach::A,lag,տկար
747,schwach::A,lag,թույլ
748,schwach::A,fann,տկար
749,schwach::A,fann,թույլ
750,fett::A,ramhar,գեր
751,schlank::A,caol,նիհար
752,schlank::A,seang,նիհար
753,hübsch::A,álainn,գրավիչ
754,hübsch::A,álainn,սիրունիկ
