,Concept_ID,kl,kk
90,Eis::N,siku,мұз
91,Frost::N,issi,суық
92,Frost::N,issik,суық
93,Kälte::N,issi,ызғар
94,Kälte::N,issi,суықтық
95,Hitze::N,kianneq,аптап
96,Hitze::N,kiassuseq,аптап
97,Raureif::N,kaneq,қырау
98,Regenbogen::N,neriusaaq,кемпірқосақ
99,Donner::N,kalleq,күн күркіреу
100,Tropfen::N,kuseriarneq,тамшы
101,Schaum::N,qapuk,көбік
102,Schmutz::N,minguk,кір
103,See::N,taseq,көл
104,Sumpf::N,maqulluk,саз
105,Wiese::N,masarsuk,шалғын
106,Hügel::N,qattuneq,төбе
107,Hügel::N,qattuneq,белес
108,Hügel::N,qattuneq,белес-белес
109,Hügel::N,majuariaq,төбе
110,Hügel::N,majuariaq,белес
111,Hügel::N,majuariaq,белес-белес
112,Hügel::N,majorajaaq,төбе
113,Hügel::N,majorajaaq,белес
114,Hügel::N,majorajaaq,белес-белес
115,Hügel::N,qaqqannguaq,төбе
116,Hügel::N,qaqqannguaq,белес
117,Hügel::N,qaqqannguaq,белес-белес
118,Berg::N,qaqqaq,тау
119,Höhle::N,qaarusuk,үңгір
120,Abhang::N,ippik,бауыр
121,Abhang::N,sivinganeq,бауыр
122,Abhang::N,sivingajaaq,бауыр
123,Abhang::N,kussangajaaq,бауыр
124,Bach::N,kuunnguaq,жылға
125,Fluss::N,kuuk,өзен
126,Ufer::N,sissap sinaa,жиек
127,Küste::N,sineriak,жиегі
128,Küste::N,sineriak,жағалау
129,Meer::N,imaq,теңіз
130,Bucht::N,ikeq,шығанақ
131,Bucht::N,kangerluk,шығанақ
132,Bucht::N,kangerliumaneq,шығанақ
133,Insel::N,qeqertaq,арал
134,Blume::N,naasoq,гүл
135,Gras::N,ivigaq,от
136,Wurzel::N,niulutaq,түбір
137,Baum::N,orpik,ағаш
138,Baum::N,orpik,дарақ
139,Stamm::N,kanaartaq,сояу
140,Stamm::N,kanaartaq,оқпан
141,Rinde::N,ameraq,қабық
142,Ast::N,avalequt,бұтақ
143,Zweig::N,avalequt,шыбық
144,Blatt::N,pilutaq,жапырақ
145,Birke::N,patitsit,қайың
146,Weide[Baum]::N,palleq,тал
147,Tanne::N,orsuerneq,шырша
148,Horn::N,nassuk,мүйіз
149,Feder::N,suluk,қаламұш
150,Fell::N,ameq,тері
151,Flügel::N,suluk,қанат
152,Flügel::N,isaroq,қанат
153,Klaue::N,kukik,тырнақ
154,Kralle::N,kukik,аяқ
155,Schwanz::N,pamioq,құйрық
156,Schwanz::N,paperuusaq,құйрық
157,Ei::N,mannik,жұмыртқа
158,Nest::N,ullut,ұя
159,Bau::N,ini,жатақ
160,Tier::N,uumasoq,айуан
161,Tier::N,uumasoq,жануар
162,Herde::N,unguukkat,пада
163,Kuh::N,ussik,сиыр
164,Bulle::N,angukulak,өгіз
165,Bulle::N,anguteralak,өгіз
166,Bulle::N,angutikulooq,өгіз
167,Schaf::N,sava,қой
168,Schwein::N,puuluki,шошқа
169,Hund::N,qimmeq,ит
170,Katze::N,puisaaq,мысық
171,Bär::N,allaq,аю
172,Eichhörnchen::N,sissinnguaq,тиін
173,Fuchs::N,terianniaq,түлкі
174,Hase::N,ukaleq,қоян
175,Maus::N,teriannguaq,қаптесер
176,Wolf::N,amaroq,бөрі
177,Wolf::N,amaroq,қасқыр
178,Vogel::N,timmiaq,құс
179,Huhn::N,kukkukooq,тауық
180,Huhn::N,kukkukooq,мекиен
181,Huhn::N,marloraaqaaq,тауық
182,Huhn::N,marloraaqaaq,мекиен
183,Hahn::N,kiasiusaq,әтеш
184,Hahn::N,kiasiusaq,қораз
185,Gans::N,nerleq,қаз
186,Adler::N,nattoralik,бүркіт
187,Eule::N,uppik,жапалақ
188,Kranich::N,qorlorfik,тырна
189,Krähe::N,tuluatsiaq,қарға
190,Kuckuck::N,kukkooq,көкек
191,Schwan::N,qussuk,аққу
192,Fisch::N,aalisagaq,балық
193,Schlange[Tier]::N,pulateriarsuk,жылан
194,Schlange[Tier]::N,pulateriaarsuk,жылан
195,Spinne::N,aasiaq,өрмекші
196,Spinne::N,nissavaarsuk,өрмекші
197,Ameise::N,uniaaluk,қүмырска
198,Laus::N,kumak,бит
199,Mücke::N,ippernaq,маса
200,Fliege::N,ippernaq,шыбын
201,Schmetterling::N,paluaq,көбелек
202,Schmetterling::N,pakkaluaq,көбелек
203,Schmetterling::N,utsuppaluaq,көбелек
204,Schmetterling::N,taqaleqisaaq,көбелек
205,Beere::N,paarmaq,жидек
206,Beere::N,paarngaq,жидек
207,Apfel::N,iipili,алма
208,Pilz::N,anngiusaq,қозықұйрық
209,Pilz::N,anngiusaq,саңыраукулақ
210,Zwiebel::N,uanitsoq,жуа
211,Saat::N,naatsiiassaq,тұқым
212,Korn::N,maannineq,дән
213,Schale::N,niutsivik,қабық
214,Schale::N,niutsivik,қабығы
215,Schale::N,ilulissaq qaartussaq,қабық
216,Schale::N,ilulissaq qaartussaq,қабығы
217,Grube::N,itersaq,ор
218,Falle::N,pualavoq,дұзақ
219,Falle::N,pualavoq,қақпан
220,Schlinge::N,orseq,ілмек
221,Schlinge::N,norloq,ілмек
222,Spur::N,tumaa,із
223,Asche::N,arsat,күл
224,Dreck::N,minguk,былғаныш
225,Eisen::N,savimineq,темір
226,Eisen::N,saffiugassaq,темір
227,Gold::N,kuulti,алтын
228,Silber::N,siilviuvoq,күміс
229,Kohle::N,aamarsuit aamaruutissat,көмір
230,Glas::N,igalaaq,шыны
231,Glas::N,imertarfik,шыны
232,Glas::N,igalaamineq,шыны
233,Lehm::N,marraq,балшық
234,Sand::N,sioqqat,құм
235,Mensch::N,inuk,адам
236,Mensch::N,silamiu,адам
237,Mann::N,angut,еркек
238,Mann::N,angut,ер адам
239,Frau::N,arnaq,бике
240,Frau::N,arnaq,қатын
241,Kind::N,meeraq,бала
242,Kind::N,meeraq,перзент
243,Junge::N,nukappiaraq,бала
244,Junge::N,nukappiaraq,ер бала
245,Mädchen::N,arnannguaq,қыз
246,Familie::N,ilaqutakka,жанұя
247,Familie::N,ilaqutariit,жанұя
248,Großvater::N,aatak,ата
249,Großmutter::N,aanaq,әже
250,Großmutter::N,aanaq,әжей
251,Eltern::N,angajoqqaat,ата-аналар
252,Vater::N,ataata,әке
253,Vater::N,ataataq,әке
254,Mutter::N,anaana,ана
255,Sohn::N,erneq,ұл
256,Tochter::N,panik,қызым
257,Bruder::N,ani,бауырым
258,Bruder::N,aqqaluk,бауырым
259,Bruder::N,qatanngut,бауырым
260,Schwester::N,naja,әпке
261,Schwester::N,aleqa,әпке
262,Schwester::N,qatanngut,әпке
263,Onkel::N,akkak,көке
264,Tante::N,aja,тәте
265,Tante::N,ajak,тәте
266,Tante::N,atsak,тәте
267,Ehemann::N,ui,ер
268,Ehefrau::N,nuliaq,зайып
269,Freude::N,tipaatsussuseq,қуаныш
270,Freude::N,tipaatsussuseq,сүйініш
271,Freude::N,tipaatsussuseq,шат-думан
272,Freude::N,tipaatsussuseq,қуаныштылық
273,Gelächter::N,illaq,күлу
274,Glück::N,usornaat,бақыт
275,Glück::N,usornaat,бақыттылық
276,Glück::N,usornarsuseq,бақыт
277,Glück::N,usornarsuseq,бақыттылық
278,Wunsch::N,kissaat,мүдде
279,Lust::N,illigussuseq,тәбет
280,Lust::N,illigussuseq,ынтызар
281,Lust::N,illigussuseq,құштарлық
282,Lust::N,piummaseq,тәбет
283,Lust::N,piummaseq,ынтызар
284,Lust::N,piummaseq,құштарлық
285,Geist::N,anerneq,рух
286,Geist::N,toornaq,рух
287,Gedanke::N,isumassaq,ой
288,Gedächtnis::N,eqqaamannissuseq,ес
289,Gedächtnis::N,eqqaamannissuseq,жады
290,Gedächtnis::N,eqqaamannissuseq,ақыл-ес
291,Verstand::N,isuma,ақыл
292,Verstand::N,isuma,парасат
293,Verstand::N,sianissut,ақыл
294,Verstand::N,sianissut,парасат
295,Verstand::N,misigissut,ақыл
296,Verstand::N,misigissut,парасат
297,Verstand::N,sianissuseq,ақыл
298,Verstand::N,sianissuseq,парасат
299,Verstand::N,silaqassuseq,ақыл
300,Verstand::N,silaqassuseq,парасат
301,Sinn::N,isuma,мән
302,Sinn::N,isuma,маныз
303,Sinn::N,isuma,мағына
304,Sinn::N,isuma,мән-мағына
305,Grund::N,patsit,себеп
306,Wahrheit::N,sallusuissut,рас
307,Märchen::N,oqalualaarut,ертеп
308,Märchen::N,oqalualaarut,ертек
309,Märchen::N,oqaluasaaq,ертеп
310,Märchen::N,oqaluasaaq,ертек
311,Erzählung::N,oqaluttuaq,әңгіме
312,Nachricht::N,oqaassut,хабар
313,Nachricht::N,oqqersuut,хабар
314,Neuigkeit::N,tusarnartaq,жаңалық
315,Name::N,ateq,ат
316,Name::N,ateq,атау
317,Rätsel::N,nalorsitsaarut,жұмбақ
318,Rede::N,oqaluuseq,сөз
319,Sprache::N,oqaatsit,тіл
320,Stimme::N,erinaq,үн
321,Stimme::N,erinaq,әуен
322,Stimme::N,erinaq,дауыс
323,Stimme::N,qarluuseq,үн
324,Stimme::N,qarluuseq,әуен
325,Stimme::N,qarluuseq,дауыс
326,Wort::N,oqaasii,сөз
327,Zeichen::N,nalunaaqqut,ишара
328,Ruf::N,qaaqqussut,айғай
329,Lärm::N,perpaluk,айғай-шу
330,Lärm::N,perpaluk,айғай-ұйғай
331,Laut::N,torsukattak,дыбыс
332,Laut::N,torsukattak,дауыс
333,Ton::N,erinaq,әуен
334,Lied::N,taalliaq,ән
335,Lied::N,taalliaq,жыр
336,Lied::N,taalliaq,ән-жыр
337,Lied::N,erinarsuut,ән
338,Lied::N,erinarsuut,жыр
339,Lied::N,erinarsuut,ән-жыр
340,Ruhe::N,qatsunganeq,тыныштық
341,Leute::N,inuiak,кісілер
342,Leute::N,inuiaqatigiit,кісілер
343,Volk::N,inuiaat,халық
344,Arbeit::N,suliaq,еңбек
345,Gast::N,qaaqqusaq,қонақ
346,Gast::N,qaaqqusaq,мейман
347,Geschenk::N,pajugut,қадия
348,Hilfe::N,annertoqqut,жэрдем
349,Freund::N,tiliaq,дос
350,Freund::N,ikinngut,дос
351,Kamerad::N,tiliaq,дос-жар
352,Kamerad::N,ikinngut,дос-жар
353,Art::N,ileqquuseq,түр
354,Stück::N,nakkaalaniku,тілім
355,Teil::N,tassiaasat,үлес
356,Teil::N,tassiaasat,бөлшек
357,Hälfte::N,affaq,жарты
358,Kreis::N,kaajaluinneq or kaajaluitsoq,шеңбер
359,Kreuz::N,sanningasulik,крест
360,Linie::N,tittaq,сызық
361,Linie::N,titarneq,сызық
362,Abstand::N,aku,ара
363,Abstand::N,aku,аралық
364,Abstand::N,ikiaq,ара
365,Abstand::N,ikiaq,аралық
366,Entfernung::N,asi,аралық
367,Gegend::N,nuna,өңір
368,Platz::N,ini,орны
369,Platz::N,inissaq,орны
370,Ort::N,sumiiffik,орын
371,Seite::N,saneraq,жақ
372,Seite::N,saneraq,бүйір
373,Mitte::N,qiteq,ортасы
374,Sache::N,pigisaq,бұйым
375,Rand::N,sini,шет
376,Rand::N,sini,шеті
377,Rand::N,akerfineq,шет
378,Rand::N,akerfineq,шеті
379,Kante::N,akerfineq,қыр
380,Kante::N,akerfineq,қыры
381,Ecke::N,teqeqqoq,қыры
382,Ecke::N,teqeqqoq,бұрыш
383,Ecke::N,tikeqqoq,қыры
384,Ecke::N,tikeqqoq,бұрыш
385,Spitze::N,inngik,ұшы
386,Ende::N,isu,аяқ
387,Ende::N,isu,соңы
388,Loch::N,putu,тесік
389,Winkel::N,teqeqqorissaat,мүйіс
390,Muster::N,ilisserut,мәнер
391,Größe::N,angissuseq,ауқым
392,Größe::N,angissuseq,көлемдік
393,Länge::N,takissuseq,бой
394,Länge::N,takissuseq,ұзындық
395,Gewicht::N,oqimaalutaq,салмақ
396,Menge::N,amerlassuseq,мөлшер
397,Haufen::N,eqimattat,үйме
398,Haufen::N,eqimattat,үйінді
399,Reihe::N,allunaasaq,сап
400,Boot::N,qajaq,қайық
401,Boot::N,angallat,қайық
402,Boot::N,umiatsiaq,қайық
403,Ruder::N,iput,ескек
404,Schlitten::N,qamutit,шана
405,Schlitten::N,qimusseq,шана
406,Ski::N,ataarut,шаңғы
407,Last::N,nammagaq,ауырлық
408,Last::N,nammagaq,ауыр зат
409,Schritt::N,allorneq,адым
410,Norden::N,avannaq,солтүстік
411,Norden::N,avannaq,терістік
412,Süden::N,qava,оңтүстік
413,Süden::N,kujat,оңтүстік
414,Süden::N,kujataa,оңтүстік
415,Westen::N,kitaa,батыс
416,Osten::N,kangi,күншығыс
417,Holz::N,qisuk,ағаш
418,Holz::N,qisuk,сүрек
419,Brett::N,salliligaq,тақта
420,Platte::N,qaateq,тақта
421,Stütze::N,ajagutaq,тіреу
422,Stütze::N,ajaagutaq,тіреу
423,Stange::N,kaaviffik,қада
424,Stock::N,ajaappissat,сойыл
425,Stab::N,ajaappissat,сырық
426,Rohr::N,sullulik,құбыр
427,Haus::N,illu,үй
428,Ofen::N,kissarsuut,ошақ
429,Ofen::N,kissarsuut,пеш
430,Fußboden::N,nateq,еден
431,Tisch::N,allattarfik,үстел
432,Stuhl::N,issiavik,орындық
433,Stuhl::N,issiaffik,орындық
434,Wiege::N,uaasoq,бесік
435,Bett::N,nallavik,кереует
436,Regal::N,ilisivik,сөре
437,Kiste::N,sakissat,жәшік
438,Kiste::N,illerfiusaq,жәшік
439,Fenster::N,aki,терезе
440,Fenster::N,igalaaq,терезе
441,Tür::N,matu,есік
442,Tor::N,isaaffik,дарбаза
443,Zaun::N,saputit,дуал
444,Dach::N,qaliaq,шатыр
445,Leiter::N,tummeqqat,саты
446,Leiter::N,tummeqqat,басқыш
447,Leiter::N,majuartarfiit,саты
448,Leiter::N,majuartarfiit,басқыш
449,Besen::N,saligutit,сыпырғыш
450,Spaten::N,nivaataq,күрек
451,Schaufel::N,nivaataq,қалақ
452,Gabel::N,qilluaq,аша
453,Gabel::N,qilluaq,шанышқы
454,Gabel::N,ajassaatit,аша
455,Gabel::N,ajassaatit,шанышқы
456,Löffel::N,alussaat,қасық
457,Messer::N,savik,пышақ
458,Nagel::N,kukik,мық
459,Nagel::N,kukik,шеге
460,Netz::N,anguffaseq,керегекөз
461,Haken::N,nissik,ілмек
462,Haken::N,qarsorsaq,ілмек
463,Haken::N,qarsorsartoq,ілмек
464,Griff::N,ipi,сап
465,Griff::N,ipi,тұтқа
466,Schloss::N,illussaarsuaq,құлып
467,Schloss::N,illussaarsuaq,бекіткіш
468,Bild::N,assiliaq,сурет
469,Figur::N,kisitsit,тұлға
470,Puppe::N,inuusaq,қуыршақ
471,Bündel::N,qilertaq,байлам
472,Tasche::N,pooqattaq,дорба
473,Deckel::N,matu,жапқыш
474,Geschirr::N,anut,ыдыс
475,Tasse::N,tiitorfik,шыныаяқ
476,Tasse::N,tiitorfiup ilorlia,шыныаяқ
477,Topf::N,qoqqoq,кәстрөл
478,Kessel::N,uunnaavik,қазан
479,Essen::N,igaaq,ас
480,Nahrung::N,neqissaq,ас
481,Nahrung::N,neqissaq,тамақ
482,Speise::N,nerisassat,тағам
483,Fleisch::N,neqi,ет
484,Getreide::N,maannineq,дәнді
485,Brot::N,iffit,күлше
486,Brot::N,iffiaq,күлше
487,Scheibe::N,igalaassiaq,тілім
488,Fett::N,tarnutissaq,май
489,Fett::N,tarnutissiaq,май
490,Butter::N,punneq,май
491,Öl::N,uulia,май
492,Salz::N,taratsut,тұз
493,Suppe::N,qajoq,көже
494,Honig::N,tungusunnitsuut,бал
495,Milch::N,immuk,сүт
496,Tee::N,tii,шай
497,Tee::N,teeq,шай
498,Wolle::N,nuersagassiaq,жүн
499,Stoff::N,milliaq,мата
500,Stoff::N,milliaq,кездеме
501,Stoff::N,qarlissiaq,мата
502,Stoff::N,qarlissiaq,кездеме
503,Nadel::N,meqqut,ине
504,Faden::N,ujalussiaq,жіп
505,Knopf::N,attat,түйме
506,Knoten::N,akeroq,түйін
507,Knoten::N,qilerneq,түйін
508,Farbe::N,qalipaat,рең
509,Kleidung::N,atisat,киім
510,Kleidung::N,annoraaq,киім
511,Hemd::N,ilupaaq,жейде
512,Kragen::N,qungasiinnaq,жаға
513,Ärmel::N,aaq,жең
514,Hose::N,qarliit,шалбар
515,Gürtel::N,qiterut,белбеу
516,Gürtel::N,unngersaq,белбеу
517,Mütze::N,nasaq,қалпақ
518,Schuh::N,skuu,кебіс
519,Schuh::N,ikernuk,кебіс
520,Schuh::N,ateraasaq,кебіс
521,Stiefel::N,kamik,етік
522,Ring::N,assammiu,жүзік
523,Band::N,qilerutissiaq,таспа
524,Kamm::N,illaagutit,тарақ
525,Kamm::N,illaajaatit pl.,тарақ
526,Spiegel::N,tarrarsuut,айна
527,Riemen::N,allunaaq,қайыс
528,Schnur::N,kujaaq,жіп
529,Schnur::N,allunaasaq,жіп
530,Leine::N,aleq,тізгін
531,Decke::N,qipik,көрпе
532,Kissen::N,akit,жастық
533,Tuch::N,qarlissiaq,орамал
534,Handtuch::N,allarut,сүлгі
535,Handtuch::N,allarterut,сүлгі
536,Kraft::N,pissak,қуат
537,Kraft::N,pissak,қарқын
538,Kraft::N,pissak,әл-шама
539,Kraft::N,pissak,әл-дәрмен
540,Stärke::N,qerattarsaat,әл
541,Stärke::N,qerattarsaat,күш
542,Gesundheit::N,peqqisusseq,денсаулык
543,Krankheit::N,nappaat,ауру
544,Schmerz::N,anniaat,ауру
545,Wunde::N,iki,зақым
546,Wunde::N,iki,жарақат
547,Fieber::N,nappaat qanimanartoq,безгек
548,Fieber::N,nappaat qanimanartoq,қалтырау
549,Fieber::N,nappaat qanimanartoq,қызу көтерілуі
550,Arznei::N,imigassaq,дәрі
551,Arznei::N,imigassaq,дәрі-дәрмек
552,Brücke::N,ikaartarfik,көпір
553,Brunnen::N,tissaluttuliaq,құдық
554,Weide::N,masarsuk,өріс
555,Weide::N,masarsuk,жайылым
556,Pfad::N,aqqut,жол
557,Weg::N,aggerfik,жол
558,Straße::N,aqqusineq,жол
559,Dorf::N,nunaqarfik,ауыл
560,Stadt::N,illorpaat,қала
561,Stadt::N,illorpaat,шаһар
562,Stadt::N,illorpalik,қала
563,Stadt::N,illorpalik,шаһар
564,Brief::N,allagarsiaq,хат
565,Brief::N,allagarsiaq,жазу
566,Buch::N,atuakkat,кітап
567,Buch::N,mappersagaq,кітап
568,Buchstabe::N,naqinneq,әріп
569,Buchstabe::N,naqinneq,қаріп
570,Zeitung::N,aviisi,газет
571,Leben::N,inuussuseq,өмір
572,Leben::N,inuussuseq,тіршілік
573,Tod::N,toqu,опат
574,Tod::N,toquneq,опат
575,Grab::N,iliveq,мола
576,Grab::N,iliveq,мазар
577,Grab::N,illissat,мола
578,Grab::N,illissat,мазар
579,Kirche::N,oqaluffik,шіркеу
580,Sünde::N,ajorti,күнә
581,Arbeiter::N,sulisoq,жүмысшы
582,Chef::N,ittoqut,басшы
583,Chef::N,ittoqut,жұмыс басқарушысы
584,Meister::N,naalagaq,шебер
585,Meister::N,naalagaq,өнерпаз
586,Arzt::N,katsorsaasoq,дәрігер
587,Lehrer::N,ilinniartitsisoq,мұғалім
588,Geld::N,aningaasat,пұл
589,Geschäft::N,niuertarfik,бизнес
590,Laden::N,niuertarfik,дүкен
591,Preis::N,aki,ақы
592,Preis::N,aki,құны
593,Preis::N,aki,нарық
594,Ware::N,qaliata pii,тауар
595,Ware::N,nioqqutissaq,тауар
596,Nutzen::N,iluaqut,пайда
597,Welt::N,nunarsuaq,әлем
598,Welt::N,nunarsuaq,жиһан
599,Land::N,nuna,аймақ
600,König::N,kunngi,патша
601,Macht::N,pissaassuseq,өкімет
602,Macht::N,pissaassuseq,қожалық
603,Grenze::N,killik,шек
604,Krieg::N,sorsunneq,соғыс
605,Feind::N,akeraq,жау
606,Feind::N,akeraq,дұшпан
607,Feind::N,akerartorti,жау
608,Feind::N,akerartorti,дұшпан
609,Feind::N,qinngarsuisoq,жау
610,Feind::N,qinngarsuisoq,дұшпан
611,Kampf::N,sorsunneq,күрес
612,Kampf::N,sorsunneq,алыспақ
613,Pfeil::N,qalugiusaq,жебе
614,Gewehr::N,aallaat,қару
615,Fehler::N,kukkuneq,әбес
616,Fehler::N,kukkuneq,қаталық
617,Fehler::N,paarlaappaa,әбес
618,Fehler::N,paarlaappaa,қаталық
619,Unglück::N,perluut,пәле
620,Unglück::N,perluut,қасырет
621,Unglück::N,perluut,ауыртпалық
622,Schuld::N,akiitsugaq,айыптылық
623,Schuld::N,akiligassaq,айыптылық
624,Alter::N,utoqqaq,жас
625,Alter::N,utoqqaq,жас шамасы
626,Schluss::N,isu,ада
627,Schluss::N,isu,бітуі
628,Zeit::N,ulloq,уақыт
629,Zeit::N,akuttoqatigiinneq,уақыт
630,Tag::N,ulloq,күн
631,Morgen::N,ullaaq,таң
632,Morgen::N,ullaaq,таңертең
633,Mittag::N,ulloqeqqa,талтүс
634,Abend::N,unnuk,кеш
635,Nacht::N,unnuaq,түн
636,Woche::N,sapaatip akunnera,апта
637,Monat::N,qaammat,ай
638,Jahr::N,ukioq,жыл
639,Frühling::N,upernaaq,көктем
640,Sommer::N,aasaq,жаз
641,Herbst::N,ukiaq,күз
642,Winter::N,ukioq,қыс
643,Januar::N,siulleeq,каңтар
644,Januar::N,qaammaliaq,каңтар
645,Februar::N,aarlaat,ақпан
646,März::N,marsi,наурыз
647,März::N,martsi,наурыз
648,Mai::N,maaji,мамыр
649,Juni::N,juuni,маусым
650,Juli::N,juuli,шілде
651,August::N,aggusti,сүмбіле
652,August::N,aggusti,тамыз
653,September::N,septembari,қыркүйек
654,Oktober::N,oktobari,ақырап
655,November::N,novembari,қараша
656,Dezember::N,detsembari,желтоқсан
657,Montag::N,ataasinngortoq,дүйсенбі
658,Dienstag::N,marlunngorneq,сейсенбі
659,Mittwoch::N,pingasunngorneq,сәрсенбі
660,Donnerstag::N,sisamanngorneq,бейсенбі
661,Freitag::N,tallimanngorneq,жұма
662,Samstag::N,arfininngorneq,сенбі
663,Sonntag::N,sapaat,жексембі
664,Sonntag::N,sapaati,жексембі
665,groß::A,angivoq,алпамсадай
666,klein::A,mikivoq,кішкене
667,klein::A,mikivoq,қарғадай
668,lang::A,takisooq,сопақ
669,lang::A,takisooq,сорайған
670,kurz::A,naatsoq,кеспелтек
671,breit::A,silippoq,айдынды
672,schmal::A,amitsoq,қысық
673,dicht::A,torsusooq,жиі
674,dick[Gegenstand]::A,issuvoq,шомбал
675,dick[Gegenstand]::A,issusooq,шомбал
676,dünn::A,amitsoq,жұқа
677,dünn::A,amitsoq,жіңішке
678,fein::A,mamarpoq,қаңылтақ
679,fest::A,tangeqarpoq,берік
680,fest::A,tangeqarpoq,мызғымас
681,flach::A,nalimmappoq,жалпак
682,glatt::A,quasak,типыл
683,hart::A,mattusooq,қатты
684,hart::A,manngerpoq,қатты
685,hart::A,titeqquluppoq,қатты
686,weich::A,nerumaarpoq,жұмсақ
687,rund::A,ammallorippoq,домалақ
688,spitz::A,qummukujooq,үшкір
689,scharf::A,ipippoq,сүйрік
690,stumpf::A,anngerpoq,доғал
691,stumpf::A,anngerpoq,өтпейтін
692,schwer::A,oqimaappoq,салмақты
693,schön::A,kusanarpoq,сұлу
694,heiß::A,kiappoq,ыссы
695,warm::A,oqorpoq,жылы
696,kalt::A,issippoq,аязды
697,kühl::A,pueqqortippoq,салқын
698,feucht::A,isugutavoq,нам
699,feucht::A,isugutavoq,дымқылды
700,feucht::A,qaasernarpoq,нам
701,feucht::A,qaasernarpoq,дымқылды
702,nass::A,imerorpoq,сулы
703,trocken::A,panerpoq,құрғақ
704,voll::A,ulikkaarpoq,толы
705,leer::A,imaattuarpoq,бос
706,offen::A,ammavoq,ашып қойылған
707,geschlossen::A,matuvoq,жабулы
708,sauber::A,eqqippoq,дақсыз
709,sauber::A,eqqippoq,мұнтаздай
710,sauber::A,sukuluippoq,дақсыз
711,sauber::A,sukuluippoq,мұнтаздай
712,sauber::A,ipeqanngilaq,дақсыз
713,sauber::A,ipeqanngilaq,мұнтаздай
714,schmutzig::A,tapappoq,айғыз
715,schmutzig::A,tapappoq,сатпақ
716,schmutzig::A,tapappoq,сатал-сатал
717,schmutzig::A,minguppoq,айғыз
718,schmutzig::A,minguppoq,сатпақ
719,schmutzig::A,minguppoq,сатал-сатал
720,roh::A,aapavoq,шикі
721,reif::A,qaarulerpoq,піскен
722,süß::A,tungusunnippoq,тәтті
723,bitter::A,qasilippoq,ащы
