,Concept_ID,be,he
316,Höhe::N,вышыня,גבה
317,Gewicht::N,вага,משקל
318,Menge::N,колькасць,כמות
319,Haufen::N,куча,ערמה
320,Reihe::N,рад,רצף
321,Boot::N,лодка,סירה
322,Ruder::N,вясло,משוט
323,Schlitten::N,сані,מזחלת
324,Ski::N,лыжа,מגלשים
325,Lagerfeuer::N,вогнішча,מדורה
326,Last::N,цяжар,משא
327,Gang::N,ход,הליכה
328,Schritt::N,шаг,צעד
329,Schritt::N,крок,צעד
330,Norden::N,поўнач,צפון
331,Süden::N,поўдзень,דרום
332,Westen::N,захад,מערב
333,Osten::N,усход,מזרח
334,Holz::N,дрэва,עץ
335,Holz::N,драўніна,עץ
336,Brett::N,дошка,קרש
337,Platte::N,пліта,לוח
338,Stütze::N,падпорка,משען
339,Stange::N,жэрдка,מוט
340,Stock::N,палка,מקל
341,Stab::N,шост,מוט
342,Rohr::N,труба,צנור
343,Haus::N,дом,בית
344,Heim::N,дом,בית
345,Heim::N,хата,בית
346,Ofen::N,печ,תנור
347,Fußboden::N,падлога,רצפה
348,Tisch::N,стол,שלחן
349,Stuhl::N,стул,כסא
350,Stuhl::N,крэсла,כסא
351,Wiege::N,калыска,ערש
352,Bett::N,ложак,מטה
353,Bett::N,пасцель,מטה
354,Regal::N,паліца,מדף
355,Kiste::N,скрынка,תבה
356,Kiste::N,скрынка,ארגז
357,Fenster::N,акно,חלון
358,Tür::N,дзверы,דלת
359,Tor::N,вароты,שער
360,Zaun::N,агароджа,גדר
361,Dach::N,дах,גג
362,Leiter::N,лесвіца,סלם
363,Besen::N,мятла,מטאטא
364,Spaten::N,лапата,את
365,Spaten::N,жалязняк,את
366,Schaufel::N,шуфлік,את
367,Schaufel::N,лапатка,את
368,Gabel::N,відэлец,מזלג
369,Löffel::N,лыжка,כף
370,Messer::N,нож,סכין
371,Nagel::N,цвік,מסמר
372,Netz::N,сетка,רשת
373,Haken::N,крук,וו
374,Haken::N,крук,קרס
375,Griff::N,ручка,ידית
376,Schloss::N,замок,מנעול
377,Bild::N,карціна,תמונה
378,Figur::N,фігура,פסל
379,Puppe::N,лялька,בבה
380,Beutel::N,мяшок,שק
381,Bündel::N,вязка,צרור
382,Tasche::N,торба,שקית
383,Eimer::N,вядро,דלי
384,Deckel::N,накрыўка,מכסה
385,Geschirr::N,пасуда,כלים
386,Sack::N,мех,שק
387,Tasse::N,кубак,ספל
388,Topf::N,каструля,סיר
389,Kessel::N,кацёл,קנקן
390,Essen::N,ежа,אכל
391,Essen::N,ежа,ארוחה
392,Nahrung::N,харч,הזנה
393,Nahrung::N,харч,תזונה
394,Speise::N,страва,מאכל
395,Speise::N,страва,ארוחה
396,Fleisch::N,мяса,בשר
397,Getreide::N,збожжа,דגן
398,Brei::N,каша,מחית
399,Brot::N,хлеб,לחם
400,Scheibe::N,луста,עגול
401,Scheibe::N,луста,פרוסה
402,Scheibe::N,скібка,עגול
403,Scheibe::N,скібка,פרוסה
404,Fett::N,тлушч,שמן
405,Butter::N,масла,חמאה
406,Öl::N,алей,שמן
407,Salz::N,соль,מלח
408,Suppe::N,суп,מרק
409,Honig::N,мёд,דבש
410,Milch::N,малако,חלב
411,Tee::N,чай,תה
412,Tee::N,гарбата,תה
413,Leder::N,скура,עור
414,Wolle::N,воўна,צמר
415,Stoff::N,тканіна,בד
416,Stoff::N,тканіна,אריג
417,Nadel::N,іголка,מחט
418,Faden::N,нітка,חוט
419,Knopf::N,гузік,כפתור
420,Knoten::N,вузел,קשר
421,Farbe::N,фарба,צבע
422,Kleidung::N,адзенне,בגדים
423,Hemd::N,кашуля,חלצה
424,Kragen::N,каўнер,צוארון
425,Ärmel::N,рукаў,שרוול
426,Hose::N,штаны,מכנסים
427,Gürtel::N,пояс,חגורה
428,Mütze::N,шапка,כובע
429,Schuh::N,чаравік,נעל
430,Stiefel::N,бот,מגף
431,Ring::N,кольца,טבעת
432,Band::N,стужка,סרט
433,Kamm::N,расчоска,מסרק
434,Spiegel::N,люстра,מראה
435,Riemen::N,рэмень,רצועה
436,Schnur::N,вяроўка,חבל
437,Leine::N,павадок,מושכות
438,Decke::N,коўдра,שמיכה
439,Kissen::N,падушка,כרית
440,Tuch::N,хустка,צעיף
441,Handtuch::N,ручнік,מגבת
442,Kraft::N,сіла,כוח
443,Stärke::N,моц,און
444,Gesundheit::N,здароўе,בריאות
445,Krankheit::N,хвароба,מחלה
446,Schmerz::N,боль,כאב
447,Wunde::N,рана,פציעה
448,Fieber::N,гарачка,חם
449,Fieber::N,ліхаманка,חם
450,Arznei::N,лекі,תרופה
451,Brücke::N,мост,גשר
452,Brunnen::N,калодзеж,באר
453,Weide::N,паша,אחו
454,Weide::N,паша,מרעה
455,Pfad::N,сцежка,שביל
456,Pfad::N,сцежка,מדרכה
457,Weg::N,шлях,דרך
458,Weg::N,дарога,דרך
459,Straße::N,вуліца,כביש
460,Dorf::N,вёска,כפר
461,Stadt::N,горад,עיר
462,Brief::N,ліст,מכתב
463,Brief::N,пісьмо,מכתב
464,Buch::N,кніга,ספר
465,Buchstabe::N,літара,אות
466,Zeitung::N,газета,עתון
467,Leben::N,жыццё,חיים
468,Tod::N,смерць,מות
469,Grab::N,магіла,קבר
470,Kirche::N,касцёл,כנסיה
471,Kirche::N,царква,כנסיה
472,Sünde::N,грэх,חטא
473,Gott::N,бог,אל
474,Arbeiter::N,рабочы,פועל
475,Chef::N,начальнік,ראש
476,Chef::N,начальнік,מנהל
477,Meister::N,майстар,ממחה
478,Arzt::N,урач,רופא
479,Lehrer::N,настаўнік,מורה
480,Geld::N,грошы,כסף
481,Geschäft::N,заняцце,עסקה
482,Laden::N,крама,חנות
483,Laden::N,магазін,חנות
484,Preis::N,цана,מחיר
485,Ware::N,тавар,סחורה
486,Nutzen::N,выгада,תועלת
487,Reichtum::N,багацце,עשר
488,Welt::N,свет,עולם
489,Land::N,краіна,ארץ
490,Staat::N,дзяржава,מדינה
491,König::N,кароль,מלך
492,Macht::N,улада,כוח
493,Grenze::N,граніца,גבול
494,Krieg::N,вайна,מלחמה
495,Feind::N,вораг,אויב
496,Gewalt::N,насілле,אלימות
497,Kampf::N,барацьба,קרב
498,Kampf::N,барацьба,לחימה
499,Bogen[Waffe]::N,лук,קשת
500,Pfeil::N,страла,חץ
501,Gewehr::N,ружжо,רובה
502,Fehler::N,памылка,טעות
503,Lüge::N,хлусня,שקר
504,Schaden::N,шкода,נזק
505,Unglück::N,ліха,מזל רע
506,Unglück::N,бядота,מזל רע
507,Schuld::N,віна,אשמה
508,Alter::N,узрост,גיל
509,Schluss::N,канец,סיום
510,Zeit::N,час,זמן
511,Tag::N,дзень,יום
512,Morgen::N,ранак,בקר
513,Morgen::N,раніца,בקר
514,Mittag::N,паўдня,צהרים
515,Mittag::N,поўдзень,צהרים
516,Abend::N,вечар,ערב
517,Nacht::N,ноч,לילה
518,Woche::N,тыдзень,שבוע
519,Monat::N,месяц,חדש
520,Jahr::N,год,שנה
521,Frühling::N,вясна,אביב
522,Sommer::N,лета,קיץ
523,Herbst::N,восень,סתו
524,Winter::N,зіма,חרף
525,Januar::N,студзень,ינואר
526,Februar::N,люты,פברואר
527,März::N,сакавік,מרץ
528,April::N,красавік,אפריל
529,Mai::N,май,מאי
530,Mai::N,травень,מאי
531,Juni::N,чэрвень,יוני
532,Juli::N,ліпень,יולי
533,August::N,жнівень,אוגוסט
534,September::N,верасень,ספטמבר
535,Oktober::N,кастрычнік,אוקטובר
536,November::N,лістапад,נובמבר
537,Dezember::N,снежань,דצמבר
538,Montag::N,панядзелак,יום שני
539,Dienstag::N,аўторак,יום שלישי
540,Mittwoch::N,серада,יום רביעי
541,Donnerstag::N,чацвер,יום חמישי
542,Freitag::N,пятніца,יום ששי
543,Samstag::N,субота,יום שבת
544,Sonntag::N,нядзеля,יום ראשון
545,groß::A,вялікі,גדול
546,klein::A,маленькі,קטן
547,lang::A,доўгі,ארך
548,kurz::A,кароткі,קצר
549,breit::A,шырокі,רחב
550,schmal::A,вузкі,צר
551,dicht::A,густы,צפוף
552,dick[Gegenstand]::A,тоўсты,עבה
553,dünn::A,тонкі,דק
554,fein::A,тонкі,מעדן
555,fest::A,моцны,מוצק
556,flach::A,плоскі,שטוח
557,glatt::A,гладкі,חלק
558,hart::A,цвёрды,קשיח
559,weich::A,мяккі,רך
560,rund::A,круглы,עגל
561,spitz::A,спічасты,חד
562,spitz::A,востраканцовы,חד
563,scharf::A,востры,חד
564,stumpf::A,тупы,קהה
565,schwer::A,цяжкі,כבד
566,schön::A,прыгожы,יפה
567,heiß::A,гарачы,חם
568,warm::A,цёплы,חם
569,kalt::A,холадны,קר
570,kühl::A,халаднаваты,צונן
571,frisch::A,свежы,טרי
572,feucht::A,вільготны,לח
573,nass::A,мокры,רטוב
574,trocken::A,сухі,יבש
575,voll::A,поўны,מלא
576,leer::A,пусты,ריק
577,offen::A,адкрыты,פתוח
578,offen::A,адчынены,פתוח
579,geschlossen::A,закрыты,סגור
580,geschlossen::A,зачынены,סגור
581,sauber::A,чысты,נקי
582,schmutzig::A,брудны,מלכלך
583,roh::A,сыры,חי
584,reif::A,спелы,בשל
585,lecker::A,смачны,טעים
586,süß::A,салодкі,מתוק
587,bitter::A,горкі,מר
588,sauer::A,кіслы,חמוץ
589,hell::A,светлы,בהיר
590,dunkel::A,цёмны,עמום
591,schwarz::A,чорны,שחר
592,weiß::A,белы,לבן
593,rot::A,чырвоны,אדם
594,gelb::A,жоўты,צהב
595,blau::A,сіні,כחל
596,grün::A,зялёны,ירק
597,grau::A,шэры,אפר
598,bunt::A,пяресты,צבעוני
599,billig::A,танны,זול
600,teuer::A,дарагі,יקר
601,wertvoll::A,цэнны,יקר ערך
602,wertvoll::A,каштоўны,יקר ערך
603,blind::A,сляпы,עור
604,taub::A,глухі,חרש
605,kräftig::A,магутны,חסן
606,stark::A,сільны,חזק
607,schwach::A,слабы,חלש
608,fett::A,тлусты,שמן
609,schlank::A,стройны,רזה
610,hübsch::A,чароўны,יפה תאר
611,böse::A,злы,רשע
612,dumm::A,дурны,טפש
613,faul::A,лянівы,עצלן
614,fleißig::A,руплівы,חרוץ
615,geizig::A,прагны,קמצן
616,klug::A,разумны,נבון
617,klug::A,разумны,פקח
618,geschickt::A,умелы,מימן
619,lieb::A,мілы,יקר
620,lieb::A,мілы,אהוב
621,lustig::A,вясёлы,עליז
622,sanft::A,ласкавы,עדין
623,hungrig::A,галодны,רעב
624,krank::A,хворы,חולה
625,nackt::A,голы,ערום
626,traurig::A,сумны,עצוב
627,lebendig::A,жывы,חי
628,gut::A,добры,טוב
629,schlecht::A,кепскі,גרוע
630,richtig::A,правільны,נכון
631,schlimm::A,агідны,רע
632,wahr::A,сапраўдны,אמתי
633,alt::A,стары,ישן
634,neu::A,новы,חדש
635,ehemalig::A,былы,לשעבר
636,alt[Lebewesen]::A,стары,זקן
637,jung::A,малады,צעיר
638,arm::A,бедны,עני
639,reich::A,багаты,עשיר
640,bekannt::A,знаёмы,ידוע
641,berühmt::A,славуты,מפרסם
642,fremd::A,чужы,זר
643,verschieden::A,розны,שונה
644,nah::A,блізкі,קרוב
645,fern::A,далёкі,רחוק
646,linker::A,левы,שמאלי
647,rechter::A,правы,ימין
648,anderer::A,іншы,אחר
649,anderer::A,другі,אחר
650,erster::A,першы,ראשון
651,zweiter::A,другі,שני
652,dritter::A,трэці,שלישי
653,letzter::A,апошні,אחרון
654,allein::ADV,сам,לבד
655,allein::ADV,адзін,לבד
656,auf einmal::ADV,адразу,בו-זמנית
657,zusammen::ADV,разам,ביחד
658,lange::ADV,доўга,הרבה זמן
659,plötzlich::ADV,раптам,לפתע
660,plötzlich::ADV,раптам,פתאום
661,sofort::ADV,зараз,מיד
662,später::ADV,пазней,לאחר זמן
663,später::ADV,пазней,יותר מאחר
664,jetzt::ADV,цяпер,עכשיו
665,heute::ADV,сёння,היום
666,morgen::ADV,заўтра,מחר
667,bald::ADV,хутка,בקרוב
668,bald::ADV,неўзабаве,בקרוב
669,dann::ADV,потым,אחר-כך
670,gestern::ADV,учора,אתמול
671,einst::ADV,аднойчы,לפנים
672,damals::ADV,тады,אז
673,danach::ADV,затым,אחר-כך
674,vorher::ADV,раней,לפני זה
675,zuerst::ADV,спярша,קדם
676,zuerst::ADV,спачатку,קדם
677,einmal::ADV,адзін раз,פעם
678,manchmal::ADV,часам,לפעמים
679,oft::ADV,часта,לעתים קרובות
680,immer::ADV,заўсёды,תמיד
681,niemals::ADV,ніколі,אף פעם
682,hier::ADV,тут,כאן
683,hierhin::ADV,сюды,פה
684,von hier::ADV,адсюль,מפה
685,von hier::ADV,адгэтуль,מפה
686,dort::ADV,там,שם
687,dorthin::ADV,туды,שם
688,geradeaus::ADV,прама,ישר
689,vorwärts::ADV,наперад,קדימה
690,rückwärts::ADV,назад,לאחור
691,zurück::ADV,назад,בחזרה
692,zurück::ADV,назад,אחורנית
693,unten::ADV,унізе,למטה
694,hinab::ADV,уніз,למטה
695,oben::ADV,угары,מעל
696,oben::ADV,угары,למעלה
697,oben::ADV,наверсе,מעל
698,oben::ADV,наверсе,למעלה
699,hinauf::ADV,угару,למעלה
700,überall::ADV,усюды,בכל מקום
701,nicht::ADV,не,לא
702,ein wenig::ADV,трошкі,קצת
703,kaum::ADV,ледзьве,בקשי
704,sehr::ADV,вельмі,מאוד
705,so::ADV,так,כך
706,so::ADV,так,ככה
707,noch::ADV,яшчэ,עוד
708,noch::ADV,яшчэ,עדין
709,nur::ADV,толькі,רק
710,schon::ADV,ужо,כבר
711,wieder::ADV,зноў,שוב
712,vergebens::ADV,дарма,לריק
713,vergebens::ADV,дарма,לשוא
714,vergebens::ADV,дарэмна,לריק
715,vergebens::ADV,дарэмна,לשוא
716,vor::PRP,перад,מול
717,hinter::PRP,за,מאחורי
718,hinter::PRP,ззаду,מאחורי
719,unter::PRP,пад,מתחת
720,durch::PRP,праз,דרך
721,neben::PRP,каля,ליד
722,neben::PRP,каля,על-יד
723,zwischen::PRP,між,בין
724,zwischen::PRP,паміж,בין
725,wegen::PRP,з-за,בשל
726,wegen::PRP,з-за,בגלל
727,dies::PRN,гэта,זה
728,das::PRN,тое,זה
729,alles::PRN,усё,הכל
730,ich::PRN,я,אני
731,du::PRN,ты,את
732,du::PRN,ты,אתה
733,er::PRN,ён,הוא
734,wir::PRN,мы,אנחנו
735,ihr::PRN,вы,לה
736,sie::PRN,яны,הם
737,was::FPRN,што,מה
738,wer::FPRN,хто,מי
739,wo::FADV,дзе,איפה
740,wohin::FADV,куды,לאן
741,wie::FADV,як,איך
742,warum::FADV,чаму,למה
743,wieviel::FNUM,колькі,כמה
744,eins::NUM,адзін,אחד
745,zwei::NUM,два,שתים
746,drei::NUM,тры,שלושה
747,vier::NUM,чатыры,ארבעה
748,fünf::NUM,пяць,חמשה
749,sechs::NUM,шесць,ששה
750,sieben::NUM,сем,שבעה
751,acht::NUM,восем,שמונה
752,neun::NUM,дзевяць,תשעה
753,zehn::NUM,дзесяць,עשרה
754,elf::NUM,адзінаццаць,אחת עשרה
755,zwölf::NUM,дванаццаць,שתים עשרה
756,zwanzig::NUM,дваццаць,עשרים
757,dreißig::NUM,трыццаць,שלושים
758,vierzig::NUM,сорак,ארבעים
759,fünfzig::NUM,пядзесят,חמשים
760,sechzig::NUM,шесдзесят,ששים
761,siebzig::NUM,семдзесят,שבעים
762,achtzig::NUM,восемдзесят,שמונים
763,neunzig::NUM,дзевяноста,תשעים
764,hundert::NUM,сто,מאה
765,tausend::NUM,тысяча,אלף
766,und::CNJ,і,ו
767,und::CNJ,ды,ו
768,oder::CNJ,або,או
769,stehen::V,стаяць,עמד
770,sitzen::V,сядзець,ישב
771,liegen::V,ляжаць,שכב
772,hängen::V,вісець,היה תלוי
773,werden::V,стаць,הפך ל
774,werden::V,зрабіцца,הפך ל
775,passieren::V,трапіцца,קרה
776,beginnen::V,пачацца,התחיל
777,enden::V,кончыцца,הסתים
778,wechseln::V,мяняцца,השתנה
779,aufgehen[Sonne]::V,узысці,זרח
780,untergehen[Sonne]::V,зайсці,שקע
781,scheinen[Sonne]::V,свяціць,בהק
782,donnern::V,грымець,רעם
783,wehen::V,дзьмуць,נשב
784,strömen::V,ліцца,זרם
785,fließen::V,цячы,זרם
786,sich drehen::V,круціцца,הסתובב
787,sich drehen::V,варочацца,הסתובב
788,schwanken::V,хістацца,התנודד
789,schwingen::V,гайдацца,התנענע
790,schwingen::V,калыхацца,התנענע
791,fallen::V,падаць,נפל
792,brennen::V,гарэць,בער
793,rauchen::V,дымець,עשן
794,regnen::V,дажджыць,ירד גשם
795,gefrieren::V,замерзнуць,קפא
796,tauen::V,раставаць,נמס
797,schmelzen::V,плавіцца,התיך
798,trocknen::V,сохнуць,התיבש
799,sieden::V,кіпець,רתח
800,faulen::V,гнісці,רקב
801,verfaulen::V,згнісці,רקב
802,reißen::V,ірвацца,נקרע
803,versinken::V,тануць,טבע
