,Concept_ID,da,udm
234,Vater::N,far,атай
235,Mutter::N,mor,мумы
236,Sohn::N,søn,пи
237,Tochter::N,datter,ныл
238,Bruder::N,bror,агай
239,Schwester::N,søster,апа
240,Schwester::N,søster,сузэр
241,Onkel::N,onkel,агай
242,Tante::N,tante,апа
243,Tante::N,tante,кенак
244,Ehemann::N,ægtemand,карт
245,Ehefrau::N,hustru,кышно
246,Freude::N,glæde,шумпотон
247,Gelächter::N,latter,горем
248,Glück::N,lykke,шуд
249,Kummer::N,sorg,кайгу
250,Kummer::N,sorg,куректон
251,Wunsch::N,ønske,мылпотон
252,Lust::N,lyst,потон
253,Geist::N,ånd,лул
254,Gedanke::N,tanke,малпан
255,Gedächtnis::N,hukommelse,йырсазь
256,Gedächtnis::N,hukommelse,тодэваён
257,Verstand::N,forstand,йырвизь
258,Sinn::N,mening,смысл
259,Sinn::N,betydning,смысл
260,Grund::N,grund,муг
261,Grund::N,grund,ньӧм
262,Wahrheit::N,sandhed,зэм
263,Wahrheit::N,sandhed,шонер
264,Gespräch::N,samtale,вераськон
265,Märchen::N,eventyr,выжыкыл
266,Erzählung::N,fortælling,верос
267,Nachricht::N,efterretning,ивор
268,Neuigkeit::N,nyhed,выльивор
269,Name::N,navn,ним
270,Rätsel::N,gåde,мадькыл
271,Rede::N,tale,верам
272,Sprache::N,sprog,кыл
273,Stimme::N,stemme,куара
274,Wort::N,ord,кыл
275,Zeichen::N,tegn,пус
276,Zeichen::N,tegn,тодмет
277,Ruf::N,råb,ӧтён
278,Ruf::N,råb,чортон
279,Lärm::N,larm,ӵашетон
280,Laut::N,lyd,куара
281,Ton::N,tone,куара
282,Lied::N,sang,кырӟан
283,Ruhe::N,ro,чалмыт улон
284,Ruhe::N,hvile,чалмыт улон
285,Leute::N,folk,адямиос
286,Leute::N,mennesker,адямиос
287,Volk::N,folk,калык
288,Arbeit::N,arbejde,уж
289,Gast::N,gæst,куно
290,Geschenk::N,gave,салам
291,Geschenk::N,gave,кузьым
292,Spiel::N,leg,шудон
293,Gesellschaft::N,selskab,калык
294,Hilfe::N,hjælp,юрттон
295,Freund::N,ven,эш
296,Freund::N,ven,юлтош
297,Kamerad::N,kammerat,тодмо
298,Angelegenheit::N,sag,уж
299,Angelegenheit::N,anliggende,уж
300,Anzahl::N,antal,лыд
301,Art::N,art,тус
302,Stück::N,stykke,юдэс
303,Teil::N,del,люкет
304,Hälfte::N,halvdel,ӝыны
305,Kreis::N,cirkel,котырес
306,Kreuz::N,kors,крест
307,Kreuz::N,kryds,крест
308,Linie::N,linie,гож
309,Strich::N,streg,гож
310,Abstand::N,afstand,вис
311,Abstand::N,afstand,кусып
312,Entfernung::N,afstand,кусып
313,Gegend::N,egn,инты
314,Platz::N,plads,инты
315,Ort::N,sted,инты
316,Ort::N,sted,места
317,Seite::N,side,пал
318,Mitte::N,midte,шор
319,Gegenstand::N,genstand,арбери
320,Sache::N,sag,котыр
321,Rand::N,rand,дур
322,Rand::N,rand,шаер
323,Kante::N,kant,дур
324,Ecke::N,hjørne,сэрег
325,Spitze::N,spids,йыл
326,Ende::N,ende,пум
327,Loch::N,hul,пась
328,Winkel::N,vinkel,сэрег
329,Muster::N,mønster,пужы
330,Größe::N,størrelse,быдӟала
331,Länge::N,længde,кузьдала
332,Höhe::N,højde,ӝуждала
333,Gewicht::N,vægt,сектала
334,Gewicht::N,vægt,секытлык
335,Menge::N,mængde,лыд
336,Menge::N,mængde,лыдпус
337,Haufen::N,bunke,люк
338,Reihe::N,række,чур
339,Boot::N,båd,пыж
340,Boot::N,båd,лодка
341,Ruder::N,åre,полыс
342,Schlitten::N,kælk,додьы
343,Schlitten::N,slæde,додьы
344,Ski::N,ski,куас
345,Lagerfeuer::N,lejrbål,тылскем
346,Last::N,last,секыт
347,Last::N,byrde,секыт
348,Gang::N,gang,ветлон
349,Schritt::N,skridt,вамыш
350,Norden::N,nord,уйпал
351,Süden::N,syd,лымшор
352,Westen::N,vest,шунды пуксён
353,Osten::N,øst,шунды ӝужан
354,Holz::N,træ,пу
355,Brett::N,bræt,пул
356,Platte::N,plade,плита
357,Stütze::N,støtte,пыкет
358,Stange::N,stang,пуӵ
359,Stock::N,stok,боды
360,Stab::N,stav,пуӵ
361,Stab::N,stav,боды
362,Rohr::N,rør,труба
363,Haus::N,hus,юрт
364,Heim::N,hjem,корка
365,Ofen::N,ovn,гур
366,Fußboden::N,gulv,выж
367,Tisch::N,bord,ӝӧк
368,Stuhl::N,stol,пукон
369,Wiege::N,vugge,кӧкы
370,Wiege::N,vugge,зыбка
371,Bett::N,seng,валес
372,Regal::N,reol,ӝажы
373,Kiste::N,kasse,ящик
374,Fenster::N,vindue,укно
375,Fenster::N,vindue,косяк
376,Tür::N,dør,ӧс
377,Tor::N,port,ӟезьы
378,Zaun::N,stakit,забор
379,Dach::N,tag,липет
380,Leiter::N,stige,падӟа
381,Besen::N,kost,ӵужон
382,Besen::N,kost,исьнер
383,Spaten::N,spade,лопатка
384,Schaufel::N,skovl,ютырон
385,Gabel::N,gaffel,тэчы
386,Gabel::N,gaffel,вилка
387,Löffel::N,ske,пуньы
388,Messer::N,kniv,пурт
389,Nagel::N,søm,кортӵог
390,Netz::N,net,сеть
391,Haken::N,krog,курик
392,Griff::N,tag,ныд
393,Griff::N,håndtag,ныд
394,Schloss::N,lås,тунгон
395,Bild::N,billede,суред
396,Figur::N,figur,фигура
397,Puppe::N,dukke,мунё
398,Beutel::N,pose,пуйы
399,Bündel::N,bylt,керттэт
400,Bündel::N,bundt,керттэт
401,Tasche::N,taske,пуйы
402,Tasche::N,taske,сумка
403,Eimer::N,spand,ведра
404,Deckel::N,låg,ӵоксэт
405,Geschirr::N,husgeråd,тусьты-пуньы
406,Sack::N,sæk,пуйы
407,Tasse::N,kop,ӵаша
408,Topf::N,gryde,миска
409,Kessel::N,kedel,пурты
410,Essen::N,måltid,сиськон
411,Nahrung::N,mad,сион
412,Nahrung::N,næring,сион
413,Speise::N,ret,сиён
414,Fleisch::N,kød,сӥль
415,Getreide::N,korn,ю тысь
416,Brei::N,grød,ӝук
417,Brot::N,brød,нянь
418,Scheibe::N,skive,шорем
419,Fett::N,fedt,кӧй
420,Butter::N,smør,вӧй
421,Öl::N,olie,вӧй
422,Salz::N,salt,сылал
423,Suppe::N,suppe,шыд
424,Honig::N,honning,чечы
425,Milch::N,mælk,йӧл
426,Tee::N,te,чай
427,Leder::N,skind,сурон
428,Wolle::N,uld,гон
429,Wolle::N,uld,ыжгон
430,Stoff::N,stof,куэм
431,Nadel::N,nål,вень
432,Faden::N,tråd,сӥньыс
433,Knopf::N,knap,бирды
434,Knoten::N,knude,герд
435,Farbe::N,farve,буёл
436,Kleidung::N,påklædning,дӥсь
437,Hemd::N,skjorte,дэрем
438,Kragen::N,krave,сирес
439,Ärmel::N,ærme,саес
440,Hose::N,bukser,брюки
441,Hose::N,bukser,штань
442,Gürtel::N,bælte,кускерттон
443,Mütze::N,hue,ызьы
444,Schuh::N,sko,ботинка
445,Stiefel::N,støvle,сапег
446,Ring::N,ring,зундэс
447,Band::N,bånd,лента
448,Kamm::N,kam,сын
449,Spiegel::N,spejl,синучкон
450,Riemen::N,rem,е
451,Schnur::N,snor,гозы
452,Leine::N,snor,думет
453,Decke::N,tæppe,шобрет
454,Kissen::N,pude,миндэр
455,Tuch::N,sjaltørklæde,кышет
456,Handtuch::N,håndklæde,ӵушкон
457,Kraft::N,kraft,кать
458,Kraft::N,kraft,ӟигар
459,Stärke::N,styrke,юнлык
460,Gesundheit::N,sundhed,тазалык
461,Krankheit::N,sygdom,висён
462,Schmerz::N,smerte,висён
463,Wunde::N,sår,яра
464,Fieber::N,feber,кезег
465,Arznei::N,medicin,эмъюм
466,Arznei::N,lægemiddel,эмъюм
467,Brücke::N,bro,выж
468,Brunnen::N,brønd,колдэч
469,Weide::N,græsgang,возь
470,Pfad::N,sti,сюрес
471,Weg::N,vej,сюрес
472,Straße::N,gade,сюрес
473,Dorf::N,landsby,гурт
474,Stadt::N,by,кар
475,Stadt::N,by,город
476,Brief::N,brev,гожтэт
477,Buch::N,bog,книга
478,Buchstabe::N,bogstav,буква
479,Zeitung::N,avis,газет
480,Leben::N,liv,улон
481,Tod::N,død,кулон
482,Grab::N,grav,шайгу
483,Kirche::N,kirke,черк
484,Sünde::N,synd,сьӧлык
485,Gott::N,gud,ӥнмар
486,Arbeiter::N,arbejder,рабочий
487,Chef::N,chef,начальник
488,Meister::N,mester,кибашлы
489,Arzt::N,læge,врач
490,Lehrer::N,lærer,дышетӥсь
491,Geld::N,penge,уксё
492,Geld::N,penge,коньдон
493,Geschäft::N,forretning,уж
494,Laden::N,butik,магазин
495,Laden::N,forretning,магазин
496,Preis::N,pris,дун
497,Ware::N,vare,вуз
498,Nutzen::N,nytte,пайда
499,Reichtum::N,rigdom,узырлык
500,Welt::N,verden,дунне
501,Land::N,land,шаер
502,Staat::N,stat,кун
503,König::N,konge,эксэй
504,Macht::N,magt,власть
505,Grenze::N,grænse,кунгож
506,Krieg::N,krig,ож
507,Feind::N,fjende,тушмон
508,Gewalt::N,vold,эриктэман
509,Kampf::N,kamp,нюръяськон
510,Bogen[Waffe]::N,bue,пукыӵ
511,Pfeil::N,pil,пукыӵ вень
512,Gewehr::N,gevær,пыӵал
513,Fehler::N,fejl,янгыш
514,Lüge::N,løgn,пӧян
515,Lüge::N,løgn,алдан
516,Lüge::N,løgn,ӧрекчан
517,Schaden::N,skade,изъян
518,Unglück::N,uheld,куректон
519,Unglück::N,uheld,шудтэме усён
520,Unglück::N,ulykke,куректон
521,Unglück::N,ulykke,шудтэме усён
522,Schuld::N,skyld,янгыш
523,Alter::N,alder,арлыд
524,Schluss::N,slut,пум
525,Schluss::N,slutning,пум
526,Zeit::N,tid,дыр
527,Tag::N,dag,нунал
528,Morgen::N,morgen,ӵукна
529,Mittag::N,middag,лымшор
530,Abend::N,aften,ӝыт
531,Abend::N,aften,акшан
532,Nacht::N,nat,уй
533,Woche::N,uge,арня
534,Monat::N,måned,толэзь
535,Jahr::N,år,ар
536,Frühling::N,forår,тулыс
537,Sommer::N,sommer,гужем
538,Herbst::N,efterår,сӥзьыл
539,Winter::N,vinter,тол
540,Januar::N,januar,выльартолэзь
541,Februar::N,februar,тулыспал
542,März::N,marts,южтолэзь
543,April::N,april,оштолэзь
544,Mai::N,maj,куартолэзь
545,Juni::N,juni,вожотолэзь
546,Juli::N,juli,пӧсьтолэзь
547,August::N,august,гудырикошкон
548,September::N,september,куарусён
549,Oktober::N,oktober,выльӝуктолэзь
550,November::N,november,шуркынмон
551,Dezember::N,december,толсур
552,Montag::N,mandag,вордӥськон
553,Dienstag::N,tirsdag,вторник
554,Mittwoch::N,onsdag,вирнунал
555,Donnerstag::N,torsdag,покчиарня
556,Freitag::N,fredag,удмуртарня
557,Samstag::N,lørdag,кӧснунал
558,Sonntag::N,søndag,арня
559,groß::A,stor,бадӟым
560,klein::A,lille,пичи
561,lang::A,lang,кузь
562,kurz::A,kort,вакчи
563,breit::A,bred,паськыт
564,schmal::A,smal,сюлэг
565,dicht::A,tæt,ӵем
566,dick[Gegenstand]::A,tyk,зӧк
567,dünn::A,tynd,векчи
568,fein::A,fin,векчи
569,fest::A,fast,юн
570,fest::A,fast,чурыт
571,flach::A,flad,ӵошкыт
572,glatt::A,glat,гылыт
573,glatt::A,glat,вольыт
574,hart::A,hård,чурыт
575,weich::A,blød,небыт
576,rund::A,rund,котырес
577,spitz::A,spids,йылсо
578,scharf::A,skarp,лэчыт
579,stumpf::A,sløv,ныж
580,stumpf::A,stump,ныж
581,schwer::A,tung,секыт
582,schön::A,skøn,чебер
583,heiß::A,hed,пӧсь
584,warm::A,varm,шуныт
585,kalt::A,kold,кезьыт
586,kühl::A,kølig,юзмыт
587,kühl::A,kølig,салкым
588,frisch::A,frisk,выль
589,feucht::A,fugtig,мускыт
590,nass::A,våd,котмем
591,trocken::A,tør,кӧс
592,voll::A,fuld,тыр
593,leer::A,tom,буш
594,leer::A,tom,тырттэм
595,offen::A,åben,усьтэм
596,geschlossen::A,lukket,ӵогам
597,geschlossen::A,lukket,пунням
598,sauber::A,ren,ӝикыт
599,sauber::A,ren,чылкыт
600,schmutzig::A,snavset,нӧд
601,roh::A,rå,ыль
602,reif::A,moden,вуэм
603,lecker::A,lækker,ческыт
604,süß::A,sød,ческыт
605,bitter::A,bitter,курыт
606,sauer::A,sur,чырс
607,hell::A,lys,югыт
608,dunkel::A,mørk,пеймыт
609,schwarz::A,sort,сьӧд
610,weiß::A,hvid,тӧдьы
611,rot::A,rød,горд
612,gelb::A,gul,ӵуж
613,blau::A,blå,лыз
614,grün::A,grøn,вож
615,grau::A,grå,пурысь
616,bunt::A,broget,куӵо
617,billig::A,billig,дунтэм
618,teuer::A,dyr,дуно
619,wertvoll::A,værdifuld,дуно
620,blind::A,blind,сукыр
621,blind::A,blind,синтэм
622,taub::A,døv,пельтэм
623,kräftig::A,kraftig,кужмо
624,stark::A,stærk,юн
625,stark::A,stærk,кужмо
626,schwach::A,svag,ляб
627,schwach::A,svag,начар
628,fett::A,fed,кӧй
629,schlank::A,slank,веськыт
630,schlank::A,slank,веськрес
631,hübsch::A,køn,чебер
632,hübsch::A,køn,синмаськымон
633,böse::A,ond,лек
634,böse::A,slem,лек
635,dumm::A,dum,шузи
636,dumm::A,dum,визьтэм
637,faul::A,doven,азьтэм
638,fleißig::A,flittig,сюлмо
639,geizig::A,gerrig,сук
640,klug::A,klog,визьмо
641,geschickt::A,dygtig,усто
642,geschickt::A,dygtig,быгатӥсь
643,geschickt::A,behændig,усто
644,geschickt::A,behændig,быгатӥсь
645,lieb::A,rar,мусо
646,lustig::A,lystig,шулдыр
647,sanft::A,blid,мусо
648,sanft::A,blid,эрке
649,hungrig::A,sulten,сютэм
650,krank::A,syg,висись
651,nackt::A,nøgen,гольык
652,traurig::A,bedrøvet,мӧзмыт
653,lebendig::A,levende,улэп
654,gut::A,god,ӟеч
655,gut::A,god,умой
656,schlecht::A,dårlig,урод
657,schlecht::A,dårlig,алама
658,richtig::A,rigtig,шонер
659,schlimm::A,slem,алама
660,wahr::A,sand,зэмос
661,alt::A,gammel,вуж
662,neu::A,ny,выль
663,ehemalig::A,forhenværende,азьвылэз
664,alt[Lebewesen]::A,gammel,пересь
665,jung::A,ung,егит
666,jung::A,ung,пинал
667,arm::A,fattig,начар
668,arm::A,fattig,куанер
669,reich::A,rig,узыр
670,bekannt::A,kendt,тодмо
671,berühmt::A,berømt,дано
672,fremd::A,fremmed,ят
673,verschieden::A,forskellig,пӧртэм
674,nah::A,nær,матысь
675,fern::A,fjern,кыдёкысь
676,linker::A,venstre,паллян
677,rechter::A,højre,бур
678,rechter::A,højre,бурпал
679,anderer::A,anden,мукет
680,erster::A,første,нырысетӥез
681,zweiter::A,anden,кыктэтӥез
682,dritter::A,tredje,кунньметӥез
683,letzter::A,sidste,берло
684,letzter::A,sidste,берпум
685,allein::ADV,alene,огназ
686,auf einmal::ADV,på én gang,огдыре
687,zusammen::ADV,sammen,ӵош
688,zusammen::ADV,sammen,валче
689,lange::ADV,længe,кема
690,plötzlich::ADV,pludselig,мапламтэ шорысь
691,sofort::ADV,straks,али ик
692,später::ADV,senere,бергес
693,später::ADV,senere,берлогес
694,jetzt::ADV,nu,али
695,jetzt::ADV,nu,табере
696,heute::ADV,i dag,туннэ
697,morgen::ADV,i morgen,ӵуказе
698,bald::ADV,snart,ӝоген
699,dann::ADV,så,берло
700,gestern::ADV,i går,толон
701,einst::ADV,engang,огпол
702,einst::ADV,engang,одӥг пол
703,damals::ADV,dengang,соку
704,danach::ADV,derefter,собере
705,vorher::ADV,før,азьло
706,vorher::ADV,før,азьвыл
707,vorher::ADV,forud,азьло
708,vorher::ADV,forud,азьвыл
709,zuerst::ADV,først,азьло
710,einmal::ADV,en gang,огпол
711,manchmal::ADV,sommetider,куддыръя
712,oft::ADV,ofte,ӵем
713,immer::ADV,altid,пыр
714,immer::ADV,altid,котьку
715,niemals::ADV,aldrig,уз ноку
716,hier::ADV,her,татын
717,hierhin::ADV,hid,татчы
718,hierhin::ADV,herhen,татчы
719,von hier::ADV,herfra,татысь
720,dort::ADV,der,отӥ
721,dort::ADV,der,отын
722,dorthin::ADV,derhen,отчы
723,geradeaus::ADV,lige ud,меӵак
724,vorwärts::ADV,fremad,азьлань
725,rückwärts::ADV,baglæns,берлань
726,zurück::ADV,tilbage,берен
727,zurück::ADV,tilbage,берлань
728,unten::ADV,nede,улын
729,unten::ADV,forneden,улын
730,hinab::ADV,ned,улэ
731,hinab::ADV,nedad,улэ
732,oben::ADV,oppe,вылын
733,oben::ADV,oppe,вылӥын
734,oben::ADV,ovenpå,вылын
735,oben::ADV,ovenpå,вылӥын
736,hinauf::ADV,op,вылэ
737,hinauf::ADV,op,вылӥе
738,hinauf::ADV,op,выллань
739,hinauf::ADV,opad,вылэ
740,hinauf::ADV,opad,вылӥе
741,hinauf::ADV,opad,выллань
742,überall::ADV,overalt,котькытын
743,überall::ADV,overalt,пасьтана
744,nicht::ADV,ikke,уз
745,ein wenig::ADV,lidt,ичи
746,ein wenig::ADV,lidt,ӧжыт
747,ein wenig::ADV,lidt,огшап
748,kaum::ADV,knap,муртса
749,kaum::ADV,næppe,муртса
750,sehr::ADV,meget,туж
751,sehr::ADV,meget,лекос
752,so::ADV,så,озьы
753,so::ADV,så,тазьы
754,noch::ADV,endnu,на
755,nur::ADV,kun,гинэ
756,nur::ADV,bare,гинэ
757,schon::ADV,alt,ни
758,schon::ADV,alt,ини
759,schon::ADV,allerede,ни
760,schon::ADV,allerede,ини
761,wieder::ADV,igen,нош
762,wieder::ADV,igen,кайта
763,vergebens::ADV,forgæves,юнме
764,vor::PRP,foran,азьын
765,vor::PRP,uden for,азьын
766,hinter::PRP,bag,берын
767,hinter::PRP,bag,бӧрсьы
768,hinter::PRP,bagved,берын
769,hinter::PRP,bagved,бӧрсьы
770,unter::PRP,under,улын
771,durch::PRP,gennem,пыр
772,durch::PRP,gennem,пыртӥ
773,durch::PRP,igennem,пыр
774,durch::PRP,igennem,пыртӥ
775,neben::PRP,ved siden af,бордын
776,zwischen::PRP,mellem,вискын
777,wegen::PRP,på grund af,сэрен
778,dies::PRN,dette,та
779,das::PRN,det,со
780,alles::PRN,alt,ваньмыз
781,ich::PRN,jeg,мон
782,du::PRN,du,тон
783,er::PRN,han,со
784,wir::PRN,vi,ми
785,ihr::PRN,I,тӥ
786,sie::PRN,de,соос
787,was::FPRN,hvad,ма
788,wer::FPRN,hvem,кин
789,wo::FADV,hvor,кытын
790,wohin::FADV,hvorhen,кытчы
791,wie::FADV,hvordan,кызьы
792,warum::FADV,hvorfor,малы
793,wieviel::FNUM,hvor meget,кӧня
794,eins::NUM,én,одӥг
795,zwei::NUM,to,кык
796,drei::NUM,tre,куинь
797,vier::NUM,fire,ньыль
798,fünf::NUM,fem,вить
799,sechs::NUM,seks,куать
800,sieben::NUM,syv,сизьым
801,acht::NUM,otte,тямыс
802,neun::NUM,ni,укмыс
803,zehn::NUM,ti,дас
804,elf::NUM,elleve,дас одӥг
805,zwölf::NUM,tolv,дас кык
806,zwanzig::NUM,tyve,кызь
807,dreißig::NUM,tredive,куамын
808,vierzig::NUM,fyrre,ньыльдон
809,vierzig::NUM,fyrretyve,ньыльдон
810,fünfzig::NUM,halvtreds,витьтон
811,sechzig::NUM,tres,куатьтон
812,siebzig::NUM,halvfjerds,сизьымдон
813,achtzig::NUM,firs,тямыстон
814,neunzig::NUM,halvfems,укмыстон
815,hundert::NUM,hundrede,сю
816,tausend::NUM,tusind,сюрс
817,und::CNJ,og,и
818,und::CNJ,og,но
819,oder::CNJ,eller,яке
820,stehen::V,stå,сылыны
821,sitzen::V,sidde,пукыны
822,liegen::V,ligge,кылльыны
823,hängen::V,hænge,ошкыса улыны
824,werden::V,blive,луыны
825,passieren::V,ske,луыны
