,Concept_ID,te,lv
293,Schwanz::N,తోక,бӧж
294,Schwanz::N,తోక,ļipa
295,Ei::N,గ్రుడ్డు,кольк
296,Ei::N,గ్రుడ్డు,ola
297,Nest::N,పక్షిగూడు,поз
298,Nest::N,పక్షిగూడు,ligzda
299,Bau::N,గుహ,горс
300,Bau::N,గుహ,пырмӧс
301,Bau::N,గుహ,гу
302,Bau::N,గుహ,ala
303,Tier::N,జంతువు,пемӧс
304,Tier::N,జంతువు,dzīvnieks
305,Herde::N,మంద,стада
306,Herde::N,మంద,кельӧб
307,Herde::N,మంద,ganāmpulks
308,Kuh::N,ఆవు,мӧс
309,Kuh::N,ఆవు,govs
310,Bulle::N,గిత్త,ӧш
311,Bulle::N,గిత్త,bullis
312,Pferd::N,గుఱ్ఱము,вӧв
313,Pferd::N,గుఱ్ఱము,zirgs
314,Schaf::N,గొఱ్ఱె,ыж
315,Schaf::N,గొఱ్ఱె,aita
316,Schwein::N,పంది,порсь
317,Schwein::N,పంది,cūka
318,Hund::N,కుక్క,пон
319,Hund::N,కుక్క,suns
320,Katze::N,పిల్లి,кань
321,Katze::N,పిల్లి,kaķis
322,Bär::N,ఎలుగుబంటి,ош
323,Bär::N,ఎలుగుబంటి,lācis
324,Eichhörnchen::N,ఉడుత,ур
325,Eichhörnchen::N,ఉడుత,vāvere
326,Elch::N,కణంజు,йӧра
327,Elch::N,కణంజు,alnis
328,Fuchs::N,గుంటనక్క,руч
329,Fuchs::N,గుంటనక్క,lapsa
330,Hase::N,కుందేలు,кӧч
331,Hase::N,కుందేలు,zaķis
332,Maus::N,చిట్టెలుక,шыр
333,Maus::N,చిట్టెలుక,pele
334,Wolf::N,తోడేలు,кӧин
335,Wolf::N,తోడేలు,vilks
336,Vogel::N,పక్షి,кай
337,Vogel::N,పక్షి,лэбач
338,Vogel::N,పక్షి,putns
339,Schwarm::N,గుంపు,чукӧр
340,Schwarm::N,గుంపు,spiets
341,Huhn::N,కోడిపిల్ల,курӧг
342,Huhn::N,కోడిపిల్ల,vista
343,Hahn::N,కోడివుంజు,петук
344,Hahn::N,కోడివుంజు,gailis
345,Gans::N,ఆడుబాతు,дзодзӧг
346,Gans::N,ఆడుబాతు,zoss
347,Adler::N,గ్రద్ద,кутш
348,Adler::N,గ్రద్ద,ērglis
349,Ente::N,పాట్టిబాతు,утка
350,Ente::N,పాట్టిబాతు,pīle
351,Eule::N,గ్రుడ్లగూబ,сюзь
352,Eule::N,గ్రుడ్లగూబ,pūce
353,Kranich::N,కొంగ,тури
354,Kranich::N,కొంగ,dzērve
355,Krähe::N,కాకి,рака
356,Krähe::N,కాకి,vārna
357,Kuckuck::N,కోయల,кӧк
358,Kuckuck::N,కోయల,dzeguze
359,Schwan::N,హంస,юсь
360,Schwan::N,హంస,gulbis
361,Fisch::N,చేప,чери
362,Fisch::N,చేప,zivs
363,Barsch::N,ఒకచేఁప,ёкыш
364,Barsch::N,ఒకచేఁప,asaris
365,Hecht::N,గండుమీను,сир
366,Hecht::N,గండుమీను,līdaka
367,Schlange[Tier]::N,పాము,кый
368,Schlange[Tier]::N,పాము,čūska
369,Wurm::N,పురుగు,номыр
370,Wurm::N,పురుగు,tārps
371,Spinne::N,సాలె పురుగు,черань
372,Spinne::N,సాలె పురుగు,zirneklis
373,Ameise::N,చీమ,кодзувкот
374,Ameise::N,చీమ,skudra
375,Laus::N,పేను,той
376,Laus::N,పేను,uts
377,Mücke::N,చీకటీగ,ном
378,Mücke::N,చీకటీగ,ods
379,Fliege::N,ఈగ,гут
380,Fliege::N,ఈగ,muša
381,Schmetterling::N,సీతాకోకచిలుక,бобув
382,Schmetterling::N,సీతాకోకచిలుక,tauriņš
383,Beere::N,కాయ,тусь
384,Beere::N,కాయ,вотӧс
385,Beere::N,కాయ,oga
386,Apfel::N,ఆపిల్ పండు,яблӧг
387,Apfel::N,ఆపిల్ పండు,ābols
388,Pilz::N,కుక్కగొడుగు,тшак
389,Pilz::N,కుక్కగొడుగు,sēne
390,Zwiebel::N,నీరుల్లి,луккок
391,Zwiebel::N,నీరుల్లి,йӧнгыль
392,Zwiebel::N,నీరుల్లి,sīpols
393,Saat::N,విత్తనము,тусь
394,Saat::N,విత్తనము,кӧйдыс
395,Saat::N,విత్తనము,sēkla
396,Korn::N,గింజ,тусь
397,Korn::N,గింజ,grauds
398,Heu::N,ఎండుగడ్డి,турун
399,Heu::N,ఎండుగడ్డి,siens
400,Schale::N,పొట్టు,кор
401,Schale::N,పొట్టు,čaula
402,Schale::N,పొట్టు,čaumala
403,Grube::N,గొయ్యి,гу
404,Grube::N,గొయ్యి,bedre
405,Falle::N,బోను,лэч
406,Falle::N,బోను,slazds
407,Falle::N,బోను,lamatas
408,Schlinge::N,ఉరి,лэч
409,Schlinge::N,ఉరి,cilpa
410,Spur::N,జాడ,туй
411,Spur::N,జాడ,pēda
412,Asche::N,బూడిద,пӧм
413,Asche::N,బూడిద,pelni
414,Dreck::N,ముఱికి,няйт
415,Dreck::N,ముఱికి,dubļi
416,Eisen::N,ఇనుము,кӧрт
417,Eisen::N,ఇనుము,dzelzs
418,Gold::N,బంగారము,зарни
419,Gold::N,బంగారము,zelts
420,Silber::N,వెండి,эзысь
421,Silber::N,వెండి,sudrabs
422,Kohle::N,నేలబొగ్గు,шом
423,Kohle::N,నేలబొగ్గు,ogle
424,Glas::N,గాజు,стеклӧ
425,Glas::N,గాజు,stikls
426,Lehm::N,బంకమన్ను,сёй
427,Lehm::N,బంకమన్ను,māls
428,Sand::N,ఇసుక,лыа
429,Sand::N,ఇసుక,smiltis
430,Mensch::N,నరుడు,морт
431,Mensch::N,నరుడు,cilvēks
432,Mann::N,పురుమడు,аймӧрт
433,Mann::N,పురుమడు,мужичӧй
434,Mann::N,పురుమడు,vīrietis
435,Frau::N,ఆడుది,ань
436,Frau::N,ఆడుది,нывбаба
437,Frau::N,ఆడుది,sieviete
438,Kind::N,బిడ్డ,кага
439,Kind::N,బిడ్డ,bērns
440,Junge::N,బాలుడు,пи
441,Junge::N,బాలుడు,zēns
442,Junge::N,బాలుడు,puika
443,Junge::N,బాలుడు,puisis
444,Mädchen::N,బాలిక,ныв
445,Mädchen::N,బాలిక,meiča
446,Mädchen::N,బాలిక,skuķis
447,Mädchen::N,బాలిక,meitene
448,Familie::N,కుటుంబము,семья
449,Familie::N,కుటుంబము,ģimene
450,Großvater::N,తాత,пӧль
451,Großvater::N,తాత,vecaistēvs
452,Großmutter::N,అయ్యమ్మ,баб
453,Großmutter::N,అయ్యమ్మ,vecāmāte
454,Eltern::N,తల్లితండ్రులు,ай-мам
455,Eltern::N,తల్లితండ్రులు,бать-мам
456,Eltern::N,తల్లితండ్రులు,vecāki
457,Vater::N,తండ్రి,бать
458,Vater::N,తండ్రి,ай
459,Vater::N,తండ్రి,tēvs
460,Mutter::N,తల్లి,мам
461,Mutter::N,తల్లి,māte
462,Sohn::N,కొడుకు,пи
463,Sohn::N,కొడుకు,dēls
464,Tochter::N,కూతురు,ныв
465,Tochter::N,కూతురు,meita
466,Bruder::N,పోదరుడు,вок
467,Bruder::N,పోదరుడు,brālis
468,Schwester::N,సోదరి,чой
469,Schwester::N,సోదరి,māsa
470,Onkel::N,మేనమామ,дядь
471,Onkel::N,మేనమామ,tēvocis
472,Tante::N,మేనత్త,тьӧт
473,Tante::N,మేనత్త,tante
474,Tante::N,పినతల్లి,тьӧт
475,Tante::N,పినతల్లి,tante
476,Ehemann::N,భర్త,верӧс
477,Ehemann::N,భర్త,vīrs
478,Ehefrau::N,భార్య,гӧтыр
479,Ehefrau::N,భార్య,sieva
480,Freude::N,సంతోషము,радлун
481,Freude::N,సంతోషము,prieks
482,Gelächter::N,నవ్వు,серам
483,Gelächter::N,నవ్వు,smiekli
484,Glück::N,సంతోషము,шуд
485,Glück::N,సంతోషము,laime
486,Kummer::N,దుఃఖము,шог
487,Kummer::N,దుఃఖము,bēdas
488,Kummer::N,దుఃఖము,raizes
489,Wunsch::N,కోరిక,кӧсйӧм
490,Wunsch::N,కోరిక,vēlme
491,Wunsch::N,కోరిక,vēlējums
492,Lust::N,కోరిక,кыскӧм
493,Lust::N,కోరిక,радейтӧм
494,Lust::N,కోరిక,kāre
495,Geist::N,ఆత్మ,лов
496,Geist::N,ఆత్మ,gars
497,Gedanke::N,ఆలోచన,мӧвп
498,Gedanke::N,ఆలోచన,doma
499,Gedächtnis::N,జ్ఞాపకము,паметь
500,Gedächtnis::N,జ్ఞాపకము,atmiņa
501,Verstand::N,మనస్సు,вежӧр
502,Verstand::N,మనస్సు,prāts
503,Sinn::N,అర్థము,мог
504,Sinn::N,అర్థము,вежӧртас
505,Sinn::N,అర్థము,nozīme
506,Grund::N,కారణము,помка
507,Grund::N,కారణము,pamats
508,Grund::N,కారణము,iemesls
509,Wahrheit::N,సత్యము,збыль
510,Wahrheit::N,సత్యము,збыльтор
511,Wahrheit::N,సత్యము,taisnība
512,Wahrheit::N,సత్యము,patiesība
513,Gespräch::N,పంభాషణ,сёрни
514,Gespräch::N,పంభాషణ,saruna
515,Märchen::N,అద్భుతకథ,мойд
516,Märchen::N,అద్భుతకథ,pasaka
517,Erzählung::N,కథ,висьт
518,Erzählung::N,కథ,stāsts
519,Erzählung::N,కథ,nostāsts
520,Nachricht::N,వార్త,юӧртӧм
521,Nachricht::N,వార్త,ziņa
522,Neuigkeit::N,వార్త,выльтор
523,Neuigkeit::N,వార్త,jaunums
524,Name::N,పేరు,ним
525,Name::N,పేరు,vārds
526,Rätsel::N,చిక్కు,нӧдкыв
527,Rätsel::N,చిక్కు,mīkla
528,Rede::N,ఉపన్యాసము,сёрни
529,Rede::N,ఉపన్యాసము,runa
530,Sprache::N,భాష,кыв
531,Sprache::N,భాష,valoda
532,Stimme::N,కంరథ్సని,гӧлӧс
533,Stimme::N,కంరథ్సని,вом шы
534,Stimme::N,కంరథ్సని,balss
535,Wort::N,మాట,кыв
536,Wort::N,మాట,vārds
537,Zeichen::N,గుర్తు,пас
538,Zeichen::N,గుర్తు,zīme
539,Ruf::N,పిలువు,чукӧстчӧм
540,Ruf::N,పిలువు,корӧм
541,Ruf::N,పిలువు,sauciens
542,Lärm::N,సందడి,шы
543,Lärm::N,సందడి,зык
544,Lärm::N,సందడి,зычитӧм
545,Lärm::N,సందడి,troksnis
546,Laut::N,ధ్వని,шы
547,Laut::N,ధ్వని,skaņa
548,Ton::N,స్వరము,шы
549,Ton::N,స్వరము,tonis
550,Lied::N,పాట,сьылан
551,Lied::N,పాట,сьыланкыв
552,Lied::N,పాట,dziesma
553,Ruhe::N,గాలిలేమి,чӧв
554,Ruhe::N,గాలిలేమి,miers
555,Leute::N,జనులు,йӧз
556,Leute::N,జనులు,войтыр
557,Leute::N,జనులు,ļaudis
558,Leute::N,జనులు,cilvēki
559,Volk::N,జాతి,йӧз
560,Volk::N,జాతి,войтыр
561,Volk::N,జాతి,tauta
562,Arbeit::N,పని,удж
563,Arbeit::N,పని,darbs
564,Gast::N,అతిధి,гӧсть
565,Gast::N,అతిధి,viešņa
566,Gast::N,అతిధి,ciemiņš
567,Geschenk::N,దానము,козин
568,Geschenk::N,దానము,dāvana
569,Spiel::N,ఆట,ворсан
570,Spiel::N,ఆట,rotaļa
571,Gesellschaft::N,జట్టు,котыр
572,Gesellschaft::N,జట్టు,biedrība
573,Gesellschaft::N,జట్టు,kompānija
574,Hilfe::N,సాహాయ్యము,отсӧг
575,Hilfe::N,సాహాయ్యము,palīdzība
576,Freund::N,స్నేహితుడు,ёрт
577,Freund::N,స్నేహితుడు,draugs
578,Kamerad::N,చెలికాడు,ёрт
579,Kamerad::N,చెలికాడు,biedrs
580,Angelegenheit::N,విషయము,мог
581,Angelegenheit::N,విషయము,делӧ
582,Angelegenheit::N,విషయము,darīšana
583,Anzahl::N,లెక్క,лыд
584,Anzahl::N,లెక్క,тшӧт
585,Anzahl::N,లెక్క,skaits
586,Anzahl::N,లెక్క,daudzums
587,Art::N,జాతి,сикас
588,Art::N,జాతి,suga
589,Art::N,జాతి,šķira
590,Stück::N,తునుక,тор
591,Stück::N,తునుక,gabals
592,Teil::N,భాగము,юкӧн
593,Teil::N,భాగము,daļa
594,Hälfte::N,సగము,пӧв
595,Hälfte::N,సగము,джын
596,Hälfte::N,సగము,puse
597,Kreis::N,వృత్తము,кытш
598,Kreis::N,వృత్తము,aplis
599,Kreis::N,వృత్తము,riņķis
600,Kreuz::N,సిలువ,перна
601,Kreuz::N,సిలువ,крест
602,Kreuz::N,సిలువ,krusts
603,Linie::N,గీత,визь
604,Linie::N,గీత,līnija
605,Strich::N,గీత,визь
606,Strich::N,గీత,svītra
607,Abstand::N,సందు,кост
608,Abstand::N,సందు,коласт
609,Abstand::N,సందు,atstarpe
610,Entfernung::N,దూరము,ылна
611,Entfernung::N,దూరము,attālums
612,Entfernung::N,దూరము,atstatums
613,Gegend::N,విస్తీర్ణము,му-ва
614,Gegend::N,విస్తీర్ణము,apvidus
615,Gegend::N,విస్తీర్ణము,apgabals
616,Platz::N,ఎడము,ылдӧс
617,Platz::N,ఎడము,йир
618,Platz::N,ఎడము,гӧгӧртас
619,Platz::N,ఎడము,vieta
620,Ort::N,స్థలము,ин
621,Ort::N,స్థలము,места
622,Ort::N,స్థలము,vieta
623,Seite::N,ప్రక్క,бок
624,Seite::N,ప్రక్క,ӧтарладор
625,Seite::N,ప్రక్క,sāns
626,Mitte::N,నడిమి,шӧр
627,Mitte::N,నడిమి,vidus
628,Gegenstand::N,పద్దు,кӧлуй
629,Gegenstand::N,పద్దు,priekšmets
630,Sache::N,వస్తువు,добра
631,Sache::N,వస్తువు,lieta
632,Rand::N,అంచు,дор
633,Rand::N,అంచు,mala
634,Rand::N,అంచు,apmale
635,Kante::N,అంచు,дор
636,Kante::N,అంచు,šķautne
637,Ecke::N,మూల,пельӧс
638,Ecke::N,మూల,kakts
639,Ecke::N,మూల,stūris
640,Spitze::N,మొన,йыв
641,Spitze::N,మొన,smaile
642,Spitze::N,మొన,galotne
643,Ende::N,కొన,пом
644,Ende::N,కొన,gals
645,Ende::N,కొన,uzgalis
646,Loch::N,రంధ్రము,розь
647,Loch::N,రంధ్రము,caurums
648,Winkel::N,కోణము,пельӧс
649,Winkel::N,కోణము,leņķis
650,Muster::N,మాదిరి,сер
651,Muster::N,మాదిరి,piemērs
652,Größe::N,పరిమాణము,ыджда
653,Größe::N,పరిమాణము,lielums
654,Länge::N,పొడుగు,кузьта
655,Länge::N,పొడుగు,garums
656,Höhe::N,పొడుగు,джуджда
657,Höhe::N,పొడుగు,augstums
658,Gewicht::N,భారము,сьӧкта
659,Gewicht::N,భారము,сьӧкталун
660,Gewicht::N,భారము,svars
661,Gewicht::N,భారము,smagums
662,Menge::N,మొత్తము,лун
663,Menge::N,మొత్తము,числӧ
664,Menge::N,మొత్తము,masa
665,Menge::N,మొత్తము,daudzums
666,Haufen::N,రాశి,чукӧр
667,Haufen::N,రాశి,čupa
668,Haufen::N,రాశి,grēda
669,Haufen::N,రాశి,kaudze
670,Reihe::N,వరుస,рад
671,Reihe::N,వరుస,rinda
672,Reihe::N,వరుస,virkne
673,Boot::N,పడవ,пыж
674,Boot::N,పడవ,laiva
675,Ruder::N,అడక,пелыс
676,Ruder::N,అడక,ӧпаснӧй
677,Ruder::N,అడక,airis
678,Ruder::N,అడక,irklis
679,Schlitten::N,సరవండ్లు,дадь
680,Schlitten::N,సరవండ్లు,ragavas
681,Ski::N,స్కీ,лызь
682,Ski::N,స్కీ,slēpe
683,Lagerfeuer::N,నెగడు,бипур
684,Lagerfeuer::N,నెగడు,ugunskurs
685,Last::N,బరువు,сьӧкыдтор
686,Last::N,బరువు,krava
687,Gang::N,నడక,мунӧм
688,Gang::N,నడక,ветлӧм
689,Gang::N,నడక,eja
690,Gang::N,నడక,gājums
691,Schritt::N,అడుగు,воськов
692,Schritt::N,అడుగు,воськовтӧм
693,Schritt::N,అడుగు,solis
