,Concept_ID,,ja
1021,füttern::V,,餌をやる
1022,melken::V,,搾乳する
1023,hacken::V,,刻む
1024,gießen::V,,水をやる
1025,reifen::V,,熟す
1026,zubereiten::V,,調理する
1027,kochen::V,,煮る
1028,backen::V,,焼く
1029,braten::V,,焼く
1030,braten::V,,炒める
1031,umrühren::V,,混ぜる
1032,stricken::V,,編む
1033,nähen::V,,縫う
1034,färben::V,,染める
1035,reinigen::V,,掃除する
1036,waschen::V,,洗う
1037,waschen::V,,洗濯する
1038,abwischen::V,,拭く
1039,spülen::V,,洗う
1040,spülen::V,,すすぐ
1041,fegen::V,,掃除する
1042,kehren::V,,掃く
1043,baden::V,,入浴する
1044,sich waschen::V,,洗う
1045,ausziehen::V,,脱ぐ
1046,anziehen::V,,着る
1047,sich anziehen::V,,着る
1048,kämmen::V,,梳く
1049,schmücken::V,,飾る
1050,sagen::V,,言う
1051,sprechen::V,,話す
1052,reden::V,,話す
1053,sich unterhalten::V,,話をする
1054,fragen::V,,聞く
1055,bitten::V,,頼む
1056,bitten::V,,お願いする
1057,erzählen::V,,物語る
1058,mitteilen::V,,伝える
1059,nennen::V,,名づける
1060,rufen::V,,呼ぶ
1061,prahlen::V,,自慢する
1062,übersetzen::V,,訳す
1063,denken::V,,考える
1064,glauben::V,,信じる
1065,bemerken::V,,気が付く
1066,erkennen::V,,認識する
1067,begreifen::V,,分かる
1068,verstehen::V,,聞き取る
1069,lernen::V,,学ぶ
1070,lernen::V,,勉強する
1071,wissen::V,,知っている
1072,sich erinnern an::V,,思い出す
1073,vergessen::V,,忘れる
1074,messen::V,,計る
1075,messen::V,,測定する
1076,zählen::V,,数える
1077,rechnen::V,,計算する
1078,lesen::V,,読む
1079,malen::V,,描く
1080,zeichnen::V,,写生する
1081,schreiben::V,,書く
1082,besitzen::V,,所持する
1083,kaufen::V,,買う
1084,verkaufen::V,,売る
1085,bezahlen::V,,払う
1086,zahlen::V,,支払う
1087,beherrschen::V,,支配する
1088,ertragen::V,,耐える
